actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
174,PT12M00.00S,2023-11-30T01:38:51.4Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612740,39,24,2023-11-30T01:39:23Z,1710000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-11-30T01:39:39.7Z,2,REGULAR,period,start,[],0,,,1610612755,39,24,2023-11-30T01:39:39Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M42.00S,2023-11-30T01:39:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202694,6.652431011826544,45.09803921568628,1610612755,39,26,2023-11-30T01:40:01Z,1730000,False,25.0,10.0,1,left,M. Morris Sr. Layup (7 PTS) (P. Reed 2 AST),"[202694, 1630194]",1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,2.65,Made,7.0,,,,,,,,,P. Reed,1630194.0,2.0,,,,,,
178,PT11M28.00S,2023-11-30T01:40:09.8Z,2,REGULAR,3pt,Jump Shot,[],1641722,70.64717477003943,18.38235294117647,1610612740,39,26,2023-11-30T01:40:15Z,1750000,False,-158.0,223.0,1,right,MISS J. Hawkins 27' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
179,PT11M26.00S,2023-11-30T01:40:11.8Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,39,26,2023-11-30T01:40:15Z,1760000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,
181,PT11M11.00S,2023-11-30T01:40:44.7Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,39,26,2023-11-30T01:40:49Z,1780000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 203469]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Zeller,203469.0,,,,,,,,,,
182,PT11M11.00S,2023-11-30T01:40:44.7Z,2,REGULAR,steal,,[],203469,,,1610612740,39,26,2023-11-30T01:40:46Z,1790000,False,,,0,,C. Zeller STEAL (1 STL),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
183,PT11M08.00S,2023-11-30T01:40:51.1Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612740,39,26,2023-11-30T01:40:57Z,1800000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Hawkins 2 FT),"[202699, 1641722]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,2.0,0.0,Hawkins,1641722.0,,
185,PT11M08.00S,2023-11-30T01:41:10.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641722,,,1610612740,40,26,2023-11-30T01:41:10Z,1820000,False,,,0,,J. Hawkins Free Throw 1 of 2 (6 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
186,PT11M08.00S,2023-11-30T01:41:20.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641722,,,1610612740,41,26,2023-11-30T01:41:20Z,1830000,False,,,0,,J. Hawkins Free Throw 2 of 2 (7 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
187,PT10M59.00S,2023-11-30T01:41:34.2Z,2,REGULAR,turnover,traveling,[],202699,,,1610612755,41,26,2023-11-30T01:41:40Z,1840000,False,,,0,,T. Harris traveling TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1.0,,,1155.0,,,,,,,,,
188,PT10M41.00S,2023-11-30T01:42:02.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203469,93.24901445466492,56.61764705882353,1610612740,41,26,2023-11-30T01:44:12Z,1850000,False,33.0,11.0,1,right,MISS C. Zeller turnaround Hook,[203469],1610612740.0,NOP,turnaround,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
189,PT10M39.00S,2023-11-30T01:42:04.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,41,26,2023-11-30T01:42:07Z,1860000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,
190,PT10M32.00S,2023-11-30T01:42:11.4Z,2,REGULAR,3pt,Jump Shot,[],202694,7.5722733245729295,96.81372549019608,1610612755,41,26,2023-11-30T01:42:28Z,1870000,False,-234.0,19.0,1,left,MISS M. Morris Sr. 3PT,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
191,PT10M28.00S,2023-11-30T01:42:15.4Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,41,26,2023-11-30T01:42:28Z,1880000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Left Corner 3,24+ Left,,,,190.0,5.0,5.0,0.0,,,,,,,,,,,,,
192,PT10M14.00S,2023-11-30T01:42:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.77463863337714,52.69607843137255,1610612740,41,26,2023-11-30T01:45:00Z,1890000,False,13.0,6.0,1,right,MISS H. Jones driving Layup - blocked,"[1630529, 202694]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,Morris Sr.,202694.0
193,PT10M14.00S,2023-11-30T01:42:29.7Z,2,REGULAR,block,,[],202694,,,1610612740,41,26,2023-11-30T01:42:32Z,1900000,False,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT10M11.00S,2023-11-30T01:42:32.7Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,41,26,2023-11-30T01:42:34Z,1910000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,
195,PT10M09.00S,2023-11-30T01:42:34.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,30.042706964520367,73.2843137254902,1610612755,41,26,2023-11-30T01:45:31Z,1920000,False,-116.0,230.0,1,left,MISS T. Maxey 25' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
196,PT10M06.00S,2023-11-30T01:42:37.4Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,41,26,2023-11-30T01:42:40Z,1930000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT10M02.00S,2023-11-30T01:42:41.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630700,79.58278580814718,91.17647058823529,1610612740,41,26,2023-11-30T01:46:06Z,1940000,False,206.0,139.0,1,right,MISS D. Daniels 24' running 3PT,[1630700],1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
198,PT10M01.00S,2023-11-30T01:42:42.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,41,26,2023-11-30T01:42:47Z,1950000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,197.0,,,,,,,,,,,,,,,,
199,PT10M01.00S,2023-11-30T01:42:47.5Z,2,REGULAR,foul,personal,[],203469,,,1610612755,41,26,2023-11-30T01:42:54Z,1960000,False,,,0,,C. Zeller loose ball personal FOUL (2 PF),"[203469, 201976]",1610612740.0,NOP,loose ball,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Beverley,201976.0,,
201,PT10M01.00S,2023-11-30T01:42:54.1Z,2,REGULAR,substitution,out,[],201976,,,1610612755,41,26,2023-11-30T01:42:59Z,1980000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M01.00S,2023-11-30T01:42:54.1Z,2,REGULAR,substitution,in,[],201587,,,1610612755,41,26,2023-11-30T01:42:59Z,1990000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M41.00S,2023-11-30T01:43:20.5Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,41,26,2023-11-30T01:43:24Z,2000000,False,,,0,,T. Harris bad pass TURNOVER (2 TO),"[202699, 1630700]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Daniels,1630700.0,,,,,,,,,,
204,PT09M41.00S,2023-11-30T01:43:20.5Z,2,REGULAR,steal,,[],1630700,,,1610612740,41,26,2023-11-30T01:43:22Z,2010000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
205,PT09M37.00S,2023-11-30T01:43:24.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,94.30026281208936,51.470588235294116,1610612740,43,26,2023-11-30T01:47:02Z,2020000,False,7.0,1.0,1,right,D. Daniels running DUNK (2 PTS),[1630700],1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,,,,,,,,,,,,,
206,PT09M22.00S,2023-11-30T01:43:39.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.492115637319317,49.754901960784316,1610612755,43,28,2023-11-30T01:43:46Z,2030000,False,1.0,27.0,1,left,T. Maxey driving finger roll Layup (9 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.73,Made,9.0,,,,,,,,,,,,,,,,,
207,PT09M17.00S,2023-11-30T01:43:44.7Z,2,REGULAR,3pt,Jump Shot,[],1641722,94.82588699080158,95.83333333333334,1610612740,43,28,2023-11-30T01:47:55Z,2040000,False,229.0,-4.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
208,PT09M17.00S,2023-11-30T01:43:44.7Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612740,43,28,2023-11-30T02:52:02Z,2050000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,,
210,PT09M14.00S,2023-11-30T01:43:55.4Z,2,REGULAR,substitution,out,[],202699,,,1610612740,43,28,2023-11-30T01:44:05Z,2070000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M14.00S,2023-11-30T01:43:55.4Z,2,REGULAR,substitution,in,[],1630231,,,1610612740,43,28,2023-11-30T01:44:05Z,2080000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M04.00S,2023-11-30T01:44:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,94.1688567674113,48.03921568627451,1610612740,45,28,2023-11-30T01:44:38Z,2090000,False,-10.0,2.0,1,right,Z. Williamson driving Layup (6 PTS) (H. Jones 2 AST),"[1629627, 1630529]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.01,Made,6.0,,,,,,,,,H. Jones,1630529.0,2.0,,,,,,
214,PT09M04.00S,2023-11-30T01:44:28.7Z,2,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612740,45,28,2023-11-30T01:44:43Z,2110000,False,,,0,,K. Martin shooting personal FOUL (1 PF) (Williamson 1 FT),"[1630231, 1629627]",1610612755.0,PHI,shooting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,1.0,0.0,Williamson,1629627.0,,
216,PT09M04.00S,2023-11-30T01:44:50.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629627,,,1610612740,45,28,2023-11-30T01:44:54Z,2130000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT09M01.00S,2023-11-30T01:44:53.9Z,2,REGULAR,rebound,defensive,[],202694,,,1610612755,45,28,2023-11-30T01:44:54Z,2140000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,
218,PT08M51.00S,2023-11-30T01:45:03.3Z,2,REGULAR,3pt,Jump Shot,[],1630178,25.837713534822605,84.55882352941177,1610612755,45,28,2023-11-30T01:45:10Z,2150000,False,-173.0,190.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
219,PT08M46.00S,2023-11-30T01:45:08.3Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,45,28,2023-11-30T01:45:10Z,2160000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,218.0,3.0,2.0,1.0,,,,,,,,,,,,,
220,PT08M41.00S,2023-11-30T01:45:15.1Z,2,REGULAR,turnover,out-of-bounds,[],203469,,,1610612740,45,28,2023-11-30T01:52:01Z,2170000,False,,,0,,C. Zeller bad pass out-of-bounds TURNOVER (1 TO),[203469],1610612740.0,NOP,bad pass,,,Zeller,C. Zeller,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,,,,,
221,PT08M41.00S,2023-11-30T01:45:18.4Z,2,REGULAR,substitution,out,[],1641722,,,1610612755,45,28,2023-11-30T01:45:26Z,2180000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M41.00S,2023-11-30T01:45:18.4Z,2,REGULAR,substitution,in,[],203468,,,1610612755,45,28,2023-11-30T01:45:26Z,2190000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M29.00S,2023-11-30T01:45:44.9Z,2,REGULAR,turnover,lost ball,[],202694,,,1610612755,45,28,2023-11-30T01:45:48Z,2200000,False,,,0,,M. Morris Sr. lost ball TURNOVER (1 TO),"[202694, 203468]",1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,McCollum,203468.0,,,,,,,,,,
224,PT08M29.00S,2023-11-30T01:45:44.9Z,2,REGULAR,steal,,[],203468,,,1610612740,45,28,2023-11-30T01:45:46Z,2210000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
225,PT08M22.00S,2023-11-30T01:45:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,94.95729303547962,52.69607843137255,1610612740,47,28,2023-11-30T01:53:17Z,2220000,False,13.0,-5.0,1,right,Z. Williamson running Layup (8 PTS) (C. McCollum 3 AST),"[1629627, 203468]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.44,Made,8.0,,,,,,,,,C. McCollum,203468.0,3.0,,,,,,
227,PT08M05.00S,2023-11-30T01:46:17.1Z,2,REGULAR,foul,technical,['1freethrow'],203469,,,1610612755,47,28,2023-11-30T01:46:25Z,2240000,False,,,0,,C. Zeller defensive-3-second technical FOUL (1 Tech),[203469],1610612740.0,NOP,defensive-3-second,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,201246.0,,,,2.0,1.0,,,,
228,PT08M05.00S,2023-11-30T01:46:33.3Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,47,29,2023-11-30T01:46:33Z,2250000,False,,,0,,T. Maxey technical Free Throw 1 of 1 (10 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
229,PT08M05.00S,2023-11-30T01:46:34.4Z,2,REGULAR,substitution,out,[],203469,,,1610612755,47,29,2023-11-30T01:46:38Z,2260000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M05.00S,2023-11-30T01:46:34.4Z,2,REGULAR,substitution,in,[],202685,,,1610612755,47,29,2023-11-30T01:46:38Z,2270000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M53.00S,2023-11-30T01:46:59.6Z,2,REGULAR,turnover,lost ball,[],1630178,,,1610612755,47,29,2023-11-30T01:47:04Z,2280000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 203468]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,,,,,,3.0,McCollum,203468.0,,,,,,,,,,
232,PT07M53.00S,2023-11-30T01:46:59.6Z,2,REGULAR,steal,,[],203468,,,1610612740,47,29,2023-11-30T01:47:01Z,2290000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT07M34.00S,2023-11-30T01:47:18.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,70.25295663600527,67.40196078431373,1610612740,47,29,2023-11-30T01:47:24Z,2300000,False,87.0,227.0,1,right,MISS C. McCollum 24' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.32,Missed,,,,,,,,,,,,,,,,,,
234,PT07M31.00S,2023-11-30T01:47:21.4Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612755,47,29,2023-11-30T01:47:24Z,2310000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Right Center,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,,
235,PT07M23.00S,2023-11-30T01:47:29.7Z,2,REGULAR,3pt,Jump Shot,[],1630194,28.991458607095925,18.872549019607842,1610612755,47,29,2023-11-30T01:47:39Z,2320000,False,156.0,220.0,1,left,MISS P. Reed 26' 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
236,PT07M22.00S,2023-11-30T01:47:30.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,47,29,2023-11-30T01:59:36Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,235.0,,,,,,,,,,,,,,,,
237,PT07M22.00S,2023-11-30T01:47:38.2Z,2,REGULAR,foul,personal,[],1630700,,,1610612755,47,29,2023-11-30T01:59:42Z,2340000,False,,,0,,D. Daniels loose ball personal FOUL (1 PF),"[1630700, 202694]",1610612740.0,NOP,loose ball,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Morris Sr.,202694.0,,
239,PT07M22.00S,2023-11-30T01:47:56.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,47,29,2023-11-30T01:47:56Z,2360000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M22.00S,2023-11-30T01:50:15.5Z,2,REGULAR,substitution,out,[],1629627,,,1610612755,47,29,2023-11-30T01:50:42Z,2370000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M22.00S,2023-11-30T01:50:15.5Z,2,REGULAR,substitution,out,[],202694,,,1610612755,47,29,2023-11-30T01:50:42Z,2380000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M22.00S,2023-11-30T01:50:15.5Z,2,REGULAR,substitution,in,[],1627742,,,1610612755,47,29,2023-11-30T01:50:42Z,2390000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M22.00S,2023-11-30T01:50:15.5Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,47,29,2023-11-30T01:50:42Z,2400000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M16.00S,2023-11-30T01:51:01.9Z,2,REGULAR,turnover,backcourt,[],1630231,,,1610612755,47,29,2023-11-30T01:51:09Z,2410000,False,,,0,,K. Martin backcourt TURNOVER (1 TO),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,201246.0,,,,,,,,,
245,PT07M09.00S,2023-11-30T01:51:23.3Z,2,REGULAR,foul,personal,[],1630231,,,1610612740,47,29,2023-11-30T01:51:34Z,2420000,False,,,0,,K. Martin personal FOUL (2 PF),"[1630231, 1630529]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,,,,2.0,0.0,Jones,1630529.0,,
247,PT06M56.00S,2023-11-30T01:51:55.6Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,47,29,2023-11-30T01:52:05Z,2440000,False,,,0,,C. McCollum step out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,step,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,,,,1.0,,,1155.0,,,,,,,,,
248,PT06M56.00S,2023-11-30T01:52:03.6Z,2,REGULAR,substitution,out,[],1630529,,,1610612755,47,29,2023-11-30T01:52:06Z,2450000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M56.00S,2023-11-30T01:52:03.6Z,2,REGULAR,substitution,in,[],1630230,,,1610612755,47,29,2023-11-30T01:52:06Z,2460000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M45.00S,2023-11-30T01:52:15.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,31.225361366622867,62.99019607843137,1610612755,47,29,2023-11-30T01:56:59Z,2470000,False,-65.0,241.0,1,left,MISS D. Melton 24' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,24.96,Missed,,,,,,,,,,,,,,,,,,
251,PT06M43.00S,2023-11-30T01:52:17.2Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,47,29,2023-11-30T01:52:20Z,2480000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,,
252,PT06M35.00S,2023-11-30T01:52:27.8Z,2,REGULAR,foul,personal,['2freethrow'],201587,,,1610612740,47,29,2023-11-30T01:52:36Z,2490000,False,,,0,,N. Batum shooting personal FOUL (1 PF) (Ingram 2 FT),"[201587, 1627742]",1610612755.0,PHI,shooting,,,Batum,N. Batum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1626301.0,,,,1.0,0.0,Ingram,1627742.0,,
254,PT06M35.00S,2023-11-30T01:52:51.4Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,48,29,2023-11-30T01:52:51Z,2510000,False,,,0,,B. Ingram Free Throw 1 of 2 (8 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
255,PT06M35.00S,2023-11-30T01:53:08.7Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,49,29,2023-11-30T01:53:08Z,2520000,False,,,0,,B. Ingram Free Throw 2 of 2 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
256,PT06M17.00S,2023-11-30T01:53:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,6.1268068331143235,47.794117647058826,1610612755,49,31,2023-11-30T01:58:10Z,2530000,False,11.0,5.0,1,left,P. Reed reverse Layup (2 PTS) (D. Melton 1 AST),"[1630194, 1629001]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,,,,,,,,,D. Melton,1629001.0,1.0,,,,,,
