actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
582,PT07M20.00S,2022-11-26T02:42:05.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,94.56307490144546,47.30392156862745,1610612757,101,97,2022-11-26T02:42:10Z,5550000,False,-13.0,-1.0,1,right,MISS J. Winslow Layup - blocked,"[1626159, 1630579]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,Sims,1630579.0,,,,,,,,,,
583,PT07M20.00S,2022-11-26T02:42:05.0Z,4,REGULAR,block,,[],1630579,,,1610612757,101,97,2022-11-26T02:42:08Z,5560000,False,,,0,,J. Sims BLOCK (2 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
584,PT07M19.00S,2022-11-26T02:42:06.0Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,101,97,2022-11-26T02:42:23Z,5570000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,582.0,2.0,2.0,0.0,,,,,,,,,,,,,,
585,PT07M16.00S,2022-11-26T02:42:11.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628973,6.521024967148489,52.450980392156865,1610612752,101,97,2022-11-26T02:45:17Z,5580000,False,-12.0,9.0,1,left,MISS J. Brunson running Layup,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,,
586,PT07M14.00S,2022-11-26T02:42:13.7Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612757,101,97,2022-11-26T02:42:42Z,5590000,False,,,0,,J. Hart REBOUND (Off:6 Def:10),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,585.0,16.0,10.0,6.0,,,,,,,,,,,,,,
587,PT07M14.00S,2022-11-26T02:42:17.4Z,4,REGULAR,foul,personal,[],1630579,,,1610612757,101,97,2022-11-26T02:42:25Z,5600000,False,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 1628404]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,,,,,,,,1.0,0.0,Hart,1628404.0,,
589,PT07M00.00S,2022-11-26T02:42:49.3Z,4,REGULAR,3pt,Jump Shot,[],203994,82.07950065703022,5.147058823529411,1610612757,101,97,2022-11-26T02:42:56Z,5620000,False,-224.0,116.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
590,PT06M58.00S,2022-11-26T02:42:51.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,101,97,2022-11-26T02:42:56Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,589.0,,,,,,,,,,,,,,,,,
591,PT06M58.00S,2022-11-26T02:42:56.4Z,4,REGULAR,foul,personal,[],1630167,,,1610612757,101,97,2022-11-26T02:43:13Z,5640000,False,,,0,,O. Toppin loose ball personal FOUL (2 PF),"[1630167, 1628404]",1610612752.0,NYK,loose ball,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,,,,,,,,2.0,0.0,Hart,1628404.0,,
593,PT06M58.00S,2022-11-26T02:42:56.5Z,4,REGULAR,substitution,out,[],1630167,,,1610612757,101,97,2022-11-26T02:43:20Z,5660000,False,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M58.00S,2022-11-26T02:42:56.5Z,4,REGULAR,substitution,in,[],203944,,,1610612757,101,97,2022-11-26T02:43:20Z,5670000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M51.00S,2022-11-26T02:43:37.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203924,87.20433639947439,62.254901960784316,1610612757,101,99,2022-11-26T02:43:41Z,5680000,False,61.0,68.0,1,right,J. Grant 9' turnaround Jump Shot (31 PTS) (J. Nurkic 7 AST),"[203924, 203994]",1610612757.0,POR,turnaround,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,9.14,Made,,,,,,,,,31.0,J. Nurkic,203994.0,7.0,,,,,,
596,PT06M28.00S,2022-11-26T02:44:04.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,6.389618922470433,49.50980392156863,1610612752,101,99,2022-11-26T02:44:11Z,5690000,False,2.0,8.0,1,left,MISS R. Barrett driving DUNK,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
597,PT06M26.00S,2022-11-26T02:44:06.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,101,99,2022-11-26T02:44:11Z,5700000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,596.0,,,,,,,,,,,,,,,,,
599,PT06M13.00S,2022-11-26T02:44:29.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,87.46714848883047,37.745098039215684,1610612757,101,101,2022-11-26T02:46:50Z,5720000,False,-61.0,65.0,1,right,A. Simons 8' turnaround fadeaway Jump Shot (30 PTS),[1629014],1610612757.0,POR,turnaround fadeaway,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,8.96,Made,,,,,,,,,30.0,,,,,,,,,
600,PT05M46.00S,2022-11-26T02:44:56.8Z,4,REGULAR,3pt,Jump Shot,[],1630193,30.17411300919842,67.64705882352942,1610612752,101,101,2022-11-26T02:45:02Z,5730000,False,-88.0,231.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,,,,,,,,,,,,,,,,,
601,PT05M44.00S,2022-11-26T02:44:58.8Z,4,REGULAR,rebound,offensive,[],1628973,,,1610612752,101,101,2022-11-26T02:45:02Z,5740000,False,,,0,,J. Brunson REBOUND (Off:1 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,600.0,5.0,4.0,1.0,,,,,,,,,,,,,,
602,PT05M42.00S,2022-11-26T02:45:01.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,23.47240473061761,87.00980392156863,1610612752,104,101,2022-11-26T02:45:05Z,5750000,False,-185.0,168.0,1,left,I. Quickley 25' 3PT  (18 PTS) (J. Brunson 4 AST),"[1630193, 1628973]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,,,,,18.0,J. Brunson,1628973.0,4.0,,,,,,
604,PT05M19.00S,2022-11-26T02:45:24.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.69448094612353,50.98039215686274,1610612757,104,103,2022-11-26T02:45:28Z,5770000,False,5.0,-3.0,1,right,J. Nurkic cutting Layup (13 PTS) (A. Simons 2 AST),"[203994, 1629014]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,,,13.0,A. Simons,1629014.0,2.0,,,,,,
606,PT05M01.00S,2022-11-26T02:45:41.5Z,4,REGULAR,3pt,Jump Shot,[],1628973,27.54599211563732,78.67647058823529,1610612752,104,103,2022-11-26T02:45:52Z,5790000,False,-143.0,206.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
607,PT04M59.00S,2022-11-26T02:45:43.5Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612757,104,103,2022-11-26T02:45:47Z,5800000,False,,,0,,J. Winslow REBOUND (Off:4 Def:4),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Left Center,,,606.0,8.0,4.0,4.0,,,,,,,,,,,,,,
608,PT04M52.00S,2022-11-26T02:45:54.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612757,104,103,2022-11-26T02:45:59Z,5810000,False,,,0,,J. Brunson personal FOUL (3 PF) (Grant 2 FT),"[1628973, 203924]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,,200832.0,,,,,,,,3.0,0.0,Grant,203924.0,,
610,PT04M52.00S,2022-11-26T02:46:19.2Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,104,104,2022-11-26T02:46:19Z,5830000,False,,,0,,J. Grant Free Throw 1 of 2 (32 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,32.0,,,,,,,,,
611,PT04M52.00S,2022-11-26T02:46:37.0Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,104,105,2022-11-26T02:46:37Z,5840000,False,,,0,,J. Grant Free Throw 2 of 2 (33 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,33.0,,,,,,,,,
612,PT04M39.00S,2022-11-26T02:46:51.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.783837056504599,54.41176470588235,1610612752,104,105,2022-11-26T02:47:01Z,5850000,False,-22.0,11.0,1,left,MISS J. Brunson driving reverse Layup,[1628973],1610612752.0,NYK,driving reverse,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
613,PT04M37.00S,2022-11-26T02:46:53.5Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612752,104,105,2022-11-26T02:47:01Z,5860000,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,612.0,2.0,0.0,2.0,,,,,,,,,,,,,,
614,PT04M37.00S,2022-11-26T02:46:58.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630579,5.590000152587891,50.0,1610612752,106,105,2022-11-26T02:48:18Z,5870000,False,0.0,0.0,1,left,J. Sims tip Layup (2 PTS),[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,2.0,,,,,,,,,
615,PT04M18.00S,2022-11-26T02:47:12.7Z,4,REGULAR,3pt,Jump Shot,[],203924,68.41327201051249,67.64705882352942,1610612757,106,108,2022-11-26T02:47:16Z,5880000,False,88.0,244.0,1,right,J. Grant 25' 3PT  (36 PTS) (A. Simons 3 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.98,Made,,,,,,,,,36.0,A. Simons,1629014.0,3.0,,,,,,
617,PT03M57.00S,2022-11-26T02:47:33.5Z,4,REGULAR,3pt,Jump Shot,[],203944,9.280551905387648,95.58823529411765,1610612752,106,108,2022-11-26T02:47:40Z,5900000,False,-228.0,35.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
618,PT03M55.00S,2022-11-26T02:47:35.5Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612757,106,108,2022-11-26T02:47:40Z,5910000,False,,,0,,J. Winslow REBOUND (Off:4 Def:5),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Left Corner 3,24+ Left,,,617.0,9.0,5.0,4.0,,,,,,,,,,,,,,
619,PT03M39.00S,2022-11-26T02:47:54.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612757,106,108,2022-11-26T02:48:00Z,5920000,False,,,0,,J. Randle personal FOUL (4 PF) (Grant 2 FT),"[203944, 203924]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,,,,,200832.0,,,,,,,,4.0,0.0,Grant,203924.0,,
621,PT03M39.00S,2022-11-26T02:48:45.0Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,106,108,2022-11-26T02:48:45Z,5940000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT03M39.00S,2022-11-26T02:48:45.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,106,108,2022-11-26T02:48:45Z,5950000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,
623,PT03M39.00S,2022-11-26T02:48:52.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,106,108,2022-11-26T02:48:52Z,5960000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M39.00S,2022-11-26T02:51:54.4Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,106,109,2022-11-26T02:51:54Z,5970000,False,,,0,,J. Grant Free Throw 2 of 2 (37 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,37.0,,,,,,,,,
628,PT03M20.00S,2022-11-26T02:52:14.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.507884362680684,46.07843137254902,1610612752,106,109,2022-11-26T02:52:18Z,5980000,False,20.0,103.0,1,left,MISS J. Brunson 10' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.46,Missed,,,,,,,,,,,,,,,,,,
629,PT03M18.00S,2022-11-26T02:52:16.1Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612757,106,109,2022-11-26T02:52:18Z,5990000,False,,,0,,J. Hart REBOUND (Off:6 Def:11),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,628.0,17.0,11.0,6.0,,,,,,,,,,,,,,
630,PT03M01.00S,2022-11-26T02:52:33.1Z,4,REGULAR,2pt,Jump Shot,[],1629014,75.3777923784494,31.61764705882353,1610612757,106,109,2022-11-26T02:52:39Z,6000000,False,-92.0,179.0,1,right,MISS A. Simons 20' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,20.11,Missed,,,,,,,,,,,,,,,,,,
631,PT02M59.00S,2022-11-26T02:52:35.1Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,106,109,2022-11-26T02:52:39Z,6010000,False,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,630.0,3.0,2.0,1.0,,,,,,,,,,,,,,
632,PT02M49.00S,2022-11-26T02:52:48.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630579,8.886333771353483,39.705882352941174,1610612752,108,109,2022-11-26T02:52:55Z,6020000,False,51.0,31.0,1,left,J. Sims 6' fadeaway bank Jump Shot (4 PTS) (J. Randle 3 AST),"[1630579, 203944]",1610612752.0,NYK,fadeaway bank,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,,,,,,,,,4.0,J. Randle,203944.0,3.0,,,,,,
634,PT02M49.00S,2022-11-26T02:52:51.5Z,4,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612752,108,109,2022-11-26T02:53:10Z,6040000,False,,,0,,J. Hart shooting personal FOUL (4 PF) (Sims 1 FT),"[1628404, 1630579]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,,4.0,0.0,Sims,1630579.0,,
636,PT02M49.00S,2022-11-26T02:53:24.7Z,4,REGULAR,freethrow,1 of 1,[],1630579,,,1610612752,109,109,2022-11-26T02:53:24Z,6060000,False,,,0,,J. Sims Free Throw 1 of 1 (5 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
637,PT02M32.00S,2022-11-26T02:53:47.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612757,109,109,2022-11-26T02:54:04Z,6070000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Grant 2 FT),"[1629628, 203924]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,,3.0,0.0,Grant,203924.0,,
639,PT02M32.00S,2022-11-26T02:54:12.5Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,109,109,2022-11-26T02:54:12Z,6090000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
640,PT02M32.00S,2022-11-26T02:54:12.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,109,109,2022-11-26T02:54:12Z,6100000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,
641,PT02M32.00S,2022-11-26T02:54:25.9Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,109,110,2022-11-26T02:54:25Z,6110000,False,,,0,,J. Grant Free Throw 2 of 2 (38 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,38.0,,,,,,,,,
642,PT02M14.00S,2022-11-26T02:54:49.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626159,,,1610612752,109,110,2022-11-26T02:54:54Z,6120000,False,,,0,,J. Winslow personal FOUL (4 PF) (Brunson 2 FT),"[1626159, 1628973]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,,4.0,0.0,Brunson,1628973.0,,
644,PT02M14.00S,2022-11-26T02:55:19.9Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,110,110,2022-11-26T02:55:19Z,6140000,False,,,0,,J. Brunson Free Throw 1 of 2 (23 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,23.0,,,,,,,,,
645,PT02M14.00S,2022-11-26T02:55:39.1Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,111,110,2022-11-26T02:55:39Z,6150000,False,,,0,,J. Brunson Free Throw 2 of 2 (24 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,24.0,,,,,,,,,
647,PT01M53.00S,2022-11-26T02:56:23.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.56307490144546,46.568627450980394,1610612757,111,112,2022-11-26T02:56:28Z,6170000,False,-17.0,-1.0,1,right,J. Nurkic Layup (15 PTS) (A. Simons 4 AST),"[203994, 1629014]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,15.0,A. Simons,1629014.0,4.0,,,,,,
649,PT01M38.00S,2022-11-26T02:56:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.886333771353483,51.71568627450981,1610612752,111,112,2022-11-26T02:56:49Z,6190000,False,-9.0,31.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 203994]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,Nurkic,203994.0,,,,,,,,,,
650,PT01M38.00S,2022-11-26T02:56:43.1Z,4,REGULAR,block,,[],203994,,,1610612752,111,112,2022-11-26T02:56:46Z,6200000,False,,,0,,J. Nurkic BLOCK (2 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT01M37.00S,2022-11-26T02:56:44.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,111,112,2022-11-26T02:56:49Z,6210000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,649.0,,,,,,,,,,,,,,,,,
653,PT01M35.00S,2022-11-26T02:57:01.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,5.995400788436268,94.85294117647058,1610612752,111,112,2022-11-26T02:57:07Z,6230000,False,-224.0,4.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
654,PT01M33.00S,2022-11-26T02:57:03.6Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,111,112,2022-11-26T02:57:07Z,6240000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,653.0,8.0,6.0,2.0,,,,,,,,,,,,,,
655,PT01M15.00S,2022-11-26T02:57:22.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203924,91.93495400788436,44.85294117647059,1610612757,111,114,2022-11-26T02:57:26Z,6250000,False,-26.0,23.0,1,right,J. Grant driving Layup (40 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,,,40.0,,,,,,,,,
656,PT01M15.00S,2022-11-26T02:57:30.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,111,114,2022-11-26T02:57:30Z,6260000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M15.00S,2022-11-26T02:57:31.0Z,4,REGULAR,substitution,out,[],1630579,,,1610612752,111,114,2022-11-26T02:58:49Z,6270000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M15.00S,2022-11-26T02:57:31.0Z,4,REGULAR,substitution,in,[],1629656,,,1610612752,111,114,2022-11-26T02:58:49Z,6280000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M11.00S,2022-11-26T02:59:19.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612752,111,114,2022-11-26T02:59:28Z,6290000,False,,,0,,J. Hart shooting personal FOUL (5 PF) (Barrett 2 FT),"[1628404, 1629628]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,,,,5.0,0.0,Barrett,1629628.0,,
661,PT01M11.00S,2022-11-26T02:59:48.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,111,114,2022-11-26T02:59:48Z,6310000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M11.00S,2022-11-26T02:59:50.1Z,4,REGULAR,substitution,in,[],1630579,,,1610612752,111,114,2022-11-26T03:01:45Z,6317500,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT01M11.00S,2022-11-26T02:59:50.1Z,4,REGULAR,substitution,out,[],1630193,,,1610612752,111,114,2022-11-26T03:01:55Z,6318750,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M11.00S,2022-11-26T03:01:38.3Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,111,114,2022-11-26T03:01:38Z,6330000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
664,PT01M11.00S,2022-11-26T03:01:38.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,111,114,2022-11-26T03:01:38Z,6340000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,,,,,
668,PT01M11.00S,2022-11-26T03:02:02.7Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,112,114,2022-11-26T03:02:02Z,6350000,False,,,0,,R. Barrett Free Throw 2 of 2 (17 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
669,PT00M51.90S,2022-11-26T03:02:25.3Z,4,REGULAR,turnover,lost ball,[],203924,,,1610612757,112,114,2022-11-26T03:02:31Z,6360000,False,,,0,,J. Grant lost ball TURNOVER (2 TO),"[203924, 203944]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,,,,,,,,,Randle,203944.0
670,PT00M51.90S,2022-11-26T03:02:25.3Z,4,REGULAR,steal,,[],203944,,,1610612752,112,114,2022-11-26T03:02:27Z,6370000,False,,,0,,J. Randle STEAL (3 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
671,PT00M48.00S,2022-11-26T03:02:29.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,6.258212877792378,50.73529411764706,1610612752,114,114,2022-11-26T03:02:37Z,6380000,False,-4.0,6.0,1,left,R. Barrett running Layup (19 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,19.0,,,,,,,,,
672,PT00M33.80S,2022-11-26T03:02:47.6Z,4,REGULAR,3pt,Jump Shot,[],1629014,64.60249671484888,50.49019607843137,1610612757,114,114,2022-11-26T03:03:44Z,6390000,False,2.0,280.0,1,right,MISS A. Simons 28' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,28.02,Missed,,,,,,,,,,,,,,,,,,
