actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
176,PT11M23.00S,2022-12-25T17:40:49.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,37,25,2022-12-25T17:40:53Z,1680000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,175.0,,,,,,,,,,,,,
178,PT11M04.00S,2022-12-25T17:41:19.5Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,37,25,2022-12-25T17:41:36Z,1700000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Harden 2 FT),"[1630579, 201935]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,1.0,0.0,Harden,201935.0,,,,,,,,
180,PT11M04.00S,2022-12-25T17:41:46.6Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,37,26,2022-12-25T17:41:46Z,1720000,False,,,0,,J. Harden Free Throw 1 of 2 (7 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
181,PT11M04.00S,2022-12-25T17:42:03.9Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,37,27,2022-12-25T17:42:03Z,1730000,False,,,0,,J. Harden Free Throw 2 of 2 (8 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
182,PT10M44.00S,2022-12-25T17:42:26.7Z,2,REGULAR,3pt,Jump Shot,[],1629628,69.72733245729303,26.96078431372549,1610612752,40,27,2022-12-25T17:42:30Z,1740000,False,-115.0,232.0,1,right,R. Barrett 25' 3PT  (9 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.91,Made,9.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
184,PT10M29.00S,2022-12-25T17:42:41.3Z,2,REGULAR,3pt,Jump Shot,[],201935,36.74441524310118,46.81372549019608,1610612755,40,30,2022-12-25T17:42:46Z,1760000,False,16.0,293.0,1,left,J. Harden 29' 3PT pullup (11 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,29.33,Made,11.0,,,,,,,,,,,,,,,,,
185,PT10M16.00S,2022-12-25T17:42:55.9Z,2,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612752,40,30,2022-12-25T17:43:02Z,1770000,False,,,0,,I. Hartenstein bad pass out-of-bounds TURNOVER (1 TO),[1628392],1610612752.0,NYK,bad pass,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,,1626300.0,,,,,,,,,,1.0,,
186,PT10M16.00S,2022-12-25T17:42:56.0Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,40,30,2022-12-25T17:43:07Z,1780000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M16.00S,2022-12-25T17:42:56.0Z,2,REGULAR,substitution,in,[],202699,,,1610612755,40,30,2022-12-25T17:43:07Z,1790000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M04.00S,2022-12-25T17:43:24.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,30.831143232588698,63.725490196078425,1610612755,40,30,2022-12-25T17:43:27Z,1800000,False,-69.0,237.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,24.7,Missed,,,,,,,,,,,,,,,,,,
189,PT10M00.00S,2022-12-25T17:43:28.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,40,30,2022-12-25T17:43:27Z,1810000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,188.0,,,,,,3.0,3.0,0.0,,,,,
190,PT09M47.00S,2022-12-25T17:43:40.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.47371879106439,43.872549019607845,1610612752,40,30,2022-12-25T17:43:45Z,1820000,False,-31.0,112.0,1,right,MISS I. Hartenstein 11' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.63,Missed,,,,,,,,,,,,,,,,,,
191,PT09M44.00S,2022-12-25T17:43:43.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,40,30,2022-12-25T17:43:45Z,1830000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,190.0,,,,,,4.0,4.0,0.0,,,,,
192,PT09M38.00S,2022-12-25T17:43:52.8Z,2,REGULAR,foul,personal,[],1630579,,,1610612755,40,30,2022-12-25T17:44:00Z,1840000,False,,,0,,J. Sims personal FOUL (2 PF),"[1630579, 202699]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,,,,,,,,201245.0,2.0,0.0,Harris,202699.0,,,,,,,,
194,PT09M20.00S,2022-12-25T17:44:24.3Z,2,REGULAR,2pt,Jump Shot,[],201935,11.645860709592641,30.637254901960787,1610612755,40,30,2022-12-25T17:44:29Z,1860000,False,97.0,57.0,1,left,MISS J. Harden 11' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,11.23,Missed,,,,,,,,,,,,,,,,,,
195,PT09M18.00S,2022-12-25T17:44:26.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,40,30,2022-12-25T17:44:26Z,1870000,False,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,194.0,,,,,,4.0,4.0,0.0,,,,,
196,PT09M14.00S,2022-12-25T17:44:30.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,94.69448094612353,45.588235294117645,1610612752,40,30,2022-12-25T17:44:38Z,1880000,False,-22.0,-3.0,1,right,MISS R. Barrett running Layup,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,,
197,PT09M11.00S,2022-12-25T17:44:33.6Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,40,30,2022-12-25T17:46:34Z,1890000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,196.0,,,,,,1.0,0.0,1.0,,,,,
198,PT09M11.00S,2022-12-25T17:44:40.9Z,2,REGULAR,foul,personal,[],1629003,,,1610612752,40,30,2022-12-25T17:46:40Z,1900000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1630579]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,1.0,0.0,Sims,1630579.0,,,,,,,,
201,PT09M11.00S,2022-12-25T17:44:46.0Z,2,REGULAR,substitution,out,[],1629003,,,1610612752,40,30,2022-12-25T17:44:58Z,1915000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M11.00S,2022-12-25T17:44:46.0Z,2,REGULAR,substitution,in,[],1629001,,,1610612752,40,30,2022-12-25T17:44:58Z,1917500,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M11.00S,2022-12-25T17:44:51.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,40,30,2022-12-25T17:44:54Z,1920000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
203,PT09M04.00S,2022-12-25T17:45:17.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,67.36202365308804,42.8921568627451,1610612752,40,30,2022-12-25T17:45:21Z,1930000,False,-36.0,254.0,1,right,MISS R. Barrett 25' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
204,PT09M01.00S,2022-12-25T17:45:20.6Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612755,40,30,2022-12-25T17:45:20Z,1940000,False,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Center,,,,,,,203.0,,,,,,2.0,2.0,0.0,,,,,
206,PT08M37.00S,2022-12-25T17:46:01.8Z,2,REGULAR,2pt,Jump Shot,[],201935,10.726018396846255,73.2843137254902,1610612755,40,30,2022-12-25T17:46:07Z,1960000,False,-116.0,48.0,1,left,MISS J. Harden 12' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,12.6,Missed,,,,,,,,,,,,,,,,,,
207,PT08M34.00S,2022-12-25T17:46:05.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,40,30,2022-12-25T17:46:05Z,1970000,False,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,,,,,206.0,,,,,,5.0,5.0,0.0,,,,,
208,PT08M17.00S,2022-12-25T17:46:25.5Z,2,REGULAR,foul,personal,[],1627777,,,1610612752,40,30,2022-12-25T17:46:29Z,1980000,False,,,0,,G. Niang personal FOUL (2 PF),"[1627777, 1630193]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,201245.0,2.0,0.0,Quickley,1630193.0,,,,,,,,
210,PT08M03.00S,2022-12-25T17:46:57.0Z,2,REGULAR,2pt,Jump Shot,[],1630540,77.4802890932983,23.774509803921568,1610612752,40,30,2022-12-25T17:47:01Z,2000000,False,-131.0,159.0,1,right,MISS M. McBride 20' step back Shot,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left Center,20.62,Missed,,,,,,,,,,,,,,,,,,
211,PT08M00.00S,2022-12-25T17:47:00.0Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612755,40,30,2022-12-25T17:47:01Z,2010000,False,,,0,,M. Harrell REBOUND (Off:0 Def:3),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Mid-Range,16-24 Left Center,,,,,,,210.0,,,,,,3.0,3.0,0.0,,,,,
212,PT07M48.00S,2022-12-25T17:47:15.1Z,2,REGULAR,turnover,traveling,[],1627777,,,1610612755,40,30,2022-12-25T17:47:19Z,2020000,False,,,0,,G. Niang traveling TURNOVER (1 TO),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Center,,,,,,,,1148.0,,,,,,,,,,1.0,,
213,PT07M48.00S,2022-12-25T17:47:15.2Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,40,30,2022-12-25T17:47:34Z,2030000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M48.00S,2022-12-25T17:47:15.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,40,30,2022-12-25T17:47:34Z,2040000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M36.00S,2022-12-25T17:48:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,93.9060446780552,52.69607843137255,1610612752,40,30,2022-12-25T17:48:03Z,2050000,False,13.0,5.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
216,PT07M33.00S,2022-12-25T17:48:03.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,40,30,2022-12-25T17:48:03Z,2060000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,215.0,,,,,,5.0,5.0,0.0,,,,,
217,PT07M28.00S,2022-12-25T17:48:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,6.389618922470433,45.34313725490196,1610612755,40,32,2022-12-25T17:48:14Z,2070000,False,23.0,8.0,1,left,T. Harris running Layup (4 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.45,Made,4.0,,,,,,,,,,,,,,,,,
218,PT07M18.00S,2022-12-25T17:48:20.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,40,32,2022-12-25T17:48:20Z,2080000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,40,32,2022-12-25T17:51:36Z,2090000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,40,32,2022-12-25T17:51:36Z,2100000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,out,[],1626149,,,1610612752,40,32,2022-12-25T17:51:36Z,2110000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,out,[],1627777,,,1610612752,40,32,2022-12-25T17:51:36Z,2120000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,40,32,2022-12-25T17:51:36Z,2130000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,in,[],203944,,,1610612752,40,32,2022-12-25T17:51:36Z,2140000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,in,[],203954,,,1610612752,40,32,2022-12-25T17:51:36Z,2150000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M18.00S,2022-12-25T17:48:20.9Z,2,REGULAR,substitution,in,[],200782,,,1610612752,40,32,2022-12-25T17:51:36Z,2160000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M09.00S,2022-12-25T17:51:57.6Z,2,REGULAR,2pt,Jump Shot,[],1628973,90.48948751642575,28.676470588235293,1610612752,40,32,2022-12-25T17:52:02Z,2170000,False,-107.0,37.0,1,right,MISS J. Brunson 11' driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,11.28,Missed,,,,,,,,,,,,,,,,,,
228,PT07M03.00S,2022-12-25T17:52:03.6Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,40,32,2022-12-25T17:52:02Z,2180000,False,,,0,,M. Robinson REBOUND (Off:3 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,227.0,,,,,,7.0,4.0,3.0,,,,,
229,PT07M03.00S,2022-12-25T17:52:02.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,94.40999984741211,50.0,1610612752,42,32,2022-12-25T17:52:02Z,2190000,False,0.0,0.0,1,right,M. Robinson tip Layup (4 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
231,PT06M50.00S,2022-12-25T17:52:24.1Z,2,REGULAR,foul,personal,[],1630193,,,1610612755,42,32,2022-12-25T17:52:28Z,2210000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 201935]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,,,,,,,,201245.0,1.0,0.0,Harden,201935.0,,,,,,,,
233,PT06M50.00S,2022-12-25T17:52:24.2Z,2,REGULAR,substitution,out,[],1630193,,,1610612755,42,32,2022-12-25T17:52:32Z,2230000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M50.00S,2022-12-25T17:52:24.2Z,2,REGULAR,substitution,in,[],1629656,,,1610612755,42,32,2022-12-25T17:52:32Z,2240000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M39.00S,2022-12-25T17:52:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,46.32352941176471,1610612755,42,32,2022-12-25T17:52:47Z,2250000,False,18.0,9.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
236,PT06M39.00S,2022-12-25T17:52:44.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,42,32,2022-12-25T17:52:47Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,235.0,,,,,,,,,,,,,
238,PT06M25.00S,2022-12-25T17:53:04.6Z,2,REGULAR,2pt,Jump Shot,[],203944,76.69185282522996,40.68627450980392,1610612752,42,32,2022-12-25T17:53:08Z,2280000,False,-47.0,167.0,1,right,MISS J. Randle 17' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,17.3,Missed,,,,,,,,,,,,,,,,,,
239,PT06M21.00S,2022-12-25T17:53:08.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,42,32,2022-12-25T17:53:08Z,2290000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,238.0,,,,,,1.0,1.0,0.0,,,,,
242,PT06M14.00S,2022-12-25T17:53:37.4Z,2,REGULAR,foul,personal,[],1629628,,,1610612755,42,32,2022-12-25T17:54:53Z,2320000,False,,,0,,R. Barrett personal FOUL (1 PF),"[1629628, 200782]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,201245.0,1.0,0.0,Tucker,200782.0,,,,,,,,
245,PT06M08.00S,2022-12-25T17:54:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.1268068331143235,48.28431372549019,1610612755,42,34,2022-12-25T17:54:52Z,2350000,False,9.0,5.0,1,left,J. Embiid cutting Layup (7 PTS) (J. Harden 3 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.0,Made,7.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
247,PT06M08.00S,2022-12-25T17:54:49.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628973,,,1610612755,42,34,2022-12-25T17:54:56Z,2370000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Embiid 1 FT),"[1628973, 203954]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,2.0,0.0,Embiid,203954.0,,,,,,,,
249,PT06M08.00S,2022-12-25T17:55:06.6Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,42,35,2022-12-25T17:55:06Z,2390000,False,,,0,,J. Embiid Free Throw 1 of 1 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
250,PT05M49.00S,2022-12-25T17:55:29.1Z,2,REGULAR,3pt,Jump Shot,[],203944,91.80354796320631,1.9607843137254901,1610612752,45,35,2022-12-25T17:55:40Z,2400000,False,-240.0,25.0,1,right,J. Randle 24' 3PT  (16 PTS) (J. Brunson 5 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,24.14,Made,16.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,,
252,PT05M31.00S,2022-12-25T17:55:45.7Z,2,REGULAR,3pt,Jump Shot,[],1629001,25.57490144546649,12.254901960784313,1610612755,45,38,2022-12-25T17:55:50Z,2420000,False,189.0,188.0,1,left,D. Melton 26' 3PT  (9 PTS) (J. Harden 4 AST),"[1629001, 201935]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.63,Made,9.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
254,PT05M14.00S,2022-12-25T17:56:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,94.56307490144546,64.70588235294117,1610612752,45,38,2022-12-25T17:56:30Z,2440000,False,74.0,-1.0,1,right,MISS R. Barrett 7' Jump Shot,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
255,PT05M09.00S,2022-12-25T17:56:08.5Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,45,38,2022-12-25T17:56:11Z,2450000,False,,,0,,M. Robinson REBOUND (Off:4 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,254.0,,,,,,8.0,4.0,4.0,,,,,
256,PT05M09.00S,2022-12-25T17:56:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,94.40999984741211,50.0,1610612752,47,38,2022-12-25T17:56:08Z,2460000,False,0.0,0.0,1,right,M. Robinson tip Layup (6 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
257,PT05M02.00S,2022-12-25T17:56:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.30946123521682,48.03921568627451,1610612755,47,40,2022-12-25T17:56:46Z,2470000,False,10.0,16.0,1,left,T. Harris driving Layup (6 PTS) (J. Harden 5 AST),"[202699, 201935]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.89,Made,6.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
259,PT04M46.00S,2022-12-25T17:56:36.3Z,2,REGULAR,foul,personal,[],1629001,,,1610612752,47,40,2022-12-25T17:56:41Z,2490000,False,,,0,,D. Melton personal FOUL (2 PF),"[1629001, 1628973]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,1626300.0,2.0,0.0,Brunson,1628973.0,,,,,,,,
261,PT04M36.00S,2022-12-25T17:56:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629628,76.82325886990802,10.53921568627451,1610612752,47,40,2022-12-25T17:57:03Z,2510000,False,-197.0,165.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
262,PT04M32.00S,2022-12-25T17:57:01.6Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,47,40,2022-12-25T17:57:05Z,2520000,False,,,0,,M. Robinson REBOUND (Off:5 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,261.0,,,,,,9.0,4.0,5.0,,,,,
263,PT04M28.00S,2022-12-25T17:57:04.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,76.42904073587385,13.23529411764706,1610612752,50,40,2022-12-25T17:57:08Z,2530000,False,-184.0,169.0,1,right,Q. Grimes 24' 3PT  (5 PTS) (J. Randle 1 AST),"[1629656, 203944]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.98,Made,5.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
265,PT04M06.00S,2022-12-25T17:57:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,51.470588235294116,1610612755,50,40,2022-12-25T17:57:40Z,2550000,False,-7.0,9.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
266,PT04M05.00S,2022-12-25T17:57:29.5Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,50,40,2022-12-25T17:57:47Z,2560000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,265.0,,,,,,2.0,1.0,1.0,,,,,
267,PT04M04.00S,2022-12-25T17:57:31.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612755,50,40,2022-12-25T17:57:38Z,2570000,False,,,0,,M. Robinson shooting personal FOUL (3 PF) (Embiid 2 FT),"[1629011, 203954]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,3.0,0.0,Embiid,203954.0,,,,,,,,
