actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
173,PT00M00.00S,2022-11-03T00:35:59.1Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,27,26,2022-11-03T00:36:31Z,1700000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,171.0,2.0,1.0,1.0,,,,,,
174,PT00M00.00S,2022-11-03T00:36:07.9Z,1,REGULAR,period,end,[],0,,,1610612741,27,26,2022-11-03T00:36:07Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-11-03T00:38:29.2Z,2,REGULAR,substitution,out,['startperiod'],1630547,,,1610612741,27,26,2022-11-03T00:38:45Z,1720000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-03T00:38:29.2Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612741,27,26,2022-11-03T00:38:45Z,1730000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-03T00:38:29.2Z,2,REGULAR,substitution,in,['startperiod'],1626162,,,1610612741,27,26,2022-11-03T00:38:45Z,1740000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-03T00:38:29.2Z,2,REGULAR,substitution,in,['startperiod'],1628372,,,1610612741,27,26,2022-11-03T00:38:45Z,1750000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-03T00:38:49.8Z,2,REGULAR,period,start,[],0,,,1610612741,27,26,2022-11-03T00:38:49Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M45.00S,2022-11-03T00:39:04.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,5.732588699080158,50.49019607843137,1610612741,27,26,2022-11-03T00:39:36Z,1770000,-2.0,1.0,1,left,MISS D. Jones Jr. DUNK - blocked,"[1627884, 1630208]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,0.29,Missed,,,,,Richards,1630208.0,,,,,,,,,,
181,PT11M45.00S,2022-11-03T00:39:04.2Z,2,REGULAR,block,,[],1630208,,,1610612741,27,26,2022-11-03T00:39:07Z,1780000,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT11M41.00S,2022-11-03T00:39:08.2Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,27,26,2022-11-03T00:39:40Z,1790000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,
183,PT11M24.00S,2022-11-03T00:39:25.2Z,2,REGULAR,3pt,Jump Shot,[],1626162,96.00854139290408,96.56862745098039,1610612766,27,29,2022-11-03T00:39:29Z,1800000,233.0,-15.0,1,right,K. Oubre Jr. 3PT  (8 PTS) (D. Smith Jr. 4 AST),"[1626162, 1628372]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,23.33,Made,8.0,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,,,
185,PT11M09.00S,2022-11-03T00:39:40.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,19.66162943495401,50.73529411764706,1610612741,29,29,2022-11-03T00:39:47Z,1820000,-4.0,132.0,1,left,P. Williams 13' pullup Jump Shot (6 PTS) (G. Dragic 2 AST),"[1630172, 201609]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,13.24,Made,6.0,G. Dragic,201609.0,2.0,,,,,,,,,,,,
187,PT10M51.00S,2022-11-03T00:39:58.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,90.22667542706965,50.245098039215684,1610612766,29,29,2022-11-03T00:40:02Z,1840000,1.0,39.0,1,right,MISS N. Richards turnaround Hook,[1630208],1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,3.94,Missed,,,,,,,,,,,,,,,,
188,PT10M49.00S,2022-11-03T00:40:00.4Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,29,29,2022-11-03T00:40:02Z,1850000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,,
189,PT10M39.00S,2022-11-03T00:40:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.995400788436268,51.470588235294116,1610612741,29,29,2022-11-03T00:40:20Z,1860000,-7.0,4.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,0.84,Missed,,,,,,,,,,,,,,,,
191,PT10M39.00S,2022-11-03T00:40:12.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,29,29,2022-11-03T00:40:20Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,189.0,,,,,,,,,
193,PT10M37.00S,2022-11-03T00:40:27.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201609,4.681340341655716,51.225490196078425,1610612741,31,29,2022-11-03T00:40:32Z,1900000,-6.0,-8.0,1,left,G. Dragic cutting Layup (5 PTS),[201609],1610612741.0,CHI,cutting,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,,,1.05,Made,5.0,,,,,,,,,,,,,,,
194,PT10M25.00S,2022-11-03T00:40:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,93.38042049934296,50.0,1610612766,31,31,2022-11-03T00:40:42Z,1910000,0.0,10.0,1,right,D. Smith Jr. driving Layup (2 PTS),[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,0.97,Made,2.0,,,,,,,,,,,,,,,
195,PT10M16.00S,2022-11-03T00:40:48.0Z,2,REGULAR,3pt,Jump Shot,[],201609,28.33442838370565,75.49019607843137,1610612741,34,31,2022-11-03T00:40:52Z,1920000,-127.0,214.0,1,left,G. Dragic 24' 3PT step back (8 PTS),[201609],1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,,,24.89,Made,8.0,,,,,,,,,,,,,,,
196,PT10M00.00S,2022-11-03T00:41:03.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,94.1688567674113,52.20588235294118,1610612766,34,33,2022-11-03T00:41:08Z,1930000,11.0,2.0,1,right,J. McDaniels Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1629667, 1626162]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,1.12,Made,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,
198,PT09M46.00S,2022-11-03T00:41:19.6Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612741,34,33,2022-11-03T00:41:29Z,1950000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Dragic 2 FT),"[1629667, 201609]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,1627524.0,,,,,,,,,,,,,,1.0,0.0,Dragic,201609.0,,
200,PT09M46.00S,2022-11-03T00:41:49.2Z,2,REGULAR,freethrow,1 of 2,[],201609,,,1610612741,35,33,2022-11-03T00:41:49Z,1970000,,,0,,G. Dragic Free Throw 1 of 2 (9 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
201,PT09M46.00S,2022-11-03T00:41:50.1Z,2,REGULAR,substitution,out,[],1630208,,,1610612741,35,33,2022-11-03T00:42:05Z,1980000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M46.00S,2022-11-03T00:41:50.1Z,2,REGULAR,substitution,in,[],1630550,,,1610612741,35,33,2022-11-03T00:42:05Z,1990000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M46.00S,2022-11-03T00:42:06.3Z,2,REGULAR,freethrow,2 of 2,[],201609,,,1610612741,36,33,2022-11-03T00:42:06Z,2000000,,,0,,G. Dragic Free Throw 2 of 2 (10 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
204,PT09M26.00S,2022-11-03T00:42:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,93.77463863337714,50.0,1610612766,36,35,2022-11-03T00:42:31Z,2010000,0.0,6.0,1,right,J. McDaniels cutting Layup (4 PTS) (P. Washington 1 AST),"[1629667, 1629023]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.6,Made,4.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,
206,PT09M06.00S,2022-11-03T00:42:46.1Z,2,REGULAR,3pt,Jump Shot,[],1630172,3.235873850197109,96.07843137254902,1610612741,39,35,2022-11-03T00:42:50Z,2030000,-230.0,-22.0,1,left,P. Williams 3PT  (9 PTS) (G. Dragic 3 AST),"[1630172, 201609]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,23.15,Made,9.0,G. Dragic,201609.0,3.0,,,,,,,,,,,,
208,PT08M51.00S,2022-11-03T00:43:01.1Z,2,REGULAR,3pt,Jump Shot,[],1626162,66.5735873850197,53.431372549019606,1610612766,39,35,2022-11-03T00:43:09Z,2050000,17.0,262.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,26.23,Missed,,,,,,,,,,,,,,,,
209,PT08M47.00S,2022-11-03T00:43:05.1Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,39,35,2022-11-03T00:43:09Z,2060000,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,208.0,3.0,3.0,0.0,,,,,,
210,PT08M44.00S,2022-11-03T00:43:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,15.193823915900131,42.8921568627451,1610612741,39,35,2022-11-03T00:45:02Z,2070000,36.0,90.0,1,left,MISS Z. LaVine 9' driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,9.7,Missed,,,,,,,,,,,,,,,,
211,PT08M42.00S,2022-11-03T00:43:13.9Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,39,35,2022-11-03T00:45:02Z,2080000,,,0,,P. Washington REBOUND (Off:2 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,210.0,3.0,1.0,2.0,,,,,,
212,PT08M36.00S,2022-11-03T00:43:18.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629023,93.11760840998686,46.07843137254902,1610612766,39,37,2022-11-03T00:45:19Z,2090000,-20.0,12.0,1,right,P. Washington running Layup (8 PTS),[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,2.31,Made,8.0,,,,,,,,,,,,,,,
213,PT08M35.00S,2022-11-03T00:43:31.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,39,37,2022-11-03T00:43:31Z,2100000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M22.00S,2022-11-03T00:46:31.1Z,2,REGULAR,3pt,Jump Shot,[],1629750,5.863994743758213,4.6568627450980395,1610612741,42,37,2022-11-03T00:46:35Z,2110000,227.0,3.0,1,left,J. Green 3PT  (11 PTS) (Z. LaVine 4 AST),"[1629750, 203897]",1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,22.67,Made,11.0,Z. LaVine,203897.0,4.0,,,,,,,,,,,,
217,PT08M06.00S,2022-11-03T00:46:52.8Z,2,REGULAR,substitution,out,[],201609,,,1610612766,42,37,2022-11-03T00:46:59Z,2140000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M06.00S,2022-11-03T00:46:52.8Z,2,REGULAR,substitution,out,[],203897,,,1610612766,42,37,2022-11-03T00:46:59Z,2150000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M06.00S,2022-11-03T00:46:52.8Z,2,REGULAR,substitution,in,[],1630245,,,1610612766,42,37,2022-11-03T00:46:59Z,2160000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M06.00S,2022-11-03T00:46:52.8Z,2,REGULAR,substitution,in,[],201942,,,1610612766,42,37,2022-11-03T00:46:59Z,2170000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M55.00S,2022-11-03T00:47:20.0Z,2,REGULAR,3pt,Jump Shot,[],1626162,68.9388961892247,24.019607843137255,1610612766,42,37,2022-11-03T00:47:24Z,2180000,-130.0,239.0,1,right,MISS K. Oubre Jr. 27' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,27.25,Missed,,,,,,,,,,,,,,,,
222,PT07M53.00S,2022-11-03T00:47:22.0Z,2,REGULAR,rebound,offensive,[],1630550,,,1610612766,42,37,2022-11-03T00:47:22Z,2190000,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,221.0,1.0,0.0,1.0,,,,,,
223,PT07M50.00S,2022-11-03T00:47:25.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,97.58541392904073,96.56862745098039,1610612766,42,37,2022-11-03T00:47:30Z,2200000,233.0,-30.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,23.47,Missed,,,,,,,,,,,,,,,,
224,PT07M48.00S,2022-11-03T00:47:27.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,42,37,2022-11-03T00:47:30Z,2210000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,
225,PT07M39.00S,2022-11-03T00:47:36.9Z,2,REGULAR,2pt,Jump Shot,[],201942,22.552562417871222,71.56862745098039,1610612741,42,37,2022-11-03T00:47:43Z,2220000,-108.0,159.0,1,left,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,19.25,Missed,,,,,,,,,,,,,,,,
226,PT07M37.00S,2022-11-03T00:47:38.9Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,42,37,2022-11-03T00:47:43Z,2230000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,225.0,3.0,3.0,0.0,,,,,,
227,PT07M32.00S,2022-11-03T00:47:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,93.64323258869908,50.0,1610612766,42,39,2022-11-03T00:47:52Z,2240000,0.0,7.0,1,right,K. Oubre Jr. running Layup (10 PTS),[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,0.73,Made,10.0,,,,,,,,,,,,,,,
228,PT07M17.00S,2022-11-03T00:47:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,5.863994743758213,49.50980392156863,1610612741,44,39,2022-11-03T00:48:04Z,2250000,2.0,3.0,1,left,P. Williams driving finger roll Layup (11 PTS),[1630172],1610612741.0,CHI,driving finger roll,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,0.36,Made,11.0,,,,,,,,,,,,,,,
229,PT06M57.00S,2022-11-03T00:48:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,92.59198423127464,52.20588235294118,1610612766,44,39,2022-11-03T00:48:25Z,2260000,11.0,17.0,1,right,MISS J. McDaniels driving Layup - blocked,"[1629667, 1630172]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,2.03,Missed,,,,,Williams,1630172.0,,,,,,,,,,
230,PT06M57.00S,2022-11-03T00:48:19.0Z,2,REGULAR,block,,[],1630172,,,1610612766,44,39,2022-11-03T00:48:23Z,2270000,,,0,,P. Williams BLOCK (2 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT06M53.00S,2022-11-03T00:48:23.0Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,44,39,2022-11-03T00:48:25Z,2280000,,,0,,P. Williams REBOUND (Off:0 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,229.0,4.0,4.0,0.0,,,,,,
232,PT06M41.00S,2022-11-03T00:48:35.0Z,2,REGULAR,3pt,Jump Shot,[],1627884,3.1044678055190538,96.56862745098039,1610612741,47,39,2022-11-03T00:48:39Z,2290000,-233.0,-23.0,1,left,D. Jones Jr. 3PT  (3 PTS) (D. DeRozan 3 AST),"[1627884, 201942]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,23.4,Made,3.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,
234,PT06M34.00S,2022-11-03T00:48:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,47,39,2022-11-03T00:48:47Z,2310000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,out,[],1630172,,,1610612766,47,39,2022-11-03T00:51:36Z,2320000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,47,39,2022-11-03T00:51:36Z,2330000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,47,39,2022-11-03T00:51:36Z,2340000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,in,[],1627936,,,1610612766,47,39,2022-11-03T00:51:36Z,2350000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,in,[],203486,,,1610612766,47,39,2022-11-03T00:51:36Z,2360000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,in,[],202330,,,1610612766,47,39,2022-11-03T00:51:36Z,2370000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,out,[],1627884,,,1610612766,47,39,2022-11-03T00:52:33Z,2375000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M34.00S,2022-11-03T00:51:16.5Z,2,REGULAR,substitution,in,[],202696,,,1610612766,47,39,2022-11-03T00:52:33Z,2377500,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M15.00S,2022-11-03T00:52:01.9Z,2,REGULAR,2pt,Jump Shot,[],202330,91.67214191852825,75.49019607843137,1610612766,47,39,2022-11-03T00:52:06Z,2380000,127.0,26.0,1,right,MISS G. Hayward 13' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,,,13.01,Missed,,,,,,,,,,,,,,,,
242,PT06M14.00S,2022-11-03T00:52:02.9Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,47,39,2022-11-03T00:52:06Z,2390000,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,241.0,3.0,2.0,1.0,,,,,,
243,PT06M06.00S,2022-11-03T00:52:12.2Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,47,39,2022-11-03T00:52:19Z,2400000,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1628372]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0
244,PT06M06.00S,2022-11-03T00:52:12.2Z,2,REGULAR,steal,,[],1628372,,,1610612766,47,39,2022-11-03T00:52:15Z,2410000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
245,PT05M57.00S,2022-11-03T00:52:20.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,80.23981603153744,94.85294117647058,1610612766,47,42,2022-11-03T00:52:27Z,2420000,224.0,133.0,1,right,K. Oubre Jr. 26' 3PT  (13 PTS) (G. Hayward 1 AST),"[1626162, 202330]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,26.09,Made,13.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,
249,PT05M45.00S,2022-11-03T00:52:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,5.601182654402102,51.225490196078425,1610612741,49,42,2022-11-03T00:53:04Z,2440000,-6.0,0.0,1,left,J. Green cutting Layup (13 PTS) (A. Dosunmu 1 AST),"[1629750, 1630245]",1610612741.0,CHI,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,0.61,Made,13.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,
251,PT05M45.00S,2022-11-03T00:52:41.3Z,2,REGULAR,foul,personal,['1freethrow'],1630550,,,1610612741,49,42,2022-11-03T00:52:47Z,2460000,,,0,,J. Thor shooting personal FOUL (1 PF) (Green 1 FT),"[1630550, 1629750]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,,,1.0,0.0,Green,1629750.0,,
253,PT05M45.00S,2022-11-03T00:53:01.8Z,2,REGULAR,freethrow,1 of 1,[],1629750,,,1610612741,49,42,2022-11-03T00:53:06Z,2480000,,,0,,MISS J. Green Free Throw 1 of 1,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
254,PT05M42.00S,2022-11-03T00:53:04.8Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,49,42,2022-11-03T00:53:06Z,2490000,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,253.0,6.0,4.0,2.0,,,,,,
255,PT05M28.00S,2022-11-03T00:53:19.8Z,2,REGULAR,2pt,Jump Shot,[],202330,74.85216819973719,31.127450980392158,1610612766,49,44,2022-11-03T00:53:25Z,2500000,-94.0,184.0,1,right,G. Hayward 20' Jump Shot (7 PTS) (D. Smith Jr. 5 AST),"[202330, 1628372]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,20.67,Made,7.0,D. Smith Jr.,1628372.0,5.0,,,,,,,,,,,,
257,PT05M28.00S,2022-11-03T00:53:22.3Z,2,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612766,49,44,2022-11-03T00:53:42Z,2520000,,,0,,J. Green shooting personal FOUL (2 PF) (Hayward 1 FT),"[1629750, 202330]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,1627524.0,,,,,,,,,,,,,,2.0,0.0,Hayward,202330.0,,
259,PT05M28.00S,2022-11-03T00:53:28.9Z,2,REGULAR,substitution,out,[],1629750,,,1610612766,49,44,2022-11-03T00:53:37Z,2540000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
