actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
261,PT05M39.00S,2023-01-01T00:54:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,86.81011826544021,49.01960784313725,1610612739,42,50,2023-01-01T00:56:09Z,2570000,False,-5.0,71.0,1,right,MISS J. Allen 7' floating Shot,[1628386],1610612739.0,CLE,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
262,PT05M37.00S,2023-01-01T00:54:35.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,42,50,2023-01-01T00:54:37Z,2580000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vucevic,N. Vucevic,261.0,7.0,6.0,1.0,,,,,,,,,,,,,,
263,PT05M32.00S,2023-01-01T00:54:40.7Z,2,REGULAR,3pt,Jump Shot,[],1630172,26.10052562417871,15.686274509803921,1610612741,42,50,2023-01-01T00:56:27Z,2590000,False,172.0,193.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
264,PT05M28.00S,2023-01-01T00:54:44.7Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,42,50,2023-01-01T00:56:27Z,2600000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Vucevic,N. Vucevic,263.0,8.0,6.0,2.0,,,,,,,,,,,,,,
266,PT05M28.00S,2023-01-01T00:54:47.5Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,42,50,2023-01-01T00:54:59Z,2620000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
267,PT05M28.00S,2023-01-01T00:54:47.5Z,2,REGULAR,substitution,out,[],1627747,,,1610612741,42,50,2023-01-01T00:54:59Z,2630000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
268,PT05M28.00S,2023-01-01T00:54:47.5Z,2,REGULAR,substitution,in,[],201942,,,1610612741,42,50,2023-01-01T00:54:59Z,2640000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
269,PT05M28.00S,2023-01-01T00:54:47.5Z,2,REGULAR,substitution,in,[],1626224,,,1610612741,42,50,2023-01-01T00:54:59Z,2650000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
270,PT05M20.00S,2023-01-01T00:55:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,5.732588699080158,48.28431372549019,1610612741,42,50,2023-01-01T00:55:23Z,2660000,False,9.0,1.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.87,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
271,PT05M18.00S,2023-01-01T00:55:19.2Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,42,50,2023-01-01T00:56:26Z,2670000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Osman,C. Osman,270.0,1.0,1.0,0.0,,,,,,,,,,,,,,
272,PT05M08.00S,2023-01-01T00:55:29.0Z,2,REGULAR,3pt,Jump Shot,[],1630205,96.13994743758212,95.09803921568627,1610612739,42,50,2023-01-01T00:55:36Z,2680000,False,225.0,-16.0,1,right,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,22.61,Missed,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
273,PT05M04.00S,2023-01-01T00:55:33.0Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,42,50,2023-01-01T00:55:36Z,2690000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,LaVine,Z. LaVine,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
274,PT05M02.00S,2023-01-01T00:55:37.0Z,2,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612741,42,50,2023-01-01T00:56:08Z,2700000,False,,,0,,C. Osman shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[1626224, 1630245]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Osman,C. Osman,,,,,,,,,,,202037.0,2.0,0.0,Dosunmu,1630245.0,,,
276,PT05M02.00S,2023-01-01T00:56:09.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630245,,,1610612741,42,50,2023-01-01T00:57:55Z,2720000,False,,,0,,MISS A. Dosunmu Free Throw 1 of 2,[1630245],1610612741.0,CHI,,,,,,,,,,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
277,PT05M02.00S,2023-01-01T00:56:09.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,42,50,2023-01-01T00:57:55Z,2730000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,
278,PT05M02.00S,2023-01-01T00:56:09.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630245,,,1610612741,43,50,2023-01-01T00:57:55Z,2740000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (5 PTS),[1630245],1610612741.0,CHI,,,,,,,,,,Made,5.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
279,PT04M50.00S,2023-01-01T00:56:40.8Z,2,REGULAR,turnover,traveling,[],1628386,,,1610612739,43,50,2023-01-01T00:56:45Z,2750000,False,,,0,,J. Allen traveling TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Allen,J. Allen,,,,,,,,1.0,,,201638.0,,,,,,,
280,PT04M50.00S,2023-01-01T00:56:44.9Z,2,REGULAR,substitution,out,[],1630205,,,1610612741,43,50,2023-01-01T00:56:50Z,2760000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
281,PT04M50.00S,2023-01-01T00:56:44.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,43,50,2023-01-01T00:56:50Z,2770000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
282,PT04M39.00S,2023-01-01T00:57:06.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,6.915243101182654,3.431372549019608,1610612741,43,50,2023-01-01T00:57:22Z,2780000,False,233.0,13.0,1,left,MISS N. Vucevic 3PT,[202696],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.31,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
283,PT04M36.00S,2023-01-01T00:57:09.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,43,50,2023-01-01T00:57:22Z,2790000,False,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,,Love,K. Love,282.0,5.0,5.0,0.0,,,,,,,,,,,,,,
284,PT04M30.00S,2023-01-01T00:57:15.8Z,2,REGULAR,3pt,Jump Shot,[],201567,69.59592641261499,71.07843137254902,1610612739,43,53,2023-01-01T00:57:24Z,2800000,False,105.0,233.0,1,right,K. Love 25' 3PT  (11 PTS) (D. Mitchell 3 AST),"[201567, 1628378]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.6,Made,11.0,Love,K. Love,,,,,D. Mitchell,1628378.0,3.0,,,,,,,,,,,
286,PT04M12.00S,2023-01-01T00:57:35.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612741,43,53,2023-01-01T00:58:01Z,2820000,False,,,0,,I. Okoro shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1630171, 201942]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Okoro,I. Okoro,,,,,,,,,,,200834.0,3.0,0.0,DeRozan,201942.0,,,
288,PT04M12.00S,2023-01-01T00:58:01.9Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,44,53,2023-01-01T00:58:01Z,2840000,False,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,3.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
289,PT04M12.00S,2023-01-01T00:58:02.6Z,2,REGULAR,substitution,out,[],1630171,,,1610612741,44,53,2023-01-01T00:58:12Z,2850000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
290,PT04M12.00S,2023-01-01T00:58:02.6Z,2,REGULAR,substitution,in,[],1627747,,,1610612741,44,53,2023-01-01T00:58:12Z,2860000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
291,PT04M12.00S,2023-01-01T00:58:23.2Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,45,53,2023-01-01T00:58:23Z,2870000,False,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,4.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
292,PT03M56.00S,2023-01-01T00:58:40.3Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,45,53,2023-01-01T00:58:49Z,2880000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1627936]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,Mitchell,D. Mitchell,,,,,,,,2.0,Caruso,1627936.0,,,,,,,,
293,PT03M56.00S,2023-01-01T00:58:40.3Z,2,REGULAR,steal,,[],1627936,,,1610612741,45,53,2023-01-01T00:58:42Z,2890000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
294,PT03M53.00S,2023-01-01T00:58:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,6.389618922470433,50.0,1610612741,47,53,2023-01-01T00:58:55Z,2900000,False,0.0,8.0,1,left,A. Dosunmu running finger roll Layup (7 PTS),[1630245],1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,0.76,Made,7.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
295,PT03M25.00S,2023-01-01T00:59:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612739,47,53,2023-01-01T00:59:35Z,2910000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Allen 2 FT),"[1627936, 1628386]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,200834.0,1.0,0.0,Allen,1628386.0,,,
297,PT03M25.00S,2023-01-01T00:59:38.3Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,47,53,2023-01-01T00:59:38Z,2930000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,,,,,,,Missed,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
298,PT03M25.00S,2023-01-01T00:59:38.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,47,53,2023-01-01T00:59:38Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
299,PT03M25.00S,2023-01-01T00:59:38.3Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,47,53,2023-01-01T00:59:58Z,2950000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,,,,,,,Missed,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
300,PT03M22.00S,2023-01-01T00:59:41.3Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,47,53,2023-01-01T00:59:58Z,2960000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,
301,PT03M05.00S,2023-01-01T01:00:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.084756898817346,37.00980392156863,1610612741,49,53,2023-01-01T01:00:37Z,2970000,False,65.0,117.0,1,left,D. DeRozan 13' pullup Jump Shot (6 PTS),[201942],1610612741.0,CHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.43,Made,6.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
302,PT02M49.00S,2023-01-01T01:00:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.9060446780552,50.73529411764706,1610612739,49,55,2023-01-01T01:00:35Z,2980000,False,4.0,5.0,1,right,J. Allen cutting Layup (4 PTS) (C. LeVert 4 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,Allen,J. Allen,,,,,C. LeVert,1627747.0,4.0,,,,,,,,,,,
304,PT02M38.00S,2023-01-01T01:00:44.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612741,49,55,2023-01-01T01:00:53Z,3000000,False,,,0,,K. Love personal FOUL (1 PF) (Vucevic 2 FT),"[201567, 202696]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Love,K. Love,,,,,,,,,,,200834.0,1.0,0.0,Vucevic,202696.0,,,
306,PT02M38.00S,2023-01-01T01:01:14.4Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,49,55,2023-01-01T01:01:14Z,3020000,False,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,,,,,,,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
307,PT02M38.00S,2023-01-01T01:01:14.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,49,55,2023-01-01T01:01:14Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,
308,PT02M38.00S,2023-01-01T01:01:30.1Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,50,55,2023-01-01T01:01:30Z,3040000,False,,,0,,N. Vucevic Free Throw 2 of 2 (7 PTS),[202696],1610612741.0,CHI,,,,,,,,,,Made,7.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
309,PT02M27.00S,2023-01-01T01:01:44.0Z,2,REGULAR,3pt,Jump Shot,[],201567,68.80749014454665,68.87254901960785,1610612739,50,55,2023-01-01T01:01:54Z,3050000,False,94.0,241.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
310,PT02M20.00S,2023-01-01T01:01:51.0Z,2,REGULAR,rebound,offensive,[],201567,,,1610612739,50,55,2023-01-01T01:01:54Z,3060000,False,,,0,,K. Love REBOUND (Off:1 Def:5),[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,,Love,K. Love,309.0,6.0,5.0,1.0,,,,,,,,,,,,,,
311,PT02M20.00S,2023-01-01T01:01:51.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201567,68.67608409986859,63.48039215686274,1610612739,50,58,2023-01-01T01:01:59Z,3070000,False,67.0,242.0,1,right,K. Love 25' 3PT  (14 PTS),[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,25.11,Made,14.0,Love,K. Love,,,,,,,,,,,,,,,,,,
312,PT02M02.00S,2023-01-01T01:02:08.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.565703022339028,50.49019607843137,1610612741,52,58,2023-01-01T01:02:13Z,3080000,False,-2.0,66.0,1,left,N. Vucevic 6' turnaround Hook (9 PTS) (A. Caruso 3 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.56,Made,9.0,Vucevic,N. Vucevic,,,,,A. Caruso,1627936.0,3.0,,,,,,,,,,,
314,PT01M50.00S,2023-01-01T01:02:21.1Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,52,58,2023-01-01T01:02:50Z,3100000,False,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 201942]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,,,,,3.0,DeRozan,201942.0,,,,,,,,
315,PT01M50.00S,2023-01-01T01:02:21.1Z,2,REGULAR,steal,,[],201942,,,1610612741,52,58,2023-01-01T01:02:25Z,3110000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
316,PT01M44.00S,2023-01-01T01:02:26.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201942,5.732588699080158,51.71568627450981,1610612741,54,58,2023-01-01T01:02:34Z,3120000,False,-9.0,1.0,1,left,D. DeRozan running DUNK (8 PTS),[201942],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,0.87,Made,8.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
317,PT01M32.00S,2023-01-01T01:02:38.6Z,2,REGULAR,3pt,Jump Shot,[],201567,68.67608409986859,32.1078431372549,1610612739,54,58,2023-01-01T01:02:43Z,3130000,False,-89.0,242.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
318,PT01M30.00S,2023-01-01T01:02:40.6Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,54,58,2023-01-01T01:02:43Z,3140000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,LaVine,Z. LaVine,317.0,3.0,3.0,0.0,,,,,,,,,,,,,,
319,PT01M27.00S,2023-01-01T01:02:44.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,6.652431011826544,50.0,1610612741,54,58,2023-01-01T01:03:21Z,3150000,False,0.0,10.0,1,left,MISS Z. LaVine running Layup - blocked,"[203897, 1628386]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.0,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,Allen,1628386.0,
320,PT01M27.00S,2023-01-01T01:02:44.9Z,2,REGULAR,block,,[],1628386,,,1610612741,54,58,2023-01-01T01:02:47Z,3160000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
321,PT01M24.00S,2023-01-01T01:02:47.9Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,54,58,2023-01-01T01:02:50Z,3170000,False,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,LeVert,C. LeVert,319.0,4.0,4.0,0.0,,,,,,,,,,,,,,
322,PT01M15.00S,2023-01-01T01:02:57.1Z,2,REGULAR,3pt,Jump Shot,[],1628378,89.30683311432325,3.431372549019608,1610612739,54,58,2023-01-01T01:03:19Z,3180000,False,-233.0,48.0,1,right,MISS D. Mitchell 3PT,[1628378],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.77,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
323,PT01M11.00S,2023-01-01T01:03:01.1Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,54,58,2023-01-01T01:03:19Z,3190000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,Dosunmu,A. Dosunmu,322.0,1.0,1.0,0.0,,,,,,,,,,,,,,
324,PT01M09.00S,2023-01-01T01:03:04.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612741,54,58,2023-01-01T01:03:18Z,3200000,False,,,0,,C. Osman shooting personal FOUL (3 PF) (Dosunmu 2 FT),"[1626224, 1630245]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Osman,C. Osman,,,,,,,,,,,202037.0,3.0,0.0,Dosunmu,1630245.0,,,
326,PT01M09.00S,2023-01-01T01:03:40.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630245,,,1610612741,54,58,2023-01-01T01:03:40Z,3220000,False,,,0,,MISS A. Dosunmu Free Throw 1 of 2,[1630245],1610612741.0,CHI,,,,,,,,,,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
327,PT01M09.00S,2023-01-01T01:03:40.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,54,58,2023-01-01T01:03:40Z,3230000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,
328,PT01M09.00S,2023-01-01T01:03:41.4Z,2,REGULAR,substitution,out,[],201567,,,1610612741,54,58,2023-01-01T01:03:44Z,3240000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
329,PT01M09.00S,2023-01-01T01:03:41.4Z,2,REGULAR,substitution,in,[],1630205,,,1610612741,54,58,2023-01-01T01:03:44Z,3250000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
330,PT01M09.00S,2023-01-01T01:04:04.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630245,,,1610612741,55,58,2023-01-01T01:04:04Z,3260000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (8 PTS),[1630245],1610612741.0,CHI,,,,,,,,,,Made,8.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
331,PT00M56.40S,2023-01-01T01:04:20.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.24901445466492,50.0,1610612739,55,60,2023-01-01T01:04:27Z,3270000,False,0.0,11.0,1,right,J. Allen cutting DUNK (6 PTS) (D. Mitchell 4 AST),"[1628386, 1628378]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.1,Made,6.0,Allen,J. Allen,,,,,D. Mitchell,1628378.0,4.0,,,,,,,,,,,
333,PT00M44.70S,2023-01-01T01:04:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,14.273981603153747,51.225490196078425,1610612741,55,60,2023-01-01T01:04:42Z,3290000,False,-6.0,82.0,1,left,MISS D. DeRozan 8' driving floating Shot,[201942],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
334,PT00M42.90S,2023-01-01T01:04:41.2Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,55,60,2023-01-01T01:04:42Z,3300000,False,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Allen,J. Allen,333.0,5.0,2.0,3.0,,,,,,,,,,,,,,
337,PT00M36.80S,2023-01-01T01:05:58.5Z,2,REGULAR,3pt,Jump Shot,[],1626224,87.33574244415243,2.450980392156863,1610612739,55,60,2023-01-01T01:06:04Z,3330000,False,-238.0,67.0,1,right,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,24.68,Missed,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
338,PT00M35.10S,2023-01-01T01:06:02.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,55,60,2023-01-01T01:06:02Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,,,,337.0,,,,,,,,,,,,,,,,,
340,PT00M29.50S,2023-01-01T01:06:21.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,69.85873850197109,75.0,1610612739,55,60,2023-01-01T01:06:25Z,3360000,False,125.0,231.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
341,PT00M27.10S,2023-01-01T01:06:23.7Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,55,60,2023-01-01T01:06:23Z,3370000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,LaVine,Z. LaVine,340.0,4.0,4.0,0.0,,,,,,,,,,,,,,
342,PT00M15.80S,2023-01-01T01:06:35.1Z,2,REGULAR,3pt,Jump Shot,[],202696,31.488173455978973,35.294117647058826,1610612741,55,60,2023-01-01T01:06:40Z,3380000,False,74.0,243.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.44,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
343,PT00M12.10S,2023-01-01T01:06:38.6Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,55,60,2023-01-01T01:06:38Z,3390000,False,,,0,,L. Stevens REBOUND (Off:0 Def:4),[1630205],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,Stevens,L. Stevens,342.0,4.0,4.0,0.0,,,,,,,,,,,,,,
344,PT00M01.90S,2023-01-01T01:06:49.0Z,2,REGULAR,3pt,Jump Shot,[],1627747,73.9323258869908,82.84313725490196,1610612739,55,60,2023-01-01T01:06:55Z,3400000,False,164.0,193.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
