actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT09M19.00S,2022-10-23T00:47:56.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,30,47,2022-10-23T00:47:58Z,1700000,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,,,170.0,5.0,5.0,0.0,,,,,,,,,,,,
172,PT09M10.00S,2022-10-23T00:48:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.11760840998686,55.14705882352941,1610612739,30,49,2022-10-23T00:48:09Z,1710000,26.0,12.0,1,right,E. Mobley cutting Layup (11 PTS) (D. Mitchell 3 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,,,11.0,D. Mitchell,1628378.0,3.0,,,,,,,,
174,PT09M02.00S,2022-10-23T00:48:12.1Z,2,REGULAR,2pt,Jump Shot,[],201609,3.3672798948751645,28.676470588235293,1610612741,32,49,2022-10-23T00:48:17Z,1730000,107.0,-21.0,1,left,G. Dragic 10' pullup Jump Shot (4 PTS),[201609],1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Right,10.86,Made,,,,,,,4.0,,,,,,,,,,,
175,PT08M56.00S,2022-10-23T00:48:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,91.40932982917214,51.71568627450981,1610612739,32,49,2022-10-23T00:48:57Z,1740000,9.0,28.0,1,right,MISS C. Osman Layup,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
182,PT08M56.00S,2022-10-23T00:48:24.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,32,49,2022-10-23T00:54:38Z,1755000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,175.0,,,,,,,,,,,,,,,
177,PT08M56.00S,2022-10-23T00:48:34.2Z,2,REGULAR,substitution,out,[],201609,,,1610612739,32,49,2022-10-23T00:48:37Z,1760000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M56.00S,2022-10-23T00:48:34.2Z,2,REGULAR,substitution,in,[],1630245,,,1610612739,32,49,2022-10-23T00:48:37Z,1770000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M56.00S,2022-10-23T00:48:53.1Z,2,REGULAR,jumpball,recovered,[],1630596,,,1610612739,32,49,2022-10-23T00:54:53Z,1780000,,,0,,Jump Ball C. Osman vs. A. Caruso: Tip to E. Mobley,"[1630596, 1626224, 1627936]",1610612739.0,CLE,heldball,E. Mobley,1630596.0,Mobley,E. Mobley,Osman,1626224.0,Caruso,1627936.0,,,,,,,,,,,,,,,,,,,,,,
183,PT08M40.00S,2022-10-23T00:49:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626224,94.30026281208936,52.450980392156865,1610612739,32,51,2022-10-23T00:49:08Z,1810000,12.0,1.0,1,right,C. Osman cutting Layup (7 PTS) (E. Mobley 1 AST),"[1626224, 1630596]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,7.0,E. Mobley,1630596.0,1.0,,,,,,,,
185,PT08M31.00S,2022-10-23T00:49:19.3Z,2,REGULAR,foul,personal,[],1626224,,,1610612741,32,51,2022-10-23T00:49:27Z,1830000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 203083]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Drummond,203083.0
188,PT08M17.00S,2022-10-23T00:50:09.5Z,2,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612741,32,51,2022-10-23T00:50:19Z,1860000,,,0,,C. Osman shooting personal FOUL (2 PF) (Caruso 2 FT),"[1626224, 1627936]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,,,,2.0,0.0,Caruso,1627936.0
190,PT08M17.00S,2022-10-23T00:50:35.8Z,2,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,33,51,2022-10-23T00:50:35Z,1880000,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
191,PT08M17.00S,2022-10-23T00:50:36.6Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,33,51,2022-10-23T00:50:45Z,1890000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M17.00S,2022-10-23T00:50:36.6Z,2,REGULAR,substitution,out,[],201567,,,1610612741,33,51,2022-10-23T00:50:45Z,1900000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M17.00S,2022-10-23T00:50:36.6Z,2,REGULAR,substitution,in,[],201942,,,1610612741,33,51,2022-10-23T00:50:45Z,1910000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M17.00S,2022-10-23T00:50:36.6Z,2,REGULAR,substitution,in,[],1628386,,,1610612741,33,51,2022-10-23T00:50:45Z,1920000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M17.00S,2022-10-23T00:51:00.2Z,2,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,34,51,2022-10-23T00:51:00Z,1930000,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
196,PT08M05.00S,2022-10-23T00:51:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,91.80354796320631,53.431372549019606,1610612739,34,53,2022-10-23T00:51:17Z,1940000,17.0,25.0,1,right,J. Allen cutting Layup (2 PTS) (D. Mitchell 4 AST),"[1628386, 1628378]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,2.0,D. Mitchell,1628378.0,4.0,,,,,,,,
198,PT07M49.00S,2022-10-23T00:51:31.9Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612741,34,53,2022-10-23T00:51:41Z,1960000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1628378, 1627884]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1628953.0,,,,2.0,0.0,Jones Jr.,1627884.0
200,PT07M49.00S,2022-10-23T00:51:59.5Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,35,53,2022-10-23T00:51:59Z,1980000,,,0,,D. Jones Jr. Free Throw 1 of 2 (4 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
201,PT07M49.00S,2022-10-23T00:52:24.4Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,36,53,2022-10-23T00:52:24Z,1990000,,,0,,D. Jones Jr. Free Throw 2 of 2 (5 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
225,PT07M49.00S,2022-10-23T00:52:19.1Z,2,REGULAR,substitution,out,[],1627936,,,1610612739,36,53,2022-10-23T00:55:28Z,1995000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M49.00S,2022-10-23T00:52:19.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612739,36,53,2022-10-23T00:55:28Z,1997500,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M36.00S,2022-10-23T00:52:38.8Z,2,REGULAR,turnover,bad pass,[],1628386,,,1610612739,36,53,2022-10-23T00:52:51Z,2000000,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 203083]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,Drummond,203083.0,,,,
203,PT07M36.00S,2022-10-23T00:52:38.8Z,2,REGULAR,steal,,[],203083,,,1610612741,36,53,2022-10-23T00:52:45Z,2010000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
204,PT07M24.00S,2022-10-23T00:52:49.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,26.888961892247043,19.11764705882353,1610612741,36,53,2022-10-23T00:53:06Z,2020000,154.0,200.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
205,PT07M19.00S,2022-10-23T00:53:00.7Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,36,53,2022-10-23T00:53:00Z,2030000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,204.0,2.0,1.0,1.0,,,,,,,,,,,,
206,PT07M19.00S,2022-10-23T00:53:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,5.590000152587891,50.0,1610612741,36,53,2022-10-23T00:53:00Z,2040000,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
207,PT07M19.00S,2022-10-23T00:53:01.4Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,36,53,2022-10-23T00:53:01Z,2050000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,
208,PT07M19.00S,2022-10-23T00:53:08.1Z,2,REGULAR,foul,personal,[],1629632,,,1610612739,36,53,2022-10-23T00:53:21Z,2060000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1628386]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628953.0,,,,1.0,1.0,Allen,1628386.0
210,PT07M19.00S,2022-10-23T00:53:17.8Z,2,REGULAR,substitution,out,[],203083,,,1610612739,36,53,2022-10-23T00:53:25Z,2080000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M19.00S,2022-10-23T00:53:17.8Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,36,53,2022-10-23T00:53:25Z,2090000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M19.00S,2022-10-23T00:53:17.8Z,2,REGULAR,substitution,in,[],202696,,,1610612739,36,53,2022-10-23T00:53:25Z,2100000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M19.00S,2022-10-23T00:53:17.8Z,2,REGULAR,substitution,in,[],203526,,,1610612739,36,53,2022-10-23T00:53:25Z,2110000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M08.00S,2022-10-23T00:53:43.2Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,36,53,2022-10-23T01:00:29Z,2120000,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1627884]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,Jones Jr.,1627884.0,,,,
251,PT07M08.00S,2022-10-23T00:53:43.2Z,2,REGULAR,steal,,[],1627884,,,1610612741,36,53,2022-10-23T01:00:29Z,2125000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
215,PT07M08.00S,2022-10-23T00:53:49.3Z,2,REGULAR,foul,personal,[],1630596,,,1610612741,36,53,2022-10-23T00:54:38Z,2130000,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 1627884]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Jones Jr.,1627884.0
218,PT06M51.00S,2022-10-23T00:54:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,6.389618922470433,53.431372549019606,1610612741,36,53,2022-10-23T02:48:40Z,2160000,-17.0,8.0,1,left,MISS A. Dosunmu Layup,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
219,PT06M50.00S,2022-10-23T00:54:21.2Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,36,53,2022-10-23T02:48:40Z,2170000,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,218.0,2.0,1.0,1.0,,,,,,,,,,,,
220,PT06M49.00S,2022-10-23T00:54:28.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202696,5.590000152587891,50.0,1610612741,38,53,2022-10-23T02:48:48Z,2180000,0.0,0.0,1,left,N. Vucevic tip Layup (8 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,8.0,,,,,,,,,,,
221,PT06M24.00S,2022-10-23T00:54:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,93.77463863337714,53.431372549019606,1610612739,38,55,2022-10-23T00:54:50Z,2190000,17.0,6.0,1,right,R. Neto reverse Layup (4 PTS) (C. Osman 2 AST),"[203526, 1626224]",1610612739.0,CLE,reverse,,,Neto,R. Neto,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,4.0,C. Osman,1626224.0,2.0,,,,,,,,
223,PT06M13.00S,2022-10-23T00:54:58.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203526,,,1610612741,38,55,2022-10-23T00:55:13Z,2210000,,,0,,R. Neto personal FOUL (1 PF) (Jones Jr. 2 FT),"[203526, 1627884]",1610612739.0,CLE,,,,Neto,R. Neto,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Jones Jr.,1627884.0
227,PT06M13.00S,2022-10-23T00:55:35.7Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,39,55,2022-10-23T00:55:35Z,2230000,,,0,,D. Jones Jr. Free Throw 1 of 2 (6 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
228,PT06M13.00S,2022-10-23T00:55:41.2Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,39,55,2022-10-23T00:55:41Z,2240000,,,0,,MISS D. Jones Jr. Free Throw 2 of 2,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
229,PT06M10.00S,2022-10-23T00:55:43.6Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,39,55,2022-10-23T00:55:43Z,2250000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,,,
230,PT06M01.00S,2022-10-23T00:55:53.5Z,2,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612739,39,55,2022-10-23T01:00:05Z,2260000,,,0,,C. Osman bad pass out-of-bounds TURNOVER (1 TO),[1626224],1610612739.0,CLE,bad pass,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,,
231,PT05M49.00S,2022-10-23T00:56:25.7Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,39,55,2022-10-23T00:56:30Z,2270000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M49.00S,2022-10-23T00:56:25.7Z,2,REGULAR,substitution,in,[],203897,,,1610612741,39,55,2022-10-23T00:56:30Z,2280000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M49.00S,2022-10-23T00:56:33.8Z,2,REGULAR,violation,kicked ball,[],1630596,,,1610612741,39,55,2022-10-23T02:01:33Z,2290000,,,0,,E. Mobley kicked ball VIOLATION,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
234,PT05M49.00S,2022-10-23T00:56:40.0Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,39,55,2022-10-23T00:56:54Z,2300000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M49.00S,2022-10-23T00:56:40.0Z,2,REGULAR,substitution,out,[],1630596,,,1610612741,39,55,2022-10-23T00:56:54Z,2310000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M49.00S,2022-10-23T00:56:40.0Z,2,REGULAR,substitution,out,[],1626224,,,1610612741,39,55,2022-10-23T00:56:54Z,2320000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M49.00S,2022-10-23T00:56:40.0Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,39,55,2022-10-23T00:56:54Z,2330000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M49.00S,2022-10-23T00:56:40.0Z,2,REGULAR,substitution,in,[],1627747,,,1610612741,39,55,2022-10-23T00:56:54Z,2340000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M49.00S,2022-10-23T00:56:40.0Z,2,REGULAR,substitution,in,[],201567,,,1610612741,39,55,2022-10-23T00:56:54Z,2350000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M40.00S,2022-10-23T00:57:04.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612741,39,55,2022-10-23T00:57:24Z,2360000,,,0,,K. Love personal FOUL (1 PF) (DeRozan 2 FT),"[201567, 201942]",1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,DeRozan,201942.0
242,PT05M40.00S,2022-10-23T00:57:36.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,40,55,2022-10-23T00:57:36Z,2380000,,,0,,D. DeRozan Free Throw 1 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
243,PT05M40.00S,2022-10-23T00:57:47.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,41,55,2022-10-23T00:57:47Z,2390000,,,0,,D. DeRozan Free Throw 2 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
244,PT05M21.00S,2022-10-23T00:58:11.2Z,2,REGULAR,2pt,Jump Shot,[],201567,93.77463863337714,74.75490196078431,1610612739,41,55,2022-10-23T00:58:18Z,2400000,124.0,6.0,1,right,MISS K. Love 12' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,8-16 Right,12.39,Missed,,,,,,,,,,,,,,,,,,
245,PT05M17.00S,2022-10-23T00:58:15.2Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,41,55,2022-10-23T00:58:18Z,2410000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,244.0,4.0,2.0,2.0,,,,,,,,,,,,
246,PT05M17.00S,2022-10-23T00:58:15.5Z,2,REGULAR,turnover,lost ball,[],1628386,,,1610612739,41,55,2022-10-23T00:58:28Z,2420000,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 203897]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,LaVine,203897.0,,,,
247,PT05M17.00S,2022-10-23T00:58:15.5Z,2,REGULAR,steal,,[],203897,,,1610612741,41,55,2022-10-23T00:58:17Z,2430000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
248,PT05M04.00S,2022-10-23T00:58:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,7.5722733245729295,60.29411764705882,1610612741,41,55,2022-10-23T00:58:33Z,2440000,-51.0,19.0,1,left,MISS Z. LaVine Layup,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
249,PT05M02.00S,2022-10-23T00:58:29.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,41,55,2022-10-23T00:58:33Z,2450000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,248.0,6.0,6.0,0.0,,,,,,,,,,,,
250,PT04M58.00S,2022-10-23T00:58:38.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,41,55,2022-10-23T00:58:38Z,2460000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M58.00S,2022-10-23T01:01:12.9Z,2,REGULAR,substitution,out,[],203526,,,1610612739,41,55,2022-10-23T01:01:45Z,2470000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M58.00S,2022-10-23T01:01:12.9Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,41,55,2022-10-23T01:01:45Z,2480000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M48.00S,2022-10-23T01:01:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.38042049934296,53.18627450980392,1610612739,41,55,2022-10-23T01:01:51Z,2490000,16.0,10.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
255,PT04M46.00S,2022-10-23T01:01:48.8Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,41,55,2022-10-23T01:01:51Z,2500000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,254.0,1.0,1.0,0.0,,,,,,,,,,,,
256,PT04M41.00S,2022-10-23T01:01:53.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630172,15.325229960578188,30.88235294117647,1610612741,41,55,2022-10-23T01:02:05Z,2510000,96.0,92.0,1,left,MISS P. Williams 13' Jump Shot,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,13.24,Missed,,,,,,,,,,,,,,,,,,
257,PT04M39.00S,2022-10-23T01:01:55.3Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,41,55,2022-10-23T01:02:05Z,2520000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,256.0,5.0,3.0,2.0,,,,,,,,,,,,
258,PT04M36.00S,2022-10-23T01:02:03.4Z,2,REGULAR,foul,personal,[],201942,,,1610612739,41,55,2022-10-23T01:02:28Z,2530000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1628386]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Allen,1628386.0
260,PT04M22.00S,2022-10-23T01:02:34.8Z,2,REGULAR,3pt,Jump Shot,[],1628378,67.09921156373193,64.70588235294117,1610612739,41,55,2022-10-23T01:02:42Z,2550000,74.0,257.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
261,PT04M19.00S,2022-10-23T01:02:37.8Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,41,55,2022-10-23T01:02:42Z,2560000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,
