actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
177,PT11M05.00S,2022-10-25T00:39:55.6Z,2,REGULAR,3pt,Jump Shot,[],1627936,24.129434954007884,13.970588235294118,1610612741,35,39,2022-10-25T00:51:01Z,1680000,180.0,174.0,1,left,A. Caruso 25' 3PT  (3 PTS) (G. Dragic 1 AST),"[1627936, 201609]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.06,Made,3.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,,,
179,PT10M57.00S,2022-10-25T00:40:08.5Z,2,REGULAR,foul,offensive,[],203943,,,1610612738,35,39,2022-10-25T00:40:31Z,1700000,,,0,,N. Vonleh off-the-ball offensive FOUL (4 PF),"[203943, 1627936]",1610612738.0,BOS,off-the-ball,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203054.0,,4.0,0.0,Caruso,1627936.0,,,,
181,PT10M57.00S,2022-10-25T00:40:08.5Z,2,REGULAR,turnover,offensive foul,[],203943,,,1610612738,35,39,2022-10-25T00:40:08Z,1720000,,,0,,N. Vonleh offensive foul TURNOVER (2 TO),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203054.0,2.0,,,,,,,,
182,PT10M57.00S,2022-10-25T00:40:17.3Z,2,REGULAR,substitution,out,[],203943,,,1610612741,35,39,2022-10-25T00:40:22Z,1730000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M57.00S,2022-10-25T00:40:17.3Z,2,REGULAR,substitution,in,[],201143,,,1610612741,35,39,2022-10-25T00:40:22Z,1740000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M47.00S,2022-10-25T00:40:33.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,5.601182654402102,53.431372549019606,1610612741,37,39,2022-10-25T00:52:12Z,1750000,-17.0,0.0,1,left,D. Jones Jr. cutting Layup (4 PTS) (G. Dragic 2 AST),"[1627884, 201609]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.72,Made,4.0,G. Dragic,201609.0,2.0,,,,,,,,,,,,,,
186,PT10M25.00S,2022-10-25T00:40:56.1Z,2,REGULAR,3pt,Jump Shot,[],1630573,69.46452036793693,68.87254901960785,1610612738,37,42,2022-10-25T00:53:02Z,1770000,94.0,235.0,1,right,S. Hauser 25' 3PT  (3 PTS) (M. Brogdon 2 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.28,Made,3.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
188,PT10M06.00S,2022-10-25T00:41:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.652431011826544,49.50980392156863,1610612741,39,42,2022-10-25T00:53:29Z,1790000,2.0,10.0,1,left,Z. LaVine driving Layup (6 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.03,Made,6.0,,,,,,,,,,,,,,,,,
189,PT09M57.00S,2022-10-25T00:41:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.51182654402102,47.30392156862745,1610612738,39,44,2022-10-25T00:41:30Z,1800000,-13.0,8.0,1,right,M. Brogdon driving Layup (4 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.6,Made,4.0,,,,,,,,,,,,,,,,,
191,PT09M43.00S,2022-10-25T00:41:47.8Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612741,39,44,2022-10-25T00:41:54Z,1820000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1628369, 1627884]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,1.0,0.0,Jones Jr.,1627884.0,,,,
193,PT09M43.00S,2022-10-25T00:42:08.9Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,40,44,2022-10-25T00:42:09Z,1840000,,,0,,D. Jones Jr. Free Throw 1 of 2 (5 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
194,PT09M43.00S,2022-10-25T00:42:30.1Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,41,44,2022-10-25T00:42:30Z,1850000,,,0,,D. Jones Jr. Free Throw 2 of 2 (6 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
195,PT09M32.00S,2022-10-25T00:42:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.1688567674113,51.470588235294116,1610612738,41,44,2022-10-25T00:42:50Z,1860000,7.0,2.0,1,right,MISS M. Brogdon driving Layup - blocked,"[1627763, 1627936]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,Caruso,1627936.0,,
196,PT09M32.00S,2022-10-25T00:42:46.2Z,2,REGULAR,block,,[],1627936,,,1610612738,41,44,2022-10-25T00:42:48Z,1870000,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT09M29.00S,2022-10-25T00:42:49.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,41,44,2022-10-25T00:42:50Z,1880000,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,195.0,4.0,4.0,0.0,,,,,,,,,,
198,PT09M21.00S,2022-10-25T00:42:56.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,5.338370565045992,50.245098039215684,1610612741,43,44,2022-10-25T00:43:01Z,1890000,-1.0,-2.0,1,left,D. Jones Jr. cutting DUNK (8 PTS) (G. Dragic 3 AST),"[1627884, 201609]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.26,Made,8.0,G. Dragic,201609.0,3.0,,,,,,,,,,,,,,
200,PT08M56.00S,2022-10-25T00:43:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630573,69.33311432325887,27.450980392156865,1610612738,43,44,2022-10-25T00:43:38Z,1910000,-113.0,236.0,1,right,MISS S. Hauser 26' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
201,PT08M56.00S,2022-10-25T00:43:31.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,43,44,2022-10-25T00:43:38Z,1920000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,200.0,,,,,,,,,,,,,
202,PT08M56.00S,2022-10-25T00:43:35.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,43,44,2022-10-25T00:44:28Z,1930000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,,,,,,,,,
204,PT08M51.00S,2022-10-25T00:44:15.6Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612741,43,44,2022-10-25T00:55:02Z,1950000,,,0,,G. Williams shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629684, 203897]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,,1.0,0.0,LaVine,203897.0,,,,
206,PT08M51.00S,2022-10-25T00:44:45.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,43,44,2022-10-25T00:44:45Z,1970000,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT08M51.00S,2022-10-25T00:44:45.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,43,44,2022-10-25T00:44:45Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,
208,PT08M51.00S,2022-10-25T00:44:45.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612741,43,44,2022-10-25T00:44:51Z,1990000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M51.00S,2022-10-25T00:44:45.9Z,2,REGULAR,substitution,out,[],1630573,,,1610612741,43,44,2022-10-25T00:44:51Z,2000000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M51.00S,2022-10-25T00:44:45.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612741,43,44,2022-10-25T00:44:51Z,2010000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M51.00S,2022-10-25T00:44:45.9Z,2,REGULAR,substitution,in,[],203935,,,1610612741,43,44,2022-10-25T00:44:51Z,2020000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M51.00S,2022-10-25T00:45:06.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,44,44,2022-10-25T00:45:06Z,2030000,,,0,,Z. LaVine Free Throw 2 of 2 (7 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
213,PT08M23.00S,2022-10-25T00:45:34.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.17936925098554,55.392156862745104,1610612738,44,44,2022-10-25T00:45:39Z,2040000,27.0,265.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
214,PT08M20.00S,2022-10-25T00:45:37.3Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,44,44,2022-10-25T00:45:37Z,2050000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,213.0,3.0,2.0,1.0,,,,,,,,,,
215,PT08M12.00S,2022-10-25T00:45:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,93.51182654402102,51.470588235294116,1610612738,44,44,2022-10-25T00:45:51Z,2060000,7.0,8.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
216,PT08M10.00S,2022-10-25T00:45:47.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,44,44,2022-10-25T00:45:51Z,2070000,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,215.0,5.0,5.0,0.0,,,,,,,,,,
217,PT08M09.00S,2022-10-25T00:45:51.0Z,2,REGULAR,foul,personal,[],1627759,,,1610612741,44,44,2022-10-25T00:46:37Z,2080000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1627884]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,,1.0,0.0,Jones Jr.,1627884.0,,,,
219,PT08M01.00S,2022-10-25T00:46:23.1Z,2,REGULAR,3pt,Jump Shot,[],1627884,5.863994743758213,94.36274509803921,1610612741,44,44,2022-10-25T00:56:09Z,2100000,-222.0,3.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,22.18,Missed,,,,,,,,,,,,,,,,,,
220,PT07M57.00S,2022-10-25T00:46:27.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,44,44,2022-10-25T00:56:09Z,2110000,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,219.0,6.0,5.0,1.0,,,,,,,,,,
224,PT07M48.00S,2022-10-25T00:46:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201609,5.338370565045992,50.98039215686274,1610612741,46,44,2022-10-25T00:47:06Z,2120000,-5.0,-2.0,1,left,G. Dragic driving Layup (4 PTS) (D. Jones Jr. 1 AST),"[201609, 1627884]",1610612741.0,CHI,driving,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,,,
225,PT07M48.00S,2022-10-25T00:46:46.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,46,44,2022-10-25T00:46:46Z,2130000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M48.00S,2022-10-25T00:48:45.8Z,2,REGULAR,substitution,out,[],203897,,,1610612738,46,44,2022-10-25T00:49:11Z,2140000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M48.00S,2022-10-25T00:48:45.8Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,46,44,2022-10-25T00:49:11Z,2150000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M48.00S,2022-10-25T00:48:45.8Z,2,REGULAR,substitution,in,[],201942,,,1610612738,46,44,2022-10-25T00:49:11Z,2160000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M48.00S,2022-10-25T00:48:45.8Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,46,44,2022-10-25T00:49:11Z,2170000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M37.00S,2022-10-25T00:49:47.3Z,2,REGULAR,foul,personal,[],1627936,,,1610612738,46,44,2022-10-25T00:50:44Z,2180000,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1628369]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203054.0,,1.0,0.0,Tatum,1628369.0,,,,
233,PT07M37.00S,2022-10-25T00:50:13.7Z,2,REGULAR,substitution,out,[],1627936,,,1610612738,46,44,2022-10-25T00:50:18Z,2200000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M37.00S,2022-10-25T00:50:13.7Z,2,REGULAR,substitution,in,[],1630245,,,1610612738,46,44,2022-10-25T00:50:18Z,2210000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M30.00S,2022-10-25T00:50:22.1Z,2,REGULAR,3pt,Jump Shot,[],201143,70.77858081471747,25.0,1610612738,46,44,2022-10-25T00:57:05Z,2220000,-125.0,222.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
236,PT07M26.00S,2022-10-25T00:50:26.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,46,44,2022-10-25T00:50:26Z,2230000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,
237,PT07M14.00S,2022-10-25T00:50:37.3Z,2,REGULAR,3pt,Jump Shot,[],201609,24.392247043363994,83.08823529411765,1610612741,46,44,2022-10-25T00:57:18Z,2240000,-165.0,177.0,1,left,MISS G. Dragic 24' 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,24.21,Missed,,,,,,,,,,,,,,,,,,
238,PT07M12.00S,2022-10-25T00:50:39.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,44,2022-10-25T00:50:51Z,2250000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,237.0,4.0,4.0,0.0,,,,,,,,,,
239,PT07M10.00S,2022-10-25T00:50:41.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,94.03745072273325,46.81372549019608,1610612738,46,46,2022-10-25T01:13:28Z,2260000,-16.0,4.0,1,right,J. Brown running reverse Layup (12 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,running reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.63,Made,12.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
241,PT06M56.00S,2022-10-25T00:50:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201609,7.966491458607096,49.754901960784316,1610612741,48,46,2022-10-25T00:50:59Z,2280000,1.0,22.0,1,left,G. Dragic cutting finger roll Layup (6 PTS) (A. Dosunmu 1 AST),"[201609, 1630245]",1610612741.0,CHI,cutting finger roll,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,2.24,Made,6.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,
243,PT06M45.00S,2022-10-25T00:51:07.3Z,2,REGULAR,3pt,Jump Shot,[],201143,94.43166885676742,4.411764705882353,1610612738,48,46,2022-10-25T01:13:38Z,2300000,-228.0,0.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
244,PT06M41.00S,2022-10-25T00:51:11.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,48,46,2022-10-25T00:51:16Z,2310000,,,0,,A. Drummond REBOUND (Off:1 Def:6),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,243.0,7.0,6.0,1.0,,,,,,,,,,
245,PT06M38.00S,2022-10-25T00:51:16.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201609,7.440867279894875,53.431372549019606,1610612741,48,46,2022-10-25T00:58:45Z,2320000,-17.0,17.0,1,left,MISS G. Dragic running Layup - blocked,"[201609, 203935]",1610612741.0,CHI,running,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,Smart,203935.0,,
246,PT06M38.00S,2022-10-25T00:51:16.4Z,2,REGULAR,block,,[],203935,,,1610612741,48,46,2022-10-25T00:51:20Z,2330000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT06M38.00S,2022-10-25T00:51:16.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,46,2022-10-25T00:51:22Z,2340000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,245.0,,,,,,,,,,,,,
249,PT06M27.00S,2022-10-25T00:51:42.9Z,2,REGULAR,foul,personal,[],201609,,,1610612738,48,46,2022-10-25T00:59:22Z,2360000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 1628369]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627541.0,,1.0,0.0,Tatum,1628369.0,,,,
251,PT06M27.00S,2022-10-25T00:51:56.2Z,2,REGULAR,substitution,out,[],203083,,,1610612738,48,46,2022-10-25T00:52:00Z,2380000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M27.00S,2022-10-25T00:51:56.2Z,2,REGULAR,substitution,in,[],202696,,,1610612738,48,46,2022-10-25T00:52:00Z,2390000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M19.00S,2022-10-25T00:52:09.7Z,2,REGULAR,3pt,Jump Shot,[],201143,93.9060446780552,4.166666666666666,1610612738,48,46,2022-10-25T00:52:14Z,2400000,-229.0,5.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
254,PT06M16.00S,2022-10-25T00:52:12.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,48,46,2022-10-25T00:52:14Z,2410000,,,0,,N. Vucevic REBOUND (Off:4 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,,,,253.0,7.0,3.0,4.0,,,,,,,,,,
256,PT06M00.00S,2022-10-25T00:52:40.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612741,48,46,2022-10-25T00:52:47Z,2430000,,,0,,D. White shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1628401, 1627884]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,,2.0,0.0,Jones Jr.,1627884.0,,,,
258,PT06M00.00S,2022-10-25T00:52:58.2Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,49,46,2022-10-25T00:52:58Z,2450000,,,0,,D. Jones Jr. Free Throw 1 of 2 (9 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
259,PT06M00.00S,2022-10-25T00:53:18.1Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,50,46,2022-10-25T00:53:18Z,2460000,,,0,,D. Jones Jr. Free Throw 2 of 2 (10 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
260,PT05M50.00S,2022-10-25T00:53:31.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,66.96780551905388,31.127450980392158,1610612738,50,46,2022-10-25T01:00:10Z,2470000,-94.0,258.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.47,Missed,,,,,,,,,,,,,,,,,,
261,PT05M47.00S,2022-10-25T00:53:34.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,50,46,2022-10-25T00:53:37Z,2480000,,,0,,N. Vucevic REBOUND (Off:4 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,260.0,8.0,4.0,4.0,,,,,,,,,,
262,PT05M40.00S,2022-10-25T00:53:41.5Z,2,REGULAR,2pt,Jump Shot,[],201942,25.312089356110377,56.372549019607845,1610612741,52,46,2022-10-25T00:53:47Z,2490000,-32.0,185.0,1,left,D. DeRozan 18' pullup Jump Shot (10 PTS) (G. Dragic 4 AST),"[201942, 201609]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.81,Made,10.0,G. Dragic,201609.0,4.0,,,,,,,,,,,,,,
264,PT05M17.00S,2022-10-25T00:54:03.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,69.33311432325887,72.79411764705883,1610612738,52,46,2022-10-25T01:00:38Z,2510000,114.0,236.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
265,PT05M12.00S,2022-10-25T00:54:08.6Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,52,46,2022-10-25T00:54:11Z,2520000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,
266,PT04M59.00S,2022-10-25T00:54:24.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612741,52,46,2022-10-25T00:54:39Z,2530000,,,0,,D. White personal FOUL (3 PF) (Dragic 2 FT),"[1628401, 201609]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627541.0,,3.0,0.0,Dragic,201609.0,,,,
268,PT04M59.00S,2022-10-25T00:54:50.0Z,2,REGULAR,freethrow,1 of 2,[],201609,,,1610612741,52,46,2022-10-25T00:54:50Z,2550000,,,0,,MISS G. Dragic Free Throw 1 of 2,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT04M59.00S,2022-10-25T00:54:50.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,52,46,2022-10-25T00:54:50Z,2560000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,
270,PT04M59.00S,2022-10-25T00:54:51.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612741,52,46,2022-10-25T00:55:00Z,2570000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M59.00S,2022-10-25T00:54:51.0Z,2,REGULAR,substitution,out,[],201143,,,1610612741,52,46,2022-10-25T00:55:00Z,2580000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
