actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
246,PT05M25.00S,2023-02-25T01:55:10.9Z,2,REGULAR,substitution,out,[],1626220,,,1610612741,47,22,2023-02-25T01:55:23Z,2450000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M25.00S,2023-02-25T01:55:10.9Z,2,REGULAR,substitution,in,[],201942,,,1610612741,47,22,2023-02-25T01:55:23Z,2460000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M25.00S,2023-02-25T01:55:10.9Z,2,REGULAR,substitution,in,[],201976,,,1610612741,47,22,2023-02-25T01:55:23Z,2470000,False,,,0,,SUB in: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M25.00S,2023-02-25T01:55:10.9Z,2,REGULAR,substitution,in,[],1630560,,,1610612741,47,22,2023-02-25T01:55:23Z,2480000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M25.00S,2023-02-25T01:55:35.9Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,48,22,2023-02-25T01:55:35Z,2490000,False,,,0,,N. Vucevic Free Throw 2 of 2 (8 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
251,PT05M04.00S,2023-02-25T01:56:01.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,72.48685939553219,18.137254901960784,1610612751,48,25,2023-02-25T01:56:31Z,2500000,False,-159.0,206.0,1,right,M. Bridges 26' 3PT  (7 PTS) (S. Dinwiddie 3 AST),"[1628969, 203915]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,26.05,Made,,,,,7.0,,S. Dinwiddie,203915.0,3.0,,,,,,
253,PT04M49.00S,2023-02-25T01:56:20.8Z,2,REGULAR,foul,personal,[],203925,,,1610612741,48,25,2023-02-25T01:56:27Z,2520000,False,,,0,,J. Harris personal FOUL (2 PF),"[203925, 1627936]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,2.0,0.0,Caruso,1627936.0,,
255,PT04M43.00S,2023-02-25T01:56:45.9Z,2,REGULAR,2pt,Jump Shot,[],203897,21.23850197109067,46.81372549019608,1610612741,50,25,2023-02-25T01:59:44Z,2540000,False,16.0,147.0,1,left,Z. LaVine 14' pullup Jump Shot (14 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Center,,,,14.8,Made,,,,,14.0,,,,,,,,,,
256,PT04M19.00S,2023-02-25T01:57:09.0Z,2,REGULAR,3pt,Jump Shot,[],1628969,94.95729303547962,3.9215686274509802,1610612751,50,25,2023-02-25T01:57:17Z,2550000,False,-230.0,-5.0,1,right,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,23.05,Missed,,,,,,,,,,,,,,,
257,PT04M14.00S,2023-02-25T01:57:14.0Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,50,25,2023-02-25T01:57:17Z,2560000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,256.0,1.0,1.0,0.0,,,,,,,,,,,
258,PT04M05.00S,2023-02-25T01:57:23.2Z,2,REGULAR,3pt,Jump Shot,[],201976,13.87976346911958,4.6568627450980395,1610612741,53,25,2023-02-25T01:57:32Z,2570000,False,227.0,78.0,1,left,P. Beverley 3PT  (5 PTS) (A. Caruso 1 AST),"[201976, 1627936]",1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,,,,23.97,Made,,,,,5.0,,A. Caruso,1627936.0,1.0,,,,,,
260,PT03M48.00S,2023-02-25T01:57:40.6Z,2,REGULAR,2pt,Jump Shot,[],1630560,82.47371879106439,71.07843137254902,1610612751,53,25,2023-02-25T01:57:47Z,2590000,False,105.0,112.0,1,right,MISS C. Thomas 15' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,,15.39,Missed,,,,,,,,,,,,,,,
261,PT03M45.00S,2023-02-25T01:57:43.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,53,25,2023-02-25T01:57:47Z,2600000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,,,,260.0,4.0,4.0,0.0,,,,,,,,,,,
262,PT03M38.00S,2023-02-25T01:57:53.1Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612741,53,25,2023-02-25T01:58:04Z,2610000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Beverley 2 FT),"[1627827, 201976]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1193.0,,,,1.0,0.0,Beverley,201976.0,,
264,PT03M38.00S,2023-02-25T01:58:23.4Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612741,54,25,2023-02-25T01:58:23Z,2630000,False,,,0,,P. Beverley Free Throw 1 of 2 (6 PTS),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
265,PT03M38.00S,2023-02-25T01:58:23.4Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612741,54,25,2023-02-25T01:58:43Z,2640000,False,,,0,,MISS P. Beverley Free Throw 2 of 2,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
266,PT03M36.00S,2023-02-25T01:58:25.4Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612751,54,25,2023-02-25T01:58:43Z,2650000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,265.0,4.0,4.0,0.0,,,,,,,,,,,
267,PT03M25.00S,2023-02-25T01:58:52.4Z,2,REGULAR,2pt,Jump Shot,[],203915,73.53810775295663,59.80392156862745,1610612751,54,25,2023-02-25T02:01:09Z,2660000,False,49.0,196.0,1,right,MISS S. Dinwiddie 20' step back Shot,[203915],1610612751.0,BKN,step back,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Center,,,,20.22,Missed,,,,,,,,,,,,,,,
268,PT03M23.00S,2023-02-25T01:58:54.4Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,54,25,2023-02-25T01:58:58Z,2670000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,267.0,2.0,2.0,0.0,,,,,,,,,,,
269,PT03M10.00S,2023-02-25T01:59:08.1Z,2,REGULAR,3pt,Jump Shot,[],203897,30.17411300919842,34.068627450980394,1610612741,54,25,2023-02-25T01:59:12Z,2680000,False,80.0,231.0,1,left,MISS Z. LaVine 24' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,24.45,Missed,,,,,,,,,,,,,,,
270,PT03M08.00S,2023-02-25T01:59:10.1Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612751,54,25,2023-02-25T01:59:12Z,2690000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:3),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,269.0,4.0,3.0,1.0,,,,,,,,,,,
271,PT03M01.00S,2023-02-25T01:59:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,88.64980289093299,50.0,1610612751,54,27,2023-02-25T01:59:23Z,2700000,False,0.0,54.0,1,right,M. Bridges driving floating bank Jump Shot (9 PTS) (S. Dinwiddie 4 AST),"[1628969, 203915]",1610612751.0,BKN,driving floating bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,5.42,Made,,,,,9.0,,S. Dinwiddie,203915.0,4.0,,,,,,
273,PT03M01.00S,2023-02-25T01:59:22.4Z,2,REGULAR,foul,personal,['1freethrow'],201976,,,1610612751,54,27,2023-02-25T01:59:30Z,2720000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Bridges 1 FT),"[201976, 1628969]",1610612741.0,CHI,shooting,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,,,1.0,0.0,Bridges,1628969.0,,
275,PT03M01.00S,2023-02-25T01:59:47.0Z,2,REGULAR,freethrow,1 of 1,[],1628969,,,1610612751,54,28,2023-02-25T01:59:47Z,2740000,False,,,0,,M. Bridges Free Throw 1 of 1 (10 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,,
276,PT02M42.00S,2023-02-25T02:00:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.469776609724048,50.245098039215684,1610612741,56,28,2023-02-25T02:00:23Z,2750000,False,-1.0,-1.0,1,left,Z. LaVine driving Layup (16 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,0.16,Made,,,,,16.0,,,,,,,,,,
277,PT02M18.00S,2023-02-25T02:00:40.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,56,28,2023-02-25T02:00:50Z,2760000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,,,,,,,,
278,PT02M03.00S,2023-02-25T02:01:12.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,6.1268068331143235,49.50980392156863,1610612741,56,28,2023-02-25T02:01:18Z,2770000,False,2.0,5.0,1,left,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,0.57,Missed,,,,,,,,,,,,,,,
279,PT02M01.00S,2023-02-25T02:01:14.9Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612751,56,28,2023-02-25T02:01:18Z,2780000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,278.0,5.0,5.0,0.0,,,,,,,,,,,
286,PT01M56.00S,2023-02-25T02:01:26.4Z,2,REGULAR,2pt,Jump Shot,[],1628969,85.75886990801577,32.59803921568628,1610612751,56,28,2023-02-25T02:02:10Z,2805000,False,-87.0,81.0,1,right,MISS M. Bridges 11' driving floating Shot - blocked,"[1628969, 1627936]",1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,11.91,Missed,,,,,,,,,,,,,,Caruso,1627936.0
287,PT01M56.00S,2023-02-25T02:01:26.4Z,2,REGULAR,block,,[],1627936,,,1610612751,56,28,2023-02-25T02:02:10Z,2807500,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
288,PT01M56.00S,2023-02-25T02:01:26.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,56,28,2023-02-25T02:02:10Z,2808750,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,286.0,5.0,5.0,0.0,,,,,,,,,,,
282,PT01M56.00S,2023-02-25T02:01:29.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612741,56,28,2023-02-25T02:02:10Z,2810000,False,,,0,,M. Bridges personal FOUL (3 PF) (Vucevic 2 FT),"[1628969, 202696]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,,,,3.0,0.0,Vucevic,202696.0,,
284,PT01M56.00S,2023-02-25T02:02:07.4Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,56,28,2023-02-25T02:02:10Z,2830000,False,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
285,PT01M56.00S,2023-02-25T02:02:07.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,56,28,2023-02-25T02:02:07Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,
289,PT01M56.00S,2023-02-25T02:02:09.0Z,2,REGULAR,substitution,out,[],1628969,,,1610612741,56,28,2023-02-25T02:02:24Z,2850000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M56.00S,2023-02-25T02:02:09.0Z,2,REGULAR,substitution,out,[],203925,,,1610612741,56,28,2023-02-25T02:02:24Z,2860000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M56.00S,2023-02-25T02:02:09.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612741,56,28,2023-02-25T02:02:24Z,2870000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M56.00S,2023-02-25T02:02:09.0Z,2,REGULAR,substitution,in,[],203552,,,1610612741,56,28,2023-02-25T02:02:24Z,2880000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M56.00S,2023-02-25T02:02:34.7Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,57,28,2023-02-25T02:02:34Z,2890000,False,,,0,,N. Vucevic Free Throw 2 of 2 (9 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,
294,PT01M44.00S,2023-02-25T02:02:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,81.2910643889619,34.55882352941176,1610612751,57,28,2023-02-25T02:05:45Z,2900000,False,-77.0,123.0,1,right,MISS C. Johnson 14' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,14.56,Missed,,,,,,,,,,,,,,,
295,PT01M41.00S,2023-02-25T02:02:52.6Z,2,REGULAR,rebound,defensive,[],201976,,,1610612741,57,28,2023-02-25T02:02:55Z,2910000,False,,,0,,P. Beverley REBOUND (Off:0 Def:4),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,294.0,4.0,4.0,0.0,,,,,,,,,,,
296,PT01M27.00S,2023-02-25T02:03:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.427726675427067,49.01960784313725,1610612741,59,28,2023-02-25T02:03:11Z,2920000,False,5.0,111.0,1,left,D. DeRozan 11' turnaround Jump Shot (13 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,11.14,Made,,,,,13.0,,,,,,,,,,
297,PT01M14.00S,2023-02-25T02:03:19.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,96.40275952693824,97.30392156862744,1610612751,59,28,2023-02-25T02:03:28Z,2930000,False,237.0,-19.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,23.72,Missed,,,,,,,,,,,,,,,
298,PT01M11.00S,2023-02-25T02:03:22.7Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,59,28,2023-02-25T02:03:28Z,2940000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,
299,PT01M07.00S,2023-02-25T02:03:29.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612741,59,28,2023-02-25T02:04:01Z,2950000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (LaVine 2 FT),"[203552, 203897]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,,,,1.0,0.0,LaVine,203897.0,,
301,PT01M07.00S,2023-02-25T02:04:01.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612741,60,28,2023-02-25T02:04:01Z,2970000,False,,,0,,Z. LaVine Free Throw 1 of 2 (17 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,
302,PT01M07.00S,2023-02-25T02:04:18.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612741,61,28,2023-02-25T02:04:18Z,2980000,False,,,0,,Z. LaVine Free Throw 2 of 2 (18 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,18.0,,,,,,,,,,
303,PT00M47.70S,2023-02-25T02:04:40.4Z,2,REGULAR,3pt,Jump Shot,[],1629661,93.77463863337714,95.83333333333334,1610612751,61,28,2023-02-25T02:04:57Z,2990000,False,229.0,6.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,22.93,Missed,,,,,,,,,,,,,,,
304,PT00M44.00S,2023-02-25T02:04:44.1Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,61,28,2023-02-25T02:04:57Z,3000000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,303.0,3.0,3.0,0.0,,,,,,,,,,,
305,PT00M42.60S,2023-02-25T02:04:47.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627936,4.812746386333772,50.49019607843137,1610612741,63,28,2023-02-25T02:06:55Z,3010000,False,-2.0,-7.0,1,left,A. Caruso running reverse Layup (2 PTS) (Z. LaVine 2 AST),"[1627936, 203897]",1610612741.0,CHI,running reverse,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,,2.0,,Z. LaVine,203897.0,2.0,,,,,,
307,PT00M34.00S,2023-02-25T02:04:59.6Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612751,63,28,2023-02-25T02:05:09Z,3030000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Thomas 2 FT),"[1627936, 1630560]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,,,,1.0,0.0,Thomas,1630560.0,,
309,PT00M34.00S,2023-02-25T02:05:24.5Z,2,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,63,29,2023-02-25T02:05:37Z,3050000,False,,,0,,C. Thomas Free Throw 1 of 2 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
310,PT00M34.00S,2023-02-25T02:05:24.5Z,2,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,63,29,2023-02-25T02:05:37Z,3060000,False,,,0,,MISS C. Thomas Free Throw 2 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
311,PT00M32.40S,2023-02-25T02:05:26.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,63,29,2023-02-25T02:05:37Z,3070000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,310.0,6.0,6.0,0.0,,,,,,,,,,,
312,PT00M13.90S,2023-02-25T02:05:54.6Z,2,REGULAR,3pt,Jump Shot,[],201976,4.155716162943495,95.34313725490196,1610612741,63,29,2023-02-25T02:05:59Z,3080000,False,-227.0,-13.0,1,left,MISS P. Beverley 3PT,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,,22.71,Missed,,,,,,,,,,,,,,,
313,PT00M12.10S,2023-02-25T02:05:56.4Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,63,29,2023-02-25T02:05:59Z,3090000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,,,312.0,7.0,6.0,1.0,,,,,,,,,,,
314,PT00M02.00S,2023-02-25T02:06:06.5Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,63,29,2023-02-25T02:06:10Z,3100000,False,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 1629661]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,1.0,Johnson,1629661.0,,,,,,,,,,,,,,,,,
315,PT00M02.00S,2023-02-25T02:06:06.5Z,2,REGULAR,steal,,[],1629661,,,1610612751,63,29,2023-02-25T02:06:08Z,3110000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2023-02-25T02:06:23.2Z,2,REGULAR,period,end,[],0,,,1610612751,63,29,2023-02-25T02:06:23Z,3130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-02-25T02:20:49.3Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,63,29,2023-02-25T02:21:25Z,3140000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-02-25T02:20:49.3Z,3,REGULAR,substitution,out,['startperiod'],203552,,,1610612751,63,29,2023-02-25T02:21:25Z,3150000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-02-25T02:20:49.3Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,63,29,2023-02-25T02:21:25Z,3160000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-02-25T02:20:49.3Z,3,REGULAR,substitution,in,['startperiod'],1628969,,,1610612751,63,29,2023-02-25T02:21:25Z,3170000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-02-25T02:21:45.9Z,3,REGULAR,period,start,[],0,,,1610612741,63,29,2023-02-25T02:21:45Z,3180000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M36.00S,2023-02-25T02:22:08.8Z,3,REGULAR,2pt,Jump Shot,[],201942,72.22404730617609,27.450980392156865,1610612741,65,29,2023-02-25T02:23:37Z,3190000,False,-113.0,209.0,1,right,D. DeRozan 23' pullup Jump Shot (15 PTS) (N. Vucevic 2 AST),"[201942, 202696]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,23.71,Made,,,,,15.0,,N. Vucevic,202696.0,2.0,,,,,,
325,PT11M20.00S,2023-02-25T02:22:24.9Z,3,REGULAR,3pt,Jump Shot,[],1627827,28.597240473061763,75.73529411764706,1610612751,65,29,2023-02-25T02:22:31Z,3210000,False,-129.0,216.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,25.17,Missed,,,,,,,,,,,,,,,
326,PT11M17.00S,2023-02-25T02:22:27.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,65,29,2023-02-25T02:22:31Z,3220000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,325.0,8.0,7.0,1.0,,,,,,,,,,,
327,PT11M08.00S,2023-02-25T02:22:36.0Z,3,REGULAR,3pt,Jump Shot,[],203897,63.81406044678055,36.27450980392157,1610612741,68,29,2023-02-25T02:23:06Z,3230000,False,-69.0,288.0,1,right,Z. LaVine 29' 3PT  (21 PTS) (P. Beverley 2 AST),"[203897, 201976]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,29.57,Made,,,,,21.0,,P. Beverley,201976.0,2.0,,,,,,
329,PT10M56.00S,2023-02-25T02:22:51.6Z,3,REGULAR,turnover,out-of-bounds,[],203915,,,1610612751,68,29,2023-02-25T02:23:06Z,3250000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612751.0,BKN,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,2003.0,,,,,,,,,
330,PT10M46.00S,2023-02-25T02:23:11.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,81.94809461235218,41.911764705882355,1610612741,70,29,2023-02-25T02:23:15Z,3260000,False,-40.0,117.0,1,right,D. DeRozan 12' turnaround fadeaway Jump Shot (17 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,12.4,Made,,,,,17.0,,,,,,,,,,
