actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
277,PT05M39.00S,2022-01-29T02:55:20.4Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,55,54,2022-01-29T02:55:20Z,2730000,,,0,,A. Edwards Free Throw 1 of 2 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
278,PT05M39.00S,2022-01-29T02:55:35.1Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,55,55,2022-01-29T02:55:35Z,2740000,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
279,PT05M20.00S,2022-01-29T02:56:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630688,91.01511169513797,58.82352941176471,1610612756,57,55,2022-01-29T02:56:07Z,2750000,44.0,32.0,1,right,I. Wainright driving Layup (2 PTS) (C. Paul 9 AST),"[1630688, 101108]",1610612756.0,PHX,driving,,,Wainright,I. Wainright,,,,,,,,,,Made,2.0,5.45,C. Paul,101108.0,9.0,,,,,,,,,,
281,PT05M11.00S,2022-01-29T02:56:11.8Z,2,REGULAR,3pt,Jump Shot,[],1630162,33.722076215505915,45.588235294117645,1610612750,57,55,2022-01-29T02:56:15Z,2770000,22.0,264.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,Missed,,26.54,,,,,,,,,,,,,
282,PT05M08.00S,2022-01-29T02:56:15.1Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,57,55,2022-01-29T02:56:15Z,2780000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,281.0,1.0,0.0,1.0,,,,,,
283,PT05M06.00S,2022-01-29T02:56:17.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,7.30946123521682,60.5392156862745,1610612750,57,57,2022-01-29T03:05:47Z,2790000,-53.0,16.0,1,left,J. McDaniels driving finger roll Layup (4 PTS),[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,,,,,,Made,4.0,5.51,,,,,,,,,,,,,
284,PT04M57.00S,2022-01-29T02:56:31.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612756,57,57,2022-01-29T02:56:43Z,2800000,,,0,,A. Edwards personal FOUL (3 PF) (Paul 2 FT),"[1630162, 101108]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,202053.0,3.0,0.0,Paul,101108.0,,,,,,,,,,,,,,,,
286,PT04M57.00S,2022-01-29T02:56:57.4Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,58,57,2022-01-29T02:56:57Z,2820000,,,0,,C. Paul Free Throw 1 of 2 (9 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
287,PT04M57.00S,2022-01-29T02:57:11.6Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,59,57,2022-01-29T02:57:11Z,2830000,,,0,,C. Paul Free Throw 2 of 2 (10 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
288,PT04M39.00S,2022-01-29T02:57:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,12.171484888304862,54.166666666666664,1610612750,59,57,2022-01-29T02:57:37Z,2840000,-21.0,62.0,1,left,MISS N. Reid 6' driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,,,,,,Missed,,6.53,,,,,,,,,,,,,
289,PT04M37.00S,2022-01-29T02:57:33.5Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,59,57,2022-01-29T02:57:37Z,2850000,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,288.0,2.0,1.0,1.0,,,,,,
290,PT04M36.00S,2022-01-29T02:57:36.4Z,2,REGULAR,foul,personal,['2freethrow'],1630688,,,1610612750,59,57,2022-01-29T02:57:44Z,2860000,,,0,,I. Wainright shooting personal FOUL (2 PF) (Vanderbilt 2 FT),"[1630688, 1629020]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,202053.0,2.0,0.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,
292,PT04M36.00S,2022-01-29T02:58:01.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629020,,,1610612750,59,58,2022-01-29T02:58:01Z,2880000,,,0,,J. Vanderbilt Free Throw 1 of 2 (6 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
293,PT04M36.00S,2022-01-29T02:58:02.6Z,2,REGULAR,substitution,out,[],101108,,,1610612750,59,58,2022-01-29T02:58:07Z,2890000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M36.00S,2022-01-29T02:58:02.6Z,2,REGULAR,substitution,in,[],203901,,,1610612750,59,58,2022-01-29T02:58:07Z,2900000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M36.00S,2022-01-29T02:58:26.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629020,,,1610612750,59,59,2022-01-29T02:58:26Z,2910000,,,0,,J. Vanderbilt Free Throw 2 of 2 (7 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
296,PT04M20.00S,2022-01-29T02:58:44.8Z,2,REGULAR,turnover,bad pass,[],203901,,,1610612756,59,59,2022-01-29T02:58:48Z,2920000,,,0,,E. Payton bad pass TURNOVER (1 TO),"[203901, 1627752]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,1.0,Prince,1627752.0,,,
297,PT04M20.00S,2022-01-29T02:58:44.8Z,2,REGULAR,steal,,[],1627752,,,1610612750,59,59,2022-01-29T02:58:46Z,2930000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M12.00S,2022-01-29T02:58:53.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627752,8.229303547963205,47.794117647058826,1610612750,59,61,2022-01-29T02:59:18Z,2940000,11.0,25.0,1,left,T. Prince reverse Layup (12 PTS),[1627752],1610612750.0,MIN,reverse,,,Prince,T. Prince,,,,,,,,,,Made,12.0,2.72,,,,,,,,,,,,,
299,PT03M50.00S,2022-01-29T02:59:14.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,89.70105124835742,60.78431372549019,1610612756,61,61,2022-01-29T02:59:22Z,2950000,54.0,44.0,1,right,B. Biyombo 6' Hook (9 PTS) (E. Payton 1 AST),"[202687, 203901]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,Made,9.0,6.98,E. Payton,203901.0,1.0,,,,,,,,,,
301,PT03M40.00S,2022-01-29T02:59:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.85742444152431,48.28431372549019,1610612750,61,61,2022-01-29T03:07:55Z,2970000,9.0,50.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,Missed,,5.03,,,,,,,,,,,,,
302,PT03M39.00S,2022-01-29T02:59:25.3Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,61,61,2022-01-29T02:59:29Z,2980000,,,0,,E. Payton REBOUND (Off:1 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,301.0,2.0,1.0,1.0,,,,,,
303,PT03M23.00S,2022-01-29T02:59:41.6Z,2,REGULAR,3pt,Jump Shot,[],1626164,69.07030223390277,27.696078431372552,1610612756,64,61,2022-01-29T02:59:53Z,2990000,-112.0,238.0,1,right,D. Booker 26' 3PT step back (19 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,,,Made,19.0,26.3,,,,,,,,,,,,,
304,PT03M02.00S,2022-01-29T03:00:02.3Z,2,REGULAR,3pt,Jump Shot,[],1627752,12.828515111695138,96.32352941176471,1610612750,64,61,2022-01-29T03:00:22Z,3000000,-232.0,68.0,1,left,MISS T. Prince 24' step back 3PT,[1627752],1610612750.0,MIN,step back,,,Prince,T. Prince,,,,,,,,,,Missed,,24.14,,,,,,,,,,,,,
305,PT03M00.00S,2022-01-29T03:00:04.3Z,2,REGULAR,rebound,defensive,[],1630688,,,1610612756,64,61,2022-01-29T03:00:09Z,3010000,,,0,,I. Wainright REBOUND (Off:1 Def:3),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,304.0,4.0,3.0,1.0,,,,,,
306,PT02M57.00S,2022-01-29T03:00:10.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612756,64,61,2022-01-29T03:00:15Z,3020000,,,0,,N. Reid shooting personal FOUL (3 PF) (Biyombo 2 FT),"[1629675, 202687]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,202053.0,3.0,0.0,Biyombo,202687.0,,,,,,,,,,,,,,,,
308,PT02M57.00S,2022-01-29T03:00:27.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,64,61,2022-01-29T03:00:27Z,3040000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,out,[],1630688,,,1610612756,64,61,2022-01-29T03:03:13Z,3050000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,out,[],1630162,,,1610612756,64,61,2022-01-29T03:03:13Z,3060000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,out,[],1629020,,,1610612756,64,61,2022-01-29T03:03:13Z,3070000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612756,64,61,2022-01-29T03:03:13Z,3080000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,out,[],1627752,,,1610612756,64,61,2022-01-29T03:03:13Z,3090000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,64,61,2022-01-29T03:03:13Z,3100000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,in,[],1626157,,,1610612756,64,61,2022-01-29T03:03:13Z,3110000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,in,[],1629006,,,1610612756,64,61,2022-01-29T03:03:13Z,3120000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,in,[],1629162,,,1610612756,64,61,2022-01-29T03:03:13Z,3130000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M57.00S,2022-01-29T03:02:50.0Z,2,REGULAR,substitution,in,[],1627736,,,1610612756,64,61,2022-01-29T03:03:13Z,3140000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M57.00S,2022-01-29T03:03:25.9Z,2,REGULAR,freethrow,1 of 2,[],202687,,,1610612756,65,61,2022-01-29T03:03:44Z,3150000,,,0,,B. Biyombo Free Throw 1 of 2 (10 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
321,PT02M57.00S,2022-01-29T03:03:25.9Z,2,REGULAR,freethrow,2 of 2,[],202687,,,1610612756,65,61,2022-01-29T03:03:44Z,3160000,,,0,,MISS B. Biyombo Free Throw 2 of 2,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,Missed,,,,,,,,,,,,,,,
322,PT02M55.00S,2022-01-29T03:03:27.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,65,61,2022-01-29T03:03:44Z,3170000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,321.0,3.0,2.0,1.0,,,,,,
323,PT02M41.00S,2022-01-29T03:03:57.0Z,2,REGULAR,3pt,Jump Shot,[],1627736,33.196452036793694,48.529411764705884,1610612750,65,64,2022-01-29T03:04:00Z,3180000,7.0,260.0,1,left,M. Beasley 25' 3PT step back (8 PTS) (K. Towns 2 AST),"[1627736, 1626157]",1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,,,,,,Made,8.0,25.96,K. Towns,1626157.0,2.0,,,,,,,,,,
325,PT02M23.00S,2022-01-29T03:04:18.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612756,65,64,2022-01-29T03:04:24Z,3200000,,,0,,K. Towns shooting personal FOUL (2 PF) (Booker 2 FT),"[1626157, 1626164]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,203591.0,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,,
327,PT02M23.00S,2022-01-29T03:04:45.0Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,65,64,2022-01-29T03:04:45Z,3220000,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,,,,,,,,,,,
328,PT02M23.00S,2022-01-29T03:04:45.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,65,64,2022-01-29T03:04:45Z,3230000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,
329,PT02M23.00S,2022-01-29T03:05:08.5Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,66,64,2022-01-29T03:05:08Z,3240000,,,0,,D. Booker Free Throw 2 of 2 (20 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
330,PT02M07.00S,2022-01-29T03:05:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,12.828515111695138,49.26470588235294,1610612750,66,66,2022-01-29T03:05:28Z,3250000,4.0,68.0,1,left,J. McLaughlin 6' driving floating Jump Shot (4 PTS) (K. Towns 3 AST),"[1629162, 1626157]",1610612750.0,MIN,driving floating,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,4.0,6.82,K. Towns,1626157.0,3.0,,,,,,,,,,
332,PT01M52.00S,2022-01-29T03:05:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628969,79.05716162943496,91.17647058823529,1610612756,69,66,2022-01-29T03:05:44Z,3270000,206.0,144.0,1,right,M. Bridges 25' 3PT  (14 PTS) (E. Payton 2 AST),"[1628969, 203901]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,Made,14.0,25.15,E. Payton,203901.0,2.0,,,,,,,,,,
334,PT01M32.00S,2022-01-29T03:06:02.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612750,69,66,2022-01-29T03:06:12Z,3290000,,,0,,B. Biyombo personal FOUL (2 PF) (Towns 2 FT),"[202687, 1626157]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,203591.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
336,PT01M32.00S,2022-01-29T03:06:33.3Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,69,66,2022-01-29T03:07:03Z,3310000,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,,,,,,,,,,,,
337,PT01M32.00S,2022-01-29T03:06:33.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,69,66,2022-01-29T03:07:03Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,336.0,,,,,,,,,
338,PT01M32.00S,2022-01-29T03:06:34.4Z,2,REGULAR,substitution,out,[],203901,,,1610612750,69,66,2022-01-29T03:06:37Z,3330000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT01M32.00S,2022-01-29T03:06:34.4Z,2,REGULAR,substitution,in,[],101108,,,1610612750,69,66,2022-01-29T03:06:37Z,3340000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M32.00S,2022-01-29T03:06:33.3Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,69,66,2022-01-29T03:07:03Z,3350000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,,,,,,,,,,,,
341,PT01M31.00S,2022-01-29T03:06:34.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,69,66,2022-01-29T03:07:03Z,3360000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,
342,PT01M31.00S,2022-01-29T03:07:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,69,66,2022-01-29T03:07:05Z,3370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT01M15.00S,2022-01-29T03:07:22.8Z,2,REGULAR,2pt,Jump Shot,[],1626164,80.6340341655716,28.676470588235293,1610612756,69,66,2022-01-29T03:07:29Z,3380000,-107.0,130.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,Missed,,16.77,,,,,,,,,,,,,
344,PT01M13.00S,2022-01-29T03:07:24.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,69,66,2022-01-29T03:07:29Z,3390000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,343.0,4.0,3.0,1.0,,,,,,
345,PT01M08.00S,2022-01-29T03:07:29.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,32.40801576872536,20.833333333333336,1610612750,69,66,2022-01-29T03:07:35Z,3400000,146.0,252.0,1,left,MISS M. Beasley 29' running 3PT,[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,,,Missed,,29.12,,,,,,,,,,,,,
346,PT01M04.00S,2022-01-29T03:07:33.7Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,69,66,2022-01-29T03:07:35Z,3410000,,,0,,C. Paul REBOUND (Off:1 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,345.0,4.0,3.0,1.0,,,,,,
347,PT00M57.10S,2022-01-29T03:07:40.2Z,2,REGULAR,3pt,Jump Shot,[],101108,66.83639947437582,49.754901960784316,1610612756,72,66,2022-01-29T03:07:47Z,3420000,-1.0,259.0,1,right,C. Paul 25' 3PT  (13 PTS) (C. Johnson 2 AST),"[101108, 1629661]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,13.0,25.92,C. Johnson,1629661.0,2.0,,,,,,,,,,
349,PT00M38.50S,2022-01-29T03:08:07.9Z,2,REGULAR,3pt,Jump Shot,[],1626157,33.85348226018397,56.86274509803921,1610612750,72,66,2022-01-29T03:08:13Z,3440000,-34.0,266.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,26.79,,,,,,,,,,,,,
350,PT00M34.80S,2022-01-29T03:08:11.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,72,66,2022-01-29T03:08:13Z,3450000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,349.0,3.0,3.0,0.0,,,,,,
351,PT00M28.70S,2022-01-29T03:08:17.6Z,2,REGULAR,2pt,Jump Shot,[],101108,81.8166885676741,24.754901960784316,1610612756,72,66,2022-01-29T03:08:21Z,3460000,-126.0,118.0,1,right,MISS C. Paul 17' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,,Missed,,17.3,,,,,,,,,,,,,
352,PT00M26.00S,2022-01-29T03:08:20.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,72,66,2022-01-29T03:15:27Z,3470000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,351.0,2.0,1.0,1.0,,,,,,
355,PT00M01.60S,2022-01-29T03:08:45.3Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612750,72,66,2022-01-29T03:18:09Z,3500000,,,0,,K. Towns lost ball TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,2.0,,,,,
357,PT00M01.10S,2022-01-29T03:08:58.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612756,72,66,2022-01-29T03:17:40Z,3520000,,,0,,K. Towns loose ball personal FOUL (3 PF) (Paul 2 FT),"[1626157, 101108]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,203591.0,3.0,0.0,Paul,101108.0,,,,,,,,,,,,,,,,
359,PT00M01.10S,2022-01-29T03:09:26.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1626157,,,1610612756,72,66,2022-01-29T03:09:32Z,3540000,,,0,,K. Towns technical FOUL (1 Tech),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,203591.0,3.0,1.0,,,,,,,,,,,,,,,,,,
360,PT00M01.10S,2022-01-29T03:09:33.6Z,2,REGULAR,freethrow,1 of 1,[],101108,,,1610612756,72,66,2022-01-29T03:09:33Z,3550000,,,0,,MISS C. Paul technical Free Throw 1 of 1,[101108],1610612756.0,PHX,technical,,,Paul,C. Paul,,,,,,,,,,Missed,,,,,,,,,,,,,,,
361,PT00M01.10S,2022-01-29T03:09:33.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,72,66,2022-01-29T03:09:33Z,3560000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,
362,PT00M01.10S,2022-01-29T03:09:53.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],101108,,,1610612756,73,66,2022-01-29T03:09:53Z,3570000,,,0,,C. Paul Free Throw 1 of 2 (14 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
363,PT00M01.10S,2022-01-29T03:09:56.2Z,2,REGULAR,substitution,out,[],202687,,,1610612756,73,66,2022-01-29T03:09:58Z,3580000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M01.10S,2022-01-29T03:09:56.2Z,2,REGULAR,substitution,in,[],1630188,,,1610612756,73,66,2022-01-29T03:09:58Z,3590000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M01.10S,2022-01-29T03:10:12.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],101108,,,1610612756,74,66,2022-01-29T03:10:12Z,3600000,,,0,,C. Paul Free Throw 2 of 2 (15 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
368,PT00M00.00S,2022-01-29T03:10:21.7Z,2,REGULAR,period,end,[],0,,,1610612750,74,66,2022-01-29T03:10:21Z,3630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M01.10S,2022-01-29T03:11:04.4Z,2,REGULAR,memo,,[],0,,,1610612750,74,66,2022-01-29T03:11:04Z,3640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suns - Season High Pts, 1st Half (prev. 73,  11/21 vs DEN; 1/2 @ CHA)"
370,PT12M00.00S,2022-01-29T03:26:27.8Z,3,REGULAR,substitution,out,['startperiod'],1630188,,,1610612750,74,66,2022-01-29T03:26:45Z,3650000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-01-29T03:26:27.8Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612750,74,66,2022-01-29T03:26:45Z,3660000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
