actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
175,PT10M07.00S,2021-11-07T02:38:59.3Z,2,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612737,30,30,2021-11-07T02:48:48Z,1670000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Huerter 2 FT),"[1629013, 1628989]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,,,,,,,202041.0,,,,1.0,0.0,Huerter,1628989.0,,,,,,,
188,PT10M07.00S,2021-11-07T02:39:15.8Z,2,REGULAR,freethrow,1 of 2,[],1628989,,,1610612737,30,31,2021-11-07T02:49:28Z,1690000,,,0,,K. Huerter Free Throw 1 of 2 (5 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
260,PT10M07.00S,2021-11-07T02:39:36.5Z,2,REGULAR,substitution,out,[],201580,,,1610612737,30,31,2021-11-07T02:49:50Z,1692500,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT10M07.00S,2021-11-07T02:39:36.5Z,2,REGULAR,substitution,in,[],1626163,,,1610612737,30,31,2021-11-07T02:49:50Z,1693750,,,0,,SUB in: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M07.00S,2021-11-07T02:39:15.8Z,2,REGULAR,freethrow,2 of 2,[],1628989,,,1610612737,30,31,2021-11-07T02:49:28Z,1695000,,,0,,MISS K. Huerter Free Throw 2 of 2,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,Missed,,,,,,,,,,,,,,,,,,,
255,PT10M06.00S,2021-11-07T02:39:16.8Z,2,REGULAR,rebound,defensive,[],1627846,,,1610612756,30,31,2021-11-07T02:49:28Z,1697500,,,0,,A. Nader REBOUND (Off:0 Def:1),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
182,PT09M47.00S,2021-11-07T02:39:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627846,93.9060446780552,50.49019607843137,1610612756,30,31,2021-11-07T02:40:16Z,1720000,2.0,5.0,1,right,MISS A. Nader Layup,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,0.54,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M46.00S,2021-11-07T02:39:59.5Z,2,REGULAR,rebound,offensive,[],1627846,,,1610612756,30,31,2021-11-07T02:39:59Z,1730000,,,0,,A. Nader REBOUND (Off:1 Def:1),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,182.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
184,PT09M44.00S,2021-11-07T02:40:01.0Z,2,REGULAR,turnover,bad pass,[],1627846,,,1610612756,30,31,2021-11-07T02:50:36Z,1740000,,,0,,A. Nader bad pass TURNOVER (1 TO),"[1627846, 1629629]",1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,
185,PT09M44.00S,2021-11-07T02:40:01.0Z,2,REGULAR,steal,,[],1629629,,,1610612737,30,31,2021-11-07T02:40:03Z,1750000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M40.00S,2021-11-07T02:40:05.0Z,2,REGULAR,turnover,lost ball,[],1628989,,,1610612737,30,31,2021-11-07T02:40:21Z,1760000,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 101108]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,1.0,Paul,101108.0,
187,PT09M40.00S,2021-11-07T02:40:05.0Z,2,REGULAR,steal,,[],101108,,,1610612756,30,31,2021-11-07T02:40:08Z,1770000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M34.00S,2021-11-07T02:40:10.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,71.96123521681997,79.65686274509804,1610612756,30,31,2021-11-07T02:40:30Z,1780000,148.0,211.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M30.00S,2021-11-07T02:40:14.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,30,31,2021-11-07T02:40:14Z,1790000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,190.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
192,PT09M18.00S,2021-11-07T02:40:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,6.783837056504599,50.73529411764706,1610612737,30,33,2021-11-07T02:43:22Z,1800000,-4.0,11.0,1,left,K. Huerter driving Layup (7 PTS),[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,1.19,Made,,,,,,7.0,,,,,,,,,,,,,
194,PT09M05.00S,2021-11-07T02:40:39.5Z,2,REGULAR,3pt,Jump Shot,[],1626163,76.16622864651774,6.61764705882353,1610612756,33,33,2021-11-07T02:40:44Z,1810000,-217.0,172.0,1,right,F. Kaminsky 27' 3PT  (8 PTS) (C. Paul 2 AST),"[1626163, 101108]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,27.65,Made,,,,,,8.0,,,,,,,C. Paul,101108.0,2.0,,,,
197,PT08M51.00S,2021-11-07T02:40:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,6.783837056504599,42.15686274509804,1610612737,33,33,2021-11-07T02:40:58Z,1830000,39.0,11.0,1,left,MISS L. Williams driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M47.00S,2021-11-07T02:40:58.2Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612756,33,33,2021-11-07T02:40:58Z,1840000,,,0,,F. Kaminsky REBOUND (Off:0 Def:2),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
199,PT08M35.00S,2021-11-07T02:41:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626163,82.9993429697766,50.98039215686274,1610612756,35,33,2021-11-07T02:41:13Z,1850000,5.0,107.0,1,right,F. Kaminsky 10' driving floating Jump Shot (10 PTS) (C. Paul 3 AST),"[1626163, 101108]",1610612756.0,PHX,driving floating,,,Kaminsky,F. Kaminsky,,,,,10.74,Made,,,,,,10.0,,,,,,,C. Paul,101108.0,3.0,,,,
201,PT08M28.00S,2021-11-07T02:41:29.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,35,33,2021-11-07T02:41:29Z,1870000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M28.00S,2021-11-07T02:44:01.4Z,2,REGULAR,substitution,out,[],1627846,,,1610612737,35,33,2021-11-07T02:44:25Z,1880000,,,0,,SUB out: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M28.00S,2021-11-07T02:44:01.4Z,2,REGULAR,substitution,out,[],101150,,,1610612737,35,33,2021-11-07T02:44:25Z,1890000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M28.00S,2021-11-07T02:44:01.4Z,2,REGULAR,substitution,out,[],203991,,,1610612737,35,33,2021-11-07T02:44:25Z,1900000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M28.00S,2021-11-07T02:44:01.4Z,2,REGULAR,substitution,in,[],203109,,,1610612737,35,33,2021-11-07T02:44:25Z,1910000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M28.00S,2021-11-07T02:44:01.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,35,33,2021-11-07T02:44:25Z,1920000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M28.00S,2021-11-07T02:44:01.4Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,35,33,2021-11-07T02:44:25Z,1930000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M15.00S,2021-11-07T02:44:33.6Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,35,33,2021-11-07T02:52:20Z,1940000,,,0,,T. Young bad pass out-of-bounds TURNOVER (3 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,202026.0,,,,,,,,,,,3.0,,,
214,PT08M04.00S,2021-11-07T02:44:51.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,64.99671484888306,49.01960784313725,1610612756,35,33,2021-11-07T02:44:55Z,1950000,-5.0,277.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
215,PT08M01.00S,2021-11-07T02:44:54.2Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612737,35,33,2021-11-07T02:52:42Z,1960000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
216,PT07M50.00S,2021-11-07T02:45:06.1Z,2,REGULAR,2pt,Jump Shot,[],1628381,23.340998685939553,52.450980392156865,1610612737,35,33,2021-11-07T02:45:10Z,1970000,-12.0,167.0,1,left,MISS J. Collins 16' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,16.74,Missed,,,,,,,,,,,,,,,,,,,
217,PT07M47.00S,2021-11-07T02:45:09.1Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,35,33,2021-11-07T02:45:10Z,1980000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
218,PT07M40.00S,2021-11-07T02:45:16.4Z,2,REGULAR,3pt,Jump Shot,[],203109,72.48685939553219,15.686274509803921,1610612756,35,33,2021-11-07T02:45:20Z,1990000,-172.0,206.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M36.00S,2021-11-07T02:45:20.4Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,35,33,2021-11-07T02:45:20Z,2000000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,218.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
220,PT07M27.00S,2021-11-07T02:45:31.0Z,2,REGULAR,foul,personal,['2freethrow'],1626163,,,1610612737,35,33,2021-11-07T02:45:40Z,2010000,,,0,,F. Kaminsky shooting personal FOUL (1 PF) (Reddish 2 FT),"[1626163, 1629629]",1610612756.0,PHX,shooting,,,Kaminsky,F. Kaminsky,,,,,,,,,,,202041.0,,,,1.0,0.0,Reddish,1629629.0,,,,,,,
222,PT07M27.00S,2021-11-07T02:45:56.5Z,2,REGULAR,freethrow,1 of 2,[],1629629,,,1610612737,35,34,2021-11-07T02:45:56Z,2030000,,,0,,C. Reddish Free Throw 1 of 2 (3 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,,3.0,,,,,,,,,,,,,
223,PT07M27.00S,2021-11-07T02:45:57.5Z,2,REGULAR,substitution,out,[],1629013,,,1610612737,35,34,2021-11-07T02:46:13Z,2040000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M27.00S,2021-11-07T02:45:57.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612737,35,34,2021-11-07T02:46:13Z,2050000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2021-11-07T02:45:57.5Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,35,34,2021-11-07T02:46:13Z,2060000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M27.00S,2021-11-07T02:45:57.5Z,2,REGULAR,substitution,in,[],1626164,,,1610612737,35,34,2021-11-07T02:46:13Z,2070000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M27.00S,2021-11-07T02:45:57.5Z,2,REGULAR,substitution,in,[],1628969,,,1610612737,35,34,2021-11-07T02:46:13Z,2080000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M27.00S,2021-11-07T02:45:57.5Z,2,REGULAR,substitution,in,[],203992,,,1610612737,35,34,2021-11-07T02:46:13Z,2090000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M27.00S,2021-11-07T02:46:22.9Z,2,REGULAR,freethrow,2 of 2,[],1629629,,,1610612737,35,35,2021-11-07T02:46:22Z,2100000,,,0,,C. Reddish Free Throw 2 of 2 (4 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,,4.0,,,,,,,,,,,,,
230,PT07M20.00S,2021-11-07T02:46:33.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626163,93.38042049934296,50.0,1610612756,37,35,2021-11-07T02:46:48Z,2110000,0.0,10.0,1,right,F. Kaminsky cutting DUNK (12 PTS) (C. Paul 4 AST),"[1626163, 101108]",1610612756.0,PHX,cutting,,,Kaminsky,F. Kaminsky,,,,,0.97,Made,,,,,,12.0,,,,,,,C. Paul,101108.0,4.0,,,,
232,PT07M06.00S,2021-11-07T02:46:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,8.360709592641262,48.77450980392157,1610612737,37,37,2021-11-07T02:46:52Z,2130000,6.0,26.0,1,left,J. Collins driving bank Jump Shot (6 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,driving bank,,,Collins,J. Collins,,,,,2.68,Made,,,,,,6.0,,,,,,,T. Young,1629027.0,2.0,,,,
234,PT06M55.00S,2021-11-07T02:46:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,86.94152431011827,64.2156862745098,1610612756,39,37,2021-11-07T02:47:02Z,2150000,71.0,70.0,1,right,C. Paul 9' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,9.99,Made,,,,,,2.0,,,,,,,,,,,,,
235,PT06M39.00S,2021-11-07T02:47:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,9.280551905387648,53.431372549019606,1610612737,39,37,2021-11-07T02:47:20Z,2160000,-17.0,35.0,1,left,MISS C. Reddish driving bank Shot,[1629629],1610612737.0,ATL,driving bank,,,Reddish,C. Reddish,,,,,3.87,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M37.00S,2021-11-07T02:47:16.2Z,2,REGULAR,rebound,offensive,[],1629629,,,1610612737,39,37,2021-11-07T02:47:20Z,2170000,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,235.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
238,PT06M36.00S,2021-11-07T02:47:17.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629629,8.409986859395532,40.096507352941174,1610612737,39,39,2021-11-07T02:54:41Z,2190000,50.0,27.0,1,left,C. Reddish tip Layup (6 PTS),[1629629],1610612737.0,ATL,tip,,,Reddish,C. Reddish,,,,,5.62,Made,,,,,,6.0,,,,,,,,,,,,,
239,PT06M26.00S,2021-11-07T02:47:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626163,93.24901445466492,49.26470588235294,1610612756,41,39,2021-11-07T02:47:32Z,2200000,-4.0,11.0,1,right,F. Kaminsky cutting Layup (14 PTS) (C. Paul 5 AST),"[1626163, 101108]",1610612756.0,PHX,cutting,,,Kaminsky,F. Kaminsky,,,,,1.16,Made,,,,,,14.0,,,,,,,C. Paul,101108.0,5.0,,,,
241,PT06M15.00S,2021-11-07T02:47:38.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,6.258212877792378,49.754901960784316,1610612737,41,41,2021-11-07T02:47:42Z,2220000,1.0,6.0,1,left,J. Collins cutting DUNK (8 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,0.64,Made,,,,,,8.0,,,,,,,T. Young,1629027.0,3.0,,,,
243,PT06M01.00S,2021-11-07T02:47:52.3Z,2,REGULAR,3pt,Jump Shot,[],203109,66.83639947437582,46.81372549019608,1610612756,41,41,2021-11-07T02:47:56Z,2240000,-16.0,259.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M58.00S,2021-11-07T02:47:55.3Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,41,41,2021-11-07T02:47:56Z,2250000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
245,PT05M41.00S,2021-11-07T02:48:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.14257555847569,57.35294117647059,1610612737,41,41,2021-11-07T02:48:17Z,2260000,-37.0,80.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.84,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M36.00S,2021-11-07T02:48:18.2Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,41,41,2021-11-07T02:48:17Z,2270000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
248,PT05M30.00S,2021-11-07T02:48:22.8Z,2,REGULAR,3pt,Jump Shot,[],1626163,67.7562417871222,32.35294117647059,1610612756,41,41,2021-11-07T02:48:27Z,2280000,-88.0,251.0,1,right,MISS F. Kaminsky 26' 3PT,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
249,PT05M26.00S,2021-11-07T02:48:26.8Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,41,41,2021-11-07T02:48:27Z,2290000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
250,PT05M08.00S,2021-11-07T02:48:45.1Z,2,REGULAR,3pt,Jump Shot,[],203992,34.90473061760841,48.77450980392157,1610612737,41,41,2021-11-07T02:48:51Z,2300000,6.0,276.0,1,left,MISS B. Bogdanovic 27' step back 3PT,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
251,PT05M07.00S,2021-11-07T02:48:46.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,41,41,2021-11-07T02:48:51Z,2310000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,
252,PT05M07.00S,2021-11-07T02:48:55.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,41,41,2021-11-07T02:48:55Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M07.00S,2021-11-07T02:48:56.9Z,2,REGULAR,substitution,out,[],201568,,,1610612756,41,41,2021-11-07T02:49:00Z,2330000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M07.00S,2021-11-07T02:48:56.9Z,2,REGULAR,substitution,in,[],1629631,,,1610612756,41,41,2021-11-07T02:49:00Z,2340000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M50.00S,2021-11-07T02:49:29.4Z,2,REGULAR,3pt,Jump Shot,[],1626164,87.99277266754271,96.81372549019608,1610612756,44,41,2021-11-07T02:49:33Z,2350000,234.0,60.0,1,right,D. Booker 24' 3PT  (12 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,24.18,Made,,,,,,12.0,,,,,,,C. Paul,101108.0,6.0,,,,
258,PT04M34.00S,2021-11-07T02:49:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,6.783837056504599,54.41176470588235,1610612737,44,41,2021-11-07T02:49:51Z,2370000,-22.0,11.0,1,left,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
259,PT04M31.00S,2021-11-07T02:49:48.1Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612756,44,41,2021-11-07T02:49:51Z,2380000,,,0,,F. Kaminsky REBOUND (Off:0 Def:3),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,258.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
262,PT04M26.00S,2021-11-07T02:49:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,93.24901445466492,47.794117647058826,1610612756,46,41,2021-11-07T02:49:59Z,2390000,-11.0,11.0,1,right,D. Booker running finger roll Layup (14 PTS),[1626164],1610612756.0,PHX,running finger roll,,,Booker,D. Booker,,,,,1.56,Made,,,,,,14.0,,,,,,,,,,,,,
263,PT04M12.00S,2021-11-07T02:50:06.7Z,2,REGULAR,3pt,Jump Shot,[],1628381,33.196452036793694,35.294117647058826,1610612737,46,44,2021-11-07T02:50:11Z,2400000,74.0,260.0,1,left,J. Collins 26' 3PT  (11 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,26.97,Made,,,,,,11.0,,,,,,,T. Young,1629027.0,4.0,,,,
265,PT03M51.00S,2021-11-07T02:50:28.4Z,2,REGULAR,2pt,Jump Shot,[],1626164,95.26938239159001,10.071997549019608,1610612756,48,44,2021-11-07T02:50:41Z,2420000,-200.0,-8.0,1,right,D. Booker 19' Jump Shot (16 PTS) (F. Kaminsky 3 AST),"[1626164, 1626163]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,19.98,Made,,,,,,16.0,,,,,,,F. Kaminsky,1626163.0,3.0,,,,
267,PT03M40.00S,2021-11-07T02:50:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629027,36.61300919842313,34.31372549019608,1610612737,48,47,2021-11-07T02:51:12Z,2440000,78.0,292.0,1,left,T. Young 30' 3PT pullup (10 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,30.21,Made,,,,,,10.0,,,,,,,,,,,,,
268,PT03M34.00S,2021-11-07T02:50:48.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,48,47,2021-11-07T02:50:48Z,2450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M34.00S,2021-11-07T02:50:50.3Z,2,REGULAR,substitution,out,[],1626163,,,1610612756,48,47,2021-11-07T02:51:03Z,2470000,,,0,,SUB out: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M34.00S,2021-11-07T02:50:50.3Z,2,REGULAR,substitution,out,[],1629629,,,1610612756,48,47,2021-11-07T02:51:03Z,2480000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M34.00S,2021-11-07T02:50:50.3Z,2,REGULAR,substitution,in,[],201580,,,1610612756,48,47,2021-11-07T02:51:03Z,2500000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M34.00S,2021-11-07T02:50:50.3Z,2,REGULAR,substitution,in,[],203991,,,1610612756,48,47,2021-11-07T02:51:03Z,2510000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M34.00S,2021-11-07T02:50:50.3Z,2,REGULAR,substitution,out,[],101108,,,1610612756,48,47,2021-11-07T02:59:57Z,2515000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M34.00S,2021-11-07T02:50:50.3Z,2,REGULAR,substitution,in,[],1626166,,,1610612756,48,47,2021-11-07T02:59:57Z,2517500,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M29.00S,2021-11-07T02:51:14.2Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612756,48,47,2021-11-07T02:51:23Z,2520000,,,0,,C. Capela shooting personal FOUL (2 PF) (Crowder 2 FT),"[203991, 203109]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,202041.0,,,,2.0,0.0,Crowder,203109.0,,,,,,,
