actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
277,PT03M23.00S,2022-01-25T02:53:42.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202355,74.72076215505913,66.66666666666666,1610612762,53,46,2022-01-25T02:58:12Z,2610000,83.0,185.0,1,right,MISS H. Whiteside 20' Jump Shot,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,20.3,Missed,,,,,,,,,,,,,,,,,,
278,PT03M18.00S,2022-01-25T02:53:47.8Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,53,46,2022-01-25T02:58:12Z,2620000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,277.0,2.0,1.0,1.0,,,,,,,,,
280,PT03M12.00S,2022-01-25T02:53:53.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",200752,83.52496714848883,95.83333333333334,1610612762,53,49,2022-01-25T02:58:23Z,2630000,229.0,102.0,1,right,R. Gay 25' 3PT  (5 PTS) (D. House Jr. 1 AST),"[200752, 1627863]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,25.1,Made,5.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,,,,,
284,PT02M46.00S,2022-01-25T02:54:18.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202687,15.325229960578188,55.63725490196079,1610612756,53,49,2022-01-25T02:54:39Z,2670000,-28.0,92.0,1,left,MISS B. Biyombo 9' Jump Shot,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,
285,PT02M46.00S,2022-01-25T02:54:18.0Z,2,REGULAR,rebound,offensive,[],101108,,,1610612756,53,49,2022-01-25T02:54:39Z,2680000,,,0,,C. Paul REBOUND (Off:1 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,,
286,PT02M46.00S,2022-01-25T02:54:37.6Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612756,53,49,2022-01-25T02:54:37Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M41.00S,2022-01-25T02:54:50.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,21.76412614980289,26.47058823529412,1610612756,53,49,2022-01-25T03:03:55Z,2700000,118.0,152.0,1,left,MISS D. Booker 19' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,19.23,Missed,,,,,,,,,,,,,,,,,,
288,PT02M38.00S,2022-01-25T02:54:53.8Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,53,49,2022-01-25T02:54:55Z,2710000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,287.0,5.0,4.0,1.0,,,,,,,,,
289,PT02M26.00S,2022-01-25T02:55:06.1Z,2,REGULAR,2pt,Jump Shot,[],200752,93.11760840998686,75.0,1610612762,53,51,2022-01-25T02:55:10Z,2720000,125.0,12.0,1,right,R. Gay 12' pullup Jump Shot (7 PTS),[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,12.56,Made,7.0,,,,,,,,,,,,,,,,,
290,PT02M12.00S,2022-01-25T02:55:19.8Z,2,REGULAR,2pt,Jump Shot,[],101108,22.158344283837057,70.83333333333334,1610612756,55,51,2022-01-25T02:55:28Z,2730000,-104.0,156.0,1,left,C. Paul 18' pullup Jump Shot (8 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,18.74,Made,8.0,,,,,,,,,,,,,,,,,
291,PT01M54.00S,2022-01-25T02:55:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,82.7365308804205,62.745098039215684,1610612762,55,51,2022-01-25T02:55:44Z,2740000,64.0,110.0,1,right,MISS H. Whiteside 12' pullup Shot,[202355],1610612762.0,UTA,pullup,,,Whiteside,H. Whiteside,,,,,12.69,Missed,,,,,,,,,,,,,,,,,,
292,PT01M50.00S,2022-01-25T02:55:41.4Z,2,REGULAR,rebound,offensive,[],1630235,,,1610612762,55,51,2022-01-25T02:55:50Z,2750000,,,0,,T. Forrest REBOUND (Off:1 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,291.0,2.0,1.0,1.0,,,,,,,,,
293,PT01M50.00S,2022-01-25T02:55:42.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630235,94.40999984741211,50.0,1610612762,55,53,2022-01-25T02:55:47Z,2760000,0.0,0.0,1,right,T. Forrest tip Layup (11 PTS),[1630235],1610612762.0,UTA,tip,,,Forrest,T. Forrest,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
294,PT01M39.00S,2022-01-25T02:55:53.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,35.29894875164258,40.931372549019606,1610612756,55,53,2022-01-25T02:55:59Z,2770000,45.0,279.0,1,left,MISS C. Johnson 28' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,28.29,Missed,,,,,,,,,,,,,,,,,,
295,PT01M34.00S,2022-01-25T02:55:58.7Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612762,55,53,2022-01-25T02:55:59Z,2780000,,,0,,D. House Jr. REBOUND (Off:0 Def:4),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,294.0,4.0,4.0,0.0,,,,,,,,,
296,PT01M27.00S,2022-01-25T02:56:06.3Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612762,55,53,2022-01-25T02:56:21Z,2790000,,,0,,D. Booker shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1626164, 202355]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Whiteside,202355.0
298,PT01M27.00S,2022-01-25T02:56:39.6Z,2,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,55,54,2022-01-25T02:56:57Z,2810000,,,0,,H. Whiteside Free Throw 1 of 2 (3 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
299,PT01M27.00S,2022-01-25T02:56:39.6Z,2,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,55,54,2022-01-25T02:56:57Z,2820000,,,0,,MISS H. Whiteside Free Throw 2 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,
300,PT01M25.00S,2022-01-25T02:56:41.6Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,55,54,2022-01-25T02:56:57Z,2830000,,,0,,B. Biyombo REBOUND (Off:2 Def:3),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,299.0,5.0,3.0,2.0,,,,,,,,,
301,PT01M14.00S,2022-01-25T02:57:06.7Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,55,54,2022-01-25T02:57:12Z,2840000,,,0,,C. Paul bad pass TURNOVER (5 TO),"[101108, 1627863]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,5.0,House Jr.,1627863.0,,,,,,
302,PT01M14.00S,2022-01-25T02:57:06.7Z,2,REGULAR,steal,,[],1627863,,,1610612762,55,54,2022-01-25T02:57:09Z,2850000,,,0,,D. House Jr. STEAL (2 STL),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M10.00S,2022-01-25T02:57:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627863,92.72339027595268,51.225490196078425,1610612762,55,56,2022-01-25T02:57:20Z,2860000,6.0,16.0,1,right,D. House Jr. running finger roll Layup (7 PTS),[1627863],1610612762.0,UTA,running finger roll,,,House Jr.,D. House Jr.,,,,,1.7,Made,7.0,,,,,,,,,,,,,,,,,
304,PT00M56.60S,2022-01-25T02:57:25.5Z,2,REGULAR,3pt,Jump Shot,[],1629661,6.783837056504599,1.2254901960784315,1610612756,58,56,2022-01-25T02:57:29Z,2870000,244.0,11.0,1,left,C. Johnson 24' 3PT  (9 PTS) (M. Bridges 2 AST),"[1629661, 1628969]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,24.42,Made,9.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,
306,PT00M45.40S,2022-01-25T02:57:44.4Z,2,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,58,56,2022-01-25T02:57:52Z,2890000,,,0,,J. Clarkson lost ball out-of-bounds TURNOVER (3 TO),[203903],1610612762.0,UTA,lost ball,,,Clarkson,J. Clarkson,,,,,,,,,,,1155.0,,,,,3.0,,,,,,,,
307,PT00M33.10S,2022-01-25T02:57:59.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],101108,8.886333771353483,68.13725490196079,1610612756,58,56,2022-01-25T02:58:05Z,2900000,-91.0,31.0,1,left,MISS C. Paul 9' turnaround fadeaway Shot,[101108],1610612756.0,PHX,turnaround fadeaway,,,Paul,C. Paul,,,,,9.59,Missed,,,,,,,,,,,,,,,,,,
308,PT00M33.10S,2022-01-25T02:57:59.2Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,58,56,2022-01-25T02:58:05Z,2910000,,,0,,R. Gay REBOUND (Off:0 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,
309,PT00M07.00S,2022-01-25T02:58:25.4Z,2,REGULAR,3pt,Jump Shot,[],203903,77.34888304862024,7.598039215686274,1610612762,58,56,2022-01-25T02:58:36Z,2920000,-212.0,160.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
310,PT00M03.40S,2022-01-25T02:58:29.0Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,58,56,2022-01-25T02:58:29Z,2930000,,,0,,B. Biyombo REBOUND (Off:2 Def:4),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,309.0,6.0,4.0,2.0,,,,,,,,,
311,PT00M00.50S,2022-01-25T02:58:31.9Z,2,REGULAR,3pt,Jump Shot,[],1626164,28.203022339027594,20.833333333333336,1610612756,58,56,2022-01-25T02:58:40Z,2940000,146.0,213.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
312,PT00M00.50S,2022-01-25T02:58:31.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,58,56,2022-01-25T02:58:40Z,2950000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,
313,PT00M00.00S,2022-01-25T02:58:39.8Z,2,REGULAR,period,end,[],0,,,1610612756,58,56,2022-01-25T02:58:39Z,2960000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-01-25T03:13:16.5Z,3,REGULAR,substitution,out,['startperiod'],202687,,,1610612756,58,56,2022-01-25T03:13:39Z,2970000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-01-25T03:13:16.5Z,3,REGULAR,substitution,in,['startperiod'],201580,,,1610612756,58,56,2022-01-25T03:13:39Z,2980000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-01-25T03:13:49.6Z,3,REGULAR,period,start,[],0,,,1610612762,58,56,2022-01-25T03:13:49Z,2990000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M45.00S,2022-01-25T03:14:04.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,16.245072273324574,47.05882352941176,1610612762,58,58,2022-01-25T03:14:08Z,3000000,15.0,100.0,1,left,J. Clarkson 10' fadeaway Jump Shot (11 PTS),[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,10.13,Made,11.0,,,,,,,,,,,,,,,,,
320,PT11M19.00S,2022-01-25T03:14:30.4Z,3,REGULAR,foul,personal,['2freethrow'],1630235,,,1610612756,58,58,2022-01-25T03:14:37Z,3010000,,,0,,T. Forrest shooting personal FOUL (1 PF) (Booker 2 FT),"[1630235, 1626164]",1610612762.0,UTA,shooting,,,Forrest,T. Forrest,,,,,,,,,,,1155.0,,,,,,,,,,1.0,0.0,Booker,1626164.0
322,PT11M19.00S,2022-01-25T03:14:55.7Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,59,58,2022-01-25T03:14:55Z,3030000,,,0,,D. Booker Free Throw 1 of 2 (20 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
323,PT11M19.00S,2022-01-25T03:15:15.3Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,60,58,2022-01-25T03:15:15Z,3040000,,,0,,D. Booker Free Throw 2 of 2 (21 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
324,PT11M04.00S,2022-01-25T03:15:32.4Z,3,REGULAR,turnover,bad pass,[],1627863,,,1610612762,60,58,2022-01-25T03:15:36Z,3050000,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1628969]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,,
325,PT11M04.00S,2022-01-25T03:15:32.4Z,3,REGULAR,steal,,[],1628969,,,1610612756,60,58,2022-01-25T03:15:34Z,3060000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
326,PT10M59.00S,2022-01-25T03:15:37.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,94.69448094612353,54.41176470588235,1610612756,60,58,2022-01-25T03:15:51Z,3070000,22.0,-3.0,1,right,MISS C. Johnson Layup,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,2.23,Missed,,,,,,,,,,,,,,,,,,
327,PT10M55.00S,2022-01-25T03:15:41.9Z,3,REGULAR,rebound,offensive,[],1626164,,,1610612756,60,58,2022-01-25T03:15:51Z,3080000,,,0,,D. Booker REBOUND (Off:2 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,326.0,5.0,3.0,2.0,,,,,,,,,
328,PT10M54.00S,2022-01-25T03:15:42.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626164,94.95729303547962,48.77450980392157,1610612756,62,58,2022-01-25T03:15:54Z,3090000,-6.0,-5.0,1,right,D. Booker putback Layup (23 PTS),[1626164],1610612756.0,PHX,putback,,,Booker,D. Booker,,,,,0.8,Made,23.0,,,,,,,,,,,,,,,,,
329,PT10M41.00S,2022-01-25T03:15:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,6.783837056504599,47.549019607843135,1610612762,62,60,2022-01-25T03:16:05Z,3100000,12.0,11.0,1,left,T. Forrest driving Layup (13 PTS) (D. House Jr. 2 AST),"[1630235, 1627863]",1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,1.67,Made,13.0,D. House Jr.,1627863.0,2.0,,,,,,,,,,,,,,
331,PT10M32.00S,2022-01-25T03:16:04.3Z,3,REGULAR,3pt,Jump Shot,[],1626164,66.04796320630749,58.333333333333336,1610612756,65,60,2022-01-25T03:17:23Z,3120000,42.0,267.0,1,right,D. Booker 26' 3PT pullup (26 PTS) (C. Paul 10 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,26.98,Made,26.0,C. Paul,101108.0,10.0,,,,,,,,,,,,,,
333,PT10M15.00S,2022-01-25T03:16:21.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,9.411957950065702,45.34313725490196,1610612762,65,60,2022-01-25T03:16:41Z,3140000,23.0,36.0,1,left,MISS J. Clarkson driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,
334,PT10M12.00S,2022-01-25T03:16:24.4Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,65,60,2022-01-25T03:18:43Z,3150000,,,0,,J. Clarkson REBOUND (Off:2 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,333.0,3.0,1.0,2.0,,,,,,,,,
335,PT10M10.00S,2022-01-25T03:16:25.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,7.835085413929041,50.49019607843137,1610612762,65,62,2022-01-25T03:16:32Z,3160000,-2.0,21.0,1,left,H. Whiteside cutting Layup (5 PTS) (J. Clarkson 3 AST),"[202355, 203903]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,2.12,Made,5.0,J. Clarkson,203903.0,3.0,,,,,,,,,,,,,,
337,PT09M55.00S,2022-01-25T03:16:42.2Z,3,REGULAR,turnover,bad pass,[],101108,,,1610612756,65,62,2022-01-25T03:16:48Z,3180000,,,0,,C. Paul bad pass TURNOVER (6 TO),"[101108, 202355]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,6.0,Whiteside,202355.0,,,,,,
338,PT09M55.00S,2022-01-25T03:16:42.2Z,3,REGULAR,steal,,[],202355,,,1610612762,65,62,2022-01-25T03:16:47Z,3190000,,,0,,H. Whiteside STEAL (1 STL),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
340,PT09M38.00S,2022-01-25T03:16:59.7Z,3,REGULAR,foul,personal,['2freethrow'],201580,,,1610612762,65,62,2022-01-25T03:17:06Z,3200000,,,0,,J. McGee shooting personal FOUL (4 PF) (House Jr. 2 FT),"[201580, 1627863]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,201640.0,,,,,,,,,,4.0,0.0,House Jr.,1627863.0
342,PT09M38.00S,2022-01-25T03:17:35.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627863,,,1610612762,65,63,2022-01-25T03:17:35Z,3220000,,,0,,D. House Jr. Free Throw 1 of 2 (8 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
343,PT09M38.00S,2022-01-25T03:17:36.5Z,3,REGULAR,substitution,out,[],201580,,,1610612762,65,63,2022-01-25T03:17:39Z,3230000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M38.00S,2022-01-25T03:17:36.5Z,3,REGULAR,substitution,in,[],202687,,,1610612762,65,63,2022-01-25T03:17:39Z,3240000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M38.00S,2022-01-25T03:17:55.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627863,,,1610612762,65,64,2022-01-25T03:17:55Z,3250000,,,0,,D. House Jr. Free Throw 2 of 2 (9 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
346,PT09M22.00S,2022-01-25T03:18:14.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,93.11760840998686,53.92156862745098,1610612756,67,64,2022-01-25T03:18:19Z,3260000,20.0,12.0,1,right,D. Booker driving bank Jump Shot (28 PTS),[1626164],1610612756.0,PHX,driving bank,,,Booker,D. Booker,,,,,2.31,Made,28.0,,,,,,,,,,,,,,,,,
347,PT09M00.00S,2022-01-25T03:18:36.3Z,3,REGULAR,2pt,Jump Shot,[],203903,21.23850197109067,27.205882352941174,1610612762,67,64,2022-01-25T03:21:27Z,3270000,114.0,147.0,1,left,MISS J. Clarkson 18' pullup Shot,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,18.61,Missed,,,,,,,,,,,,,,,,,,
348,PT08M59.00S,2022-01-25T03:18:37.3Z,3,REGULAR,rebound,offensive,[],1630235,,,1610612762,67,64,2022-01-25T03:19:58Z,3280000,,,0,,T. Forrest REBOUND (Off:2 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,347.0,3.0,1.0,2.0,,,,,,,,,
351,PT08M56.00S,2022-01-25T03:18:45.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202355,6.389618922470433,48.77450980392157,1610612762,67,66,2022-01-25T03:20:15Z,3310000,6.0,8.0,1,left,H. Whiteside cutting DUNK (7 PTS) (T. Forrest 1 AST),"[202355, 1630235]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,0.97,Made,7.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,,,,
353,PT08M35.00S,2022-01-25T03:19:01.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,83.39356110381078,50.98039215686274,1610612756,67,66,2022-01-25T03:19:07Z,3330000,5.0,104.0,1,right,MISS D. Booker 10' turnaround Shot,[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,
354,PT08M32.00S,2022-01-25T03:19:04.2Z,3,REGULAR,rebound,defensive,[],1630235,,,1610612762,67,66,2022-01-25T03:19:07Z,3340000,,,0,,T. Forrest REBOUND (Off:2 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,353.0,4.0,2.0,2.0,,,,,,,,,
355,PT08M25.00S,2022-01-25T03:19:11.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,13.87976346911958,61.76470588235294,1610612762,67,68,2022-01-25T03:19:18Z,3350000,-59.0,78.0,1,left,T. Forrest 9' driving floating Jump Shot (15 PTS),[1630235],1610612762.0,UTA,driving floating,,,Forrest,T. Forrest,,,,,9.77,Made,15.0,,,,,,,,,,,,,,,,,
356,PT08M24.00S,2022-01-25T03:19:18.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,67,68,2022-01-25T03:19:18Z,3360000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M03.00S,2022-01-25T03:22:24.5Z,3,REGULAR,2pt,Jump Shot,[],1629661,81.553876478318,26.715686274509803,1610612756,67,68,2022-01-25T03:22:29Z,3370000,-116.0,121.0,1,right,MISS C. Johnson 16' pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,16.78,Missed,,,,,,,,,,,,,,,,,,
358,PT08M00.00S,2022-01-25T03:22:27.5Z,3,REGULAR,rebound,defensive,[],202355,,,1610612762,67,68,2022-01-25T03:22:29Z,3380000,,,0,,H. Whiteside REBOUND (Off:1 Def:5),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,357.0,6.0,5.0,1.0,,,,,,,,,
359,PT07M48.00S,2022-01-25T03:22:39.7Z,3,REGULAR,2pt,Jump Shot,[],200752,11.908672798948752,68.38235294117648,1610612762,67,68,2022-01-25T03:22:44Z,3390000,-92.0,59.0,1,left,MISS R. Gay 10' turnaround Shot,[200752],1610612762.0,UTA,turnaround,,,Gay,R. Gay,,,,,10.94,Missed,,,,,,,,,,,,,,,,,,
360,PT07M45.00S,2022-01-25T03:22:42.7Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,67,68,2022-01-25T03:22:44Z,3400000,,,0,,C. Paul REBOUND (Off:1 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,359.0,5.0,4.0,1.0,,,,,,,,,
361,PT07M34.00S,2022-01-25T03:22:53.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,90.75229960578186,37.745098039215684,1610612756,69,68,2022-01-25T03:23:01Z,3410000,-61.0,34.0,1,right,C. Paul 7' pullup bank Jump Shot (10 PTS),[101108],1610612756.0,PHX,pullup bank,,,Paul,C. Paul,,,,,7.03,Made,10.0,,,,,,,,,,,,,,,,,
362,PT07M10.00S,2022-01-25T03:23:17.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203903,12.828515111695138,51.71568627450981,1610612762,69,68,2022-01-25T03:23:21Z,3420000,-9.0,68.0,1,left,MISS J. Clarkson 6' driving Hook,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,6.86,Missed,,,,,,,,,,,,,,,,,,
363,PT07M08.00S,2022-01-25T03:23:19.3Z,3,REGULAR,rebound,defensive,[],202687,,,1610612756,69,68,2022-01-25T03:23:21Z,3430000,,,0,,B. Biyombo REBOUND (Off:2 Def:5),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,362.0,7.0,5.0,2.0,,,,,,,,,
364,PT07M01.00S,2022-01-25T03:23:27.3Z,3,REGULAR,turnover,lost ball,[],1626164,,,1610612756,69,68,2022-01-25T03:23:32Z,3440000,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 203903]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,2.0,Clarkson,203903.0,,,,,,
365,PT07M01.00S,2022-01-25T03:23:27.3Z,3,REGULAR,steal,,[],203903,,,1610612762,69,68,2022-01-25T03:23:29Z,3450000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M54.00S,2022-01-25T03:23:33.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203903,8.09789750328515,52.69607843137255,1610612762,69,70,2022-01-25T03:23:44Z,3460000,-13.0,24.0,1,left,J. Clarkson running Layup (13 PTS),[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,2.72,Made,13.0,,,,,,,,,,,,,,,,,
