actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
184,PT09M32.00S,2021-11-20T03:48:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,93.9060446780552,1.4705882352941175,1610612756,29,30,2021-11-20T03:48:18Z,1790000,-243.0,5.0,1,right,MISS C. Johnson 24' running 3PT,[1629661],1610612756.0,PHX,running,,,,,,Johnson,C. Johnson,24.26,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M24.00S,2021-11-20T03:48:17.5Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,29,30,2021-11-20T03:57:52Z,1800000,,,0,,S. Brown REBOUND (Off:0 Def:2),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
186,PT09M16.00S,2021-11-20T03:48:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.178055190538765,47.05882352941176,1610612742,29,32,2021-11-20T03:48:27Z,1810000,15.0,15.0,1,left,J. Brunson driving Layup (8 PTS),[1628973],1610612742.0,DAL,driving,,,,,,Brunson,J. Brunson,2.1,Made,,,,,8.0,,,,,,,,,,,,,,
187,PT09M06.00S,2021-11-20T03:48:35.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629661,92.9862023653088,49.01960784313725,1610612756,31,32,2021-11-20T03:49:15Z,1820000,-5.0,13.0,1,right,C. Johnson driving DUNK (5 PTS) (M. Bridges 1 AST),"[1629661, 1628969]",1610612756.0,PHX,driving,,,,,,Johnson,C. Johnson,1.43,Made,,,,,5.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,
189,PT08M50.00S,2021-11-20T03:48:50.8Z,2,REGULAR,3pt,Jump Shot,[],204001,31.882391590013142,35.294117647058826,1610612742,31,32,2021-11-20T03:48:55Z,1840000,74.0,247.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,25.79,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M48.00S,2021-11-20T03:48:52.8Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,31,32,2021-11-20T03:48:55Z,1850000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,,189.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
191,PT08M44.00S,2021-11-20T03:48:57.3Z,2,REGULAR,3pt,Jump Shot,[],1629013,91.14651773981603,96.07843137254902,1610612756,34,32,2021-11-20T03:49:00Z,1860000,230.0,31.0,1,right,L. Shamet 3PT  (3 PTS) (C. Johnson 1 AST),"[1629013, 1629661]",1610612756.0,PHX,,,,,,,Shamet,L. Shamet,23.24,Made,,,,,3.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,
193,PT08M44.00S,2021-11-20T03:49:03.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,34,32,2021-11-20T03:49:03Z,1880000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M44.00S,2021-11-20T03:49:48.6Z,2,REGULAR,substitution,out,[],201580,,,1610612742,34,32,2021-11-20T03:52:03Z,1890000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
195,PT08M44.00S,2021-11-20T03:49:48.6Z,2,REGULAR,substitution,in,[],1629028,,,1610612742,34,32,2021-11-20T03:52:03Z,1900000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
196,PT08M30.00S,2021-11-20T03:52:40.3Z,2,REGULAR,3pt,Jump Shot,[],1628425,12.434296977660972,96.56862745098039,1610612742,34,35,2021-11-20T03:52:44Z,1910000,-233.0,64.0,1,left,S. Brown 24' 3PT  (3 PTS) (J. Brunson 4 AST),"[1628425, 1628973]",1610612742.0,DAL,,,,,,,Brown,S. Brown,24.15,Made,,,,,3.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,
198,PT08M15.00S,2021-11-20T03:52:55.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,67.49342969776609,64.2156862745098,1610612756,34,35,2021-11-20T03:52:59Z,1930000,71.0,253.0,1,right,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,,,,Shamet,L. Shamet,26.29,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M12.00S,2021-11-20T03:52:58.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,34,35,2021-11-20T03:52:59Z,1940000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
200,PT08M07.00S,2021-11-20T03:53:06.8Z,2,REGULAR,foul,personal,[],1629028,,,1610612742,34,35,2021-11-20T04:02:51Z,1950000,,,0,,D. Ayton personal FOUL (1 PF),"[1629028, 1628973]",1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,1662.0,1.0,0.0,Brunson,1628973.0,,,
202,PT08M07.00S,2021-11-20T03:53:13.8Z,2,REGULAR,substitution,out,[],204001,,,1610612742,34,35,2021-11-20T03:53:16Z,1970000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,
203,PT08M07.00S,2021-11-20T03:53:13.8Z,2,REGULAR,substitution,in,[],203939,,,1610612742,34,35,2021-11-20T03:53:16Z,1980000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,
204,PT07M58.00S,2021-11-20T03:53:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.719448094612352,47.549019607843135,1610612742,34,35,2021-11-20T03:53:40Z,1990000,12.0,95.0,1,left,MISS J. Brunson 9' fadeaway Shot,[1628973],1610612742.0,DAL,fadeaway,,,,,,Brunson,J. Brunson,9.61,Missed,,,,,,,,,,,,,,,,,,,
205,PT07M54.00S,2021-11-20T03:53:39.3Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,34,35,2021-11-20T03:53:40Z,2000000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
208,PT07M39.00S,2021-11-20T03:53:54.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,87.07293035479631,61.029411764705884,1610612756,36,35,2021-11-20T03:53:58Z,2010000,55.0,69.0,1,right,M. Bridges 8' pullup Jump Shot (12 PTS),[1628969],1610612756.0,PHX,pullup,,,,,,Bridges,M. Bridges,8.83,Made,,,,,12.0,,,,,,,,,,,,,,
209,PT07M18.00S,2021-11-20T03:54:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203504,7.178055190538765,45.09803921568628,1610612742,36,35,2021-11-20T04:00:49Z,2020000,25.0,15.0,1,left,MISS T. Burke driving Layup,[203504],1610612742.0,DAL,driving,,,,,,Burke,T. Burke,2.87,Missed,,,,,,,,,,,,,,,,,,,
210,PT07M15.00S,2021-11-20T03:54:18.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,36,35,2021-11-20T03:54:19Z,2030000,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,209.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
211,PT07M12.00S,2021-11-20T03:54:20.8Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,36,35,2021-11-20T03:54:27Z,2040000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 203493]",1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,1.0,Bullock,203493.0,,,,,,,,
212,PT07M12.00S,2021-11-20T03:54:20.8Z,2,REGULAR,steal,,[],203493,,,1610612742,36,35,2021-11-20T03:54:23Z,2050000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
213,PT07M06.00S,2021-11-20T03:54:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203504,6.1268068331143235,49.01960784313725,1610612742,36,37,2021-11-20T03:54:30Z,2060000,5.0,5.0,1,left,T. Burke running Layup (2 PTS) (S. Brown 1 AST),"[203504, 1628425]",1610612742.0,DAL,running,,,,,,Burke,T. Burke,0.71,Made,,,,,2.0,S. Brown,1628425.0,1.0,,,,,,,,,,,
215,PT06M50.00S,2021-11-20T03:54:43.9Z,2,REGULAR,foul,personal,['2freethrow'],203504,,,1610612756,36,37,2021-11-20T03:54:54Z,2080000,,,0,,T. Burke shooting personal FOUL (1 PF) (Paul 2 FT),"[203504, 101108]",1610612742.0,DAL,shooting,,,,,,Burke,T. Burke,,,,,,,,,,,,,,1628172.0,1.0,0.0,Paul,101108.0,,,
217,PT06M50.00S,2021-11-20T03:55:09.2Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,37,37,2021-11-20T03:55:09Z,2100000,,,0,,C. Paul Free Throw 1 of 2 (3 PTS),[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,Made,,,,,3.0,,,,,,,,,,,,,,
218,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,37,37,2021-11-20T03:55:23Z,2110000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,
219,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,37,37,2021-11-20T03:55:23Z,2120000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
220,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,out,[],1628425,,,1610612756,37,37,2021-11-20T03:55:23Z,2130000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,
221,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,out,[],203504,,,1610612756,37,37,2021-11-20T03:55:23Z,2140000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,
222,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,37,37,2021-11-20T03:55:23Z,2150000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,
223,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,in,[],203109,,,1610612756,37,37,2021-11-20T03:55:23Z,2160000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,
224,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612756,37,37,2021-11-20T03:55:23Z,2170000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,
225,PT06M50.00S,2021-11-20T03:55:10.7Z,2,REGULAR,substitution,in,[],203501,,,1610612756,37,37,2021-11-20T03:55:23Z,2180000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,
226,PT06M50.00S,2021-11-20T03:55:28.1Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,38,37,2021-11-20T03:55:28Z,2190000,,,0,,C. Paul Free Throw 2 of 2 (4 PTS),[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,Made,,,,,4.0,,,,,,,,,,,,,,
227,PT06M37.00S,2021-11-20T03:55:44.6Z,2,REGULAR,foul,personal,[],1629028,,,1610612742,38,37,2021-11-20T03:55:54Z,2200000,,,0,,D. Ayton personal FOUL (2 PF),"[1629028, 203939]",1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,201246.0,2.0,0.0,Powell,203939.0,,,
229,PT06M37.00S,2021-11-20T03:55:51.8Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,38,37,2021-11-20T03:55:57Z,2220000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,
230,PT06M37.00S,2021-11-20T03:55:51.8Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,38,37,2021-11-20T03:55:57Z,2230000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
231,PT06M30.00S,2021-11-20T03:56:13.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,5.995400788436268,52.450980392156865,1610612742,38,39,2021-11-20T03:56:18Z,2240000,-12.0,4.0,1,left,D. Powell alley-oop DUNK (2 PTS) (F. Ntilikina 2 AST),"[203939, 1628373]",1610612742.0,DAL,alley-oop,,,,,,Powell,D. Powell,1.29,Made,,,,,2.0,F. Ntilikina,1628373.0,2.0,,,,,,,,,,,
233,PT06M19.00S,2021-11-20T03:56:24.2Z,2,REGULAR,2pt,Jump Shot,[],203109,78.40013140604468,59.55882352941176,1610612756,38,39,2021-11-20T03:56:28Z,2260000,48.0,151.0,1,right,MISS J. Crowder 15' Jump Shot,[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,15.79,Missed,,,,,,,,,,,,,,,,,,,
234,PT06M15.00S,2021-11-20T03:56:27.4Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,38,39,2021-11-20T03:56:27Z,2270000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,233.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
235,PT06M12.00S,2021-11-20T03:56:31.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629028,93.24901445466492,25.49019607843137,1610612756,38,39,2021-11-20T03:56:37Z,2280000,-123.0,11.0,1,right,MISS D. Ayton 12' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,,,,Ayton,D. Ayton,12.3,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M10.00S,2021-11-20T03:56:33.1Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,38,39,2021-11-20T03:56:37Z,2290000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
238,PT06M07.00S,2021-11-20T03:56:38.8Z,2,REGULAR,foul,personal,[],203109,,,1610612742,38,39,2021-11-20T03:57:18Z,2300000,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 203939]",1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,1662.0,1.0,0.0,Powell,203939.0,,,
240,PT06M02.00S,2021-11-20T03:57:20.7Z,2,REGULAR,3pt,Jump Shot,[],1628373,30.305519053876477,21.813725490196077,1610612742,38,39,2021-11-20T04:03:54Z,2320000,141.0,232.0,1,left,MISS F. Ntilikina 27' 3PT,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,27.18,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M59.00S,2021-11-20T03:57:23.7Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,38,39,2021-11-20T04:03:54Z,2330000,,,0,,D. Ayton REBOUND (Off:1 Def:6),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,240.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
242,PT05M46.00S,2021-11-20T03:57:27.2Z,2,REGULAR,3pt,Jump Shot,[],1626164,69.85873850197109,23.284313725490197,1610612756,38,39,2021-11-20T03:57:31Z,2340000,-134.0,231.0,1,right,MISS D. Booker 26' 3PT,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,26.67,Missed,,,,,,,,,,,,,,,,,,,
243,PT05M46.00S,2021-11-20T03:57:27.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,38,39,2021-11-20T03:57:31Z,2350000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,
288,PT05M46.00S,2021-11-20T03:57:35.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,38,39,2021-11-20T04:04:44Z,2355000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M33.00S,2021-11-20T03:57:44.6Z,2,REGULAR,2pt,Jump Shot,[],203501,28.07161629434954,46.568627450980394,1610612742,38,39,2021-11-20T03:57:51Z,2360000,17.0,211.0,1,left,MISS T. Hardaway Jr. 21' pullup Shot,[203501],1610612742.0,DAL,pullup,,,,,,Hardaway Jr.,T. Hardaway Jr.,21.21,Missed,,,,,,,,,,,,,,,,,,,
245,PT05M29.00S,2021-11-20T03:57:48.6Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,38,39,2021-11-20T03:57:51Z,2370000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,244.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
246,PT05M19.00S,2021-11-20T03:58:01.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,38,39,2021-11-20T03:58:01Z,2380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M15.00S,2021-11-20T03:58:21.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,32.14520367936925,72.79411764705883,1610612742,38,39,2021-11-20T03:58:29Z,2390000,-114.0,250.0,1,left,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,27.45,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M12.00S,2021-11-20T03:58:24.4Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,38,39,2021-11-20T03:58:29Z,2400000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,247.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
249,PT05M10.00S,2021-11-20T03:58:26.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,26.231931668856767,11.519607843137255,1610612742,38,39,2021-11-20T03:58:31Z,2410000,192.0,194.0,1,left,MISS D. Finney-Smith 27' 3PT,[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,27.33,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M10.00S,2021-11-20T03:58:26.2Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,38,39,2021-11-20T03:58:31Z,2420000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
251,PT05M03.00S,2021-11-20T03:58:33.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,73.14388961892247,83.33333333333334,1610612756,41,39,2021-11-20T03:58:38Z,2430000,167.0,200.0,1,right,M. Bridges 26' 3PT running (15 PTS) (C. Paul 4 AST),"[1628969, 101108]",1610612756.0,PHX,running,,,,,,Bridges,M. Bridges,26.03,Made,,,,,15.0,C. Paul,101108.0,4.0,,,,,,,,,,,
253,PT04M44.00S,2021-11-20T03:58:52.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203939,9.806176084099869,47.794117647058826,1610612742,41,39,2021-11-20T03:58:57Z,2450000,11.0,40.0,1,left,MISS D. Powell driving bank Shot,[203939],1610612742.0,DAL,driving bank,,,,,,Powell,D. Powell,4.12,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M41.00S,2021-11-20T03:58:55.5Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,41,39,2021-11-20T03:58:57Z,2460000,,,0,,D. Ayton REBOUND (Off:1 Def:7),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,253.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
255,PT04M37.00S,2021-11-20T03:58:59.8Z,2,REGULAR,3pt,Jump Shot,[],101108,68.41327201051249,29.65686274509804,1610612756,44,39,2021-11-20T03:59:04Z,2470000,-102.0,244.0,1,right,C. Paul 26' 3PT pullup (7 PTS),[101108],1610612756.0,PHX,pullup,,,,,,Paul,C. Paul,26.47,Made,,,,,7.0,,,,,,,,,,,,,,
256,PT04M18.00S,2021-11-20T03:59:18.1Z,2,REGULAR,2pt,Jump Shot,[],1628373,25.837713534822605,45.588235294117645,1610612742,44,39,2021-11-20T03:59:22Z,2480000,22.0,190.0,1,left,MISS F. Ntilikina 19' Jump Shot,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,19.17,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M15.00S,2021-11-20T03:59:21.1Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,44,39,2021-11-20T03:59:22Z,2490000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,256.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
258,PT04M14.00S,2021-11-20T03:59:22.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203493,4.681340341655716,71.81372549019608,1610612742,44,41,2021-11-20T03:59:26Z,2500000,-109.0,-8.0,1,left,R. Bullock 10' pullup Jump Shot (6 PTS) (D. Powell 2 AST),"[203493, 203939]",1610612742.0,DAL,pullup,,,,,,Bullock,R. Bullock,10.94,Made,,,,,6.0,D. Powell,203939.0,2.0,,,,,,,,,,,
260,PT04M02.00S,2021-11-20T03:59:34.5Z,2,REGULAR,3pt,Jump Shot,[],101108,73.14388961892247,10.53921568627451,1610612756,47,41,2021-11-20T03:59:39Z,2520000,-197.0,200.0,1,right,C. Paul 28' 3PT step back (10 PTS),[101108],1610612756.0,PHX,step back,,,,,,Paul,C. Paul,28.09,Made,,,,,10.0,,,,,,,,,,,,,,
261,PT03M44.00S,2021-11-20T03:59:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,10.85742444152431,50.0,1610612742,47,41,2021-11-20T03:59:58Z,2530000,0.0,50.0,1,left,MISS F. Ntilikina driving Layup - blocked,"[1628373, 1629028]",1610612742.0,DAL,driving,,,,,,Ntilikina,F. Ntilikina,4.96,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0,
262,PT03M44.00S,2021-11-20T03:59:52.4Z,2,REGULAR,block,,[],1629028,,,1610612742,47,41,2021-11-20T03:59:56Z,2540000,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
263,PT03M40.00S,2021-11-20T03:59:56.4Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,47,41,2021-11-20T03:59:58Z,2550000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
264,PT03M38.00S,2021-11-20T04:00:00.9Z,2,REGULAR,foul,personal,['2freethrow'],203493,,,1610612756,47,41,2021-11-20T04:00:15Z,2560000,,,0,,R. Bullock shooting personal FOUL (1 PF) (Bridges 2 FT),"[203493, 1628969]",1610612742.0,DAL,shooting,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,1662.0,1.0,0.0,Bridges,1628969.0,,,
266,PT03M38.00S,2021-11-20T04:00:35.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628969,,,1610612756,48,41,2021-11-20T04:00:35Z,2580000,,,0,,M. Bridges Free Throw 1 of 2 (16 PTS),[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,Made,,,,,16.0,,,,,,,,,,,,,,
267,PT03M38.00S,2021-11-20T04:00:39.0Z,2,REGULAR,substitution,out,[],203939,,,1610612756,48,41,2021-11-20T04:00:47Z,2590000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,
268,PT03M38.00S,2021-11-20T04:00:39.0Z,2,REGULAR,substitution,out,[],203493,,,1610612756,48,41,2021-11-20T04:00:47Z,2600000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
269,PT03M38.00S,2021-11-20T04:00:39.0Z,2,REGULAR,substitution,in,[],204001,,,1610612756,48,41,2021-11-20T04:00:47Z,2610000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,
270,PT03M38.00S,2021-11-20T04:00:39.0Z,2,REGULAR,substitution,in,[],1628973,,,1610612756,48,41,2021-11-20T04:00:47Z,2620000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,
271,PT03M38.00S,2021-11-20T04:01:04.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628969,,,1610612756,49,41,2021-11-20T04:01:04Z,2630000,,,0,,M. Bridges Free Throw 2 of 2 (17 PTS),[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,Made,,,,,17.0,,,,,,,,,,,,,,
272,PT03M18.00S,2021-11-20T04:01:26.3Z,2,REGULAR,3pt,Jump Shot,[],203501,34.37910643889619,50.73529411764706,1610612742,49,41,2021-11-20T04:01:33Z,2640000,-4.0,271.0,1,left,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,27.07,Missed,,,,,,,,,,,,,,,,,,,
273,PT03M16.00S,2021-11-20T04:01:28.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,49,41,2021-11-20T04:01:33Z,2650000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,272.0,,,,,,,,,,,,,,,,,,
274,PT03M16.00S,2021-11-20T04:01:33.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,49,41,2021-11-20T04:01:33Z,2660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
