actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
259,PT05M00.00S,2026-02-25T01:56:33.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642265,67.19571287779237,57.37591911764706,1610612741,47,43,2026-02-25T01:56:59Z,2540000,False,37.0,256.0,1,right,MISS R. Dillingham 25' pullup 3PT,[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
260,PT04M57.00S,2026-02-25T01:56:36.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,47,43,2026-02-25T01:56:41Z,2550000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,,,,,,259.0,,,,,,1.0,1.0,0.0,,
261,PT04M52.00S,2026-02-25T01:56:42.1Z,2,REGULAR,3pt,Jump Shot,[],1630163,32.276609724047304,26.96078431372549,1610612766,47,43,2026-02-25T01:57:30Z,2560000,False,115.0,251.0,1,left,MISS L. Ball 27' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.61,Missed,,,,,,,,,,,,,,,,,,
262,PT04M48.00S,2026-02-25T01:56:46.3Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,47,43,2026-02-25T01:56:46Z,2570000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,261.0,,,,,,5.0,3.0,2.0,,
263,PT04M46.00S,2026-02-25T01:56:48.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,27.414586070959263,80.63725490196079,1610612766,47,46,2026-02-25T01:56:52Z,2580000,False,-153.0,205.0,1,left,C. White 25' 3PT  (5 PTS) (M. Diabaté 2 AST),"[1629632, 1631217]",1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.61,Made,5.0,M. Diabaté,1631217.0,2.0,,,,,,,,,,,,,,
265,PT04M27.00S,2026-02-25T01:57:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.32917214191852,53.18627450980392,1610612741,47,46,2026-02-25T01:57:16Z,2600000,False,16.0,20.0,1,right,MISS J. Giddey driving Layup - blocked,"[1630581, 1631217]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,Diabaté,1631217.0
266,PT04M27.00S,2026-02-25T01:57:06.7Z,2,REGULAR,block,,[],1631217,,,1610612741,47,46,2026-02-25T01:57:08Z,2610000,False,,,0,,M. Diabaté BLOCK (2 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT04M24.00S,2026-02-25T01:57:09.7Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612741,47,46,2026-02-25T01:57:16Z,2620000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,265.0,,,,,,1.0,0.0,1.0,,
268,PT04M24.00S,2026-02-25T01:57:11.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630581,95.3515111695138,68.13725490196079,1610612741,47,46,2026-02-25T01:58:24Z,2630000,False,91.0,-9.0,1,right,MISS J. Giddey 9' floating Shot - blocked,"[1630581, 1631217]",1610612741.0,CHI,floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,9.11,Missed,,,,,,,,,,,,,,,,,Diabaté,1631217.0
269,PT04M24.00S,2026-02-25T01:57:11.7Z,2,REGULAR,block,,[],1631217,,,1610612741,47,46,2026-02-25T01:57:14Z,2640000,False,,,0,,M. Diabaté BLOCK (3 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
270,PT04M23.00S,2026-02-25T01:57:12.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,47,46,2026-02-25T01:57:33Z,2650000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,268.0,,,,,,,,,,
272,PT04M23.00S,2026-02-25T01:57:26.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612741,47,46,2026-02-25T01:57:30Z,2670000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M23.00S,2026-02-25T01:57:26.6Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,47,46,2026-02-25T01:57:30Z,2680000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M21.00S,2026-02-25T01:57:47.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,47,46,2026-02-25T01:57:53Z,2690000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
275,PT03M58.00S,2026-02-25T01:58:20.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,25.443495400788436,12.5,1610612766,47,46,2026-02-25T01:58:39Z,2700000,False,188.0,187.0,1,left,MISS J. Green 26' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
276,PT03M57.00S,2026-02-25T01:58:21.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,47,46,2026-02-25T01:58:56Z,2710000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,275.0,,,,,,,,,,
277,PT03M57.00S,2026-02-25T01:58:53.6Z,2,REGULAR,substitution,out,[],1642265,,,1610612766,47,46,2026-02-25T01:59:03Z,2720000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M57.00S,2026-02-25T01:58:53.6Z,2,REGULAR,substitution,in,[],1641824,,,1610612766,47,46,2026-02-25T01:59:03Z,2730000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M52.00S,2026-02-25T01:59:11.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629632,30.56833114323259,24.019607843137255,1610612766,47,49,2026-02-25T01:59:18Z,2740000,False,130.0,235.0,1,left,C. White 26' 3PT  (8 PTS) (L. Ball 4 AST),"[1629632, 1630163]",1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,26.83,Made,8.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,
282,PT03M38.00S,2026-02-25T01:59:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,94.43166885676742,47.30392156862745,1610612741,49,49,2026-02-25T02:00:02Z,2760000,False,-13.0,0.0,1,right,M. Buzelis driving finger roll Layup (14 PTS),[1641824],1610612741.0,CHI,driving finger roll,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.35,Made,14.0,,,,,,,,,,,,,,,,,
283,PT03M29.00S,2026-02-25T01:59:34.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,14.14257555847569,53.18627450980392,1610612766,49,49,2026-02-25T01:59:37Z,2770000,False,-16.0,80.0,1,left,MISS L. Ball 8' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,,,,,,,,,,,,,,
284,PT03M27.00S,2026-02-25T01:59:36.2Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612741,49,49,2026-02-25T01:59:37Z,2780000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,283.0,,,,,,2.0,1.0,1.0,,
285,PT03M25.00S,2026-02-25T01:59:39.5Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612741,49,49,2026-02-25T01:59:50Z,2790000,False,,,0,,C. White shooting personal FOUL (1 PF) (Okoro 2 FT),"[1629632, 1630171]",1610612766.0,CHA,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Okoro,1630171.0,,,,,
287,PT03M25.00S,2026-02-25T02:00:08.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630171,,,1610612741,50,49,2026-02-25T02:00:08Z,2810000,False,,,0,,I. Okoro Free Throw 1 of 2 (6 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
288,PT03M25.00S,2026-02-25T02:00:10.0Z,2,REGULAR,substitution,out,[],1630182,,,1610612741,50,49,2026-02-25T02:00:13Z,2820000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M25.00S,2026-02-25T02:00:10.0Z,2,REGULAR,substitution,in,[],1642851,,,1610612741,50,49,2026-02-25T02:00:13Z,2830000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M25.00S,2026-02-25T02:00:27.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630171,,,1610612741,51,49,2026-02-25T02:00:27Z,2840000,False,,,0,,I. Okoro Free Throw 2 of 2 (7 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
291,PT03M10.00S,2026-02-25T02:00:47.4Z,2,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612766,51,49,2026-02-25T02:00:52Z,2850000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (2 TO),[1629632],1610612766.0,CHA,lost ball,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,1626300.0,,,,,,,,,
292,PT03M10.00S,2026-02-25T02:00:51.0Z,2,REGULAR,substitution,out,[],1627824,,,1610612741,51,49,2026-02-25T02:00:53Z,2860000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M10.00S,2026-02-25T02:00:51.0Z,2,REGULAR,substitution,in,[],1630208,,,1610612741,51,49,2026-02-25T02:00:53Z,2870000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M55.00S,2026-02-25T02:01:12.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,92.90407358738501,54.49601715686274,1610612741,51,49,2026-02-25T02:01:20Z,2880000,False,22.0,14.0,1,right,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.66,Missed,,,,,,,,,,,,,,,,,,
295,PT02M54.00S,2026-02-25T02:01:13.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,51,49,2026-02-25T02:01:20Z,2890000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,294.0,,,,,,2.0,2.0,0.0,,
296,PT02M41.00S,2026-02-25T02:01:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,18.396846254927727,53.55392156862745,1610612766,51,51,2026-02-25T02:01:33Z,2900000,False,-18.0,120.0,1,left,K. Knueppel 12' driving floating Jump Shot (7 PTS),[1642851],1610612766.0,CHA,driving floating,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,12.17,Made,7.0,,,,,,,,,,,,,,,,,
297,PT02M26.00S,2026-02-25T02:01:42.0Z,2,REGULAR,3pt,Jump Shot,[],1641824,71.69842312746385,79.16666666666666,1610612741,51,51,2026-02-25T02:02:33Z,2910000,False,146.0,214.0,1,right,MISS M. Buzelis 25' pullup 3PT,[1641824],1610612741.0,CHI,pullup,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
298,PT02M22.00S,2026-02-25T02:01:46.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,51,51,2026-02-25T02:01:47Z,2920000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,297.0,,,,,,1.0,1.0,0.0,,
299,PT02M14.00S,2026-02-25T02:01:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,13.091327201051248,41.17647058823529,1610612766,51,51,2026-02-25T02:01:58Z,2930000,False,44.0,71.0,1,left,MISS L. Ball 8' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.32,Missed,,,,,,,,,,,,,,,,,,
300,PT02M13.00S,2026-02-25T02:01:54.9Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,51,51,2026-02-25T02:01:58Z,2940000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,299.0,,,,,,3.0,3.0,0.0,,
301,PT02M04.00S,2026-02-25T02:02:03.7Z,2,REGULAR,3pt,Jump Shot,[],1641824,66.70499342969777,40.19607843137255,1610612741,51,51,2026-02-25T02:02:09Z,2950000,False,-49.0,260.0,1,right,MISS M. Buzelis 26' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,
302,PT02M01.00S,2026-02-25T02:02:07.1Z,2,REGULAR,rebound,offensive,[],1630172,,,1610612741,51,51,2026-02-25T02:02:07Z,2960000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,301.0,,,,,,2.0,1.0,1.0,,
303,PT01M58.00S,2026-02-25T02:02:09.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,71.82982917214193,18.137254901960784,1610612741,51,51,2026-02-25T02:02:16Z,2970000,False,-159.0,212.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
304,PT01M52.00S,2026-02-25T02:02:15.7Z,2,REGULAR,rebound,offensive,[],1641824,,,1610612741,51,51,2026-02-25T02:02:16Z,2980000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,303.0,,,,,,4.0,3.0,1.0,,
305,PT01M52.00S,2026-02-25T02:02:15.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641824,94.40999984741211,50.0,1610612741,53,51,2026-02-25T02:02:18Z,2990000,False,0.0,0.0,1,right,M. Buzelis putback DUNK (16 PTS),[1641824],1610612741.0,CHI,putback,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.0,Made,16.0,,,,,,,,,,,,,,,,,
306,PT01M28.00S,2026-02-25T02:02:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,10.068988173455978,58.57843137254902,1610612766,53,51,2026-02-25T02:02:42Z,3000000,False,-43.0,42.0,1,left,MISS C. White 6' turnaround fadeaway Shot,[1629632],1610612766.0,CHA,turnaround fadeaway,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,,,,
307,PT01M25.00S,2026-02-25T02:02:42.4Z,2,REGULAR,rebound,offensive,[],1642851,,,1610612766,53,51,2026-02-25T02:02:42Z,3010000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:0),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,306.0,,,,,,1.0,0.0,1.0,,
308,PT01M22.00S,2026-02-25T02:02:49.1Z,2,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612766,53,51,2026-02-25T02:02:59Z,3020000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Knueppel 2 FT),"[1641824, 1642851]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Knueppel,1642851.0,,,,,
310,PT01M22.00S,2026-02-25T02:03:15.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642851,,,1610612766,53,52,2026-02-25T02:03:15Z,3040000,False,,,0,,K. Knueppel Free Throw 1 of 2 (8 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
311,PT01M22.00S,2026-02-25T02:03:16.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612766,53,52,2026-02-25T02:03:30Z,3050000,False,,,0,,SUB out: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M22.00S,2026-02-25T02:03:16.1Z,2,REGULAR,substitution,out,[],1631217,,,1610612766,53,52,2026-02-25T02:03:30Z,3060000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M22.00S,2026-02-25T02:03:16.1Z,2,REGULAR,substitution,in,[],1641750,,,1610612766,53,52,2026-02-25T02:03:30Z,3070000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M22.00S,2026-02-25T02:03:16.1Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,53,52,2026-02-25T02:03:30Z,3080000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M22.00S,2026-02-25T02:03:40.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642851,,,1610612766,53,53,2026-02-25T02:03:40Z,3090000,False,,,0,,K. Knueppel Free Throw 2 of 2 (9 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
316,PT01M02.00S,2026-02-25T02:04:00.9Z,2,REGULAR,3pt,Jump Shot,[],1630171,95.3515111695138,4.166666666666666,1610612741,53,53,2026-02-25T02:04:04Z,3100000,False,-229.0,-9.0,1,right,MISS I. Okoro 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
317,PT00M59.90S,2026-02-25T02:04:03.0Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,53,53,2026-02-25T02:04:04Z,3110000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,,,,,316.0,,,,,,3.0,3.0,0.0,,
319,PT00M48.10S,2026-02-25T02:04:34.1Z,2,REGULAR,3pt,Jump Shot,[],1641706,6.389618922470433,3.431372549019608,1610612766,53,56,2026-02-25T02:04:38Z,3130000,False,233.0,8.0,1,left,B. Miller 3PT  (11 PTS) (L. Ball 5 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,23.29,Made,11.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,,
321,PT00M40.70S,2026-02-25T02:04:45.3Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612741,53,56,2026-02-25T02:04:55Z,3150000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Richards 2 FT),"[1629684, 1630208]",1610612766.0,CHA,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,2.0,0.0,Richards,1630208.0,,,,,
323,PT00M40.70S,2026-02-25T02:05:15.2Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612741,54,56,2026-02-25T02:05:15Z,3170000,False,,,0,,N. Richards Free Throw 1 of 2 (1 PTS),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
324,PT00M40.70S,2026-02-25T02:05:16.1Z,2,REGULAR,substitution,out,[],1641750,,,1610612741,54,56,2026-02-25T02:05:24Z,3180000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M40.70S,2026-02-25T02:05:16.1Z,2,REGULAR,substitution,in,[],1628970,,,1610612741,54,56,2026-02-25T02:05:24Z,3190000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M40.70S,2026-02-25T02:05:44.6Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612741,55,56,2026-02-25T02:05:44Z,3200000,False,,,0,,N. Richards Free Throw 2 of 2 (2 PTS),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
327,PT00M29.80S,2026-02-25T02:05:59.9Z,2,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,55,56,2026-02-25T02:06:06Z,3210000,False,,,0,,B. Miller lost ball out-of-bounds TURNOVER (5 TO),[1641706],1610612766.0,CHA,lost ball,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,5.0,,,,1626300.0,,,,,,,,,
328,PT00M29.80S,2026-02-25T02:06:07.6Z,2,REGULAR,substitution,out,[],1630163,,,1610612741,55,56,2026-02-25T02:06:13Z,3220000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M29.80S,2026-02-25T02:06:07.6Z,2,REGULAR,substitution,in,[],1642883,,,1610612741,55,56,2026-02-25T02:06:13Z,3230000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M08.60S,2026-02-25T02:06:39.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630171,86.35430354796321,48.06219362745098,1610612741,55,56,2026-02-25T02:06:46Z,3240000,False,-10.0,76.0,1,right,MISS I. Okoro 7' driving floating Shot - blocked,"[1630171, 1641706]",1610612741.0,CHI,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,Miller,1641706.0
331,PT00M08.60S,2026-02-25T02:06:39.9Z,2,REGULAR,block,,[],1641706,,,1610612741,55,56,2026-02-25T02:06:42Z,3250000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
332,PT00M05.70S,2026-02-25T02:06:42.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,55,56,2026-02-25T02:06:46Z,3260000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,330.0,,,,,,2.0,2.0,0.0,,
333,PT00M00.00S,2026-02-25T02:06:49.6Z,2,REGULAR,2pt,Jump Shot,[],1641706,8.492115637319317,79.65686274509804,1610612766,55,56,2026-02-25T02:07:34Z,3270000,False,-148.0,27.0,1,left,MISS B. Miller 15' Jump Shot,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,15.08,Missed,,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2026-02-25T02:06:49.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,55,56,2026-02-25T02:06:54Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,333.0,,,,,,,,,,
335,PT00M00.00S,2026-02-25T02:06:53.5Z,2,REGULAR,period,end,[],0,,,1610612766,55,56,2026-02-25T02:06:53Z,3290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2026-02-25T02:21:37.2Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612766,55,56,2026-02-25T02:22:06Z,3300000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2026-02-25T02:21:37.2Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612766,55,56,2026-02-25T02:22:06Z,3310000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2026-02-25T02:21:37.2Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612766,55,56,2026-02-25T02:22:06Z,3320000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2026-02-25T02:21:37.2Z,3,REGULAR,substitution,out,['startperiod'],1642883,,,1610612766,55,56,2026-02-25T02:22:06Z,3330000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
