actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
659,PT07M41.00S,2026-01-01T02:07:24.7Z,4,REGULAR,steal,,[],1642274,,,1610612740,112,101,2026-01-01T02:07:26Z,6410000,False,,,0,,Y. Missi STEAL (2 STL),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
660,PT07M37.00S,2026-01-01T02:07:29.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,4.5499342969776615,53.431372549019606,1610612740,112,103,2026-01-01T02:07:42Z,6420000,False,-17.0,-10.0,1,left,Z. Williamson running Layup (27 PTS) (T. Murphy III 3 AST),"[1629627, 1630530]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.97,Made,27.0,T. Murphy III,1630530.0,3.0,,,,,,,,,,,,,
662,PT07M37.00S,2026-01-01T02:07:35.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,112,103,2026-01-01T02:07:35Z,6440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT07M37.00S,2026-01-01T02:10:08.9Z,4,REGULAR,substitution,out,[],1629627,,,1610612741,112,103,2026-01-01T02:10:24Z,6450000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT07M37.00S,2026-01-01T02:10:08.9Z,4,REGULAR,substitution,out,[],1642274,,,1610612741,112,103,2026-01-01T02:10:24Z,6460000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT07M37.00S,2026-01-01T02:10:08.9Z,4,REGULAR,substitution,in,[],1626172,,,1610612741,112,103,2026-01-01T02:10:24Z,6470000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT07M37.00S,2026-01-01T02:10:08.9Z,4,REGULAR,substitution,in,[],1642852,,,1610612741,112,103,2026-01-01T02:10:24Z,6480000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT07M23.00S,2026-01-01T02:10:39.9Z,4,REGULAR,3pt,Jump Shot,[],1630188,75.3777923784494,13.23529411764706,1610612741,112,103,2026-01-01T02:10:46Z,6490000,False,-184.0,179.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,
668,PT07M18.00S,2026-01-01T02:10:44.9Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612741,112,103,2026-01-01T02:10:46Z,6500000,False,,,0,,J. Smith REBOUND (Off:3 Def:9),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Left Center,,,,,,,667.0,12.0,9.0,3.0,,,,,,,,,
669,PT07M11.00S,2026-01-01T02:10:51.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,68.54467805519053,30.14705882352941,1610612741,112,103,2026-01-01T02:10:58Z,6510000,False,-99.0,243.0,1,right,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,
670,PT07M06.00S,2026-01-01T02:10:56.8Z,4,REGULAR,rebound,defensive,[],1642877,,,1610612740,112,103,2026-01-01T02:10:58Z,6520000,False,,,0,,M. Peavy REBOUND (Off:0 Def:2),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,Above the Break 3,24+ Left Center,,,,,,,669.0,2.0,2.0,0.0,,,,,,,,,
671,PT06M53.00S,2026-01-01T02:11:09.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,10.726018396846255,47.05882352941176,1610612740,112,103,2026-01-01T02:11:14Z,6530000,False,15.0,48.0,1,left,MISS J. Fears driving Layup - blocked,"[1642847, 1628989]",1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,Huerter,1628989.0,,,,,,,
672,PT06M53.00S,2026-01-01T02:11:09.3Z,4,REGULAR,block,,[],1628989,,,1610612740,112,103,2026-01-01T02:11:11Z,6540000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
673,PT06M51.00S,2026-01-01T02:11:11.3Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,112,103,2026-01-01T02:11:14Z,6550000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,671.0,4.0,3.0,1.0,,,,,,,,,
674,PT06M48.00S,2026-01-01T02:11:14.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641824,93.11760840998686,49.50980392156863,1610612741,114,103,2026-01-01T02:11:18Z,6560000,False,-2.0,12.0,1,right,M. Buzelis running DUNK (19 PTS) (A. Dosunmu 6 AST),"[1641824, 1630245]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,,Restricted Area,0-8 Center,1.25,Made,19.0,A. Dosunmu,1630245.0,6.0,,,,,,,,,,,,,
676,PT06M22.00S,2026-01-01T02:11:40.4Z,4,REGULAR,2pt,Jump Shot,[],1642852,24.26084099868594,73.2843137254902,1610612740,114,103,2026-01-01T02:21:46Z,6580000,False,-116.0,176.0,1,left,MISS D. Queen 21' Jump Shot,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Mid-Range,16-24 Left Center,21.07,Missed,,,,,,,,,,,,,,,,,
677,PT06M18.00S,2026-01-01T02:11:44.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612741,114,103,2026-01-01T02:12:44Z,6590000,False,,,0,,J. Smith REBOUND (Off:3 Def:10),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Left Center,,,,,,,676.0,13.0,10.0,3.0,,,,,,,,,
678,PT06M14.00S,2026-01-01T02:11:51.0Z,4,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612741,114,103,2026-01-01T02:12:04Z,6600000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[1626172, 1630245]",1610612740.0,NOP,shooting,,,Looney,K. Looney,,,,,1628485.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Dosunmu,1630245.0
680,PT06M14.00S,2026-01-01T02:12:21.0Z,4,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,115,103,2026-01-01T02:12:21Z,6620000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (8 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
681,PT06M14.00S,2026-01-01T02:12:21.8Z,4,REGULAR,substitution,out,[],1642847,,,1610612741,115,103,2026-01-01T02:12:26Z,6630000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT06M14.00S,2026-01-01T02:12:21.8Z,4,REGULAR,substitution,in,[],1629673,,,1610612741,115,103,2026-01-01T02:12:26Z,6640000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT06M14.00S,2026-01-01T02:12:41.8Z,4,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,116,103,2026-01-01T02:12:41Z,6650000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (9 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
684,PT06M02.00S,2026-01-01T02:12:57.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,6.389618922470433,50.245098039215684,1610612740,116,105,2026-01-01T02:13:03Z,6660000,False,-1.0,8.0,1,left,T. Murphy III cutting finger roll Layup (12 PTS) (D. Queen 4 AST),"[1630530, 1642852]",1610612740.0,NOP,cutting finger roll,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,0.77,Made,12.0,D. Queen,1642852.0,4.0,,,,,,,,,,,,,
686,PT05M53.00S,2026-01-01T02:13:06.3Z,4,REGULAR,3pt,Jump Shot,[],1628989,72.7496714848883,17.15686274509804,1610612741,119,105,2026-01-01T02:13:10Z,6680000,False,-164.0,204.0,1,right,K. Huerter 26' 3PT  (13 PTS) (I. Okoro 1 AST),"[1628989, 1630171]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Left Center,26.16,Made,13.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,
693,PT05M38.00S,2026-01-01T02:13:30.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,9.017739816031538,39.21568627450981,1610612740,119,105,2026-01-01T02:14:52Z,6715000,False,54.0,32.0,1,left,MISS J. Poole 6' driving floating Shot - blocked,"[1629673, 1628989]",1610612740.0,NOP,driving floating,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,Huerter,1628989.0,,,,,,,
694,PT05M38.00S,2026-01-01T02:13:30.4Z,4,REGULAR,block,,[],1628989,,,1610612740,119,105,2026-01-01T02:15:03Z,6717500,False,,,0,,K. Huerter BLOCK (2 BLK),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
695,PT05M38.00S,2026-01-01T02:13:30.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612741,119,105,2026-01-01T02:14:52Z,6718750,False,,,0,,J. Smith REBOUND (Off:3 Def:11),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,693.0,14.0,11.0,3.0,,,,,,,,,
690,PT05M22.00S,2026-01-01T02:13:38.1Z,4,REGULAR,3pt,Jump Shot,[],1630245,89.30683311432325,3.9215686274509802,1610612741,122,105,2026-01-01T02:14:52Z,6720000,False,-230.0,48.0,1,right,A. Dosunmu 3PT  (12 PTS) (I. Okoro 2 AST),"[1630245, 1630171]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Left Corner 3,24+ Left,23.53,Made,12.0,I. Okoro,1630171.0,2.0,,,,,,,,,,,,,
692,PT05M22.00S,2026-01-01T02:13:45.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,122,105,2026-01-01T02:13:45Z,6740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,out,[],1630188,,,1610612740,122,105,2026-01-01T02:15:13Z,6750000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,out,[],1630171,,,1610612740,122,105,2026-01-01T02:15:13Z,6760000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,out,[],1642877,,,1610612740,122,105,2026-01-01T02:15:13Z,6770000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,in,[],1630172,,,1610612740,122,105,2026-01-01T02:15:13Z,6780000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,in,[],202696,,,1610612740,122,105,2026-01-01T02:15:13Z,6790000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,in,[],1630180,,,1610612740,122,105,2026-01-01T02:15:13Z,6800000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,out,[],1626172,,,1610612740,122,105,2026-01-01T02:15:28Z,6810000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT05M22.00S,2026-01-01T02:15:00.1Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,122,105,2026-01-01T02:15:28Z,6820000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT05M09.00S,2026-01-01T02:15:31.9Z,4,REGULAR,3pt,Jump Shot,[],1630530,29.911300919842315,22.794117647058822,1610612740,122,108,2026-01-01T02:25:46Z,6830000,False,136.0,229.0,1,left,T. Murphy III 26' 3PT step back (15 PTS) (Z. Williamson 3 AST),"[1630530, 1629627]",1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Right Center,26.61,Made,15.0,Z. Williamson,1629627.0,3.0,,,,,,,,,,,,,
706,PT04M49.00S,2026-01-01T02:15:52.8Z,4,REGULAR,3pt,Jump Shot,[],1641824,67.36202365308804,40.68627450980392,1610612741,122,108,2026-01-01T02:15:56Z,6850000,False,-47.0,254.0,1,right,MISS M. Buzelis 25' step back 3PT,[1641824],1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,
707,PT04M47.00S,2026-01-01T02:15:54.8Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,122,108,2026-01-01T02:15:56Z,6860000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,,,,,,,706.0,5.0,5.0,0.0,,,,,,,,,
708,PT04M39.00S,2026-01-01T02:16:02.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,5.995400788436268,51.225490196078425,1610612740,122,110,2026-01-01T02:16:12Z,6870000,False,-6.0,4.0,1,left,D. Queen driving Layup (9 PTS),[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,0.72,Made,9.0,,,,,,,,,,,,,,,,
709,PT04M39.00S,2026-01-01T02:16:09.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,122,110,2026-01-01T02:16:09Z,6880000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,PT04M39.00S,2026-01-01T02:17:01.1Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,122,110,2026-01-01T02:18:11Z,6885000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
714,PT04M39.00S,2026-01-01T02:17:01.1Z,4,REGULAR,substitution,out,[],1641824,,,1610612741,122,110,2026-01-01T02:18:11Z,6887500,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
715,PT04M39.00S,2026-01-01T02:17:01.1Z,4,REGULAR,substitution,in,[],1630171,,,1610612741,122,110,2026-01-01T02:18:11Z,6888750,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT04M39.00S,2026-01-01T02:17:01.1Z,4,REGULAR,substitution,in,[],1630200,,,1610612741,122,110,2026-01-01T02:18:11Z,6889375,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT04M17.00S,2026-01-01T02:17:53.1Z,4,REGULAR,turnover,bad pass,[],1628989,,,1610612741,122,110,2026-01-01T02:18:22Z,6890000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1642852]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Queen,1642852.0,,,,
711,PT04M17.00S,2026-01-01T02:17:53.1Z,4,REGULAR,steal,,[],1642852,,,1610612740,122,110,2026-01-01T02:17:54Z,6900000,False,,,0,,D. Queen STEAL (2 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
712,PT04M05.00S,2026-01-01T02:18:08.9Z,4,REGULAR,turnover,out-of-bounds,[],1642852,,,1610612740,122,110,2026-01-01T02:18:28Z,6910000,False,,,0,,D. Queen step out-of-bounds TURNOVER (1 TO),[1642852],1610612740.0,NOP,step,,,Queen,D. Queen,,,,,2003.0,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,,,,
717,PT03M49.00S,2026-01-01T02:18:28.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,93.64323258869908,46.32352941176471,1610612741,122,110,2026-01-01T02:18:33Z,6920000,False,-18.0,7.0,1,right,MISS K. Huerter driving Layup - blocked,"[1628989, 1642852]",1610612741.0,CHI,driving,,,Huerter,K. Huerter,,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,Queen,1642852.0,,,,,,,
718,PT03M49.00S,2026-01-01T02:18:28.1Z,4,REGULAR,block,,[],1642852,,,1610612741,122,110,2026-01-01T02:18:30Z,6930000,False,,,0,,D. Queen BLOCK (5 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
719,PT03M46.00S,2026-01-01T02:18:31.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,122,110,2026-01-01T02:18:33Z,6940000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,,,,,,,717.0,6.0,6.0,0.0,,,,,,,,,
720,PT03M42.00S,2026-01-01T02:18:35.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,6.389618922470433,51.470588235294116,1610612740,122,112,2026-01-01T02:18:43Z,6950000,False,-7.0,8.0,1,left,Z. Williamson running Layup (29 PTS) (T. Murphy III 4 AST),"[1629627, 1630530]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.06,Made,29.0,T. Murphy III,1630530.0,4.0,,,,,,,,,,,,,
722,PT03M23.00S,2026-01-01T02:18:53.8Z,4,REGULAR,3pt,Jump Shot,[],1630172,76.03482260183968,13.23529411764706,1610612741,125,112,2026-01-01T02:18:57Z,6970000,False,-184.0,173.0,1,right,P. Williams 25' 3PT  (10 PTS) (T. Jones 11 AST),"[1630172, 1630200]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,,Above the Break 3,24+ Left Center,25.23,Made,10.0,T. Jones,1630200.0,11.0,,,,,,,,,,,,,
724,PT03M17.00S,2026-01-01T02:19:06.2Z,4,REGULAR,turnover,backcourt,[],1642852,,,1610612740,125,112,2026-01-01T02:20:48Z,6990000,False,,,0,,D. Queen backcourt TURNOVER (2 TO),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,202026.0,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,,,,
725,PT03M10.00S,2026-01-01T02:19:26.9Z,4,REGULAR,foul,personal,[],1629673,,,1610612741,125,112,2026-01-01T02:19:44Z,7000000,False,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 202696]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Vučević,202696.0
727,PT02M59.00S,2026-01-01T02:19:52.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,86.94152431011827,52.69607843137255,1610612741,127,112,2026-01-01T02:19:58Z,7020000,False,13.0,70.0,1,right,T. Jones 7' driving floating Jump Shot (18 PTS),[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,18.0,,,,,,,,,,,,,,,,
728,PT02M48.00S,2026-01-01T02:20:04.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,13.87976346911958,55.88235294117647,1610612740,127,112,2026-01-01T02:20:08Z,7030000,False,-29.0,78.0,1,left,MISS Z. Williamson 8' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),8-16 Center,8.34,Missed,,,,,,,,,,,,,,,,,
729,PT02M46.00S,2026-01-01T02:20:06.1Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,127,112,2026-01-01T02:20:06Z,7040000,False,,,0,,N. Vučević REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,728.0,7.0,7.0,0.0,,,,,,,,,
730,PT02M27.00S,2026-01-01T02:20:25.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,93.51182654402102,57.107843137254896,1610612741,129,112,2026-01-01T02:20:31Z,7050000,False,36.0,8.0,1,right,P. Williams driving floating Jump Shot (12 PTS) (T. Jones 12 AST),"[1630172, 1630200]",1610612741.0,CHI,driving floating,,,Williams,P. Williams,,,,,,Restricted Area,0-8 Center,3.65,Made,12.0,T. Jones,1630200.0,12.0,,,,,,,,,,,,,
732,PT02M11.00S,2026-01-01T02:20:41.5Z,4,REGULAR,3pt,Jump Shot,[],1630530,26.888961892247043,81.12745098039215,1610612740,129,112,2026-01-01T02:31:29Z,7070000,False,-156.0,200.0,1,left,MISS T. Murphy III 25' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,
733,PT02M07.00S,2026-01-01T02:20:45.2Z,4,REGULAR,rebound,offensive,[],1629627,,,1610612740,129,112,2026-01-01T02:20:45Z,7080000,False,,,0,,Z. Williamson REBOUND (Off:4 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Above the Break 3,24+ Left Center,,,,,,,732.0,7.0,3.0,4.0,,,,,,,,,
734,PT02M07.00S,2026-01-01T02:20:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,5.590000152587891,50.0,1610612740,129,114,2026-01-01T02:20:45Z,7090000,False,0.0,0.0,1,left,Z. Williamson tip Layup (31 PTS),[1629627],1610612740.0,NOP,tip,,,Williamson,Z. Williamson,,,,,,Mid-Range,8-16 Left,0.0,Made,31.0,,,,,,,,,,,,,,,,
735,PT01M52.00S,2026-01-01T02:21:02.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.24901445466492,47.549019607843135,1610612741,131,114,2026-01-01T02:21:07Z,7100000,False,-12.0,11.0,1,right,I. Okoro driving Layup (24 PTS),[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,,Restricted Area,0-8 Center,1.65,Made,24.0,,,,,,,,,,,,,,,,
736,PT01M46.00S,2026-01-01T02:21:14.8Z,4,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612740,131,114,2026-01-01T02:21:21Z,7110000,False,,,0,,I. Okoro shooting personal FOUL (4 PF) (Poole 2 FT),"[1630171, 1629673]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Poole,1629673.0
738,PT01M46.00S,2026-01-01T02:21:38.2Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,131,115,2026-01-01T02:21:38Z,7130000,False,,,0,,J. Poole Free Throw 1 of 2 (25 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,
739,PT01M46.00S,2026-01-01T02:21:56.9Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,131,116,2026-01-01T02:21:56Z,7140000,False,,,0,,J. Poole Free Throw 2 of 2 (26 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,
740,PT01M24.00S,2026-01-01T02:22:20.2Z,4,REGULAR,2pt,Jump Shot,[],1630200,76.5604467805519,53.18627450980392,1610612741,133,116,2026-01-01T02:22:24Z,7150000,False,16.0,168.0,1,right,T. Jones 16' pullup Jump Shot (20 PTS) (P. Williams 2 AST),"[1630200, 1630172]",1610612741.0,CHI,pullup,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Center,16.86,Made,20.0,P. Williams,1630172.0,2.0,,,,,,,,,,,,,
742,PT01M16.00S,2026-01-01T02:22:30.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,8.754927726675426,39.950980392156865,1610612740,133,116,2026-01-01T02:23:06Z,7170000,False,50.0,30.0,1,left,MISS J. Poole driving floating bank Shot,[1629673],1610612740.0,NOP,driving floating bank,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,
743,PT01M14.00S,2026-01-01T02:22:32.3Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,133,116,2026-01-01T02:22:35Z,7180000,False,,,0,,N. Vučević REBOUND (Off:0 Def:8),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,742.0,8.0,8.0,0.0,,,,,,,,,
