actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
376,PT00M22.40S,2026-01-01T01:06:00.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,65,62,2026-01-01T01:06:01Z,3680000,False,,,0,,K. Looney REBOUND (Off:3 Def:5),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Left Corner 3,24+ Left,,,,,,,375.0,8.0,5.0,3.0,,,,,,,,,
377,PT00M03.90S,2026-01-01T01:06:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,86.41590013140605,47.30392156862745,1610612740,65,62,2026-01-01T01:07:33Z,3690000,False,-13.0,75.0,1,right,MISS Z. Williamson 7' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,
378,PT00M02.00S,2026-01-01T01:06:22.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,65,62,2026-01-01T01:07:33Z,3700000,False,,,0,,N. Vučević REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,377.0,5.0,5.0,0.0,,,,,,,,,
379,PT00M00.00S,2026-01-01T01:06:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.258212877792378,48.28431372549019,1610612741,67,62,2026-01-01T01:11:31Z,3710000,False,9.0,6.0,1,left,T. Jones driving Layup (9 PTS) (N. Vučević 3 AST),"[1630200, 202696]",1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,1.07,Made,9.0,N. Vučević,202696.0,3.0,,,,,,,,,,,,,
381,PT00M00.00S,2026-01-01T01:06:37.1Z,2,REGULAR,period,end,[],0,,,1610612740,67,62,2026-01-01T01:06:37Z,3730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,out,['startperiod'],1628989,,,1610612740,67,62,2026-01-01T01:21:35Z,3740000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,out,['startperiod'],1630245,,,1610612740,67,62,2026-01-01T01:21:35Z,3750000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612740,67,62,2026-01-01T01:21:35Z,3760000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,out,['startperiod'],1626172,,,1610612740,67,62,2026-01-01T01:21:35Z,3770000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,in,['startperiod'],1641824,,,1610612740,67,62,2026-01-01T01:21:35Z,3780000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,in,['startperiod'],1630188,,,1610612740,67,62,2026-01-01T01:21:35Z,3790000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,in,['startperiod'],1642847,,,1610612740,67,62,2026-01-01T01:21:35Z,3800000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2026-01-01T01:21:03.8Z,3,REGULAR,substitution,in,['startperiod'],1642852,,,1610612740,67,62,2026-01-01T01:21:35Z,3810000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2026-01-01T01:21:47.1Z,3,REGULAR,period,start,[],0,,,1610612741,67,62,2026-01-01T01:21:47Z,3820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT11M47.00S,2026-01-01T01:22:00.9Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612741,67,62,2026-01-01T01:22:25Z,3830000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Jones 2 FT),"[1629627, 1630200]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,2003.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Jones,1630200.0
395,PT11M47.00S,2026-01-01T01:22:26.7Z,3,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,68,62,2026-01-01T01:22:26Z,3850000,False,,,0,,T. Jones Free Throw 1 of 2 (10 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
396,PT11M47.00S,2026-01-01T01:22:36.8Z,3,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,69,62,2026-01-01T01:22:36Z,3860000,False,,,0,,T. Jones Free Throw 2 of 2 (11 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
397,PT11M29.00S,2026-01-01T01:22:56.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,28.86005256241787,75.98039215686273,1610612740,69,65,2026-01-01T01:23:04Z,3870000,False,-130.0,219.0,1,left,T. Murphy III 25' 3PT  (8 PTS) (S. Bey 2 AST),"[1630530, 1630180]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,25.45,Made,8.0,S. Bey,1630180.0,2.0,,,,,,,,,,,,,
399,PT11M14.00S,2026-01-01T01:23:15.1Z,3,REGULAR,foul,personal,[],1642852,,,1610612741,69,65,2026-01-01T01:23:20Z,3890000,False,,,0,,D. Queen personal FOUL (2 PF),"[1642852, 202696]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,202026.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,0.0,Vučević,202696.0
402,PT11M09.00S,2026-01-01T01:23:57.3Z,3,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612741,69,65,2026-01-01T01:24:07Z,3920000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612741.0,CHI,bad pass,,,Jones,T. Jones,,,,,1628485.0,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,,,,
403,PT11M03.00S,2026-01-01T01:24:11.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642847,32.14520367936925,63.970588235294116,1610612740,69,68,2026-01-01T01:24:37Z,3930000,False,-70.0,250.0,1,left,J. Fears 25' 3PT pullup (3 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,,Above the Break 3,24+ Center,25.93,Made,3.0,,,,,,,,,,,,,,,,
404,PT10M40.00S,2026-01-01T01:24:34.6Z,3,REGULAR,3pt,Jump Shot,[],1641824,71.82982917214193,17.15686274509804,1610612741,69,68,2026-01-01T01:24:43Z,3940000,False,-164.0,212.0,1,right,MISS M. Buzelis 26' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,
405,PT10M36.00S,2026-01-01T01:24:38.6Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,69,68,2026-01-01T01:24:43Z,3950000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Above the Break 3,24+ Left Center,,,,,,,404.0,6.0,3.0,3.0,,,,,,,,,
406,PT10M30.00S,2026-01-01T01:24:43.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,24.52365308804205,9.803921568627452,1610612740,69,68,2026-01-01T01:25:25Z,3960000,False,201.0,178.0,1,left,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Right Center,26.85,Missed,,,,,,,,,,,,,,,,,
407,PT10M26.00S,2026-01-01T01:24:47.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,69,68,2026-01-01T01:24:54Z,3970000,False,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Right Center,,,,,,,406.0,4.0,4.0,0.0,,,,,,,,,
408,PT10M23.00S,2026-01-01T01:24:53.4Z,3,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612741,69,68,2026-01-01T01:25:20Z,3980000,False,,,0,,D. Queen shooting personal FOUL (3 PF) (Jones 2 FT),"[1642852, 1630200]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Jones,1630200.0
410,PT10M23.00S,2026-01-01T01:25:27.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612741,69,68,2026-01-01T01:26:37Z,4000000,False,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
411,PT10M23.00S,2026-01-01T01:25:27.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,69,68,2026-01-01T01:26:37Z,4010000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,
412,PT10M23.00S,2026-01-01T01:25:27.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612741,70,68,2026-01-01T01:26:37Z,4020000,False,,,0,,T. Jones Free Throw 2 of 2 (12 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
413,PT10M10.00S,2026-01-01T01:25:56.6Z,3,REGULAR,3pt,Jump Shot,[],1630180,32.013797634691194,37.99019607843137,1610612740,70,68,2026-01-01T01:27:05Z,4030000,False,60.0,248.0,1,left,MISS S. Bey 25' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,
414,PT10M07.00S,2026-01-01T01:25:59.6Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,70,68,2026-01-01T01:26:01Z,4040000,False,,,0,,J. Smith REBOUND (Off:0 Def:5),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Center,,,,,,,413.0,5.0,5.0,0.0,,,,,,,,,
415,PT10M01.00S,2026-01-01T01:26:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.1688567674113,50.98039215686274,1610612741,72,68,2026-01-01T01:28:42Z,4050000,False,5.0,2.0,1,right,T. Jones driving finger roll Layup (14 PTS),[1630200],1610612741.0,CHI,driving finger roll,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,0.54,Made,14.0,,,,,,,,,,,,,,,,
416,PT09M44.00S,2026-01-01T01:26:24.0Z,3,REGULAR,3pt,Jump Shot,[],1642847,19.66162943495401,93.62745098039215,1610612740,72,68,2026-01-01T01:28:07Z,4060000,False,-218.0,132.0,1,left,MISS J. Fears 25' pullup 3PT,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,
417,PT09M41.00S,2026-01-01T01:26:26.1Z,3,REGULAR,rebound,offensive,[],1642852,,,1610612740,72,68,2026-01-01T01:26:26Z,4070000,False,,,0,,D. Queen REBOUND (Off:1 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Above the Break 3,24+ Left Center,,,,,,,416.0,5.0,4.0,1.0,,,,,,,,,
418,PT09M36.00S,2026-01-01T01:26:35.4Z,3,REGULAR,foul,personal,[],1630171,,,1610612740,72,68,2026-01-01T01:26:41Z,4080000,False,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 1629627]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0
420,PT09M32.00S,2026-01-01T01:26:57.1Z,3,REGULAR,foul,personal,[],1641824,,,1610612740,72,68,2026-01-01T01:27:11Z,4100000,False,,,0,,M. Buzelis personal FOUL (4 PF),"[1641824, 1629627]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Williamson,1629627.0
422,PT09M20.00S,2026-01-01T01:27:25.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629627,10.85742444152431,51.225490196078425,1610612740,72,68,2026-01-01T01:27:29Z,4120000,False,-6.0,50.0,1,left,MISS Z. Williamson driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,
423,PT09M18.00S,2026-01-01T01:27:27.4Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,72,68,2026-01-01T01:27:29Z,4130000,False,,,0,,J. Smith REBOUND (Off:0 Def:6),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,422.0,6.0,6.0,0.0,,,,,,,,,
434,PT09M01.00S,2026-01-01T01:27:46.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.24901445466492,57.107843137254896,1610612741,72,68,2026-01-01T01:30:53Z,4155000,False,36.0,11.0,1,right,MISS N. Vučević driving Hook - blocked,"[202696, 1642852]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,Queen,1642852.0,,,,,,,
435,PT09M01.00S,2026-01-01T01:27:46.9Z,3,REGULAR,block,,[],1642852,,,1610612741,72,68,2026-01-01T01:30:02Z,4157500,False,,,0,,D. Queen BLOCK (2 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
436,PT09M01.00S,2026-01-01T01:27:46.9Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,72,68,2026-01-01T01:32:53Z,4158750,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,Restricted Area,0-8 Center,,,,,,,434.0,3.0,2.0,1.0,,,,,,,,,
426,PT08M55.00S,2026-01-01T01:27:50.2Z,3,REGULAR,3pt,Jump Shot,[],1642852,31.225361366622867,29.901960784313726,1610612740,72,68,2026-01-01T01:32:18Z,4160000,False,100.0,241.0,1,left,MISS D. Queen 26' 3PT,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,
427,PT08M51.00S,2026-01-01T01:27:54.2Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,72,68,2026-01-01T01:27:57Z,4170000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:5),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Right Center,,,,,,,426.0,6.0,5.0,1.0,,,,,,,,,
428,PT08M44.00S,2026-01-01T01:28:01.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641824,90.62089356110381,50.245098039215684,1610612741,72,68,2026-01-01T01:28:06Z,4180000,False,1.0,36.0,1,right,MISS M. Buzelis driving floating Shot - blocked,"[1641824, 1642852]",1610612741.0,CHI,driving floating,,,Buzelis,M. Buzelis,,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,Queen,1642852.0,,,,,,,
429,PT08M44.00S,2026-01-01T01:28:01.6Z,3,REGULAR,block,,[],1642852,,,1610612741,72,68,2026-01-01T01:28:03Z,4190000,False,,,0,,D. Queen BLOCK (3 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
430,PT08M43.00S,2026-01-01T01:28:02.6Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,72,68,2026-01-01T01:33:58Z,4200000,False,,,0,,D. Queen REBOUND (Off:1 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,,,,,,,428.0,6.0,5.0,1.0,,,,,,,,,
431,PT08M40.00S,2026-01-01T01:28:06.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,6.652431011826544,48.77450980392157,1610612740,72,70,2026-01-01T01:34:24Z,4210000,False,6.0,10.0,1,left,T. Murphy III running finger roll Layup (10 PTS) (S. Bey 3 AST),"[1630530, 1630180]",1610612740.0,NOP,running finger roll,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,1.17,Made,10.0,S. Bey,1630180.0,3.0,,,,,,,,,,,,,
433,PT08M40.00S,2026-01-01T01:28:11.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,72,70,2026-01-01T01:28:11Z,4230000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT08M40.00S,2026-01-01T01:30:45.7Z,3,REGULAR,substitution,out,[],1641824,,,1610612741,72,70,2026-01-01T01:31:00Z,4240000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT08M40.00S,2026-01-01T01:30:45.7Z,3,REGULAR,substitution,in,[],1628989,,,1610612741,72,70,2026-01-01T01:31:00Z,4250000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT08M26.00S,2026-01-01T01:31:21.3Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612741,72,70,2026-01-01T01:31:28Z,4260000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Okoro 2 FT),"[1630530, 1630171]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,1628485.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Okoro,1630171.0
441,PT08M26.00S,2026-01-01T01:31:46.0Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,72,70,2026-01-01T01:31:46Z,4280000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
442,PT08M26.00S,2026-01-01T01:31:46.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,72,70,2026-01-01T01:31:46Z,4290000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,441.0,,,,,,,,,,,,
443,PT08M26.00S,2026-01-01T01:32:02.0Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,73,70,2026-01-01T01:32:02Z,4300000,False,,,0,,I. Okoro Free Throw 2 of 2 (17 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,
444,PT08M14.00S,2026-01-01T01:32:19.0Z,3,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612740,73,70,2026-01-01T01:32:24Z,4310000,False,,,0,,I. Okoro shooting personal FOUL (3 PF) (Queen 2 FT),"[1630171, 1642852]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,2003.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Queen,1642852.0
446,PT08M14.00S,2026-01-01T01:32:42.2Z,3,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,73,70,2026-01-01T01:32:42Z,4330000,False,,,0,,MISS D. Queen Free Throw 1 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
447,PT08M14.00S,2026-01-01T01:32:42.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,73,70,2026-01-01T01:32:42Z,4340000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,446.0,,,,,,,,,,,,
448,PT08M14.00S,2026-01-01T01:32:58.1Z,3,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,73,71,2026-01-01T01:32:58Z,4350000,False,,,0,,D. Queen Free Throw 2 of 2 (5 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
449,PT08M05.00S,2026-01-01T01:33:12.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612741,73,71,2026-01-01T01:33:19Z,4360000,False,,,0,,Z. Williamson shooting personal FOUL (3 PF) (Okoro 2 FT),"[1629627, 1630171]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Okoro,1630171.0
451,PT08M05.00S,2026-01-01T01:33:39.7Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,73,71,2026-01-01T01:33:39Z,4380000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
452,PT08M05.00S,2026-01-01T01:33:39.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,73,71,2026-01-01T01:33:39Z,4390000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,451.0,,,,,,,,,,,,
453,PT08M05.00S,2026-01-01T01:33:41.4Z,3,REGULAR,substitution,out,[],202696,,,1610612741,73,71,2026-01-01T01:34:02Z,4400000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT08M05.00S,2026-01-01T01:33:41.4Z,3,REGULAR,substitution,out,[],1630200,,,1610612741,73,71,2026-01-01T01:34:02Z,4410000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT08M05.00S,2026-01-01T01:33:41.4Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,73,71,2026-01-01T01:34:02Z,4420000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT08M05.00S,2026-01-01T01:33:41.4Z,3,REGULAR,substitution,in,[],1630172,,,1610612741,73,71,2026-01-01T01:34:02Z,4430000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT08M05.00S,2026-01-01T01:34:03.1Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,74,71,2026-01-01T01:34:03Z,4440000,False,,,0,,I. Okoro Free Throw 2 of 2 (18 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,
458,PT07M50.00S,2026-01-01T01:34:17.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,6.783837056504599,57.35294117647059,1610612740,74,71,2026-01-01T01:36:19Z,4450000,False,-37.0,11.0,1,left,MISS J. Fears driving floating Shot,[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,
459,PT07M48.00S,2026-01-01T01:34:19.0Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,74,71,2026-01-01T01:36:19Z,4460000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,,,,,,,458.0,2.0,1.0,1.0,,,,,,,,,
460,PT07M44.00S,2026-01-01T01:34:25.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612741,74,71,2026-01-01T01:34:36Z,4470000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[1630530, 1630245]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,1628485.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Dosunmu,1630245.0
462,PT07M44.00S,2026-01-01T01:34:50.2Z,3,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,75,71,2026-01-01T01:34:50Z,4490000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (4 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
463,PT07M44.00S,2026-01-01T01:34:50.2Z,3,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,76,71,2026-01-01T01:37:15Z,4500000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (5 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
464,PT07M30.00S,2026-01-01T01:35:20.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,5.995400788436268,49.26470588235294,1610612740,76,73,2026-01-01T01:37:48Z,4510000,False,4.0,4.0,1,left,Z. Williamson DUNK (22 PTS) (J. Fears 3 AST),"[1629627, 1642847]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,0.54,Made,22.0,J. Fears,1642847.0,3.0,,,,,,,,,,,,,
