actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
250,PT05M36.00S,2026-04-05T20:20:53.2Z,2,REGULAR,foul,personal,[],1628960,,,1610612741,43,47,2026-04-05T20:21:04Z,2470000,False,,,0,,G. Allen personal FOUL (4 PF),"[1628960, 1642265]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left,,,,101283.0,,,,,,,4.0,0.0,Dillingham,1642265.0,,,,,,
252,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,out,[],1629012,,,1610612741,43,47,2026-04-05T20:21:20Z,2490000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,out,[],1642265,,,1610612741,43,47,2026-04-05T20:21:20Z,2500000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,43,47,2026-04-05T20:21:20Z,2510000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,out,[],1628960,,,1610612741,43,47,2026-04-05T20:21:20Z,2520000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,43,47,2026-04-05T20:21:20Z,2530000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,43,47,2026-04-05T20:21:20Z,2540000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,in,[],1642530,,,1610612741,43,47,2026-04-05T20:21:20Z,2550000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M36.00S,2026-04-05T20:20:58.9Z,2,REGULAR,substitution,in,[],1626164,,,1610612741,43,47,2026-04-05T20:21:20Z,2560000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M36.00S,2026-04-05T20:21:24.3Z,2,REGULAR,substitution,out,[],1642345,,,1610612741,43,47,2026-04-05T20:21:30Z,2570000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M36.00S,2026-04-05T20:21:24.3Z,2,REGULAR,substitution,in,[],1631109,,,1610612741,43,47,2026-04-05T20:21:30Z,2580000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M36.00S,2026-04-05T20:21:40.6Z,2,REGULAR,foul,offensive,[],1630200,,,1610612741,43,47,2026-04-05T20:22:01Z,2590000,False,,,0,,T. Jones off-the-ball offensive FOUL (2 PF),"[1630200, 1626164]",1610612741.0,CHI,off-the-ball,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,101283.0,,,,,,,2.0,0.0,Booker,1626164.0,,,,,,
264,PT05M36.00S,2026-04-05T20:21:40.6Z,2,REGULAR,turnover,offensive foul,[],1630200,,,1610612741,43,47,2026-04-05T20:21:40Z,2610000,False,,,0,,T. Jones offensive foul TURNOVER (2 TO),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,2.0,,,101283.0,,,,,,,,,,,,,,,,
265,PT05M30.00S,2026-04-05T20:22:09.5Z,2,REGULAR,foul,personal,[],1642530,,,1610612756,43,47,2026-04-05T20:22:16Z,2620000,False,,,0,,Y. Kawamura personal FOUL (1 PF),"[1642530, 1631221]",1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Mid-Range,16-24 Left Center,,,,1626301.0,,,,,,,1.0,0.0,Gillespie,1631221.0,,,,,,
267,PT05M21.00S,2026-04-05T20:22:30.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,85.75886990801577,57.59803921568627,1610612756,43,49,2026-04-05T20:22:35Z,2640000,False,38.0,81.0,1,right,D. Booker 8' pullup Jump Shot (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.98,Made,,,,,,,,,8.0,,,,,
269,PT05M13.00S,2026-04-05T20:22:44.8Z,2,REGULAR,substitution,out,[],1627824,,,1610612741,43,49,2026-04-05T20:22:48Z,2660000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M13.00S,2026-04-05T20:22:44.8Z,2,REGULAR,substitution,in,[],1642950,,,1610612741,43,49,2026-04-05T20:22:48Z,2670000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M13.00S,2026-04-05T20:22:53.5Z,2,REGULAR,substitution,out,[],1631221,,,1610612741,43,49,2026-04-05T20:22:56Z,2680000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M13.00S,2026-04-05T20:22:53.5Z,2,REGULAR,substitution,in,[],1630224,,,1610612741,43,49,2026-04-05T20:22:56Z,2690000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M09.00S,2026-04-05T20:23:08.0Z,2,REGULAR,3pt,Jump Shot,[],1642530,2.8416557161629434,96.07843137254902,1610612741,43,49,2026-04-05T20:23:22Z,2700000,False,-230.0,-26.0,1,left,MISS Y. Kawamura 3PT,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Left Corner 3,24+ Left,,,,,23.18,Missed,,,,,,,,,,,,,,
274,PT05M06.00S,2026-04-05T20:23:11.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,43,49,2026-04-05T20:23:11Z,2710000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,,273.0,3.0,2.0,1.0,,,,,,,,,,
275,PT05M00.00S,2026-04-05T20:23:17.4Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612756,43,49,2026-04-05T20:23:29Z,2720000,False,,,0,,R. O'Neale bad pass TURNOVER (2 TO),"[1626220, 1630171]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,2.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,
276,PT05M00.00S,2026-04-05T20:23:17.4Z,2,REGULAR,steal,,[],1630171,,,1610612741,43,49,2026-04-05T20:23:19Z,2730000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT04M54.00S,2026-04-05T20:23:23.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,16.507884362680684,45.83333333333333,1610612741,45,49,2026-04-05T20:28:51Z,2740000,False,21.0,103.0,1,left,T. Jones 10' running pullup Jump Shot (8 PTS) (Y. Kawamura 1 AST),"[1630200, 1642530]",1610612741.0,CHI,running pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.48,Made,,,,,,,,,8.0,Y. Kawamura,1642530.0,1.0,,
278,PT04M38.00S,2026-04-05T20:23:38.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,78.26872536136662,90.44117647058823,1610612756,45,52,2026-04-05T20:23:42Z,2750000,False,202.0,152.0,1,right,J. Green 25' 3PT  (14 PTS) (R. O'Neale 2 AST),"[1630224, 1626220]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,25.28,Made,,,,,,,,,14.0,R. O'Neale,1626220.0,2.0,,
280,PT04M22.00S,2026-04-05T20:23:54.7Z,2,REGULAR,3pt,Jump Shot,[],1631159,28.597240473061763,71.81372549019608,1610612741,45,52,2026-04-05T20:24:04Z,2770000,False,-109.0,216.0,1,left,MISS L. Miller 24' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Left Center,,,,,24.23,Missed,,,,,,,,,,,,,,
281,PT04M22.00S,2026-04-05T20:23:54.7Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,45,52,2026-04-05T20:24:04Z,2780000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,
283,PT04M07.00S,2026-04-05T20:24:09.6Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612756,45,52,2026-04-05T20:24:13Z,2790000,False,,,0,,J. Green bad pass TURNOVER (4 TO),"[1630224, 1642950]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,4.0,Olbrich,1642950.0,,,,,,,,,,,,,,,,,
284,PT04M07.00S,2026-04-05T20:24:09.6Z,2,REGULAR,steal,,[],1642950,,,1610612741,45,52,2026-04-05T20:24:11Z,2800000,False,,,0,,L. Olbrich STEAL (1 STL),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
285,PT04M01.00S,2026-04-05T20:24:15.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,6.652431011826544,51.9607843137255,1610612741,47,52,2026-04-05T20:30:43Z,2810000,False,-10.0,10.0,1,left,T. Jones running Layup (10 PTS) (Y. Kawamura 2 AST),"[1630200, 1642530]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,1.4,Made,,,,,,,,,10.0,Y. Kawamura,1642530.0,2.0,,
287,PT03M47.00S,2026-04-05T20:24:33.4Z,2,REGULAR,foul,offensive,[],1626164,,,1610612756,47,52,2026-04-05T20:24:42Z,2830000,False,,,0,,D. Booker off-the-ball offensive FOUL (2 PF),"[1626164, 1642530]",1610612756.0,PHX,off-the-ball,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,101283.0,,,,,,,2.0,0.0,Kawamura,1642530.0,,,,,,
289,PT03M47.00S,2026-04-05T20:24:33.4Z,2,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,47,52,2026-04-05T20:24:33Z,2850000,False,,,0,,D. Booker offensive foul TURNOVER (1 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,1.0,,,101283.0,,,,,,,,,,,,,,,,
290,PT03M47.00S,2026-04-05T20:24:41.3Z,2,REGULAR,substitution,out,[],1642530,,,1610612741,47,52,2026-04-05T20:24:51Z,2860000,False,,,0,,SUB out: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M47.00S,2026-04-05T20:24:41.3Z,2,REGULAR,substitution,out,[],1631159,,,1610612741,47,52,2026-04-05T20:24:51Z,2870000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M47.00S,2026-04-05T20:24:41.3Z,2,REGULAR,substitution,in,[],1630644,,,1610612741,47,52,2026-04-05T20:24:51Z,2880000,False,,,0,,SUB in: M. McClung,[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M47.00S,2026-04-05T20:24:41.3Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,47,52,2026-04-05T20:24:51Z,2890000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M47.00S,2026-04-05T20:24:41.3Z,2,REGULAR,substitution,out,[],1626220,,,1610612741,47,52,2026-04-05T20:25:41Z,2895000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M47.00S,2026-04-05T20:24:41.3Z,2,REGULAR,substitution,in,[],1630692,,,1610612741,47,52,2026-04-05T20:25:41Z,2897500,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M37.00S,2026-04-05T20:25:07.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630644,31.225361366622867,63.970588235294116,1610612741,47,52,2026-04-05T20:34:09Z,2900000,False,-70.0,241.0,1,left,MISS M. McClung 25' 3PT,[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,Above the Break 3,24+ Center,,,,,25.09,Missed,,,,,,,,,,,,,,
295,PT03M35.00S,2026-04-05T20:25:09.9Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612756,47,52,2026-04-05T20:34:09Z,2910000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,294.0,2.0,2.0,0.0,,,,,,,,,,
305,PT03M33.00S,2026-04-05T20:25:09.4Z,2,REGULAR,turnover,bad pass,[],1628415,,,1610612756,47,52,2026-04-05T20:34:18Z,2915000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1630644]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,1.0,McClung,1630644.0,,,,,,,,,,,,,,,,,
306,PT03M33.00S,2026-04-05T20:25:09.4Z,2,REGULAR,steal,,[],1630644,,,1610612741,47,52,2026-04-05T20:26:45Z,2917500,False,,,0,,M. McClung STEAL (1 STL),[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT03M27.00S,2026-04-05T20:25:10.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630172,7.440867279894875,95.09803921568627,1610612741,47,52,2026-04-05T20:26:45Z,2920000,False,-225.0,17.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,,22.62,Missed,,,,,,,,,,,,,,
297,PT03M27.00S,2026-04-05T20:25:10.9Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612756,47,52,2026-04-05T20:25:17Z,2930000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,,,,,,,296.0,5.0,4.0,1.0,,,,,,,,,,
298,PT03M19.00S,2026-04-05T20:25:18.4Z,2,REGULAR,turnover,bad pass,[],1628415,,,1610612756,47,52,2026-04-05T20:25:24Z,2940000,False,,,0,,D. Brooks bad pass TURNOVER (2 TO),"[1628415, 1630172]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,2.0,Williams,1630172.0,,,,,,,,,,,,,,,,,
299,PT03M19.00S,2026-04-05T20:25:18.4Z,2,REGULAR,steal,,[],1630172,,,1610612741,47,52,2026-04-05T20:25:20Z,2950000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
300,PT03M17.00S,2026-04-05T20:25:22.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,6.783837056504599,50.0,1610612741,49,52,2026-04-05T20:35:38Z,2960000,False,0.0,11.0,1,left,T. Jones running Layup (12 PTS) (P. Williams 1 AST),"[1630200, 1630172]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,1.13,Made,,,,,,,,,12.0,P. Williams,1630172.0,1.0,,
304,PT03M17.00S,2026-04-05T20:25:57.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,49,52,2026-04-05T20:25:57Z,2980000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M55.00S,2026-04-05T20:28:42.5Z,2,REGULAR,2pt,Jump Shot,[],1628415,91.80354796320631,70.58823529411765,1610612756,49,52,2026-04-05T20:28:49Z,2990000,False,103.0,25.0,1,right,MISS D. Brooks 10' fadeaway Shot,[1628415],1610612756.0,PHX,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,10.58,Missed,,,,,,,,,,,,,,
308,PT02M52.00S,2026-04-05T20:28:45.5Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,49,52,2026-04-05T20:28:49Z,3000000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,,,,,,,307.0,6.0,4.0,2.0,,,,,,,,,,
309,PT02M52.00S,2026-04-05T20:28:46.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630692,94.40999984741211,50.0,1610612756,49,54,2026-04-05T20:35:57Z,3010000,False,0.0,0.0,1,right,J. Goodwin putback Layup (7 PTS),[1630692],1610612756.0,PHX,putback,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,,,,,,,,,7.0,,,,,
310,PT02M33.00S,2026-04-05T20:29:06.6Z,2,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612741,49,54,2026-04-05T20:29:12Z,3020000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (McClung 2 FT),"[1631109, 1630644]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,1.0,0.0,McClung,1630644.0,,,,,,
312,PT02M33.00S,2026-04-05T20:29:29.6Z,2,REGULAR,freethrow,1 of 2,[],1630644,,,1610612741,50,54,2026-04-05T20:29:29Z,3040000,False,,,0,,M. McClung Free Throw 1 of 2 (1 PTS),[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,,,,,,,,Made,,,,,,,,,1.0,,,,,
313,PT02M33.00S,2026-04-05T20:29:43.2Z,2,REGULAR,freethrow,2 of 2,[],1630644,,,1610612741,51,54,2026-04-05T20:29:43Z,3050000,False,,,0,,M. McClung Free Throw 2 of 2 (2 PTS),[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,,,,,,,,Made,,,,,,,,,2.0,,,,,
314,PT02M18.00S,2026-04-05T20:30:05.4Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612756,51,54,2026-04-05T20:30:25Z,3060000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Booker 2 FT),"[1630171, 1626164]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,1626301.0,,,,,,,1.0,0.0,Booker,1626164.0,,,,,,
316,PT02M18.00S,2026-04-05T20:30:30.3Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,51,55,2026-04-05T20:31:03Z,3080000,False,,,0,,D. Booker Free Throw 1 of 2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,,,,,9.0,,,,,
317,PT02M18.00S,2026-04-05T20:30:30.3Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,51,55,2026-04-05T20:31:03Z,3090000,False,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
318,PT02M18.00S,2026-04-05T20:30:30.3Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,51,55,2026-04-05T20:31:03Z,3100000,False,,,0,,J. Goodwin REBOUND (Off:3 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,317.0,7.0,4.0,3.0,,,,,,,,,,
319,PT02M17.00S,2026-04-05T20:31:04.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630692,91.01511169513797,52.450980392156865,1610612756,51,57,2026-04-05T20:32:07Z,3110000,False,12.0,32.0,1,right,J. Goodwin tip Layup (9 PTS),[1630692],1610612756.0,PHX,tip,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,3.43,Made,,,,,,,,,9.0,,,,,
320,PT02M00.00S,2026-04-05T20:31:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630172,30.699737187910642,68.38235294117648,1610612741,51,57,2026-04-05T20:37:21Z,3120000,False,-92.0,236.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,25.34,Missed,,,,,,,,,,,,,,
321,PT01M58.00S,2026-04-05T20:31:12.7Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612756,51,57,2026-04-05T20:37:21Z,3130000,False,,,0,,M. Williams REBOUND (Off:2 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,320.0,3.0,1.0,2.0,,,,,,,,,,
350,PT01M54.00S,2026-04-05T20:31:26.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,68.15045992115637,66.42156862745098,1610612756,51,57,2026-04-05T20:40:01Z,3145000,False,82.0,247.0,1,right,MISS D. Booker 26' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,26.02,Missed,,,,,,,,,,,,,,
351,PT01M53.00S,2026-04-05T20:31:27.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,51,57,2026-04-05T20:39:13Z,3152500,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,350.0,,,,,,,,,,,,,
324,PT01M53.00S,2026-04-05T20:31:42.4Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612756,51,57,2026-04-05T21:04:20Z,3160000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M53.00S,2026-04-05T20:32:58.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612756,51,57,2026-04-05T20:34:58Z,3175000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M53.00S,2026-04-05T20:32:58.2Z,2,REGULAR,substitution,in,[],1631159,,,1610612756,51,57,2026-04-05T20:34:58Z,3177500,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M53.00S,2026-04-05T20:34:10.9Z,2,REGULAR,jumpball,recovered,[],1626164,,,1610612756,51,57,2026-04-05T20:34:10Z,3180000,False,,,0,,Jump Ball M. Williams vs. L. Olbrich: Tip to D. Booker,"[1626164, 1631109, 1642950]",1610612756.0,PHX,challenge,D. Booker,1626164.0,Booker,D. Booker,Williams,1631109.0,Olbrich,1642950.0,,,,,,,,,,,,,,,,,,,,,,
329,PT01M41.00S,2026-04-05T20:34:14.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,68.54467805519053,65.44117647058823,1610612756,51,57,2026-04-05T20:38:40Z,3210000,False,77.0,243.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,25.52,Missed,,,,,,,,,,,,,,
330,PT01M39.00S,2026-04-05T20:34:16.2Z,2,REGULAR,rebound,defensive,[],1642950,,,1610612741,51,57,2026-04-05T20:34:21Z,3220000,False,,,0,,L. Olbrich REBOUND (Off:0 Def:1),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Above the Break 3,24+ Center,,,,,,,329.0,1.0,1.0,0.0,,,,,,,,,,
331,PT01M26.00S,2026-04-05T20:34:29.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,10.200394218134035,42.15686274509804,1610612741,53,57,2026-04-05T20:35:16Z,3230000,False,39.0,43.0,1,left,I. Okoro driving floating Jump Shot (6 PTS) (L. Miller 1 AST),"[1630171, 1631159]",1610612741.0,CHI,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.85,Made,,,,,,,,,6.0,L. Miller,1631159.0,1.0,,
332,PT01M13.00S,2026-04-05T20:34:42.1Z,2,REGULAR,2pt,Jump Shot,[],1630224,75.64060446780552,50.73529411764706,1610612756,53,59,2026-04-05T20:35:27Z,3240000,False,4.0,176.0,1,right,J. Green 17' step back Jump Shot (16 PTS),[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,17.65,Made,,,,,,,,,16.0,,,,,
335,PT00M59.60S,2026-04-05T20:34:59.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.732588699080158,49.754901960784316,1610612741,55,59,2026-04-05T20:35:34Z,3250000,False,1.0,1.0,1,left,T. Jones driving Layup (14 PTS) (L. Olbrich 1 AST),"[1630200, 1642950]",1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,0.18,Made,,,,,,,,,14.0,L. Olbrich,1642950.0,1.0,,
