actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
254,PT05M44.00S,2026-02-23T01:55:48.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628404,,,1610612752,43,38,2026-02-23T01:55:48Z,2440000,False,,,0,,J. Hart Free Throw 1 of 2 (5 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
255,PT05M44.00S,2026-02-23T01:55:48.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628404,,,1610612752,43,38,2026-02-23T01:56:13Z,2450000,False,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
256,PT05M39.00S,2026-02-23T01:55:53.9Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612741,43,38,2026-02-23T01:56:13Z,2460000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,255.0,1.0,1.0,0.0,,,,,,,
257,PT05M32.00S,2026-02-23T01:56:17.8Z,2,REGULAR,3pt,Jump Shot,[],1641824,4.5499342969776615,4.411764705882353,1610612741,46,38,2026-02-23T01:56:21Z,2470000,False,228.0,-10.0,1,left,M. Buzelis 3PT  (4 PTS) (P. Williams 5 AST),"[1641824, 1630172]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,22.81,Made,4.0,,,,,,,,,P. Williams,1630172.0,5.0,,,,
259,PT05M09.00S,2026-02-23T01:56:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630574,93.38042049934296,47.05882352941176,1610612752,46,38,2026-02-23T01:58:45Z,2490000,False,-15.0,10.0,1,right,MISS A. Hukporti Layup,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,1.76,Missed,,,,,,,,,,,,,,,,
260,PT05M09.00S,2026-02-23T01:56:41.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,46,38,2026-02-23T01:57:05Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,259.0,,,,,,,,,,
262,PT05M09.00S,2026-02-23T01:56:50.0Z,2,REGULAR,substitution,out,[],1630581,,,1610612752,46,38,2026-02-23T01:56:58Z,2520000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M09.00S,2026-02-23T01:56:50.0Z,2,REGULAR,substitution,in,[],1630200,,,1610612752,46,38,2026-02-23T01:56:58Z,2530000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M00.00S,2026-02-23T01:57:16.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,77.61169513797634,53.67647058823529,1610612752,46,40,2026-02-23T01:59:44Z,2540000,False,18.0,158.0,1,right,J. Brunson 15' turnaround fadeaway Jump Shot (6 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,15.91,Made,6.0,,,,,,,,,,,,,,,
265,PT04M49.00S,2026-02-23T01:57:27.0Z,2,REGULAR,3pt,Jump Shot,[],1630172,32.933639947437584,33.33333333333333,1610612741,46,40,2026-02-23T02:01:06Z,2550000,False,83.0,257.0,1,left,MISS P. Williams 27' pullup 3PT,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,27.03,Missed,,,,,,,,,,,,,,,,
266,PT04M48.00S,2026-02-23T01:57:28.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,46,40,2026-02-23T01:57:30Z,2560000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,265.0,5.0,4.0,1.0,,,,,,,
267,PT04M42.00S,2026-02-23T01:57:36.3Z,2,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612752,46,40,2026-02-23T01:58:05Z,2570000,False,,,0,,M. Buzelis shooting personal FOUL (2 PF) (Brunson 2 FT),"[1641824, 1628973]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1628953.0,,,,,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,
269,PT04M42.00S,2026-02-23T01:58:05.9Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,46,40,2026-02-23T01:58:05Z,2590000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
270,PT04M42.00S,2026-02-23T01:58:05.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,46,40,2026-02-23T01:58:05Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,
271,PT04M42.00S,2026-02-23T01:58:06.9Z,2,REGULAR,substitution,out,[],1629012,,,1610612752,46,40,2026-02-23T01:58:16Z,2610000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M42.00S,2026-02-23T01:58:06.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612752,46,40,2026-02-23T01:58:16Z,2620000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M42.00S,2026-02-23T01:58:05.9Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,46,40,2026-02-23T01:58:28Z,2630000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
274,PT04M40.00S,2026-02-23T01:58:07.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,46,40,2026-02-23T01:58:28Z,2640000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,273.0,4.0,2.0,2.0,,,,,,,
275,PT04M19.00S,2026-02-23T01:58:47.3Z,2,REGULAR,3pt,Jump Shot,[],1630200,21.50131406044678,8.823529411764707,1610612741,46,40,2026-02-23T01:58:53Z,2650000,False,206.0,150.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,25.45,Missed,,,,,,,,,,,,,,,,
276,PT04M15.00S,2026-02-23T01:58:51.3Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,46,40,2026-02-23T01:58:53Z,2660000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,275.0,3.0,3.0,0.0,,,,,,,
277,PT04M04.00S,2026-02-23T01:59:03.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,94.1688567674113,69.6078431372549,1610612752,46,42,2026-02-23T02:01:57Z,2670000,False,98.0,2.0,1,right,J. Brunson 9' turnaround fadeaway Jump Shot (8 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,9.8,Made,8.0,,,,,,,,,,,,,,,
278,PT03M42.00S,2026-02-23T01:59:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,11.514454664914586,40.19607843137255,1610612741,46,42,2026-02-23T01:59:29Z,2680000,False,49.0,56.0,1,left,MISS N. Richards 7' turnaround Shot,[1630208],1610612741.0,CHI,turnaround,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,7.42,Missed,,,,,,,,,,,,,,,,
279,PT03M40.00S,2026-02-23T01:59:26.4Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612752,46,42,2026-02-23T01:59:26Z,2690000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,
280,PT03M29.00S,2026-02-23T01:59:36.9Z,2,REGULAR,3pt,Jump Shot,[],1628973,94.43166885676742,5.392156862745098,1610612752,46,42,2026-02-23T01:59:50Z,2700000,False,-223.0,0.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,22.3,Missed,,,,,,,,,,,,,,,,
281,PT03M24.00S,2026-02-23T01:59:41.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,46,42,2026-02-23T02:05:35Z,2710000,False,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,,,280.0,5.0,3.0,2.0,,,,,,,
282,PT03M14.00S,2026-02-23T01:59:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,8.360709592641262,39.950980392156865,1610612741,46,42,2026-02-23T02:05:50Z,2720000,False,50.0,26.0,1,left,MISS T. Jones fadeaway bank Shot,[1630200],1610612741.0,CHI,fadeaway bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,5.66,Missed,,,,,,,,,,,,,,,,
283,PT03M12.00S,2026-02-23T01:59:54.8Z,2,REGULAR,rebound,defensive,[],1630574,,,1610612752,46,42,2026-02-23T01:59:56Z,2730000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:2),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,282.0,3.0,2.0,1.0,,,,,,,
284,PT03M06.00S,2026-02-23T02:00:05.3Z,2,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,46,42,2026-02-23T02:00:16Z,2740000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,2530.0,1.0,,,,,,,,,,,,,,,,,,
285,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,out,[],1630208,,,1610612741,46,42,2026-02-23T02:00:31Z,2750000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,46,42,2026-02-23T02:00:31Z,2760000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,46,42,2026-02-23T02:00:31Z,2770000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,out,[],1630574,,,1610612741,46,42,2026-02-23T02:00:31Z,2780000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,46,42,2026-02-23T02:00:31Z,2790000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,in,[],1642265,,,1610612741,46,42,2026-02-23T02:00:31Z,2800000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,in,[],1627824,,,1610612741,46,42,2026-02-23T02:00:31Z,2810000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M06.00S,2026-02-23T02:00:08.0Z,2,REGULAR,substitution,in,[],1626157,,,1610612741,46,42,2026-02-23T02:00:31Z,2820000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M51.00S,2026-02-23T02:00:49.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,27.808804204993432,76.22549019607843,1610612741,49,42,2026-02-23T02:00:55Z,2830000,False,-131.0,209.0,1,left,I. Okoro 24' 3PT  (6 PTS) (G. Yabusele 1 AST),"[1630171, 1627824]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,24.66,Made,6.0,,,,,,,,,G. Yabusele,1627824.0,1.0,,,,
295,PT02M30.00S,2026-02-23T02:01:08.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,95.22010512483574,3.431372549019608,1610612752,49,45,2026-02-23T02:01:12Z,2850000,False,-233.0,-8.0,1,right,J. Alvarado 3PT  (5 PTS) (O. Anunoby 1 AST),"[1630631, 1628384]",1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,23.29,Made,5.0,,,,,,,,,O. Anunoby,1628384.0,1.0,,,,
297,PT02M11.00S,2026-02-23T02:01:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,8.492115637319317,47.794117647058826,1610612741,49,45,2026-02-23T02:01:34Z,2870000,False,11.0,27.0,1,left,MISS T. Jones driving floating bank Shot,[1630200],1610612741.0,CHI,driving floating bank,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,2.94,Missed,,,,,,,,,,,,,,,,
298,PT02M09.00S,2026-02-23T02:01:29.7Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612752,49,45,2026-02-23T02:01:59Z,2880000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:3),[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,
299,PT01M54.00S,2026-02-23T02:01:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630631,73.27529566360053,19.852941176470587,1610612752,49,45,2026-02-23T02:01:50Z,2890000,False,-151.0,199.0,1,right,MISS J. Alvarado 24' 3PT,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,24.94,Missed,,,,,,,,,,,,,,,,
300,PT01M51.00S,2026-02-23T02:01:47.7Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612752,49,45,2026-02-23T02:01:50Z,2900000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,299.0,4.0,3.0,1.0,,,,,,,
301,PT01M49.00S,2026-02-23T02:01:49.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,75.1149802890933,84.80392156862744,1610612752,49,45,2026-02-23T02:02:02Z,2910000,False,174.0,181.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,25.14,Missed,,,,,,,,,,,,,,,,
302,PT01M48.00S,2026-02-23T02:01:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,49,45,2026-02-23T02:02:02Z,2920000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,301.0,,,,,,,,,,
303,PT01M48.00S,2026-02-23T02:01:56.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612752,49,45,2026-02-23T02:02:12Z,2930000,False,,,0,,T. Jones loose ball personal FOUL (1 PF) (Hart 2 FT),"[1630200, 1628404]",1610612741.0,CHI,loose ball,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2530.0,,,,,1.0,0.0,Hart,1628404.0,,,,,,,,,,,
305,PT01M48.00S,2026-02-23T02:02:36.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628404,,,1610612752,49,46,2026-02-23T02:03:02Z,2950000,False,,,0,,J. Hart Free Throw 1 of 2 (6 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
306,PT01M48.00S,2026-02-23T02:02:37.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612752,49,46,2026-02-23T02:02:41Z,2960000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M48.00S,2026-02-23T02:02:37.7Z,2,REGULAR,substitution,in,[],1629013,,,1610612752,49,46,2026-02-23T02:02:41Z,2970000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M48.00S,2026-02-23T02:02:36.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628404,,,1610612752,49,46,2026-02-23T02:03:02Z,2980000,False,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
309,PT01M45.00S,2026-02-23T02:02:39.6Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,49,46,2026-02-23T02:03:02Z,2990000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:7),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,308.0,8.0,7.0,1.0,,,,,,,
310,PT01M37.00S,2026-02-23T02:03:10.8Z,2,REGULAR,3pt,Jump Shot,[],1630188,33.327858081471746,54.166666666666664,1610612741,49,46,2026-02-23T02:03:16Z,3000000,False,-21.0,261.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,26.16,Missed,,,,,,,,,,,,,,,,
311,PT01M32.00S,2026-02-23T02:03:15.1Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,49,46,2026-02-23T02:03:15Z,3010000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,310.0,5.0,4.0,1.0,,,,,,,
312,PT01M28.00S,2026-02-23T02:03:18.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,92.46057818659659,98.52941176470588,1610612752,49,46,2026-02-23T02:08:46Z,3020000,False,243.0,18.0,1,right,MISS K. Towns 24' running 3PT,[1626157],1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,24.33,Missed,,,,,,,,,,,,,,,,
313,PT01M24.00S,2026-02-23T02:03:22.8Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,49,46,2026-02-23T02:03:23Z,3030000,False,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,,,,312.0,5.0,4.0,1.0,,,,,,,
314,PT01M20.00S,2026-02-23T02:03:26.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630171,13.091327201051248,4.411764705882353,1610612741,52,46,2026-02-23T02:03:31Z,3040000,False,228.0,71.0,1,left,I. Okoro 3PT running (9 PTS) (R. Dillingham 3 AST),"[1630171, 1642265]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,23.86,Made,9.0,,,,,,,,,R. Dillingham,1642265.0,3.0,,,,
316,PT01M05.00S,2026-02-23T02:03:42.3Z,2,REGULAR,3pt,Jump Shot,[],1629013,94.69448094612353,3.9215686274509802,1610612752,52,49,2026-02-23T02:03:45Z,3060000,False,-230.0,-3.0,1,right,L. Shamet 3PT  (6 PTS) (J. Hart 3 AST),"[1629013, 1628404]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,,,23.04,Made,6.0,,,,,,,,,J. Hart,1628404.0,3.0,,,,
319,PT00M54.20S,2026-02-23T02:03:56.6Z,2,REGULAR,foul,offensive,['inpenalty'],1630188,,,1610612741,52,49,2026-02-23T02:04:04Z,3090000,False,,,0,,J. Smith off-the-ball offensive FOUL (2 PF),"[1630188, 1628404]",1610612741.0,CHI,off-the-ball,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,202027.0,,,,,2.0,0.0,Hart,1628404.0,,,,,,,,,,,
321,PT00M54.20S,2026-02-23T02:03:56.6Z,2,REGULAR,turnover,offensive foul,[],1630188,,,1610612741,52,49,2026-02-23T02:03:56Z,3110000,False,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,202027.0,1.0,,,,,,,,,,,,,,,,,,
322,PT00M31.70S,2026-02-23T02:04:37.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,68.9388961892247,75.0,1610612752,52,49,2026-02-23T02:10:18Z,3120000,False,125.0,239.0,1,right,MISS J. Brunson 27' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,27.02,Missed,,,,,,,,,,,,,,,,
323,PT00M30.20S,2026-02-23T02:04:38.6Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612752,52,49,2026-02-23T02:04:38Z,3130000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:4),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,322.0,6.0,4.0,2.0,,,,,,,
324,PT00M23.20S,2026-02-23T02:04:45.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629013,67.88764783180025,60.29411764705882,1610612752,52,52,2026-02-23T02:05:04Z,3140000,False,51.0,249.0,1,right,L. Shamet 25' 3PT  (9 PTS) (J. Hart 4 AST),"[1629013, 1628404]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,25.47,Made,9.0,,,,,,,,,J. Hart,1628404.0,4.0,,,,
326,PT00M22.50S,2026-02-23T02:04:52.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,52,52,2026-02-23T02:05:11Z,3160000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,202027.0,,,,,,,,,,,,,,,,,,,
327,PT00M16.40S,2026-02-23T02:05:13.4Z,2,REGULAR,foul,personal,[],1629013,,,1610612741,52,52,2026-02-23T02:05:27Z,3170000,False,,,0,,L. Shamet take personal FOUL (1 PF),"[1629013, 1630200]",1610612752.0,NYK,take,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,202027.0,,,,,1.0,0.0,Jones,1630200.0,,,,,,,,,,,
329,PT00M16.40S,2026-02-23T02:05:22.1Z,2,REGULAR,substitution,out,[],1628973,,,1610612741,52,52,2026-02-23T02:05:27Z,3190000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M16.40S,2026-02-23T02:05:22.1Z,2,REGULAR,substitution,in,[],1631110,,,1610612741,52,52,2026-02-23T02:05:27Z,3200000,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M16.40S,2026-02-23T02:05:31.6Z,2,REGULAR,substitution,out,[],1626157,,,1610612741,52,52,2026-02-23T02:05:34Z,3210000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M16.40S,2026-02-23T02:05:31.6Z,2,REGULAR,substitution,in,[],1628969,,,1610612741,52,52,2026-02-23T02:05:34Z,3220000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M00.20S,2026-02-23T02:06:00.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629013,,,1610612741,52,52,2026-02-23T02:06:18Z,3230000,False,,,0,,L. Shamet shooting personal FOUL (2 PF) (Dillingham 3 FT),"[1629013, 1642265]",1610612752.0,NYK,shooting,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,1628953.0,,,,,2.0,0.0,Dillingham,1642265.0,,,,,,,,,,,
335,PT00M00.20S,2026-02-23T02:06:30.6Z,2,REGULAR,freethrow,1 of 3,[],1642265,,,1610612741,52,52,2026-02-23T02:06:30Z,3250000,False,,,0,,MISS R. Dillingham Free Throw 1 of 3,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
336,PT00M00.20S,2026-02-23T02:06:30.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,52,52,2026-02-23T02:06:30Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,
337,PT00M00.20S,2026-02-23T02:06:43.1Z,2,REGULAR,freethrow,2 of 3,[],1642265,,,1610612741,52,52,2026-02-23T02:06:43Z,3270000,False,,,0,,MISS R. Dillingham Free Throw 2 of 3,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
338,PT00M00.20S,2026-02-23T02:06:43.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,52,52,2026-02-23T02:06:43Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,
