actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
173,PT11M03.00S,2024-11-21T01:38:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,32.14520367936925,45.588235294117645,1610612763,37,33,2024-11-21T01:48:55Z,1730000,False,22.0,250.0,1,left,L. Kennard 25' 3PT  (9 PTS) (J. Huff 2 AST),"[1628379, 1630643]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,25.07,Made,,9.0,,,,,,J. Huff,1630643.0,2.0,,,,,
175,PT10M38.00S,2024-11-21T01:38:26.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,90.22667542706965,45.09803921568628,1610612755,37,33,2024-11-21T01:38:30Z,1750000,False,-25.0,39.0,1,right,MISS A. Drummond turnaround Hook - blocked,"[203083, 1631222]",1610612755.0,PHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,4.64,Missed,,,,,,,,,,,,,,LaRavia,1631222.0
176,PT10M38.00S,2024-11-21T01:38:26.2Z,2,REGULAR,block,,[],1631222,,,1610612755,37,33,2024-11-21T01:38:28Z,1760000,False,,,0,,J. LaRavia BLOCK (1 BLK),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M35.00S,2024-11-21T01:38:29.2Z,2,REGULAR,rebound,defensive,[],1630590,,,1610612763,37,33,2024-11-21T01:38:30Z,1770000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:2),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,175.0,,,,,,,,,,2.0,2.0,0.0,,
178,PT10M26.00S,2024-11-21T01:38:37.4Z,2,REGULAR,3pt,Jump Shot,[],1630643,5.995400788436268,97.54901960784314,1610612763,40,33,2024-11-21T01:38:41Z,1780000,False,-238.0,4.0,1,left,J. Huff 3PT  (3 PTS) (C. Spencer 2 AST),"[1630643, 1642285]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,Left Corner 3,24+ Left,,,,23.77,Made,,3.0,,,,,,C. Spencer,1642285.0,2.0,,,,,
180,PT10M20.00S,2024-11-21T01:38:49.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,40,33,2024-11-21T01:38:49Z,1800000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M20.00S,2024-11-21T01:40:50.0Z,2,REGULAR,substitution,out,[],202704,,,1610612755,40,33,2024-11-21T01:41:28Z,1810000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M20.00S,2024-11-21T01:40:50.0Z,2,REGULAR,substitution,out,[],1626162,,,1610612755,40,33,2024-11-21T01:41:28Z,1820000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M20.00S,2024-11-21T01:40:50.0Z,2,REGULAR,substitution,out,[],1627824,,,1610612755,40,33,2024-11-21T01:41:28Z,1830000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M20.00S,2024-11-21T01:40:50.0Z,2,REGULAR,substitution,in,[],1628997,,,1610612755,40,33,2024-11-21T01:41:28Z,1840000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M20.00S,2024-11-21T01:40:50.0Z,2,REGULAR,substitution,in,[],1642272,,,1610612755,40,33,2024-11-21T01:41:28Z,1850000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M20.00S,2024-11-21T01:40:50.0Z,2,REGULAR,substitution,in,[],201569,,,1610612755,40,33,2024-11-21T01:41:28Z,1860000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M14.00S,2024-11-21T01:41:53.4Z,2,REGULAR,2pt,Jump Shot,[],202331,89.56964520367937,75.98039215686273,1610612755,40,33,2024-11-21T01:42:00Z,1870000,False,130.0,46.0,1,right,MISS P. George 13' turnaround Shot,[202331],1610612755.0,PHI,turnaround,,,George,P. George,,,,,Mid-Range,8-16 Right,,,,13.76,Missed,,,,,,,,,,,,,,,
188,PT10M09.00S,2024-11-21T01:41:58.4Z,2,REGULAR,rebound,defensive,[],1642285,,,1610612763,40,33,2024-11-21T01:42:00Z,1880000,False,,,0,,C. Spencer REBOUND (Off:0 Def:1),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Right,,,,,,187.0,,,,,,,,,,1.0,1.0,0.0,,
189,PT09M59.00S,2024-11-21T01:42:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630643,6.915243101182654,95.58823529411765,1610612763,40,33,2024-11-21T01:42:12Z,1890000,False,-228.0,13.0,1,left,MISS J. Huff 3PT,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Left Corner 3,24+ Left,,,,22.82,Missed,,,,,,,,,,,,,,,
190,PT09M56.00S,2024-11-21T01:42:11.4Z,2,REGULAR,rebound,defensive,[],201569,,,1610612755,40,33,2024-11-21T01:42:12Z,1900000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,,,,,,189.0,,,,,,,,,,1.0,1.0,0.0,,
191,PT09M52.00S,2024-11-21T01:42:15.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1642272,91.40932982917214,41.42156862745098,1610612755,40,33,2024-11-21T01:42:21Z,1910000,False,-43.0,28.0,1,right,MISS J. McCain driving floating Shot,[1642272],1610612755.0,PHI,driving floating,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,,,,5.14,Missed,,,,,,,,,,,,,,,
192,PT09M48.00S,2024-11-21T01:42:19.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,40,33,2024-11-21T01:42:19Z,1920000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,191.0,,,,,,,,,,2.0,1.0,1.0,,
193,PT09M48.00S,2024-11-21T01:42:19.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,40,33,2024-11-21T01:42:23Z,1930000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
194,PT09M48.00S,2024-11-21T01:42:19.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,40,33,2024-11-21T01:42:23Z,1940000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,193.0,,,,,,,,,,3.0,1.0,2.0,,
195,PT09M45.00S,2024-11-21T01:42:21.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,40,33,2024-11-21T01:43:42Z,1950000,False,0.0,0.0,1,right,MISS A. Drummond putback Layup - blocked,"[203083, 1630643]",1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,Huff,1630643.0
196,PT09M45.00S,2024-11-21T01:42:21.9Z,2,REGULAR,block,,[],1630643,,,1610612755,40,33,2024-11-21T01:42:22Z,1960000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT09M44.00S,2024-11-21T01:42:22.9Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,40,33,2024-11-21T01:43:42Z,1970000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,195.0,,,,,,,,,,2.0,2.0,0.0,,
198,PT09M33.00S,2024-11-21T01:42:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,11.251642575558476,49.754901960784316,1610612763,40,33,2024-11-21T01:42:45Z,1980000,False,1.0,53.0,1,left,MISS S. Pippen Jr. turnaround Shot,[1630590],1610612763.0,MEM,turnaround,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.33,Missed,,,,,,,,,,,,,,,
199,PT09M30.00S,2024-11-21T01:42:37.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,40,33,2024-11-21T01:42:45Z,1990000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,198.0,,,,,,,,,,4.0,2.0,2.0,,
200,PT09M22.00S,2024-11-21T01:42:45.1Z,2,REGULAR,2pt,Jump Shot,[],202331,75.50919842312747,29.411764705882355,1610612755,40,33,2024-11-21T01:42:50Z,2000000,False,-103.0,178.0,1,right,MISS P. George 20' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,20.53,Missed,,,,,,,,,,,,,,,
201,PT09M19.00S,2024-11-21T01:42:48.1Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,40,33,2024-11-21T01:42:50Z,2010000,False,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,,,200.0,,,,,,,,,,3.0,3.0,0.0,,
202,PT08M59.00S,2024-11-21T01:43:22.4Z,2,REGULAR,turnover,3-second-violation,[],1630643,,,1610612763,40,33,2024-11-21T01:43:29Z,2020000,False,,,0,,J. Huff 3-second-violation TURNOVER (1 TO),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,1.0,,,,,,,202037.0,,,,,,,,,,,,
203,PT08M59.00S,2024-11-21T01:43:25.8Z,2,REGULAR,substitution,out,[],1628379,,,1610612755,40,33,2024-11-21T01:43:30Z,2030000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M59.00S,2024-11-21T01:43:25.8Z,2,REGULAR,substitution,in,[],1642377,,,1610612755,40,33,2024-11-21T01:43:30Z,2040000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M42.00S,2024-11-21T01:43:50.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203083,93.11760840998686,51.71568627450981,1610612755,40,35,2024-11-21T01:43:59Z,2050000,False,9.0,12.0,1,right,A. Drummond cutting DUNK (6 PTS) (P. George 2 AST),"[203083, 202331]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,1.49,Made,,6.0,,,,,,P. George,202331.0,2.0,,,,,
207,PT08M42.00S,2024-11-21T01:43:55.3Z,2,REGULAR,foul,personal,['1freethrow'],1630590,,,1610612755,40,35,2024-11-21T01:44:29Z,2070000,False,,,0,,S. Pippen Jr. shooting personal FOUL (2 PF) (Drummond 1 FT),"[1630590, 203083]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,2.0,0.0,Drummond,203083.0,,,,,,,,
209,PT08M42.00S,2024-11-21T01:44:10.3Z,2,REGULAR,substitution,out,[],1630643,,,1610612755,40,35,2024-11-21T01:44:16Z,2090000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M42.00S,2024-11-21T01:44:10.3Z,2,REGULAR,substitution,in,[],1628991,,,1610612755,40,35,2024-11-21T01:44:16Z,2100000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M42.00S,2024-11-21T01:44:32.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203083,,,1610612755,40,35,2024-11-21T01:44:40Z,2110000,False,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
212,PT08M39.00S,2024-11-21T01:44:35.7Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,40,35,2024-11-21T01:44:40Z,2120000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,211.0,,,,,,,,,,2.0,2.0,0.0,,
213,PT08M24.00S,2024-11-21T01:44:50.3Z,2,REGULAR,turnover,lost ball,[],1630590,,,1610612763,40,35,2024-11-21T01:44:53Z,2130000,False,,,0,,S. Pippen Jr. lost ball TURNOVER (1 TO),"[1630590, 203083]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,1.0,Drummond,203083.0,,,,,,,,,,,,,,,,,
214,PT08M24.00S,2024-11-21T01:44:50.3Z,2,REGULAR,steal,,[],203083,,,1610612755,40,35,2024-11-21T01:44:51Z,2140000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT08M18.00S,2024-11-21T01:44:56.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,92.59198423127464,54.166666666666664,1610612755,40,37,2024-11-21T01:45:02Z,2150000,False,21.0,17.0,1,right,P. George driving floating bank Jump Shot (2 PTS),[202331],1610612755.0,PHI,driving floating bank,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,2.69,Made,,2.0,,,,,,,,,,,,,
216,PT08M07.00S,2024-11-21T01:45:07.7Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,40,37,2024-11-21T01:45:11Z,2160000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 203083]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,1.0,Drummond,203083.0,,,,,,,,,,,,,,,,,
217,PT08M07.00S,2024-11-21T01:45:07.7Z,2,REGULAR,steal,,[],203083,,,1610612755,40,37,2024-11-21T01:45:09Z,2170000,False,,,0,,A. Drummond STEAL (2 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
218,PT07M53.00S,2024-11-21T01:45:21.7Z,2,REGULAR,turnover,lost ball,[],1642272,,,1610612755,40,37,2024-11-21T01:45:24Z,2180000,False,,,0,,J. McCain lost ball TURNOVER (1 TO),"[1642272, 1631222]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,16-24 Left Center,1.0,LaRavia,1631222.0,,,,,,,,,,,,,,,,,
219,PT07M53.00S,2024-11-21T01:45:21.7Z,2,REGULAR,steal,,[],1631222,,,1610612763,40,37,2024-11-21T01:45:23Z,2190000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
220,PT07M49.00S,2024-11-21T01:45:25.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630590,32.53942181340342,59.80392156862745,1610612763,43,37,2024-11-21T01:45:31Z,2200000,False,-49.0,253.0,1,left,S. Pippen Jr. 25' 3PT running (5 PTS) (J. LaRavia 3 AST),"[1630590, 1631222]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,25.81,Made,,5.0,,,,,,J. LaRavia,1631222.0,3.0,,,,,
222,PT07M31.00S,2024-11-21T01:45:42.8Z,2,REGULAR,3pt,Jump Shot,[],1642272,63.02562417871223,50.98039215686274,1610612755,43,37,2024-11-21T01:45:48Z,2220000,False,5.0,295.0,1,right,MISS J. McCain 29' pullup 3PT,[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,29.51,Missed,,,,,,,,,,,,,,,
223,PT07M27.00S,2024-11-21T01:45:46.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,43,37,2024-11-21T01:45:48Z,2230000,False,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,222.0,,,,,,,,,,5.0,2.0,3.0,,
224,PT07M27.00S,2024-11-21T01:45:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612755,43,39,2024-11-21T01:45:47Z,2240000,False,0.0,0.0,1,right,A. Drummond putback Layup (8 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,8.0,,,,,,,,,,,,,
225,PT07M20.00S,2024-11-21T01:45:53.6Z,2,REGULAR,3pt,Jump Shot,[],1642285,31.750985545335087,48.529411764705884,1610612763,43,39,2024-11-21T01:45:59Z,2250000,False,7.0,246.0,1,left,MISS C. Spencer 24' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,,,,24.61,Missed,,,,,,,,,,,,,,,
226,PT07M15.00S,2024-11-21T01:45:58.6Z,2,REGULAR,rebound,offensive,[],1631222,,,1610612763,43,39,2024-11-21T01:49:49Z,2260000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,,,,225.0,,,,,,,,,,3.0,2.0,1.0,,
229,PT07M14.00S,2024-11-21T01:46:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631222,7.30946123521682,47.794117647058826,1610612763,45,39,2024-11-21T01:46:12Z,2290000,False,11.0,16.0,1,left,J. LaRavia putback Layup (2 PTS),[1631222],1610612763.0,MEM,putback,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,1.96,Made,,2.0,,,,,,,,,,,,,
231,PT06M53.00S,2024-11-21T01:46:25.2Z,2,REGULAR,substitution,out,[],1631222,,,1610612755,45,39,2024-11-21T01:46:32Z,2310000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M53.00S,2024-11-21T01:46:25.2Z,2,REGULAR,substitution,out,[],203083,,,1610612755,45,39,2024-11-21T01:46:32Z,2320000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M53.00S,2024-11-21T01:46:25.2Z,2,REGULAR,substitution,in,[],1629634,,,1610612755,45,39,2024-11-21T01:46:32Z,2330000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M53.00S,2024-11-21T01:46:25.2Z,2,REGULAR,substitution,in,[],203954,,,1610612755,45,39,2024-11-21T01:46:32Z,2340000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2024-11-21T01:46:47.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,82.86793692509855,53.92156862745098,1610612755,45,39,2024-11-21T01:46:53Z,2350000,False,20.0,109.0,1,right,MISS P. George 11' turnaround fadeaway Shot,[202331],1610612755.0,PHI,turnaround fadeaway,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,11.03,Missed,,,,,,,,,,,,,,,
236,PT06M45.00S,2024-11-21T01:46:51.4Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,45,39,2024-11-21T01:46:53Z,2360000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,235.0,,,,,,,,,,2.0,1.0,1.0,,
237,PT06M44.00S,2024-11-21T01:46:52.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203954,93.11760840998686,50.245098039215684,1610612755,45,41,2024-11-21T01:46:57Z,2370000,False,1.0,12.0,1,right,J. Embiid driving DUNK (12 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,12.0,,,,,,,,,,,,,
238,PT06M37.00S,2024-11-21T01:47:00.1Z,2,REGULAR,3pt,Jump Shot,[],1642377,8.09789750328515,95.58823529411765,1610612763,45,41,2024-11-21T01:47:04Z,2380000,False,-228.0,24.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,,22.91,Missed,,,,,,,,,,,,,,,
239,PT06M33.00S,2024-11-21T01:47:04.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,45,41,2024-11-21T01:47:04Z,2390000,False,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,238.0,,,,,,,,,,3.0,2.0,1.0,,
240,PT06M27.00S,2024-11-21T01:47:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,87.33574244415243,43.627450980392155,1610612755,45,41,2024-11-21T01:47:24Z,2400000,False,-32.0,67.0,1,right,MISS E. Gordon 7' driving Layup - blocked,"[201569, 1642285]",1610612755.0,PHI,driving,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,7.38,Missed,,,,,,,,,,,,,,Spencer,1642285.0
241,PT06M27.00S,2024-11-21T01:47:11.8Z,2,REGULAR,block,,[],1642285,,,1610612755,45,41,2024-11-21T01:47:15Z,2410000,False,,,0,,C. Spencer BLOCK (1 BLK),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT06M27.00S,2024-11-21T01:47:11.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,45,41,2024-11-21T01:47:24Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,240.0,,,,,,,,,,,,,,
244,PT06M08.00S,2024-11-21T01:47:43.6Z,2,REGULAR,2pt,Jump Shot,[],1629634,6.1268068331143235,69.11764705882352,1610612763,45,41,2024-11-21T01:47:47Z,2440000,False,-96.0,5.0,1,left,MISS B. Clarke 9' driving floating Shot,[1629634],1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,9.57,Missed,,,,,,,,,,,,,,,
245,PT06M06.00S,2024-11-21T01:47:45.6Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,45,41,2024-11-21T01:47:47Z,2450000,False,,,0,,B. Clarke REBOUND (Off:2 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,,244.0,,,,,,,,,,3.0,1.0,2.0,,
246,PT05M59.00S,2024-11-21T01:47:53.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630590,6.389618922470433,54.166666666666664,1610612763,45,41,2024-11-21T01:47:58Z,2460000,False,-21.0,8.0,1,left,MISS S. Pippen Jr. driving Layup - blocked,"[1630590, 203954]",1610612763.0,MEM,driving,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,2.21,Missed,,,,,,,,,,,,,,Embiid,203954.0
247,PT05M59.00S,2024-11-21T01:47:53.0Z,2,REGULAR,block,,[],203954,,,1610612763,45,41,2024-11-21T01:47:55Z,2470000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
248,PT05M59.00S,2024-11-21T01:47:53.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,41,2024-11-21T01:47:58Z,2480000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,246.0,,,,,,,,,,,,,,
250,PT05M59.00S,2024-11-21T01:47:57.9Z,2,REGULAR,substitution,out,[],202331,,,1610612763,45,41,2024-11-21T01:48:14Z,2500000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M59.00S,2024-11-21T01:47:57.9Z,2,REGULAR,substitution,in,[],1627824,,,1610612763,45,41,2024-11-21T01:48:14Z,2510000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M55.00S,2024-11-21T01:48:27.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629634,8.09789750328515,97.05882352941177,1610612763,45,41,2024-11-21T01:48:36Z,2520000,False,-235.0,24.0,1,left,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Left Corner 3,24+ Left,,,,23.65,Missed,,,,,,,,,,,,,,,
253,PT05M53.00S,2024-11-21T01:48:29.5Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,45,41,2024-11-21T01:48:29Z,2530000,False,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,252.0,,,,,,,,,,4.0,3.0,1.0,,
