actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
561,PT00M28.30S,2024-10-31T02:04:58.6Z,3,REGULAR,substitution,in,[],1642377,,,1610612751,87,91,2024-10-31T02:05:12Z,5560000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT00M28.30S,2024-10-31T02:04:58.6Z,3,REGULAR,substitution,in,[],203471,,,1610612751,87,91,2024-10-31T02:05:12Z,5570000,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT00M19.20S,2024-10-31T02:05:38.9Z,3,REGULAR,turnover,bad pass,[],1627827,,,1610612751,87,91,2024-10-31T02:05:43Z,5580000,False,,,0,,D. Finney-Smith bad pass TURNOVER (3 TO),"[1627827, 1628991]",1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,Mid-Range,8-16 Right,,,,,,,,,,,3.0,Jackson Jr.,1628991.0,,,,,,,,,,,,
564,PT00M19.20S,2024-10-31T02:05:38.9Z,3,REGULAR,steal,,[],1628991,,,1610612763,87,91,2024-10-31T02:05:41Z,5590000,False,,,0,,J. Jackson Jr. STEAL (3 STL),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT00M03.20S,2024-10-31T02:05:54.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642377,71.96123521681997,80.14705882352942,1610612763,90,91,2024-10-31T02:05:59Z,5600000,False,151.0,211.0,1,right,J. Wells 25' 3PT  (6 PTS) (J. Morant 9 AST),"[1642377, 1629630]",1610612763.0,MEM,,Wells,J. Wells,,Above the Break 3,24+ Right Center,25.94,Made,,,,,6.0,J. Morant,1629630.0,9.0,,,,,,,,,,,,,,,
567,PT00M00.00S,2024-10-31T02:06:00.6Z,3,REGULAR,3pt,Jump Shot,[],1630533,54.35282522996058,71.07843137254902,1610612751,90,91,2024-10-31T02:06:08Z,5620000,False,-105.0,458.0,1,left,MISS Z. Williams 47' driving floating 3PT,[1630533],1610612751.0,BKN,,Williams,Z. Williams,driving floating,Above the Break 3,24+ Center,47.04,Missed,,,,,,,,,,,,,,,,,,,,,,,
568,PT00M00.00S,2024-10-31T02:06:03.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,90,91,2024-10-31T02:06:03Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Above the Break 3,24+ Center,,,567.0,,,,,,,,,,,,,,,,,,,,,,
569,PT00M00.00S,2024-10-31T02:06:03.7Z,3,REGULAR,period,end,[],0,,,1610612751,90,91,2024-10-31T02:06:03Z,5640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2024-10-31T02:06:09.3Z,4,REGULAR,substitution,out,['startperiod'],1629634,,,1610612751,90,91,2024-10-31T02:08:24Z,5650000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2024-10-31T02:06:09.3Z,4,REGULAR,substitution,in,['startperiod'],1630643,,,1610612751,90,91,2024-10-31T02:08:24Z,5660000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2024-10-31T02:08:47.1Z,4,REGULAR,period,start,[],0,,,1610612763,90,91,2024-10-31T02:08:47Z,5670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT11M40.00S,2024-10-31T02:09:05.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,92.19776609724047,64.4607843137255,1610612763,90,91,2024-10-31T02:09:11Z,5680000,False,72.0,21.0,1,right,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,turnaround,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,,,,,,
574,PT11M38.00S,2024-10-31T02:09:07.9Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612751,90,91,2024-10-31T02:09:11Z,5690000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:3),[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,In The Paint (Non-RA),0-8 Center,,,573.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
575,PT11M21.00S,2024-10-31T02:09:25.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,6.389618922470433,52.94117647058824,1610612751,90,93,2024-10-31T02:09:29Z,5700000,False,-15.0,8.0,1,left,Z. Williams driving finger roll Layup (17 PTS) (D. Schröder 7 AST),"[1630533, 203471]",1610612751.0,BKN,,Williams,Z. Williams,driving finger roll,Restricted Area,0-8 Center,1.65,Made,,,,,17.0,D. Schröder,203471.0,7.0,,,,,,,,,,,,,,,
577,PT11M08.00S,2024-10-31T02:09:37.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630643,92.72339027595268,49.754901960784316,1610612763,92,93,2024-10-31T02:09:41Z,5720000,False,-1.0,16.0,1,right,J. Huff alley-oop DUNK (4 PTS) (J. Morant 10 AST),"[1630643, 1629630]",1610612763.0,MEM,,Huff,J. Huff,alley-oop,Restricted Area,0-8 Center,1.59,Made,,,,,4.0,J. Morant,1629630.0,10.0,,,,,,,,,,,,,,,
579,PT10M52.00S,2024-10-31T02:09:53.6Z,4,REGULAR,3pt,Jump Shot,[],1627827,28.728646517739815,74.75490196078431,1610612751,92,93,2024-10-31T02:09:59Z,5740000,False,-124.0,218.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,,,,,,
580,PT10M49.00S,2024-10-31T02:09:56.6Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,92,93,2024-10-31T02:09:59Z,5750000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Above the Break 3,24+ Left Center,,,579.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
581,PT10M40.00S,2024-10-31T02:10:09.1Z,4,REGULAR,turnover,out-of-bounds,[],1642377,,,1610612763,92,93,2024-10-31T02:10:13Z,5760000,False,,,0,,J. Wells bad pass out-of-bounds TURNOVER (3 TO),[1642377],1610612763.0,MEM,202035.0,Wells,J. Wells,bad pass,Restricted Area,0-8 Center,,,,,,,,,,,3.0,,,,,,,,,,,,,,
582,PT10M25.00S,2024-10-31T02:10:38.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,6.258212877792378,54.65686274509803,1610612751,92,95,2024-10-31T02:10:43Z,5770000,False,-23.0,6.0,1,left,D. Schröder driving floating Jump Shot (24 PTS),[203471],1610612751.0,BKN,,Schröder,D. Schröder,driving floating,Restricted Area,0-8 Center,2.41,Made,,,,,24.0,,,,,,,,,,,,,,,,,,
584,PT10M18.00S,2024-10-31T02:10:45.0Z,4,REGULAR,turnover,bad pass,[],1642377,,,1610612763,92,95,2024-10-31T02:10:49Z,5790000,False,,,0,,J. Wells bad pass TURNOVER (4 TO),"[1642377, 1630533]",1610612763.0,MEM,,Wells,J. Wells,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,Williams,1630533.0,,,,,,,,,,,,
585,PT10M18.00S,2024-10-31T02:10:45.0Z,4,REGULAR,steal,,[],1630533,,,1610612751,92,95,2024-10-31T02:10:48Z,5800000,False,,,0,,Z. Williams STEAL (4 STL),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT10M14.00S,2024-10-31T02:10:49.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203471,32.013797634691194,47.549019607843135,1610612751,92,98,2024-10-31T02:10:53Z,5810000,False,12.0,248.0,1,left,D. Schröder 24' 3PT  (27 PTS) (Z. Williams 3 AST),"[203471, 1630533]",1610612751.0,BKN,,Schröder,D. Schröder,,Above the Break 3,24+ Center,24.87,Made,,,,,27.0,Z. Williams,1630533.0,3.0,,,,,,,,,,,,,,,
588,PT10M14.00S,2024-10-31T02:10:57.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,92,98,2024-10-31T02:10:57Z,5830000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT10M14.00S,2024-10-31T02:12:53.0Z,4,REGULAR,substitution,out,[],1642377,,,1610612763,92,98,2024-10-31T02:13:16Z,5840000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT10M14.00S,2024-10-31T02:12:53.0Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,92,98,2024-10-31T02:13:16Z,5850000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT10M14.00S,2024-10-31T02:12:53.0Z,4,REGULAR,substitution,in,[],1631222,,,1610612763,92,98,2024-10-31T02:13:16Z,5860000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT10M14.00S,2024-10-31T02:12:53.0Z,4,REGULAR,substitution,in,[],1630583,,,1610612763,92,98,2024-10-31T02:13:16Z,5870000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT09M52.00S,2024-10-31T02:14:07.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,88.78120893561103,41.911764705882355,1610612763,92,98,2024-10-31T02:14:11Z,5880000,False,-40.0,53.0,1,right,MISS J. Morant 6' driving floating bank Shot,[1629630],1610612763.0,MEM,,Morant,J. Morant,driving floating bank,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,,,,,,
594,PT09M48.00S,2024-10-31T02:14:11.5Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,92,98,2024-10-31T02:14:11Z,5890000,False,,,0,,J. Wilson REBOUND (Off:3 Def:1),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,In The Paint (Non-RA),0-8 Center,,,593.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
595,PT09M44.00S,2024-10-31T02:14:15.6Z,4,REGULAR,turnover,bad pass,[],1630533,,,1610612751,92,98,2024-10-31T02:48:24Z,5900000,False,,,0,,Z. Williams bad pass TURNOVER (3 TO),"[1630533, 1630583]",1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,,,,,,,,,,,3.0,Aldama,1630583.0,,,,,,,,,,,,
596,PT09M44.00S,2024-10-31T02:14:15.6Z,4,REGULAR,steal,,[],1630583,,,1610612763,92,98,2024-10-31T02:46:40Z,5910000,False,,,0,,S. Aldama STEAL (2 STL),[1630583],1610612763.0,MEM,,Aldama,S. Aldama,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT09M38.00S,2024-10-31T02:14:38.1Z,4,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612763,92,98,2024-10-31T02:14:59Z,5930000,False,,,0,,D. Finney-Smith shooting personal FOUL (4 PF) (Morant 2 FT),"[1627827, 1629630]",1610612751.0,BKN,101283.0,Finney-Smith,D. Finney-Smith,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,4.0,0.0,Morant,1629630.0,,,,,,,,
600,PT09M38.00S,2024-10-31T02:15:08.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629630,,,1610612763,92,98,2024-10-31T02:15:08Z,5950000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,Morant,J. Morant,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
601,PT09M38.00S,2024-10-31T02:15:08.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,92,98,2024-10-31T02:15:08Z,5960000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,
602,PT09M38.00S,2024-10-31T02:15:22.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629630,,,1610612763,93,98,2024-10-31T02:15:22Z,5970000,False,,,0,,J. Morant Free Throw 2 of 2 (14 PTS),[1629630],1610612763.0,MEM,,Morant,J. Morant,,,,,Made,,,,,14.0,,,,,,,,,,,,,,,,,,
604,PT09M20.00S,2024-10-31T02:15:48.9Z,4,REGULAR,substitution,out,[],1629630,,,1610612751,93,98,2024-10-31T02:15:54Z,5990000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT09M20.00S,2024-10-31T02:15:48.9Z,4,REGULAR,substitution,in,[],1630590,,,1610612751,93,98,2024-10-31T02:15:54Z,6000000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT09M15.00S,2024-10-31T02:16:08.0Z,4,REGULAR,3pt,Jump Shot,[],203471,31.488173455978973,41.42156862745098,1610612751,93,98,2024-10-31T02:16:14Z,6010000,False,43.0,243.0,1,left,MISS D. Schröder 24' 3PT,[203471],1610612751.0,BKN,,Schröder,D. Schröder,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,,,,,,
607,PT09M11.00S,2024-10-31T02:16:12.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,93,98,2024-10-31T02:16:14Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Above the Break 3,24+ Center,,,606.0,,,,,,,,,,,,,,,,,,,,,,
609,PT09M00.00S,2024-10-31T02:16:45.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,28.203022339027594,21.813725490196077,1610612751,93,101,2024-10-31T02:16:49Z,6040000,False,141.0,213.0,1,left,D. Finney-Smith 25' 3PT  (7 PTS) (D. Schröder 8 AST),"[1627827, 203471]",1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,Above the Break 3,24+ Right Center,25.51,Made,,,,,7.0,D. Schröder,203471.0,8.0,,,,,,,,,,,,,,,
611,PT08M41.00S,2024-10-31T02:17:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,92.72339027595268,44.85294117647059,1610612763,95,101,2024-10-31T02:17:08Z,6060000,False,-26.0,16.0,1,right,J. LaRavia driving finger roll Layup (3 PTS) (S. Pippen Jr. 4 AST),"[1631222, 1630590]",1610612763.0,MEM,,LaRavia,J. LaRavia,driving finger roll,Restricted Area,0-8 Center,3.02,Made,,,,,3.0,S. Pippen Jr.,1630590.0,4.0,,,,,,,,,,,,,,,
613,PT08M21.00S,2024-10-31T02:17:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,9.280551905387648,47.549019607843135,1610612751,95,101,2024-10-31T02:17:28Z,6080000,False,12.0,35.0,1,left,MISS D. Finney-Smith driving finger roll Layup,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,driving finger roll,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,,,,,,
614,PT08M18.00S,2024-10-31T02:17:26.9Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,95,101,2024-10-31T02:17:28Z,6090000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,Aldama,S. Aldama,,Restricted Area,0-8 Center,,,613.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
615,PT08M14.00S,2024-10-31T02:17:30.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631222,89.56964520367937,94.6078431372549,1610612763,95,101,2024-10-31T02:17:36Z,6100000,False,223.0,46.0,1,right,MISS J. LaRavia running 3PT,[1631222],1610612763.0,MEM,,LaRavia,J. LaRavia,running,Right Corner 3,24+ Right,22.76,Missed,,,,,,,,,,,,,,,,,,,,,,,
616,PT08M11.00S,2024-10-31T02:17:33.9Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,95,101,2024-10-31T02:17:36Z,6110000,False,,,0,,J. Wilson REBOUND (Off:3 Def:2),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Right Corner 3,24+ Right,,,615.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
617,PT07M58.00S,2024-10-31T02:17:46.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.258212877792378,53.92156862745098,1610612751,95,103,2024-10-31T02:17:53Z,6120000,False,-20.0,6.0,1,left,D. Schröder driving finger roll Layup (29 PTS),[203471],1610612751.0,BKN,,Schröder,D. Schröder,driving finger roll,Restricted Area,0-8 Center,2.06,Made,,,,,29.0,,,,,,,,,,,,,,,,,,
618,PT07M45.00S,2024-10-31T02:17:59.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,92.72339027595268,41.42156862745098,1610612763,95,103,2024-10-31T02:18:04Z,6130000,False,-43.0,16.0,1,right,MISS S. Aldama driving Layup,[1630583],1610612763.0,MEM,,Aldama,S. Aldama,driving,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,,,,,,,
619,PT07M41.00S,2024-10-31T02:18:03.5Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,95,103,2024-10-31T02:18:04Z,6140000,False,,,0,,J. Wilson REBOUND (Off:3 Def:3),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,In The Paint (Non-RA),0-8 Center,,,618.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
620,PT07M34.00S,2024-10-31T02:18:16.3Z,4,REGULAR,foul,personal,[],1630590,,,1610612751,95,103,2024-10-31T02:18:30Z,6150000,False,,,0,,S. Pippen Jr. personal FOUL (4 PF),"[1630590, 203471]",1610612763.0,MEM,1626302.0,Pippen Jr.,S. Pippen Jr.,,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,1.0,Schröder,203471.0,,,,,,,,
622,PT07M34.00S,2024-10-31T02:18:30.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,95,103,2024-10-31T02:18:30Z,6170000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,out,[],1630643,,,1610612751,95,103,2024-10-31T02:20:46Z,6180000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,out,[],1629723,,,1610612751,95,103,2024-10-31T02:20:46Z,6190000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,out,[],1629661,,,1610612751,95,103,2024-10-31T02:20:46Z,6200000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,out,[],203471,,,1610612751,95,103,2024-10-31T02:20:46Z,6210000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,in,[],1629634,,,1610612751,95,103,2024-10-31T02:20:46Z,6220000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,in,[],1642377,,,1610612751,95,103,2024-10-31T02:20:46Z,6230000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,in,[],1627732,,,1610612751,95,103,2024-10-31T02:20:46Z,6240000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT07M34.00S,2024-10-31T02:20:17.8Z,4,REGULAR,substitution,in,[],1630560,,,1610612751,95,103,2024-10-31T02:20:46Z,6250000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT07M20.00S,2024-10-31T02:21:31.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,95,103,2024-10-31T02:21:42Z,6260000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT06M59.00S,2024-10-31T02:21:59.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,74.58935611038108,84.80392156862744,1610612763,95,103,2024-10-31T02:22:06Z,6270000,False,174.0,186.0,1,right,MISS S. Aldama 25' step back 3PT,[1630583],1610612763.0,MEM,,Aldama,S. Aldama,step back,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,,,,,,
633,PT06M58.00S,2024-10-31T02:22:00.3Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612763,95,103,2024-10-31T02:34:33Z,6280000,False,,,0,,J. LaRavia REBOUND (Off:2 Def:2),[1631222],1610612763.0,MEM,,LaRavia,J. LaRavia,,Above the Break 3,24+ Right Center,,,632.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
712,PT06M57.00S,2024-10-31T02:22:13.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631222,92.32917214191852,47.794117647058826,1610612763,95,103,2024-10-31T02:34:40Z,6285000,False,-11.0,20.0,1,right,MISS J. LaRavia tip Layup,[1631222],1610612763.0,MEM,,LaRavia,J. LaRavia,tip,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,,,,,,
713,PT06M56.00S,2024-10-31T02:22:14.0Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612751,95,103,2024-10-31T02:34:40Z,6287500,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:4),[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,Restricted Area,0-8 Center,,,712.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
634,PT06M32.00S,2024-10-31T02:22:26.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,17.69053876478318,41.66666666666667,1610612751,95,103,2024-10-31T02:22:34Z,6290000,False,42.0,114.0,1,left,MISS D. Finney-Smith 12' fadeaway Shot,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,fadeaway,In The Paint (Non-RA),8-16 Center,12.12,Missed,,,,,,,,,,,,,,,,,,,,,,,
635,PT06M32.00S,2024-10-31T02:22:26.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,95,103,2024-10-31T02:22:34Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,In The Paint (Non-RA),8-16 Center,,,634.0,,,,,,,,,,,,,,,,,,,,,,
636,PT06M32.00S,2024-10-31T02:22:33.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,95,103,2024-10-31T02:22:37Z,6310000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,1626302.0,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT06M32.00S,2024-10-31T02:22:37.3Z,4,REGULAR,substitution,out,[],1627827,,,1610612763,95,103,2024-10-31T02:22:41Z,6320000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT06M32.00S,2024-10-31T02:22:37.3Z,4,REGULAR,substitution,in,[],1629661,,,1610612763,95,103,2024-10-31T02:22:41Z,6330000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT06M21.00S,2024-10-31T02:22:57.6Z,4,REGULAR,foul,personal,[],1629661,,,1610612763,95,103,2024-10-31T02:23:05Z,6340000,False,,,0,,C. Johnson personal FOUL (2 PF),"[1629661, 1631222]",1610612751.0,BKN,1626302.0,Johnson,C. Johnson,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,LaRavia,1631222.0,,,,,,,,
641,PT06M13.00S,2024-10-31T02:23:24.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630590,87.20433639947439,42.8921568627451,1610612763,95,103,2024-10-31T02:23:29Z,6360000,False,-36.0,68.0,1,right,MISS S. Pippen Jr. 7' floating Shot - blocked,"[1630590, 1630533]",1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,floating,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,Williams,1630533.0,,,,,,
642,PT06M13.00S,2024-10-31T02:23:24.6Z,4,REGULAR,block,,[],1630533,,,1610612763,95,103,2024-10-31T02:23:27Z,6370000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT06M08.00S,2024-10-31T02:23:29.6Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612751,95,103,2024-10-31T02:23:29Z,6380000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,In The Paint (Non-RA),0-8 Center,,,641.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
