actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
166,PT01M09.00S,2024-12-20T01:37:22.0Z,1,REGULAR,steal,,[],1630583,,,1610612763,31,15,2024-12-20T01:37:23Z,1660000,False,,,0,,S. Aldama STEAL (2 STL),[1630583],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
167,PT01M04.00S,2024-12-20T01:37:27.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630590,68.41327201051249,64.2156862745098,1610612763,31,15,2024-12-20T01:37:31Z,1670000,False,71.0,244.0,1,right,MISS S. Pippen Jr. 25' running 3PT,[1630590],1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Center,,,,Pippen Jr.,S. Pippen Jr.,,,25.45,Missed,,,,,,,,,,,,,,
168,PT01M00.00S,2024-12-20T01:37:31.6Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,31,15,2024-12-20T01:37:31Z,1680000,False,,,0,,B. Clarke REBOUND (Off:3 Def:2),[1629634],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Clarke,B. Clarke,,,,,,,,,,,,167.0,5.0,2.0,3.0,,,
169,PT00M56.80S,2024-12-20T01:37:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630590,90.3580814717477,51.9607843137255,1610612763,31,15,2024-12-20T01:37:38Z,1690000,False,10.0,38.0,1,right,MISS S. Pippen Jr. Layup - blocked,"[1630590, 201939]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Pippen Jr.,S. Pippen Jr.,,,3.93,Missed,,,,,,,,,,,,Curry,201939.0,
170,PT00M56.80S,2024-12-20T01:37:35.6Z,1,REGULAR,block,,[],201939,,,1610612763,31,15,2024-12-20T01:37:38Z,1700000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
171,PT00M54.20S,2024-12-20T01:37:38.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,31,15,2024-12-20T01:37:38Z,1710000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,169.0,2.0,2.0,0.0,,,
172,PT00M52.30S,2024-12-20T01:37:39.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,6.652431011826544,96.56862745098039,1610612744,31,15,2024-12-20T01:37:43Z,1720000,False,-233.0,10.0,1,left,MISS B. Hield running 3PT,[1627741],1610612744.0,GSW,running,,,,,,Left Corner 3,24+ Left,,,,Hield,B. Hield,,,23.3,Missed,,,,,,,,,,,,,,
173,PT00M49.70S,2024-12-20T01:37:42.6Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,31,15,2024-12-20T01:37:42Z,1730000,False,,,0,,B. Clarke REBOUND (Off:3 Def:3),[1629634],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Clarke,B. Clarke,,,,,,,,,,,,172.0,6.0,3.0,3.0,,,
174,PT00M42.50S,2024-12-20T01:37:51.8Z,1,REGULAR,foul,personal,[],203110,,,1610612763,31,15,2024-12-20T01:37:57Z,1740000,False,,,0,,D. Green personal FOUL (2 PF),"[203110, 1630583]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,202035.0,2.0,0.0,Green,D. Green,Aldama,1630583.0,,,,,,,,,,,,,,,,
176,PT00M42.50S,2024-12-20T01:38:08.0Z,1,REGULAR,substitution,out,[],1627780,,,1610612763,31,15,2024-12-20T01:38:12Z,1760000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
177,PT00M42.50S,2024-12-20T01:38:08.0Z,1,REGULAR,substitution,in,[],1630322,,,1610612763,31,15,2024-12-20T01:38:12Z,1770000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
178,PT00M35.70S,2024-12-20T01:38:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,67.7562417871222,48.77450980392157,1610612763,34,15,2024-12-20T01:38:32Z,1780000,False,-6.0,251.0,1,right,L. Kennard 25' 3PT  (3 PTS) (S. Pippen Jr. 1 AST),"[1628379, 1630590]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Kennard,L. Kennard,,,25.07,Made,3.0,S. Pippen Jr.,1630590.0,1.0,,,,,,,,,,
180,PT00M21.90S,2024-12-20T01:38:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,7.30946123521682,46.568627450980394,1610612744,34,15,2024-12-20T01:38:54Z,1800000,False,17.0,16.0,1,left,MISS J. Kuminga cutting Layup - blocked,"[1630228, 1629634]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,2.36,Missed,,,,,,,,,,,,Clarke,1629634.0,
181,PT00M21.90S,2024-12-20T01:38:46.7Z,1,REGULAR,block,,[],1629634,,,1610612744,34,15,2024-12-20T01:40:29Z,1810000,False,,,0,,B. Clarke BLOCK (2 BLK),[1629634],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
182,PT00M18.90S,2024-12-20T01:38:49.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,34,15,2024-12-20T01:38:54Z,1820000,False,,,0,,S. Aldama REBOUND (Off:0 Def:4),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,180.0,4.0,4.0,0.0,,,
183,PT00M00.00S,2024-12-20T01:39:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630583,90.62089356110381,95.58823529411765,1610612763,37,15,2024-12-20T01:39:12Z,1830000,False,228.0,36.0,1,right,S. Aldama 3PT  (8 PTS) (S. Pippen Jr. 2 AST),"[1630583, 1630590]",1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Aldama,S. Aldama,,,23.07,Made,8.0,S. Pippen Jr.,1630590.0,2.0,,,,,,,,,,
186,PT00M00.00S,2024-12-20T01:39:28.1Z,1,REGULAR,period,end,[],0,,,1610612744,37,15,2024-12-20T01:39:28Z,1860000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1630590,,,1610612744,37,15,2024-12-20T01:42:01Z,1870000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612744,37,15,2024-12-20T01:42:01Z,1880000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612744,37,15,2024-12-20T01:42:01Z,1890000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,37,15,2024-12-20T01:42:01Z,1900000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,37,15,2024-12-20T01:42:01Z,1910000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612744,37,15,2024-12-20T01:42:01Z,1920000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],1641744,,,1610612744,37,15,2024-12-20T01:42:01Z,1930000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],1629630,,,1610612744,37,15,2024-12-20T01:42:01Z,1940000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,37,15,2024-12-20T01:42:01Z,1950000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2024-12-20T01:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],1631218,,,1610612744,37,15,2024-12-20T01:42:01Z,1960000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2024-12-20T01:41:59.4Z,2,REGULAR,period,start,[],0,,,1610612744,37,15,2024-12-20T01:42:02Z,1970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT11M46.00S,2024-12-20T01:42:13.3Z,2,REGULAR,3pt,Jump Shot,[],201939,27.151773981603156,79.16666666666666,1610612744,37,15,2024-12-20T01:42:17Z,1980000,False,-146.0,203.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Curry,S. Curry,,,24.97,Missed,,,,,,,,,,,,,,
202,PT11M42.00S,2024-12-20T01:42:17.3Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,37,15,2024-12-20T01:42:17Z,1990000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,LaRavia,J. LaRavia,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,
203,PT11M39.00S,2024-12-20T01:42:23.8Z,2,REGULAR,foul,personal,[],203110,,,1610612763,37,15,2024-12-20T01:42:27Z,2000000,False,,,0,,D. Green personal FOUL (3 PF),"[203110, 1628991]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,202026.0,3.0,0.0,Green,D. Green,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
205,PT11M39.00S,2024-12-20T01:42:37.4Z,2,REGULAR,substitution,out,[],203110,,,1610612763,37,15,2024-12-20T01:42:40Z,2020000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
206,PT11M39.00S,2024-12-20T01:42:37.4Z,2,REGULAR,substitution,in,[],203937,,,1610612763,37,15,2024-12-20T01:42:40Z,2030000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
207,PT11M34.00S,2024-12-20T01:42:59.2Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612763,37,15,2024-12-20T01:43:06Z,2040000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203937, 1628991]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,202035.0,1.0,0.0,Anderson,K. Anderson,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
209,PT11M34.00S,2024-12-20T01:43:20.1Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,38,15,2024-12-20T01:43:20Z,2060000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,1.0,,,,,,,,,,,,,
210,PT11M34.00S,2024-12-20T01:43:33.4Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,39,15,2024-12-20T01:43:33Z,2070000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,2.0,,,,,,,,,,,,,
211,PT11M18.00S,2024-12-20T01:43:50.8Z,2,REGULAR,3pt,Jump Shot,[],1641764,30.699737187910642,32.35294117647059,1610612744,39,15,2024-12-20T01:43:56Z,2080000,False,88.0,236.0,1,left,MISS B. Podziemski 25' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Podziemski,B. Podziemski,,,25.2,Missed,,,,,,,,,,,,,,
212,PT11M14.00S,2024-12-20T01:43:54.8Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,39,15,2024-12-20T01:43:56Z,2090000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,211.0,1.0,1.0,0.0,,,
213,PT11M04.00S,2024-12-20T01:44:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,93.51182654402102,53.431372549019606,1610612763,39,15,2024-12-20T01:44:07Z,2100000,False,17.0,8.0,1,right,MISS J. LaRavia driving reverse Layup,[1631222],1610612763.0,MEM,driving reverse,,,,,,Restricted Area,0-8 Center,,,,LaRavia,J. LaRavia,,,1.92,Missed,,,,,,,,,,,,,,
214,PT11M02.00S,2024-12-20T01:44:06.4Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,39,15,2024-12-20T01:44:07Z,2110000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,213.0,3.0,3.0,0.0,,,
215,PT10M59.00S,2024-12-20T01:44:09.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631218,5.732588699080158,49.50980392156863,1610612744,39,17,2024-12-20T01:44:13Z,2120000,False,2.0,1.0,1,left,T. Jackson-Davis running DUNK (2 PTS) (L. Waters III 1 AST),"[1631218, 1630322]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,0.29,Made,2.0,L. Waters III,1630322.0,1.0,,,,,,,,,,
217,PT10M50.00S,2024-12-20T01:44:19.6Z,2,REGULAR,turnover,lost ball,[],1641744,,,1610612763,39,17,2024-12-20T01:44:22Z,2140000,False,,,0,,Z. Edey lost ball TURNOVER (3 TO),"[1641744, 1631218]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Edey,Z. Edey,,,,,,,,,3.0,Jackson-Davis,1631218.0,,,,,,,
218,PT10M50.00S,2024-12-20T01:44:19.6Z,2,REGULAR,steal,,[],1631218,,,1610612744,39,17,2024-12-20T01:51:10Z,2150000,False,,,0,,T. Jackson-Davis STEAL (1 STL),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
219,PT10M40.00S,2024-12-20T01:44:28.7Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,39,17,2024-12-20T01:44:33Z,2160000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1628379]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Curry,S. Curry,,,,,,,,,2.0,Kennard,1628379.0,,,,,,,
220,PT10M40.00S,2024-12-20T01:44:28.7Z,2,REGULAR,steal,,[],1628379,,,1610612763,39,17,2024-12-20T01:44:31Z,2170000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
221,PT10M31.00S,2024-12-20T01:44:37.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631222,83.13074901445466,94.6078431372549,1610612763,42,17,2024-12-20T01:44:40Z,2180000,False,223.0,106.0,1,right,J. LaRavia 24' 3PT  (5 PTS) (J. Jackson Jr. 1 AST),"[1631222, 1628991]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,LaRavia,J. LaRavia,,,24.7,Made,5.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,
223,PT10M18.00S,2024-12-20T01:44:51.3Z,2,REGULAR,2pt,Jump Shot,[],203937,13.87976346911958,31.61764705882353,1610612744,42,17,2024-12-20T01:44:54Z,2200000,False,92.0,78.0,1,left,MISS K. Anderson 12' driving floating bank Shot,[203937],1610612744.0,GSW,driving floating bank,,,,,,Mid-Range,8-16 Right,,,,Anderson,K. Anderson,,,12.05,Missed,,,,,,,,,,,,,,
224,PT10M16.00S,2024-12-20T01:44:53.3Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,42,17,2024-12-20T01:44:54Z,2210000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,223.0,2.0,2.0,0.0,,,
225,PT10M05.00S,2024-12-20T01:45:03.8Z,2,REGULAR,3pt,Jump Shot,[],1631222,91.40932982917214,96.81372549019608,1610612763,45,17,2024-12-20T01:45:07Z,2220000,False,234.0,28.0,1,right,J. LaRavia 3PT  (8 PTS) (J. Morant 2 AST),"[1631222, 1629630]",1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,LaRavia,J. LaRavia,,,23.58,Made,8.0,J. Morant,1629630.0,2.0,,,,,,,,,,
227,PT09M50.00S,2024-12-20T01:45:18.4Z,2,REGULAR,3pt,Jump Shot,[],201939,27.94021024967148,77.45098039215686,1610612744,45,17,2024-12-20T01:45:21Z,2240000,False,-137.0,210.0,1,left,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Curry,S. Curry,,,25.1,Missed,,,,,,,,,,,,,,
228,PT09M48.00S,2024-12-20T01:45:20.4Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,45,17,2024-12-20T01:45:21Z,2250000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:3),[1631222],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,LaRavia,J. LaRavia,,,,,,,,,,,,227.0,3.0,3.0,0.0,,,
229,PT09M40.00S,2024-12-20T01:45:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,88.12417871222075,48.77450980392157,1610612763,45,17,2024-12-20T01:45:32Z,2260000,False,-6.0,59.0,1,right,MISS L. Kennard cutting finger roll Layup - blocked,"[1628379, 1631218]",1610612763.0,MEM,cutting finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kennard,L. Kennard,,,5.94,Missed,,,,,,,,,,,,Jackson-Davis,1631218.0,
230,PT09M40.00S,2024-12-20T01:45:28.7Z,2,REGULAR,block,,[],1631218,,,1610612763,45,17,2024-12-20T01:45:30Z,2270000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
231,PT09M37.00S,2024-12-20T01:45:31.7Z,2,REGULAR,rebound,defensive,[],203937,,,1610612744,45,17,2024-12-20T01:45:32Z,2280000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,,,,,,,,,229.0,1.0,1.0,0.0,,,
232,PT09M33.00S,2024-12-20T01:45:36.4Z,2,REGULAR,3pt,Jump Shot,[],1641764,4.812746386333772,3.9215686274509802,1610612744,45,20,2024-12-20T01:45:41Z,2290000,False,230.0,-7.0,1,left,B. Podziemski 3PT  (3 PTS) (T. Jackson-Davis 2 AST),"[1641764, 1631218]",1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Podziemski,B. Podziemski,,,23.05,Made,3.0,T. Jackson-Davis,1631218.0,2.0,,,,,,,,,,
234,PT09M19.00S,2024-12-20T01:45:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,82.7365308804205,39.950980392156865,1610612763,45,20,2024-12-20T01:45:53Z,2310000,False,-50.0,110.0,1,right,MISS J. Jackson Jr. 12' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jackson Jr.,J. Jackson Jr.,,,12.07,Missed,,,,,,,,,,,,,,
235,PT09M17.00S,2024-12-20T01:45:51.9Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,45,20,2024-12-20T01:45:53Z,2320000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:3),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,234.0,4.0,3.0,1.0,,,
236,PT09M08.00S,2024-12-20T01:46:00.8Z,2,REGULAR,3pt,Jump Shot,[],1630322,25.18068331143233,16.911764705882355,1610612744,45,20,2024-12-20T01:46:04Z,2330000,False,165.0,184.0,1,left,MISS L. Waters III 24' 3PT,[1630322],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Waters III,L. Waters III,,,24.76,Missed,,,,,,,,,,,,,,
237,PT09M05.00S,2024-12-20T01:46:03.8Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,45,20,2024-12-20T01:46:04Z,2340000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Kennard,L. Kennard,,,,,,,,,,,,236.0,1.0,1.0,0.0,,,
238,PT08M54.00S,2024-12-20T01:46:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,93.64323258869908,53.92156862745098,1610612763,45,20,2024-12-20T01:46:18Z,2350000,False,20.0,7.0,1,right,MISS J. LaRavia driving finger roll Layup,[1631222],1610612763.0,MEM,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,LaRavia,J. LaRavia,,,2.09,Missed,,,,,,,,,,,,,,
239,PT08M51.00S,2024-12-20T01:46:18.2Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,45,20,2024-12-20T01:46:18Z,2360000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:4),[1631218],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,238.0,5.0,4.0,1.0,,,
240,PT08M47.00S,2024-12-20T01:46:21.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,30.305519053876477,19.11764705882353,1610612744,45,20,2024-12-20T01:46:27Z,2370000,False,154.0,232.0,1,left,MISS L. Waters III 27' running pullup 3PT,[1630322],1610612744.0,GSW,running pullup,,,,,,Above the Break 3,24+ Right Center,,,,Waters III,L. Waters III,,,27.9,Missed,,,,,,,,,,,,,,
241,PT08M44.00S,2024-12-20T01:46:24.6Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,45,20,2024-12-20T01:46:27Z,2380000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,240.0,3.0,3.0,0.0,,,
242,PT08M34.00S,2024-12-20T01:46:35.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,66.3107752956636,37.99019607843137,1610612763,45,20,2024-12-20T01:46:37Z,2390000,False,-60.0,264.0,1,right,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Jackson Jr.,J. Jackson Jr.,,,27.09,Missed,,,,,,,,,,,,,,
243,PT08M31.00S,2024-12-20T01:46:38.0Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612744,45,20,2024-12-20T01:46:37Z,2400000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Waters III,L. Waters III,,,,,,,,,,,,242.0,1.0,1.0,0.0,,,
244,PT08M16.00S,2024-12-20T01:46:52.4Z,2,REGULAR,2pt,Jump Shot,[],1641764,5.601182654402102,19.607843137254903,1610612744,45,20,2024-12-20T01:46:57Z,2410000,False,152.0,0.0,1,left,MISS B. Podziemski 15' step back Shot,[1641764],1610612744.0,GSW,step back,,,,,,Mid-Range,8-16 Right,,,,Podziemski,B. Podziemski,,,15.2,Missed,,,,,,,,,,,,,,
245,PT08M13.00S,2024-12-20T01:46:55.4Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,45,20,2024-12-20T01:46:57Z,2420000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:4),[1631222],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,LaRavia,J. LaRavia,,,,,,,,,,,,244.0,4.0,4.0,0.0,,,
246,PT08M10.00S,2024-12-20T01:46:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.51182654402102,47.549019607843135,1610612763,47,20,2024-12-20T01:47:03Z,2430000,False,-12.0,8.0,1,right,J. Morant running finger roll Layup (4 PTS) (J. LaRavia 1 AST),"[1629630, 1631222]",1610612763.0,MEM,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,1.5,Made,4.0,J. LaRavia,1631222.0,1.0,,,,,,,,,,
248,PT07M46.00S,2024-12-20T01:47:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1641744,,,1610612744,47,20,2024-12-20T01:47:35Z,2450000,False,,,0,,Z. Edey shooting personal FOUL (2 PF) (Jackson-Davis 2 FT),"[1641744, 1631218]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,101283.0,2.0,0.0,Edey,Z. Edey,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,
