actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
593,PT09M46.00S,2024-12-20T02:55:02.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,25.57490144546649,83.57843137254902,1610612763,120,66,2024-12-20T02:55:05Z,5840000,False,-168.0,188.0,1,left,S. Aldama 25' 3PT  (19 PTS) (J. Konchar 2 AST),"[1630583, 1629723]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,,25.2,Made,19.0,J. Konchar,1629723.0,2.0,,,,,,,,,,
595,PT09M28.00S,2024-12-20T02:55:20.2Z,4,REGULAR,3pt,Jump Shot,[],1641764,69.46452036793693,30.14705882352941,1610612744,120,66,2024-12-20T03:00:39Z,5860000,False,-99.0,235.0,1,right,MISS B. Podziemski 25' step back 3PT,[1641764],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,,,,Podziemski,B. Podziemski,,,25.47,Missed,,,,,,,,,,,,,,
596,PT09M26.00S,2024-12-20T02:55:22.2Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,120,66,2024-12-20T02:55:23Z,5870000,False,,,0,,S. Aldama REBOUND (Off:1 Def:12),[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,,,,,,,,,,,595.0,13.0,12.0,1.0,,,
597,PT09M12.00S,2024-12-20T02:55:36.6Z,4,REGULAR,3pt,Jump Shot,[],1631222,31.488173455978973,39.46078431372549,1610612763,123,66,2024-12-20T02:55:39Z,5880000,False,53.0,243.0,1,left,J. LaRavia 24' 3PT  (19 PTS) (S. Aldama 3 AST),"[1631222, 1630583]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,LaRavia,J. LaRavia,,,24.91,Made,19.0,S. Aldama,1630583.0,3.0,,,,,,,,,,
599,PT08M47.00S,2024-12-20T02:56:01.5Z,4,REGULAR,2pt,Jump Shot,[],1641764,82.21090670170827,69.85294117647058,1610612744,123,68,2024-12-20T02:56:04Z,5900000,False,99.0,115.0,1,right,B. Podziemski 15' driving floating bank Jump Shot (12 PTS) (J. Kuminga 2 AST),"[1641764, 1630228]",1610612744.0,GSW,driving floating bank,,,,,,Mid-Range,8-16 Right,,,,Podziemski,B. Podziemski,,,15.17,Made,12.0,J. Kuminga,1630228.0,2.0,,,,,,,,,,
601,PT08M27.00S,2024-12-20T02:56:21.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,9.411957950065702,36.27450980392157,1610612763,123,68,2024-12-20T03:02:11Z,5920000,False,69.0,36.0,1,left,MISS J. LaRavia 7' driving floating bank Shot,[1631222],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,LaRavia,J. LaRavia,,,7.75,Missed,,,,,,,,,,,,,,
602,PT08M24.00S,2024-12-20T02:56:24.5Z,4,REGULAR,rebound,offensive,[],1641744,,,1610612763,123,68,2024-12-20T03:02:11Z,5930000,False,,,0,,Z. Edey REBOUND (Off:3 Def:3),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,601.0,6.0,3.0,3.0,,,
603,PT08M24.00S,2024-12-20T02:56:24.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,5.590000152587891,50.0,1610612763,125,68,2024-12-20T02:56:24Z,5940000,False,0.0,0.0,1,left,Z. Edey tip Layup (8 PTS),[1641744],1610612763.0,MEM,tip,,,,,,Mid-Range,8-16 Left,,,,Edey,Z. Edey,,,0.0,Made,8.0,,,,,,,,,,,,,
604,PT08M04.00S,2024-12-20T02:56:47.2Z,4,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612744,125,68,2024-12-20T02:56:58Z,5950000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1630583, 1630228]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202035.0,1.0,0.0,Aldama,S. Aldama,Kuminga,1630228.0,,,,,,,,,,,,,,,,
606,PT08M04.00S,2024-12-20T02:57:18.7Z,4,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,125,69,2024-12-20T02:57:18Z,5970000,False,,,0,,J. Kuminga Free Throw 1 of 2 (5 PTS),[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,Made,5.0,,,,,,,,,,,,,
607,PT08M04.00S,2024-12-20T02:57:19.6Z,4,REGULAR,substitution,out,[],1631222,,,1610612744,125,69,2024-12-20T02:57:28Z,5980000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
608,PT08M04.00S,2024-12-20T02:57:19.6Z,4,REGULAR,substitution,out,[],1627741,,,1610612744,125,69,2024-12-20T02:57:28Z,5990000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
609,PT08M04.00S,2024-12-20T02:57:19.6Z,4,REGULAR,substitution,in,[],1642285,,,1610612744,125,69,2024-12-20T02:57:28Z,6000000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,,,,,,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,
610,PT08M04.00S,2024-12-20T02:57:19.6Z,4,REGULAR,substitution,in,[],1630611,,,1610612744,125,69,2024-12-20T02:57:28Z,6010000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
611,PT08M04.00S,2024-12-20T02:57:41.3Z,4,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,125,70,2024-12-20T02:57:41Z,6020000,False,,,0,,J. Kuminga Free Throw 2 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,Made,6.0,,,,,,,,,,,,,
612,PT07M53.00S,2024-12-20T02:57:54.1Z,4,REGULAR,3pt,Jump Shot,[],1630583,31.225361366622867,35.049019607843135,1610612763,125,70,2024-12-20T02:57:56Z,6030000,False,75.0,241.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Aldama,S. Aldama,,,25.23,Missed,,,,,,,,,,,,,,
613,PT07M50.00S,2024-12-20T02:57:57.1Z,4,REGULAR,rebound,defensive,[],1631218,,,1610612744,125,70,2024-12-20T02:57:56Z,6040000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:5),[1631218],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,612.0,6.0,5.0,1.0,,,
614,PT07M42.00S,2024-12-20T02:58:04.7Z,4,REGULAR,2pt,Jump Shot,[],1630228,76.42904073587385,50.245098039215684,1610612744,125,72,2024-12-20T02:58:08Z,6050000,False,1.0,169.0,1,right,J. Kuminga 16' pullup Jump Shot (8 PTS),[1630228],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Center,,,,Kuminga,J. Kuminga,,,16.91,Made,8.0,,,,,,,,,,,,,
615,PT07M27.00S,2024-12-20T02:58:19.5Z,4,REGULAR,turnover,bad pass,[],1630583,,,1610612763,125,72,2024-12-20T02:58:21Z,6060000,False,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1641764]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Aldama,S. Aldama,,,,,,,,,1.0,Podziemski,1641764.0,,,,,,,
616,PT07M27.00S,2024-12-20T02:58:19.5Z,4,REGULAR,steal,,[],1641764,,,1610612744,125,72,2024-12-20T02:58:21Z,6070000,False,,,0,,B. Podziemski STEAL (2 STL),[1641764],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
617,PT07M21.00S,2024-12-20T02:58:25.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630322,75.50919842312747,13.970588235294118,1610612744,125,72,2024-12-20T02:58:28Z,6080000,False,-180.0,178.0,1,right,MISS L. Waters III 25' running 3PT,[1630322],1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Left Center,,,,Waters III,L. Waters III,,,25.3,Missed,,,,,,,,,,,,,,
618,PT07M18.00S,2024-12-20T02:58:27.8Z,4,REGULAR,rebound,offensive,[],1630611,,,1610612744,125,72,2024-12-20T02:58:27Z,6090000,False,,,0,,G. Santos REBOUND (Off:1 Def:0),[1630611],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Santos,G. Santos,,,,,,,,,,,,617.0,1.0,0.0,1.0,,,
619,PT07M10.00S,2024-12-20T02:58:39.1Z,4,REGULAR,foul,personal,[],1629723,,,1610612744,125,72,2024-12-20T02:58:43Z,6100000,False,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1630228]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,101283.0,1.0,0.0,Konchar,J. Konchar,Kuminga,1630228.0,,,,,,,,,,,,,,,,
621,PT07M04.00S,2024-12-20T02:59:00.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630322,69.07030223390277,69.36274509803921,1610612744,125,75,2024-12-20T02:59:04Z,6120000,False,97.0,238.0,1,right,L. Waters III 25' 3PT  (3 PTS) (B. Podziemski 4 AST),"[1630322, 1641764]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Waters III,L. Waters III,,,25.71,Made,3.0,B. Podziemski,1641764.0,4.0,,,,,,,,,,
623,PT06M55.00S,2024-12-20T02:59:14.0Z,4,REGULAR,foul,personal,[],1630611,,,1610612763,125,75,2024-12-20T02:59:17Z,6140000,False,,,0,,G. Santos personal FOUL (1 PF),"[1630611, 1629723]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,202035.0,1.0,0.0,Santos,G. Santos,Konchar,1629723.0,,,,,,,,,,,,,,,,
625,PT06M55.00S,2024-12-20T02:59:21.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,125,75,2024-12-20T02:59:21Z,6160000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT06M55.00S,2024-12-20T03:01:04.9Z,4,REGULAR,substitution,out,[],1641744,,,1610612763,125,75,2024-12-20T03:01:34Z,6170000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
627,PT06M55.00S,2024-12-20T03:01:04.9Z,4,REGULAR,substitution,in,[],1629634,,,1610612763,125,75,2024-12-20T03:01:34Z,6180000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
628,PT06M43.00S,2024-12-20T03:02:19.3Z,4,REGULAR,3pt,Jump Shot,[],1630583,31.225361366622867,63.725490196078425,1610612763,125,75,2024-12-20T03:02:22Z,6190000,False,-69.0,241.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Aldama,S. Aldama,,,25.06,Missed,,,,,,,,,,,,,,
629,PT06M40.00S,2024-12-20T03:02:22.3Z,4,REGULAR,rebound,defensive,[],1631218,,,1610612744,125,75,2024-12-20T03:02:22Z,6200000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:6),[1631218],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,628.0,7.0,6.0,1.0,,,
630,PT06M25.00S,2024-12-20T03:02:40.2Z,4,REGULAR,turnover,out-of-bounds,[],1631218,,,1610612744,125,75,2024-12-20T03:02:44Z,6210000,False,,,0,,T. Jackson-Davis bad pass out-of-bounds TURNOVER (1 TO),[1631218],1610612744.0,GSW,bad pass,,,,,,Mid-Range,8-16 Right,202035.0,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,1.0,,,,,,,,,
631,PT06M20.00S,2024-12-20T03:02:50.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642285,29.6484888304862,30.392156862745097,1610612763,128,75,2024-12-20T03:02:56Z,6220000,False,98.0,226.0,1,left,C. Spencer 24' 3PT pullup (3 PTS) (J. Konchar 3 AST),"[1642285, 1629723]",1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Spencer,C. Spencer,,,24.65,Made,3.0,J. Konchar,1629723.0,3.0,,,,,,,,,,
633,PT06M06.00S,2024-12-20T03:03:05.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,81.42247043363994,40.68627450980392,1610612744,128,75,2024-12-20T03:06:47Z,6240000,False,-47.0,122.0,1,right,MISS J. Kuminga 13' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,13.07,Missed,,,,,,,,,,,,,,
634,PT06M03.00S,2024-12-20T03:03:08.5Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,128,75,2024-12-20T03:03:08Z,6250000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Konchar,J. Konchar,,,,,,,,,,,,633.0,1.0,1.0,0.0,,,
635,PT05M57.00S,2024-12-20T03:03:14.7Z,4,REGULAR,3pt,Jump Shot,[],1628379,24.392247043363994,88.23529411764706,1610612763,131,75,2024-12-20T03:03:18Z,6260000,False,-191.0,177.0,1,left,L. Kennard 26' 3PT step back (6 PTS) (S. Aldama 4 AST),"[1628379, 1630583]",1610612763.0,MEM,step back,,,,,,Above the Break 3,24+ Left Center,,,,Kennard,L. Kennard,,,26.04,Made,6.0,S. Aldama,1630583.0,4.0,,,,,,,,,,
637,PT05M48.00S,2024-12-20T03:03:23.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,82.34231274638634,50.73529411764706,1610612744,131,77,2024-12-20T03:03:25Z,6280000,False,4.0,113.0,1,right,B. Podziemski 11' driving floating Jump Shot (14 PTS),[1641764],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Podziemski,B. Podziemski,,,11.36,Made,14.0,,,,,,,,,,,,,
638,PT05M36.00S,2024-12-20T03:03:35.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,15.850854139290407,39.950980392156865,1610612763,131,77,2024-12-20T03:08:05Z,6290000,False,50.0,96.0,1,left,MISS B. Clarke 10' floating Shot,[1629634],1610612763.0,MEM,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clarke,B. Clarke,,,10.88,Missed,,,,,,,,,,,,,,
639,PT05M33.00S,2024-12-20T03:03:38.0Z,4,REGULAR,rebound,defensive,[],1641764,,,1610612744,131,77,2024-12-20T03:03:41Z,6300000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:2),[1641764],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Podziemski,B. Podziemski,,,,,,,,,,,,638.0,3.0,2.0,1.0,,,
640,PT05M23.00S,2024-12-20T03:03:47.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,94.69448094612353,50.245098039215684,1610612744,131,79,2024-12-20T03:03:50Z,6310000,False,1.0,-3.0,1,right,J. Kuminga alley-oop DUNK (10 PTS) (B. Podziemski 5 AST),"[1630228, 1641764]",1610612744.0,GSW,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,0.29,Made,10.0,B. Podziemski,1641764.0,5.0,,,,,,,,,,
642,PT05M06.00S,2024-12-20T03:04:04.7Z,4,REGULAR,2pt,Jump Shot,[],1628379,5.075558475689881,31.372549019607842,1610612763,131,79,2024-12-20T03:09:19Z,6330000,False,93.0,-5.0,1,left,MISS L. Kennard 9' floating Shot,[1628379],1610612763.0,MEM,floating,,,,,,Mid-Range,8-16 Right,,,,Kennard,L. Kennard,,,9.32,Missed,,,,,,,,,,,,,,
643,PT05M02.00S,2024-12-20T03:04:08.7Z,4,REGULAR,rebound,offensive,[],1630583,,,1610612763,131,79,2024-12-20T03:04:08Z,6340000,False,,,0,,S. Aldama REBOUND (Off:2 Def:12),[1630583],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Aldama,S. Aldama,,,,,,,,,,,,642.0,14.0,12.0,2.0,,,
644,PT05M02.00S,2024-12-20T03:04:08.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,133,79,2024-12-20T03:04:08Z,6350000,False,0.0,0.0,1,left,S. Aldama tip Layup (21 PTS),[1630583],1610612763.0,MEM,tip,,,,,,Mid-Range,8-16 Left,,,,Aldama,S. Aldama,,,0.0,Made,21.0,,,,,,,,,,,,,
645,PT04M50.00S,2024-12-20T03:04:24.7Z,4,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612744,133,79,2024-12-20T03:04:29Z,6360000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Podziemski 2 FT),"[1628379, 1641764]",1610612763.0,MEM,shooting,,,,,,Mid-Range,16-24 Center,202026.0,1.0,0.0,Kennard,L. Kennard,Podziemski,1641764.0,,,,,,,,,,,,,,,,
647,PT04M50.00S,2024-12-20T03:04:51.6Z,4,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,133,79,2024-12-20T03:04:51Z,6380000,False,,,0,,MISS B. Podziemski Free Throw 1 of 2,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,Missed,,,,,,,,,,,,,,
648,PT04M50.00S,2024-12-20T03:04:51.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,133,79,2024-12-20T03:04:51Z,6390000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,647.0,,,,,,
649,PT04M50.00S,2024-12-20T03:04:52.3Z,4,REGULAR,substitution,out,[],1630583,,,1610612744,133,79,2024-12-20T03:04:54Z,6400000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
650,PT04M50.00S,2024-12-20T03:04:52.3Z,4,REGULAR,substitution,in,[],1631222,,,1610612744,133,79,2024-12-20T03:04:54Z,6410000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
651,PT04M50.00S,2024-12-20T03:04:52.3Z,4,REGULAR,substitution,out,[],1630322,,,1610612744,133,79,2024-12-20T03:05:01Z,6420000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
652,PT04M50.00S,2024-12-20T03:04:52.3Z,4,REGULAR,substitution,in,[],203937,,,1610612744,133,79,2024-12-20T03:05:01Z,6430000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
653,PT04M50.00S,2024-12-20T03:05:11.7Z,4,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,133,80,2024-12-20T03:05:11Z,6440000,False,,,0,,B. Podziemski Free Throw 2 of 2 (15 PTS),[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,Made,15.0,,,,,,,,,,,,,
654,PT04M38.00S,2024-12-20T03:05:25.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,8.886333771353483,53.92156862745098,1610612763,133,80,2024-12-20T03:05:30Z,6450000,False,-20.0,31.0,1,left,MISS J. LaRavia driving Layup,[1631222],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,,,,LaRavia,J. LaRavia,,,3.67,Missed,,,,,,,,,,,,,,
655,PT04M36.00S,2024-12-20T03:05:27.5Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,133,80,2024-12-20T03:05:27Z,6460000,False,,,0,,B. Clarke REBOUND (Off:5 Def:5),[1629634],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,654.0,10.0,5.0,5.0,,,
656,PT04M31.00S,2024-12-20T03:05:32.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,4.28712220762155,94.85294117647058,1610612763,133,80,2024-12-20T03:05:36Z,6470000,False,-224.0,-12.0,1,left,MISS L. Kennard 3PT,[1628379],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Kennard,L. Kennard,,,22.46,Missed,,,,,,,,,,,,,,
657,PT04M27.00S,2024-12-20T03:05:36.7Z,4,REGULAR,rebound,defensive,[],203937,,,1610612744,133,80,2024-12-20T03:05:36Z,6480000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Anderson,K. Anderson,,,,,,,,,,,,656.0,3.0,3.0,0.0,,,
658,PT04M21.00S,2024-12-20T03:05:44.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,93.51182654402102,49.50980392156863,1610612744,133,82,2024-12-20T03:14:29Z,6490000,False,-2.0,8.0,1,right,T. Jackson-Davis Layup (6 PTS) (K. Anderson 3 AST),"[1631218, 203937]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,0.89,Made,6.0,K. Anderson,203937.0,3.0,,,,,,,,,,
660,PT04M21.00S,2024-12-20T03:05:46.5Z,4,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612744,133,82,2024-12-20T03:05:57Z,6510000,False,,,0,,J. Konchar shooting personal FOUL (2 PF) (Jackson-Davis 1 FT),"[1629723, 1631218]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,101283.0,2.0,0.0,Konchar,J. Konchar,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,
662,PT04M21.00S,2024-12-20T03:06:05.1Z,4,REGULAR,freethrow,1 of 1,[],1631218,,,1610612744,133,83,2024-12-20T03:06:05Z,6530000,False,,,0,,T. Jackson-Davis Free Throw 1 of 1 (7 PTS),[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,Made,7.0,,,,,,,,,,,,,
663,PT04M10.00S,2024-12-20T03:06:35.1Z,4,REGULAR,3pt,Jump Shot,[],1628379,32.013797634691194,57.35294117647059,1610612763,136,83,2024-12-20T03:06:37Z,6540000,False,-37.0,248.0,1,left,L. Kennard 25' 3PT  (9 PTS) (B. Clarke 2 AST),"[1628379, 1629634]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Kennard,L. Kennard,,,25.11,Made,9.0,B. Clarke,1629634.0,2.0,,,,,,,,,,
665,PT03M56.00S,2024-12-20T03:06:47.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,80.23981603153744,50.0,1610612744,136,85,2024-12-20T03:06:53Z,6560000,False,0.0,133.0,1,right,B. Podziemski 13' pullup Jump Shot (17 PTS),[1641764],1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Podziemski,B. Podziemski,,,13.32,Made,17.0,,,,,,,,,,,,,
666,PT03M41.00S,2024-12-20T03:07:03.5Z,4,REGULAR,3pt,Jump Shot,[],1631222,31.750985545335087,37.745098039215684,1610612763,136,85,2024-12-20T03:07:07Z,6570000,False,61.0,246.0,1,left,MISS J. LaRavia 25' step back 3PT,[1631222],1610612763.0,MEM,step back,,,,,,Above the Break 3,24+ Center,,,,LaRavia,J. LaRavia,,,25.35,Missed,,,,,,,,,,,,,,
667,PT03M38.00S,2024-12-20T03:07:06.5Z,4,REGULAR,rebound,defensive,[],1630228,,,1610612744,136,85,2024-12-20T03:07:07Z,6580000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,666.0,3.0,3.0,0.0,,,
668,PT03M26.00S,2024-12-20T03:07:18.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,84.31340341655716,61.029411764705884,1610612744,136,85,2024-12-20T03:07:21Z,6590000,False,55.0,95.0,1,right,MISS J. Kuminga 10' driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,10.98,Missed,,,,,,,,,,,,,,
669,PT03M24.00S,2024-12-20T03:07:20.2Z,4,REGULAR,rebound,defensive,[],1642285,,,1610612763,136,85,2024-12-20T03:07:21Z,6600000,False,,,0,,C. Spencer REBOUND (Off:0 Def:1),[1642285],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Spencer,C. Spencer,,,,,,,,,,,,668.0,1.0,1.0,0.0,,,
670,PT03M21.00S,2024-12-20T03:07:25.8Z,4,REGULAR,foul,personal,[],1631218,,,1610612763,136,85,2024-12-20T03:07:48Z,6610000,False,,,0,,T. Jackson-Davis personal FOUL (1 PF),"[1631218, 1642285]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Left,101283.0,1.0,0.0,Jackson-Davis,T. Jackson-Davis,Spencer,1642285.0,,,,,,,,,,,,,,,,
672,PT03M21.00S,2024-12-20T03:07:43.1Z,4,REGULAR,substitution,out,[],1629634,,,1610612763,136,85,2024-12-20T03:07:44Z,6630000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
673,PT03M21.00S,2024-12-20T03:07:43.1Z,4,REGULAR,substitution,in,[],1641744,,,1610612763,136,85,2024-12-20T03:07:44Z,6640000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
674,PT03M08.00S,2024-12-20T03:08:06.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641744,7.966491458607096,41.66666666666667,1610612763,136,85,2024-12-20T03:08:09Z,6650000,False,42.0,22.0,1,left,MISS Z. Edey turnaround Shot - blocked,"[1641744, 1630611]",1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,4.73,Missed,,,,,,,,,,,,Santos,1630611.0,
