actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
365,PT00M00.10S,2025-03-13T01:02:04.4Z,2,REGULAR,block,,[],1631117,,,1610612763,64,50,2025-03-13T01:02:08Z,3590000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT00M00.10S,2025-03-13T01:02:04.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,64,50,2025-03-13T01:02:16Z,3600000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,364.0,,,,,,,,,,,,,,,,
367,PT00M00.00S,2025-03-13T01:02:13.6Z,2,REGULAR,period,end,[],0,,,1610612762,64,50,2025-03-13T01:02:13Z,3610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2025-03-13T01:07:47.8Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612762,64,50,2025-03-13T01:17:20Z,3620000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2025-03-13T01:07:47.8Z,3,REGULAR,substitution,out,['startperiod'],1630643,,,1610612762,64,50,2025-03-13T01:17:20Z,3630000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-03-13T01:07:47.8Z,3,REGULAR,substitution,out,['startperiod'],1642262,,,1610612762,64,50,2025-03-13T01:17:20Z,3640000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-03-13T01:07:47.8Z,3,REGULAR,substitution,in,['startperiod'],1641744,,,1610612762,64,50,2025-03-13T01:17:20Z,3650000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-03-13T01:07:47.8Z,3,REGULAR,substitution,in,['startperiod'],1641713,,,1610612762,64,50,2025-03-13T01:17:20Z,3660000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-03-13T01:07:47.8Z,3,REGULAR,substitution,in,['startperiod'],1629012,,,1610612762,64,50,2025-03-13T01:17:20Z,3670000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-03-13T01:17:26.4Z,3,REGULAR,period,start,[],0,,,1610612763,64,50,2025-03-13T01:17:26Z,3680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT11M49.00S,2025-03-13T01:17:36.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,18.873193166885677,39.46078431372549,1610612763,64,50,2025-03-13T01:17:40Z,3690000,False,53.0,125.0,1,left,MISS D. Bane 13' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,13.56,Missed,,,,,,,,,,,,,,,,,,
376,PT11M46.00S,2025-03-13T01:17:39.4Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,64,50,2025-03-13T01:17:40Z,3700000,False,,,0,,W. Kessler REBOUND (Off:1 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,375.0,6.0,5.0,1.0,,,,,,,,,,,,,
377,PT11M30.00S,2025-03-13T01:17:55.8Z,3,REGULAR,3pt,Jump Shot,[],1628381,92.85479632063075,2.941176470588235,1610612762,64,50,2025-03-13T01:18:00Z,3710000,False,-235.0,15.0,1,right,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
378,PT11M26.00S,2025-03-13T01:17:59.8Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,64,50,2025-03-13T01:18:00Z,3720000,False,,,0,,W. Kessler REBOUND (Off:2 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,377.0,7.0,5.0,2.0,,,,,,,,,,,,,
379,PT11M25.00S,2025-03-13T01:18:00.0Z,3,REGULAR,turnover,lost ball,[],1631117,,,1610612762,64,50,2025-03-13T01:18:04Z,3730000,False,,,0,,W. Kessler lost ball TURNOVER (2 TO),"[1631117, 1642377]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,,,Wells,1642377.0
380,PT11M25.00S,2025-03-13T01:18:00.0Z,3,REGULAR,steal,,[],1642377,,,1610612763,64,50,2025-03-13T01:18:03Z,3740000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
381,PT11M20.00S,2025-03-13T01:18:05.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641713,8.360709592641262,3.6764705882352944,1610612763,64,50,2025-03-13T01:18:10Z,3750000,False,232.0,26.0,1,left,MISS G. Jackson running 3PT,[1641713],1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
382,PT11M16.00S,2025-03-13T01:18:09.4Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,64,50,2025-03-13T01:18:10Z,3760000,False,,,0,,W. Kessler REBOUND (Off:2 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,,381.0,8.0,6.0,2.0,,,,,,,,,,,,,
383,PT11M03.00S,2025-03-13T01:18:21.8Z,3,REGULAR,3pt,Jump Shot,[],1628381,92.46057818659659,95.58823529411765,1610612762,64,53,2025-03-13T01:18:25Z,3770000,False,228.0,18.0,1,right,J. Collins 3PT  (11 PTS) (W. Kessler 3 AST),"[1628381, 1631117]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,22.86,Made,11.0,,,,,W. Kessler,1631117.0,3.0,,,,,,,,,,
385,PT10M45.00S,2025-03-13T01:18:40.4Z,3,REGULAR,3pt,Jump Shot,[],1630217,29.25427069645204,71.56862745098039,1610612763,67,53,2025-03-13T01:18:44Z,3790000,False,-108.0,222.0,1,left,D. Bane 24' 3PT step back (12 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,24.72,Made,12.0,,,,,,,,,,,,,,,,,
386,PT10M28.00S,2025-03-13T01:18:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.32917214191852,53.431372549019606,1610612762,67,55,2025-03-13T01:19:05Z,3800000,False,17.0,20.0,1,right,W. Kessler cutting Layup (8 PTS) (C. Sexton 5 AST),"[1631117, 1629012]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.61,Made,8.0,,,,,C. Sexton,1629012.0,5.0,,,,,,,,,,
388,PT10M28.00S,2025-03-13T01:19:02.1Z,3,REGULAR,foul,personal,['1freethrow'],1641744,,,1610612762,67,55,2025-03-13T01:19:33Z,3820000,False,,,0,,Z. Edey shooting personal FOUL (2 PF) (Kessler 1 FT),"[1641744, 1631117]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,,2.0,0.0,Kessler,1631117.0,,,,
390,PT10M28.00S,2025-03-13T01:19:35.3Z,3,REGULAR,freethrow,1 of 1,[],1631117,,,1610612762,67,56,2025-03-13T01:19:35Z,3840000,False,,,0,,W. Kessler Free Throw 1 of 1 (9 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
391,PT10M12.00S,2025-03-13T01:19:54.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,5.732588699080158,50.245098039215684,1610612763,69,56,2025-03-13T01:19:58Z,3850000,False,-1.0,1.0,1,left,Z. Edey alley-oop DUNK (6 PTS) (J. Morant 4 AST),"[1641744, 1629630]",1610612763.0,MEM,alley-oop,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.18,Made,6.0,,,,,J. Morant,1629630.0,4.0,,,,,,,,,,
393,PT09M54.00S,2025-03-13T01:20:11.6Z,3,REGULAR,2pt,Jump Shot,[],1629012,75.64060446780552,28.676470588235293,1610612762,69,58,2025-03-13T01:20:17Z,3870000,False,-107.0,176.0,1,right,C. Sexton 20' step back Jump Shot (9 PTS),[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,20.62,Made,9.0,,,,,,,,,,,,,,,,,
394,PT09M42.00S,2025-03-13T01:20:23.4Z,3,REGULAR,3pt,Jump Shot,[],1641713,28.465834428383708,23.03921568627451,1610612763,72,58,2025-03-13T01:20:27Z,3880000,False,135.0,215.0,1,left,G. Jackson 25' 3PT  (8 PTS) (J. Morant 5 AST),"[1641713, 1629630]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,25.38,Made,8.0,,,,,J. Morant,1629630.0,5.0,,,,,,,,,,
396,PT09M22.00S,2025-03-13T01:20:46.5Z,3,REGULAR,turnover,traveling,[],1629012,,,1610612762,72,58,2025-03-13T01:20:50Z,3900000,False,,,0,,C. Sexton traveling TURNOVER (3 TO),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628171.0,3.0,,,,,,,,
397,PT09M11.00S,2025-03-13T01:21:12.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642377,18.873193166885677,6.372549019607843,1610612763,72,58,2025-03-13T01:21:18Z,3910000,False,218.0,125.0,1,left,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
398,PT09M06.00S,2025-03-13T01:21:17.8Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,72,58,2025-03-13T01:21:18Z,3920000,False,,,0,,W. Kessler REBOUND (Off:2 Def:7),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,397.0,9.0,7.0,2.0,,,,,,,,,,,,,
399,PT08M57.00S,2025-03-13T01:21:26.4Z,3,REGULAR,3pt,Jump Shot,[],1629012,67.09921156373193,61.274509803921575,1610612762,72,61,2025-03-13T01:21:30Z,3930000,False,56.0,257.0,1,right,C. Sexton 26' 3PT pullup (12 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,26.29,Made,12.0,,,,,,,,,,,,,,,,,
400,PT08M46.00S,2025-03-13T01:21:37.8Z,3,REGULAR,3pt,Jump Shot,[],1629630,27.677398160315374,18.872549019607842,1610612763,75,61,2025-03-13T01:21:41Z,3940000,False,156.0,208.0,1,left,J. Morant 25' 3PT pullup (15 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.95,Made,15.0,,,,,,,,,,,,,,,,,
401,PT08M34.00S,2025-03-13T01:21:59.3Z,3,REGULAR,foul,technical,['1freethrow'],1641744,,,1610612762,75,61,2025-03-13T01:22:06Z,3950000,False,,,0,,Z. Edey defensive-3-second technical FOUL (1 Tech),[1641744],1610612763.0,MEM,defensive-3-second,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,2530.0,,2.0,1.0,,,,,,
402,PT08M34.00S,2025-03-13T01:22:11.5Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,75,62,2025-03-13T01:22:11Z,3960000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (8 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
403,PT08M21.00S,2025-03-13T01:22:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,80.23981603153744,37.5,1610612762,75,64,2025-03-13T01:22:40Z,3970000,False,-62.0,133.0,1,right,C. Sexton 14' step back Jump Shot (14 PTS),[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,14.71,Made,14.0,,,,,,,,,,,,,,,,,
404,PT08M07.00S,2025-03-13T01:22:50.0Z,3,REGULAR,2pt,Jump Shot,[],1629630,6.389618922470433,90.68627450980392,1610612763,75,64,2025-03-13T01:23:25Z,3980000,False,-203.0,8.0,1,left,MISS J. Morant 20' step back Shot,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left,20.35,Missed,,,,,,,,,,,,,,,,,,
405,PT08M05.00S,2025-03-13T01:22:52.0Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,75,64,2025-03-13T01:23:24Z,3990000,False,,,0,,W. Kessler REBOUND (Off:2 Def:8),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,,404.0,10.0,8.0,2.0,,,,,,,,,,,,,
406,PT07M58.00S,2025-03-13T01:22:59.8Z,3,REGULAR,3pt,Jump Shot,[],1628374,72.09264126149803,20.34313725490196,1610612762,75,64,2025-03-13T01:23:02Z,4000000,False,-148.0,210.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
407,PT07M56.00S,2025-03-13T01:23:01.8Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,75,64,2025-03-13T01:23:01Z,4010000,False,,,0,,W. Kessler REBOUND (Off:3 Def:8),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,406.0,11.0,8.0,3.0,,,,,,,,,,,,,
408,PT07M53.00S,2025-03-13T01:23:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642268,92.46057818659659,57.107843137254896,1610612762,75,64,2025-03-13T01:23:09Z,4020000,False,36.0,18.0,1,right,MISS I. Collier driving Layup - blocked,"[1642268, 1641744]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,Edey,1641744.0,,
409,PT07M53.00S,2025-03-13T01:23:05.0Z,3,REGULAR,block,,[],1641744,,,1610612762,75,64,2025-03-13T01:23:06Z,4030000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT07M53.00S,2025-03-13T01:23:05.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,75,64,2025-03-13T01:23:09Z,4040000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,408.0,,,,,,,,,,,,,,,,
412,PT07M53.00S,2025-03-13T01:23:29.1Z,3,REGULAR,turnover,backcourt,[],1642268,,,1610612762,75,64,2025-03-13T01:24:03Z,4060000,False,,,0,,I. Collier backcourt TURNOVER (3 TO),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1628171.0,3.0,,,,,,,,
413,PT07M38.00S,2025-03-13T01:24:20.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1641744,11.777266754270697,50.49019607843137,1610612763,75,64,2025-03-13T01:25:08Z,4070000,False,-2.0,58.0,1,left,MISS Z. Edey Hook - blocked,"[1641744, 1631117]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,Kessler,1631117.0,,
414,PT07M38.00S,2025-03-13T01:24:20.6Z,3,REGULAR,block,,[],1631117,,,1610612763,75,64,2025-03-13T01:24:23Z,4080000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
415,PT07M38.00S,2025-03-13T01:24:20.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,75,64,2025-03-13T01:24:26Z,4090000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,413.0,,,,,,,,,,,,,,,,
420,PT07M35.00S,2025-03-13T01:24:37.7Z,3,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,75,64,2025-03-13T01:27:58Z,4115000,False,,,0,,I. Collier bad pass out-of-bounds TURNOVER (4 TO),[1642268],1610612762.0,UTA,bad pass,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,4.0,,,,,,,,
418,PT07M35.00S,2025-03-13T01:24:44.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,75,64,2025-03-13T01:26:27Z,4120000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M35.00S,2025-03-13T01:27:02.3Z,3,REGULAR,substitution,out,[],1642268,,,1610612763,75,64,2025-03-13T01:27:18Z,4140000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M35.00S,2025-03-13T01:27:02.3Z,3,REGULAR,substitution,in,[],203903,,,1610612763,75,64,2025-03-13T01:27:18Z,4150000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M24.00S,2025-03-13T01:27:43.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641713,12.565703022339028,40.19607843137255,1610612763,75,64,2025-03-13T01:27:49Z,4160000,False,49.0,66.0,1,left,MISS G. Jackson 8' floating Shot - blocked,"[1641713, 1631117]",1610612763.0,MEM,floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Right,8.19,Missed,,,,,,,,,,,,,,,Kessler,1631117.0,,
424,PT07M24.00S,2025-03-13T01:27:43.8Z,3,REGULAR,block,,[],1631117,,,1610612763,75,64,2025-03-13T01:27:46Z,4170000,False,,,0,,W. Kessler BLOCK (3 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
425,PT07M21.00S,2025-03-13T01:27:46.8Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612762,75,64,2025-03-13T01:27:49Z,4180000,False,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,423.0,4.0,3.0,1.0,,,,,,,,,,,,,
426,PT07M03.00S,2025-03-13T01:28:05.2Z,3,REGULAR,3pt,Jump Shot,[],1628374,82.60512483574244,4.166666666666666,1610612762,75,67,2025-03-13T01:28:09Z,4190000,False,-229.0,111.0,1,right,L. Markkanen 25' 3PT pullup (11 PTS) (W. Kessler 4 AST),"[1628374, 1631117]",1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.47,Made,11.0,,,,,W. Kessler,1631117.0,4.0,,,,,,,,,,
428,PT06M40.00S,2025-03-13T01:28:28.5Z,3,REGULAR,turnover,bad pass,[],1629630,,,1610612763,75,67,2025-03-13T01:28:31Z,4210000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 203903]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,,,,,Clarkson,203903.0
429,PT06M40.00S,2025-03-13T01:28:28.5Z,3,REGULAR,steal,,[],203903,,,1610612762,75,67,2025-03-13T01:28:30Z,4220000,False,,,0,,J. Clarkson STEAL (2 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
430,PT06M33.00S,2025-03-13T01:28:36.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629012,92.85479632063075,55.14705882352941,1610612762,75,67,2025-03-13T01:28:41Z,4230000,False,26.0,15.0,1,right,MISS C. Sexton running Layup,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
431,PT06M29.00S,2025-03-13T01:28:38.9Z,3,REGULAR,rebound,offensive,[],1629012,,,1610612762,75,67,2025-03-13T01:28:38Z,4240000,False,,,0,,C. Sexton REBOUND (Off:2 Def:3),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,430.0,5.0,3.0,2.0,,,,,,,,,,,,,
432,PT06M25.00S,2025-03-13T01:28:43.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,66.83639947437582,46.32352941176471,1610612762,75,67,2025-03-13T01:28:49Z,4250000,False,-18.0,259.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
433,PT06M24.00S,2025-03-13T01:28:44.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,75,67,2025-03-13T01:28:49Z,4260000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,432.0,,,,,,,,,,,,,,,,
435,PT06M24.00S,2025-03-13T01:28:50.5Z,3,REGULAR,substitution,out,[],1641744,,,1610612763,75,67,2025-03-13T01:29:02Z,4280000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M24.00S,2025-03-13T01:28:50.5Z,3,REGULAR,substitution,out,[],1641713,,,1610612763,75,67,2025-03-13T01:29:02Z,4290000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M24.00S,2025-03-13T01:28:50.5Z,3,REGULAR,substitution,out,[],1628374,,,1610612763,75,67,2025-03-13T01:29:02Z,4300000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M24.00S,2025-03-13T01:28:50.5Z,3,REGULAR,substitution,in,[],1630643,,,1610612763,75,67,2025-03-13T01:29:02Z,4310000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M24.00S,2025-03-13T01:28:50.5Z,3,REGULAR,substitution,in,[],1628379,,,1610612763,75,67,2025-03-13T01:29:02Z,4320000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M24.00S,2025-03-13T01:28:50.5Z,3,REGULAR,substitution,in,[],1642262,,,1610612763,75,67,2025-03-13T01:29:02Z,4330000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M16.00S,2025-03-13T01:29:18.9Z,3,REGULAR,foul,personal,[],1629012,,,1610612763,75,67,2025-03-13T01:29:23Z,4340000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1630643]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2530.0,,1.0,0.0,Huff,1630643.0,,,,
443,PT06M02.00S,2025-03-13T01:29:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.389618922470433,46.07843137254902,1610612763,75,67,2025-03-13T01:30:31Z,4360000,False,20.0,8.0,1,left,MISS D. Bane cutting Layup - blocked,"[1630217, 1631117]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,Kessler,1631117.0,,
444,PT06M02.00S,2025-03-13T01:29:49.1Z,3,REGULAR,block,,[],1631117,,,1610612763,75,67,2025-03-13T01:29:50Z,4370000,False,,,0,,W. Kessler BLOCK (4 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT06M02.00S,2025-03-13T01:29:49.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,75,67,2025-03-13T01:29:53Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,443.0,,,,,,,,,,,,,,,,
447,PT06M00.00S,2025-03-13T01:30:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628379,6.258212877792378,53.431372549019606,1610612763,77,67,2025-03-13T01:30:10Z,4400000,False,-17.0,6.0,1,left,L. Kennard cutting Layup (15 PTS) (J. Morant 6 AST),"[1628379, 1629630]",1610612763.0,MEM,cutting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,1.83,Made,15.0,,,,,J. Morant,1629630.0,6.0,,,,,,,,,,
449,PT05M43.00S,2025-03-13T01:30:26.5Z,3,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612762,77,67,2025-03-13T01:30:44Z,4420000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Collins 2 FT),"[1628379, 1628381]",1610612763.0,MEM,shooting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,,1.0,0.0,Collins,1628381.0,,,,
