actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
167,PT00M12.10S,2025-03-06T03:13:08.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629634,,,1610612763,27,30,2025-03-06T03:13:29Z,1630000,False,,,0,,B. Clarke Free Throw 1 of 2 (3 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
173,PT00M12.10S,2025-03-06T03:13:08.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629634,,,1610612763,28,30,2025-03-06T03:13:29Z,1635000,False,,,0,,B. Clarke Free Throw 2 of 2 (4 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
168,PT00M03.40S,2025-03-06T03:13:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,88.51839684625493,48.77450980392157,1610612760,28,30,2025-03-06T03:50:34Z,1640000,False,-6.0,55.0,1,right,MISS J. Williams driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
169,PT00M02.00S,2025-03-06T03:13:12.0Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,28,30,2025-03-06T03:24:31Z,1650000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:3),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,168.0,3.0,3.0,0.0,,,,,,,,,,,,,,
170,PT00M00.00S,2025-03-06T03:13:15.3Z,1,REGULAR,3pt,Jump Shot,[],1631246,49.490801576872535,44.85294117647059,1610612763,28,30,2025-03-06T03:13:20Z,1660000,False,26.0,413.0,1,left,MISS V. Williams Jr. 41' driving floating 3PT,[1631246],1610612763.0,MEM,driving floating,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,41.35,Missed,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2025-03-06T03:13:18.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,28,30,2025-03-06T03:13:18Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2025-03-06T03:13:18.6Z,1,REGULAR,period,end,[],0,,,1610612763,28,30,2025-03-06T03:13:18Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,28,30,2025-03-06T03:17:02Z,1690000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612763,28,30,2025-03-06T03:17:02Z,1700000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612763,28,30,2025-03-06T03:17:02Z,1710000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612763,28,30,2025-03-06T03:17:02Z,1720000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,in,['startperiod'],1641744,,,1610612763,28,30,2025-03-06T03:17:02Z,1730000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612763,28,30,2025-03-06T03:17:02Z,1740000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612763,28,30,2025-03-06T03:17:02Z,1750000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-03-06T03:16:50.1Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612763,28,30,2025-03-06T03:17:02Z,1760000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-03-06T03:17:03.7Z,2,REGULAR,period,start,[],0,,,1610612760,28,30,2025-03-06T03:17:03Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M42.00S,2025-03-06T03:17:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,89.17542706964521,52.20588235294118,1610612760,28,30,2025-03-06T03:25:56Z,1780000,False,11.0,49.0,1,right,MISS A. Wiggins floating Shot,[1630598],1610612760.0,OKC,floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
187,PT11M39.00S,2025-03-06T03:17:24.4Z,2,REGULAR,rebound,defensive,[],1630590,,,1610612763,28,30,2025-03-06T03:17:26Z,1790000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:2),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,
188,PT11M35.00S,2025-03-06T03:17:28.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630590,26.757555847568987,76.9607843137255,1610612763,31,30,2025-03-06T03:17:33Z,1800000,False,-135.0,199.0,1,left,S. Pippen Jr. 24' 3PT running (3 PTS) (V. Williams Jr. 1 AST),"[1630590, 1631246]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,24.04,Made,,,,,3.0,,,,,,,V. Williams Jr.,1631246.0,1.0,,,,
190,PT11M19.00S,2025-03-06T03:17:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,83.65637319316689,58.57843137254902,1610612760,31,30,2025-03-06T03:17:49Z,1820000,False,43.0,101.0,1,right,MISS I. Hartenstein 10' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
191,PT11M15.00S,2025-03-06T03:17:47.2Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,31,30,2025-03-06T03:17:49Z,1830000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,
192,PT11M11.00S,2025-03-06T03:17:51.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630590,12.959921156373195,50.98039215686274,1610612763,31,30,2025-03-06T03:17:57Z,1840000,False,-5.0,69.0,1,left,MISS S. Pippen Jr. 6' driving floating Shot,[1630590],1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,,,,,,,,,,,,,,,,,
193,PT11M07.00S,2025-03-06T03:17:55.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,31,30,2025-03-06T03:17:57Z,1850000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,3.0,3.0,0.0,,,,,,,,,,,,,,
194,PT11M06.00S,2025-03-06T03:17:58.2Z,2,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612760,31,30,2025-03-06T03:18:06Z,1860000,False,,,0,,G. Jackson shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1641713, 1630598]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Wiggins,1630598.0
196,PT11M06.00S,2025-03-06T03:18:25.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630598,,,1610612760,31,30,2025-03-06T03:18:25Z,1880000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT11M06.00S,2025-03-06T03:18:25.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,31,30,2025-03-06T03:18:25Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT11M06.00S,2025-03-06T03:18:41.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630598,,,1610612760,31,31,2025-03-06T03:18:41Z,1900000,False,,,0,,A. Wiggins Free Throw 2 of 2 (4 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
199,PT10M55.00S,2025-03-06T03:18:55.7Z,2,REGULAR,3pt,Jump Shot,[],1631246,29.77989487516426,31.127450980392158,1610612763,31,31,2025-03-06T03:19:01Z,1910000,False,94.0,227.0,1,left,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,,,
200,PT10M50.00S,2025-03-06T03:19:00.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,31,31,2025-03-06T03:19:01Z,1920000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:4),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,199.0,4.0,4.0,0.0,,,,,,,,,,,,,,
201,PT10M43.00S,2025-03-06T03:19:06.7Z,2,REGULAR,2pt,Jump Shot,[],1631114,91.01511169513797,19.11764705882353,1610612760,31,31,2025-03-06T03:19:10Z,1930000,False,-154.0,32.0,1,right,MISS J. Williams 15' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,15.77,Missed,,,,,,,,,,,,,,,,,,
202,PT10M40.00S,2025-03-06T03:19:09.7Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,31,31,2025-03-06T03:19:10Z,1940000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,201.0,2.0,2.0,0.0,,,,,,,,,,,,,,
203,PT10M33.00S,2025-03-06T03:19:17.4Z,2,REGULAR,3pt,Jump Shot,[],1641713,32.802233902759525,30.392156862745097,1610612763,34,31,2025-03-06T03:19:25Z,1950000,False,98.0,256.0,1,left,G. Jackson 27' 3PT  (3 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,27.39,Made,,,,,3.0,,,,,,,,,,,,,
204,PT10M21.00S,2025-03-06T03:19:28.4Z,2,REGULAR,3pt,Jump Shot,[],1631114,70.51576872536137,86.27450980392157,1610612760,34,34,2025-03-06T03:19:33Z,1960000,False,181.0,225.0,1,right,J. Williams 28' 3PT  (7 PTS) (A. Wiggins 2 AST),"[1631114, 1630598]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,28.88,Made,,,,,7.0,,,,,,,A. Wiggins,1630598.0,2.0,,,,
206,PT10M04.00S,2025-03-06T03:19:46.6Z,2,REGULAR,turnover,bad pass,[],1630590,,,1610612763,34,34,2025-03-06T03:19:49Z,1980000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1641717]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Wallace,1641717.0,,,,,,,,,,
207,PT10M04.00S,2025-03-06T03:19:46.6Z,2,REGULAR,steal,,[],1641717,,,1610612760,34,34,2025-03-06T03:19:48Z,1990000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
208,PT09M52.00S,2025-03-06T03:19:59.4Z,2,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612760,34,34,2025-03-06T03:20:17Z,2000000,False,,,0,,G. Jackson shooting personal FOUL (2 PF) (Williams 2 FT),"[1641713, 1631114]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Williams,1631114.0
210,PT09M52.00S,2025-03-06T03:20:31.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,34,35,2025-03-06T03:20:31Z,2020000,False,,,0,,J. Williams Free Throw 1 of 2 (8 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
211,PT09M52.00S,2025-03-06T03:20:46.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,34,36,2025-03-06T03:20:46Z,2030000,False,,,0,,J. Williams Free Throw 2 of 2 (9 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
212,PT09M32.00S,2025-03-06T03:21:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,14.273981603153747,57.84313725490197,1610612763,36,36,2025-03-06T03:21:52Z,2040000,False,-39.0,82.0,1,left,V. Williams Jr. 9' floating Jump Shot (5 PTS),[1631246],1610612763.0,MEM,floating,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.06,Made,,,,,5.0,,,,,,,,,,,,,
213,PT09M13.00S,2025-03-06T03:21:25.8Z,2,REGULAR,3pt,Jump Shot,[],1641717,87.33574244415243,93.87254901960785,1610612760,36,36,2025-03-06T03:21:30Z,2050000,False,219.0,67.0,1,right,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
214,PT09M10.00S,2025-03-06T03:21:28.8Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,36,36,2025-03-06T03:21:30Z,2060000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,,,213.0,3.0,3.0,0.0,,,,,,,,,,,,,,
215,PT09M06.00S,2025-03-06T03:21:33.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,31.35676741130092,63.725490196078425,1610612763,39,36,2025-03-06T03:21:39Z,2070000,False,-69.0,242.0,1,left,D. Bane 25' 3PT running pullup (8 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.18,Made,,,,,8.0,,,,,,,,,,,,,
216,PT09M04.00S,2025-03-06T03:21:40.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,39,36,2025-03-06T03:21:40Z,2080000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M54.00S,2025-03-06T03:25:15.0Z,2,REGULAR,turnover,bad pass,[],1631114,,,1610612760,39,36,2025-03-06T03:25:19Z,2090000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1641744]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,Edey,1641744.0,,,,,,,,,,
218,PT08M54.00S,2025-03-06T03:25:15.0Z,2,REGULAR,steal,,[],1641744,,,1610612763,39,36,2025-03-06T03:25:17Z,2100000,False,,,0,,Z. Edey STEAL (1 STL),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
219,PT08M42.00S,2025-03-06T03:25:27.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,23.99802890932983,84.31372549019608,1610612763,39,36,2025-03-06T03:25:32Z,2110000,False,-172.0,173.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,24.37,Missed,,,,,,,,,,,,,,,,,,
220,PT08M39.00S,2025-03-06T03:25:30.1Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,39,36,2025-03-06T03:25:32Z,2120000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT08M31.00S,2025-03-06T03:25:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,81.553876478318,38.23529411764706,1610612760,39,38,2025-03-06T03:25:43Z,2130000,False,-59.0,121.0,1,right,I. Hartenstein 13' floating Jump Shot (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,13.44,Made,,,,,2.0,,,,,,,J. Williams,1631114.0,1.0,,,,
224,PT08M10.00S,2025-03-06T03:26:10.9Z,2,REGULAR,2pt,Jump Shot,[],1631246,7.966491458607096,70.58823529411765,1610612763,41,38,2025-03-06T03:26:18Z,2160000,False,-103.0,22.0,1,left,V. Williams Jr. 10' turnaround Jump Shot (7 PTS),[1631246],1610612763.0,MEM,turnaround,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Left,10.53,Made,,,,,7.0,,,,,,,,,,,,,
225,PT08M01.00S,2025-03-06T03:26:19.7Z,2,REGULAR,3pt,Jump Shot,[],1630598,73.40670170827858,84.06862745098039,1610612760,41,38,2025-03-06T03:26:29Z,2170000,False,170.0,197.0,1,right,MISS A. Wiggins 26' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
226,PT07M56.00S,2025-03-06T03:26:24.7Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,41,38,2025-03-06T03:26:29Z,2180000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,225.0,4.0,4.0,0.0,,,,,,,,,,,,,,
227,PT07M55.00S,2025-03-06T03:26:24.9Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612763,41,38,2025-03-06T03:26:33Z,2190000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1628392]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,
228,PT07M55.00S,2025-03-06T03:26:24.9Z,2,REGULAR,steal,,[],1628392,,,1610612760,41,38,2025-03-06T03:26:27Z,2200000,False,,,0,,I. Hartenstein STEAL (2 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT07M52.00S,2025-03-06T03:26:28.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628392,83.39356110381078,44.11764705882353,1610612760,41,40,2025-03-06T03:26:40Z,2210000,False,-29.0,104.0,1,right,I. Hartenstein 10' floating Jump Shot (4 PTS) (C. Wallace 1 AST),"[1628392, 1641717]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,10.77,Made,,,,,4.0,,,,,,,C. Wallace,1641717.0,1.0,,,,
232,PT07M25.00S,2025-03-06T03:27:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,9.280551905387648,44.36274509803921,1610612763,41,40,2025-03-06T03:27:22Z,2240000,False,28.0,35.0,1,left,MISS Z. Edey Layup,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
233,PT07M23.00S,2025-03-06T03:27:18.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,41,40,2025-03-06T03:27:22Z,2250000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:5),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,232.0,5.0,5.0,0.0,,,,,,,,,,,,,,
234,PT07M15.00S,2025-03-06T03:27:26.6Z,2,REGULAR,3pt,Jump Shot,[],1631172,89.83245729303549,94.36274509803921,1610612760,41,43,2025-03-06T03:27:30Z,2260000,False,222.0,43.0,1,right,O. Dieng 3PT  (3 PTS) (I. Hartenstein 2 AST),"[1631172, 1628392]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,22.59,Made,,,,,3.0,,,,,,,I. Hartenstein,1628392.0,2.0,,,,
236,PT07M01.00S,2025-03-06T03:27:40.1Z,2,REGULAR,2pt,Jump Shot,[],1630217,21.23850197109067,84.80392156862744,1610612763,41,43,2025-03-06T03:27:46Z,2280000,False,-174.0,147.0,1,left,MISS D. Bane 22' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,22.78,Missed,,,,,,,,,,,,,,,,,,
237,PT06M58.00S,2025-03-06T03:27:43.1Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,41,43,2025-03-06T03:27:46Z,2290000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,,,
238,PT06M55.00S,2025-03-06T03:27:46.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,68.28186596583443,32.84313725490196,1610612760,41,43,2025-03-06T03:27:50Z,2300000,False,-86.0,246.0,1,right,MISS J. Williams 26' running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
239,PT06M52.00S,2025-03-06T03:27:49.0Z,2,REGULAR,rebound,defensive,[],1641744,,,1610612763,41,43,2025-03-06T03:27:50Z,2310000,False,,,0,,Z. Edey REBOUND (Off:0 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,,,
240,PT06M44.00S,2025-03-06T03:27:59.6Z,2,REGULAR,foul,personal,['2freethrow'],1631172,,,1610612763,41,43,2025-03-06T03:28:33Z,2320000,False,,,0,,O. Dieng shooting personal FOUL (1 PF) (Bane 2 FT),"[1631172, 1630217]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Bane,1630217.0
242,PT06M44.00S,2025-03-06T03:28:33.8Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,42,43,2025-03-06T03:28:33Z,2340000,False,,,0,,D. Bane Free Throw 1 of 2 (9 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
243,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,out,[],1630590,,,1610612763,42,43,2025-03-06T03:28:49Z,2350000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,out,[],1631246,,,1610612763,42,43,2025-03-06T03:28:49Z,2360000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,out,[],1641713,,,1610612763,42,43,2025-03-06T03:28:49Z,2370000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,out,[],1641744,,,1610612763,42,43,2025-03-06T03:28:49Z,2380000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,out,[],1641717,,,1610612763,42,43,2025-03-06T03:28:49Z,2390000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,out,[],1630598,,,1610612763,42,43,2025-03-06T03:28:49Z,2400000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,in,[],1628963,,,1610612763,42,43,2025-03-06T03:28:49Z,2410000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
