actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
174,PT00M28.70S,2022-10-24T01:08:39.0Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,37,35,2022-10-24T01:08:44Z,1730000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M28.70S,2022-10-24T01:09:01.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626158,,,1610612758,37,36,2022-10-24T01:09:01Z,1740000,,,0,,R. Holmes Free Throw 2 of 2 (5 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
176,PT00M07.70S,2022-10-24T01:09:25.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629056,,,1610612744,37,36,2022-10-24T01:19:14Z,1750000,,,0,,T. Davis shooting personal FOUL (1 PF) (DiVincenzo 2 FT),"[1629056, 1628978]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,1.0,0.0,DiVincenzo,1628978.0,,,,,
178,PT00M07.70S,2022-10-24T01:09:48.6Z,1,REGULAR,freethrow,1 of 2,[],1628978,,,1610612744,38,36,2022-10-24T01:22:37Z,1770000,,,0,,D. DiVincenzo Free Throw 1 of 2 (1 PTS),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
183,PT00M07.70S,2022-10-24T01:09:48.6Z,1,REGULAR,freethrow,2 of 2,[],1628978,,,1610612744,39,36,2022-10-24T01:22:37Z,1775000,,,0,,D. DiVincenzo Free Throw 2 of 2 (2 PTS),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
179,PT00M07.70S,2022-10-24T01:09:49.8Z,1,REGULAR,substitution,out,[],1629056,,,1610612758,39,36,2022-10-24T01:22:37Z,1780000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M07.70S,2022-10-24T01:09:49.8Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,39,36,2022-10-24T01:22:37Z,1790000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M07.70S,2022-10-24T01:09:57.8Z,1,REGULAR,substitution,out,[],203084,,,1610612758,39,36,2022-10-24T01:22:37Z,1800000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M07.70S,2022-10-24T01:09:57.8Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,39,36,2022-10-24T01:22:37Z,1810000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M02.80S,2022-10-24T01:10:29.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,23.340998685939553,7.352941176470589,1610612758,39,36,2022-10-24T01:11:27Z,1815000,213.0,167.0,1,left,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,27.08,Missed,,,,,,,,,,,,,,,,,,
185,PT00M00.30S,2022-10-24T01:10:32.1Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612744,39,36,2022-10-24T01:11:27Z,1817500,,,0,,J. Wiseman REBOUND (Off:0 Def:2),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,
186,PT00M00.00S,2022-10-24T01:10:38.6Z,1,REGULAR,period,end,[],0,,,1610612744,39,36,2022-10-24T01:22:13Z,1850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-10-24T01:12:10.8Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612744,39,36,2022-10-24T01:22:13Z,1860000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-10-24T01:12:10.8Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612744,39,36,2022-10-24T01:22:13Z,1870000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-10-24T01:13:20.9Z,2,REGULAR,period,start,[],0,,,1610612758,39,36,2022-10-24T01:13:24Z,1880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M49.00S,2022-10-24T01:13:30.3Z,2,REGULAR,turnover,lost ball,[],1630558,,,1610612758,39,36,2022-10-24T01:13:36Z,1890000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 1629673]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Poole,1629673.0,,
191,PT11M49.00S,2022-10-24T01:13:30.3Z,2,REGULAR,steal,,[],1629673,,,1610612744,39,36,2022-10-24T01:34:49Z,1900000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
192,PT11M44.00S,2022-10-24T01:13:36.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630164,92.72339027595268,42.64705882352941,1610612744,41,36,2022-10-24T01:13:40Z,1910000,-37.0,16.0,1,right,J. Wiseman Layup (8 PTS) (J. Poole 1 AST),"[1630164, 1629673]",1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,4.01,Made,8.0,,,,,J. Poole,1629673.0,1.0,,,,,,,,,,
194,PT11M33.00S,2022-10-24T01:13:50.0Z,2,REGULAR,foul,offensive,[],1626158,,,1610612758,41,36,2022-10-24T01:14:01Z,1930000,,,0,,R. Holmes offensive FOUL (2 PF),"[1626158, 1628978]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201246.0,2.0,0.0,DiVincenzo,1628978.0,,,,,
196,PT11M33.00S,2022-10-24T01:13:50.0Z,2,REGULAR,turnover,offensive foul,[],1626158,,,1610612758,41,36,2022-10-24T01:13:50Z,1950000,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201246.0,,,,,1.0,,,,
197,PT11M25.00S,2022-10-24T01:14:08.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,72.48685939553219,81.12745098039215,1610612744,44,36,2022-10-24T01:14:15Z,1960000,156.0,206.0,1,right,J. Poole 25' 3PT  (8 PTS) (J. Wiseman 2 AST),"[1629673, 1630164]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.82,Made,8.0,,,,,J. Wiseman,1630164.0,2.0,,,,,,,,,,
199,PT11M07.00S,2022-10-24T01:14:25.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,29.911300919842315,15.196078431372548,1610612758,44,36,2022-10-24T01:26:35Z,1980000,174.0,229.0,1,left,MISS M. Monk 28' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,28.74,Missed,,,,,,,,,,,,,,,,,,
200,PT11M04.00S,2022-10-24T01:14:28.3Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612744,44,36,2022-10-24T01:14:30Z,1990000,,,0,,J. Wiseman REBOUND (Off:0 Def:3),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,,
201,PT10M49.00S,2022-10-24T01:14:48.4Z,2,REGULAR,foul,personal,[],1630558,,,1610612744,44,36,2022-10-24T01:15:04Z,2000000,,,0,,D. Mitchell personal FOUL (3 PF),"[1630558, 1628978]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202056.0,3.0,0.0,DiVincenzo,1628978.0,,,,,
203,PT10M45.00S,2022-10-24T01:15:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,84.70762155059133,51.9607843137255,1610612744,46,36,2022-10-24T01:15:21Z,2020000,10.0,91.0,1,right,J. Poole 9' driving Layup (10 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,9.17,Made,10.0,,,,,,,,,,,,,,,,,
204,PT10M39.00S,2022-10-24T01:15:18.4Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612758,46,36,2022-10-24T01:15:31Z,2030000,,,0,,J. Green shooting personal FOUL (1 PF) (Barnes 2 FT),"[203210, 203084]",1610612744.0,GSW,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202056.0,1.0,0.0,Barnes,203084.0,,,,,
206,PT10M39.00S,2022-10-24T01:15:42.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203084,,,1610612758,46,36,2022-10-24T01:15:42Z,2050000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT10M39.00S,2022-10-24T01:15:42.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,46,36,2022-10-24T01:15:42Z,2060000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,
208,PT10M39.00S,2022-10-24T01:16:01.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203084,,,1610612758,46,37,2022-10-24T01:16:01Z,2070000,,,0,,H. Barnes Free Throw 2 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
209,PT10M28.00S,2022-10-24T01:16:14.8Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612744,46,37,2022-10-24T01:16:18Z,2080000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1628370]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Monk,1628370.0,,
210,PT10M28.00S,2022-10-24T01:16:14.8Z,2,REGULAR,steal,,[],1628370,,,1610612758,46,37,2022-10-24T01:16:16Z,2090000,,,0,,M. Monk STEAL (2 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
211,PT10M23.00S,2022-10-24T01:16:19.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,7.5722733245729295,40.44117647058824,1610612758,46,39,2022-10-24T01:16:25Z,2100000,48.0,19.0,1,left,H. Barnes running alley-oop DUNK (3 PTS) (M. Monk 1 AST),"[203084, 1628370]",1610612758.0,SAC,running alley-oop,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,3.0,,,,,M. Monk,1628370.0,1.0,,,,,,,,,,
213,PT10M11.00S,2022-10-24T01:16:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,83.52496714848883,49.01960784313725,1610612744,48,39,2022-10-24T01:16:35Z,2120000,-5.0,102.0,1,right,J. Wiseman 10' Jump Shot (10 PTS) (J. Poole 2 AST),"[1630164, 1629673]",1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,10.25,Made,10.0,,,,,J. Poole,1629673.0,2.0,,,,,,,,,,
215,PT10M04.00S,2022-10-24T01:16:39.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,28.86005256241787,78.67647058823529,1610612758,48,42,2022-10-24T01:16:45Z,2140000,-143.0,219.0,1,left,D. Mitchell 26' 3PT  (3 PTS) (M. Monk 2 AST),"[1630558, 1628370]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.16,Made,3.0,,,,,M. Monk,1628370.0,2.0,,,,,,,,,,
217,PT09M53.00S,2022-10-24T01:16:51.1Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612744,48,42,2022-10-24T01:23:27Z,2160000,,,0,,D. Mitchell shooting personal FOUL (4 PF) (Poole 2 FT),"[1630558, 1629673]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,4.0,0.0,Poole,1629673.0,,,,,
219,PT09M53.00S,2022-10-24T01:17:18.9Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,48,42,2022-10-24T01:23:39Z,2180000,,,0,,MISS J. Poole Free Throw 1 of 2,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT09M53.00S,2022-10-24T01:17:18.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,48,42,2022-10-24T01:23:39Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,
221,PT09M53.00S,2022-10-24T01:17:19.8Z,2,REGULAR,substitution,out,[],1630558,,,1610612744,48,42,2022-10-24T01:17:23Z,2200000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M53.00S,2022-10-24T01:17:19.8Z,2,REGULAR,substitution,in,[],1629056,,,1610612744,48,42,2022-10-24T01:17:23Z,2210000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M53.00S,2022-10-24T01:17:28.5Z,2,REGULAR,substitution,out,[],1628370,,,1610612744,48,42,2022-10-24T01:17:31Z,2220000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M53.00S,2022-10-24T01:17:28.5Z,2,REGULAR,substitution,in,[],1628368,,,1610612744,48,42,2022-10-24T01:17:31Z,2230000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M53.00S,2022-10-24T01:17:18.9Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,48,42,2022-10-24T01:23:39Z,2240000,,,0,,MISS J. Poole Free Throw 2 of 2,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT09M52.00S,2022-10-24T01:17:19.9Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,48,42,2022-10-24T01:23:39Z,2250000,,,0,,R. Holmes REBOUND (Off:2 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,225.0,3.0,1.0,2.0,,,,,,,,,,,,,
227,PT09M43.00S,2022-10-24T01:17:50.5Z,2,REGULAR,3pt,Jump Shot,[],1631099,27.677398160315374,7.8431372549019605,1610612758,48,45,2022-10-24T01:17:55Z,2260000,211.0,208.0,1,left,K. Murray 29' 3PT  (10 PTS) (D. Fox 4 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,29.59,Made,10.0,,,,,D. Fox,1628368.0,4.0,,,,,,,,,,
229,PT09M25.00S,2022-10-24T01:18:07.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,84.97043363994744,48.28431372549019,1610612744,50,45,2022-10-24T01:18:16Z,2280000,-9.0,89.0,1,right,J. Wiseman 8' floating Jump Shot (12 PTS) (D. DiVincenzo 1 AST),"[1630164, 1628978]",1610612744.0,GSW,floating,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,8.92,Made,12.0,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
231,PT09M17.00S,2022-10-24T01:18:18.9Z,2,REGULAR,turnover,traveling,[],1626158,,,1610612758,50,45,2022-10-24T01:18:24Z,2300000,,,0,,R. Holmes traveling TURNOVER (2 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,,,,,2.0,,,,
232,PT09M03.00S,2022-10-24T01:18:49.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,76.95466491458606,48.03921568627451,1610612744,52,45,2022-10-24T01:18:57Z,2310000,-10.0,164.0,1,right,J. Poole 16' floating Jump Shot (12 PTS) (J. Wiseman 3 AST),"[1629673, 1630164]",1610612744.0,GSW,floating,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,16.44,Made,12.0,,,,,J. Wiseman,1630164.0,3.0,,,,,,,,,,
234,PT09M02.00S,2022-10-24T01:18:53.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,52,45,2022-10-24T01:18:53Z,2330000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M52.00S,2022-10-24T01:22:07.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,14.536793692509855,41.17647058823529,1610612758,52,47,2022-10-24T01:22:12Z,2340000,44.0,84.0,1,left,R. Holmes 9' turnaround Hook (7 PTS) (D. Fox 5 AST),"[1626158, 1628368]",1610612758.0,SAC,turnaround,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,9.5,Made,7.0,,,,,D. Fox,1628368.0,5.0,,,,,,,,,,
237,PT08M30.00S,2022-10-24T01:22:29.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,94.95729303547962,42.64705882352941,1610612744,54,47,2022-10-24T01:22:35Z,2360000,-37.0,-5.0,1,right,D. DiVincenzo driving reverse Layup (4 PTS),[1628978],1610612744.0,GSW,driving reverse,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,3.72,Made,4.0,,,,,,,,,,,,,,,,,
238,PT08M22.00S,2022-10-24T01:22:39.8Z,2,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612758,54,47,2022-10-24T01:22:56Z,2370000,,,0,,M. Moody shooting personal FOUL (1 PF) (Fox 2 FT),"[1630541, 1628368]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,1.0,0.0,Fox,1628368.0,,,,,
240,PT08M22.00S,2022-10-24T01:23:09.5Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,54,48,2022-10-24T01:23:09Z,2390000,,,0,,D. Fox Free Throw 1 of 2 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
241,PT08M22.00S,2022-10-24T01:23:22.6Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,54,49,2022-10-24T01:23:22Z,2400000,,,0,,D. Fox Free Throw 2 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
242,PT08M05.00S,2022-10-24T01:23:43.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,63.02562417871223,40.19607843137255,1610612744,54,49,2022-10-24T01:23:47Z,2410000,-49.0,295.0,1,right,MISS D. DiVincenzo 29' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,29.91,Missed,,,,,,,,,,,,,,,,,,
243,PT08M02.00S,2022-10-24T01:23:46.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,54,49,2022-10-24T01:23:47Z,2420000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,
244,PT07M57.00S,2022-10-24T01:23:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,13.748357424441524,47.794117647058826,1610612758,54,51,2022-10-24T01:23:59Z,2430000,11.0,77.0,1,left,D. Fox 7' turnaround fadeaway Jump Shot (12 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,12.0,,,,,,,,,,,,,,,,,
245,PT07M57.00S,2022-10-24T01:23:57.2Z,2,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612758,54,51,2022-10-24T01:24:03Z,2440000,,,0,,J. Poole shooting personal FOUL (1 PF) (Fox 1 FT),"[1629673, 1628368]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,1.0,0.0,Fox,1628368.0,,,,,
247,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,out,[],203210,,,1610612758,54,51,2022-10-24T01:26:09Z,2460000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,out,[],1629673,,,1610612758,54,51,2022-10-24T01:26:09Z,2470000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,54,51,2022-10-24T01:26:09Z,2480000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,out,[],203084,,,1610612758,54,51,2022-10-24T01:26:09Z,2490000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,in,[],201939,,,1610612758,54,51,2022-10-24T01:26:09Z,2500000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,in,[],203110,,,1610612758,54,51,2022-10-24T01:26:09Z,2510000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,54,51,2022-10-24T01:26:09Z,2520000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M57.00S,2022-10-24T01:24:06.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612758,54,51,2022-10-24T01:26:09Z,2530000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M57.00S,2022-10-24T01:24:28.3Z,2,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,54,52,2022-10-24T01:24:28Z,2540000,,,0,,D. Fox Free Throw 1 of 1 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
256,PT07M49.00S,2022-10-24T01:24:41.7Z,2,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612744,54,52,2022-10-24T01:24:54Z,2550000,,,0,,K. Huerter shooting personal FOUL (1 PF) (Moody 2 FT),"[1628989, 1630541]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,1.0,0.0,Moody,1630541.0,,,,,
258,PT07M49.00S,2022-10-24T01:25:08.4Z,2,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,55,52,2022-10-24T01:25:08Z,2570000,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
259,PT07M49.00S,2022-10-24T01:25:11.3Z,2,REGULAR,substitution,out,[],1630164,,,1610612744,55,52,2022-10-24T01:25:14Z,2580000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M49.00S,2022-10-24T01:25:11.3Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,55,52,2022-10-24T01:25:14Z,2590000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M49.00S,2022-10-24T01:25:28.0Z,2,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,56,52,2022-10-24T01:25:28Z,2600000,,,0,,M. Moody Free Throw 2 of 2 (2 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
262,PT07M41.00S,2022-10-24T01:25:37.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.886333771353483,55.14705882352941,1610612758,56,54,2022-10-24T01:25:42Z,2610000,-26.0,31.0,1,left,D. Fox driving Layup (15 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,4.03,Made,15.0,,,,,,,,,,,,,,,,,
263,PT07M20.00S,2022-10-24T01:26:00.1Z,2,REGULAR,foul,personal,[],1629056,,,1610612744,56,54,2022-10-24T01:26:09Z,2620000,,,0,,T. Davis personal FOUL (2 PF),"[1629056, 1626172]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202056.0,2.0,0.0,Looney,1626172.0,,,,,
