actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
397,PT01M00.00S,2022-10-19T03:48:38.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,94.03745072273325,51.470588235294116,1610612747,55,46,2022-10-19T04:02:52Z,3920000,7.0,4.0,1,right,MISS R. Westbrook running Layup,[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,0.82,Missed,,,,,,,,,,,,,
398,PT00M59.20S,2022-10-19T03:48:39.8Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,55,46,2022-10-19T04:02:52Z,3930000,,,0,,L. James REBOUND (Off:2 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,397.0,9.0,7.0,2.0,,,,,,,,
399,PT00M58.20S,2022-10-19T03:48:44.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,94.40999984741211,50.0,1610612747,55,46,2022-10-19T04:03:05Z,3940000,0.0,0.0,1,right,MISS L. James tip Layup,[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
400,PT00M56.50S,2022-10-19T03:48:45.7Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,55,46,2022-10-19T04:03:05Z,3950000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,399.0,3.0,3.0,0.0,,,,,,,,
401,PT00M51.10S,2022-10-19T03:48:46.1Z,2,REGULAR,2pt,Jump Shot,[],202691,19.92444152431012,28.431372549019606,1610612744,57,46,2022-10-19T03:51:17Z,3960000,108.0,135.0,1,left,K. Thompson 17' pullup Jump Shot (6 PTS) (J. Poole 5 AST),"[202691, 1629673]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,17.26,Made,6.0,,,,,,,,J. Poole,1629673.0,5.0,,
403,PT00M44.40S,2022-10-19T03:49:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.51182654402102,46.32352941176471,1610612747,57,48,2022-10-19T03:53:25Z,3980000,-18.0,8.0,1,right,R. Westbrook driving Layup (11 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,2.03,Made,11.0,,,,,,,,,,,,
404,PT00M44.40S,2022-10-19T03:49:07.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202691,,,1610612747,57,48,2022-10-19T03:49:11Z,3990000,,,0,,K. Thompson shooting personal FOUL (2 PF) (Westbrook 1 FT),"[202691, 201566]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1146.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
406,PT00M44.40S,2022-10-19T03:49:23.4Z,2,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,57,48,2022-10-19T03:49:26Z,4010000,,,0,,MISS R. Westbrook Free Throw 1 of 1,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
407,PT00M42.30S,2022-10-19T03:49:25.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,57,48,2022-10-19T03:49:26Z,4020000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,406.0,4.0,3.0,1.0,,,,,,,,
408,PT00M32.50S,2022-10-19T03:49:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.652431011826544,45.83333333333333,1610612744,59,48,2022-10-19T03:49:39Z,4030000,21.0,10.0,1,left,S. Curry driving Layup (16 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,2.31,Made,16.0,,,,,,,,,,,,
409,PT00M15.30S,2022-10-19T03:49:53.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,85.89027595269383,54.166666666666664,1610612747,59,50,2022-10-19T03:50:05Z,4040000,21.0,80.0,1,right,L. Walker IV 8' floating Jump Shot (3 PTS) (L. James 3 AST),"[1629022, 2544]",1610612747.0,LAL,floating,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.28,Made,3.0,,,,,,,,L. James,2544.0,3.0,,
411,PT00M03.50S,2022-10-19T03:50:10.1Z,2,REGULAR,3pt,Jump Shot,[],202691,23.866622864651774,12.745098039215685,1610612744,59,50,2022-10-19T03:50:34Z,4060000,186.0,172.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,25.34,Missed,,,,,,,,,,,,,
412,PT00M01.10S,2022-10-19T03:50:23.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,59,50,2022-10-19T03:50:23Z,4070000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,411.0,,,,,,,,,,,
413,PT00M01.10S,2022-10-19T03:50:25.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612747,59,50,2022-10-19T03:50:35Z,4080000,,,0,,A. Wiggins loose ball personal FOUL (3 PF) (James 2 FT),"[203952, 2544]",1610612744.0,GSW,loose ball,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,1179.0,3.0,0.0,James,2544.0,,,,,,,,,,,,,,,
415,PT00M01.10S,2022-10-19T03:50:54.3Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,59,51,2022-10-19T03:50:54Z,4100000,,,0,,L. James Free Throw 1 of 2 (13 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
416,PT00M01.10S,2022-10-19T03:50:56.3Z,2,REGULAR,substitution,out,[],203952,,,1610612747,59,51,2022-10-19T03:51:05Z,4110000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT00M01.10S,2022-10-19T03:50:56.3Z,2,REGULAR,substitution,in,[],1626172,,,1610612747,59,51,2022-10-19T03:51:05Z,4120000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT00M01.10S,2022-10-19T03:51:12.0Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,59,52,2022-10-19T03:51:12Z,4130000,,,0,,L. James Free Throw 2 of 2 (14 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
419,PT00M00.00S,2022-10-19T03:51:18.6Z,2,REGULAR,period,end,[],0,,,1610612744,59,52,2022-10-19T03:51:18Z,4140000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT12M00.00S,2022-10-19T04:07:22.8Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,59,52,2022-10-19T04:07:39Z,4150000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT12M00.00S,2022-10-19T04:07:22.8Z,3,REGULAR,substitution,out,['startperiod'],1630346,,,1610612744,59,52,2022-10-19T04:07:39Z,4160000,,,0,,SUB out: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT12M00.00S,2022-10-19T04:07:22.8Z,3,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,59,52,2022-10-19T04:07:39Z,4170000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT12M00.00S,2022-10-19T04:07:22.8Z,3,REGULAR,substitution,in,['startperiod'],201976,,,1610612744,59,52,2022-10-19T04:07:39Z,4180000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT12M00.00S,2022-10-19T04:07:50.0Z,3,REGULAR,period,start,[],0,,,1610612744,59,52,2022-10-19T04:07:50Z,4190000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT11M48.00S,2022-10-19T04:08:03.7Z,3,REGULAR,foul,personal,[],201976,,,1610612744,59,52,2022-10-19T04:08:26Z,4200000,,,0,,P. Beverley personal FOUL (4 PF),"[201976, 202691]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Center,202053.0,4.0,0.0,Thompson,202691.0,,,,,,,,,,,,,,,
429,PT11M48.00S,2022-10-19T04:08:20.9Z,3,REGULAR,substitution,out,[],201976,,,1610612744,59,52,2022-10-19T04:08:28Z,4220000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT11M48.00S,2022-10-19T04:08:20.9Z,3,REGULAR,substitution,in,[],1629134,,,1610612744,59,52,2022-10-19T04:08:28Z,4230000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT11M44.00S,2022-10-19T04:08:35.5Z,3,REGULAR,2pt,Jump Shot,[],202691,78.0059132720105,52.94117647058824,1610612744,59,52,2022-10-19T04:08:42Z,4240000,15.0,154.0,1,right,MISS K. Thompson 15' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,,,,,,15.49,Missed,,,,,,,,,,,,,
432,PT11M40.00S,2022-10-19T04:08:39.5Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,59,52,2022-10-19T04:08:42Z,4250000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Center,,,,,,,,,431.0,2.0,1.0,1.0,,,,,,,,
433,PT11M39.00S,2022-10-19T04:08:40.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202691,77.87450722733246,51.71568627450981,1610612744,61,52,2022-10-19T04:08:45Z,4260000,9.0,155.0,1,right,K. Thompson 15' Jump Shot (8 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,,,,,,15.57,Made,8.0,,,,,,,,K. Looney,1626172.0,1.0,,
435,PT11M23.00S,2022-10-19T04:08:56.5Z,3,REGULAR,3pt,Jump Shot,[],1629134,7.966491458607096,5.392156862745098,1610612747,61,55,2022-10-19T04:09:01Z,4280000,223.0,22.0,1,left,K. Nunn 3PT  (6 PTS) (L. James 4 AST),"[1629134, 2544]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Right Corner 3,24+ Right,,,,,,22.41,Made,6.0,,,,,,,,L. James,2544.0,4.0,,
437,PT11M11.00S,2022-10-19T04:09:08.2Z,3,REGULAR,2pt,Jump Shot,[],202691,75.77201051248358,36.029411764705884,1610612744,63,55,2022-10-19T04:09:51Z,4300000,-70.0,175.0,1,right,K. Thompson 18' pullup Jump Shot (10 PTS) (D. Green 2 AST),"[202691, 203110]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,18.86,Made,10.0,,,,,,,,D. Green,203110.0,2.0,,
439,PT10M49.00S,2022-10-19T04:09:30.1Z,3,REGULAR,3pt,Jump Shot,[],2544,24.392247043363994,83.82352941176471,1610612747,63,58,2022-10-19T04:09:35Z,4320000,-169.0,177.0,1,left,L. James 24' 3PT  (17 PTS) (L. Walker IV 2 AST),"[2544, 1629022]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,24.46,Made,17.0,,,,,,,,L. Walker IV,1629022.0,2.0,,
441,PT10M38.00S,2022-10-19T04:09:41.4Z,3,REGULAR,3pt,Jump Shot,[],202691,74.32654402102497,18.872549019607842,1610612744,66,58,2022-10-19T04:09:49Z,4340000,-156.0,189.0,1,right,K. Thompson 24' 3PT  (13 PTS) (D. Green 3 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,24.47,Made,13.0,,,,,,,,D. Green,203110.0,3.0,,
445,PT10M25.00S,2022-10-19T04:10:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612747,66,58,2022-10-19T04:10:13Z,4380000,,,0,,K. Looney shooting personal FOUL (2 PF) (Davis 2 FT),"[1626172, 203076]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1179.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
447,PT10M25.00S,2022-10-19T04:10:25.5Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,66,59,2022-10-19T04:10:25Z,4400000,,,0,,A. Davis Free Throw 1 of 2 (16 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
448,PT10M25.00S,2022-10-19T04:10:41.7Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,66,60,2022-10-19T04:10:41Z,4410000,,,0,,A. Davis Free Throw 2 of 2 (17 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
449,PT10M13.00S,2022-10-19T04:10:55.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,93.51182654402102,50.98039215686274,1610612744,68,60,2022-10-19T04:11:02Z,4420000,5.0,8.0,1,right,A. Wiggins cutting DUNK (9 PTS) (K. Thompson 2 AST),"[203952, 202691]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,0.98,Made,9.0,,,,,,,,K. Thompson,202691.0,2.0,,
451,PT09M57.00S,2022-10-19T04:11:12.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,9.806176084099869,60.29411764705882,1610612747,68,60,2022-10-19T04:12:11Z,4440000,-51.0,40.0,1,left,MISS R. Westbrook 6' driving floating Shot - blocked,"[201566, 203952]",1610612747.0,LAL,driving floating,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.5,Missed,,,,,,,,,,,,Wiggins,203952.0
452,PT09M57.00S,2022-10-19T04:11:12.4Z,3,REGULAR,block,,[],203952,,,1610612747,68,60,2022-10-19T04:11:14Z,4450000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
453,PT09M57.00S,2022-10-19T04:11:12.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,68,60,2022-10-19T04:11:19Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,451.0,,,,,,,,,,,
455,PT09M48.00S,2022-10-19T04:11:30.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,26.888961892247043,17.892156862745097,1610612747,68,60,2022-10-19T04:11:36Z,4480000,161.0,200.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,,,25.67,Missed,,,,,,,,,,,,,
456,PT09M44.00S,2022-10-19T04:11:34.9Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,68,60,2022-10-19T04:11:36Z,4490000,,,0,,S. Curry REBOUND (Off:1 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,455.0,6.0,5.0,1.0,,,,,,,,
457,PT09M38.00S,2022-10-19T04:11:41.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,83.26215505913272,37.99019607843137,1610612744,68,60,2022-10-19T04:11:48Z,4500000,-60.0,105.0,1,right,MISS A. Wiggins 12' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.08,Missed,,,,,,,,,,,,,
458,PT09M34.00S,2022-10-19T04:11:45.3Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,68,60,2022-10-19T04:11:48Z,4510000,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,457.0,5.0,5.0,0.0,,,,,,,,
459,PT09M28.00S,2022-10-19T04:11:50.6Z,3,REGULAR,3pt,Jump Shot,[],1629134,4.681340341655716,95.09803921568627,1610612747,68,60,2022-10-19T04:11:56Z,4520000,-225.0,-8.0,1,left,MISS K. Nunn 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Left Corner 3,24+ Left,,,,,,22.57,Missed,,,,,,,,,,,,,
460,PT09M23.00S,2022-10-19T04:11:55.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,68,60,2022-10-19T04:11:56Z,4530000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,459.0,4.0,4.0,0.0,,,,,,,,
461,PT09M20.00S,2022-10-19T04:12:00.6Z,3,REGULAR,foul,personal,['2freethrow'],203076,,,1610612744,68,60,2022-10-19T04:12:06Z,4540000,,,0,,A. Davis shooting personal FOUL (1 PF) (Curry 2 FT),"[203076, 201939]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
463,PT09M20.00S,2022-10-19T04:12:23.0Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,69,60,2022-10-19T04:12:23Z,4560000,,,0,,S. Curry Free Throw 1 of 2 (17 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
464,PT09M20.00S,2022-10-19T04:12:37.4Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,70,60,2022-10-19T04:12:37Z,4570000,,,0,,S. Curry Free Throw 2 of 2 (18 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,
465,PT09M00.00S,2022-10-19T04:13:00.2Z,3,REGULAR,2pt,Jump Shot,[],2544,24.52365308804205,26.225490196078432,1610612747,70,60,2022-10-19T04:13:08Z,4580000,119.0,178.0,1,left,MISS L. James 21' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,,,21.41,Missed,,,,,,,,,,,,,
466,PT08M57.00S,2022-10-19T04:13:03.2Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,70,60,2022-10-19T04:13:08Z,4590000,,,0,,A. Wiggins REBOUND (Off:1 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,465.0,5.0,4.0,1.0,,,,,,,,
467,PT08M47.00S,2022-10-19T04:13:13.4Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,70,60,2022-10-19T04:13:19Z,4600000,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1629022]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,3.0,Walker IV,1629022.0,,,,,
468,PT08M47.00S,2022-10-19T04:13:13.4Z,3,REGULAR,steal,,[],1629022,,,1610612747,70,60,2022-10-19T04:13:16Z,4610000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
469,PT08M44.00S,2022-10-19T04:13:17.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,6.389618922470433,50.0,1610612747,70,62,2022-10-19T04:14:54Z,4620000,0.0,8.0,1,left,L. James running DUNK (19 PTS) (L. Walker IV 3 AST),"[2544, 1629022]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,0.76,Made,19.0,,,,,,,,L. Walker IV,1629022.0,3.0,,
471,PT08M43.00S,2022-10-19T04:13:24.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,70,62,2022-10-19T04:13:24Z,4640000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT08M31.00S,2022-10-19T04:16:55.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.77463863337714,51.225490196078425,1610612744,72,62,2022-10-19T04:17:05Z,4650000,6.0,6.0,1,right,K. Looney cutting Layup (5 PTS) (K. Thompson 3 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,0.86,Made,5.0,,,,,,,,K. Thompson,202691.0,3.0,,
474,PT08M15.00S,2022-10-19T04:17:11.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,11.251642575558476,48.529411764705884,1610612747,72,62,2022-10-19T04:17:16Z,4670000,7.0,53.0,1,left,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.38,Missed,,,,,,,,,,,,,
476,PT08M12.00S,2022-10-19T04:17:14.7Z,3,REGULAR,rebound,offensive,[],201566,,,1610612747,72,62,2022-10-19T04:17:16Z,4690000,,,0,,R. Westbrook REBOUND (Off:1 Def:6),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,474.0,7.0,6.0,1.0,,,,,,,,
477,PT08M07.00S,2022-10-19T04:17:19.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203076,7.835085413929041,69.6078431372549,1610612747,72,62,2022-10-19T04:17:28Z,4700000,-98.0,21.0,1,left,MISS A. Davis 10' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,10.02,Missed,,,,,,,,,,,,,
478,PT08M02.00S,2022-10-19T04:17:24.0Z,3,REGULAR,rebound,offensive,[],2544,,,1610612747,72,62,2022-10-19T04:30:22Z,4710000,,,0,,L. James REBOUND (Off:3 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,,,,477.0,10.0,7.0,3.0,,,,,,,,
479,PT07M58.00S,2022-10-19T04:17:28.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201566,8.360709592641262,94.6078431372549,1610612747,72,62,2022-10-19T04:19:39Z,4720000,-223.0,26.0,1,left,MISS R. Westbrook pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,,22.45,Missed,,,,,,,,,,,,,
480,PT07M54.00S,2022-10-19T04:17:32.6Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,72,62,2022-10-19T04:17:33Z,4730000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Left Corner 3,24+ Left,,,,,,,,,479.0,3.0,2.0,1.0,,,,,,,,
481,PT07M49.00S,2022-10-19T04:17:39.1Z,3,REGULAR,foul,personal,['2freethrow'],1629134,,,1610612744,72,62,2022-10-19T04:17:44Z,4740000,,,0,,K. Nunn shooting personal FOUL (2 PF) (Thompson 2 FT),"[1629134, 202691]",1610612747.0,LAL,shooting,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,1179.0,2.0,0.0,Thompson,202691.0,,,,,,,,,,,,,,,
483,PT07M49.00S,2022-10-19T04:18:06.7Z,3,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,73,62,2022-10-19T04:18:06Z,4760000,,,0,,K. Thompson Free Throw 1 of 2 (14 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
484,PT07M49.00S,2022-10-19T04:18:22.8Z,3,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,74,62,2022-10-19T04:18:22Z,4770000,,,0,,K. Thompson Free Throw 2 of 2 (15 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,
485,PT07M37.00S,2022-10-19T04:18:36.7Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612747,74,62,2022-10-19T04:18:40Z,4780000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1626172]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Looney,1626172.0,,,,,
486,PT07M37.00S,2022-10-19T04:18:36.7Z,3,REGULAR,steal,,[],1626172,,,1610612744,74,62,2022-10-19T04:29:23Z,4790000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
487,PT07M30.00S,2022-10-19T04:18:43.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,89.70105124835742,46.07843137254902,1610612744,76,62,2022-10-19T04:22:26Z,4800000,-20.0,44.0,1,right,A. Wiggins driving floating Jump Shot (11 PTS) (S. Curry 5 AST),"[203952, 201939]",1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.84,Made,11.0,,,,,,,,S. Curry,201939.0,5.0,,
489,PT07M16.00S,2022-10-19T04:18:57.1Z,3,REGULAR,turnover,bad pass,[],2544,,,1610612747,76,62,2022-10-19T04:19:06Z,4820000,,,0,,L. James bad pass TURNOVER (3 TO),"[2544, 203952]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,Wiggins,203952.0,,,,,
