actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
179,PT10M03.00S,2023-03-04T03:42:52.4Z,2,REGULAR,3pt,Jump Shot,[],203210,20.318659658344284,91.66666666666666,1610612744,29,37,2023-03-04T03:42:56Z,1780000,False,-208.0,138.0,1,left,J. Green 25' 3PT  (9 PTS) (J. Poole 3 AST),"[203210, 1629673]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,25.01,Made,9.0,Green,J. Green,J. Poole,1629673.0,3.0,,,,,,,,,,,,,,,
181,PT10M01.00S,2023-03-04T03:42:59.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,29,37,2023-03-04T03:42:59Z,1800000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M43.00S,2023-03-04T03:46:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,90.62089356110381,57.107843137254896,1610612740,29,37,2023-03-04T03:46:23Z,1810000,False,36.0,36.0,1,right,MISS N. Marshall driving Layup - blocked,"[1630230, 203210]",1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,Marshall,N. Marshall,,,,,,,,,,,,,,,,Green,203210.0,
183,PT09M43.00S,2023-03-04T03:46:09.3Z,2,REGULAR,block,,[],203210,,,1610612740,29,37,2023-03-04T03:46:12Z,1820000,False,,,0,,J. Green BLOCK (1 BLK),[203210],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
184,PT09M42.00S,2023-03-04T03:46:10.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,29,37,2023-03-04T03:46:23Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,182.0,,,,,,,,,,
186,PT09M39.00S,2023-03-04T03:46:30.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203468,91.67214191852825,82.84313725490196,1610612740,29,37,2023-03-04T03:46:36Z,1850000,False,164.0,26.0,1,right,MISS C. McCollum 16' step back Shot,[203468],1610612740.0,NOP,step back,,,,,,Mid-Range,16-24 Right,16.62,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
187,PT09M36.00S,2023-03-04T03:46:33.6Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,29,37,2023-03-04T03:46:36Z,1860000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right,,,,Green,D. Green,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,
189,PT09M17.00S,2023-03-04T03:47:12.2Z,2,REGULAR,3pt,Jump Shot,[],1630237,32.933639947437584,50.0,1610612744,29,37,2023-03-04T03:47:16Z,1880000,False,0.0,257.0,1,left,MISS A. Lamb 25' 3PT,[1630237],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,25.71,Missed,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
190,PT09M14.00S,2023-03-04T03:47:15.2Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,29,37,2023-03-04T03:47:16Z,1890000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Marshall,N. Marshall,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,
191,PT09M02.00S,2023-03-04T03:47:28.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,94.69448094612353,94.6078431372549,1610612740,29,37,2023-03-04T03:47:34Z,1900000,False,223.0,-3.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,22.3,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
192,PT08M59.00S,2023-03-04T03:47:31.2Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,29,37,2023-03-04T03:49:09Z,1910000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Poole,J. Poole,,,,,,,,191.0,1.0,1.0,0.0,,,,,,,
193,PT08M40.00S,2023-03-04T03:47:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612744,29,37,2023-03-04T03:47:59Z,1920000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Green 2 FT),"[1630700, 203210]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Daniels,D. Daniels,,,,2882.0,,,,,,,,2.0,0.0,Green,203210.0,,,
195,PT08M40.00S,2023-03-04T03:48:22.0Z,2,REGULAR,freethrow,1 of 2,[],203210,,,1610612744,30,37,2023-03-04T03:49:01Z,1940000,False,,,0,,J. Green Free Throw 1 of 2 (10 PTS),[203210],1610612744.0,GSW,,,,,,,,,,Made,10.0,Green,J. Green,,,,,,,,,,,,,,,,,,
196,PT08M40.00S,2023-03-04T03:48:24.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612744,30,37,2023-03-04T03:48:29Z,1950000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
197,PT08M40.00S,2023-03-04T03:48:24.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612744,30,37,2023-03-04T03:48:29Z,1960000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
199,PT08M40.00S,2023-03-04T03:48:22.0Z,2,REGULAR,violation,lane,[],203468,,,1610612744,30,37,2023-03-04T03:49:01Z,1965000,False,,,0,,C. McCollum lane VIOLATION,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
198,PT08M40.00S,2023-03-04T03:48:22.0Z,2,REGULAR,freethrow,2 of 2,[],203210,,,1610612744,31,37,2023-03-04T03:49:01Z,1970000,False,,,0,,J. Green Free Throw 2 of 2 (11 PTS),[203210],1610612744.0,GSW,,,,,,,,,,Made,11.0,Green,J. Green,,,,,,,,,,,,,,,,,,
200,PT08M23.00S,2023-03-04T03:49:21.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,91.80354796320631,57.107843137254896,1610612740,31,37,2023-03-04T03:49:24Z,1980000,False,36.0,25.0,1,right,MISS T. Murphy III alley-oop DUNK,[1630530],1610612740.0,NOP,alley-oop,,,,,,Restricted Area,0-8 Center,4.31,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
201,PT08M21.00S,2023-03-04T03:49:23.1Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,31,37,2023-03-04T03:49:24Z,1990000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[203210],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,,,,,200.0,4.0,3.0,1.0,,,,,,,
202,PT08M16.00S,2023-03-04T03:49:28.0Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,31,37,2023-03-04T03:49:32Z,2000000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630529]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Green,D. Green,,,,,1.0,Jones,1630529.0,,,,,,,,,,,
203,PT08M16.00S,2023-03-04T03:49:28.0Z,2,REGULAR,steal,,[],1630529,,,1610612740,31,37,2023-03-04T03:49:29Z,2010000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
204,PT08M11.00S,2023-03-04T03:49:32.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,66.83639947437582,44.85294117647059,1610612740,31,37,2023-03-04T03:49:39Z,2020000,False,-26.0,259.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,26.05,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
205,PT08M08.00S,2023-03-04T03:49:35.4Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,31,37,2023-03-04T03:49:39Z,2030000,False,,,0,,J. Green REBOUND (Off:1 Def:4),[203210],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,J. Green,,,,,,,,204.0,5.0,4.0,1.0,,,,,,,
206,PT07M57.00S,2023-03-04T03:49:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.440867279894875,43.872549019607845,1610612744,33,37,2023-03-04T03:49:54Z,2040000,False,31.0,17.0,1,left,J. Poole driving finger roll Layup (6 PTS),[1629673],1610612744.0,GSW,driving finger roll,,,,,,Restricted Area,0-8 Center,3.52,Made,6.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
207,PT07M41.00S,2023-03-04T03:50:02.3Z,2,REGULAR,3pt,Jump Shot,[],1630530,94.95729303547962,4.166666666666666,1610612740,33,40,2023-03-04T03:50:08Z,2050000,False,-229.0,-5.0,1,right,T. Murphy III 3PT  (8 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.93,Made,8.0,Murphy III,T. Murphy III,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,,
209,PT07M40.00S,2023-03-04T03:50:07.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,33,40,2023-03-04T03:50:07Z,2070000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,out,[],203210,,,1610612744,33,40,2023-03-04T03:52:56Z,2080000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
211,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,33,40,2023-03-04T03:52:56Z,2090000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
212,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,out,[],1630237,,,1610612744,33,40,2023-03-04T03:52:56Z,2100000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,,,,,,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
213,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612744,33,40,2023-03-04T03:52:56Z,2110000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
214,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,out,[],1626195,,,1610612744,33,40,2023-03-04T03:52:56Z,2120000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,,,,,,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
215,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,in,[],202691,,,1610612744,33,40,2023-03-04T03:52:56Z,2130000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
216,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,33,40,2023-03-04T03:52:56Z,2140000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
217,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,in,[],1629660,,,1610612744,33,40,2023-03-04T03:52:56Z,2150000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,,,,,,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,
218,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,in,[],1627742,,,1610612744,33,40,2023-03-04T03:52:56Z,2160000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
219,PT07M40.00S,2023-03-04T03:52:35.3Z,2,REGULAR,substitution,in,[],1629637,,,1610612744,33,40,2023-03-04T03:52:56Z,2170000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,
220,PT07M17.00S,2023-03-04T03:53:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,7.30946123521682,36.029411764705884,1610612744,35,40,2023-03-04T03:54:20Z,2180000,False,70.0,16.0,1,left,T. Jerome 7' cutting Layup (2 PTS) (K. Looney 1 AST),"[1629660, 1626172]",1610612744.0,GSW,cutting,,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,2.0,Jerome,T. Jerome,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
222,PT06M59.00S,2023-03-04T03:53:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.02825229960578,50.49019607843137,1610612740,35,42,2023-03-04T03:53:42Z,2200000,False,2.0,126.0,1,right,B. Ingram 12' pullup Jump Shot (10 PTS),[1627742],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.58,Made,10.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
223,PT06M42.00S,2023-03-04T03:53:58.4Z,2,REGULAR,turnover,traveling,[],1630541,,,1610612744,35,42,2023-03-04T03:54:04Z,2210000,False,,,0,,M. Moody traveling TURNOVER (2 TO),[1630541],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Moody,M. Moody,,,,2882.0,2.0,,,,,,,,,,,,,
224,PT06M42.00S,2023-03-04T03:54:01.5Z,2,REGULAR,substitution,out,[],203110,,,1610612740,35,42,2023-03-04T03:54:09Z,2220000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
225,PT06M42.00S,2023-03-04T03:54:01.5Z,2,REGULAR,substitution,out,[],203468,,,1610612740,35,42,2023-03-04T03:54:09Z,2230000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
226,PT06M42.00S,2023-03-04T03:54:01.5Z,2,REGULAR,substitution,in,[],1630228,,,1610612740,35,42,2023-03-04T03:54:09Z,2240000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
227,PT06M42.00S,2023-03-04T03:54:01.5Z,2,REGULAR,substitution,in,[],1630184,,,1610612740,35,42,2023-03-04T03:54:09Z,2250000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,,,,,,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,
228,PT06M22.00S,2023-03-04T03:54:33.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,82.7365308804205,42.64705882352941,1610612740,35,42,2023-03-04T03:54:38Z,2260000,False,-37.0,110.0,1,right,MISS B. Ingram 11' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,11.58,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
229,PT06M18.00S,2023-03-04T03:54:37.6Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,35,42,2023-03-04T03:54:38Z,2270000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Looney,K. Looney,,,,,,,,228.0,3.0,2.0,1.0,,,,,,,
230,PT06M07.00S,2023-03-04T03:54:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,13.354139290407357,48.529411764705884,1610612744,35,42,2023-03-04T03:54:59Z,2280000,False,7.0,73.0,1,left,MISS J. Kuminga 7' turnaround Shot,[1630228],1610612744.0,GSW,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
231,PT06M07.00S,2023-03-04T03:54:48.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,35,42,2023-03-04T03:55:21Z,2290000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,230.0,,,,,,,,,,
232,PT06M07.00S,2023-03-04T03:54:55.1Z,2,REGULAR,foul,personal,[],1627742,,,1610612744,35,42,2023-03-04T03:55:19Z,2300000,False,,,0,,B. Ingram loose ball personal FOUL (2 PF),"[1627742, 1626172]",1610612740.0,NOP,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ingram,B. Ingram,,,,202901.0,,,,,,,,2.0,0.0,Looney,1626172.0,,,
234,PT06M07.00S,2023-03-04T03:55:21.4Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,35,42,2023-03-04T03:55:23Z,2320000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
235,PT06M07.00S,2023-03-04T03:55:21.4Z,2,REGULAR,substitution,in,[],1628978,,,1610612744,35,42,2023-03-04T03:55:23Z,2330000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
236,PT05M57.00S,2023-03-04T03:55:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630228,8.360709592641262,50.98039215686274,1610612744,37,42,2023-03-04T03:55:51Z,2340000,False,-5.0,26.0,1,left,J. Kuminga cutting Layup (5 PTS) (K. Looney 2 AST),"[1630228, 1626172]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.66,Made,5.0,Kuminga,J. Kuminga,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,,
238,PT05M44.00S,2023-03-04T03:55:54.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.11760840998686,53.18627450980392,1610612740,37,44,2023-03-04T03:55:58Z,2360000,False,16.0,12.0,1,right,J. Hayes alley-oop DUNK (2 PTS) (B. Ingram 3 AST),"[1629637, 1627742]",1610612740.0,NOP,alley-oop,,,,,,Restricted Area,0-8 Center,2.0,Made,2.0,Hayes,J. Hayes,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,,
240,PT05M31.00S,2023-03-04T03:56:05.7Z,2,REGULAR,3pt,Jump Shot,[],202691,28.33442838370565,85.7843137254902,1610612744,37,44,2023-03-04T03:56:37Z,2380000,False,-179.0,214.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,27.88,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
241,PT05M31.00S,2023-03-04T03:56:05.7Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,37,44,2023-03-04T03:56:15Z,2390000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Kuminga,J. Kuminga,,,,,,,,240.0,2.0,1.0,1.0,,,,,,,
242,PT05M27.00S,2023-03-04T03:56:10.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630228,7.440867279894875,48.03921568627451,1610612744,39,44,2023-03-04T03:56:22Z,2400000,False,10.0,17.0,1,left,J. Kuminga Layup (7 PTS),[1630228],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,2.0,Made,7.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
243,PT05M10.00S,2023-03-04T03:56:27.5Z,2,REGULAR,2pt,Jump Shot,[],1627742,77.61169513797634,67.40196078431373,1610612740,39,44,2023-03-04T03:56:30Z,2410000,False,87.0,158.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right Center,18.04,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
244,PT05M07.00S,2023-03-04T03:56:30.5Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,39,44,2023-03-04T03:56:30Z,2420000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:2),[1630228],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right Center,,,,Kuminga,J. Kuminga,,,,,,,,243.0,3.0,2.0,1.0,,,,,,,
245,PT04M58.00S,2023-03-04T03:56:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,8.886333771353483,35.53921568627451,1610612744,39,44,2023-03-04T03:56:44Z,2430000,False,72.0,31.0,1,left,MISS T. Jerome 7' driving Layup,[1629660],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.87,Missed,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,
246,PT04M56.00S,2023-03-04T03:56:41.3Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,39,44,2023-03-04T03:56:53Z,2440000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murphy III,T. Murphy III,,,,,,,,245.0,2.0,1.0,1.0,,,,,,,
247,PT04M51.00S,2023-03-04T03:56:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630530,89.96386333771353,48.77450980392157,1610612740,39,46,2023-03-04T03:56:52Z,2450000,False,-6.0,42.0,1,right,T. Murphy III running Layup (10 PTS) (H. Jones 2 AST),"[1630530, 1630529]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,4.22,Made,10.0,Murphy III,T. Murphy III,H. Jones,1630529.0,2.0,,,,,,,,,,,,,,,
249,PT04M36.00S,2023-03-04T03:57:05.2Z,2,REGULAR,foul,offensive,[],1626172,,,1610612744,39,46,2023-03-04T03:57:12Z,2470000,False,,,0,,K. Looney offensive FOUL (2 PF),"[1626172, 1629637]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right Center,,,,Looney,K. Looney,,,,1193.0,,,,,,,,2.0,0.0,Hayes,1629637.0,,,
251,PT04M36.00S,2023-03-04T03:57:05.2Z,2,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,39,46,2023-03-04T03:57:05Z,2490000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right Center,,,,Looney,K. Looney,,,,1193.0,1.0,,,,,,,,,,,,,
252,PT04M36.00S,2023-03-04T03:57:16.3Z,2,REGULAR,substitution,out,[],1630184,,,1610612740,39,46,2023-03-04T03:57:23Z,2500000,False,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,,,,,,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,
253,PT04M36.00S,2023-03-04T03:57:16.3Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,39,46,2023-03-04T03:57:23Z,2510000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
254,PT04M36.00S,2023-03-04T03:57:16.3Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,39,46,2023-03-04T03:57:23Z,2520000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
255,PT04M36.00S,2023-03-04T03:57:16.3Z,2,REGULAR,substitution,in,[],203468,,,1610612740,39,46,2023-03-04T03:57:23Z,2530000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
256,PT04M23.00S,2023-03-04T03:57:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627742,88.12417871222075,55.63725490196079,1610612740,39,46,2023-03-04T03:57:52Z,2540000,False,28.0,59.0,1,right,MISS B. Ingram 6' driving Layup,[1627742],1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
257,PT04M21.00S,2023-03-04T03:57:48.2Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612744,39,46,2023-03-04T03:57:52Z,2550000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jerome,T. Jerome,,,,,,,,256.0,1.0,1.0,0.0,,,,,,,
259,PT04M01.00S,2023-03-04T03:58:22.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,8.492115637319317,56.372549019607845,1610612744,41,46,2023-03-04T03:58:26Z,2570000,False,-32.0,27.0,1,left,K. Looney cutting DUNK (6 PTS) (K. Thompson 2 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,4.2,Made,6.0,Looney,K. Looney,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,,
261,PT03M42.00S,2023-03-04T03:58:47.0Z,2,REGULAR,foul,personal,[],1628978,,,1610612740,41,46,2023-03-04T03:58:54Z,2590000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1629637]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,DiVincenzo,D. DiVincenzo,,,,2882.0,,,,,,,,1.0,0.0,Hayes,1629637.0,,,
263,PT03M42.00S,2023-03-04T03:58:52.0Z,2,REGULAR,substitution,out,[],1629660,,,1610612740,41,46,2023-03-04T03:58:58Z,2610000,False,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,,,,,,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,
264,PT03M42.00S,2023-03-04T03:58:52.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612740,41,46,2023-03-04T03:58:58Z,2620000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
