actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
277,PT05M14.00S,2022-12-03T04:02:11.8Z,2,REGULAR,2pt,Jump Shot,[],1626172,13.354139290407357,24.264705882352942,1610612744,49,41,2022-12-03T04:02:15Z,2730000,False,129.0,73.0,1,left,MISS K. Looney 14' turnaround fadeaway Shot,[1626172],1610612744.0,GSW,turnaround fadeaway,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,14.8,Missed,,,,,,,,,,,,,,,,,,
278,PT05M10.00S,2022-12-03T04:02:15.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,49,41,2022-12-03T04:02:15Z,2740000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,,277.0,2.0,2.0,0.0,,,,,,,,
279,PT05M09.00S,2022-12-03T04:02:19.8Z,2,REGULAR,foul,offensive,[],203897,,,1610612741,49,41,2022-12-03T04:02:26Z,2750000,False,,,0,,Z. LaVine charge offensive FOUL (1 PF),"[203897, 201939]",1610612741.0,CHI,charge,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,
281,PT05M09.00S,2022-12-03T04:02:19.8Z,2,REGULAR,turnover,offensive foul,[],203897,,,1610612741,49,41,2022-12-03T04:02:19Z,2770000,False,,,0,,Z. LaVine offensive foul TURNOVER (2 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,,2.0,,,,,,,
282,PT05M01.00S,2022-12-03T04:02:43.9Z,2,REGULAR,foul,personal,['2freethrow'],203897,,,1610612744,49,41,2022-12-03T04:03:00Z,2780000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Looney 2 FT),"[203897, 1626172]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,1627541.0,2.0,0.0,Looney,1626172.0,,,,,,,,,,,,
284,PT05M01.00S,2022-12-03T04:03:07.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626172,,,1610612744,49,41,2022-12-03T04:03:32Z,2800000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
285,PT05M01.00S,2022-12-03T04:03:07.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,49,41,2022-12-03T04:03:32Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,284.0,,,,,,,,,,,
286,PT05M01.00S,2022-12-03T04:03:08.9Z,2,REGULAR,substitution,out,[],1629632,,,1610612744,49,41,2022-12-03T04:03:11Z,2820000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M01.00S,2022-12-03T04:03:08.9Z,2,REGULAR,substitution,in,[],201942,,,1610612744,49,41,2022-12-03T04:03:11Z,2830000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M01.00S,2022-12-03T04:03:07.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626172,,,1610612744,49,41,2022-12-03T04:03:32Z,2840000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
289,PT04M58.00S,2022-12-03T04:03:10.5Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,49,41,2022-12-03T04:03:32Z,2850000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,
290,PT04M44.00S,2022-12-03T04:03:46.3Z,2,REGULAR,3pt,Jump Shot,[],202696,66.5735873850197,41.911764705882355,1610612741,49,41,2022-12-03T04:03:50Z,2860000,False,-40.0,262.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
291,PT04M40.00S,2022-12-03T04:03:50.3Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,49,41,2022-12-03T04:03:50Z,2870000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,,,290.0,2.0,2.0,0.0,,,,,,,,
292,PT04M37.00S,2022-12-03T04:03:53.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,23.209592641261498,9.068627450980392,1610612744,49,41,2022-12-03T04:04:06Z,2880000,False,205.0,166.0,1,left,MISS K. Thompson 26' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
293,PT04M35.00S,2022-12-03T04:03:55.0Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,49,41,2022-12-03T04:03:59Z,2890000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,,,292.0,3.0,3.0,0.0,,,,,,,,
294,PT04M28.00S,2022-12-03T04:04:04.8Z,2,REGULAR,turnover,traveling,[],1630245,,,1610612741,49,41,2022-12-03T04:04:10Z,2900000,False,,,0,,A. Dosunmu traveling TURNOVER (1 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,202037.0,,,,,,,,,1.0,,,,,,,
295,PT04M18.00S,2022-12-03T04:04:23.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201939,24.392247043363994,66.42156862745098,1610612744,49,41,2022-12-03T04:04:29Z,2910000,False,-82.0,177.0,1,left,MISS S. Curry 19' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,19.49,Missed,,,,,,,,,,,,,,,,,,
296,PT04M16.00S,2022-12-03T04:04:25.5Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,49,41,2022-12-03T04:04:37Z,2920000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,295.0,1.0,1.0,0.0,,,,,,,,
297,PT04M02.00S,2022-12-03T04:04:40.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,89.17542706964521,42.40196078431372,1610612741,49,43,2022-12-03T04:04:44Z,2930000,False,-38.0,49.0,1,right,N. Vucevic 6' driving Hook (13 PTS),[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,13.0,,,,,,,,,,,,,,,,,
298,PT03M55.00S,2022-12-03T04:04:46.9Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,49,43,2022-12-03T04:04:51Z,2940000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 203897]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,,,,LaVine,203897.0,,
299,PT03M55.00S,2022-12-03T04:04:46.9Z,2,REGULAR,steal,,[],203897,,,1610612741,49,43,2022-12-03T04:04:48Z,2950000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
300,PT03M52.00S,2022-12-03T04:04:50.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,92.9862023653088,43.13725490196079,1610612741,49,45,2022-12-03T04:05:22Z,2960000,False,-34.0,13.0,1,right,Z. LaVine running Layup (7 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.68,Made,7.0,,,,,,,,,,,,,,,,,
301,PT03M41.00S,2022-12-03T04:05:04.0Z,2,REGULAR,foul,offensive,[],1628978,,,1610612744,49,45,2022-12-03T04:05:09Z,2970000,False,,,0,,D. DiVincenzo offensive FOUL (2 PF),"[1628978, 201942]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,1627541.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,
303,PT03M41.00S,2022-12-03T04:05:04.0Z,2,REGULAR,turnover,offensive foul,[],1628978,,,1610612744,49,45,2022-12-03T04:05:04Z,2990000,False,,,0,,D. DiVincenzo offensive foul TURNOVER (1 TO),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,1627541.0,,,,,,,,,1.0,,,,,,,
304,PT03M41.00S,2022-12-03T04:05:09.8Z,2,REGULAR,substitution,out,[],1628978,,,1610612741,49,45,2022-12-03T04:05:14Z,3000000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M41.00S,2022-12-03T04:05:09.8Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,49,45,2022-12-03T04:05:14Z,3010000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M41.00S,2022-12-03T04:05:09.8Z,2,REGULAR,substitution,in,[],203110,,,1610612741,49,45,2022-12-03T04:05:14Z,3020000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M41.00S,2022-12-03T04:05:09.8Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,49,45,2022-12-03T04:05:14Z,3030000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M31.00S,2022-12-03T04:05:30.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203897,72.61826544021025,13.970588235294118,1610612741,49,48,2022-12-03T04:05:35Z,3040000,False,-180.0,205.0,1,right,Z. LaVine 27' 3PT pullup (10 PTS) (A. Caruso 5 AST),"[203897, 1627936]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.28,Made,10.0,,,,,,,,,,,A. Caruso,1627936.0,5.0,,,,
310,PT03M19.00S,2022-12-03T04:05:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.178055190538765,42.8921568627451,1610612744,51,48,2022-12-03T04:05:48Z,3060000,False,36.0,15.0,1,left,K. Thompson cutting Layup (12 PTS) (D. Green 4 AST),"[202691, 203110]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.85,Made,12.0,,,,,,,,,,,D. Green,203110.0,4.0,,,,
312,PT03M09.00S,2022-12-03T04:05:52.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,89.83245729303549,52.450980392156865,1610612741,51,48,2022-12-03T04:05:57Z,3080000,False,12.0,43.0,1,right,MISS D. DeRozan driving DUNK,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,,
313,PT03M07.00S,2022-12-03T04:05:54.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,51,48,2022-12-03T04:05:57Z,3090000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,312.0,3.0,3.0,0.0,,,,,,,,
314,PT03M01.00S,2022-12-03T04:06:00.8Z,2,REGULAR,3pt,Jump Shot,[],202691,17.821944809461236,4.901960784313726,1610612744,51,48,2022-12-03T04:06:09Z,3100000,False,225.0,115.0,1,left,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
315,PT03M00.00S,2022-12-03T04:06:06.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,51,48,2022-12-03T04:06:06Z,3110000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,314.0,,,,,,,,,,,
316,PT03M00.00S,2022-12-03T04:06:07.9Z,2,REGULAR,foul,personal,[],203897,,,1610612744,51,48,2022-12-03T04:06:14Z,3120000,False,,,0,,Z. LaVine loose ball personal FOUL (3 PF),"[203897, 203110]",1610612741.0,CHI,loose ball,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,3.0,0.0,Green,203110.0,,,,,,,,,,,,
318,PT03M00.00S,2022-12-03T04:06:20.8Z,2,REGULAR,substitution,out,[],1630245,,,1610612744,51,48,2022-12-03T04:06:24Z,3140000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M00.00S,2022-12-03T04:06:20.8Z,2,REGULAR,substitution,in,[],1630172,,,1610612744,51,48,2022-12-03T04:06:24Z,3150000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M55.00S,2022-12-03T04:06:37.3Z,2,REGULAR,turnover,traveling,[],201939,,,1610612744,51,48,2022-12-03T04:06:42Z,3160000,False,,,0,,S. Curry traveling TURNOVER (4 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,202037.0,,,,,,,,,4.0,,,,,,,
321,PT02M44.00S,2022-12-03T04:07:00.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,67.62483574244416,25.49019607843137,1610612741,51,48,2022-12-03T04:07:04Z,3170000,False,-123.0,252.0,1,right,MISS N. Vucevic 28' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,28.0,Missed,,,,,,,,,,,,,,,,,,
322,PT02M41.00S,2022-12-03T04:07:03.3Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,51,48,2022-12-03T04:07:04Z,3180000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,321.0,3.0,3.0,0.0,,,,,,,,
323,PT02M37.00S,2022-12-03T04:07:09.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612744,51,48,2022-12-03T04:07:20Z,3190000,False,,,0,,A. Caruso personal FOUL (2 PF) (Curry 2 FT),"[1627936, 201939]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Center,,,,2715.0,2.0,0.0,Curry,201939.0,,,,,,,,,,,,
325,PT02M37.00S,2022-12-03T04:07:40.1Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,52,48,2022-12-03T04:07:40Z,3210000,False,,,0,,S. Curry Free Throw 1 of 2 (7 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
326,PT02M37.00S,2022-12-03T04:07:54.5Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,53,48,2022-12-03T04:07:54Z,3220000,False,,,0,,S. Curry Free Throw 2 of 2 (8 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
327,PT02M29.00S,2022-12-03T04:08:06.5Z,2,REGULAR,3pt,Jump Shot,[],203897,73.80091984231275,12.745098039215685,1610612741,53,48,2022-12-03T04:08:11Z,3230000,False,-186.0,194.0,1,right,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
328,PT02M25.00S,2022-12-03T04:08:10.7Z,2,REGULAR,rebound,offensive,[],1630172,,,1610612741,53,48,2022-12-03T04:08:10Z,3240000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,327.0,1.0,0.0,1.0,,,,,,,,
329,PT02M25.00S,2022-12-03T04:08:10.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630172,94.40999984741211,50.0,1610612741,53,50,2022-12-03T04:08:25Z,3250000,False,0.0,0.0,1,right,P. Williams tip Layup (7 PTS),[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
330,PT02M19.00S,2022-12-03T04:08:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,6.652431011826544,57.107843137254896,1610612744,55,50,2022-12-03T04:08:35Z,3260000,False,-36.0,10.0,1,left,K. Thompson running Layup (14 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.69,Made,14.0,,,,,,,,,,,S. Curry,201939.0,4.0,,,,
332,PT02M10.00S,2022-12-03T04:08:27.8Z,2,REGULAR,foul,offensive,['inpenalty'],1630172,,,1610612741,55,50,2022-12-03T04:08:32Z,3280000,False,,,0,,P. Williams offensive FOUL (3 PF),"[1630172, 201939]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,2715.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,
334,PT02M10.00S,2022-12-03T04:08:27.8Z,2,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,55,50,2022-12-03T04:08:27Z,3300000,False,,,0,,P. Williams offensive foul TURNOVER (2 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,2715.0,,,,,,,,,2.0,,,,,,,
336,PT01M59.00S,2022-12-03T04:08:58.1Z,2,REGULAR,substitution,out,[],1630172,,,1610612744,55,50,2022-12-03T04:09:01Z,3320000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M59.00S,2022-12-03T04:08:58.1Z,2,REGULAR,substitution,in,[],1630245,,,1610612744,55,50,2022-12-03T04:09:01Z,3330000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M52.00S,2022-12-03T04:09:19.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201939,28.33442838370565,49.50980392156863,1610612744,55,50,2022-12-03T04:09:25Z,3340000,False,2.0,214.0,1,left,MISS S. Curry 21' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,21.38,Missed,,,,,,,,,,,,,,,,,,
339,PT01M48.00S,2022-12-03T04:09:23.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,55,50,2022-12-03T04:09:25Z,3350000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,,,338.0,4.0,4.0,0.0,,,,,,,,
340,PT01M37.00S,2022-12-03T04:09:34.1Z,2,REGULAR,2pt,Jump Shot,[],202696,79.58278580814718,21.323529411764707,1610612741,55,52,2022-12-03T04:09:38Z,3360000,False,-143.0,139.0,1,right,N. Vucevic 20' Jump Shot (15 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,20.0,Made,15.0,,,,,,,,,,,Z. LaVine,203897.0,2.0,,,,
342,PT01M14.00S,2022-12-03T04:09:56.3Z,2,REGULAR,3pt,Jump Shot,[],201939,33.590670170827856,74.01960784313727,1610612744,55,52,2022-12-03T04:10:01Z,3380000,False,-120.0,263.0,1,left,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,28.94,Missed,,,,,,,,,,,,,,,,,,
343,PT01M11.00S,2022-12-03T04:09:59.3Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,55,52,2022-12-03T04:10:01Z,3390000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,342.0,2.0,2.0,0.0,,,,,,,,
344,PT00M57.40S,2022-12-03T04:10:14.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.51839684625493,52.69607843137255,1610612741,55,52,2022-12-03T04:10:19Z,3400000,False,13.0,55.0,1,right,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
345,PT00M56.30S,2022-12-03T04:10:15.1Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,55,52,2022-12-03T04:10:19Z,3410000,False,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,344.0,4.0,4.0,0.0,,,,,,,,
346,PT00M48.40S,2022-12-03T04:10:24.1Z,2,REGULAR,3pt,Jump Shot,[],201939,19.793035479632064,4.166666666666666,1610612744,58,52,2022-12-03T04:10:29Z,3420000,False,229.0,134.0,1,left,S. Curry 26' 3PT  (11 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.53,Made,11.0,,,,,,,,,,,D. Green,203110.0,5.0,,,,
348,PT00M48.40S,2022-12-03T04:10:27.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627936,,,1610612744,58,52,2022-12-03T04:10:40Z,3440000,False,,,0,,A. Caruso shooting personal FOUL (3 PF) (Curry 1 FT),"[1627936, 201939]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,1627541.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,
350,PT00M48.40S,2022-12-03T04:10:55.8Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,59,52,2022-12-03T04:10:55Z,3460000,False,,,0,,S. Curry Free Throw 1 of 1 (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
351,PT00M32.60S,2022-12-03T04:11:17.3Z,2,REGULAR,2pt,Jump Shot,[],201942,73.27529566360053,37.254901960784316,1610612741,59,52,2022-12-03T04:11:22Z,3470000,False,-64.0,199.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,20.87,Missed,,,,,,,,,,,,,,,,,,
352,PT00M29.30S,2022-12-03T04:11:20.6Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,59,52,2022-12-03T04:11:22Z,3480000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,351.0,2.0,2.0,0.0,,,,,,,,
354,PT00M10.90S,2022-12-03T04:11:39.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612744,59,52,2022-12-03T04:11:51Z,3500000,False,,,0,,Z. LaVine shooting personal FOUL (4 PF) (Looney 2 FT),"[203897, 1626172]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,4.0,0.0,Looney,1626172.0,,,,,,,,,,,,
356,PT00M10.90S,2022-12-03T04:12:06.1Z,2,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,60,52,2022-12-03T04:12:32Z,3520000,False,,,0,,K. Looney Free Throw 1 of 2 (5 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
357,PT00M10.90S,2022-12-03T04:12:06.9Z,2,REGULAR,substitution,out,[],203952,,,1610612744,60,52,2022-12-03T04:12:13Z,3530000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M10.90S,2022-12-03T04:12:06.9Z,2,REGULAR,substitution,out,[],201939,,,1610612744,60,52,2022-12-03T04:12:13Z,3540000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M10.90S,2022-12-03T04:12:06.9Z,2,REGULAR,substitution,in,[],1628978,,,1610612744,60,52,2022-12-03T04:12:13Z,3550000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M10.90S,2022-12-03T04:12:06.9Z,2,REGULAR,substitution,in,[],1630237,,,1610612744,60,52,2022-12-03T04:12:13Z,3560000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M10.90S,2022-12-03T04:12:06.1Z,2,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,60,52,2022-12-03T04:12:32Z,3570000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
362,PT00M09.10S,2022-12-03T04:12:07.9Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,60,52,2022-12-03T04:15:25Z,3580000,False,,,0,,K. Thompson REBOUND (Off:1 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,361.0,3.0,2.0,1.0,,,,,,,,
