actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT11M37.00S,2026-03-08T22:42:43.6Z,2,REGULAR,rebound,offensive,[],1629130,,,1610612765,34,16,2026-03-08T22:42:43Z,1670000,False,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,,
174,PT11M35.00S,2026-03-08T22:42:45.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,65.25952693823915,48.03921568627451,1610612765,34,19,2026-03-08T22:42:51Z,1680000,False,-10.0,274.0,1,right,C. Cunningham 27' 3PT  (8 PTS) (D. Robinson 2 AST),"[1630595, 1629130]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,27.43,Made,8.0,D. Robinson,1629130.0,2.0,,,,,,,,,,,,,
176,PT11M18.00S,2026-03-08T22:43:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,9.937582128777924,42.8921568627451,1610612748,36,19,2026-03-08T22:43:08Z,1700000,False,36.0,41.0,1,left,D. Smith driving Layup (2 PTS) (J. Jaquez Jr. 3 AST),"[1630696, 1631170]",1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,5.42,Made,2.0,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,,,,,,
178,PT11M06.00S,2026-03-08T22:43:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,91.01511169513797,43.872549019607845,1610612765,36,21,2026-03-08T22:43:20Z,1720000,False,-31.0,32.0,1,right,I. Stewart cutting Layup (2 PTS) (C. Cunningham 4 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,4.43,Made,2.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,,,,
180,PT10M45.00S,2026-03-08T22:43:34.3Z,2,REGULAR,3pt,Jump Shot,[],1642857,32.276609724047304,48.03921568627451,1610612748,36,21,2026-03-08T22:43:40Z,1740000,False,10.0,251.0,1,left,MISS K. Jakučionis 25' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,,25.11,Missed,,,,,,,,,,,,,,,,,
181,PT10M42.00S,2026-03-08T22:43:37.3Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,36,21,2026-03-08T22:43:40Z,1750000,False,,,0,,R. Holland II REBOUND (Off:2 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,,,180.0,4.0,2.0,2.0,,,,,,,,,
182,PT10M39.00S,2026-03-08T22:43:40.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629750,89.04402102496715,53.67647058823529,1610612765,36,23,2026-03-08T22:43:54Z,1760000,False,18.0,50.0,1,right,J. Green running alley-oop DUNK (2 PTS) (C. Cunningham 5 AST),"[1629750, 1630595]",1610612765.0,DET,running alley-oop,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,5.37,Made,2.0,C. Cunningham,1630595.0,5.0,,,,,,,,,,,,,
184,PT10M25.00S,2026-03-08T22:43:58.9Z,2,REGULAR,foul,personal,[],1629130,,,1610612748,36,23,2026-03-08T22:44:11Z,1780000,False,,,0,,D. Robinson personal FOUL (3 PF),"[1629130, 1628389]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2882.0,3.0,0.0,Adebayo,1628389.0,,,,
186,PT10M25.00S,2026-03-08T22:44:14.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,36,23,2026-03-08T22:44:18Z,1800000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M25.00S,2026-03-08T22:44:14.0Z,2,REGULAR,substitution,in,[],1642404,,,1610612748,36,23,2026-03-08T22:44:18Z,1810000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M15.00S,2026-03-08T22:44:35.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642857,13.748357424441524,50.49019607843137,1610612748,36,23,2026-03-08T22:44:55Z,1820000,False,-2.0,77.0,1,left,MISS K. Jakučionis 7' driving floating Shot,[1642857],1610612748.0,MIA,driving floating,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,7.67,Missed,,,,,,,,,,,,,,,,,
189,PT10M13.00S,2026-03-08T22:44:37.2Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,36,23,2026-03-08T22:53:17Z,1830000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,
190,PT10M13.00S,2026-03-08T22:44:42.0Z,2,REGULAR,foul,personal,[],1630696,,,1610612765,36,23,2026-03-08T22:44:46Z,1840000,False,,,0,,D. Smith personal FOUL (1 PF),"[1630696, 1629750]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1627961.0,1.0,0.0,Green,1629750.0,,,,
192,PT10M02.00S,2026-03-08T22:45:02.4Z,2,REGULAR,3pt,Jump Shot,[],1630595,67.23061760840999,59.80392156862745,1610612765,36,26,2026-03-08T22:45:08Z,1860000,False,49.0,256.0,1,right,C. Cunningham 26' 3PT step back (11 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,26.02,Made,11.0,,,,,,,,,,,,,,,,
194,PT09M40.00S,2026-03-08T22:45:41.0Z,2,REGULAR,3pt,Jump Shot,[],1628389,28.991458607095925,70.34313725490196,1610612748,36,26,2026-03-08T22:45:46Z,1880000,False,-102.0,220.0,1,left,MISS B. Adebayo 24' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,24.24,Missed,,,,,,,,,,,,,,,,,
195,PT09M36.00S,2026-03-08T22:45:45.0Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,36,26,2026-03-08T22:45:46Z,1890000,False,,,0,,R. Holland II REBOUND (Off:2 Def:3),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,,,194.0,5.0,3.0,2.0,,,,,,,,,
196,PT09M30.00S,2026-03-08T22:45:50.0Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,36,26,2026-03-08T22:45:56Z,1900000,False,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1630696]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,,,,,,,Smith,1630696.0,,
197,PT09M30.00S,2026-03-08T22:45:50.0Z,2,REGULAR,steal,,[],1630696,,,1610612748,36,26,2026-03-08T22:45:52Z,1910000,False,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
198,PT09M20.00S,2026-03-08T22:46:03.3Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612748,36,26,2026-03-08T22:46:17Z,1920000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1629750, 1631170]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1627961.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,
200,PT09M20.00S,2026-03-08T22:46:34.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631170,,,1610612748,37,26,2026-03-08T22:46:34Z,1940000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (7 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
201,PT09M20.00S,2026-03-08T22:46:52.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631170,,,1610612748,38,26,2026-03-08T22:46:52Z,1950000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (8 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
202,PT09M03.00S,2026-03-08T22:47:12.8Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,38,26,2026-03-08T22:47:17Z,1960000,False,,,0,,C. Cunningham bad pass TURNOVER (3 TO),"[1630595, 1642857]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,3.0,,,,,,,,,,,,,,,,Jakučionis,1642857.0,,
203,PT09M03.00S,2026-03-08T22:47:12.8Z,2,REGULAR,steal,,[],1642857,,,1610612748,38,26,2026-03-08T22:47:14Z,1970000,False,,,0,,K. Jakučionis STEAL (1 STL),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
204,PT09M00.00S,2026-03-08T22:47:17.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,8.623521681997373,46.81372549019608,1610612748,38,26,2026-03-08T22:58:22Z,1980000,False,16.0,29.0,1,left,MISS J. Jaquez Jr. running finger roll Layup,[1631170],1610612748.0,MIA,running finger roll,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,3.27,Missed,,,,,,,,,,,,,,,,,
205,PT08M59.00S,2026-03-08T22:47:18.8Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,38,26,2026-03-08T22:58:22Z,1990000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,204.0,4.0,3.0,1.0,,,,,,,,,
227,PT08M58.00S,2026-03-08T22:47:19.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1628389,8.492115637319317,49.754901960784316,1610612748,38,26,2026-03-08T22:58:34Z,1995000,False,1.0,27.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,2.73,Missed,,,,,,,,,,,,,,,,,
230,PT08M57.00S,2026-03-08T22:47:20.4Z,2,REGULAR,rebound,offensive,[],1642857,,,1610612748,38,26,2026-03-08T22:58:34Z,1998750,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:0),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,,227.0,1.0,0.0,1.0,,,,,,,,,
206,PT08M57.00S,2026-03-08T22:47:21.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1642857,9.806176084099869,43.872549019607845,1610612748,40,26,2026-03-08T22:58:45Z,2000000,False,31.0,40.0,1,left,K. Jakučionis tip Layup (5 PTS),[1642857],1610612748.0,MIA,tip,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,5.01,Made,5.0,,,,,,,,,,,,,,,,
207,PT08M45.00S,2026-03-08T22:47:30.2Z,2,REGULAR,3pt,Jump Shot,[],1642404,74.72076215505913,85.5392156862745,1610612765,40,26,2026-03-08T22:47:36Z,2010000,False,178.0,185.0,1,right,MISS C. Lanier 25' 3PT,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Above the Break 3,24+ Right Center,,25.66,Missed,,,,,,,,,,,,,,,,,
208,PT08M40.00S,2026-03-08T22:47:35.2Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,40,26,2026-03-08T22:47:36Z,2020000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,207.0,5.0,4.0,1.0,,,,,,,,,
209,PT08M34.00S,2026-03-08T22:47:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,10.068988173455978,56.372549019607845,1610612748,42,26,2026-03-08T22:48:03Z,2030000,False,-32.0,42.0,1,left,D. Smith driving Layup (4 PTS) (B. Adebayo 1 AST),"[1630696, 1628389]",1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,5.28,Made,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,
210,PT08M34.00S,2026-03-08T22:47:49.4Z,2,REGULAR,foul,personal,['1freethrow'],1642404,,,1610612748,42,26,2026-03-08T22:48:00Z,2040000,False,,,0,,C. Lanier shooting personal FOUL (1 PF) (Smith 1 FT),"[1642404, 1630696]",1610612765.0,DET,shooting,,,Lanier,C. Lanier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Smith,1630696.0,,,,
213,PT08M34.00S,2026-03-08T22:48:06.3Z,2,REGULAR,substitution,out,[],1641842,,,1610612748,42,26,2026-03-08T22:48:45Z,2060000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M34.00S,2026-03-08T22:48:06.3Z,2,REGULAR,substitution,in,[],1642450,,,1610612748,42,26,2026-03-08T22:48:45Z,2070000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M34.00S,2026-03-08T22:48:25.4Z,2,REGULAR,freethrow,1 of 1,[],1630696,,,1610612748,43,26,2026-03-08T22:48:25Z,2080000,False,,,0,,D. Smith Free Throw 1 of 1 (5 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
216,PT08M19.00S,2026-03-08T22:48:40.5Z,2,REGULAR,3pt,Jump Shot,[],1642404,77.61169513797634,9.068627450980392,1610612765,43,26,2026-03-08T22:48:46Z,2090000,False,-205.0,158.0,1,right,MISS C. Lanier 25' 3PT,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Above the Break 3,24+ Left Center,,25.86,Missed,,,,,,,,,,,,,,,,,
217,PT08M13.00S,2026-03-08T22:48:46.5Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,43,26,2026-03-08T22:48:46Z,2100000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,216.0,3.0,2.0,1.0,,,,,,,,,
218,PT08M04.00S,2026-03-08T22:48:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,10.85742444152431,55.14705882352941,1610612748,43,26,2026-03-08T22:49:06Z,2110000,False,-26.0,50.0,1,left,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,5.59,Missed,,,,,,,,,,,,,,,,,
219,PT07M59.00S,2026-03-08T22:48:59.1Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,43,26,2026-03-08T22:48:59Z,2120000,False,,,0,,K. Ware REBOUND (Off:2 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,218.0,4.0,2.0,2.0,,,,,,,,,
220,PT07M59.00S,2026-03-08T22:48:59.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,5.590000152587891,50.0,1610612748,45,26,2026-03-08T22:48:59Z,2130000,False,0.0,0.0,1,left,K. Ware tip Layup (4 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,,0.0,Made,4.0,,,,,,,,,,,,,,,,
221,PT07M47.00S,2026-03-08T22:49:13.7Z,2,REGULAR,violation,kicked ball,[],1642276,,,1610612765,45,26,2026-03-08T22:49:21Z,2140000,False,,,0,,K. Ware kicked ball VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,
222,PT07M47.00S,2026-03-08T22:49:20.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612765,45,26,2026-03-08T22:49:38Z,2150000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M47.00S,2026-03-08T22:49:20.3Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,45,26,2026-03-08T22:49:38Z,2160000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M47.00S,2026-03-08T22:49:20.3Z,2,REGULAR,substitution,in,[],1641796,,,1610612765,45,26,2026-03-08T22:49:38Z,2170000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M47.00S,2026-03-08T22:49:20.3Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,45,26,2026-03-08T22:49:38Z,2180000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M42.00S,2026-03-08T22:49:53.4Z,2,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612765,45,26,2026-03-08T22:50:24Z,2190000,False,,,0,,K. Ware shooting personal FOUL (1 PF) (Duren 2 FT),"[1642276, 1631105]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2882.0,1.0,0.0,Duren,1631105.0,,,,
232,PT07M42.00S,2026-03-08T22:50:50.0Z,2,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,45,27,2026-03-08T22:50:50Z,2220000,False,,,0,,J. Duren Free Throw 1 of 2 (7 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
233,PT07M42.00S,2026-03-08T22:50:51.2Z,2,REGULAR,substitution,out,[],1642857,,,1610612765,45,27,2026-03-08T22:50:58Z,2230000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M42.00S,2026-03-08T22:50:51.2Z,2,REGULAR,substitution,in,[],1629639,,,1610612765,45,27,2026-03-08T22:50:58Z,2240000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M42.00S,2026-03-08T22:51:16.0Z,2,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,45,28,2026-03-08T22:51:16Z,2250000,False,,,0,,J. Duren Free Throw 2 of 2 (8 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
236,PT07M31.00S,2026-03-08T22:51:30.6Z,2,REGULAR,foul,personal,[],1642450,,,1610612748,45,28,2026-03-08T22:51:55Z,2260000,False,,,0,,D. Jenkins personal FOUL (1 PF),"[1642450, 1629639]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,203593.0,1.0,0.0,Herro,1629639.0,,,,
242,PT07M17.00S,2026-03-08T22:52:15.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,45,28,2026-03-08T22:52:45Z,2320000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,2882.0,,,,,,,,
243,PT07M00.00S,2026-03-08T22:52:35.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,81.2910643889619,56.61764705882353,1610612765,45,30,2026-03-08T23:04:43Z,2330000,False,33.0,123.0,1,right,C. Cunningham 12' turnaround fadeaway Jump Shot (13 PTS),[1630595],1610612765.0,DET,turnaround fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,12.78,Made,13.0,,,,,,,,,,,,,,,,
244,PT06M41.00S,2026-03-08T22:52:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,11.038107752956634,36.251531862745104,1610612748,45,30,2026-03-08T23:07:08Z,2340000,False,69.0,51.0,1,left,MISS T. Herro 8' driving floating Shot - blocked,"[1629639, 1642450]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,,8.57,Missed,,,,,,,,,,,,,,,,Jenkins,1642450.0
245,PT06M41.00S,2026-03-08T22:52:55.5Z,2,REGULAR,block,,[],1642450,,,1610612748,45,30,2026-03-08T22:53:02Z,2350000,False,,,0,,D. Jenkins BLOCK (1 BLK),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
246,PT06M41.00S,2026-03-08T22:52:55.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,45,30,2026-03-08T22:53:24Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,244.0,,,,,,,,,,,,
248,PT06M41.00S,2026-03-08T22:53:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,45,30,2026-03-08T22:53:09Z,2380000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M41.00S,2026-03-08T22:55:36.2Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,45,30,2026-03-08T22:55:56Z,2390000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M41.00S,2026-03-08T22:55:36.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612748,45,30,2026-03-08T22:55:56Z,2400000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M35.00S,2026-03-08T22:56:14.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630696,14.4053876478318,42.40196078431372,1610612748,47,30,2026-03-08T22:56:21Z,2410000,False,38.0,83.0,1,left,D. Smith 9' turnaround Jump Shot (7 PTS),[1630696],1610612748.0,MIA,turnaround,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Center,,9.12,Made,7.0,,,,,,,,,,,,,,,,
253,PT06M10.00S,2026-03-08T22:56:40.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,83.26215505913272,47.05882352941176,1610612765,47,30,2026-03-08T22:56:46Z,2430000,False,-15.0,105.0,1,right,MISS C. Cunningham 10' driving Hook,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,10.58,Missed,,,,,,,,,,,,,,,,,
254,PT06M06.00S,2026-03-08T22:56:44.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,47,30,2026-03-08T22:56:46Z,2440000,False,,,0,,T. Herro REBOUND (Off:1 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,
255,PT06M05.00S,2026-03-08T22:56:48.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612748,47,30,2026-03-08T22:57:06Z,2450000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Larsson 2 FT),"[1630595, 1641796]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627961.0,1.0,0.0,Larsson,1641796.0,,,,
257,PT06M05.00S,2026-03-08T22:57:24.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641796,,,1610612748,48,30,2026-03-08T23:16:41Z,2470000,False,,,0,,P. Larsson Free Throw 1 of 2 (3 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
354,PT06M05.00S,2026-03-08T22:57:34.9Z,2,REGULAR,substitution,out,[],1630595,,,1610612748,48,30,2026-03-08T23:28:02Z,2495000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT06M05.00S,2026-03-08T22:57:34.9Z,2,REGULAR,substitution,out,[],1642404,,,1610612748,48,30,2026-03-08T23:28:02Z,2507500,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M05.00S,2026-03-08T22:57:34.9Z,2,REGULAR,substitution,in,[],1631204,,,1610612748,48,30,2026-03-08T23:28:02Z,2513750,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M05.00S,2026-03-08T22:57:34.9Z,2,REGULAR,substitution,in,[],202699,,,1610612748,48,30,2026-03-08T23:28:02Z,2516875,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M05.00S,2026-03-08T22:57:24.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641796,,,1610612748,48,30,2026-03-08T23:16:41Z,2520000,False,,,0,,MISS P. Larsson Free Throw 2 of 2,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
263,PT06M03.00S,2026-03-08T22:57:26.5Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,48,30,2026-03-08T23:16:41Z,2530000,False,,,0,,M. Sasser REBOUND (Off:1 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,262.0,2.0,1.0,1.0,,,,,,,,,
