actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
175,PT11M35.00S,2025-12-30T01:09:21.1Z,2,REGULAR,foul,offensive,[],202685,,,1610612743,41,29,2025-12-30T01:09:27Z,1700000,False,,,0,,J. Valančiūnas offensive FOUL (1 PF),"[202685, 1641796]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202026.0,1.0,0.0,Larsson,1641796.0,,,
177,PT11M35.00S,2025-12-30T01:09:21.1Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612743,41,29,2025-12-30T01:09:21Z,1720000,False,,,0,,J. Valančiūnas offensive foul TURNOVER (1 TO),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,,,,202026.0,,,,,,,
178,PT11M24.00S,2025-12-30T01:09:41.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641796,90.09526938239159,4.901960784313726,1610612748,41,29,2025-12-30T01:09:46Z,1730000,False,-225.0,41.0,1,right,MISS P. Larsson 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Left Corner 3,24+ Left,22.91,Missed,,,,,,,,,,,,,,,,,,
179,PT11M20.00S,2025-12-30T01:09:45.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,41,29,2025-12-30T01:09:46Z,1740000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,178.0,,,4.0,3.0,1.0,,,,,,,,,,,,
180,PT11M08.00S,2025-12-30T01:09:56.8Z,2,REGULAR,2pt,Jump Shot,[],1627750,14.4053876478318,28.431372549019606,1610612743,41,31,2025-12-30T01:10:01Z,1750000,False,108.0,83.0,1,left,J. Murray 13' Jump Shot (8 PTS) (J. Valančiūnas 1 AST),"[1627750, 202685]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,13.6,Made,,,,,,,,,,8.0,,,,,,J. Valančiūnas,202685.0,1.0
182,PT10M58.00S,2025-12-30T01:10:08.5Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612748,41,31,2025-12-30T01:10:22Z,1770000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Jović 2 FT),"[1628971, 1631107]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202026.0,1.0,0.0,Jović,1631107.0,,,
184,PT10M58.00S,2025-12-30T01:10:34.9Z,2,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,42,31,2025-12-30T01:10:34Z,1790000,False,,,0,,N. Jović Free Throw 1 of 2 (9 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
185,PT10M58.00S,2025-12-30T01:10:53.2Z,2,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,43,31,2025-12-30T01:10:53Z,1800000,False,,,0,,N. Jović Free Throw 2 of 2 (10 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
187,PT10M40.00S,2025-12-30T01:11:17.3Z,2,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612743,43,31,2025-12-30T01:11:25Z,1820000,False,,,0,,D. Smith shooting personal FOUL (1 PF) (Nnaji 2 FT),"[1630696, 1630192]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Nnaji,1630192.0,,,
189,PT10M40.00S,2025-12-30T01:11:44.2Z,2,REGULAR,freethrow,1 of 2,[],1630192,,,1610612743,43,32,2025-12-30T01:11:44Z,1840000,False,,,0,,Z. Nnaji Free Throw 1 of 2 (3 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
190,PT10M40.00S,2025-12-30T01:12:01.6Z,2,REGULAR,freethrow,2 of 2,[],1630192,,,1610612743,43,33,2025-12-30T01:12:01Z,1850000,False,,,0,,Z. Nnaji Free Throw 2 of 2 (4 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
191,PT10M34.00S,2025-12-30T01:12:12.8Z,2,REGULAR,foul,personal,[],1630192,,,1610612748,43,33,2025-12-30T01:12:20Z,1860000,False,,,0,,Z. Nnaji personal FOUL (3 PF),"[1630192, 1631170]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202026.0,3.0,0.0,Jaquez Jr.,1631170.0,,,
193,PT10M26.00S,2025-12-30T01:12:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,92.06636005256242,53.431372549019606,1610612748,45,33,2025-12-30T01:12:40Z,1880000,False,17.0,22.0,1,right,D. Smith driving finger roll Layup (8 PTS) (A. Wiggins 3 AST),"[1630696, 203952]",1610612748.0,MIA,driving finger roll,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,,,8.0,,,,,,A. Wiggins,203952.0,3.0
195,PT10M11.00S,2025-12-30T01:12:51.0Z,2,REGULAR,violation,kicked ball,[],1631107,,,1610612743,45,33,2025-12-30T01:12:55Z,1900000,False,,,0,,N. Jović kicked ball VIOLATION,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,202026.0,,,,,,,
196,PT10M05.00S,2025-12-30T01:13:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,16.376478318002626,62.745098039215684,1610612743,45,35,2025-12-30T01:13:18Z,1910000,False,-64.0,101.0,1,left,T. Hardaway Jr. 11' step back Jump Shot (7 PTS) (J. Murray 2 AST),"[203501, 1627750]",1610612743.0,DEN,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Left,11.97,Made,,,,,,,,,,7.0,,,,,,J. Murray,1627750.0,2.0
198,PT09M53.00S,2025-12-30T01:13:23.0Z,2,REGULAR,3pt,Jump Shot,[],1630696,71.96123521681997,18.38235294117647,1610612748,45,35,2025-12-30T01:13:29Z,1930000,False,-158.0,211.0,1,right,MISS D. Smith 26' 3PT,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
199,PT09M48.00S,2025-12-30T01:13:28.0Z,2,REGULAR,rebound,offensive,[],203952,,,1610612748,45,35,2025-12-30T01:17:28Z,1940000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,198.0,,,2.0,1.0,1.0,,,,,,,,,,,,
202,PT09M44.00S,2025-12-30T01:13:33.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631107,74.72076215505913,85.5392156862745,1610612748,45,35,2025-12-30T01:17:31Z,1970000,False,178.0,185.0,1,right,MISS N. Jović 25' 3PT,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
203,PT09M41.00S,2025-12-30T01:13:36.4Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,45,35,2025-12-30T01:14:11Z,1980000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,202.0,,,2.0,2.0,0.0,,,,,,,,,,,,
204,PT09M35.00S,2025-12-30T01:13:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.389618922470433,54.166666666666664,1610612743,45,37,2025-12-30T01:14:41Z,1990000,False,-21.0,8.0,1,left,B. Brown driving Layup (7 PTS),[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,7.0,,,,,,,,
205,PT09M25.00S,2025-12-30T01:13:53.0Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612748,45,37,2025-12-30T01:14:04Z,2000000,False,,,0,,J. Valančiūnas shooting personal FOUL (2 PF) (Wiggins 2 FT),"[202685, 203952]",1610612743.0,DEN,shooting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,2.0,0.0,Wiggins,203952.0,,,
207,PT09M25.00S,2025-12-30T01:14:20.6Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612748,45,37,2025-12-30T01:14:20Z,2020000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
208,PT09M25.00S,2025-12-30T01:14:20.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,45,37,2025-12-30T01:14:20Z,2030000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,
209,PT09M25.00S,2025-12-30T01:14:21.6Z,2,REGULAR,substitution,out,[],1641796,,,1610612748,45,37,2025-12-30T01:14:28Z,2040000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M25.00S,2025-12-30T01:14:21.6Z,2,REGULAR,substitution,out,[],1630192,,,1610612748,45,37,2025-12-30T01:14:28Z,2050000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M25.00S,2025-12-30T01:14:21.6Z,2,REGULAR,substitution,in,[],1642276,,,1610612748,45,37,2025-12-30T01:14:28Z,2060000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M25.00S,2025-12-30T01:14:21.6Z,2,REGULAR,substitution,in,[],1642461,,,1610612748,45,37,2025-12-30T01:14:28Z,2070000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M25.00S,2025-12-30T01:14:50.0Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612748,46,37,2025-12-30T01:14:50Z,2080000,False,,,0,,A. Wiggins Free Throw 2 of 2 (5 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
214,PT09M14.00S,2025-12-30T01:15:06.2Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612743,46,37,2025-12-30T01:15:12Z,2090000,False,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1642276]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Ware,1642276.0,,,,,,,,,
215,PT09M14.00S,2025-12-30T01:15:06.2Z,2,REGULAR,steal,,[],1642276,,,1610612748,46,37,2025-12-30T01:15:08Z,2100000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
216,PT09M08.00S,2025-12-30T01:15:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631170,91.01511169513797,49.50980392156863,1610612748,48,37,2025-12-30T01:15:21Z,2110000,False,-2.0,32.0,1,right,J. Jaquez Jr. running finger roll Layup (6 PTS),[1631170],1610612748.0,MIA,running finger roll,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,,,,6.0,,,,,,,,
217,PT09M08.00S,2025-12-30T01:15:20.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,48,37,2025-12-30T01:15:20Z,2120000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M52.00S,2025-12-30T01:18:27.2Z,2,REGULAR,foul,personal,[],1631107,,,1610612743,48,37,2025-12-30T01:18:39Z,2130000,False,,,0,,N. Jović personal FOUL (1 PF),"[1631107, 202685]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628487.0,1.0,0.0,Valančiūnas,202685.0,,,
220,PT08M49.00S,2025-12-30T01:18:47.9Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612743,48,37,2025-12-30T01:18:53Z,2150000,False,,,0,,B. Brown bad pass TURNOVER (2 TO),"[1628971, 1630696]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,Smith,1630696.0,,,,,,,,,
221,PT08M49.00S,2025-12-30T01:18:47.9Z,2,REGULAR,steal,,[],1630696,,,1610612748,48,37,2025-12-30T01:18:50Z,2160000,False,,,0,,D. Smith STEAL (2 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
222,PT08M46.00S,2025-12-30T01:18:51.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630696,94.1688567674113,50.73529411764706,1610612748,50,37,2025-12-30T02:00:28Z,2170000,False,4.0,2.0,1,right,D. Smith running finger roll Layup (10 PTS) (J. Jaquez Jr. 4 AST),"[1630696, 1631170]",1610612748.0,MIA,running finger roll,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,,,10.0,,,,,,J. Jaquez Jr.,1631170.0,4.0
224,PT08M34.00S,2025-12-30T01:19:04.7Z,2,REGULAR,foul,offensive,[],202685,,,1610612743,50,37,2025-12-30T01:20:05Z,2190000,False,,,0,,J. Valančiūnas offensive FOUL (3 PF),"[202685, 1642276]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,3.0,0.0,Ware,1642276.0,,,
226,PT08M34.00S,2025-12-30T01:19:04.7Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612743,50,37,2025-12-30T01:19:35Z,2210000,False,,,0,,J. Valančiūnas offensive foul TURNOVER (2 TO),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,1627962.0,,,,,,,
227,PT08M27.00S,2025-12-30T01:19:29.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631107,89.83245729303549,49.754901960784316,1610612748,50,37,2025-12-30T01:20:29Z,2220000,False,-1.0,43.0,1,right,MISS N. Jović driving Layup,[1631107],1610612748.0,MIA,driving,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
228,PT08M23.00S,2025-12-30T01:19:33.5Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,50,37,2025-12-30T01:20:29Z,2230000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,227.0,,,3.0,2.0,1.0,,,,,,,,,,,,
229,PT08M23.00S,2025-12-30T01:19:33.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642276,94.40999984741211,50.0,1610612748,52,37,2025-12-30T01:19:33Z,2240000,False,0.0,0.0,1,right,K. Ware tip DUNK (4 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,4.0,,,,,,,,
230,PT08M06.00S,2025-12-30T01:19:50.5Z,2,REGULAR,3pt,Jump Shot,[],1627750,26.10052562417871,80.3921568627451,1610612743,52,37,2025-12-30T01:21:29Z,2250000,False,-152.0,193.0,1,left,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
231,PT08M03.00S,2025-12-30T01:19:53.5Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,52,37,2025-12-30T01:19:55Z,2260000,False,,,0,,K. Ware REBOUND (Off:1 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,230.0,,,4.0,3.0,1.0,,,,,,,,,,,,
232,PT07M45.00S,2025-12-30T01:20:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,93.24901445466492,64.4607843137255,1610612748,52,37,2025-12-30T01:20:19Z,2270000,False,72.0,11.0,1,right,MISS J. Jaquez Jr. 7' pullup Shot,[1631170],1610612748.0,MIA,pullup,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
233,PT07M41.00S,2025-12-30T01:20:16.4Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,52,37,2025-12-30T01:20:19Z,2280000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,232.0,,,3.0,3.0,0.0,,,,,,,,,,,,
234,PT07M34.00S,2025-12-30T01:20:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,18.347568988173457,42.15686274509804,1610612743,52,39,2025-12-30T01:20:32Z,2290000,False,39.0,120.0,1,left,B. Brown 12' driving floating Jump Shot (9 PTS),[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,,,,,,,,,,9.0,,,,,,,,
235,PT07M25.00S,2025-12-30T01:20:32.0Z,2,REGULAR,turnover,lost ball,[],1630696,,,1610612748,52,39,2025-12-30T01:20:36Z,2300000,False,,,0,,D. Smith lost ball TURNOVER (1 TO),"[1630696, 1642461]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Jones,1642461.0,,,,,,,,,
236,PT07M25.00S,2025-12-30T01:20:32.0Z,2,REGULAR,steal,,[],1642461,,,1610612743,52,39,2025-12-30T01:20:34Z,2310000,False,,,0,,S. Jones STEAL (2 STL),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
237,PT07M21.00S,2025-12-30T01:20:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,5.732588699080158,48.28431372549019,1610612743,52,41,2025-12-30T01:20:42Z,2320000,False,9.0,1.0,1,left,B. Brown running Layup (11 PTS) (S. Jones 1 AST),"[1628971, 1642461]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,,,,11.0,,,,,,S. Jones,1642461.0,1.0
239,PT07M21.00S,2025-12-30T01:20:43.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,52,41,2025-12-30T01:20:43Z,2340000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,out,[],1631107,,,1610612748,52,41,2025-12-30T01:23:19Z,2350000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,52,41,2025-12-30T01:23:19Z,2360000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,out,[],1630696,,,1610612748,52,41,2025-12-30T01:23:19Z,2370000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,out,[],203952,,,1610612748,52,41,2025-12-30T01:23:19Z,2380000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,out,[],203501,,,1610612748,52,41,2025-12-30T01:23:19Z,2390000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,out,[],202685,,,1610612748,52,41,2025-12-30T01:23:19Z,2400000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,in,[],1630558,,,1610612748,52,41,2025-12-30T01:23:19Z,2410000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,52,41,2025-12-30T01:23:19Z,2420000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,52,41,2025-12-30T01:23:19Z,2430000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,in,[],1626181,,,1610612748,52,41,2025-12-30T01:23:19Z,2440000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,in,[],203999,,,1610612748,52,41,2025-12-30T01:23:19Z,2450000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M21.00S,2025-12-30T01:23:00.1Z,2,REGULAR,substitution,in,[],1631212,,,1610612748,52,41,2025-12-30T01:23:19Z,2460000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M07.00S,2025-12-30T01:23:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,93.38042049934296,41.66666666666667,1610612748,52,41,2025-12-30T01:24:41Z,2470000,False,-42.0,10.0,1,right,MISS K. Ware driving Layup - blocked,"[1642276, 1642461]",1610612748.0,MIA,driving,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,4.28,Missed,,Jones,1642461.0,,,,,,,,,,,,,,,
253,PT07M07.00S,2025-12-30T01:23:58.9Z,2,REGULAR,block,,[],1642461,,,1610612748,52,41,2025-12-30T01:24:01Z,2480000,False,,,0,,S. Jones BLOCK (1 BLK),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT07M04.00S,2025-12-30T01:24:01.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,52,41,2025-12-30T01:24:02Z,2490000,False,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,252.0,,,4.0,4.0,0.0,,,,,,,,,,,,
255,PT06M56.00S,2025-12-30T01:24:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.251642575558476,58.57843137254902,1610612743,52,43,2025-12-30T01:24:15Z,2500000,False,-43.0,53.0,1,left,N. Jokić 6' floating Jump Shot (10 PTS) (P. Watson 1 AST),"[203999, 1631212]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.84,Made,,,,,,,,,,10.0,,,,,,P. Watson,1631212.0,1.0
257,PT06M43.00S,2025-12-30T01:24:22.2Z,2,REGULAR,2pt,Jump Shot,[],1641796,93.24901445466492,67.40196078431373,1610612748,52,43,2025-12-30T01:25:45Z,2520000,False,87.0,11.0,1,right,MISS P. Larsson 8' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,Mid-Range,8-16 Right,8.77,Missed,,,,,,,,,,,,,,,,,,
258,PT06M39.00S,2025-12-30T01:24:26.2Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,52,43,2025-12-30T01:25:45Z,2530000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,257.0,,,6.0,4.0,2.0,,,,,,,,,,,,
259,PT06M38.00S,2025-12-30T01:24:28.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642276,69.33311432325887,65.68627450980392,1610612748,52,43,2025-12-30T01:24:32Z,2540000,False,78.0,236.0,1,right,MISS K. Ware 24' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
260,PT06M35.00S,2025-12-30T01:24:31.3Z,2,REGULAR,rebound,defensive,[],1642461,,,1610612743,52,43,2025-12-30T01:24:32Z,2550000,False,,,0,,S. Jones REBOUND (Off:0 Def:3),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,259.0,,,3.0,3.0,0.0,,,,,,,,,,,,
261,PT06M22.00S,2025-12-30T01:24:44.7Z,2,REGULAR,3pt,Jump Shot,[],203999,32.14520367936925,49.50980392156863,1610612743,52,43,2025-12-30T01:24:50Z,2560000,False,2.0,250.0,1,left,MISS N. Jokić 24' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
