actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
258,PT04M38.00S,2026-01-18T02:00:12.8Z,2,REGULAR,rebound,offensive,[],1628983,,,1610612760,49,52,2026-01-18T02:00:14Z,2470000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,257.0,1.0,0.0,1.0,,,,,,,,,,,
259,PT04M35.00S,2026-01-18T02:00:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,94.53022339027595,47.549019607843135,1610612760,49,54,2026-01-18T02:00:22Z,2480000,False,-12.0,-1.0,1,right,S. Gilgeous-Alexander driving reverse Layup (12 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.23,Made,12.0,,,,,,,,,,,,,,,,,
260,PT04M19.00S,2026-01-18T02:00:31.4Z,2,REGULAR,3pt,Jump Shot,[],203952,22.38830486202366,13.970588235294116,1610612748,49,54,2026-01-18T02:00:37Z,2490000,False,180.0,158.0,1,left,MISS A. Wiggins 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,23.96,Missed,,,,,,,,,,,,,,,,,,
261,PT04M13.00S,2026-01-18T02:00:37.4Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,49,54,2026-01-18T02:00:37Z,2500000,False,,,0,,I. Joe REBOUND (Off:0 Def:3),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,
262,PT03M57.00S,2026-01-18T02:00:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630598,94.00459921156373,51.71568627450981,1610612760,49,56,2026-01-18T02:03:16Z,2510000,False,9.0,4.0,1,right,A. Wiggins cutting Layup (7 PTS) (I. Joe 2 AST),"[1630598, 1630198]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.94,Made,7.0,,,,,,,,,,,I. Joe,1630198.0,2.0,,,,
264,PT03M57.00S,2026-01-18T02:01:00.0Z,2,REGULAR,violation,defensive goaltending,[],1642066,,,1610612760,49,56,2026-01-18T02:01:13Z,2530000,False,,,0,,M. Gardner defensive goaltending VIOLATION,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,1628159.0,,,,,,,,,,,,,,,,
265,PT03M36.00S,2026-01-18T02:01:25.9Z,2,REGULAR,2pt,Jump Shot,[],1628389,24.359395532194483,45.34313725490197,1610612748,49,56,2026-01-18T02:01:31Z,2540000,False,23.0,176.0,1,left,MISS B. Adebayo 17' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,17.8,Missed,,,,,,,,,,,,,,,,,,
266,PT03M33.00S,2026-01-18T02:01:28.9Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,49,56,2026-01-18T02:01:31Z,2550000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,265.0,1.0,0.0,1.0,,,,,,,,,,,
267,PT03M29.00S,2026-01-18T02:01:33.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631323,22.651116951379763,90.68627450980392,1610612748,52,56,2026-01-18T02:01:38Z,2560000,False,-203.0,160.0,1,left,S. Fontecchio 25' 3PT  (8 PTS) (M. Gardner 1 AST),"[1631323, 1642066]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,25.9,Made,8.0,,,,,,,,,,,M. Gardner,1642066.0,1.0,,,,
269,PT03M13.00S,2026-01-18T02:01:48.5Z,2,REGULAR,3pt,Jump Shot,[],1630198,78.63009198423127,12.74509803921569,1610612760,52,56,2026-01-18T02:01:52Z,2580000,False,-186.0,148.0,1,right,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,23.82,Missed,,,,,,,,,,,,,,,,,,
270,PT03M10.00S,2026-01-18T02:01:51.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,52,56,2026-01-18T02:01:52Z,2590000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,269.0,3.0,2.0,1.0,,,,,,,,,,,
271,PT02M52.00S,2026-01-18T02:02:12.4Z,2,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612748,52,56,2026-01-18T02:02:45Z,2600000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Fontecchio 2 FT),"[1628983, 1631323]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,201638.0,,,,,,2.0,0.0,Fontecchio,1631323.0,,,,,,,
273,PT02M52.00S,2026-01-18T02:02:45.9Z,2,REGULAR,freethrow,1 of 2,[],1631323,,,1610612748,53,56,2026-01-18T02:02:45Z,2620000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (9 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
274,PT02M52.00S,2026-01-18T02:02:46.8Z,2,REGULAR,substitution,out,[],1630198,,,1610612748,53,56,2026-01-18T02:02:51Z,2630000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M52.00S,2026-01-18T02:02:46.8Z,2,REGULAR,substitution,out,[],1630598,,,1610612748,53,56,2026-01-18T02:02:51Z,2640000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M52.00S,2026-01-18T02:02:46.8Z,2,REGULAR,substitution,in,[],1627936,,,1610612748,53,56,2026-01-18T02:02:51Z,2650000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M52.00S,2026-01-18T02:02:46.8Z,2,REGULAR,substitution,in,[],1641717,,,1610612748,53,56,2026-01-18T02:02:51Z,2660000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M52.00S,2026-01-18T02:03:06.2Z,2,REGULAR,freethrow,2 of 2,[],1631323,,,1610612748,54,56,2026-01-18T02:03:06Z,2670000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (10 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
279,PT02M36.00S,2026-01-18T02:03:23.8Z,2,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612760,54,56,2026-01-18T02:03:32Z,2680000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1631323, 1628983]",1610612748.0,MIA,shooting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,203054.0,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
281,PT02M36.00S,2026-01-18T02:03:49.7Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,54,57,2026-01-18T02:03:49Z,2700000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (13 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
282,PT02M36.00S,2026-01-18T02:03:50.9Z,2,REGULAR,substitution,out,[],1631323,,,1610612760,54,57,2026-01-18T02:03:58Z,2710000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M36.00S,2026-01-18T02:03:50.9Z,2,REGULAR,substitution,in,[],1626181,,,1610612760,54,57,2026-01-18T02:03:58Z,2720000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M36.00S,2026-01-18T02:04:10.3Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,54,58,2026-01-18T02:04:10Z,2730000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
285,PT02M28.00S,2026-01-18T02:04:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642857,11.350197109067011,56.127450980392155,1610612748,54,58,2026-01-18T02:05:35Z,2740000,False,-31.0,54.0,1,left,MISS K. Jakučionis 6' driving finger roll Layup,[1642857],1610612748.0,MIA,driving finger roll,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
286,PT02M26.00S,2026-01-18T02:04:21.4Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,54,58,2026-01-18T02:04:21Z,2750000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,285.0,2.0,0.0,2.0,,,,,,,,,,,
287,PT02M24.00S,2026-01-18T02:04:24.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,8.853482260183966,50.0,1610612748,54,58,2026-01-18T02:07:19Z,2760000,False,0.0,31.0,1,left,MISS B. Adebayo putback Layup - blocked,"[1628389, 1629652]",1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,Dort,1629652.0
288,PT02M24.00S,2026-01-18T02:04:24.1Z,2,REGULAR,block,,[],1629652,,,1610612748,54,58,2026-01-18T02:04:26Z,2770000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
289,PT02M20.00S,2026-01-18T02:04:28.1Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,54,58,2026-01-18T02:10:54Z,2780000,False,,,0,,C. Wallace REBOUND (Off:0 Def:5),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,287.0,5.0,5.0,0.0,,,,,,,,,,,
290,PT02M19.00S,2026-01-18T02:04:28.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627936,94.79303547963207,48.0392156862745,1610612760,54,58,2026-01-18T02:09:19Z,2790000,False,-10.0,-4.0,1,right,MISS A. Caruso running Layup,[1627936],1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
291,PT02M15.00S,2026-01-18T02:04:32.4Z,2,REGULAR,rebound,defensive,[],1642066,,,1610612748,54,58,2026-01-18T02:10:58Z,2800000,False,,,0,,M. Gardner REBOUND (Off:0 Def:1),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Restricted Area,0-8 Center,,,,,,290.0,1.0,1.0,0.0,,,,,,,,,,,
292,PT02M14.00S,2026-01-18T02:04:33.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,24.753613666228645,86.02941176470588,1610612748,57,58,2026-01-18T02:10:50Z,2810000,False,-180.0,180.0,1,left,N. Powell 25' 3PT running pullup (7 PTS),[1626181],1610612748.0,MIA,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.48,Made,7.0,,,,,,,,,,,,,,,,,
293,PT01M52.00S,2026-01-18T02:04:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,88.09132720105124,38.48039215686274,1610612760,57,58,2026-01-18T02:05:02Z,2820000,False,-58.0,59.0,1,right,MISS C. Wallace 8' driving floating Shot - blocked,"[1641717, 1626181]",1610612760.0,OKC,driving floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Left,8.27,Missed,,,,,,,,,,,,,,,,,Powell,1626181.0
346,PT01M52.00S,2026-01-18T02:04:55.2Z,2,REGULAR,block,,[],1626181,,,1610612760,57,58,2026-01-18T02:27:28Z,2825000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
294,PT01M49.00S,2026-01-18T02:04:58.2Z,2,REGULAR,rebound,defensive,[],1642066,,,1610612748,57,58,2026-01-18T02:27:28Z,2830000,False,,,0,,M. Gardner REBOUND (Off:0 Def:2),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,,,
295,PT01M44.00S,2026-01-18T02:05:02.6Z,2,REGULAR,3pt,Jump Shot,[],1626181,30.535479632063073,28.186274509803923,1610612748,57,58,2026-01-18T02:05:08Z,2840000,False,109.0,235.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
296,PT01M40.00S,2026-01-18T02:05:06.6Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,57,58,2026-01-18T02:05:08Z,2850000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,295.0,2.0,2.0,0.0,,,,,,,,,,,
297,PT01M34.00S,2026-01-18T02:05:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,89.01116951379764,42.15686274509803,1610612760,57,58,2026-01-18T02:05:18Z,2860000,False,-39.0,51.0,1,right,MISS L. Dort 6' driving floating Shot - blocked,"[1629652, 1642066]",1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,,,Gardner,1642066.0
298,PT01M34.00S,2026-01-18T02:05:13.3Z,2,REGULAR,block,,[],1642066,,,1610612760,57,58,2026-01-18T02:05:15Z,2870000,False,,,0,,M. Gardner BLOCK (1 BLK),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
299,PT01M32.00S,2026-01-18T02:05:15.3Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612748,57,58,2026-01-18T02:05:18Z,2880000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,
300,PT01M26.00S,2026-01-18T02:05:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612748,57,58,2026-01-18T02:05:41Z,2890000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1631119, 1628389]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,203054.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,,,
302,PT01M26.00S,2026-01-18T02:06:19.6Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,58,58,2026-01-18T02:06:19Z,2910000,False,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
303,PT01M26.00S,2026-01-18T02:06:21.7Z,2,REGULAR,substitution,out,[],1629652,,,1610612748,58,58,2026-01-18T02:06:29Z,2920000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M26.00S,2026-01-18T02:06:21.7Z,2,REGULAR,substitution,out,[],1641717,,,1610612748,58,58,2026-01-18T02:06:29Z,2930000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M26.00S,2026-01-18T02:06:21.7Z,2,REGULAR,substitution,in,[],1630598,,,1610612748,58,58,2026-01-18T02:06:29Z,2940000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M26.00S,2026-01-18T02:06:21.7Z,2,REGULAR,substitution,in,[],1642349,,,1610612748,58,58,2026-01-18T02:06:29Z,2950000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M26.00S,2026-01-18T02:06:37.4Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,59,58,2026-01-18T02:06:37Z,2960000,False,,,0,,B. Adebayo Free Throw 2 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
308,PT01M11.00S,2026-01-18T02:06:58.0Z,2,REGULAR,foul,personal,['2freethrow'],1642857,,,1610612760,59,58,2026-01-18T02:07:21Z,2970000,False,,,0,,K. Jakučionis shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1642857, 1628983]",1610612748.0,MIA,shooting,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,203054.0,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
310,PT01M11.00S,2026-01-18T02:07:23.0Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,59,59,2026-01-18T02:07:23Z,2990000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (15 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
311,PT01M11.00S,2026-01-18T02:07:41.4Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,59,60,2026-01-18T02:07:41Z,3000000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (16 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
312,PT01M04.00S,2026-01-18T02:07:52.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631119,,,1610612748,59,60,2026-01-18T02:08:00Z,3010000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Powell 2 FT),"[1631119, 1626181]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,203054.0,,,,,,2.0,0.0,Powell,1626181.0,,,,,,,
314,PT01M04.00S,2026-01-18T02:08:20.4Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612748,59,60,2026-01-18T02:08:20Z,3030000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT01M04.00S,2026-01-18T02:08:20.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,59,60,2026-01-18T02:08:20Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,
316,PT01M04.00S,2026-01-18T02:08:36.5Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612748,60,60,2026-01-18T02:08:36Z,3050000,False,,,0,,N. Powell Free Throw 2 of 2 (8 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
317,PT00M57.00S,2026-01-18T02:08:45.5Z,2,REGULAR,3pt,Jump Shot,[],1642349,75.607752956636,83.82352941176471,1610612760,60,60,2026-01-18T02:08:53Z,3060000,False,169.0,177.0,1,right,MISS A. Mitchell 24' 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Right Center,24.46,Missed,,,,,,,,,,,,,,,,,,
318,PT00M54.70S,2026-01-18T02:08:48.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,60,60,2026-01-18T02:08:48Z,3070000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,317.0,3.0,1.0,2.0,,,,,,,,,,,
319,PT00M42.40S,2026-01-18T02:09:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,14.898160315374511,51.71568627450981,1610612748,60,60,2026-01-18T02:09:06Z,3080000,False,-9.0,88.0,1,left,MISS A. Wiggins 8' turnaround Shot,[203952],1610612748.0,MIA,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
320,PT00M38.50S,2026-01-18T02:09:04.9Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,60,60,2026-01-18T02:09:06Z,3090000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,319.0,2.0,2.0,0.0,,,,,,,,,,,
321,PT00M32.30S,2026-01-18T02:09:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.2161629434954,45.09803921568627,1610612760,60,62,2026-01-18T02:22:28Z,3100000,False,-25.0,11.0,1,right,S. Gilgeous-Alexander driving Layup (18 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.7,Made,18.0,,,,,,,,,,,,,,,,,
322,PT00M09.80S,2026-01-18T02:09:36.3Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612748,60,62,2026-01-18T02:09:44Z,3110000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1642349]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right Center,,,,,1.0,,,,,,,,,,,,Mitchell,1642349.0,,
323,PT00M09.80S,2026-01-18T02:09:36.3Z,2,REGULAR,steal,,[],1642349,,,1610612760,60,62,2026-01-18T02:09:38Z,3120000,False,,,0,,A. Mitchell STEAL (1 STL),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
324,PT00M05.90S,2026-01-18T02:09:40.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630598,96.10709592641261,4.656862745098039,1610612760,60,65,2026-01-18T02:09:47Z,3130000,False,-227.0,-16.0,1,right,A. Wiggins 3PT running (10 PTS) (A. Mitchell 1 AST),"[1630598, 1642349]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.73,Made,10.0,,,,,,,,,,,A. Mitchell,1642349.0,1.0,,,,
326,PT00M00.30S,2026-01-18T02:09:49.2Z,2,REGULAR,3pt,Jump Shot,[],203952,23.308147174770042,87.25490196078431,1610612748,60,65,2026-01-18T02:10:05Z,3150000,False,-186.0,167.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
327,PT00M00.10S,2026-01-18T02:09:49.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,60,65,2026-01-18T02:10:05Z,3160000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,326.0,,,,,,,,,,,,,,
328,PT00M00.00S,2026-01-18T02:09:55.0Z,2,REGULAR,period,end,[],0,,,1610612748,60,65,2026-01-18T02:09:55Z,3170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2026-01-18T02:25:41.3Z,3,REGULAR,substitution,out,['startperiod'],1642066,,,1610612748,60,65,2026-01-18T02:25:57Z,3180000,False,,,0,,SUB out: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2026-01-18T02:25:41.3Z,3,REGULAR,substitution,out,['startperiod'],1631119,,,1610612748,60,65,2026-01-18T02:25:57Z,3190000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2026-01-18T02:25:41.3Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612748,60,65,2026-01-18T02:25:57Z,3200000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2026-01-18T02:25:41.3Z,3,REGULAR,substitution,out,['startperiod'],1630598,,,1610612748,60,65,2026-01-18T02:25:57Z,3210000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2026-01-18T02:25:41.3Z,3,REGULAR,substitution,in,['startperiod'],1641796,,,1610612748,60,65,2026-01-18T02:25:57Z,3220000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2026-01-18T02:25:41.3Z,3,REGULAR,substitution,in,['startperiod'],1629652,,,1610612748,60,65,2026-01-18T02:25:57Z,3230000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
