actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT12M00.00S,2024-04-07T01:40:38.6Z,2,REGULAR,substitution,in,['startperiod'],1630192,,,1610612737,33,26,2024-04-07T01:40:57Z,1710000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-04-07T01:40:38.6Z,2,REGULAR,substitution,in,['startperiod'],1629726,,,1610612737,33,26,2024-04-07T01:40:57Z,1720000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-04-07T01:40:53.5Z,2,REGULAR,period,start,[],0,,,1610612743,33,26,2024-04-07T01:40:57Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M47.00S,2024-04-07T01:41:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,88.25558475689881,50.49019607843137,1610612743,33,26,2024-04-07T01:41:10Z,1740000,False,2.0,58.0,1,right,MISS R. Jackson pullup Shot,[202704],1610612743.0,DEN,,Jackson,R. Jackson,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,pullup,,,,,,,,,,
177,PT11M44.00S,2024-04-07T01:41:08.7Z,2,REGULAR,rebound,offensive,[],202704,,,1610612743,33,26,2024-04-07T01:41:10Z,1760000,False,,,0,,R. Jackson REBOUND (Off:1 Def:1),[202704],1610612743.0,DEN,,Jackson,R. Jackson,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,
178,PT11M43.00S,2024-04-07T01:41:09.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202704,89.17542706964521,51.9607843137255,1610612743,35,26,2024-04-07T01:41:13Z,1770000,False,10.0,49.0,1,right,R. Jackson Jump Shot (2 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,In The Paint (Non-RA),0-8 Center,5.03,Made,2.0,,,,,,,,,,,,,,,,,
179,PT11M29.00S,2024-04-07T01:41:23.3Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,35,26,2024-04-07T01:41:27Z,1780000,False,,,0,,J. Johnson bad pass TURNOVER (4 TO),"[1630552, 203200]",1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,8-16 Center,,,,,,,4.0,Holiday,203200.0,,,,,,,,,,,
180,PT11M29.00S,2024-04-07T01:41:23.3Z,2,REGULAR,steal,,[],203200,,,1610612743,35,26,2024-04-07T01:41:24Z,1790000,False,,,0,,J. Holiday STEAL (1 STL),[203200],1610612743.0,DEN,,Holiday,J. Holiday,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
184,PT11M09.00S,2024-04-07T01:41:43.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631212,91.80354796320631,53.18627450980392,1610612743,35,26,2024-04-07T01:59:00Z,1830000,False,16.0,25.0,1,right,MISS P. Watson driving floating Shot,[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,driving floating,,,,,,,,,,
185,PT11M07.00S,2024-04-07T01:41:45.4Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612737,35,26,2024-04-07T01:41:53Z,1840000,False,,,0,,B. Fernando REBOUND (Off:1 Def:3),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,,184.0,4.0,3.0,1.0,,,,,,
186,PT11M01.00S,2024-04-07T01:41:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,8.492115637319317,48.03921568627451,1610612737,35,26,2024-04-07T01:41:57Z,1850000,False,10.0,27.0,1,left,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,driving,,,,,,,,,,
187,PT10M59.00S,2024-04-07T01:41:53.4Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,35,26,2024-04-07T01:41:57Z,1860000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,Restricted Area,0-8 Center,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,
188,PT10M52.00S,2024-04-07T01:42:00.4Z,2,REGULAR,3pt,Jump Shot,[],202704,66.83639947437582,49.26470588235294,1610612743,35,26,2024-04-07T01:42:04Z,1870000,False,-4.0,259.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
189,PT10M49.00S,2024-04-07T01:42:03.4Z,2,REGULAR,rebound,defensive,[],1641723,,,1610612737,35,26,2024-04-07T01:42:04Z,1880000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:1),[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Above the Break 3,24+ Center,,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,
190,PT10M41.00S,2024-04-07T01:42:14.5Z,2,REGULAR,foul,personal,[],1631124,,,1610612737,35,26,2024-04-07T01:42:41Z,1890000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 1628981]",1610612743.0,DEN,202053.0,Strawther,J. Strawther,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,1.0,0.0,Fernando,1628981.0
192,PT10M33.00S,2024-04-07T01:42:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,7.5722733245729295,51.71568627450981,1610612737,35,26,2024-04-07T01:42:48Z,1910000,False,-9.0,19.0,1,left,MISS B. Fernando Layup,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
194,PT10M28.00S,2024-04-07T01:42:46.4Z,2,REGULAR,rebound,offensive,[],1628981,,,1610612737,35,26,2024-04-07T01:42:51Z,1930000,False,,,0,,B. Fernando REBOUND (Off:2 Def:3),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,,192.0,5.0,3.0,2.0,,,,,,
195,PT10M28.00S,2024-04-07T01:42:54.9Z,2,REGULAR,turnover,LaneViolation,[],1628981,,,1610612737,35,26,2024-04-07T01:43:05Z,1940000,False,,,0,,B. Fernando LaneViolation TURNOVER (1 TO),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,,,,,,,
196,PT10M11.00S,2024-04-07T01:43:24.8Z,2,REGULAR,3pt,Jump Shot,[],203200,67.09921156373193,62.99019607843137,1610612743,38,26,2024-04-07T01:43:30Z,1950000,False,65.0,257.0,1,right,J. Holiday 26' 3PT  (5 PTS) (J. Strawther 1 AST),"[203200, 1631124]",1610612743.0,DEN,,Holiday,J. Holiday,Above the Break 3,24+ Center,26.49,Made,5.0,J. Strawther,1631124.0,1.0,,,,,,,,,,,,,,
198,PT09M50.00S,2024-04-07T01:43:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630552,6.389618922470433,3.9215686274509802,1610612737,38,26,2024-04-07T01:43:50Z,1970000,False,230.0,8.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
199,PT09M47.00S,2024-04-07T01:43:47.7Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,38,26,2024-04-07T01:43:50Z,1980000,False,,,0,,P. Watson REBOUND (Off:1 Def:2),[1631212],1610612743.0,DEN,,Watson,P. Watson,Right Corner 3,24+ Right,,,,,,,,,,,198.0,3.0,2.0,1.0,,,,,,
200,PT09M42.00S,2024-04-07T01:43:56.6Z,2,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612743,38,26,2024-04-07T01:44:03Z,1990000,False,,,0,,B. Fernando shooting personal FOUL (2 PF) (Watson 2 FT),"[1628981, 1631212]",1610612737.0,ATL,202053.0,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,2.0,0.0,Watson,1631212.0
202,PT09M42.00S,2024-04-07T01:44:25.1Z,2,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,38,26,2024-04-07T01:44:25Z,2010000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,Missed,,,,,,,,,,,,,,,,,,
203,PT09M42.00S,2024-04-07T01:44:25.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,38,26,2024-04-07T01:44:25Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,202.0,,,,,,,,,
204,PT09M42.00S,2024-04-07T01:44:25.8Z,2,REGULAR,substitution,out,[],1641723,,,1610612743,38,26,2024-04-07T01:44:32Z,2030000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,
205,PT09M42.00S,2024-04-07T01:44:25.8Z,2,REGULAR,substitution,out,[],1628981,,,1610612743,38,26,2024-04-07T01:44:32Z,2040000,False,,,0,,SUB out: B. Fernando,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
206,PT09M42.00S,2024-04-07T01:44:25.8Z,2,REGULAR,substitution,in,[],203991,,,1610612743,38,26,2024-04-07T01:44:32Z,2050000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,
207,PT09M42.00S,2024-04-07T01:44:25.8Z,2,REGULAR,substitution,in,[],1627749,,,1610612743,38,26,2024-04-07T01:44:32Z,2060000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,
208,PT09M42.00S,2024-04-07T01:44:44.5Z,2,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,39,26,2024-04-07T01:44:44Z,2070000,False,,,0,,P. Watson Free Throw 2 of 2 (3 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,Made,3.0,,,,,,,,,,,,,,,,,
209,PT09M25.00S,2024-04-07T01:45:05.8Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612737,39,26,2024-04-07T01:45:34Z,2080000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Capela 2 FT),"[1631212, 203991]",1610612743.0,DEN,202053.0,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Capela,203991.0
211,PT09M25.00S,2024-04-07T01:45:35.1Z,2,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,39,26,2024-04-07T01:46:05Z,2100000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Missed,,,,,,,,,,,,,,,,,,
212,PT09M25.00S,2024-04-07T01:45:35.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,39,26,2024-04-07T01:46:05Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,211.0,,,,,,,,,
213,PT09M25.00S,2024-04-07T01:45:35.1Z,2,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,39,26,2024-04-07T01:46:05Z,2120000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT09M23.00S,2024-04-07T01:45:37.1Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,39,26,2024-04-07T01:46:05Z,2130000,False,,,0,,P. Watson REBOUND (Off:1 Def:3),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,213.0,4.0,3.0,1.0,,,,,,
215,PT09M11.00S,2024-04-07T01:46:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,94.43166885676742,51.470588235294116,1610612743,41,26,2024-04-07T01:46:09Z,2140000,False,7.0,0.0,1,right,R. Jackson driving finger roll Layup (4 PTS) (J. Holiday 1 AST),"[202704, 203200]",1610612743.0,DEN,,Jackson,R. Jackson,Restricted Area,0-8 Center,0.74,Made,4.0,J. Holiday,203200.0,1.0,,,,driving finger roll,,,,,,,,,,
217,PT08M58.00S,2024-04-07T01:46:15.8Z,2,REGULAR,3pt,Jump Shot,[],203992,19.793035479632064,92.40196078431373,1610612737,41,29,2024-04-07T01:46:21Z,2160000,False,-212.0,134.0,1,left,B. Bogdanovic 25' 3PT step back (4 PTS),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Above the Break 3,24+ Left Center,25.06,Made,4.0,,,,,,,step back,,,,,,,,,,
218,PT08M43.00S,2024-04-07T01:46:30.9Z,2,REGULAR,3pt,Jump Shot,[],202704,72.7496714848883,76.7156862745098,1610612743,44,29,2024-04-07T02:03:11Z,2170000,False,134.0,204.0,1,right,R. Jackson 24' 3PT step back (7 PTS) (J. Holiday 2 AST),"[202704, 203200]",1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Right Center,24.36,Made,7.0,J. Holiday,203200.0,2.0,,,,step back,,,,,,,,,,
220,PT08M27.00S,2024-04-07T01:46:48.0Z,2,REGULAR,foul,personal,['3freethrow'],202704,,,1610612737,44,29,2024-04-07T01:47:02Z,2190000,False,,,0,,R. Jackson shooting personal FOUL (2 PF) (Mathews 3 FT),"[202704, 1629726]",1610612743.0,DEN,2003.0,Jackson,R. Jackson,Left Corner 3,24+ Left,,,,,,,,,,shooting,,,,,,,2.0,0.0,Mathews,1629726.0
223,PT08M27.00S,2024-04-07T01:48:12.3Z,2,REGULAR,freethrow,1 of 3,[],1629726,,,1610612737,44,30,2024-04-07T01:48:12Z,2220000,False,,,0,,G. Mathews Free Throw 1 of 3 (1 PTS),[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,Made,1.0,,,,,,,,,,,,,,,,,
224,PT08M27.00S,2024-04-07T01:48:27.8Z,2,REGULAR,freethrow,2 of 3,[],1629726,,,1610612737,44,31,2024-04-07T01:48:27Z,2230000,False,,,0,,G. Mathews Free Throw 2 of 3 (2 PTS),[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,Made,2.0,,,,,,,,,,,,,,,,,
225,PT08M27.00S,2024-04-07T01:48:44.9Z,2,REGULAR,freethrow,3 of 3,[],1629726,,,1610612737,44,32,2024-04-07T01:48:44Z,2240000,False,,,0,,G. Mathews Free Throw 3 of 3 (3 PTS),[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,Made,3.0,,,,,,,,,,,,,,,,,
226,PT08M18.00S,2024-04-07T01:49:01.2Z,2,REGULAR,foul,personal,[],203992,,,1610612743,44,32,2024-04-07T01:49:36Z,2250000,False,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 1631124]",1610612737.0,ATL,202053.0,Bogdanovic,B. Bogdanovic,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,2.0,0.0,Strawther,1631124.0
228,PT08M18.00S,2024-04-07T01:49:12.3Z,2,REGULAR,substitution,out,[],1630552,,,1610612743,44,32,2024-04-07T01:49:24Z,2270000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
229,PT08M18.00S,2024-04-07T01:49:12.3Z,2,REGULAR,substitution,out,[],203992,,,1610612743,44,32,2024-04-07T01:49:24Z,2280000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
230,PT08M18.00S,2024-04-07T01:49:12.3Z,2,REGULAR,substitution,in,[],1630249,,,1610612743,44,32,2024-04-07T01:49:24Z,2290000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,
231,PT08M18.00S,2024-04-07T01:49:12.3Z,2,REGULAR,substitution,in,[],1629631,,,1610612743,44,32,2024-04-07T01:49:24Z,2300000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,
232,PT08M15.00S,2024-04-07T01:49:37.5Z,2,REGULAR,foul,offensive,[],1631124,,,1610612743,44,32,2024-04-07T01:50:37Z,2310000,False,,,0,,J. Strawther offensive FOUL (2 PF),"[1631124, 1629726]",1610612743.0,DEN,2003.0,Strawther,J. Strawther,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,2.0,0.0,Mathews,1629726.0
234,PT08M15.00S,2024-04-07T01:49:37.5Z,2,REGULAR,turnover,offensive foul,[],1631124,,,1610612743,44,32,2024-04-07T01:50:37Z,2330000,False,,,0,,J. Strawther offensive foul TURNOVER (1 TO),[1631124],1610612743.0,DEN,2003.0,Strawther,J. Strawther,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,,,,,
235,PT08M03.00S,2024-04-07T01:49:59.2Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612737,44,32,2024-04-07T01:50:13Z,2340000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Hunter 2 FT),"[203200, 1629631]",1610612743.0,DEN,2003.0,Holiday,J. Holiday,In The Paint (Non-RA),0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Hunter,1629631.0
238,PT08M03.00S,2024-04-07T01:50:47.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,44,33,2024-04-07T01:52:32Z,2370000,False,,,0,,D. Hunter Free Throw 1 of 2 (7 PTS),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,Made,7.0,,,,,,,,,,,,,,,,,
240,PT08M03.00S,2024-04-07T01:50:47.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,44,33,2024-04-07T01:52:32Z,2390000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT08M01.00S,2024-04-07T01:50:49.0Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,44,33,2024-04-07T01:52:32Z,2400000,False,,,0,,P. Watson REBOUND (Off:1 Def:4),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,240.0,5.0,4.0,1.0,,,,,,
242,PT07M50.00S,2024-04-07T01:52:25.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,94.69448094612353,48.28431372549019,1610612743,46,33,2024-04-07T01:52:36Z,2410000,False,-9.0,-3.0,1,right,Z. Nnaji cutting DUNK (2 PTS) (J. Holiday 3 AST),"[1630192, 203200]",1610612743.0,DEN,,Nnaji,Z. Nnaji,Restricted Area,0-8 Center,0.9,Made,2.0,J. Holiday,203200.0,3.0,,,,cutting,,,,,,,,,,
244,PT07M38.00S,2024-04-07T01:52:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,8.229303547963205,46.568627450980394,1610612737,46,33,2024-04-07T01:52:42Z,2430000,False,17.0,25.0,1,left,MISS D. Murray driving finger roll Layup - blocked,"[1627749, 1631212]",1610612737.0,ATL,,Murray,D. Murray,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,driving finger roll,,,,,Watson,1631212.0,,,,
245,PT07M38.00S,2024-04-07T01:52:36.7Z,2,REGULAR,block,,[],1631212,,,1610612737,46,33,2024-04-07T01:52:38Z,2440000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
246,PT07M36.00S,2024-04-07T01:52:38.7Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,46,33,2024-04-07T01:52:42Z,2450000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,Restricted Area,0-8 Center,,,,,,,,,,,244.0,2.0,2.0,0.0,,,,,,
247,PT07M32.00S,2024-04-07T01:52:43.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,74.85216819973719,13.970588235294118,1610612743,49,33,2024-04-07T02:05:39Z,2460000,False,-180.0,184.0,1,right,J. Strawther 25' 3PT running (3 PTS) (J. Holiday 4 AST),"[1631124, 203200]",1610612743.0,DEN,,Strawther,J. Strawther,Above the Break 3,24+ Left Center,25.74,Made,3.0,J. Holiday,203200.0,4.0,,,,running,,,,,,,,,,
249,PT07M32.00S,2024-04-07T01:52:47.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,49,33,2024-04-07T01:52:47Z,2480000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M19.00S,2024-04-07T01:55:52.2Z,2,REGULAR,3pt,Jump Shot,[],1630249,11.383048620236531,2.450980392156863,1610612737,49,36,2024-04-07T01:55:58Z,2490000,False,238.0,55.0,1,left,V. Krejci 24' 3PT  (3 PTS) (D. Murray 4 AST),"[1630249, 1627749]",1610612737.0,ATL,,Krejci,V. Krejci,Right Corner 3,24+ Right,24.39,Made,3.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,,
252,PT06M59.00S,2024-04-07T01:56:12.1Z,2,REGULAR,3pt,Jump Shot,[],202704,76.69185282522996,12.745098039215685,1610612743,52,36,2024-04-07T01:56:18Z,2510000,False,-186.0,167.0,1,right,R. Jackson 24' 3PT step back (10 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Left Center,24.99,Made,10.0,,,,,,,step back,,,,,,,,,,
253,PT06M43.00S,2024-04-07T01:56:28.2Z,2,REGULAR,3pt,Jump Shot,[],1629726,19.136005256241788,92.8921568627451,1610612737,52,39,2024-04-07T01:56:32Z,2520000,False,-214.0,127.0,1,left,G. Mathews 24' 3PT  (6 PTS) (D. Murray 5 AST),"[1629726, 1627749]",1610612737.0,ATL,,Mathews,G. Mathews,Above the Break 3,24+ Left Center,24.95,Made,6.0,D. Murray,1627749.0,5.0,,,,,,,,,,,,,,
255,PT06M40.00S,2024-04-07T01:56:35.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,52,39,2024-04-07T01:56:35Z,2540000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,52,39,2024-04-07T01:59:23Z,2550000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
257,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,out,[],202704,,,1610612743,52,39,2024-04-07T01:59:23Z,2560000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
259,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,out,[],203200,,,1610612743,52,39,2024-04-07T01:59:23Z,2580000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
260,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,52,39,2024-04-07T01:59:23Z,2590000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,
261,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,52,39,2024-04-07T01:59:23Z,2600000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,
262,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,in,[],203999,,,1610612743,52,39,2024-04-07T01:59:23Z,2610000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,
263,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,in,[],203484,,,1610612743,52,39,2024-04-07T01:59:23Z,2620000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
264,PT06M40.00S,2024-04-07T01:59:00.1Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,52,39,2024-04-07T01:59:23Z,2630000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
266,PT06M31.00S,2024-04-07T01:59:36.8Z,2,REGULAR,violation,kicked ball,[],203991,,,1610612743,52,39,2024-04-07T01:59:44Z,2650000,False,,,0,,C. Capela kicked ball VIOLATION,[203991],1610612737.0,ATL,2002.0,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,
267,PT06M22.00S,2024-04-07T02:00:02.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,83.65637319316689,70.58823529411765,1610612743,54,39,2024-04-07T02:00:20Z,2660000,False,103.0,101.0,1,right,J. Murray 14' fadeaway Jump Shot (8 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,Mid-Range,8-16 Right,14.43,Made,8.0,,,,,,,fadeaway,,,,,,,,,,
268,PT06M06.00S,2024-04-07T02:00:17.0Z,2,REGULAR,3pt,Jump Shot,[],1629726,18.478975032851512,91.91176470588235,1610612737,54,39,2024-04-07T02:00:23Z,2670000,False,-210.0,121.0,1,left,MISS G. Mathews 24' step back 3PT,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,Above the Break 3,24+ Left Center,24.21,Missed,,,,,,,,step back,,,,,,,,,,
269,PT06M06.00S,2024-04-07T02:00:17.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,54,39,2024-04-07T02:00:23Z,2680000,False,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Left Center,,,,,,,,,,,268.0,5.0,5.0,0.0,,,,,,
270,PT05M51.00S,2024-04-07T02:00:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,93.64323258869908,51.71568627450981,1610612743,56,39,2024-04-07T02:00:37Z,2690000,False,9.0,7.0,1,right,P. Watson Layup (5 PTS) (J. Murray 3 AST),"[1631212, 1627750]",1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,1.13,Made,5.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,,
