actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
459,PT03M12.00S,2024-04-07T02:46:05.9Z,3,REGULAR,steal,,[],1629726,,,1610612737,99,80,2024-04-07T02:46:07Z,4580000,False,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612737.0,ATL,,Mathews,G. Mathews,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
460,PT03M12.00S,2024-04-07T02:46:08.2Z,3,REGULAR,foul,personal,[],202704,,,1610612737,99,80,2024-04-07T02:47:00Z,4590000,False,,,0,,R. Jackson personal FOUL (3 PF),"[202704, 1629726]",1610612743.0,DEN,2002.0,Jackson,R. Jackson,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,3.0,0.0,Mathews,1629726.0
462,PT03M12.00S,2024-04-07T02:46:23.9Z,3,REGULAR,substitution,out,[],1631128,,,1610612737,99,80,2024-04-07T02:46:44Z,4610000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,
463,PT03M12.00S,2024-04-07T02:46:23.9Z,3,REGULAR,substitution,out,[],1629631,,,1610612737,99,80,2024-04-07T02:46:44Z,4620000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,
464,PT03M12.00S,2024-04-07T02:46:23.9Z,3,REGULAR,substitution,out,[],1629726,,,1610612737,99,80,2024-04-07T02:46:44Z,4630000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
465,PT03M12.00S,2024-04-07T02:46:23.9Z,3,REGULAR,substitution,in,[],203200,,,1610612737,99,80,2024-04-07T02:46:44Z,4640000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
466,PT03M12.00S,2024-04-07T02:46:23.9Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,99,80,2024-04-07T02:46:44Z,4650000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
467,PT03M12.00S,2024-04-07T02:46:23.9Z,3,REGULAR,substitution,in,[],203992,,,1610612737,99,80,2024-04-07T02:46:44Z,4660000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
468,PT02M59.00S,2024-04-07T02:46:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,92.85479632063075,43.627450980392155,1610612737,99,80,2024-04-07T02:47:05Z,4670000,False,-32.0,15.0,1,right,MISS J. Johnson finger roll Layup,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,finger roll,,,,,,,,,,
469,PT02M57.00S,2024-04-07T02:46:59.7Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,99,80,2024-04-07T02:46:59Z,4680000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,,,,,,,,,,,468.0,3.0,2.0,1.0,,,,,,
470,PT02M57.00S,2024-04-07T02:46:59.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630552,94.40999984741211,50.0,1610612737,99,82,2024-04-07T02:46:59Z,4690000,False,0.0,0.0,1,right,J. Johnson tip Layup (11 PTS),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,tip,,,,,,,,,,
471,PT02M42.00S,2024-04-07T02:47:13.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.886333771353483,55.14705882352941,1610612743,101,82,2024-04-07T02:47:19Z,4700000,False,-26.0,31.0,1,left,N. Jokic floating Jump Shot (18 PTS) (J. Holiday 5 AST),"[203999, 203200]",1610612743.0,DEN,,Jokic,N. Jokic,Restricted Area,0-8 Center,4.03,Made,18.0,J. Holiday,203200.0,5.0,,,,floating,,,,,,,,,,
473,PT02M30.00S,2024-04-07T02:47:26.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628981,93.9060446780552,49.50980392156863,1610612737,101,84,2024-04-07T02:47:32Z,4720000,False,-2.0,5.0,1,right,B. Fernando driving DUNK (6 PTS) (D. Murray 12 AST),"[1628981, 1627749]",1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,0.54,Made,6.0,D. Murray,1627749.0,12.0,,,,driving,,,,,,,,,,
475,PT02M13.00S,2024-04-07T02:47:45.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628981,,,1610612743,101,84,2024-04-07T02:48:02Z,4740000,False,,,0,,B. Fernando personal FOUL (3 PF) (Jokic 2 FT),"[1628981, 203999]",1610612737.0,ATL,202053.0,Fernando,B. Fernando,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,3.0,0.0,Jokic,203999.0
477,PT02M13.00S,2024-04-07T02:48:17.2Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,101,84,2024-04-07T02:48:17Z,4760000,False,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,Missed,,,,,,,,,,,,,,,,,,
478,PT02M13.00S,2024-04-07T02:48:17.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,101,84,2024-04-07T02:48:17Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,477.0,,,,,,,,,
479,PT02M13.00S,2024-04-07T02:48:34.0Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,102,84,2024-04-07T02:48:34Z,4780000,False,,,0,,N. Jokic Free Throw 2 of 2 (19 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,Made,19.0,,,,,,,,,,,,,,,,,
480,PT02M02.00S,2024-04-07T02:48:46.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,92.9862023653088,47.794117647058826,1610612737,102,84,2024-04-07T02:49:00Z,4790000,False,-11.0,13.0,1,right,MISS B. Fernando cutting Layup - blocked,"[1628981, 1631212]",1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,cutting,,,,,Watson,1631212.0,,,,
481,PT02M02.00S,2024-04-07T02:48:46.2Z,3,REGULAR,block,,[],1631212,,,1610612737,102,84,2024-04-07T02:49:49Z,4800000,False,,,0,,P. Watson BLOCK (3 BLK),[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
482,PT01M58.00S,2024-04-07T02:48:50.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,102,84,2024-04-07T02:50:35Z,4810000,False,,,0,,N. Jokic REBOUND (Off:1 Def:12),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Restricted Area,0-8 Center,,,,,,,,,,,480.0,13.0,12.0,1.0,,,,,,
483,PT01M54.00S,2024-04-07T02:48:53.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,7.966491458607096,2.2058823529411766,1610612743,105,84,2024-04-07T02:56:42Z,4820000,False,239.0,22.0,1,left,K. Caldwell-Pope 24' 3PT running (24 PTS) (P. Watson 1 AST),"[203484, 1631212]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Right Corner 3,24+ Right,24.0,Made,24.0,P. Watson,1631212.0,1.0,,,,running,,,,,,,,,,
486,PT01M27.00S,2024-04-07T02:49:41.6Z,3,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,105,84,2024-04-07T02:49:48Z,4850000,False,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (5 TO),[1630552],1610612737.0,ATL,202053.0,Johnson,J. Johnson,In The Paint (Non-RA),8-16 Center,,,,,,,5.0,,,bad pass,,,,,,,,,,
487,PT01M14.00S,2024-04-07T02:50:02.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,6.389618922470433,49.26470588235294,1610612743,107,84,2024-04-07T02:50:05Z,4860000,False,4.0,8.0,1,left,R. Jackson driving finger roll Layup (12 PTS) (N. Jokic 11 AST),"[202704, 203999]",1610612743.0,DEN,,Jackson,R. Jackson,Restricted Area,0-8 Center,0.85,Made,12.0,N. Jokic,203999.0,11.0,,,,driving finger roll,,,,,,,,,,
489,PT01M02.00S,2024-04-07T02:50:13.3Z,3,REGULAR,3pt,Jump Shot,[],1627749,66.96780551905388,60.5392156862745,1610612737,107,84,2024-04-07T02:50:20Z,4880000,False,53.0,258.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,Murray,D. Murray,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
490,PT00M59.40S,2024-04-07T02:50:15.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,107,84,2024-04-07T02:50:20Z,4890000,False,,,0,,N. Jokic REBOUND (Off:1 Def:13),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Center,,,,,,,,,,,489.0,14.0,13.0,1.0,,,,,,
491,PT00M52.40S,2024-04-07T02:50:26.2Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,107,84,2024-04-07T02:52:05Z,4900000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,2003.0,Jokic,N. Jokic,Mid-Range,16-24 Right Center,,,,,,,4.0,,,bad pass,,,,,,,,,,
492,PT00M45.40S,2024-04-07T02:50:43.2Z,3,REGULAR,turnover,out-of-bounds,[],203992,,,1610612737,107,84,2024-04-07T02:55:08Z,4910000,False,,,0,,B. Bogdanovic lost ball out-of-bounds TURNOVER (2 TO),[203992],1610612737.0,ATL,202053.0,Bogdanovic,B. Bogdanovic,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,lost ball,,,,,,,,,,
493,PT00M33.60S,2024-04-07T02:51:11.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202704,28.33442838370565,17.15686274509804,1610612743,110,84,2024-04-07T02:51:17Z,4920000,False,164.0,214.0,1,left,R. Jackson 26' 3PT  (15 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Right Center,26.96,Made,15.0,,,,,,,,,,,,,,,,,
494,PT00M18.80S,2024-04-07T02:51:31.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,93.51182654402102,49.754901960784316,1610612737,110,86,2024-04-07T02:51:36Z,4930000,False,-1.0,8.0,1,right,J. Johnson driving DUNK (13 PTS) (B. Fernando 1 AST),"[1630552, 1628981]",1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,0.86,Made,13.0,B. Fernando,1628981.0,1.0,,,,driving,,,,,,,,,,
496,PT00M00.50S,2024-04-07T02:52:04.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628981,,,1610612743,110,86,2024-04-07T02:52:13Z,4950000,False,,,0,,B. Fernando shooting personal FOUL (4 PF) (Jackson 2 FT),"[1628981, 202704]",1610612737.0,ATL,202053.0,Fernando,B. Fernando,In The Paint (Non-RA),8-16 Center,,,,,,,,,,shooting,,,,,,,4.0,0.0,Jackson,202704.0
498,PT00M00.50S,2024-04-07T02:52:40.7Z,3,REGULAR,freethrow,1 of 2,[],202704,,,1610612743,111,86,2024-04-07T02:52:40Z,4970000,False,,,0,,R. Jackson Free Throw 1 of 2 (16 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,Made,16.0,,,,,,,,,,,,,,,,,
499,PT00M00.50S,2024-04-07T02:52:59.7Z,3,REGULAR,freethrow,2 of 2,[],202704,,,1610612743,111,86,2024-04-07T02:52:59Z,4980000,False,,,0,,MISS R. Jackson Free Throw 2 of 2,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT00M00.00S,2024-04-07T02:53:00.3Z,3,REGULAR,rebound,defensive,[],1628981,,,1610612737,111,86,2024-04-07T02:53:00Z,4990000,False,,,0,,B. Fernando REBOUND (Off:2 Def:4),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,,,,,,,,,,,,,499.0,6.0,4.0,2.0,,,,,,
501,PT00M00.00S,2024-04-07T02:53:01.2Z,3,REGULAR,period,end,[],0,,,1610612737,111,86,2024-04-07T02:53:01Z,5000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,out,['startperiod'],203484,,,1610612737,111,86,2024-04-07T02:55:44Z,5010000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612737,111,86,2024-04-07T02:55:44Z,5020000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,out,['startperiod'],1627749,,,1610612737,111,86,2024-04-07T02:55:44Z,5030000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,out,['startperiod'],1628981,,,1610612737,111,86,2024-04-07T02:55:44Z,5040000,False,,,0,,SUB out: B. Fernando,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,in,['startperiod'],1630192,,,1610612737,111,86,2024-04-07T02:55:44Z,5050000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,in,['startperiod'],1631124,,,1610612737,111,86,2024-04-07T02:55:44Z,5060000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,in,['startperiod'],203991,,,1610612737,111,86,2024-04-07T02:55:44Z,5070000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2024-04-07T02:55:22.2Z,4,REGULAR,substitution,in,['startperiod'],1641723,,,1610612737,111,86,2024-04-07T02:55:44Z,5080000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2024-04-07T02:55:46.4Z,4,REGULAR,period,start,[],0,,,1610612737,111,86,2024-04-07T02:55:46Z,5090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M40.00S,2024-04-07T02:56:06.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,89.70105124835742,46.32352941176471,1610612737,111,86,2024-04-07T02:56:10Z,5100000,False,-18.0,44.0,1,right,MISS J. Johnson turnaround Shot,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,turnaround,,,,,,,,,,
512,PT11M37.00S,2024-04-07T02:56:07.7Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,111,86,2024-04-07T02:56:07Z,5110000,False,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,Capela,C. Capela,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,511.0,7.0,5.0,2.0,,,,,,
513,PT11M36.00S,2024-04-07T02:56:09.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,93.77463863337714,50.98039215686274,1610612737,111,88,2024-04-07T02:56:13Z,5120000,False,5.0,6.0,1,right,C. Capela Hook (13 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,Restricted Area,0-8 Center,0.77,Made,13.0,,,,,,,,,,,,,,,,,
514,PT11M21.00S,2024-04-07T02:56:24.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,5.075558475689881,50.73529411764706,1610612743,113,88,2024-04-07T02:56:36Z,5130000,False,-4.0,-5.0,1,left,P. Watson reverse DUNK (9 PTS) (R. Jackson 2 AST),"[1631212, 202704]",1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,0.61,Made,9.0,R. Jackson,202704.0,2.0,,,,reverse,,,,,,,,,,
516,PT11M04.00S,2024-04-07T02:56:40.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641723,92.32917214191852,43.13725490196079,1610612737,113,88,2024-04-07T02:56:46Z,5150000,False,-34.0,20.0,1,right,MISS K. Bufkin driving Layup - blocked,"[1641723, 1631212]",1610612737.0,ATL,,Bufkin,K. Bufkin,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,driving,,,,,Watson,1631212.0,,,,
517,PT11M04.00S,2024-04-07T02:56:40.9Z,4,REGULAR,block,,[],1631212,,,1610612737,113,88,2024-04-07T02:56:43Z,5160000,False,,,0,,P. Watson BLOCK (4 BLK),[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
518,PT11M01.00S,2024-04-07T02:56:43.9Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,113,88,2024-04-07T02:56:46Z,5170000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Restricted Area,0-8 Center,,,,,,,,,,,516.0,1.0,1.0,0.0,,,,,,
519,PT10M56.00S,2024-04-07T02:56:49.1Z,4,REGULAR,3pt,Jump Shot,[],1631124,32.14520367936925,36.27450980392157,1610612743,113,88,2024-04-07T02:56:55Z,5180000,False,69.0,250.0,1,left,MISS J. Strawther 25' pullup 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,pullup,,,,,,,,,,
520,PT10M53.00S,2024-04-07T02:56:52.1Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,113,88,2024-04-07T02:56:55Z,5190000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Above the Break 3,24+ Center,,,,,,,,,,,519.0,4.0,3.0,1.0,,,,,,
521,PT10M48.00S,2024-04-07T02:56:57.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203992,93.38042049934296,47.05882352941176,1610612737,113,88,2024-04-07T03:03:07Z,5200000,False,-15.0,10.0,1,right,MISS B. Bogdanovic running Layup,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,running,,,,,,,,,,
522,PT10M46.00S,2024-04-07T02:56:59.7Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,113,88,2024-04-07T03:10:20Z,5210000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Restricted Area,0-8 Center,,,,,,,,,,,521.0,2.0,2.0,0.0,,,,,,
523,PT10M24.00S,2024-04-07T02:57:21.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,6.915243101182654,44.6078431372549,1610612743,115,88,2024-04-07T03:06:22Z,5220000,False,27.0,13.0,1,left,P. Watson Layup (11 PTS) (R. Jackson 3 AST),"[1631212, 202704]",1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,2.98,Made,11.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,
525,PT10M07.00S,2024-04-07T02:57:37.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,91.01511169513797,52.20588235294118,1610612737,115,88,2024-04-07T02:57:43Z,5240000,False,11.0,32.0,1,right,MISS B. Bogdanovic driving floating Shot,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,driving floating,,,,,,,,,,
526,PT10M06.00S,2024-04-07T02:57:38.8Z,4,REGULAR,rebound,offensive,[],203992,,,1610612737,115,88,2024-04-07T02:57:43Z,5250000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Restricted Area,0-8 Center,,,,,,,,,,,525.0,2.0,1.0,1.0,,,,,,
527,PT10M06.00S,2024-04-07T02:57:39.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,94.40999984741211,50.0,1610612737,115,90,2024-04-07T02:57:39Z,5260000,False,0.0,0.0,1,right,B. Bogdanovic tip Layup (18 PTS),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Mid-Range,8-16 Left,0.0,Made,18.0,,,,,,,tip,,,,,,,,,,
528,PT09M53.00S,2024-04-07T02:57:53.8Z,4,REGULAR,foul,personal,[],1641723,,,1610612743,115,90,2024-04-07T02:58:30Z,5270000,False,,,0,,K. Bufkin personal FOUL (1 PF),"[1641723, 1631124]",1610612737.0,ATL,2003.0,Bufkin,K. Bufkin,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,1.0,0.0,Strawther,1631124.0
530,PT09M40.00S,2024-04-07T02:58:25.5Z,4,REGULAR,3pt,Jump Shot,[],202704,30.436925098554536,70.34313725490196,1610612743,115,90,2024-04-07T02:58:33Z,5290000,False,-102.0,234.0,1,left,MISS R. Jackson 25' pullup 3PT,[202704],1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,pullup,,,,,,,,,,
531,PT09M37.00S,2024-04-07T02:58:28.5Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,115,90,2024-04-07T02:58:28Z,5300000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Above the Break 3,24+ Left Center,,,,,,,,,,,530.0,5.0,4.0,1.0,,,,,,
532,PT09M24.00S,2024-04-07T02:58:41.5Z,4,REGULAR,2pt,Jump Shot,[],1630552,92.59198423127464,22.794117647058822,1610612737,115,92,2024-04-07T02:58:47Z,5310000,False,-136.0,17.0,1,right,J. Johnson 13' turnaround fadeaway Jump Shot (15 PTS) (K. Bufkin 2 AST),"[1630552, 1641723]",1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,8-16 Left,13.71,Made,15.0,K. Bufkin,1641723.0,2.0,,,,turnaround fadeaway,,,,,,,,,,
534,PT09M07.00S,2024-04-07T02:58:58.0Z,4,REGULAR,3pt,Jump Shot,[],1631124,28.86005256241787,22.54901960784314,1610612743,115,92,2024-04-07T02:59:03Z,5330000,False,137.0,219.0,1,left,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
535,PT09M04.00S,2024-04-07T02:59:01.0Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612737,115,92,2024-04-07T02:59:03Z,5340000,False,,,0,,V. Krejci REBOUND (Off:0 Def:3),[1630249],1610612737.0,ATL,,Krejci,V. Krejci,Above the Break 3,24+ Right Center,,,,,,,,,,,534.0,3.0,3.0,0.0,,,,,,
536,PT08M47.00S,2024-04-07T02:59:18.3Z,4,REGULAR,turnover,bad pass,[],1630552,,,1610612737,115,92,2024-04-07T02:59:21Z,5350000,False,,,0,,J. Johnson bad pass TURNOVER (6 TO),"[1630552, 1630192]",1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,16-24 Left,,,,,,,6.0,Nnaji,1630192.0,,,,,,,,,,,
537,PT08M47.00S,2024-04-07T02:59:18.3Z,4,REGULAR,steal,,[],1630192,,,1610612743,115,92,2024-04-07T02:59:19Z,5360000,False,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
538,PT08M43.00S,2024-04-07T02:59:21.6Z,4,REGULAR,turnover,lost ball,[],1631124,,,1610612743,115,92,2024-04-07T02:59:25Z,5370000,False,,,0,,J. Strawther lost ball TURNOVER (2 TO),"[1631124, 1630249]",1610612743.0,DEN,,Strawther,J. Strawther,Mid-Range,8-16 Center,,,,,,,2.0,Krejci,1630249.0,,,,,,,,,,,
539,PT08M43.00S,2024-04-07T02:59:21.6Z,4,REGULAR,steal,,[],1630249,,,1610612737,115,92,2024-04-07T02:59:23Z,5380000,False,,,0,,V. Krejci STEAL (1 STL),[1630249],1610612737.0,ATL,,Krejci,V. Krejci,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
540,PT08M41.00S,2024-04-07T02:59:26.5Z,4,REGULAR,foul,personal,['2freethrow'],203200,,,1610612737,115,92,2024-04-07T02:59:37Z,5390000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Capela 2 FT),"[203200, 203991]",1610612743.0,DEN,2003.0,Holiday,J. Holiday,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,2.0,0.0,Capela,203991.0
542,PT08M41.00S,2024-04-07T02:59:56.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203991,,,1610612737,115,93,2024-04-07T02:59:56Z,5410000,False,,,0,,C. Capela Free Throw 1 of 2 (14 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,14.0,,,,,,,,,,,,,,,,,
543,PT08M41.00S,2024-04-07T02:59:57.1Z,4,REGULAR,substitution,out,[],203992,,,1610612737,115,93,2024-04-07T03:00:01Z,5420000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
544,PT08M41.00S,2024-04-07T02:59:57.1Z,4,REGULAR,substitution,in,[],1627749,,,1610612737,115,93,2024-04-07T03:00:01Z,5430000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,
545,PT08M41.00S,2024-04-07T03:00:18.0Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203991,,,1610612737,115,94,2024-04-07T03:00:18Z,5440000,False,,,0,,C. Capela Free Throw 2 of 2 (15 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,15.0,,,,,,,,,,,,,,,,,
