actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
172,PT10M17.00S,2023-12-29T02:36:59.7Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612743,36,27,2023-12-29T02:37:06Z,1690000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1630214]",1610612743.0,DEN,,Jackson,R. Jackson,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,1.0,Tillman,1630214.0
173,PT10M17.00S,2023-12-29T02:36:59.7Z,2,REGULAR,steal,,[],1630214,,,1610612763,36,27,2023-12-29T02:37:03Z,1700000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
174,PT10M06.00S,2023-12-29T02:37:10.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,92.72339027595268,3.1862745098039214,1610612763,36,27,2023-12-29T02:37:16Z,1710000,False,-234.0,16.0,1,right,MISS M. Smart 3PT,[203935],1610612763.0,MEM,,Smart,M. Smart,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,
175,PT10M05.00S,2023-12-29T02:37:11.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,36,27,2023-12-29T02:37:16Z,1720000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,Left Corner 3,24+ Left,,,174.0,,,,,,,,,,,,,,,,
177,PT09M58.00S,2023-12-29T02:37:30.5Z,2,REGULAR,foul,personal,[],1631246,,,1610612743,36,27,2023-12-29T02:37:54Z,1740000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 202704]",1610612763.0,MEM,1830.0,Williams Jr.,V. Williams Jr.,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,0.0,Jackson,202704.0,,,
179,PT09M46.00S,2023-12-29T02:38:07.4Z,2,REGULAR,3pt,Jump Shot,[],1631124,28.728646517739815,15.196078431372548,1610612743,39,27,2023-12-29T02:38:13Z,1760000,False,174.0,218.0,1,left,J. Strawther 27' 3PT  (3 PTS) (C. Braun 1 AST),"[1631124, 1631128]",1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Right Center,27.85,Made,,,,,3.0,C. Braun,1631128.0,1.0,,,,,,,,,
181,PT09M30.00S,2023-12-29T02:38:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.59198423127464,53.431372549019606,1610612763,39,27,2023-12-29T02:38:29Z,1780000,False,17.0,17.0,1,right,MISS X. Tillman driving Layup - blocked,"[1630214, 1631124]",1610612763.0,MEM,,Tillman,X. Tillman,driving,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,Strawther,1631124.0,,,,,,,
182,PT09M30.00S,2023-12-29T02:38:23.0Z,2,REGULAR,block,,[],1631124,,,1610612763,39,27,2023-12-29T02:38:25Z,1790000,False,,,0,,J. Strawther BLOCK (1 BLK),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
183,PT09M28.00S,2023-12-29T02:38:25.0Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,39,27,2023-12-29T02:38:29Z,1800000,False,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Restricted Area,0-8 Center,,,181.0,3.0,1.0,2.0,,,,,,,,,,,,,
184,PT09M26.00S,2023-12-29T02:38:29.4Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612743,39,27,2023-12-29T02:38:38Z,1810000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Braun 2 FT),"[1630533, 1631128]",1610612763.0,MEM,1626302.0,Williams,Z. Williams,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Braun,1631128.0,,,
186,PT09M26.00S,2023-12-29T02:39:03.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631128,,,1610612743,39,27,2023-12-29T02:47:02Z,1830000,False,,,0,,MISS C. Braun Free Throw 1 of 2,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,Missed,,,,,,,,,,,,,,,,,
187,PT09M26.00S,2023-12-29T02:39:03.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,39,27,2023-12-29T02:47:02Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,186.0,,,,,,,,,,,,,,,,
188,PT09M26.00S,2023-12-29T02:39:18.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,39,27,2023-12-29T02:39:18Z,1850000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M26.00S,2023-12-29T02:41:44.5Z,2,REGULAR,substitution,out,[],1630214,,,1610612743,39,27,2023-12-29T02:41:57Z,1860000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,
190,PT09M26.00S,2023-12-29T02:41:44.5Z,2,REGULAR,substitution,in,[],1631223,,,1610612743,39,27,2023-12-29T02:41:57Z,1870000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,
191,PT09M26.00S,2023-12-29T02:39:03.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631128,,,1610612743,40,27,2023-12-29T02:47:02Z,1880000,False,,,0,,C. Braun Free Throw 2 of 2 (2 PTS),[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,Made,,,,,2.0,,,,,,,,,,,,
192,PT09M14.00S,2023-12-29T02:42:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.19776609724047,55.63725490196079,1610612763,40,27,2023-12-29T02:42:37Z,1890000,False,28.0,21.0,1,right,MISS M. Smart driving Layup,[203935],1610612763.0,MEM,,Smart,M. Smart,driving,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,
194,PT09M11.00S,2023-12-29T02:42:31.1Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,40,27,2023-12-29T02:42:37Z,1910000,False,,,0,,R. Jackson REBOUND (Off:1 Def:1),[202704],1610612743.0,DEN,,Jackson,R. Jackson,,Restricted Area,0-8 Center,,,192.0,2.0,1.0,1.0,,,,,,,,,,,,,
195,PT09M10.00S,2023-12-29T02:42:32.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,7.5722733245729295,48.03921568627451,1610612743,42,27,2023-12-29T02:48:16Z,1920000,False,10.0,19.0,1,left,C. Braun running finger roll Layup (4 PTS) (R. Jackson 3 AST),"[1631128, 202704]",1610612743.0,DEN,,Braun,C. Braun,running finger roll,Restricted Area,0-8 Center,2.11,Made,,,,,4.0,R. Jackson,202704.0,3.0,,,,,,,,,
198,PT09M08.00S,2023-12-29T02:42:54.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,42,27,2023-12-29T02:43:00Z,1950000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,1628484.0,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M56.00S,2023-12-29T02:43:16.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.51839684625493,54.65686274509803,1610612763,42,29,2023-12-29T02:43:25Z,1960000,False,23.0,55.0,1,right,M. Smart 6' driving floating Jump Shot (4 PTS),[203935],1610612763.0,MEM,,Smart,M. Smart,driving floating,In The Paint (Non-RA),0-8 Center,6.01,Made,,,,,4.0,,,,,,,,,,,,
200,PT08M32.00S,2023-12-29T02:43:42.1Z,2,REGULAR,foul,offensive,[],202704,,,1610612743,42,29,2023-12-29T02:43:50Z,1970000,False,,,0,,R. Jackson offensive FOUL (1 PF),"[202704, 1628991]",1610612743.0,DEN,1628484.0,Jackson,R. Jackson,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,
202,PT08M32.00S,2023-12-29T02:43:42.1Z,2,REGULAR,turnover,offensive foul,[],202704,,,1610612743,42,29,2023-12-29T02:43:42Z,1990000,False,,,0,,R. Jackson offensive foul TURNOVER (2 TO),[202704],1610612743.0,DEN,1628484.0,Jackson,R. Jackson,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,2.0,,
203,PT08M24.00S,2023-12-29T02:44:05.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,67.7562417871222,33.57843137254902,1610612763,42,32,2023-12-29T02:44:12Z,2000000,False,-82.0,251.0,1,right,J. Jackson Jr. 26' 3PT  (7 PTS) (M. Smart 3 AST),"[1628991, 203935]",1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Center,26.37,Made,,,,,7.0,M. Smart,203935.0,3.0,,,,,,,,,
205,PT08M05.00S,2023-12-29T02:44:26.0Z,2,REGULAR,foul,offensive,[],1631124,,,1610612743,42,32,2023-12-29T02:45:03Z,2020000,False,,,0,,J. Strawther offensive FOUL (2 PF),"[1631124, 1628991]",1610612743.0,DEN,1830.0,Strawther,J. Strawther,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,
207,PT08M05.00S,2023-12-29T02:44:26.0Z,2,REGULAR,turnover,offensive foul,[],1631124,,,1610612743,42,32,2023-12-29T02:44:26Z,2040000,False,,,0,,J. Strawther offensive foul TURNOVER (1 TO),[1631124],1610612743.0,DEN,1830.0,Strawther,J. Strawther,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,,
208,PT08M05.00S,2023-12-29T02:44:31.9Z,2,REGULAR,substitution,out,[],202704,,,1610612763,42,32,2023-12-29T02:44:34Z,2050000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
209,PT08M05.00S,2023-12-29T02:44:31.9Z,2,REGULAR,substitution,in,[],1627750,,,1610612763,42,32,2023-12-29T02:44:34Z,2060000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,
210,PT07M55.00S,2023-12-29T02:44:59.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,66.44218134034165,40.931372549019606,1610612763,42,32,2023-12-29T02:45:07Z,2070000,False,-45.0,263.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,
211,PT07M52.00S,2023-12-29T02:45:01.9Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,32,2023-12-29T02:45:01Z,2080000,False,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Above the Break 3,24+ Center,,,210.0,4.0,2.0,2.0,,,,,,,,,,,,,
212,PT07M43.00S,2023-12-29T02:45:10.7Z,2,REGULAR,3pt,Jump Shot,[],203200,22.28975032851511,88.48039215686273,1610612743,42,32,2023-12-29T02:45:24Z,2090000,False,-192.0,157.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,
213,PT07M41.00S,2023-12-29T02:45:13.1Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,42,32,2023-12-29T02:45:13Z,2100000,False,,,0,,D. Jordan REBOUND (Off:3 Def:2),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Above the Break 3,24+ Left Center,,,212.0,5.0,2.0,3.0,,,,,,,,,,,,,
214,PT07M39.00S,2023-12-29T02:45:14.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631124,15.850854139290407,3.1862745098039214,1610612743,42,32,2023-12-29T02:52:44Z,2110000,False,234.0,96.0,1,left,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,
215,PT07M36.00S,2023-12-29T02:45:17.3Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,42,32,2023-12-29T02:45:29Z,2120000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,
216,PT07M26.00S,2023-12-29T02:45:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.59198423127464,48.529411764705884,1610612763,42,34,2023-12-29T02:45:33Z,2130000,False,-7.0,17.0,1,right,J. Jackson Jr. driving finger roll Layup (9 PTS) (M. Smart 4 AST),"[1628991, 203935]",1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving finger roll,Restricted Area,0-8 Center,1.86,Made,,,,,9.0,M. Smart,203935.0,4.0,,,,,,,,,
218,PT07M11.00S,2023-12-29T02:45:42.3Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,42,34,2023-12-29T02:45:47Z,2150000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1628991]",1610612743.0,DEN,,Murray,J. Murray,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0
219,PT07M11.00S,2023-12-29T02:45:42.3Z,2,REGULAR,steal,,[],1628991,,,1610612763,42,34,2023-12-29T02:45:44Z,2160000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
220,PT07M05.00S,2023-12-29T02:45:48.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203935,89.43823915900131,95.09803921568627,1610612763,42,37,2023-12-29T02:54:05Z,2170000,False,225.0,47.0,1,right,M. Smart 3PT running (7 PTS) (J. Jackson Jr. 1 AST),"[203935, 1628991]",1610612763.0,MEM,,Smart,M. Smart,running,Right Corner 3,24+ Right,23.03,Made,,,,,7.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,
222,PT07M04.00S,2023-12-29T02:45:53.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,42,37,2023-12-29T02:45:53Z,2190000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,42,37,2023-12-29T02:48:44Z,2200000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,
224,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,42,37,2023-12-29T02:48:44Z,2210000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
225,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,out,[],201599,,,1610612743,42,37,2023-12-29T02:48:44Z,2220000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,
226,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,out,[],203200,,,1610612743,42,37,2023-12-29T02:48:44Z,2230000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
227,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,out,[],1630533,,,1610612743,42,37,2023-12-29T02:48:44Z,2240000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
228,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,out,[],203935,,,1610612743,42,37,2023-12-29T02:48:44Z,2250000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,
229,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,in,[],203999,,,1610612743,42,37,2023-12-29T02:48:44Z,2260000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,
230,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,42,37,2023-12-29T02:48:44Z,2270000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
231,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,in,[],203484,,,1610612743,42,37,2023-12-29T02:48:44Z,2280000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
232,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,42,37,2023-12-29T02:48:44Z,2290000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
233,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612743,42,37,2023-12-29T02:48:44Z,2300000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,
234,PT07M04.00S,2023-12-29T02:48:31.8Z,2,REGULAR,substitution,in,[],1629723,,,1610612743,42,37,2023-12-29T02:48:44Z,2310000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,
235,PT06M50.00S,2023-12-29T02:48:57.5Z,2,REGULAR,3pt,Jump Shot,[],1631212,7.703679369250986,1.715686274509804,1610612743,45,37,2023-12-29T02:49:05Z,2320000,False,241.0,20.0,1,left,P. Watson 24' 3PT  (6 PTS) (J. Murray 5 AST),"[1631212, 1627750]",1610612743.0,DEN,,Watson,P. Watson,,Right Corner 3,24+ Right,24.22,Made,,,,,6.0,J. Murray,1627750.0,5.0,,,,,,,,,
237,PT06M28.00S,2023-12-29T02:49:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.93495400788436,49.50980392156863,1610612763,45,39,2023-12-29T02:49:26Z,2340000,False,-2.0,23.0,1,right,J. Jackson Jr. driving Layup (11 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving,Restricted Area,0-8 Center,2.34,Made,,,,,11.0,,,,,,,,,,,,
238,PT06M11.00S,2023-12-29T02:49:37.4Z,2,REGULAR,3pt,Jump Shot,[],1631212,7.835085413929041,2.2058823529411766,1610612743,45,39,2023-12-29T02:49:43Z,2350000,False,239.0,21.0,1,left,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,Watson,P. Watson,,Right Corner 3,24+ Right,23.99,Missed,,,,,,,,,,,,,,,,,
239,PT06M06.00S,2023-12-29T02:49:42.4Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,45,39,2023-12-29T02:49:43Z,2360000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Right Corner 3,24+ Right,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,
240,PT05M54.00S,2023-12-29T02:49:53.0Z,2,REGULAR,3pt,Jump Shot,[],1630217,66.3107752956636,62.00980392156863,1610612763,45,39,2023-12-29T02:50:02Z,2370000,False,60.0,264.0,1,right,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,,Bane,D. Bane,pullup,Above the Break 3,24+ Center,27.09,Missed,,,,,,,,,,,,,,,,,
241,PT05M51.00S,2023-12-29T02:49:56.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,45,39,2023-12-29T02:49:56Z,2380000,False,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Above the Break 3,24+ Center,,,240.0,5.0,5.0,0.0,,,,,,,,,,,,,
242,PT05M36.00S,2023-12-29T02:50:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,4.5499342969776615,43.872549019607845,1610612743,45,39,2023-12-29T02:50:17Z,2390000,False,31.0,-10.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,,Murray,J. Murray,driving,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,
243,PT05M34.00S,2023-12-29T02:50:13.0Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,45,39,2023-12-29T02:50:17Z,2400000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:5),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Restricted Area,0-8 Center,,,242.0,5.0,5.0,0.0,,,,,,,,,,,,,
244,PT05M31.00S,2023-12-29T02:50:16.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629723,93.51182654402102,51.9607843137255,1610612763,45,41,2023-12-29T02:50:25Z,2410000,False,10.0,8.0,1,right,J. Konchar running finger roll Layup (2 PTS) (V. Williams Jr. 1 AST),"[1629723, 1631246]",1610612763.0,MEM,,Konchar,J. Konchar,running finger roll,Restricted Area,0-8 Center,1.3,Made,,,,,2.0,V. Williams Jr.,1631246.0,1.0,,,,,,,,,
246,PT05M20.00S,2023-12-29T02:50:28.6Z,2,REGULAR,foul,personal,[],1630217,,,1610612743,45,41,2023-12-29T02:51:28Z,2430000,False,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1627750]",1610612763.0,MEM,1626302.0,Bane,D. Bane,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,0.0,Murray,1627750.0,,,
248,PT05M20.00S,2023-12-29T02:50:38.0Z,2,REGULAR,substitution,out,[],1628991,,,1610612743,45,41,2023-12-29T02:50:43Z,2450000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,
249,PT05M20.00S,2023-12-29T02:50:38.0Z,2,REGULAR,substitution,in,[],202687,,,1610612743,45,41,2023-12-29T02:50:43Z,2460000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,
250,PT05M06.00S,2023-12-29T02:51:09.5Z,2,REGULAR,3pt,Jump Shot,[],1627750,32.276609724047304,49.26470588235294,1610612743,48,41,2023-12-29T02:51:17Z,2470000,False,4.0,251.0,1,left,J. Murray 25' 3PT step back (8 PTS) (N. Jokic 3 AST),"[1627750, 203999]",1610612743.0,DEN,,Murray,J. Murray,step back,Above the Break 3,24+ Center,25.09,Made,,,,,8.0,N. Jokic,203999.0,3.0,,,,,,,,,
252,PT04M46.00S,2023-12-29T02:51:31.1Z,2,REGULAR,turnover,out-of-bounds,[],1629723,,,1610612763,48,41,2023-12-29T02:53:45Z,2490000,False,,,0,,J. Konchar bad pass out-of-bounds TURNOVER (1 TO),[1629723],1610612763.0,MEM,1626302.0,Konchar,J. Konchar,bad pass,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,,
253,PT04M30.00S,2023-12-29T02:51:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,5.732588699080158,50.98039215686274,1610612743,50,41,2023-12-29T02:52:02Z,2500000,False,-5.0,1.0,1,left,J. Murray driving finger roll Layup (10 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,driving finger roll,Restricted Area,0-8 Center,0.51,Made,,,,,10.0,,,,,,,,,,,,
254,PT04M11.00S,2023-12-29T02:52:16.8Z,2,REGULAR,foul,personal,[],1629008,,,1610612763,50,41,2023-12-29T02:52:27Z,2510000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1629723]",1610612743.0,DEN,1628484.0,Porter Jr.,M. Porter Jr.,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,0.0,Konchar,1629723.0,,,
256,PT04M01.00S,2023-12-29T02:52:48.3Z,2,REGULAR,3pt,Jump Shot,[],1631246,92.85479632063075,96.81372549019608,1610612763,50,41,2023-12-29T02:52:55Z,2530000,False,234.0,15.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,
257,PT03M58.00S,2023-12-29T02:52:51.3Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,50,41,2023-12-29T02:52:55Z,2540000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,Watson,P. Watson,,Right Corner 3,24+ Right,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,
258,PT03M44.00S,2023-12-29T02:53:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,4.812746386333772,47.05882352941176,1610612743,52,41,2023-12-29T02:53:10Z,2550000,False,15.0,-7.0,1,left,K. Caldwell-Pope driving finger roll Layup (4 PTS) (N. Jokic 4 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,driving finger roll,Restricted Area,0-8 Center,1.64,Made,,,,,4.0,N. Jokic,203999.0,4.0,,,,,,,,,
260,PT03M35.00S,2023-12-29T02:53:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631246,93.51182654402102,53.18627450980392,1610612763,52,41,2023-12-29T02:53:27Z,2570000,False,16.0,8.0,1,right,MISS V. Williams Jr. cutting Layup,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,cutting,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,
261,PT03M33.00S,2023-12-29T02:53:16.9Z,2,REGULAR,rebound,offensive,[],1631246,,,1610612763,52,41,2023-12-29T02:54:27Z,2580000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:5),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Restricted Area,0-8 Center,,,260.0,6.0,5.0,1.0,,,,,,,,,,,,,
262,PT03M33.00S,2023-12-29T02:53:18.9Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612763,52,41,2023-12-29T02:53:28Z,2590000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Williams Jr. 2 FT),"[1629008, 1631246]",1610612743.0,DEN,1830.0,Porter Jr.,M. Porter Jr.,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,0.0,Williams Jr.,1631246.0,,,
