actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
441,PT03M17.00S,2023-12-29T03:40:50.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203484,92.59198423127464,53.431372549019606,1610612743,100,70,2023-12-29T03:42:51Z,4320000,False,17.0,17.0,1,right,MISS K. Caldwell-Pope reverse Layup,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,reverse,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,
442,PT03M13.00S,2023-12-29T03:40:54.3Z,3,REGULAR,rebound,offensive,[],203484,,,1610612743,100,70,2023-12-29T03:41:00Z,4330000,False,,,0,,K. Caldwell-Pope REBOUND (Off:2 Def:0),[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,Restricted Area,0-8 Center,,,441.0,2.0,0.0,2.0,,,,,,,,,,,,,
443,PT03M13.00S,2023-12-29T03:40:54.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203484,94.40999984741211,50.0,1610612743,100,70,2023-12-29T03:43:07Z,4340000,False,0.0,0.0,1,right,MISS K. Caldwell-Pope putback Layup,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,putback,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
444,PT03M12.00S,2023-12-29T03:40:55.8Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,100,70,2023-12-29T03:55:13Z,4350000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,Bane,D. Bane,,Restricted Area,0-8 Center,,,443.0,1.0,1.0,0.0,,,,,,,,,,,,,
445,PT03M06.00S,2023-12-29T03:41:01.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.783837056504599,52.450980392156865,1610612763,100,72,2023-12-29T03:41:08Z,4360000,False,-12.0,11.0,1,left,D. Bane driving finger roll Layup (23 PTS) (D. Roddy 2 AST),"[1630217, 1631223]",1610612763.0,MEM,,Bane,D. Bane,driving finger roll,Restricted Area,0-8 Center,1.67,Made,,,,,23.0,D. Roddy,1631223.0,2.0,,,,,,,,,
447,PT03M06.00S,2023-12-29T03:41:05.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612743,100,72,2023-12-29T03:41:05Z,4380000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M06.00S,2023-12-29T03:42:10.4Z,3,REGULAR,substitution,out,[],203484,,,1610612743,100,72,2023-12-29T03:42:33Z,4390000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
449,PT03M06.00S,2023-12-29T03:42:10.4Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,100,72,2023-12-29T03:42:33Z,4400000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,
450,PT03M06.00S,2023-12-29T03:42:10.4Z,3,REGULAR,substitution,out,[],1630217,,,1610612743,100,72,2023-12-29T03:42:33Z,4410000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,
451,PT03M06.00S,2023-12-29T03:42:10.4Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,100,72,2023-12-29T03:42:33Z,4420000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,
452,PT03M06.00S,2023-12-29T03:42:10.4Z,3,REGULAR,substitution,in,[],202704,,,1610612743,100,72,2023-12-29T03:42:33Z,4430000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
453,PT03M06.00S,2023-12-29T03:42:10.4Z,3,REGULAR,substitution,in,[],1630533,,,1610612743,100,72,2023-12-29T03:42:33Z,4440000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
454,PT02M53.00S,2023-12-29T03:42:46.4Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,100,72,2023-12-29T03:42:54Z,4450000,False,,,0,,N. Jokic bad pass TURNOVER (3 TO),"[203999, 1630533]",1610612743.0,DEN,,Jokic,N. Jokic,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,3.0,Williams,1630533.0
455,PT02M53.00S,2023-12-29T03:42:46.4Z,3,REGULAR,steal,,[],1630533,,,1610612763,100,72,2023-12-29T03:42:48Z,4460000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,Williams,Z. Williams,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
456,PT02M44.00S,2023-12-29T03:42:55.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,23.73521681997372,87.25490196078431,1610612763,100,75,2023-12-29T03:43:01Z,4470000,False,-186.0,171.0,1,left,M. Smart 25' 3PT  (17 PTS) (J. Jackson Jr. 2 AST),"[203935, 1628991]",1610612763.0,MEM,,Smart,M. Smart,,Above the Break 3,24+ Left Center,25.26,Made,,,,,17.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,
458,PT02M25.00S,2023-12-29T03:43:14.8Z,3,REGULAR,3pt,Jump Shot,[],1631124,67.23061760840999,47.794117647058826,1610612743,100,75,2023-12-29T03:43:22Z,4490000,False,-11.0,256.0,1,right,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,
459,PT02M21.00S,2023-12-29T03:43:18.8Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,100,75,2023-12-29T03:43:24Z,4500000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,Above the Break 3,24+ Center,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,
460,PT02M12.00S,2023-12-29T03:43:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,7.966491458607096,47.30392156862745,1610612763,100,77,2023-12-29T03:43:32Z,4510000,False,13.0,22.0,1,left,D. Roddy driving Layup (7 PTS) (X. Tillman 3 AST),"[1631223, 1630214]",1610612763.0,MEM,,Roddy,D. Roddy,driving,Restricted Area,0-8 Center,2.62,Made,,,,,7.0,X. Tillman,1630214.0,3.0,,,,,,,,,
461,PT01M51.00S,2023-12-29T03:43:48.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.20433639947439,50.0,1610612743,102,77,2023-12-29T03:43:53Z,4520000,False,0.0,68.0,1,right,N. Jokic 6' driving floating Jump Shot (26 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,driving floating,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,26.0,,,,,,,,,,,,
462,PT01M37.00S,2023-12-29T03:44:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,7.440867279894875,54.90196078431373,1610612763,102,77,2023-12-29T03:44:10Z,4530000,False,-25.0,17.0,1,left,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,driving,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,
463,PT01M36.00S,2023-12-29T03:44:03.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,102,77,2023-12-29T03:44:10Z,4540000,False,,,0,,N. Jokic REBOUND (Off:0 Def:14),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Restricted Area,0-8 Center,,,462.0,14.0,14.0,0.0,,,,,,,,,,,,,
464,PT01M31.00S,2023-12-29T03:44:08.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631128,94.43166885676742,50.245098039215684,1610612743,104,77,2023-12-29T03:44:16Z,4550000,False,1.0,0.0,1,right,C. Braun running DUNK (6 PTS) (N. Jokic 10 AST),"[1631128, 203999]",1610612743.0,DEN,,Braun,C. Braun,running,Restricted Area,0-8 Center,0.12,Made,,,,,6.0,N. Jokic,203999.0,10.0,,,,,,,,,
466,PT01M20.00S,2023-12-29T03:44:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630214,24.392247043363994,10.784313725490197,1610612763,104,80,2023-12-29T03:44:25Z,4570000,False,196.0,177.0,1,left,X. Tillman 26' 3PT  (5 PTS) (M. Smart 5 AST),"[1630214, 203935]",1610612763.0,MEM,,Tillman,X. Tillman,,Above the Break 3,24+ Right Center,26.4,Made,,,,,5.0,M. Smart,203935.0,5.0,,,,,,,,,
468,PT01M06.00S,2023-12-29T03:44:36.2Z,3,REGULAR,turnover,traveling,[],202704,,,1610612743,104,80,2023-12-29T03:44:41Z,4590000,False,,,0,,R. Jackson traveling TURNOVER (3 TO),[202704],1610612743.0,DEN,1830.0,Jackson,R. Jackson,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,3.0,,
469,PT01M06.00S,2023-12-29T03:44:38.6Z,3,REGULAR,substitution,out,[],203999,,,1610612763,104,80,2023-12-29T03:44:41Z,4600000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,
470,PT01M06.00S,2023-12-29T03:44:38.6Z,3,REGULAR,substitution,in,[],201599,,,1610612763,104,80,2023-12-29T03:44:41Z,4610000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,
471,PT00M51.70S,2023-12-29T03:45:13.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612763,104,80,2023-12-29T03:45:23Z,4620000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[203200, 1628991]",1610612743.0,DEN,1628484.0,Holiday,J. Holiday,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,
473,PT00M51.70S,2023-12-29T03:45:46.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628991,,,1610612763,104,80,2023-12-29T03:45:46Z,4640000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,Missed,,,,,,,,,,,,,,,,,
474,PT00M51.70S,2023-12-29T03:45:46.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,104,80,2023-12-29T03:45:46Z,4650000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,473.0,,,,,,,,,,,,,,,,
475,PT00M51.70S,2023-12-29T03:45:47.2Z,3,REGULAR,substitution,out,[],203200,,,1610612763,104,80,2023-12-29T03:45:51Z,4660000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
476,PT00M51.70S,2023-12-29T03:45:47.2Z,3,REGULAR,substitution,in,[],1631212,,,1610612763,104,80,2023-12-29T03:45:51Z,4670000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
477,PT00M51.70S,2023-12-29T03:46:07.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628991,,,1610612763,104,81,2023-12-29T03:46:07Z,4680000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (12 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,Made,,,,,12.0,,,,,,,,,,,,
478,PT00M31.90S,2023-12-29T03:46:31.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,81.8166885676741,43.627450980392155,1610612743,104,81,2023-12-29T03:46:45Z,4690000,False,-32.0,118.0,1,right,MISS J. Strawther 12' driving floating Shot,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,driving floating,In The Paint (Non-RA),8-16 Center,12.26,Missed,,,,,,,,,,,,,,,,,
479,PT00M30.70S,2023-12-29T03:46:32.6Z,3,REGULAR,rebound,offensive,[],201599,,,1610612743,104,81,2023-12-29T03:58:01Z,4700000,False,,,0,,D. Jordan REBOUND (Off:4 Def:2),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,In The Paint (Non-RA),8-16 Center,,,478.0,6.0,2.0,4.0,,,,,,,,,,,,,
480,PT00M30.70S,2023-12-29T03:46:36.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201599,94.40999984741211,50.0,1610612743,106,81,2023-12-29T03:47:50Z,4710000,False,0.0,0.0,1,right,D. Jordan tip Layup (2 PTS),[201599],1610612743.0,DEN,,Jordan,D. Jordan,tip,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,
482,PT00M13.20S,2023-12-29T03:47:08.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631212,,,1610612763,106,81,2023-12-29T03:47:22Z,4730000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1631212, 1628991]",1610612743.0,DEN,1626302.0,Watson,P. Watson,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,
484,PT00M13.20S,2023-12-29T03:47:37.5Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,106,82,2023-12-29T03:47:37Z,4750000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (13 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,Made,,,,,13.0,,,,,,,,,,,,
485,PT00M13.20S,2023-12-29T03:47:51.8Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,106,83,2023-12-29T03:47:51Z,4760000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (14 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,Made,,,,,14.0,,,,,,,,,,,,
486,PT00M01.00S,2023-12-29T03:48:10.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,89.43823915900131,35.049019607843135,1610612743,106,83,2023-12-29T03:48:25Z,4770000,False,-75.0,47.0,1,right,MISS R. Jackson 8' driving floating Shot,[202704],1610612743.0,DEN,,Jackson,R. Jackson,driving floating,In The Paint (Non-RA),8-16 Left,8.82,Missed,,,,,,,,,,,,,,,,,
487,PT00M01.00S,2023-12-29T03:48:10.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,106,83,2023-12-29T03:48:25Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,In The Paint (Non-RA),8-16 Left,,,486.0,,,,,,,,,,,,,,,,
488,PT00M00.00S,2023-12-29T03:48:27.3Z,3,REGULAR,period,end,[],0,,,1610612743,106,83,2023-12-29T03:48:27Z,4790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,out,['startperiod'],1630214,,,1610612743,106,83,2023-12-29T03:50:54Z,4800000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,out,['startperiod'],1630533,,,1610612743,106,83,2023-12-29T03:50:54Z,4810000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,out,['startperiod'],1628991,,,1610612743,106,83,2023-12-29T03:50:54Z,4820000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612743,106,83,2023-12-29T03:50:54Z,4830000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,in,['startperiod'],1629723,,,1610612743,106,83,2023-12-29T03:50:54Z,4840000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,in,['startperiod'],1631246,,,1610612743,106,83,2023-12-29T03:50:54Z,4850000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,in,['startperiod'],202687,,,1610612743,106,83,2023-12-29T03:50:54Z,4860000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2023-12-29T03:50:40.0Z,4,REGULAR,substitution,in,['startperiod'],1631367,,,1610612743,106,83,2023-12-29T03:50:54Z,4870000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2023-12-29T03:50:58.8Z,4,REGULAR,period,start,[],0,,,1610612763,106,83,2023-12-29T03:50:58Z,4880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT11M43.00S,2023-12-29T03:51:15.2Z,4,REGULAR,3pt,Jump Shot,[],1631246,14.799605781865965,93.87254901960785,1610612763,106,83,2023-12-29T03:58:16Z,4890000,False,-219.0,87.0,1,left,MISS V. Williams Jr. pullup 3PT,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,pullup,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,
499,PT11M41.00S,2023-12-29T03:51:17.2Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,106,83,2023-12-29T03:51:19Z,4900000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,Braun,C. Braun,,Left Corner 3,24+ Left,,,498.0,1.0,1.0,0.0,,,,,,,,,,,,,
500,PT11M34.00S,2023-12-29T03:51:24.6Z,4,REGULAR,3pt,Jump Shot,[],1631212,76.5604467805519,12.5,1610612743,106,83,2023-12-29T03:51:31Z,4910000,False,-188.0,168.0,1,right,MISS P. Watson 25' 3PT,[1631212],1610612743.0,DEN,,Watson,P. Watson,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,
501,PT11M30.00S,2023-12-29T03:51:28.0Z,4,REGULAR,rebound,offensive,[],201599,,,1610612743,106,83,2023-12-29T03:51:28Z,4920000,False,,,0,,D. Jordan REBOUND (Off:5 Def:2),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Above the Break 3,24+ Left Center,,,500.0,7.0,2.0,5.0,,,,,,,,,,,,,
502,PT11M19.00S,2023-12-29T03:51:38.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,94.30026281208936,49.01960784313725,1610612743,108,83,2023-12-29T03:51:44Z,4930000,False,-5.0,1.0,1,right,D. Jordan alley-oop DUNK (4 PTS) (R. Jackson 4 AST),"[201599, 202704]",1610612743.0,DEN,,Jordan,D. Jordan,alley-oop,Restricted Area,0-8 Center,0.5,Made,,,,,4.0,R. Jackson,202704.0,4.0,,,,,,,,,
504,PT11M07.00S,2023-12-29T03:51:50.9Z,4,REGULAR,3pt,Jump Shot,[],1629723,12.565703022339028,3.1862745098039214,1610612763,108,83,2023-12-29T03:51:59Z,4950000,False,234.0,66.0,1,left,MISS J. Konchar 24' 3PT,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,
505,PT11M04.00S,2023-12-29T03:51:53.9Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,108,83,2023-12-29T03:51:59Z,4960000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Right Corner 3,24+ Right,,,504.0,3.0,2.0,1.0,,,,,,,,,,,,,
506,PT11M03.00S,2023-12-29T03:51:55.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631367,28.252299605781868,73.55238970588235,1610612763,108,86,2023-12-29T03:52:09Z,4970000,False,-118.0,213.0,1,left,J. Gilyard 24' 3PT  (3 PTS) (J. Konchar 2 AST),"[1631367, 1629723]",1610612763.0,MEM,,Gilyard,J. Gilyard,,Above the Break 3,24+ Left Center,24.35,Made,,,,,3.0,J. Konchar,1629723.0,2.0,,,,,,,,,
509,PT10M42.00S,2023-12-29T03:52:15.5Z,4,REGULAR,3pt,Jump Shot,[],1631124,71.82982917214193,13.480392156862745,1610612743,108,86,2023-12-29T03:52:22Z,4990000,False,-183.0,212.0,1,right,MISS J. Strawther 28' pullup 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,pullup,Above the Break 3,24+ Left Center,28.0,Missed,,,,,,,,,,,,,,,,,
510,PT10M39.00S,2023-12-29T03:52:18.5Z,4,REGULAR,rebound,defensive,[],202687,,,1610612763,108,86,2023-12-29T03:52:22Z,5000000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:4),[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,Above the Break 3,24+ Left Center,,,509.0,5.0,4.0,1.0,,,,,,,,,,,,,
511,PT10M38.00S,2023-12-29T03:52:21.8Z,4,REGULAR,turnover,traveling,[],202687,,,1610612763,108,86,2023-12-29T03:52:45Z,5010000,False,,,0,,B. Biyombo traveling TURNOVER (2 TO),[202687],1610612763.0,MEM,1628484.0,Biyombo,B. Biyombo,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,2.0,,
512,PT10M34.00S,2023-12-29T03:52:49.6Z,4,REGULAR,foul,personal,['2freethrow'],1631246,,,1610612743,108,86,2023-12-29T03:53:15Z,5020000,False,,,0,,V. Williams Jr. shooting personal FOUL (3 PF) (Jackson 2 FT),"[1631246, 202704]",1610612763.0,MEM,1830.0,Williams Jr.,V. Williams Jr.,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,0.0,Jackson,202704.0,,,
514,PT10M34.00S,2023-12-29T03:53:24.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202704,,,1610612743,109,86,2023-12-29T03:53:24Z,5040000,False,,,0,,R. Jackson Free Throw 1 of 2 (3 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,Made,,,,,3.0,,,,,,,,,,,,
515,PT10M34.00S,2023-12-29T03:53:47.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202704,,,1610612743,110,86,2023-12-29T03:53:47Z,5050000,False,,,0,,R. Jackson Free Throw 2 of 2 (4 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,Made,,,,,4.0,,,,,,,,,,,,
516,PT10M18.00S,2023-12-29T03:54:05.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,15.982260183968464,45.588235294117645,1610612763,110,88,2023-12-29T03:54:23Z,5060000,False,22.0,98.0,1,left,D. Roddy 10' turnaround fadeaway Jump Shot (9 PTS),[1631223],1610612763.0,MEM,,Roddy,D. Roddy,turnaround fadeaway,In The Paint (Non-RA),8-16 Center,10.02,Made,,,,,9.0,,,,,,,,,,,,
517,PT10M00.00S,2023-12-29T03:54:22.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,92.72339027595268,45.588235294117645,1610612743,112,88,2023-12-29T03:54:28Z,5070000,False,-22.0,16.0,1,right,P. Watson driving finger roll Layup (18 PTS) (D. Jordan 2 AST),"[1631212, 201599]",1610612743.0,DEN,,Watson,P. Watson,driving finger roll,Restricted Area,0-8 Center,2.72,Made,,,,,18.0,D. Jordan,201599.0,2.0,,,,,,,,,
519,PT09M49.00S,2023-12-29T03:54:35.1Z,4,REGULAR,foul,personal,['2freethrow'],201599,,,1610612763,112,88,2023-12-29T03:54:44Z,5090000,False,,,0,,D. Jordan shooting personal FOUL (2 PF) (Roddy 2 FT),"[201599, 1631223]",1610612743.0,DEN,1628484.0,Jordan,D. Jordan,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,0.0,Roddy,1631223.0,,,
521,PT09M49.00S,2023-12-29T03:55:07.2Z,4,REGULAR,freethrow,1 of 2,[],1631223,,,1610612763,112,88,2023-12-29T03:55:07Z,5110000,False,,,0,,MISS D. Roddy Free Throw 1 of 2,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Missed,,,,,,,,,,,,,,,,,
522,PT09M49.00S,2023-12-29T03:55:07.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,112,88,2023-12-29T03:55:07Z,5120000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,521.0,,,,,,,,,,,,,,,,
523,PT09M49.00S,2023-12-29T03:55:27.5Z,4,REGULAR,freethrow,2 of 2,[],1631223,,,1610612763,112,89,2023-12-29T03:55:27Z,5130000,False,,,0,,D. Roddy Free Throw 2 of 2 (10 PTS),[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Made,,,,,10.0,,,,,,,,,,,,
524,PT09M32.00S,2023-12-29T03:55:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,91.93495400788436,46.07843137254902,1610612743,114,89,2023-12-29T03:55:56Z,5140000,False,-20.0,23.0,1,right,R. Jackson driving Layup (6 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,driving,Restricted Area,0-8 Center,3.04,Made,,,,,6.0,,,,,,,,,,,,
525,PT09M16.00S,2023-12-29T03:56:02.7Z,4,REGULAR,3pt,Jump Shot,[],1631223,33.590670170827856,44.6078431372549,1610612763,114,89,2023-12-29T03:56:09Z,5150000,False,27.0,263.0,1,left,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,
526,PT09M14.00S,2023-12-29T03:56:04.7Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,114,89,2023-12-29T03:56:09Z,5160000,False,,,0,,P. Watson REBOUND (Off:0 Def:5),[1631212],1610612743.0,DEN,,Watson,P. Watson,,Above the Break 3,24+ Center,,,525.0,5.0,5.0,0.0,,,,,,,,,,,,,
