actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
177,PT08M53.00S,2022-11-06T01:41:11.0Z,2,REGULAR,3pt,Jump Shot,[],1631103,26.62614980289093,84.31372549019608,1610612759,52,31,2022-11-06T01:41:22Z,1760000,-172.0,198.0,1,left,MISS M. Branham 26' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
178,PT08M50.00S,2022-11-06T01:41:14.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,52,31,2022-11-06T01:41:22Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,177.0,,,,,,,,
179,PT08M50.00S,2022-11-06T01:41:17.7Z,2,REGULAR,substitution,out,[],1628971,,,1610612759,52,31,2022-11-06T01:41:34Z,1780000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M50.00S,2022-11-06T01:41:17.7Z,2,REGULAR,substitution,out,[],203926,,,1610612759,52,31,2022-11-06T01:41:34Z,1790000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M50.00S,2022-11-06T01:41:17.7Z,2,REGULAR,substitution,in,[],1631128,,,1610612759,52,31,2022-11-06T01:41:34Z,1800000,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M50.00S,2022-11-06T01:41:17.7Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,52,31,2022-11-06T01:41:34Z,1810000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M45.00S,2022-11-06T01:41:42.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,5.601182654402102,97.05882352941177,1610612759,52,31,2022-11-06T01:41:48Z,1820000,-235.0,0.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
184,PT08M40.00S,2022-11-06T01:41:47.1Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,52,31,2022-11-06T01:41:48Z,1830000,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,183.0,3.0,1.0,2.0,,,,,
185,PT08M40.00S,2022-11-06T01:41:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,52,33,2022-11-06T01:41:46Z,1840000,0.0,0.0,1,left,J. Poeltl tip Layup (14 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,14.0,,,,,,,,,,,,,,,,,
186,PT08M19.00S,2022-11-06T01:42:07.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,88.64980289093299,63.725490196078425,1610612743,52,33,2022-11-06T01:42:16Z,1850000,69.0,54.0,1,right,MISS B. Hyland 8' driving floating bank Shot,[1630538],1610612743.0,DEN,driving floating bank,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Right,8.74,Missed,,,,,,,,,,,,,,,,,,
187,PT08M16.00S,2022-11-06T01:42:10.6Z,2,REGULAR,rebound,offensive,[],1630538,,,1610612743,52,33,2022-11-06T01:42:16Z,1860000,,,0,,B. Hyland REBOUND (Off:1 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,186.0,2.0,1.0,1.0,,,,,
188,PT08M16.00S,2022-11-06T01:42:10.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630538,94.40999984741211,50.0,1610612743,52,33,2022-11-06T01:42:10Z,1870000,0.0,0.0,1,right,MISS B. Hyland tip Layup,[1630538],1610612743.0,DEN,tip,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
189,PT08M15.00S,2022-11-06T01:42:11.0Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,52,33,2022-11-06T01:42:11Z,1880000,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,
190,PT08M13.00S,2022-11-06T01:42:15.4Z,2,REGULAR,violation,kicked ball,[],201145,,,1610612759,52,33,2022-11-06T01:42:25Z,1890000,,,0,,J. Green kicked ball VIOLATION,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,
191,PT07M59.00S,2022-11-06T01:42:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.178055190538765,55.63725490196079,1610612759,52,35,2022-11-06T01:42:51Z,1900000,-28.0,15.0,1,left,K. Johnson Layup (7 PTS) (J. Poeltl 1 AST),"[1629640, 1627751]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.19,Made,7.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
193,PT07M37.00S,2022-11-06T01:43:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,89.43823915900131,44.36274509803921,1610612743,52,35,2022-11-06T01:43:16Z,1920000,-28.0,47.0,1,right,MISS C. Braun driving Layup - blocked,"[1631128, 1631110]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,,,Sochan,1631110.0,,,
194,PT07M37.00S,2022-11-06T01:43:09.8Z,2,REGULAR,block,,[],1631110,,,1610612743,52,35,2022-11-06T01:44:40Z,1930000,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT07M35.00S,2022-11-06T01:43:11.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,52,35,2022-11-06T01:43:16Z,1940000,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,193.0,4.0,2.0,2.0,,,,,
196,PT07M27.00S,2022-11-06T01:43:19.8Z,2,REGULAR,3pt,Jump Shot,[],1631103,28.728646517739815,22.30392156862745,1610612759,52,35,2022-11-06T01:43:26Z,1950000,138.0,218.0,1,left,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
197,PT07M25.00S,2022-11-06T01:43:22.5Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,52,35,2022-11-06T01:43:22Z,1960000,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,196.0,1.0,0.0,1.0,,,,,
198,PT07M24.00S,2022-11-06T01:43:24.7Z,2,REGULAR,foul,personal,[],1629008,,,1610612759,52,35,2022-11-06T01:44:36Z,1970000,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1631110]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1151.0,1.0,0.0,Sochan,1631110.0,,,,,,,,,
200,PT07M24.00S,2022-11-06T01:43:42.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,52,35,2022-11-06T01:43:42Z,1990000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,out,[],1629008,,,1610612759,52,35,2022-11-06T01:46:35Z,2000000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612759,52,35,2022-11-06T01:46:35Z,2010000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,out,[],201599,,,1610612759,52,35,2022-11-06T01:46:35Z,2020000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,52,35,2022-11-06T01:46:35Z,2030000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,in,[],203999,,,1610612759,52,35,2022-11-06T01:46:35Z,2040000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,in,[],203484,,,1610612759,52,35,2022-11-06T01:46:35Z,2050000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,in,[],1627750,,,1610612759,52,35,2022-11-06T01:46:35Z,2060000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M24.00S,2022-11-06T01:46:08.9Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,52,35,2022-11-06T01:46:35Z,2070000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M13.00S,2022-11-06T01:46:37.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627751,7.440867279894875,26.715686274509803,1610612759,52,35,2022-11-06T01:47:35Z,2080000,116.0,17.0,1,left,MISS J. Poeltl 11' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,11.77,Missed,,,,,,,,,,,,,,,,,,
210,PT07M11.00S,2022-11-06T01:46:39.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,52,35,2022-11-06T01:46:44Z,2090000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,
211,PT07M05.00S,2022-11-06T01:46:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,91.67214191852825,44.85294117647059,1610612743,54,35,2022-11-06T01:46:53Z,2100000,-26.0,26.0,1,right,K. Caldwell-Pope driving finger roll Layup (7 PTS) (N. Jokic 5 AST),"[203484, 203999]",1610612743.0,DEN,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,3.64,Made,7.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,,,
213,PT07M05.00S,2022-11-06T01:46:49.0Z,2,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612743,54,35,2022-11-06T01:47:03Z,2120000,,,0,,J. Sochan shooting personal FOUL (1 PF) (Caldwell-Pope 1 FT),"[1631110, 203484]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
215,PT07M05.00S,2022-11-06T01:47:17.6Z,2,REGULAR,freethrow,1 of 1,[],203484,,,1610612743,54,35,2022-11-06T01:47:22Z,2140000,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 1,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT07M00.00S,2022-11-06T01:47:22.6Z,2,REGULAR,rebound,offensive,[],201145,,,1610612743,54,35,2022-11-06T01:47:22Z,2150000,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,215.0,2.0,1.0,1.0,,,,,
217,PT07M00.00S,2022-11-06T01:47:20.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201145,94.40999984741211,50.0,1610612743,54,35,2022-11-06T01:47:24Z,2160000,0.0,0.0,1,right,MISS J. Green tip Layup,[201145],1610612743.0,DEN,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
218,PT06M58.00S,2022-11-06T01:47:22.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,54,35,2022-11-06T01:47:24Z,2170000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,217.0,5.0,3.0,2.0,,,,,
219,PT06M55.00S,2022-11-06T01:47:28.4Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,54,35,2022-11-06T01:48:08Z,2180000,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,,,,,,,,,,,1.0,,
220,PT06M55.00S,2022-11-06T01:47:30.7Z,2,REGULAR,substitution,out,[],201145,,,1610612743,54,35,2022-11-06T01:47:33Z,2190000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M55.00S,2022-11-06T01:47:30.7Z,2,REGULAR,substitution,in,[],203932,,,1610612743,54,35,2022-11-06T01:47:33Z,2200000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M43.00S,2022-11-06T01:47:52.6Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,54,35,2022-11-06T01:47:59Z,2210000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1630170]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,2.0,Vassell,1630170.0
223,PT06M43.00S,2022-11-06T01:47:52.6Z,2,REGULAR,steal,,[],1630170,,,1610612759,54,35,2022-11-06T01:47:55Z,2220000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
224,PT06M34.00S,2022-11-06T01:48:02.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,29.517082785808146,73.2843137254902,1610612759,54,35,2022-11-06T01:48:14Z,2230000,-116.0,225.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
225,PT06M30.00S,2022-11-06T01:48:04.8Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,54,35,2022-11-06T01:48:04Z,2240000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,224.0,2.0,2.0,0.0,,,,,
226,PT06M25.00S,2022-11-06T01:48:09.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631128,93.24901445466492,53.92156862745098,1610612743,56,35,2022-11-06T01:49:42Z,2250000,20.0,11.0,1,right,C. Braun running DUNK (2 PTS) (K. Caldwell-Pope 2 AST),"[1631128, 203484]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
228,PT06M10.00S,2022-11-06T01:48:28.1Z,2,REGULAR,foul,personal,[],203932,,,1610612759,56,35,2022-11-06T01:49:21Z,2270000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 1627751]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
230,PT05M59.00S,2022-11-06T01:49:01.7Z,2,REGULAR,turnover,lost ball,[],1629640,,,1610612759,56,35,2022-11-06T01:49:05Z,2290000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 203999]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0
231,PT05M59.00S,2022-11-06T01:49:01.7Z,2,REGULAR,steal,,[],203999,,,1610612743,56,35,2022-11-06T01:49:03Z,2300000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
232,PT05M50.00S,2022-11-06T01:49:10.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631128,91.80354796320631,12.009803921568627,1610612743,56,35,2022-11-06T01:49:16Z,2310000,-190.0,25.0,1,right,MISS C. Braun 19' Jump Shot,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left,19.16,Missed,,,,,,,,,,,,,,,,,,
233,PT05M48.00S,2022-11-06T01:49:12.6Z,2,REGULAR,rebound,offensive,[],1627750,,,1610612743,56,35,2022-11-06T01:49:12Z,2320000,,,0,,J. Murray REBOUND (Off:1 Def:0),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,232.0,1.0,0.0,1.0,,,,,
234,PT05M48.00S,2022-11-06T01:49:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627750,93.24901445466492,45.09803921568628,1610612743,58,35,2022-11-06T01:49:26Z,2330000,-25.0,11.0,1,right,J. Murray driving finger roll Layup (11 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.69,Made,11.0,,,,,,,,,,,,,,,,,
235,PT05M33.00S,2022-11-06T01:49:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,11.514454664914586,38.970588235294116,1610612759,58,37,2022-11-06T01:51:02Z,2340000,55.0,56.0,1,left,D. Vassell 7' driving floating Jump Shot (2 PTS) (T. Jones 4 AST),"[1630170, 1630200]",1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,7.83,Made,2.0,T. Jones,1630200.0,4.0,,,,,,,,,,,,,,
237,PT05M09.00S,2022-11-06T01:49:51.2Z,2,REGULAR,3pt,Jump Shot,[],1631128,72.35545335085413,14.215686274509803,1610612743,58,37,2022-11-06T01:49:59Z,2360000,-179.0,207.0,1,right,MISS C. Braun 27' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,,
238,PT05M07.00S,2022-11-06T01:49:53.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,58,37,2022-11-06T01:50:54Z,2370000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,237.0,,,,,,,,
239,PT05M07.00S,2022-11-06T01:49:54.8Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,58,37,2022-11-06T01:50:16Z,2380000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M07.00S,2022-11-06T01:49:54.8Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,58,37,2022-11-06T01:50:16Z,2390000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M07.00S,2022-11-06T01:49:54.8Z,2,REGULAR,substitution,in,[],203476,,,1610612759,58,37,2022-11-06T01:50:16Z,2400000,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M07.00S,2022-11-06T01:49:54.8Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,58,37,2022-11-06T01:50:16Z,2410000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M52.00S,2022-11-06T01:50:30.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,8.623521681997373,5.147058823529411,1610612759,58,40,2022-11-06T01:50:34Z,2420000,224.0,29.0,1,left,D. Vassell 3PT  (5 PTS) (K. Johnson 3 AST),"[1630170, 1629640]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.61,Made,5.0,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,,
245,PT04M39.00S,2022-11-06T01:50:43.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,66.83639947437582,46.81372549019608,1610612743,58,40,2022-11-06T01:50:50Z,2440000,-16.0,259.0,1,right,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
246,PT04M36.00S,2022-11-06T01:50:46.6Z,2,REGULAR,rebound,defensive,[],203476,,,1610612759,58,40,2022-11-06T01:50:50Z,2450000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,245.0,1.0,1.0,0.0,,,,,
247,PT04M18.00S,2022-11-06T01:51:05.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,11.383048620236531,94.6078431372549,1610612759,58,43,2022-11-06T01:51:09Z,2460000,-223.0,55.0,1,left,D. Vassell 3PT step back (8 PTS),[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,22.96,Made,8.0,,,,,,,,,,,,,,,,,
250,PT04M04.00S,2022-11-06T01:51:21.3Z,2,REGULAR,substitution,out,[],1631110,,,1610612743,58,43,2022-11-06T01:51:28Z,2490000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M04.00S,2022-11-06T01:51:21.3Z,2,REGULAR,substitution,in,[],1628966,,,1610612743,58,43,2022-11-06T01:51:28Z,2500000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M59.00S,2022-11-06T01:51:44.6Z,2,REGULAR,turnover,out-of-bounds,[],203484,,,1610612743,58,43,2022-11-06T01:51:58Z,2510000,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (2 TO),[203484],1610612743.0,DEN,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,202035.0,,,,,,,,,,,2.0,,
253,PT03M41.00S,2022-11-06T01:52:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628966,10.200394218134035,49.754901960784316,1610612759,58,45,2022-11-06T01:52:11Z,2520000,1.0,43.0,1,left,K. Bates-Diop Layup (2 PTS) (J. Richardson 2 AST),"[1628966, 1626196]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,4.34,Made,2.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,,,,
255,PT03M22.00S,2022-11-06T01:52:27.2Z,2,REGULAR,foul,personal,[],203476,,,1610612743,58,45,2022-11-06T01:52:40Z,2540000,,,0,,G. Dieng personal FOUL (1 PF),"[203476, 1627750]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Mid-Range,16-24 Right,,,,,,,202049.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
257,PT03M22.00S,2022-11-06T01:52:33.1Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,58,45,2022-11-06T01:52:37Z,2560000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M22.00S,2022-11-06T01:52:33.1Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,58,45,2022-11-06T01:52:37Z,2570000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M17.00S,2022-11-06T01:52:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.51182654402102,53.18627450980392,1610612743,60,45,2022-11-06T01:53:01Z,2580000,16.0,8.0,1,right,A. Gordon cutting Layup (4 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.8,Made,4.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,
261,PT03M05.00S,2022-11-06T01:53:07.7Z,2,REGULAR,foul,personal,[],203484,,,1610612759,60,45,2022-11-06T01:53:33Z,2600000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 203476]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202049.0,1.0,0.0,Dieng,203476.0,,,,,,,,,
