actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT05M41.00S,2022-10-29T01:52:15.8Z,2,REGULAR,3pt,Jump Shot,[],1630534,94.69448094612353,95.83333333333334,1610612762,57,39,2022-10-29T01:52:23Z,2510000,229.0,-3.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
257,PT05M37.00S,2022-10-29T01:52:19.8Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,57,39,2022-10-29T01:52:23Z,2520000,,,0,,J. Green REBOUND (Off:1 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,256.0,3.0,2.0,1.0,,,,,,,,,,,,
258,PT05M32.00S,2022-10-29T01:52:29.6Z,2,REGULAR,foul,personal,[],203903,,,1610612743,57,39,2022-10-29T01:52:40Z,2530000,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 201145]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,29031.0,1.0,0.0,Green,201145.0
260,PT05M32.00S,2022-10-29T01:52:38.9Z,2,REGULAR,substitution,out,[],1629008,,,1610612743,57,39,2022-10-29T01:52:54Z,2550000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M32.00S,2022-10-29T01:52:38.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,57,39,2022-10-29T01:52:54Z,2560000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M32.00S,2022-10-29T01:52:38.9Z,2,REGULAR,substitution,out,[],201145,,,1610612743,57,39,2022-10-29T01:52:54Z,2570000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M32.00S,2022-10-29T01:52:38.9Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,57,39,2022-10-29T01:52:54Z,2580000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M32.00S,2022-10-29T01:52:38.9Z,2,REGULAR,substitution,in,[],203932,,,1610612743,57,39,2022-10-29T01:52:54Z,2590000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M32.00S,2022-10-29T01:52:38.9Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,57,39,2022-10-29T01:52:54Z,2600000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M22.00S,2022-10-29T01:53:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,18.084756898817346,37.99019607843137,1610612743,57,39,2022-10-29T01:53:56Z,2610000,60.0,117.0,1,left,MISS J. Murray 13' turnaround Shot,[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.19,Missed,,,,,,,,,,,,,,,,,,
267,PT05M22.00S,2022-10-29T01:53:11.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,57,39,2022-10-29T01:53:56Z,2620000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,266.0,,,,,,,,,,,,,,,
269,PT05M05.00S,2022-10-29T01:53:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,91.80354796320631,46.568627450980394,1610612762,57,41,2022-10-29T01:53:41Z,2640000,-17.0,25.0,1,right,O. Agbaji cutting Layup (4 PTS) (T. Horton-Tucker 2 AST),"[1630534, 1629659]",1610612762.0,UTA,cutting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,4.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,
271,PT04M56.00S,2022-10-29T01:53:44.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203903,,,1610612743,57,41,2022-10-29T01:53:52Z,2660000,,,0,,J. Clarkson personal FOUL (2 PF) (Gordon 2 FT),"[203903, 203932]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Gordon,203932.0
273,PT04M56.00S,2022-10-29T01:54:18.0Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,57,41,2022-10-29T01:55:18Z,2680000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
274,PT04M56.00S,2022-10-29T01:54:18.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,57,41,2022-10-29T01:55:18Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,
275,PT04M56.00S,2022-10-29T01:54:18.0Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,57,41,2022-10-29T01:55:18Z,2700000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT04M54.00S,2022-10-29T01:54:20.0Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,57,41,2022-10-29T01:55:18Z,2710000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,275.0,3.0,2.0,1.0,,,,,,,,,,,,
277,PT04M31.00S,2022-10-29T01:55:02.2Z,2,REGULAR,foul,personal,['3freethrow'],1631128,,,1610612762,57,41,2022-10-29T01:55:13Z,2720000,,,0,,C. Braun shooting personal FOUL (1 PF) (Clarkson 3 FT),"[1631128, 203903]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Clarkson,203903.0
279,PT04M31.00S,2022-10-29T01:55:33.1Z,2,REGULAR,freethrow,1 of 3,[],203903,,,1610612762,57,42,2022-10-29T01:55:33Z,2740000,,,0,,J. Clarkson Free Throw 1 of 3 (1 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
280,PT04M31.00S,2022-10-29T01:55:53.6Z,2,REGULAR,freethrow,2 of 3,[],203903,,,1610612762,57,43,2022-10-29T01:55:53Z,2750000,,,0,,J. Clarkson Free Throw 2 of 3 (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
281,PT04M31.00S,2022-10-29T01:56:08.1Z,2,REGULAR,freethrow,3 of 3,[],203903,,,1610612762,57,44,2022-10-29T01:56:08Z,2760000,,,0,,J. Clarkson Free Throw 3 of 3 (3 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
282,PT04M18.00S,2022-10-29T01:56:22.8Z,2,REGULAR,2pt,Jump Shot,[],203999,9.280551905387648,16.176470588235293,1610612743,59,44,2022-10-29T01:56:28Z,2770000,169.0,35.0,1,left,N. Jokic 17' Jump Shot (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right,17.26,Made,,,,,,,7.0,,,,,,,,,,,
284,PT04M00.00S,2022-10-29T01:56:40.6Z,2,REGULAR,3pt,Jump Shot,[],1628374,68.9388961892247,21.07843137254902,1610612762,59,44,2022-10-29T01:56:46Z,2790000,-145.0,239.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.98,Missed,,,,,,,,,,,,,,,,,,
285,PT03M57.00S,2022-10-29T01:56:43.6Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,59,44,2022-10-29T01:56:46Z,2800000,,,0,,C. Braun REBOUND (Off:2 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,284.0,6.0,4.0,2.0,,,,,,,,,,,,
286,PT03M51.00S,2022-10-29T01:56:49.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,7.835085413929041,44.6078431372549,1610612743,61,44,2022-10-29T01:56:58Z,2810000,27.0,21.0,1,left,C. Braun running Layup (7 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.43,Made,,,,,,,7.0,,,,,,,,,,,
287,PT03M23.00S,2022-10-29T01:57:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.24901445466492,55.14705882352941,1610612762,61,46,2022-10-29T01:57:25Z,2820000,26.0,11.0,1,right,T. Horton-Tucker driving finger roll Layup (6 PTS),[1629659],1610612762.0,UTA,driving finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,6.0,,,,,,,,,,,
288,PT03M08.00S,2022-10-29T01:57:32.2Z,2,REGULAR,3pt,Jump Shot,[],1628971,29.517082785808146,73.0392156862745,1610612743,61,46,2022-10-29T01:57:35Z,2830000,-115.0,225.0,1,left,MISS B. Brown 25' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
289,PT03M07.00S,2022-10-29T01:57:33.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,61,46,2022-10-29T01:57:35Z,2840000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,,
290,PT02M56.00S,2022-10-29T01:57:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.9862023653088,44.11764705882353,1610612762,61,48,2022-10-29T01:57:54Z,2850000,-29.0,13.0,1,right,L. Markkanen cutting Layup (11 PTS) (L. Bolmaro 1 AST),"[1628374, 1630195]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,11.0,L. Bolmaro,1630195.0,1.0,,,,,,,,
292,PT02M56.00S,2022-10-29T01:57:50.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,61,48,2022-10-29T01:57:50Z,2870000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M56.00S,2022-10-29T02:00:02.3Z,2,REGULAR,substitution,out,[],1629659,,,1610612743,61,48,2022-10-29T02:00:27Z,2880000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M56.00S,2022-10-29T02:00:02.3Z,2,REGULAR,substitution,out,[],1630534,,,1610612743,61,48,2022-10-29T02:00:27Z,2890000,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M56.00S,2022-10-29T02:00:02.3Z,2,REGULAR,substitution,in,[],201144,,,1610612743,61,48,2022-10-29T02:00:27Z,2900000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M56.00S,2022-10-29T02:00:02.3Z,2,REGULAR,substitution,in,[],203482,,,1610612743,61,48,2022-10-29T02:00:27Z,2910000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M33.00S,2022-10-29T02:00:59.6Z,2,REGULAR,3pt,Jump Shot,[],1628971,13.87976346911958,96.07843137254902,1610612743,61,48,2022-10-29T02:01:05Z,2920000,-230.0,78.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,24.32,Missed,,,,,,,,,,,,,,,,,,
298,PT02M31.00S,2022-10-29T02:01:01.6Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,61,48,2022-10-29T02:01:05Z,2930000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,
299,PT02M14.00S,2022-10-29T02:01:21.7Z,2,REGULAR,foul,offensive,['inpenalty'],1628374,,,1610612762,61,48,2022-10-29T02:01:29Z,2940000,,,0,,L. Markkanen offensive FOUL (2 PF),"[1628374, 1627750]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Murray,1627750.0
301,PT02M14.00S,2022-10-29T02:01:21.7Z,2,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,61,48,2022-10-29T02:01:29Z,2960000,,,0,,L. Markkanen offensive foul TURNOVER (1 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,1148.0,,,,
302,PT02M14.00S,2022-10-29T02:01:32.8Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,61,48,2022-10-29T02:01:35Z,2970000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M14.00S,2022-10-29T02:01:32.8Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,61,48,2022-10-29T02:01:35Z,2980000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M58.00S,2022-10-29T02:01:55.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203999,28.465834428383708,23.284313725490197,1610612743,61,48,2022-10-29T02:02:01Z,2990000,134.0,215.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
305,PT01M55.00S,2022-10-29T02:01:58.9Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,61,48,2022-10-29T02:02:01Z,3000000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,304.0,4.0,4.0,0.0,,,,,,,,,,,,
306,PT01M55.00S,2022-10-29T02:02:00.2Z,2,REGULAR,foul,personal,[],1629008,,,1610612762,61,48,2022-10-29T02:02:34Z,3010000,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1628374]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Markkanen,1628374.0
308,PT01M40.00S,2022-10-29T02:02:31.4Z,2,REGULAR,turnover,out-of-bounds,[],1628374,,,1610612762,61,48,2022-10-29T02:02:40Z,3030000,,,0,,L. Markkanen bad pass out-of-bounds TURNOVER (2 TO),[1628374],1610612762.0,UTA,bad pass,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,1148.0,,,,
310,PT01M25.00S,2022-10-29T02:02:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,7.178055190538765,56.372549019607845,1610612743,61,48,2022-10-29T02:02:57Z,3050000,-32.0,15.0,1,left,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
311,PT01M21.00S,2022-10-29T02:02:55.6Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,61,48,2022-10-29T02:04:20Z,3060000,,,0,,J. Clarkson REBOUND (Off:0 Def:5),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,310.0,5.0,5.0,0.0,,,,,,,,,,,,
314,PT01M19.00S,2022-10-29T02:02:59.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203903,90.48948751642575,60.5392156862745,1610612762,61,48,2022-10-29T02:03:11Z,3090000,53.0,37.0,1,right,MISS J. Clarkson 6' running Layup - blocked,"[203903, 203932]",1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,Gordon,203932.0,,,,,,,,,,,,,,,,
315,PT01M19.00S,2022-10-29T02:02:59.0Z,2,REGULAR,block,,[],203932,,,1610612762,61,48,2022-10-29T02:03:01Z,3100000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT01M19.00S,2022-10-29T02:02:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,61,48,2022-10-29T02:03:07Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,314.0,,,,,,,,,,,,,,,
318,PT01M12.00S,2022-10-29T02:03:23.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203482,83.26215505913272,78.43137254901961,1610612762,61,48,2022-10-29T02:03:28Z,3130000,142.0,105.0,1,right,MISS K. Olynyk 17' step back Shot,[203482],1610612762.0,UTA,step back,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right,17.66,Missed,,,,,,,,,,,,,,,,,,
319,PT01M10.00S,2022-10-29T02:03:25.0Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,61,48,2022-10-29T02:03:28Z,3140000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,318.0,8.0,7.0,1.0,,,,,,,,,,,,
320,PT01M05.00S,2022-10-29T02:03:33.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612743,61,48,2022-10-29T02:03:51Z,3150000,,,0,,K. Olynyk personal FOUL (3 PF) (Jokic 2 FT),"[203482, 203999]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,29031.0,3.0,0.0,Jokic,203999.0
322,PT01M05.00S,2022-10-29T02:04:00.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203999,,,1610612743,62,48,2022-10-29T02:04:00Z,3170000,,,0,,N. Jokic Free Throw 1 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
323,PT01M05.00S,2022-10-29T02:04:02.0Z,2,REGULAR,substitution,out,[],203482,,,1610612743,62,48,2022-10-29T02:04:06Z,3180000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M05.00S,2022-10-29T02:04:02.0Z,2,REGULAR,substitution,in,[],1629020,,,1610612743,62,48,2022-10-29T02:04:06Z,3190000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M05.00S,2022-10-29T02:04:20.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203999,,,1610612743,62,48,2022-10-29T02:04:20Z,3200000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT01M02.00S,2022-10-29T02:04:22.5Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,62,48,2022-10-29T02:04:22Z,3210000,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,325.0,5.0,5.0,0.0,,,,,,,,,,,,
327,PT00M48.10S,2022-10-29T02:04:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.46057818659659,44.36274509803921,1610612762,62,50,2022-10-29T02:04:43Z,3220000,-28.0,18.0,1,right,J. Clarkson driving Layup (5 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.37,Made,,,,,,,5.0,,,,,,,,,,,
328,PT00M35.90S,2022-10-29T02:04:54.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203903,,,1610612743,62,50,2022-10-29T02:05:12Z,3230000,,,0,,J. Clarkson personal FOUL (3 PF) (Murray 2 FT),"[203903, 1627750]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Murray,1627750.0
330,PT00M35.90S,2022-10-29T02:05:20.4Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,63,50,2022-10-29T02:05:39Z,3250000,,,0,,J. Murray Free Throw 1 of 2 (5 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
331,PT00M35.90S,2022-10-29T02:05:20.4Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,63,50,2022-10-29T02:05:39Z,3260000,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
332,PT00M34.10S,2022-10-29T02:05:22.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,63,50,2022-10-29T02:05:39Z,3270000,,,0,,L. Markkanen REBOUND (Off:0 Def:6),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,331.0,6.0,6.0,0.0,,,,,,,,,,,,
333,PT00M12.00S,2022-10-29T02:06:00.9Z,2,REGULAR,3pt,Jump Shot,[],203903,91.5407358738502,4.411764705882353,1610612762,63,50,2022-10-29T02:10:23Z,3280000,-228.0,27.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
334,PT00M11.90S,2022-10-29T02:06:01.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,63,50,2022-10-29T02:06:38Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Left Corner 3,24+ Left,,,,,333.0,,,,,,,,,,,,,,,
335,PT00M11.90S,2022-10-29T02:06:04.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612762,63,50,2022-10-29T02:06:14Z,3300000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,29031.0,,,,
336,PT00M11.90S,2022-10-29T02:06:13.3Z,2,REGULAR,substitution,out,[],203903,,,1610612743,63,50,2022-10-29T02:06:23Z,3310000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M11.90S,2022-10-29T02:06:13.3Z,2,REGULAR,substitution,in,[],1630534,,,1610612743,63,50,2022-10-29T02:06:23Z,3320000,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2022-10-29T02:06:47.0Z,2,REGULAR,period,end,[],0,,,1610612743,63,50,2022-10-29T02:06:47Z,3330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-29T02:21:36.6Z,3,REGULAR,substitution,out,['startperiod'],1630195,,,1610612743,63,50,2022-10-29T02:21:56Z,3350000,,,0,,SUB out: L. Bolmaro,[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-10-29T02:21:36.6Z,3,REGULAR,substitution,out,['startperiod'],1630534,,,1610612743,63,50,2022-10-29T02:21:56Z,3360000,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-29T02:21:36.6Z,3,REGULAR,substitution,in,['startperiod'],203903,,,1610612743,63,50,2022-10-29T02:21:56Z,3370000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-10-29T02:21:36.6Z,3,REGULAR,substitution,in,['startperiod'],203482,,,1610612743,63,50,2022-10-29T02:21:56Z,3380000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-10-29T02:21:52.7Z,3,REGULAR,period,start,[],0,,,1610612762,63,50,2022-10-29T02:21:56Z,3390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M36.00S,2022-10-29T02:22:16.1Z,3,REGULAR,3pt,Jump Shot,[],203903,30.436925098554536,26.47058823529412,1610612762,63,50,2022-10-29T02:22:24Z,3400000,118.0,234.0,1,left,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
346,PT11M34.00S,2022-10-29T02:22:18.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,63,50,2022-10-29T02:22:24Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,345.0,,,,,,,,,,,,,,,
