actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
168,PT10M20.00S,2022-11-23T02:38:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,9.937582128777924,44.11764705882353,1610612765,34,30,2022-11-23T02:38:11Z,1620000,False,29.0,41.0,1,left,MISS C. Joseph driving Layup - blocked,"[202709, 201599]",1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,Jordan,201599.0,,
169,PT10M20.00S,2022-11-23T02:38:03.7Z,2,REGULAR,block,,[],201599,,,1610612765,34,30,2022-11-23T02:38:06Z,1630000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT10M19.00S,2022-11-23T02:38:04.7Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,34,30,2022-11-23T02:46:26Z,1640000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,168.0,5.0,2.0,3.0,,,,,,,,
171,PT10M19.00S,2022-11-23T02:38:09.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,34,32,2022-11-23T02:46:32Z,1650000,False,0.0,0.0,1,left,J. Duren tip DUNK (4 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
172,PT10M14.00S,2022-11-23T02:38:14.7Z,2,REGULAR,foul,offensive,[],1630192,,,1610612743,34,32,2022-11-23T02:38:25Z,1660000,False,,,0,,Z. Nnaji offensive FOUL (1 PF),"[1630192, 1628977]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Right Center,,,,1627524.0,,,,,,,,,1.0,0.0,Diallo,1628977.0,,,,
174,PT10M14.00S,2022-11-23T02:38:14.7Z,2,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,34,32,2022-11-23T02:38:14Z,1680000,False,,,0,,Z. Nnaji offensive foul TURNOVER (1 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Right Center,,,,1627524.0,1.0,,,,,,,,,,,,,,,
175,PT10M01.00S,2022-11-23T02:38:37.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202692,32.013797634691194,55.63725490196079,1610612765,34,35,2022-11-23T02:38:42Z,1690000,False,-28.0,248.0,1,left,A. Burks 25' 3PT pullup (5 PTS),[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,25.0,Made,5.0,,,,,,,,,,,,,,,,,
176,PT09M38.00S,2022-11-23T02:39:04.1Z,2,REGULAR,foul,personal,[],1628977,,,1610612743,34,35,2022-11-23T02:39:27Z,1700000,False,,,0,,H. Diallo personal FOUL (1 PF),"[1628977, 1630538]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,,1627524.0,,,,,,,,,1.0,0.0,Hyland,1630538.0,,,,
178,PT09M29.00S,2022-11-23T02:39:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,91.40932982917214,62.5,1610612743,34,35,2022-11-23T02:47:49Z,1720000,False,62.0,28.0,1,right,MISS B. Brown 6' floating Shot,[1628971],1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,,,,,,
179,PT09M27.00S,2022-11-23T02:39:37.0Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,34,35,2022-11-23T02:39:41Z,1730000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,178.0,6.0,3.0,3.0,,,,,,,,
180,PT09M09.00S,2022-11-23T02:39:55.3Z,2,REGULAR,3pt,Jump Shot,[],1628995,24.392247043363994,12.745098039215685,1610612765,34,38,2022-11-23T02:40:00Z,1740000,False,186.0,177.0,1,left,K. Knox II 25' 3PT  (5 PTS) (C. Joseph 1 AST),"[1628995, 202709]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,25.68,Made,5.0,,,C. Joseph,202709.0,1.0,,,,,,,,,,,,
182,PT08M50.00S,2022-11-23T02:40:17.3Z,2,REGULAR,foul,offensive,[],201599,,,1610612743,34,38,2022-11-23T02:40:24Z,1760000,False,,,0,,D. Jordan offensive FOUL (2 PF),"[201599, 202709]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,203177.0,,,,,,,,,2.0,0.0,Joseph,202709.0,,,,
184,PT08M50.00S,2022-11-23T02:40:17.3Z,2,REGULAR,turnover,offensive foul,[],201599,,,1610612743,34,38,2022-11-23T02:40:17Z,1780000,False,,,0,,D. Jordan offensive foul TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,203177.0,1.0,,,,,,,,,,,,,,,
185,PT08M34.00S,2022-11-23T02:40:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202692,6.652431011826544,45.09803921568628,1610612765,34,40,2022-11-23T02:40:53Z,1790000,False,25.0,10.0,1,left,A. Burks cutting Layup (7 PTS) (J. Duren 2 AST),"[202692, 1631105]",1610612765.0,DET,cutting,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,2.65,Made,7.0,,,J. Duren,1631105.0,2.0,,,,,,,,,,,,
187,PT08M34.00S,2022-11-23T02:40:52.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,34,40,2022-11-23T02:40:52Z,1810000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M34.00S,2022-11-23T02:43:07.3Z,2,REGULAR,substitution,out,[],201599,,,1610612743,34,40,2022-11-23T02:43:35Z,1820000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M34.00S,2022-11-23T02:43:07.3Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,34,40,2022-11-23T02:43:35Z,1830000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M34.00S,2022-11-23T02:43:07.3Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,34,40,2022-11-23T02:43:35Z,1840000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M34.00S,2022-11-23T02:43:07.3Z,2,REGULAR,substitution,in,[],203999,,,1610612743,34,40,2022-11-23T02:43:35Z,1850000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M22.00S,2022-11-23T02:43:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.07293035479631,50.73529411764706,1610612743,36,40,2022-11-23T02:48:55Z,1860000,False,4.0,69.0,1,right,N. Jokic 6' floating Jump Shot (8 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,8.0,,,J. Murray,1627750.0,2.0,,,,,,,,,,,,
194,PT08M22.00S,2022-11-23T02:43:54.2Z,2,REGULAR,foul,personal,['1freethrow'],202709,,,1610612743,36,40,2022-11-23T02:44:05Z,1880000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (Jokic 1 FT),"[202709, 203999]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,
196,PT08M22.00S,2022-11-23T02:44:15.4Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,36,40,2022-11-23T02:44:15Z,1900000,False,,,0,,MISS N. Jokic Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT08M20.00S,2022-11-23T02:44:16.2Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612765,36,40,2022-11-23T02:44:16Z,1910000,False,,,0,,K. Knox II REBOUND (Off:1 Def:2),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,
198,PT08M04.00S,2022-11-23T02:44:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,19.398817345597898,63.970588235294116,1610612765,36,40,2022-11-23T02:44:37Z,1920000,False,-70.0,130.0,1,left,MISS A. Burks 14' Jump Shot,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,14.74,Missed,,,,,,,,,,,,,,,,,,
199,PT08M00.00S,2022-11-23T02:44:36.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,36,40,2022-11-23T02:44:37Z,1930000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,
200,PT07M56.00S,2022-11-23T02:44:42.0Z,2,REGULAR,foul,personal,[],1631105,,,1610612743,36,40,2022-11-23T02:45:03Z,1940000,False,,,0,,J. Duren personal FOUL (1 PF),"[1631105, 1630192]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,,203177.0,,,,,,,,,1.0,0.0,Nnaji,1630192.0,,,,
202,PT07M49.00S,2022-11-23T02:45:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,54.65686274509803,1610612743,38,40,2022-11-23T02:45:17Z,1960000,False,23.0,17.0,1,right,N. Jokic cutting Layup (10 PTS) (B. Brown 2 AST),"[203999, 1628971]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.89,Made,10.0,,,B. Brown,1628971.0,2.0,,,,,,,,,,,,
204,PT07M40.00S,2022-11-23T02:45:25.0Z,2,REGULAR,turnover,out-of-bounds,[],202692,,,1610612765,38,40,2022-11-23T02:45:29Z,1980000,False,,,0,,A. Burks bad pass out-of-bounds TURNOVER (1 TO),[202692],1610612765.0,DET,bad pass,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,1.0,,,,,,,,,,,,,,,
205,PT07M26.00S,2022-11-23T02:45:46.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,74.06373193166885,83.82352941176471,1610612743,38,40,2022-11-23T02:45:51Z,1990000,False,169.0,191.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
206,PT07M23.00S,2022-11-23T02:45:49.6Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,38,40,2022-11-23T02:45:51Z,2000000,False,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,205.0,4.0,3.0,1.0,,,,,,,,
207,PT07M20.00S,2022-11-23T02:45:52.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628971,92.46057818659659,49.01960784313725,1610612743,40,40,2022-11-23T02:45:59Z,2010000,False,-5.0,18.0,1,right,B. Brown cutting DUNK (9 PTS) (N. Jokic 5 AST),"[1628971, 203999]",1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.9,Made,9.0,,,N. Jokic,203999.0,5.0,,,,,,,,,,,,
209,PT07M11.00S,2022-11-23T02:46:06.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,40,40,2022-11-23T02:46:06Z,2030000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M11.00S,2022-11-23T02:48:34.1Z,2,REGULAR,substitution,out,[],202692,,,1610612765,40,40,2022-11-23T02:49:04Z,2040000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M11.00S,2022-11-23T02:48:34.1Z,2,REGULAR,substitution,out,[],1628977,,,1610612765,40,40,2022-11-23T02:49:04Z,2050000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M11.00S,2022-11-23T02:48:34.1Z,2,REGULAR,substitution,out,[],202709,,,1610612765,40,40,2022-11-23T02:49:04Z,2060000,False,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M11.00S,2022-11-23T02:48:34.1Z,2,REGULAR,substitution,in,[],202711,,,1610612765,40,40,2022-11-23T02:49:04Z,2070000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M11.00S,2022-11-23T02:48:34.1Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,40,40,2022-11-23T02:49:04Z,2080000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M11.00S,2022-11-23T02:48:34.1Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,40,40,2022-11-23T02:49:04Z,2090000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M55.00S,2022-11-23T02:49:24.6Z,2,REGULAR,3pt,Jump Shot,[],1630165,29.122864651773984,71.07843137254902,1610612765,40,40,2022-11-23T02:49:29Z,2100000,False,-105.0,221.0,1,left,MISS K. Hayes 24' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
217,PT06M51.00S,2022-11-23T02:49:28.6Z,2,REGULAR,rebound,offensive,[],202711,,,1610612765,40,40,2022-11-23T02:49:29Z,2110000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,216.0,3.0,2.0,1.0,,,,,,,,
218,PT06M43.00S,2022-11-23T02:49:36.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630165,17.16491458607096,44.85294117647059,1610612765,40,42,2022-11-23T02:49:41Z,2120000,False,26.0,109.0,1,left,K. Hayes 11' Jump Shot (5 PTS) (B. Bogdanovic 2 AST),"[1630165, 202711]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,11.19,Made,5.0,,,B. Bogdanovic,202711.0,2.0,,,,,,,,,,,,
220,PT06M28.00S,2022-11-23T02:49:51.5Z,2,REGULAR,3pt,Jump Shot,[],1627750,91.93495400788436,3.6764705882352944,1610612743,40,42,2022-11-23T02:49:55Z,2140000,False,-232.0,23.0,1,right,MISS J. Murray 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
221,PT06M25.00S,2022-11-23T02:49:54.5Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,40,42,2022-11-23T02:49:55Z,2150000,False,,,0,,J. Ivey REBOUND (Off:0 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,,,,,,,220.0,3.0,3.0,0.0,,,,,,,,
222,PT06M22.00S,2022-11-23T02:49:58.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628995,7.30946123521682,48.77450980392157,1610612765,40,44,2022-11-23T02:50:04Z,2160000,False,6.0,16.0,1,left,K. Knox II running DUNK (7 PTS) (J. Ivey 3 AST),"[1628995, 1631093]",1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,1.73,Made,7.0,,,J. Ivey,1631093.0,3.0,,,,,,,,,,,,
224,PT06M14.00S,2022-11-23T02:50:05.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,69.72733245729303,19.362745098039216,1610612743,40,44,2022-11-23T02:51:33Z,2180000,False,-153.0,232.0,1,right,MISS B. Hyland 27' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,,
225,PT06M12.00S,2022-11-23T02:50:07.5Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,40,44,2022-11-23T02:50:13Z,2190000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:3),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,224.0,4.0,3.0,1.0,,,,,,,,
226,PT06M02.00S,2022-11-23T02:50:18.0Z,2,REGULAR,3pt,Jump Shot,[],1631093,32.013797634691194,28.676470588235293,1610612765,40,47,2022-11-23T02:50:22Z,2200000,False,107.0,248.0,1,left,J. Ivey 27' 3PT  (5 PTS) (K. Hayes 3 AST),"[1631093, 1630165]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,27.03,Made,5.0,,,K. Hayes,1630165.0,3.0,,,,,,,,,,,,
228,PT05M39.00S,2022-11-23T02:50:40.1Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,40,47,2022-11-23T02:50:43Z,2220000,False,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 1631093]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,2.0,,,,,,,,,,,,,,Ivey,1631093.0
229,PT05M39.00S,2022-11-23T02:50:40.1Z,2,REGULAR,steal,,[],1631093,,,1610612765,40,47,2022-11-23T02:51:44Z,2230000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
230,PT05M35.00S,2022-11-23T02:50:46.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628995,5.995400788436268,54.90196078431373,1610612765,40,49,2022-11-23T02:50:51Z,2240000,False,-25.0,4.0,1,left,K. Knox II running Layup (9 PTS) (J. Ivey 4 AST),"[1628995, 1631093]",1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,2.48,Made,9.0,,,J. Ivey,1631093.0,4.0,,,,,,,,,,,,
232,PT05M35.00S,2022-11-23T02:50:50.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,40,49,2022-11-23T02:50:50Z,2260000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M35.00S,2022-11-23T02:51:55.1Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,40,49,2022-11-23T02:52:12Z,2270000,False,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M35.00S,2022-11-23T02:51:55.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,40,49,2022-11-23T02:52:12Z,2280000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M35.00S,2022-11-23T02:51:55.1Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,40,49,2022-11-23T02:52:12Z,2290000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M35.00S,2022-11-23T02:51:55.1Z,2,REGULAR,substitution,in,[],203484,,,1610612743,40,49,2022-11-23T02:52:12Z,2300000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M35.00S,2022-11-23T02:51:55.1Z,2,REGULAR,substitution,in,[],203932,,,1610612743,40,49,2022-11-23T02:52:12Z,2310000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M35.00S,2022-11-23T02:51:55.1Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,40,49,2022-11-23T02:52:12Z,2320000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M21.00S,2022-11-23T02:52:32.1Z,2,REGULAR,foul,personal,[],1631105,,,1610612743,40,49,2022-11-23T02:52:37Z,2330000,False,,,0,,J. Duren personal FOUL (2 PF),"[1631105, 203999]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,,,,203177.0,,,,,,,,,2.0,0.0,Jokic,203999.0,,,,
241,PT05M15.00S,2022-11-23T02:52:53.6Z,2,REGULAR,2pt,Jump Shot,[],1627750,90.22667542706965,18.872549019607842,1610612743,40,49,2022-11-23T02:52:58Z,2350000,False,-156.0,39.0,1,right,MISS J. Murray 16' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,16.05,Missed,,,,,,,,,,,,,,,,,,
242,PT05M14.00S,2022-11-23T02:52:58.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,40,49,2022-11-23T02:52:58Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,241.0,,,,,,,,,,,
243,PT05M14.00S,2022-11-23T02:52:58.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628995,,,1610612743,40,49,2022-11-23T02:53:17Z,2370000,False,,,0,,K. Knox II loose ball personal FOUL (1 PF) (Jokic 2 FT),"[1628995, 203999]",1610612765.0,DET,loose ball,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Left,,,,1627524.0,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,
245,PT05M14.00S,2022-11-23T02:53:27.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,41,49,2022-11-23T02:53:56Z,2390000,False,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
246,PT05M14.00S,2022-11-23T02:53:27.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,41,49,2022-11-23T02:53:56Z,2400000,False,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
247,PT05M11.00S,2022-11-23T02:53:30.6Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612765,41,49,2022-11-23T02:53:56Z,2410000,False,,,0,,K. Knox II REBOUND (Off:1 Def:3),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,246.0,4.0,3.0,1.0,,,,,,,,
248,PT04M57.00S,2022-11-23T02:54:11.9Z,2,REGULAR,foul,offensive,['inpenalty'],1628995,,,1610612765,41,49,2022-11-23T02:54:20Z,2420000,False,,,0,,K. Knox II charge offensive FOUL (2 PF),"[1628995, 203999]",1610612765.0,DET,charge,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,,,,203177.0,,,,,,,,,2.0,0.0,Jokic,203999.0,,,,
250,PT04M57.00S,2022-11-23T02:54:11.9Z,2,REGULAR,turnover,offensive foul,[],1628995,,,1610612765,41,49,2022-11-23T02:54:11Z,2440000,False,,,0,,K. Knox II offensive foul TURNOVER (1 TO),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,,,,203177.0,1.0,,,,,,,,,,,,,,,
251,PT04M45.00S,2022-11-23T02:54:43.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203484,84.44480946123521,51.71568627450981,1610612743,41,49,2022-11-23T02:54:52Z,2450000,False,9.0,94.0,1,right,MISS K. Caldwell-Pope 9' driving floating Shot,[203484],1610612743.0,DEN,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,9.41,Missed,,,,,,,,,,,,,,,,,,
252,PT04M44.00S,2022-11-23T02:54:44.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,41,49,2022-11-23T02:54:52Z,2460000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,251.0,,,,,,,,,,,
253,PT04M44.00S,2022-11-23T02:54:50.6Z,2,REGULAR,foul,personal,[],203484,,,1610612765,41,49,2022-11-23T02:54:56Z,2470000,False,,,0,,K. Caldwell-Pope loose ball personal FOUL (1 PF),"[203484, 202711]",1610612743.0,DEN,loose ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,,,,,,,,,1.0,0.0,Bogdanovic,202711.0,,,,
255,PT04M44.00S,2022-11-23T02:54:56.1Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,41,49,2022-11-23T02:55:05Z,2490000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
