actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT00M00.00S,2023-03-04T03:41:37.3Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,28,27,2023-03-04T03:41:48Z,1720000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,
174,PT00M00.00S,2023-03-04T03:41:47.1Z,1,REGULAR,period,end,[],0,,,1610612763,28,27,2023-03-04T03:41:47Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-03-04T03:44:35.2Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,28,27,2023-03-04T03:45:00Z,1740000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-03-04T03:44:35.2Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612763,28,27,2023-03-04T03:45:00Z,1750000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-03-04T03:44:35.2Z,2,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,28,27,2023-03-04T03:45:00Z,1760000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-03-04T03:44:35.2Z,2,REGULAR,substitution,in,['startperiod'],1630583,,,1610612763,28,27,2023-03-04T03:45:00Z,1770000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-03-04T03:45:27.1Z,2,REGULAR,period,start,[],0,,,1610612763,28,27,2023-03-04T03:45:27Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M42.00S,2023-03-04T03:45:44.9Z,2,REGULAR,3pt,Jump Shot,[],1628991,70.51576872536137,78.67647058823529,1610612763,28,27,2023-03-04T03:45:50Z,1790000,False,143.0,225.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
182,PT11M38.00S,2023-03-04T03:45:48.9Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,28,27,2023-03-04T03:45:50Z,1800000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,
183,PT11M36.00S,2023-03-04T03:45:50.0Z,2,REGULAR,turnover,lost ball,[],202704,,,1610612743,28,27,2023-03-04T03:45:53Z,1810000,False,,,0,,R. Jackson lost ball TURNOVER (2 TO),"[202704, 1629723]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Konchar,1629723.0,,,,,,,,,,
184,PT11M36.00S,2023-03-04T03:45:50.0Z,2,REGULAR,steal,,[],1629723,,,1610612763,28,27,2023-03-04T03:45:52Z,1820000,False,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
185,PT11M31.00S,2023-03-04T03:45:57.7Z,2,REGULAR,foul,personal,['2freethrow'],201145,,,1610612763,28,27,2023-03-04T03:46:09Z,1830000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Bane 2 FT),"[201145, 1630217]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Bane,1630217.0
187,PT11M31.00S,2023-03-04T03:46:18.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630217,,,1610612763,28,28,2023-03-04T03:46:18Z,1850000,False,,,0,,D. Bane Free Throw 1 of 2 (4 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
188,PT11M31.00S,2023-03-04T03:46:31.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630217,,,1610612763,28,29,2023-03-04T03:46:31Z,1860000,False,,,0,,D. Bane Free Throw 2 of 2 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
189,PT11M16.00S,2023-03-04T03:46:49.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,8.754927726675426,52.20588235294118,1610612743,28,29,2023-03-04T03:46:57Z,1870000,False,-11.0,30.0,1,left,MISS J. Green cutting DUNK,[201145],1610612743.0,DEN,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
190,PT11M14.00S,2023-03-04T03:46:51.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,28,29,2023-03-04T03:46:51Z,1880000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,
191,PT11M07.00S,2023-03-04T03:46:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.46057818659659,43.38235294117647,1610612763,28,31,2023-03-04T03:47:03Z,1890000,False,-33.0,18.0,1,right,J. Jackson Jr. driving Layup (5 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.79,Made,5.0,,,,,,,,T. Jones,1626145.0,1.0,,,,,,,
193,PT10M54.00S,2023-03-04T03:47:11.0Z,2,REGULAR,3pt,Jump Shot,[],202704,32.53942181340342,43.872549019607845,1610612743,28,31,2023-03-04T03:47:17Z,1910000,False,31.0,253.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
194,PT10M52.00S,2023-03-04T03:47:13.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,28,31,2023-03-04T03:47:17Z,1920000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,193.0,,,,,,,,,,,,,,,,
196,PT10M36.00S,2023-03-04T03:47:35.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,90.22667542706965,60.5392156862745,1610612763,28,31,2023-03-04T03:47:39Z,1940000,False,53.0,39.0,1,right,MISS J. Jackson Jr. 6' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
197,PT10M34.00S,2023-03-04T03:47:37.6Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,28,31,2023-03-04T03:47:39Z,1950000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,
198,PT10M22.00S,2023-03-04T03:47:50.0Z,2,REGULAR,3pt,Jump Shot,[],201145,31.09395532194481,62.745098039215684,1610612743,28,31,2023-03-04T03:47:55Z,1960000,False,-64.0,240.0,1,left,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
199,PT10M19.00S,2023-03-04T03:47:53.0Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,28,31,2023-03-04T03:47:55Z,1970000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,
200,PT10M11.00S,2023-03-04T03:48:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.59198423127464,61.51960784313726,1610612763,28,31,2023-03-04T03:50:22Z,1980000,False,58.0,17.0,1,right,MISS J. Jackson Jr. 6' driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,,,,
201,PT10M09.00S,2023-03-04T03:48:03.4Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,28,31,2023-03-04T03:48:08Z,1990000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,
202,PT10M03.00S,2023-03-04T03:48:08.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628971,8.360709592641262,40.68627450980392,1610612743,28,31,2023-03-04T03:50:44Z,2000000,False,47.0,26.0,1,left,MISS B. Brown running Layup - blocked,"[1628971, 1630583]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,Aldama,1630583.0,,,,,
203,PT10M03.00S,2023-03-04T03:48:08.7Z,2,REGULAR,block,,[],1630583,,,1610612743,28,31,2023-03-04T03:48:10Z,2010000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT10M02.00S,2023-03-04T03:48:09.7Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,28,31,2023-03-04T03:48:14Z,2020000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,
205,PT09M53.00S,2023-03-04T03:48:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612763,28,31,2023-03-04T03:48:33Z,2030000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Bane 2 FT),"[1627750, 1630217]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Bane,1630217.0
207,PT09M53.00S,2023-03-04T03:48:52.4Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,28,32,2023-03-04T03:48:52Z,2050000,False,,,0,,D. Bane Free Throw 1 of 2 (6 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
208,PT09M53.00S,2023-03-04T03:49:11.0Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,28,33,2023-03-04T03:49:11Z,2060000,False,,,0,,D. Bane Free Throw 2 of 2 (7 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
209,PT09M41.00S,2023-03-04T03:49:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,18.74178712220762,37.00980392156863,1610612743,28,33,2023-03-04T03:49:31Z,2070000,False,65.0,124.0,1,left,MISS R. Jackson 13' pullup Shot,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,,
210,PT09M39.00S,2023-03-04T03:49:28.3Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,28,33,2023-03-04T03:49:31Z,2080000,False,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,209.0,3.0,2.0,1.0,,,,,,,,,,,,,
211,PT09M28.00S,2023-03-04T03:49:40.1Z,2,REGULAR,3pt,Jump Shot,[],1630583,91.67214191852825,96.07843137254902,1610612763,28,33,2023-03-04T03:49:44Z,2090000,False,230.0,26.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
212,PT09M24.00S,2023-03-04T03:49:44.1Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,28,33,2023-03-04T03:49:44Z,2100000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,
213,PT09M18.00S,2023-03-04T03:49:51.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629723,90.88370565045992,27.205882352941174,1610612763,28,35,2023-03-04T03:52:01Z,2110000,False,-114.0,33.0,1,right,J. Konchar 11' floating Jump Shot (2 PTS) (S. Aldama 2 AST),"[1629723, 1630583]",1610612763.0,MEM,floating,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,11.87,Made,2.0,,,,,,,,S. Aldama,1630583.0,2.0,,,,,,,
215,PT09M18.00S,2023-03-04T03:49:53.7Z,2,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612763,28,35,2023-03-04T03:50:05Z,2130000,False,,,0,,T. Bryant shooting personal FOUL (2 PF) (Konchar 1 FT),"[1628418, 1629723]",1610612743.0,DEN,shooting,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Konchar,1629723.0
217,PT09M18.00S,2023-03-04T03:50:04.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,28,35,2023-03-04T03:50:22Z,2150000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M18.00S,2023-03-04T03:53:30.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629723,,,1610612763,28,36,2023-03-04T03:53:30Z,2160000,False,,,0,,J. Konchar Free Throw 1 of 1 (3 PTS),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
219,PT09M00.00S,2023-03-04T03:53:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,17.296320630749015,57.84313725490197,1610612743,28,36,2023-03-04T03:53:54Z,2170000,False,-39.0,110.0,1,left,MISS J. Murray 11' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.69,Missed,,,,,,,,,,,,,,,,,,
220,PT08M57.00S,2023-03-04T03:53:53.1Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,28,36,2023-03-04T03:53:54Z,2180000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,
221,PT08M44.00S,2023-03-04T03:54:05.6Z,2,REGULAR,3pt,Jump Shot,[],1628991,77.08607095926413,88.48039215686273,1610612763,28,36,2023-03-04T03:54:09Z,2190000,False,192.0,163.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
222,PT08M42.00S,2023-03-04T03:54:07.6Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612743,28,36,2023-03-04T03:54:09Z,2200000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,
223,PT08M34.00S,2023-03-04T03:54:18.6Z,2,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612743,28,36,2023-03-04T03:54:31Z,2210000,False,,,0,,J. Konchar shooting personal FOUL (2 PF) (Jackson 2 FT),"[1629723, 202704]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Jackson,202704.0
225,PT08M34.00S,2023-03-04T03:54:49.3Z,2,REGULAR,freethrow,1 of 2,[],202704,,,1610612743,28,36,2023-03-04T03:54:49Z,2230000,False,,,0,,MISS R. Jackson Free Throw 1 of 2,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT08M34.00S,2023-03-04T03:54:49.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,28,36,2023-03-04T03:54:49Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,
227,PT08M34.00S,2023-03-04T03:55:12.9Z,2,REGULAR,freethrow,2 of 2,[],202704,,,1610612743,29,36,2023-03-04T03:55:12Z,2250000,False,,,0,,R. Jackson Free Throw 2 of 2 (1 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
228,PT08M15.00S,2023-03-04T03:55:34.6Z,2,REGULAR,turnover,bad pass,[],1628991,,,1610612763,29,36,2023-03-04T03:55:39Z,2260000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1628418]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Bryant,1628418.0,,,,,,,,,,
229,PT08M15.00S,2023-03-04T03:55:34.6Z,2,REGULAR,steal,,[],1628418,,,1610612743,29,36,2023-03-04T03:55:35Z,2270000,False,,,0,,T. Bryant STEAL (1 STL),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2023-03-04T03:55:58.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,6.915243101182654,34.31372549019608,1610612743,29,36,2023-03-04T03:56:13Z,2280000,False,78.0,13.0,1,left,MISS B. Brown 7' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
231,PT07M50.00S,2023-03-04T03:55:59.4Z,2,REGULAR,rebound,offensive,[],1627750,,,1610612743,29,36,2023-03-04T04:07:36Z,2290000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,230.0,3.0,2.0,1.0,,,,,,,,,,,,,
232,PT07M50.00S,2023-03-04T03:56:12.1Z,2,REGULAR,substitution,out,[],1628418,,,1610612743,29,36,2023-03-04T04:07:36Z,2300000,False,,,0,,SUB out: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M50.00S,2023-03-04T03:56:12.1Z,2,REGULAR,substitution,out,[],201145,,,1610612743,29,36,2023-03-04T04:07:36Z,2310000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M50.00S,2023-03-04T03:56:12.1Z,2,REGULAR,substitution,out,[],1630217,,,1610612743,29,36,2023-03-04T04:07:36Z,2320000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M50.00S,2023-03-04T03:56:12.1Z,2,REGULAR,substitution,in,[],203999,,,1610612743,29,36,2023-03-04T04:07:36Z,2330000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M50.00S,2023-03-04T03:56:12.1Z,2,REGULAR,substitution,in,[],203932,,,1610612743,29,36,2023-03-04T04:07:36Z,2340000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M50.00S,2023-03-04T03:56:12.1Z,2,REGULAR,substitution,in,[],1628379,,,1610612743,29,36,2023-03-04T04:07:36Z,2350000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M48.00S,2023-03-04T03:56:50.1Z,2,REGULAR,jumpball,recovered,[],1630583,,,1610612743,29,36,2023-03-04T04:08:22Z,2360000,False,,,0,,Jump Ball J. Konchar vs. J. Murray: Tip to S. Aldama,"[1630583, 1629723, 1627750]",1610612763.0,MEM,heldball,S. Aldama,1630583.0,Aldama,S. Aldama,Konchar,1629723.0,Murray,1627750.0,,,,,,,,,,,,,,,,,,,,,,
360,PT07M48.00S,2023-03-04T03:56:57.2Z,2,REGULAR,turnover,lost ball,[],1627750,,,1610612743,29,36,2023-03-04T04:21:07Z,2395000,False,,,0,,J. Murray lost ball TURNOVER (2 TO),"[1627750, 1629723]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Konchar,1629723.0,,,,,,,,,,
361,PT07M48.00S,2023-03-04T03:56:57.2Z,2,REGULAR,steal,,[],1629723,,,1610612763,29,36,2023-03-04T04:21:07Z,2402500,False,,,0,,J. Konchar STEAL (3 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
243,PT07M34.00S,2023-03-04T03:57:04.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,90.3580814717477,2.696078431372549,1610612763,29,36,2023-03-04T04:21:07Z,2410000,False,-237.0,38.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.95,Missed,,,,,,,,,,,,,,,,,,
244,PT07M32.00S,2023-03-04T03:57:06.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,29,36,2023-03-04T03:57:09Z,2420000,False,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Left Corner 3,24+ Left,,,,243.0,7.0,7.0,0.0,,,,,,,,,,,,,
245,PT07M26.00S,2023-03-04T03:57:12.8Z,2,REGULAR,3pt,Jump Shot,[],202704,29.6484888304862,20.34313725490196,1610612743,29,36,2023-03-04T03:57:21Z,2430000,False,148.0,226.0,1,left,MISS R. Jackson 27' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
246,PT07M22.00S,2023-03-04T03:57:15.2Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,29,36,2023-03-04T03:57:15Z,2440000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,
247,PT07M16.00S,2023-03-04T03:57:22.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,67.49342969776609,43.13725490196079,1610612763,29,36,2023-03-04T03:57:28Z,2450000,False,-34.0,253.0,1,right,MISS L. Kennard 25' pullup 3PT,[1628379],1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.54,Missed,,,,,,,,,,,,,,,,,,
248,PT07M13.00S,2023-03-04T03:57:25.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,29,36,2023-03-04T03:57:28Z,2460000,False,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,247.0,8.0,8.0,0.0,,,,,,,,,,,,,
250,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,out,[],202704,,,1610612743,29,36,2023-03-04T03:57:42Z,2480000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,29,36,2023-03-04T03:57:42Z,2490000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,out,[],1626145,,,1610612743,29,36,2023-03-04T03:57:42Z,2500000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,out,[],1629723,,,1610612743,29,36,2023-03-04T03:57:42Z,2510000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,29,36,2023-03-04T03:57:42Z,2520000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,in,[],203484,,,1610612743,29,36,2023-03-04T03:57:42Z,2530000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,in,[],1629630,,,1610612743,29,36,2023-03-04T03:57:42Z,2540000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
