actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
169,PT10M54.00S,2022-10-27T02:44:48.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,31,25,2022-10-27T02:44:48Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,
170,PT10M54.00S,2022-10-27T02:45:07.1Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612747,31,26,2022-10-27T02:45:07Z,1700000,,,0,,D. Jones Free Throw 2 of 2 (1 PTS),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
171,PT10M44.00S,2022-10-27T02:45:19.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,16.113666228646515,39.950980392156865,1610612743,31,26,2022-10-27T02:45:25Z,1710000,50.0,99.0,1,left,MISS B. Hyland 11' driving floating Shot,[1630538],1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,11.1,Missed,,,,,,,,,,,,,,,,,,
172,PT10M42.00S,2022-10-27T02:45:21.1Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612747,31,26,2022-10-27T02:45:25Z,1720000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,
173,PT10M32.00S,2022-10-27T02:45:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,80.50262812089356,49.50980392156863,1610612747,31,28,2022-10-27T02:45:37Z,1730000,-2.0,131.0,1,right,L. James 13' fadeaway Jump Shot (5 PTS),[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,13.08,Made,,,,,5.0,,,,,,,,,,,,,
174,PT10M05.00S,2022-10-27T02:45:57.6Z,2,REGULAR,3pt,Jump Shot,[],1630538,32.013797634691194,74.50980392156863,1610612743,31,28,2022-10-27T02:46:08Z,1740000,-123.0,248.0,1,left,MISS B. Hyland 27' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,27.7,Missed,,,,,,,,,,,,,,,,,,
175,PT10M04.00S,2022-10-27T02:45:58.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,31,28,2022-10-27T02:46:08Z,1750000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,174.0,,,,,,,,,,,,,,,,,
176,PT10M04.00S,2022-10-27T02:46:03.1Z,2,REGULAR,foul,personal,[],201599,,,1610612747,31,28,2022-10-27T02:46:06Z,1760000,,,0,,D. Jordan loose ball personal FOUL (1 PF),"[201599, 1627745]",1610612743.0,DEN,loose ball,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202058.0,1.0,0.0,Jones,1627745.0,,,,,,,,
178,PT09M50.00S,2022-10-27T02:46:31.2Z,2,REGULAR,3pt,Jump Shot,[],2544,65.39093298291722,54.65686274509803,1610612747,31,28,2022-10-27T02:46:35Z,1780000,23.0,273.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,27.38,Missed,,,,,,,,,,,,,,,,,,
179,PT09M47.00S,2022-10-27T02:46:34.2Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,31,28,2022-10-27T02:46:35Z,1790000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,,
180,PT09M36.00S,2022-10-27T02:46:44.6Z,2,REGULAR,3pt,Jump Shot,[],1628971,29.122864651773984,21.813725490196077,1610612743,34,28,2022-10-27T02:46:48Z,1800000,141.0,221.0,1,left,B. Brown 26' 3PT  (13 PTS) (J. Green 1 AST),"[1628971, 201145]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,26.23,Made,,,,,13.0,,,,,,J. Green,201145.0,1.0,,,,,
182,PT09M19.00S,2022-10-27T02:47:01.7Z,2,REGULAR,3pt,Jump Shot,[],2544,68.80749014454665,29.901960784313726,1610612747,34,28,2022-10-27T02:47:06Z,1820000,-100.0,241.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
183,PT09M16.00S,2022-10-27T02:47:04.7Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,34,28,2022-10-27T02:47:06Z,1830000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,
184,PT09M13.00S,2022-10-27T02:47:12.4Z,2,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612743,34,28,2022-10-27T02:47:29Z,1840000,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Green 2 FT),"[1628972, 201145]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,1.0,0.0,Green,201145.0,,,,,,,,
186,PT09M13.00S,2022-10-27T02:47:42.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201145,,,1610612743,35,28,2022-10-27T02:47:42Z,1860000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
187,PT09M13.00S,2022-10-27T02:48:05.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201145,,,1610612743,36,28,2022-10-27T02:48:05Z,1870000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
188,PT09M05.00S,2022-10-27T02:48:16.8Z,2,REGULAR,3pt,Jump Shot,[],1628972,92.46057818659659,3.6764705882352944,1610612747,36,28,2022-10-27T02:48:27Z,1880000,-232.0,18.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
189,PT09M03.00S,2022-10-27T02:48:18.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,36,28,2022-10-27T02:48:27Z,1890000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,188.0,,,,,,,,,,,,,,,,,
190,PT09M03.00S,2022-10-27T02:48:21.7Z,2,REGULAR,foul,personal,[],201145,,,1610612747,36,28,2022-10-27T02:48:27Z,1900000,,,0,,J. Green loose ball personal FOUL (1 PF),"[201145, 1627745]",1610612743.0,DEN,loose ball,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,1.0,0.0,Jones,1627745.0,,,,,,,,
192,PT08M58.00S,2022-10-27T02:48:58.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628972,78.26872536136662,24.754901960784316,1610612747,36,30,2022-10-27T02:49:05Z,1920000,-126.0,152.0,1,right,T. Brown Jr. 19' pullup Jump Shot (2 PTS),[1628972],1610612747.0,LAL,pullup,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,19.74,Made,,,,,2.0,,,,,,,,,,,,,
193,PT08M46.00S,2022-10-27T02:49:11.5Z,2,REGULAR,turnover,bad pass,[],201599,,,1610612743,36,30,2022-10-27T02:49:16Z,1930000,,,0,,D. Jordan bad pass TURNOVER (1 TO),"[201599, 201976]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Beverley,201976.0
194,PT08M46.00S,2022-10-27T02:49:11.5Z,2,REGULAR,steal,,[],201976,,,1610612747,36,30,2022-10-27T02:49:13Z,1940000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
196,PT08M38.00S,2022-10-27T02:49:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,90.75229960578186,49.50980392156863,1610612747,36,30,2022-10-27T02:49:25Z,1950000,-2.0,34.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
197,PT08M38.00S,2022-10-27T02:49:21.8Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612747,36,30,2022-10-27T02:49:21Z,1960000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,196.0,2.0,1.0,1.0,,,,,,,,,,,,,,
198,PT08M38.00S,2022-10-27T02:49:27.8Z,2,REGULAR,foul,personal,['2freethrow'],201145,,,1610612747,36,30,2022-10-27T02:49:32Z,1970000,,,0,,J. Green shooting personal FOUL (2 PF) (Jones 2 FT),"[201145, 1627745]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,2.0,0.0,Jones,1627745.0,,,,,,,,
200,PT08M38.00S,2022-10-27T02:49:47.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627745,,,1610612747,36,31,2022-10-27T02:50:08Z,1990000,,,0,,D. Jones Free Throw 1 of 2 (2 PTS),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
201,PT08M38.00S,2022-10-27T02:49:47.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627745,,,1610612747,36,31,2022-10-27T02:50:08Z,2000000,,,0,,MISS D. Jones Free Throw 2 of 2,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT08M36.00S,2022-10-27T02:49:49.6Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,36,31,2022-10-27T02:50:08Z,2010000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,201.0,3.0,3.0,0.0,,,,,,,,,,,,,,
203,PT08M24.00S,2022-10-27T02:50:17.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,11.645860709592641,41.42156862745098,1610612743,38,31,2022-10-27T02:53:01Z,2020000,43.0,57.0,1,left,B. Hyland 7' driving floating Jump Shot (2 PTS),[1630538],1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,7.13,Made,,,,,2.0,,,,,,,,,,,,,
204,PT08M07.00S,2022-10-27T02:50:36.5Z,2,REGULAR,turnover,traveling,[],2544,,,1610612747,38,31,2022-10-27T02:50:45Z,2030000,,,0,,L. James traveling TURNOVER (3 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202037.0,,,,,,,,,,3.0,,
205,PT07M51.00S,2022-10-27T02:51:04.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,5.601182654402102,95.83333333333334,1610612743,38,31,2022-10-27T02:51:09Z,2040000,-229.0,0.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
206,PT07M48.00S,2022-10-27T02:51:07.3Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,38,31,2022-10-27T02:51:09Z,2050000,,,0,,P. Beverley REBOUND (Off:1 Def:2),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,205.0,3.0,2.0,1.0,,,,,,,,,,,,,,
207,PT07M44.00S,2022-10-27T02:51:12.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,92.9862023653088,4.901960784313726,1610612747,38,31,2022-10-27T02:53:38Z,2060000,-225.0,13.0,1,right,MISS A. Reaves running 3PT,[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,22.59,Missed,,,,,,,,,,,,,,,,,,
208,PT07M42.00S,2022-10-27T02:51:18.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,38,31,2022-10-27T02:51:18Z,2070000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Left Corner 3,24+ Left,,,207.0,,,,,,,,,,,,,,,,,
209,PT07M42.00S,2022-10-27T02:51:18.7Z,2,REGULAR,foul,personal,[],1627745,,,1610612743,38,31,2022-10-27T02:51:38Z,2080000,,,0,,D. Jones loose ball personal FOUL (1 PF),"[1627745, 201599]",1610612747.0,LAL,loose ball,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,1.0,0.0,Jordan,201599.0,,,,,,,,
211,PT07M42.00S,2022-10-27T02:51:25.4Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,38,31,2022-10-27T02:51:42Z,2100000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M42.00S,2022-10-27T02:51:25.4Z,2,REGULAR,substitution,in,[],203484,,,1610612743,38,31,2022-10-27T02:51:42Z,2110000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M24.00S,2022-10-27T02:51:56.0Z,2,REGULAR,3pt,Jump Shot,[],203484,19.267411300919843,6.127450980392156,1610612743,38,31,2022-10-27T02:52:02Z,2120000,219.0,129.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
214,PT07M20.00S,2022-10-27T02:52:00.0Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612747,38,31,2022-10-27T02:52:02Z,2130000,,,0,,D. Jones REBOUND (Off:1 Def:2),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Right Center,,,213.0,3.0,2.0,1.0,,,,,,,,,,,,,,
215,PT07M09.00S,2022-10-27T02:52:10.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,92.32917214191852,50.245098039215684,1610612747,38,33,2022-10-27T02:52:17Z,2140000,1.0,20.0,1,right,D. Jones DUNK (4 PTS) (P. Beverley 1 AST),"[1627745, 201976]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,4.0,,,,,,P. Beverley,201976.0,1.0,,,,,
217,PT06M44.00S,2022-10-27T02:52:35.0Z,2,REGULAR,3pt,Jump Shot,[],201145,18.478975032851512,6.61764705882353,1610612743,38,33,2022-10-27T02:52:39Z,2160000,217.0,121.0,1,left,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
218,PT06M41.00S,2022-10-27T02:52:38.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,38,33,2022-10-27T02:52:39Z,2170000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,,
219,PT06M35.00S,2022-10-27T02:52:44.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,92.9862023653088,45.83333333333333,1610612747,38,33,2022-10-27T02:56:58Z,2180000,-21.0,13.0,1,right,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
220,PT06M33.00S,2022-10-27T02:52:46.0Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,38,33,2022-10-27T02:52:49Z,2190000,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT06M29.00S,2022-10-27T02:52:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630538,31.882391590013142,23.284313725490197,1610612743,38,33,2022-10-27T02:52:57Z,2200000,134.0,247.0,1,left,MISS B. Hyland 28' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,28.1,Missed,,,,,,,,,,,,,,,,,,
222,PT06M25.00S,2022-10-27T02:52:54.7Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,38,33,2022-10-27T02:52:57Z,2210000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT06M21.00S,2022-10-27T02:52:58.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",2544,93.51182654402102,50.49019607843137,1610612747,38,35,2022-10-27T02:55:09Z,2220000,2.0,8.0,1,right,L. James running DUNK (7 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,7.0,,,,,,A. Reaves,1630559.0,1.0,,,,,
225,PT06M21.00S,2022-10-27T02:53:05.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,38,35,2022-10-27T02:53:05Z,2240000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,38,35,2022-10-27T02:56:20Z,2250000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,out,[],201599,,,1610612743,38,35,2022-10-27T02:56:20Z,2260000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,out,[],201145,,,1610612743,38,35,2022-10-27T02:56:20Z,2270000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,out,[],2544,,,1610612743,38,35,2022-10-27T02:56:20Z,2280000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,out,[],1628972,,,1610612743,38,35,2022-10-27T02:56:20Z,2290000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,out,[],1627745,,,1610612743,38,35,2022-10-27T02:56:20Z,2300000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,in,[],203932,,,1610612743,38,35,2022-10-27T02:56:20Z,2310000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,38,35,2022-10-27T02:56:20Z,2320000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,in,[],203999,,,1610612743,38,35,2022-10-27T02:56:20Z,2330000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,in,[],1629308,,,1610612743,38,35,2022-10-27T02:56:20Z,2340000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,in,[],203076,,,1610612743,38,35,2022-10-27T02:56:20Z,2350000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M21.00S,2022-10-27T02:55:49.1Z,2,REGULAR,substitution,in,[],1629022,,,1610612743,38,35,2022-10-27T02:56:20Z,2360000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M02.00S,2022-10-27T02:56:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.14257555847569,54.41176470588235,1610612743,40,35,2022-10-27T02:56:51Z,2370000,-22.0,80.0,1,left,N. Jokic 8' driving floating Jump Shot (8 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,8.34,Made,,,,,8.0,,,,,,J. Murray,1627750.0,2.0,,,,,
240,PT05M36.00S,2022-10-27T02:57:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629308,83.52496714848883,37.00980392156863,1610612747,40,35,2022-10-27T02:57:19Z,2390000,-65.0,102.0,1,right,MISS J. Toscano-Anderson 12' fadeaway Shot,[1629308],1610612747.0,LAL,fadeaway,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Left,12.13,Missed,,,,,,,,,,,,,,,,,,
241,PT05M34.00S,2022-10-27T02:57:14.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,40,35,2022-10-27T02:57:14Z,2400000,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Left,,,240.0,7.0,7.0,0.0,,,,,,,,,,,,,,
242,PT05M28.00S,2022-10-27T02:57:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.30946123521682,57.59803921568627,1610612743,40,35,2022-10-27T02:57:29Z,2410000,-38.0,16.0,1,left,MISS A. Gordon Layup - blocked,"[203932, 1629022]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,Walker IV,1629022.0,,,
243,PT05M28.00S,2022-10-27T02:57:21.5Z,2,REGULAR,block,,[],1629022,,,1610612743,40,35,2022-10-27T02:57:23Z,2420000,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT05M24.00S,2022-10-27T02:57:25.5Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,40,35,2022-10-27T02:57:29Z,2430000,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,242.0,4.0,2.0,2.0,,,,,,,,,,,,,,
245,PT05M24.00S,2022-10-27T02:57:24.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,6.652431011826544,52.69607843137255,1610612743,42,35,2022-10-27T02:57:34Z,2440000,-13.0,10.0,1,left,A. Gordon putback DUNK (2 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,2.0,,,,,,,,,,,,,
246,PT05M17.00S,2022-10-27T02:57:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,92.32917214191852,55.88235294117647,1610612747,42,37,2022-10-27T02:59:22Z,2450000,29.0,20.0,1,right,L. Walker IV driving floating Jump Shot (7 PTS),[1629022],1610612747.0,LAL,driving floating,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,3.53,Made,,,,,7.0,,,,,,,,,,,,,
247,PT04M53.00S,2022-10-27T02:57:55.7Z,2,REGULAR,2pt,Jump Shot,[],203932,7.835085413929041,78.92156862745098,1610612743,42,37,2022-10-27T02:58:00Z,2460000,-145.0,21.0,1,left,MISS A. Gordon 14' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,14.61,Missed,,,,,,,,,,,,,,,,,,
248,PT04M51.00S,2022-10-27T02:57:58.2Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,42,37,2022-10-27T02:57:58Z,2470000,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,247.0,5.0,5.0,0.0,,,,,,,,,,,,,,
249,PT04M40.00S,2022-10-27T02:58:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,90.3580814717477,49.01960784313725,1610612747,42,39,2022-10-27T02:58:21Z,2480000,-5.0,38.0,1,right,P. Beverley driving Layup (2 PTS),[201976],1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,2.0,,,,,,,,,,,,,
