actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
598,PT04M59.00S,2022-10-27T04:19:16.9Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,101,87,2022-10-27T04:19:20Z,5930000,,,0,,A. Davis REBOUND (Off:1 Def:12),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,597.0,13.0,12.0,1.0,,,,,,,,,,,,,,
599,PT04M43.00S,2022-10-27T04:19:33.0Z,4,REGULAR,turnover,lost ball,[],1630559,,,1610612747,101,87,2022-10-27T04:19:39Z,5940000,,,0,,A. Reaves lost ball TURNOVER (1 TO),"[1630559, 1627750]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Murray,1627750.0
600,PT04M43.00S,2022-10-27T04:19:33.0Z,4,REGULAR,steal,,[],1627750,,,1610612743,101,87,2022-10-27T04:23:21Z,5950000,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
601,PT04M39.00S,2022-10-27T04:19:36.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,93.11760840998686,49.01960784313725,1610612743,103,87,2022-10-27T04:19:47Z,5960000,-5.0,12.0,1,right,B. Brown running DUNK (18 PTS) (N. Jokic 8 AST),"[1628971, 203999]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.31,Made,,,,,18.0,,,,,,N. Jokic,203999.0,8.0,,,,,
603,PT04M35.00S,2022-10-27T04:19:43.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203999,,,1610612747,103,87,2022-10-27T04:20:16Z,5980000,,,0,,N. Jokic transition take personal FOUL (3 PF) (Walker IV 1 FT),"[203999, 1629022]",1610612743.0,DEN,transition take,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,202058.0,3.0,0.0,Walker IV,1629022.0,,,,,,,,
605,PT04M35.00S,2022-10-27T04:20:28.8Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629022,,,1610612747,103,88,2022-10-27T04:20:28Z,6000000,,,0,,L. Walker IV transition take Free Throw 1 of 1 (15 PTS),[1629022],1610612747.0,LAL,transition take,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
606,PT04M29.00S,2022-10-27T04:20:53.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.652431011826544,52.69607843137255,1610612747,103,90,2022-10-27T04:21:01Z,6010000,-13.0,10.0,1,left,A. Davis alley-oop DUNK (22 PTS) (L. James 9 AST),"[203076, 2544]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,22.0,,,,,,L. James,2544.0,9.0,,,,,
608,PT03M59.00S,2022-10-27T04:21:24.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,89.43823915900131,37.00980392156863,1610612743,103,90,2022-10-27T04:22:36Z,6030000,-65.0,47.0,1,right,MISS B. Brown 8' driving floating bank Shot,[1628971],1610612743.0,DEN,driving floating bank,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
609,PT03M57.00S,2022-10-27T04:21:26.9Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,103,90,2022-10-27T04:22:36Z,6040000,,,0,,A. Davis REBOUND (Off:1 Def:13),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,608.0,14.0,13.0,1.0,,,,,,,,,,,,,,
610,PT03M40.00S,2022-10-27T04:21:42.3Z,4,REGULAR,turnover,lost ball,[],1629022,,,1610612747,103,90,2022-10-27T04:21:45Z,6050000,,,0,,L. Walker IV lost ball TURNOVER (1 TO),"[1629022, 201145]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Green,201145.0
611,PT03M40.00S,2022-10-27T04:21:42.3Z,4,REGULAR,steal,,[],201145,,,1610612743,103,90,2022-10-27T04:21:43Z,6060000,,,0,,J. Green STEAL (2 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
612,PT03M19.00S,2022-10-27T04:22:03.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203999,76.16622864651774,55.14705882352941,1610612743,105,90,2022-10-27T04:22:11Z,6070000,26.0,172.0,1,right,N. Jokic 17' fadeaway Jump Shot (31 PTS),[203999],1610612743.0,DEN,fadeaway,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,17.34,Made,,,,,31.0,,,,,,,,,,,,,
613,PT02M58.00S,2022-10-27T04:22:23.9Z,4,REGULAR,3pt,Jump Shot,[],2544,32.802233902759525,27.941176470588236,1610612747,105,90,2022-10-27T04:22:28Z,6080000,110.0,256.0,1,left,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,27.86,Missed,,,,,,,,,,,,,,,,,,
614,PT02M56.00S,2022-10-27T04:22:25.9Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,105,90,2022-10-27T04:22:28Z,6090000,,,0,,J. Murray REBOUND (Off:0 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,613.0,4.0,4.0,0.0,,,,,,,,,,,,,,
615,PT02M46.00S,2022-10-27T04:22:37.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201145,91.27792378449409,49.50980392156863,1610612743,107,90,2022-10-27T04:22:43Z,6100000,-2.0,29.0,1,right,J. Green cutting finger roll Layup (9 PTS) (N. Jokic 9 AST),"[201145, 203999]",1610612743.0,DEN,cutting finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,9.0,,,,,,N. Jokic,203999.0,9.0,,,,,
617,PT02M46.00S,2022-10-27T04:22:39.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629022,,,1610612743,107,90,2022-10-27T04:22:52Z,6120000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Green 1 FT),"[1629022, 201145]",1610612747.0,LAL,shooting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,1.0,0.0,Green,201145.0,,,,,,,,
619,PT02M46.00S,2022-10-27T04:23:06.6Z,4,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,108,90,2022-10-27T04:23:06Z,6140000,,,0,,J. Green Free Throw 1 of 1 (10 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
620,PT02M46.00S,2022-10-27T04:23:10.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,108,90,2022-10-27T04:23:10Z,6150000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],1628971,,,1610612747,108,90,2022-10-27T04:24:50Z,6160000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],203999,,,1610612747,108,90,2022-10-27T04:24:50Z,6170000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],1627750,,,1610612747,108,90,2022-10-27T04:24:50Z,6180000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],201145,,,1610612747,108,90,2022-10-27T04:24:50Z,6190000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],203932,,,1610612747,108,90,2022-10-27T04:24:50Z,6200000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],203076,,,1610612747,108,90,2022-10-27T04:24:50Z,6210000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],1629022,,,1610612747,108,90,2022-10-27T04:24:50Z,6220000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],2544,,,1610612747,108,90,2022-10-27T04:24:50Z,6230000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],1630559,,,1610612747,108,90,2022-10-27T04:24:50Z,6240000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,out,[],201976,,,1610612747,108,90,2022-10-27T04:24:50Z,6250000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1630192,,,1610612747,108,90,2022-10-27T04:24:50Z,6260000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1628427,,,1610612747,108,90,2022-10-27T04:24:50Z,6270000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1631212,,,1610612747,108,90,2022-10-27T04:24:50Z,6280000,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1631298,,,1610612747,108,90,2022-10-27T04:24:50Z,6290000,,,0,,SUB in: J. White,[1631298],1610612743.0,DEN,,,,White,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],202397,,,1610612747,108,90,2022-10-27T04:24:50Z,6300000,,,0,,SUB in: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1630346,,,1610612747,108,90,2022-10-27T04:24:50Z,6310000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1631108,,,1610612747,108,90,2022-10-27T04:24:50Z,6320000,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1629134,,,1610612747,108,90,2022-10-27T04:24:50Z,6330000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1629117,,,1610612747,108,90,2022-10-27T04:24:50Z,6340000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT02M46.00S,2022-10-27T04:24:19.4Z,4,REGULAR,substitution,in,[],1627745,,,1610612747,108,90,2022-10-27T04:24:50Z,6350000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT02M34.00S,2022-10-27T04:24:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,7.703679369250986,54.90196078431373,1610612747,108,92,2022-10-27T04:25:06Z,6360000,-25.0,20.0,1,left,K. Nunn driving finger roll Layup (7 PTS),[1629134],1610612747.0,LAL,driving finger roll,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,7.0,,,,,,,,,,,,,
642,PT02M10.00S,2022-10-27T04:25:24.2Z,4,REGULAR,turnover,traveling,[],1628427,,,1610612743,108,92,2022-10-27T04:25:31Z,6370000,,,0,,V. Cancar traveling TURNOVER (1 TO),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Mid-Range,8-16 Center,,,,,,,,203591.0,,,,,,,,,,1.0,,
643,PT01M54.00S,2022-10-27T04:25:52.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627745,6.783837056504599,40.44117647058824,1610612747,108,92,2022-10-27T04:26:54Z,6380000,48.0,11.0,1,left,MISS D. Jones Layup - blocked,"[1627745, 202397]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,Smith,202397.0,,,
644,PT01M54.00S,2022-10-27T04:25:52.1Z,4,REGULAR,block,,[],202397,,,1610612747,108,92,2022-10-27T04:26:23Z,6390000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
645,PT01M52.00S,2022-10-27T04:25:54.1Z,4,REGULAR,rebound,defensive,[],202397,,,1610612743,108,92,2022-10-27T04:27:41Z,6400000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,643.0,1.0,1.0,0.0,,,,,,,,,,,,,,
646,PT01M40.00S,2022-10-27T04:26:07.4Z,4,REGULAR,2pt,Jump Shot,[],1631212,78.79434954007884,48.77450980392157,1610612743,108,92,2022-10-27T04:27:16Z,6410000,-6.0,147.0,1,right,MISS P. Watson 14' pullup Shot,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Mid-Range,8-16 Center,14.69,Missed,,,,,,,,,,,,,,,,,,
647,PT01M35.00S,2022-10-27T04:26:12.4Z,4,REGULAR,rebound,defensive,[],1629134,,,1610612747,108,92,2022-10-27T04:26:20Z,6420000,,,0,,K. Nunn REBOUND (Off:0 Def:4),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,8-16 Center,,,646.0,4.0,4.0,0.0,,,,,,,,,,,,,,
648,PT01M25.00S,2022-10-27T04:26:21.8Z,4,REGULAR,2pt,Jump Shot,[],1629134,15.850854139290407,31.61764705882353,1610612747,108,94,2022-10-27T04:26:30Z,6430000,92.0,96.0,1,left,K. Nunn 13' pullup Jump Shot (9 PTS),[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Mid-Range,8-16 Right,13.33,Made,,,,,9.0,,,,,,,,,,,,,
649,PT01M04.00S,2022-10-27T04:26:45.7Z,4,REGULAR,2pt,Jump Shot,[],202397,73.9323258869908,55.63725490196079,1610612743,108,94,2022-10-27T04:26:51Z,6440000,28.0,193.0,1,right,MISS I. Smith 19' pullup Shot,[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Center,19.46,Missed,,,,,,,,,,,,,,,,,,
650,PT01M01.00S,2022-10-27T04:26:48.7Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612747,108,94,2022-10-27T04:26:51Z,6450000,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Center,,,649.0,1.0,1.0,0.0,,,,,,,,,,,,,,
651,PT00M55.40S,2022-10-27T04:26:54.9Z,4,REGULAR,3pt,Jump Shot,[],1630346,31.35676741130092,69.36274509803921,1610612747,108,97,2022-10-27T04:29:35Z,6460000,-97.0,242.0,1,left,M. Ryan 26' 3PT  (6 PTS) (M. Christie 1 AST),"[1630346, 1631108]",1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,26.09,Made,,,,,6.0,,,,,,M. Christie,1631108.0,1.0,,,,,
653,PT00M36.50S,2022-10-27T04:27:18.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,91.5407358738502,58.82352941176471,1610612743,108,97,2022-10-27T04:27:28Z,6480000,44.0,27.0,1,right,MISS I. Smith driving floating bank Shot,[202397],1610612743.0,DEN,driving floating bank,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
654,PT00M34.90S,2022-10-27T04:27:19.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,108,97,2022-10-27T04:27:28Z,6490000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,653.0,,,,,,,,,,,,,,,,,
655,PT00M34.90S,2022-10-27T04:27:23.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631212,,,1610612747,108,97,2022-10-27T04:27:38Z,6500000,,,0,,P. Watson loose ball personal FOUL (1 PF) (Christie 2 FT),"[1631212, 1631108]",1610612743.0,DEN,loose ball,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,1.0,0.0,Christie,1631108.0,,,,,,,,
657,PT00M34.90S,2022-10-27T04:27:51.4Z,4,REGULAR,freethrow,1 of 2,[],1631108,,,1610612747,108,98,2022-10-27T04:27:51Z,6520000,,,0,,M. Christie Free Throw 1 of 2 (1 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
658,PT00M34.90S,2022-10-27T04:28:08.7Z,4,REGULAR,freethrow,2 of 2,[],1631108,,,1610612747,108,99,2022-10-27T04:28:08Z,6530000,,,0,,M. Christie Free Throw 2 of 2 (2 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
659,PT00M12.30S,2022-10-27T04:28:33.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,83.52496714848883,47.30392156862745,1610612743,110,99,2022-10-27T04:28:38Z,6540000,-13.0,102.0,1,right,P. Watson 10' pullup Jump Shot (2 PTS) (I. Smith 1 AST),"[1631212, 202397]",1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,10.33,Made,,,,,2.0,,,,,,I. Smith,202397.0,1.0,,,,,
661,PT00M02.60S,2022-10-27T04:28:46.8Z,4,REGULAR,turnover,bad pass,[],1629134,,,1610612747,110,99,2022-10-27T04:28:51Z,6560000,,,0,,K. Nunn bad pass TURNOVER (3 TO),"[1629134, 1631298]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,3.0,White,1631298.0
662,PT00M02.60S,2022-10-27T04:28:46.8Z,4,REGULAR,steal,,[],1631298,,,1610612743,110,99,2022-10-27T04:28:48Z,6570000,,,0,,J. White STEAL (1 STL),[1631298],1610612743.0,DEN,,,,White,J. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-10-27T04:28:55.8Z,4,REGULAR,period,end,[],0,,,1610612743,110,99,2022-10-27T04:28:55Z,6580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2022-10-27T04:29:00.1Z,4,REGULAR,game,end,[],0,,,0,110,99,2022-10-27T04:29:00Z,6590000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
