actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
278,PT04M09.00S,2022-03-06T02:30:55.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,44,55,2022-03-06T02:30:55Z,2720000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,
279,PT04M09.00S,2022-03-06T02:31:06.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629308,,,1610612744,44,56,2022-03-06T02:31:06Z,2730000,,,0,,J. Toscano-Anderson clear-path Free Throw 2 of 2 (3 PTS),[1629308],1610612744.0,GSW,clear-path,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
280,PT04M09.00S,2022-03-06T02:31:12.1Z,2,REGULAR,substitution,out,[],201571,,,1610612747,44,56,2022-03-06T02:31:22Z,2740000,,,0,,SUB out: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M09.00S,2022-03-06T02:31:12.1Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,44,56,2022-03-06T02:31:22Z,2750000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M09.00S,2022-03-06T02:31:12.1Z,2,REGULAR,substitution,out,[],1630228,,,1610612747,44,56,2022-03-06T02:31:22Z,2760000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M09.00S,2022-03-06T02:31:12.1Z,2,REGULAR,substitution,in,[],201566,,,1610612747,44,56,2022-03-06T02:31:22Z,2770000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M09.00S,2022-03-06T02:31:12.1Z,2,REGULAR,substitution,in,[],1628370,,,1610612747,44,56,2022-03-06T02:31:22Z,2780000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M09.00S,2022-03-06T02:31:12.1Z,2,REGULAR,substitution,in,[],203490,,,1610612747,44,56,2022-03-06T02:31:22Z,2790000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M58.00S,2022-03-06T02:31:37.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612744,44,56,2022-03-06T02:31:46Z,2800000,,,0,,M. Monk shooting personal FOUL (1 PF) (Toscano-Anderson 2 FT),"[1628370, 1629308]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,201639.0,,,1.0,0.0,Toscano-Anderson,1629308.0,
288,PT03M58.00S,2022-03-06T02:32:08.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629308,,,1610612744,44,56,2022-03-06T02:32:08Z,2820000,,,0,,MISS J. Toscano-Anderson Free Throw 1 of 2,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
289,PT03M58.00S,2022-03-06T02:32:08.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,44,56,2022-03-06T02:32:08Z,2830000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,
290,PT03M58.00S,2022-03-06T02:32:08.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629308,,,1610612744,44,56,2022-03-06T02:32:27Z,2840000,,,0,,MISS J. Toscano-Anderson Free Throw 2 of 2,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
291,PT03M56.00S,2022-03-06T02:32:10.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,44,56,2022-03-06T02:32:27Z,2850000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,290.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
292,PT03M42.00S,2022-03-06T02:32:40.4Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612747,44,56,2022-03-06T02:32:50Z,2860000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (James 2 FT),"[203952, 2544]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,201639.0,,,2.0,0.0,James,2544.0,
294,PT03M42.00S,2022-03-06T02:33:07.0Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,45,56,2022-03-06T02:33:07Z,2880000,,,0,,L. James Free Throw 1 of 2 (20 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
295,PT03M42.00S,2022-03-06T02:33:08.0Z,2,REGULAR,substitution,out,[],1630541,,,1610612747,45,56,2022-03-06T02:33:14Z,2890000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M42.00S,2022-03-06T02:33:08.0Z,2,REGULAR,substitution,out,[],1629308,,,1610612747,45,56,2022-03-06T02:33:14Z,2900000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M42.00S,2022-03-06T02:33:08.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612747,45,56,2022-03-06T02:33:14Z,2910000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M42.00S,2022-03-06T02:33:08.0Z,2,REGULAR,substitution,in,[],202691,,,1610612747,45,56,2022-03-06T02:33:14Z,2920000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M42.00S,2022-03-06T02:33:33.0Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,46,56,2022-03-06T02:33:33Z,2930000,,,0,,L. James Free Throw 2 of 2 (21 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
300,PT03M27.00S,2022-03-06T02:33:51.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,15.160972404730614,60.049019607843135,1610612744,46,58,2022-03-06T02:34:00Z,2940000,-50.0,90.0,1,left,S. Curry 10' driving floating bank Jump Shot (12 PTS) (J. Poole 4 AST),"[201939, 1629673]",1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,10.31,Made,,,,,12.0,J. Poole,1629673.0,4.0,,,,,,,,,,,
301,PT03M08.00S,2022-03-06T02:34:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.69053876478318,45.09803921568627,1610612747,46,58,2022-03-06T02:34:15Z,2950000,-25.0,16.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 202691]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.94,Missed,,,,,,,,,,,,,Thompson,202691.0,,,,,
319,PT03M08.00S,2022-03-06T02:34:09.8Z,2,REGULAR,block,,[],202691,,,1610612747,46,58,2022-03-06T02:35:54Z,2955000,,,0,,K. Thompson BLOCK (3 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M06.00S,2022-03-06T02:34:11.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,46,58,2022-03-06T02:34:15Z,2960000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,301.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
303,PT03M00.00S,2022-03-06T02:34:17.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203490,6.225361366622863,50.73529411764706,1610612744,46,60,2022-03-06T02:35:30Z,2970000,-4.0,6.0,1,left,O. Porter Jr. running finger roll Layup (4 PTS) (S. Curry 1 AST),"[203490, 201939]",1610612744.0,GSW,running finger roll,,,Porter Jr.,O. Porter Jr.,,,,,0.7,Made,,,,,4.0,S. Curry,201939.0,1.0,,,,,,,,,,,
305,PT02M52.00S,2022-03-06T02:34:27.1Z,2,REGULAR,foul,personal,[],203490,,,1610612747,46,60,2022-03-06T02:34:49Z,2990000,,,0,,O. Porter Jr. personal FOUL (1 PF),"[203490, 1628370]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,201639.0,,,1.0,0.0,Monk,1628370.0,
308,PT02M52.00S,2022-03-06T02:34:47.7Z,2,REGULAR,substitution,out,[],1626169,,,1610612747,46,60,2022-03-06T02:34:58Z,3010000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M52.00S,2022-03-06T02:34:47.7Z,2,REGULAR,substitution,in,[],2546,,,1610612747,46,60,2022-03-06T02:34:58Z,3020000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M45.00S,2022-03-06T02:35:01.6Z,2,REGULAR,3pt,Jump Shot,[],1630559,88.09132720105124,95.83333333333333,1610612747,49,60,2022-03-06T02:35:10Z,3030000,229.0,59.0,1,right,A. Reaves 3PT  (3 PTS) (R. Westbrook 2 AST),"[1630559, 201566]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,23.68,Made,,,,,3.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,
312,PT02M26.00S,2022-03-06T02:35:19.7Z,2,REGULAR,3pt,Jump Shot,[],203952,4.77989487516426,4.901960784313729,1610612744,49,63,2022-03-06T02:35:24Z,3050000,225.0,-8.0,1,left,A. Wiggins 3PT  (7 PTS) (K. Thompson 2 AST),"[203952, 202691]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.56,Made,,,,,7.0,K. Thompson,202691.0,2.0,,,,,,,,,,,
314,PT02M10.00S,2022-03-06T02:35:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.19382391590013,53.92156862745098,1610612747,51,63,2022-03-06T02:35:40Z,3070000,20.0,40.0,1,right,L. James Layup (23 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,4.43,Made,,,,,23.0,,,,,,,,,,,,,,
315,PT01M57.00S,2022-03-06T02:35:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,7.013797634691201,43.872549019607845,1610612744,51,63,2022-03-06T02:35:59Z,3080000,31.0,13.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 2546]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,3.34,Missed,,,,,,,,,,,,,Anthony,2546.0,,,,,
316,PT01M57.00S,2022-03-06T02:35:49.2Z,2,REGULAR,block,,[],2546,,,1610612744,51,63,2022-03-06T02:35:50Z,3090000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M57.00S,2022-03-06T02:35:49.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,51,63,2022-03-06T02:35:59Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,
318,PT01M57.00S,2022-03-06T02:35:54.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,51,63,2022-03-06T02:35:54Z,3110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M47.00S,2022-03-06T02:36:18.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202691,7.013797634691201,57.59803921568628,1610612744,51,63,2022-03-06T02:37:47Z,3120000,-38.0,13.0,1,left,MISS K. Thompson fadeaway bank Shot,[202691],1610612744.0,GSW,fadeaway bank,,,Thompson,K. Thompson,,,,,4.03,Missed,,,,,,,,,,,,,,,,,,,
321,PT01M44.00S,2022-03-06T02:36:21.6Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,51,63,2022-03-06T02:36:26Z,3130000,,,0,,C. Anthony REBOUND (Off:1 Def:3),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,320.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
322,PT01M38.00S,2022-03-06T02:36:29.1Z,2,REGULAR,3pt,Jump Shot,[],201566,77.44743758212877,8.57843137254902,1610612747,51,63,2022-03-06T02:36:35Z,3140000,-207.0,159.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
323,PT01M34.00S,2022-03-06T02:36:33.1Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,51,63,2022-03-06T02:36:35Z,3150000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
324,PT01M23.00S,2022-03-06T02:36:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.013797634691201,46.568627450980394,1610612744,51,65,2022-03-06T02:36:50Z,3160000,17.0,13.0,1,left,S. Curry cutting Layup (14 PTS) (K. Thompson 3 AST),"[201939, 202691]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,2.18,Made,,,,,14.0,K. Thompson,202691.0,3.0,,,,,,,,,,,
326,PT01M15.00S,2022-03-06T02:36:52.1Z,2,REGULAR,3pt,Jump Shot,[],1630559,72.9796320630749,82.1078431372549,1610612747,54,65,2022-03-06T02:39:19Z,3180000,161.0,201.0,1,right,A. Reaves 25' 3PT step back (6 PTS) (R. Westbrook 3 AST),"[1630559, 201566]",1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,25.76,Made,,,,,6.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,
327,PT01M15.00S,2022-03-06T02:37:00.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202691,,,1610612747,54,65,2022-03-06T02:37:07Z,3190000,,,0,,K. Thompson shooting personal FOUL (2 PF) (Reaves 1 FT),"[202691, 1630559]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,201639.0,,,2.0,0.0,Reaves,1630559.0,
329,PT01M15.00S,2022-03-06T02:37:26.3Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,55,65,2022-03-06T02:37:26Z,3210000,,,0,,A. Reaves Free Throw 1 of 1 (7 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
331,PT01M01.00S,2022-03-06T02:37:42.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612744,55,65,2022-03-06T02:37:51Z,3220000,,,0,,M. Monk shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628370, 203490]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,200834.0,,,2.0,0.0,Porter Jr.,203490.0,
333,PT01M01.00S,2022-03-06T02:38:17.1Z,2,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,55,66,2022-03-06T02:38:17Z,3240000,,,0,,O. Porter Jr. Free Throw 1 of 2 (5 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
334,PT01M01.00S,2022-03-06T02:38:33.2Z,2,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,55,67,2022-03-06T02:38:33Z,3250000,,,0,,O. Porter Jr. Free Throw 2 of 2 (6 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
335,PT00M57.50S,2022-03-06T02:38:43.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202691,,,1610612747,55,67,2022-03-06T02:38:51Z,3260000,,,0,,K. Thompson shooting personal FOUL (3 PF) (Westbrook 2 FT),"[202691, 201566]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,200834.0,,,3.0,0.0,Westbrook,201566.0,
337,PT00M57.50S,2022-03-06T02:39:13.3Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,55,67,2022-03-06T02:39:13Z,3280000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M57.50S,2022-03-06T02:39:13.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,55,67,2022-03-06T02:39:13Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,
339,PT00M57.50S,2022-03-06T02:39:14.2Z,2,REGULAR,substitution,out,[],202691,,,1610612747,55,67,2022-03-06T02:39:18Z,3300000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M57.50S,2022-03-06T02:39:14.2Z,2,REGULAR,substitution,in,[],1630541,,,1610612747,55,67,2022-03-06T02:39:18Z,3310000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M57.50S,2022-03-06T02:39:38.8Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612747,55,67,2022-03-06T02:39:38Z,3320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M57.50S,2022-03-06T02:40:30.7Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,56,67,2022-03-06T02:40:30Z,3330000,,,0,,R. Westbrook Free Throw 2 of 2 (9 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
343,PT00M44.10S,2022-03-06T02:40:46.3Z,2,REGULAR,3pt,Jump Shot,[],1629673,35.00328515111694,49.01960784313726,1610612744,56,67,2022-03-06T02:40:51Z,3340000,5.0,277.0,1,left,MISS J. Poole 27' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
344,PT00M41.30S,2022-03-06T02:40:49.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,56,67,2022-03-06T02:40:51Z,3350000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,343.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
345,PT00M35.30S,2022-03-06T02:40:55.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,65.48948751642575,69.6078431372549,1610612747,59,67,2022-03-06T02:41:08Z,3360000,98.0,272.0,1,right,M. Monk 28' 3PT running (9 PTS) (A. Reaves 2 AST),"[1628370, 1630559]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,28.9,Made,,,,,9.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,
347,PT00M14.20S,2022-03-06T02:41:19.9Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,59,67,2022-03-06T02:41:29Z,3380000,,,0,,S. Curry lost ball out-of-bounds TURNOVER (3 TO),[201939],1610612744.0,GSW,lost ball,,,Curry,S. Curry,,,,,,,,,,,,,,,3.0,,,200834.0,,,,,,,
348,PT00M14.20S,2022-03-06T02:41:25.7Z,2,REGULAR,substitution,out,[],1629673,,,1610612747,59,67,2022-03-06T02:41:39Z,3390000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M14.20S,2022-03-06T02:41:25.7Z,2,REGULAR,substitution,out,[],201939,,,1610612747,59,67,2022-03-06T02:41:39Z,3400000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M14.20S,2022-03-06T02:41:25.7Z,2,REGULAR,substitution,in,[],1629308,,,1610612747,59,67,2022-03-06T02:41:39Z,3410000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M14.20S,2022-03-06T02:41:25.7Z,2,REGULAR,substitution,in,[],1630228,,,1610612747,59,67,2022-03-06T02:41:39Z,3420000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M01.80S,2022-03-06T02:42:02.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],2544,68.9060446780552,23.529411764705884,1610612747,62,67,2022-03-06T02:42:47Z,3430000,-132.0,240.0,1,right,L. James 27' 3PT pullup (26 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,27.39,Made,,,,,26.0,,,,,,,,,,,,,,
354,PT00M01.80S,2022-03-06T02:42:06.0Z,2,REGULAR,instantreplay,request,[],0,,,1610612744,62,67,2022-03-06T02:45:36Z,3435000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,
353,PT00M00.00S,2022-03-06T02:42:09.2Z,2,REGULAR,period,end,[],0,,,1610612744,62,67,2022-03-06T02:42:09Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612744,62,67,2022-03-06T02:58:31Z,3450000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,62,67,2022-03-06T02:58:31Z,3460000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,out,['startperiod'],1629308,,,1610612744,62,67,2022-03-06T02:58:31Z,3470000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,62,67,2022-03-06T02:58:31Z,3480000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,in,['startperiod'],1626169,,,1610612744,62,67,2022-03-06T02:58:31Z,3490000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,62,67,2022-03-06T02:58:31Z,3500000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,62,67,2022-03-06T02:58:31Z,3510000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-03-06T02:58:17.5Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,62,67,2022-03-06T02:58:31Z,3520000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-03-06T02:58:48.4Z,3,REGULAR,period,start,[],0,,,1610612744,62,67,2022-03-06T02:58:48Z,3530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M38.00S,2022-03-06T02:59:10.3Z,3,REGULAR,2pt,Jump Shot,[],201939,81.12680683311433,70.34313725490196,1610612744,62,69,2022-03-06T02:59:15Z,3540000,102.0,125.0,1,right,S. Curry 16' step back Jump Shot (16 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,16.11,Made,,,,,16.0,,,,,,,,,,,,,,
365,PT11M12.00S,2022-03-06T02:59:35.3Z,3,REGULAR,2pt,Jump Shot,[],2544,11.875821287779246,25.980392156862735,1610612747,62,69,2022-03-06T02:59:41Z,3550000,120.0,59.0,1,left,MISS L. James 13' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,13.39,Missed,,,,,,,,,,,,,,,,,,,
366,PT11M08.00S,2022-03-06T02:59:39.3Z,3,REGULAR,rebound,offensive,[],1630559,,,1610612747,62,69,2022-03-06T02:59:41Z,3560000,,,0,,A. Reaves REBOUND (Off:1 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,365.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
367,PT11M07.00S,2022-03-06T02:59:41.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626169,7.670827858081481,4.901960784313729,1610612747,62,69,2022-03-06T02:59:45Z,3570000,225.0,20.0,1,left,MISS S. Johnson 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,,
368,PT11M05.00S,2022-03-06T02:59:43.1Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,62,69,2022-03-06T02:59:45Z,3580000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,367.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
