actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
189,PT10M57.00S,2021-11-03T03:10:35.8Z,2,REGULAR,3pt,Jump Shot,[],2544,94.13600525624179,4.411764705882348,1610612747,35,39,2021-11-03T03:10:40Z,1800000,-228.0,3.0,1,right,L. James 3PT  (9 PTS) (R. Westbrook 3 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,22.79,Made,9.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,
191,PT10M49.00S,2021-11-03T03:10:44.3Z,2,REGULAR,3pt,Jump Shot,[],1629717,32.90078843626807,43.872549019607845,1610612745,35,39,2021-11-03T03:10:48Z,1820000,31.0,257.0,1,left,MISS A. Brooks 25' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
192,PT10M46.00S,2021-11-03T03:10:47.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612747,35,39,2021-11-03T03:10:48Z,1830000,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,191.0,5.0,4.0,1.0,,,,,
193,PT10M37.00S,2021-11-03T03:10:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.95335085413929,50.245098039215684,1610612747,35,39,2021-11-03T03:11:08Z,1840000,1.0,14.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,
194,PT10M36.00S,2021-11-03T03:10:56.7Z,2,REGULAR,rebound,offensive,[],201599,,,1610612747,35,39,2021-11-03T03:11:08Z,1850000,,,0,,D. Jordan REBOUND (Off:2 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,193.0,6.0,4.0,2.0,,,,,
195,PT10M36.00S,2021-11-03T03:11:05.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",201599,92.95335085413929,49.754901960784316,1610612747,37,39,2021-11-03T03:11:22Z,1860000,-1.0,14.0,1,right,D. Jordan putback DUNK (6 PTS),[201599],1610612747.0,LAL,putback,,,Jordan,D. Jordan,,,,,1.38,Made,6.0,,,,,,,,,,,,,,,,,
196,PT10M36.00S,2021-11-03T03:11:10.2Z,2,REGULAR,violation,defensive goaltending,[],1630578,,,1610612747,37,39,2021-11-03T03:11:34Z,1870000,,,0,,A. Sengun defensive goaltending VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,202058.0,,,,,,,,,,,,,
198,PT10M36.00S,2021-11-03T03:11:28.4Z,2,REGULAR,foul,technical,['1freethrow'],2345,,,1610612745,37,39,2021-11-03T03:11:40Z,1890000,,,0,,TEAM foul technical,[2345],1610612747.0,LAL,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,
199,PT10M36.00S,2021-11-03T03:11:41.7Z,2,REGULAR,freethrow,1 of 1,[],201571,,,1610612745,37,40,2021-11-03T03:11:41Z,1900000,,,0,,D. Augustin technical Free Throw 1 of 1 (1 PTS),[201571],1610612745.0,HOU,technical,,,Augustin,D. Augustin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
200,PT10M26.00S,2021-11-03T03:12:06.0Z,2,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,37,40,2021-11-03T03:12:13Z,1910000,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (3 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,,,,,,,1155.0,,,,,,,,,,,3.0,,
201,PT10M22.00S,2021-11-03T03:12:23.7Z,2,REGULAR,foul,offensive,[],2544,,,1610612747,37,40,2021-11-03T03:23:23Z,1920000,,,0,,L. James charge offensive FOUL (2 PF),"[2544, 1630578]",1610612747.0,LAL,charge,,,James,L. James,,,,,,,,,,,1627964.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
203,PT10M22.00S,2021-11-03T03:12:23.7Z,2,REGULAR,turnover,offensive foul,[],2544,,,1610612747,37,40,2021-11-03T03:12:23Z,1940000,,,0,,L. James offensive foul TURNOVER (2 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,1627964.0,,,,,,,,,,,2.0,,
204,PT10M22.00S,2021-11-03T03:12:41.4Z,2,REGULAR,substitution,out,[],201566,,,1610612745,37,40,2021-11-03T03:12:49Z,1950000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M22.00S,2021-11-03T03:12:41.4Z,2,REGULAR,substitution,in,[],203145,,,1610612745,37,40,2021-11-03T03:12:49Z,1960000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M04.00S,2021-11-03T03:13:09.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630231,26.593298291721425,80.3921568627451,1610612745,37,43,2021-11-03T03:13:16Z,1970000,-152.0,197.0,1,left,K. Martin Jr. 24' 3PT  (8 PTS) (D. Augustin 1 AST),"[1630231, 201571]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,24.92,Made,8.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,,,
208,PT09M53.00S,2021-11-03T03:13:20.2Z,2,REGULAR,3pt,Jump Shot,[],2544,69.30026281208936,78.43137254901961,1610612747,40,43,2021-11-03T03:24:01Z,1990000,142.0,236.0,1,right,L. James 27' 3PT pullup (12 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,27.56,Made,12.0,,,,,,,,,,,,,,,,,
209,PT09M28.00S,2021-11-03T03:13:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,7.539421813403408,53.431372549019606,1610612745,40,43,2021-11-03T03:14:07Z,2000000,-17.0,18.0,1,left,MISS D. Nwaba cutting Layup - blocked,"[1628021, 1630559]",1610612745.0,HOU,cutting,,,Nwaba,D. Nwaba,,,,,2.52,Missed,,,,,,,,,,,,,,Reaves,1630559.0,,,
210,PT09M28.00S,2021-11-03T03:13:44.7Z,2,REGULAR,block,,[],1630559,,,1610612745,40,43,2021-11-03T03:13:48Z,2010000,,,0,,A. Reaves BLOCK (1 BLK),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M25.00S,2021-11-03T03:13:47.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,40,43,2021-11-03T03:14:07Z,2020000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,209.0,1.0,1.0,0.0,,,,,
212,PT09M22.00S,2021-11-03T03:13:51.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2546,93.2161629434954,51.22549019607843,1610612747,42,43,2021-11-03T03:14:35Z,2030000,6.0,11.0,1,right,C. Anthony running Layup (2 PTS) (L. James 2 AST),"[2546, 2544]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,1.28,Made,2.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
214,PT09M22.00S,2021-11-03T03:13:56.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,42,43,2021-11-03T03:13:56Z,2050000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,out,[],201599,,,1610612745,42,43,2021-11-03T03:16:42Z,2060000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,out,[],1628021,,,1610612745,42,43,2021-11-03T03:16:42Z,2070000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,out,[],1629717,,,1610612745,42,43,2021-11-03T03:16:42Z,2080000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,out,[],201571,,,1610612745,42,43,2021-11-03T03:16:42Z,2090000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,in,[],203076,,,1610612745,42,43,2021-11-03T03:16:42Z,2100000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,42,43,2021-11-03T03:16:42Z,2110000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,42,43,2021-11-03T03:16:42Z,2120000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M22.00S,2021-11-03T03:16:21.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,42,43,2021-11-03T03:16:42Z,2130000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M00.00S,2021-11-03T03:17:10.7Z,2,REGULAR,2pt,Jump Shot,[],1629645,18.971747700394218,27.450980392156865,1610612745,42,43,2021-11-03T03:17:15Z,2140000,113.0,126.0,1,left,MISS K. Porter Jr. 16' turnaround Shot,[1629645],1610612745.0,HOU,turnaround,,,Porter Jr.,K. Porter Jr.,,,,,16.89,Missed,,,,,,,,,,,,,,,,,,
224,PT08M57.00S,2021-11-03T03:17:12.8Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,42,43,2021-11-03T03:17:12Z,2150000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,223.0,2.0,1.0,1.0,,,,,
225,PT08M56.00S,2021-11-03T03:17:13.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,7.145203679369246,48.529411764705884,1610612745,42,45,2021-11-03T03:17:19Z,2160000,7.0,15.0,1,left,J. Tate putback Layup (7 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,1.65,Made,7.0,,,,,,,,,,,,,,,,,
226,PT08M43.00S,2021-11-03T03:17:34.9Z,2,REGULAR,turnover,3-second-violation,[],203076,,,1610612747,42,45,2021-11-03T03:17:52Z,2170000,,,0,,A. Davis 3-second-violation TURNOVER (1 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,202058.0,,,,,,,,,,,1.0,,
227,PT08M17.00S,2021-11-03T03:18:09.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630256,21.468462549277262,72.79411764705883,1610612745,42,45,2021-11-03T03:18:14Z,2180000,-114.0,149.0,1,left,MISS J. Tate 18' fadeaway Shot,[1630256],1610612745.0,HOU,fadeaway,,,Tate,J. Tate,,,,,18.78,Missed,,,,,,,,,,,,,,,,,,
228,PT08M14.00S,2021-11-03T03:18:11.7Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,42,45,2021-11-03T03:18:11Z,2190000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,227.0,1.0,0.0,1.0,,,,,
229,PT08M11.00S,2021-11-03T03:18:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630231,6.750985545335084,54.16666666666667,1610612745,42,47,2021-11-03T03:26:04Z,2200000,-21.0,11.0,1,left,K. Martin Jr. driving finger roll Layup (10 PTS),[1630231],1610612745.0,HOU,driving finger roll,,,Martin Jr.,K. Martin Jr.,,,,,2.35,Made,10.0,,,,,,,,,,,,,,,,,
230,PT07M50.00S,2021-11-03T03:18:36.1Z,2,REGULAR,3pt,Jump Shot,[],2546,80.86399474375821,93.13725490196079,1610612747,45,47,2021-11-03T03:18:40Z,2210000,216.0,127.0,1,right,C. Anthony 25' 3PT turnaround (5 PTS) (L. James 3 AST),"[2546, 2544]",1610612747.0,LAL,turnaround,,,Anthony,C. Anthony,,,,,25.05,Made,5.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
232,PT07M43.00S,2021-11-03T03:18:47.5Z,2,REGULAR,foul,personal,[],1630559,,,1610612745,45,47,2021-11-03T03:18:55Z,2230000,,,0,,A. Reaves personal FOUL (2 PF),"[1630559, 1630224]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,202058.0,2.0,0.0,Green,1630224.0,,,,,,,,,
234,PT07M43.00S,2021-11-03T03:18:55.6Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,45,47,2021-11-03T03:18:58Z,2250000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M43.00S,2021-11-03T03:18:55.6Z,2,REGULAR,substitution,in,[],1626174,,,1610612745,45,47,2021-11-03T03:18:58Z,2260000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M27.00S,2021-11-03T03:19:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.539421813403408,48.529411764705884,1610612745,45,49,2021-11-03T03:19:26Z,2270000,7.0,18.0,1,left,J. Green driving Layup (14 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,1.98,Made,14.0,,,,,,,,,,,,,,,,,
237,PT07M18.00S,2021-11-03T03:19:30.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.08475689881735,50.49019607843137,1610612747,47,49,2021-11-03T03:19:35Z,2280000,2.0,13.0,1,right,A. Davis alley-oop DUNK (13 PTS) (L. James 4 AST),"[203076, 2544]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,1.27,Made,13.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
239,PT07M06.00S,2021-11-03T03:19:43.1Z,2,REGULAR,3pt,Jump Shot,[],1629645,29.221419185282528,20.588235294117652,1610612745,47,49,2021-11-03T03:28:09Z,2300000,147.0,222.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
240,PT07M00.00S,2021-11-03T03:19:49.1Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,47,49,2021-11-03T03:19:50Z,2310000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,239.0,2.0,2.0,0.0,,,,,
241,PT06M59.00S,2021-11-03T03:19:49.9Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,47,49,2021-11-03T03:19:59Z,2320000,,,0,,L. James bad pass TURNOVER (3 TO),"[2544, 1629645]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,3.0,Porter Jr.,1629645.0
242,PT06M59.00S,2021-11-03T03:19:49.9Z,2,REGULAR,steal,,[],1629645,,,1610612745,47,49,2021-11-03T03:19:56Z,2330000,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M59.00S,2021-11-03T03:19:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,8.590670170827863,51.22549019607843,1610612745,47,49,2021-11-03T03:22:40Z,2335000,-6.0,28.0,1,left,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,
252,PT06M59.00S,2021-11-03T03:19:56.3Z,2,REGULAR,rebound,defensive,[],203145,,,1610612747,47,49,2021-11-03T03:20:37Z,2337500,,,0,,K. Bazemore REBOUND (Off:1 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,251.0,2.0,1.0,1.0,,,,,
243,PT06M46.00S,2021-11-03T03:20:02.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,95.05584756898817,49.754901960784316,1610612747,49,49,2021-11-03T03:22:56Z,2340000,-1.0,-6.0,1,right,L. James running alley-oop DUNK (14 PTS) (A. Davis 2 AST),"[2544, 203076]",1610612747.0,LAL,running alley-oop,,,James,L. James,,,,,0.61,Made,14.0,A. Davis,203076.0,2.0,,,,,,,,,,,,,,
245,PT06M26.00S,2021-11-03T03:20:23.4Z,2,REGULAR,3pt,Jump Shot,[],1629645,31.45532194480947,27.205882352941174,1610612745,49,49,2021-11-03T03:23:39Z,2360000,114.0,243.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,
246,PT06M26.00S,2021-11-03T03:20:23.4Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,49,49,2021-11-03T03:23:39Z,2370000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,245.0,3.0,1.0,2.0,,,,,
247,PT06M18.00S,2021-11-03T03:20:30.3Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,49,49,2021-11-03T03:20:44Z,2380000,,,0,,J. Tate bad pass TURNOVER (2 TO),"[1630256, 2544]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,2.0,James,2544.0
248,PT06M18.00S,2021-11-03T03:20:30.3Z,2,REGULAR,steal,,[],2544,,,1610612747,49,49,2021-11-03T03:20:32Z,2390000,,,0,,L. James STEAL (2 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M16.00S,2021-11-03T03:20:33.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203145,92.69053876478318,49.26470588235294,1610612747,49,49,2021-11-03T03:20:49Z,2400000,-4.0,16.0,1,right,MISS K. Bazemore running Layup,[203145],1610612747.0,LAL,running,,,Bazemore,K. Bazemore,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,
250,PT06M14.00S,2021-11-03T03:20:35.7Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,49,49,2021-11-03T03:20:35Z,2410000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,249.0,6.0,6.0,0.0,,,,,
253,PT06M06.00S,2021-11-03T03:20:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630224,10.77529566360053,97.28094362745098,1610612745,49,52,2021-11-03T03:24:08Z,2420000,-236.0,49.0,1,left,J. Green 24' 3PT  (17 PTS) (K. Porter Jr. 4 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,24.14,Made,17.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,
255,PT06M06.00S,2021-11-03T03:21:11.8Z,2,REGULAR,foul,technical,['1freethrow'],2546,,,1610612747,49,52,2021-11-03T03:23:36Z,2440000,,,0,,C. Anthony technical FOUL (1 Tech),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,202058.0,0.0,1.0,,,,,,,,,,,
256,PT06M06.00S,2021-11-03T03:21:32.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,49,52,2021-11-03T03:21:32Z,2450000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M06.00S,2021-11-03T03:22:03.8Z,2,REGULAR,substitution,out,[],2546,,,1610612747,49,52,2021-11-03T03:23:32Z,2460000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M06.00S,2021-11-03T03:22:03.8Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,49,52,2021-11-03T03:23:32Z,2470000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M06.00S,2021-11-03T03:22:03.8Z,2,REGULAR,substitution,in,[],201566,,,1610612747,49,52,2021-11-03T03:23:32Z,2480000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M06.00S,2021-11-03T03:22:03.8Z,2,REGULAR,substitution,in,[],202340,,,1610612747,49,52,2021-11-03T03:23:32Z,2490000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M06.00S,2021-11-03T03:23:47.2Z,2,REGULAR,freethrow,1 of 1,[],1630224,,,1610612747,49,53,2021-11-03T03:23:47Z,2500000,,,0,,J. Green technical Free Throw 1 of 1 (18 PTS),[1630224],1610612745.0,HOU,technical,,,Green,J. Green,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
262,PT05M50.00S,2021-11-03T03:24:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612747,49,53,2021-11-03T03:24:20Z,2510000,,,0,,J. Tate shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1630256, 201566]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,1627964.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,
264,PT05M50.00S,2021-11-03T03:24:43.2Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,50,53,2021-11-03T03:24:43Z,2530000,,,0,,R. Westbrook Free Throw 1 of 2 (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
265,PT05M50.00S,2021-11-03T03:24:58.8Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,51,53,2021-11-03T03:24:58Z,2540000,,,0,,R. Westbrook Free Throw 2 of 2 (8 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
266,PT05M40.00S,2021-11-03T03:25:13.5Z,2,REGULAR,foul,offensive,[],1630224,,,1610612745,51,53,2021-11-03T03:25:26Z,2550000,,,0,,J. Green charge offensive FOUL (1 PF),"[1630224, 2544]",1610612745.0,HOU,charge,,,Green,J. Green,,,,,,,,,,,1627964.0,1.0,0.0,James,2544.0,,,,,,,,,
268,PT05M40.00S,2021-11-03T03:25:13.5Z,2,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,51,53,2021-11-03T03:25:13Z,2570000,,,0,,J. Green offensive foul TURNOVER (2 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,1627964.0,,,,,,,,,,,2.0,,
269,PT05M40.00S,2021-11-03T03:25:22.6Z,2,REGULAR,substitution,out,[],2544,,,1610612747,51,53,2021-11-03T03:25:25Z,2580000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M40.00S,2021-11-03T03:25:22.6Z,2,REGULAR,substitution,in,[],2546,,,1610612747,51,53,2021-11-03T03:25:25Z,2590000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M24.00S,2021-11-03T03:25:50.2Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612747,51,53,2021-11-03T03:25:56Z,2600000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Davis 2 FT),"[1630578, 203076]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,1155.0,2.0,1.0,Davis,203076.0,,,,,,,,,
273,PT05M24.00S,2021-11-03T03:26:32.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203076,,,1610612747,51,53,2021-11-03T03:26:52Z,2620000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,
274,PT05M24.00S,2021-11-03T03:26:32.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,51,53,2021-11-03T03:26:52Z,2630000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,
275,PT05M24.00S,2021-11-03T03:26:32.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203076,,,1610612747,51,53,2021-11-03T03:26:52Z,2640000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT05M21.00S,2021-11-03T03:26:35.0Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,51,53,2021-11-03T03:26:52Z,2650000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,275.0,2.0,1.0,1.0,,,,,
277,PT05M16.00S,2021-11-03T03:26:55.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629645,7.802233902759525,50.49019607843137,1610612745,51,55,2021-11-03T03:27:04Z,2660000,-2.0,21.0,1,left,K. Porter Jr. running alley-oop Layup (6 PTS) (A. Sengun 3 AST),"[1629645, 1630578]",1610612745.0,HOU,running alley-oop,,,Porter Jr.,K. Porter Jr.,,,,,2.09,Made,6.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,,
