actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
638,PT02M08.00S,2021-11-03T04:44:09.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,92.69053876478318,49.50980392156863,1610612745,114,108,2021-11-03T04:44:28Z,6200000,-2.0,16.0,1,right,C. Wood DUNK (23 PTS) (J. Green 5 AST),"[1626174, 1630224]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,1.64,Made,23.0,J. Green,1630224.0,5.0,,,,,,,,,,,,,,
642,PT01M47.00S,2021-11-03T04:44:31.6Z,4,REGULAR,3pt,Jump Shot,[],2544,24.6222076215506,13.725490196078425,1610612747,114,108,2021-11-03T04:44:35Z,6220000,181.0,179.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
643,PT01M44.00S,2021-11-03T04:44:34.6Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,114,108,2021-11-03T04:44:35Z,6230000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,642.0,5.0,4.0,1.0,,,,,
644,PT01M36.00S,2021-11-03T04:44:42.5Z,4,REGULAR,3pt,Jump Shot,[],1626174,72.7168199737188,14.460784313725497,1610612745,114,111,2021-11-03T04:44:48Z,6240000,-178.0,204.0,1,right,C. Wood 27' 3PT  (26 PTS) (K. Porter Jr. 8 AST),"[1626174, 1629645]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.05,Made,26.0,K. Porter Jr.,1629645.0,8.0,,,,,,,,,,,,,,
646,PT01M35.00S,2021-11-03T04:44:52.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,114,111,2021-11-03T04:44:52Z,6260000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M28.00S,2021-11-03T04:49:27.0Z,4,REGULAR,2pt,Jump Shot,[],2544,22.38830486202366,69.8529411764706,1610612747,116,111,2021-11-03T04:51:29Z,6280000,-99.0,158.0,1,left,L. James 18' pullup Jump Shot (30 PTS) (A. Davis 3 AST),"[2544, 203076]",1610612747.0,LAL,pullup,,,James,L. James,,,,,18.66,Made,30.0,A. Davis,203076.0,3.0,,,,,,,,,,,,,,
650,PT01M03.00S,2021-11-03T04:49:55.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,116,111,2021-11-03T04:50:02Z,6300000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,,,
651,PT00M47.60S,2021-11-03T04:50:29.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],2544,15.292378449408673,79.16666666666666,1610612747,116,111,2021-11-03T04:52:16Z,6310000,-146.0,91.0,1,left,MISS L. James 17' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,17.2,Missed,,,,,,,,,,,,,,,,,,
652,PT00M45.90S,2021-11-03T04:50:31.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,116,111,2021-11-03T04:50:38Z,6320000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,651.0,,,,,,,,
653,PT00M45.90S,2021-11-03T04:50:38.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612747,116,111,2021-11-03T04:50:44Z,6330000,,,0,,C. Wood loose ball personal FOUL (4 PF) (Davis 2 FT),"[1626174, 203076]",1610612745.0,HOU,loose ball,,,Wood,C. Wood,,,,,,,,,,,1155.0,4.0,0.0,Davis,203076.0,,,,,,,,,
655,PT00M45.90S,2021-11-03T04:51:11.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203076,,,1610612747,117,111,2021-11-03T04:51:11Z,6350000,,,0,,A. Davis Free Throw 1 of 2 (26 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
656,PT00M45.90S,2021-11-03T04:51:15.8Z,4,REGULAR,substitution,out,[],2546,,,1610612747,117,111,2021-11-03T04:51:23Z,6360000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M45.90S,2021-11-03T04:51:15.8Z,4,REGULAR,substitution,in,[],202340,,,1610612747,117,111,2021-11-03T04:51:23Z,6370000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M45.90S,2021-11-03T04:51:31.4Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203076,,,1610612747,118,111,2021-11-03T04:51:31Z,6380000,,,0,,A. Davis Free Throw 2 of 2 (27 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
659,PT00M45.90S,2021-11-03T04:51:36.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,118,111,2021-11-03T04:51:36Z,6390000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M43.90S,2021-11-03T04:53:10.6Z,4,REGULAR,3pt,Jump Shot,[],1630224,68.11760840998686,30.14705882352942,1610612745,118,114,2021-11-03T04:53:14Z,6400000,-99.0,247.0,1,right,J. Green 26' 3PT  (21 PTS) (J. Tate 2 AST),"[1630224, 1630256]",1610612745.0,HOU,,,,Green,J. Green,,,,,26.64,Made,21.0,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,
662,PT00M20.10S,2021-11-03T04:53:36.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,17.789093298291732,59.068627450980394,1610612747,118,114,2021-11-03T04:53:42Z,6420000,-45.0,115.0,1,left,MISS L. James 12' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,12.33,Missed,,,,,,,,,,,,,,,,,,
663,PT00M19.50S,2021-11-03T04:53:36.7Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,118,114,2021-11-03T04:53:42Z,6430000,,,0,,R. Westbrook REBOUND (Off:5 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,662.0,9.0,4.0,5.0,,,,,
664,PT00M19.50S,2021-11-03T04:53:39.7Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201566,5.590000152587891,50.0,1610612747,118,114,2021-11-03T04:53:47Z,6440000,0.0,0.0,1,left,MISS R. Westbrook tip DUNK,[201566],1610612747.0,LAL,tip,,,Westbrook,R. Westbrook,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
665,PT00M19.50S,2021-11-03T04:53:39.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,118,114,2021-11-03T04:53:47Z,6450000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,664.0,,,,,,,,
666,PT00M08.80S,2021-11-03T04:53:58.9Z,4,REGULAR,3pt,Jump Shot,[],1630224,65.3580814717477,52.69607843137255,1610612745,118,117,2021-11-03T04:54:55Z,6460000,13.0,273.0,1,right,J. Green 27' 3PT step back (24 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,27.34,Made,24.0,,,,,,,,,,,,,,,,,
667,PT00M08.20S,2021-11-03T04:54:08.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,118,117,2021-11-03T04:54:08Z,6470000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M08.20S,2021-11-03T04:55:00.3Z,4,REGULAR,substitution,out,[],203145,,,1610612747,118,117,2021-11-03T04:55:29Z,6480000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M08.20S,2021-11-03T04:55:00.3Z,4,REGULAR,substitution,out,[],202340,,,1610612747,118,117,2021-11-03T04:55:29Z,6490000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M08.20S,2021-11-03T04:55:00.3Z,4,REGULAR,substitution,in,[],1628370,,,1610612747,118,117,2021-11-03T04:55:29Z,6500000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M08.20S,2021-11-03T04:55:00.3Z,4,REGULAR,substitution,in,[],2546,,,1610612747,118,117,2021-11-03T04:55:29Z,6510000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M06.60S,2021-11-03T04:55:50.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630224,,,1610612747,118,117,2021-11-03T04:56:00Z,6520000,,,0,,J. Green take personal FOUL (4 PF) (Monk 2 FT),"[1630224, 1628370]",1610612745.0,HOU,take,,,Green,J. Green,,,,,,,,,,,202058.0,4.0,0.0,Monk,1628370.0,,,,,,,,,
675,PT00M06.60S,2021-11-03T04:56:14.0Z,4,REGULAR,freethrow,1 of 2,[],1628370,,,1610612747,118,117,2021-11-03T04:56:14Z,6540000,,,0,,MISS M. Monk Free Throw 1 of 2,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Missed,,,,,,,,,,,,,,,,,,
676,PT00M06.60S,2021-11-03T04:56:14.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,118,117,2021-11-03T04:56:14Z,6550000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,675.0,,,,,,,,
677,PT00M06.60S,2021-11-03T04:56:34.3Z,4,REGULAR,freethrow,2 of 2,[],1628370,,,1610612747,119,117,2021-11-03T04:56:34Z,6560000,,,0,,M. Monk Free Throw 2 of 2 (1 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
678,PT00M06.60S,2021-11-03T04:56:40.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,119,117,2021-11-03T04:56:40Z,6570000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M06.60S,2021-11-03T04:57:43.7Z,4,REGULAR,substitution,out,[],1628370,,,1610612745,119,117,2021-11-03T04:57:57Z,6580000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M06.60S,2021-11-03T04:57:43.7Z,4,REGULAR,substitution,out,[],2546,,,1610612745,119,117,2021-11-03T04:57:57Z,6590000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M06.60S,2021-11-03T04:57:43.7Z,4,REGULAR,substitution,out,[],1630231,,,1610612745,119,117,2021-11-03T04:57:57Z,6600000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M06.60S,2021-11-03T04:57:43.7Z,4,REGULAR,substitution,in,[],203145,,,1610612745,119,117,2021-11-03T04:57:57Z,6610000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M06.60S,2021-11-03T04:57:43.7Z,4,REGULAR,substitution,in,[],202340,,,1610612745,119,117,2021-11-03T04:57:57Z,6620000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M06.60S,2021-11-03T04:57:43.7Z,4,REGULAR,substitution,in,[],1629717,,,1610612745,119,117,2021-11-03T04:57:57Z,6630000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M05.50S,2021-11-03T04:58:16.7Z,4,REGULAR,foul,personal,[],203145,,,1610612745,119,117,2021-11-03T04:58:27Z,6640000,,,0,,K. Bazemore personal FOUL (5 PF),"[203145, 1626174]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,202058.0,5.0,1.0,Wood,1626174.0,,,,,,,,,
687,PT00M02.00S,2021-11-03T04:58:52.9Z,4,REGULAR,3pt,Jump Shot,[],1629645,68.9060446780552,70.58823529411765,1610612745,119,117,2021-11-03T04:59:33Z,6660000,103.0,240.0,1,right,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
688,PT00M00.10S,2021-11-03T04:58:54.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,119,117,2021-11-03T04:59:33Z,6670000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,687.0,,,,,,,,
689,PT00M00.00S,2021-11-03T04:59:00.3Z,4,REGULAR,period,end,[],0,,,1610612745,119,117,2021-11-03T04:59:00Z,6680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2021-11-03T05:01:44.4Z,4,REGULAR,game,end,[],0,,,0,119,117,2021-11-03T05:01:44Z,6690000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
