actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
281,PT03M22.00S,2022-01-18T04:32:20.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,46,37,2022-01-18T04:32:29Z,2710000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,
282,PT03M00.00S,2022-01-18T04:32:48.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,91.63929040735874,61.029411764705884,1610612762,46,37,2022-01-18T04:50:53Z,2720000,55.0,26.0,1,right,MISS B. Bogdanovic 6' driving floating Shot,[202711],1610612762.0,UTA,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,
283,PT02M58.00S,2022-01-18T04:32:50.9Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,46,37,2022-01-18T04:32:56Z,2730000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT02M53.00S,2022-01-18T04:32:55.8Z,2,REGULAR,3pt,Jump Shot,[],2772,30.535479632063073,34.803921568627445,1610612747,46,37,2022-01-18T04:44:45Z,2740000,76.0,235.0,1,left,MISS T. Ariza 24' pullup 3PT,[2772],1610612747.0,LAL,pullup,,,Ariza,T. Ariza,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
285,PT02M50.00S,2022-01-18T04:32:58.8Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,46,37,2022-01-18T04:33:02Z,2750000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,,,,,,
286,PT02M40.00S,2022-01-18T04:33:08.8Z,2,REGULAR,3pt,Jump Shot,[],1626220,78.36727989487517,9.068627450980387,1610612762,46,37,2022-01-18T04:33:12Z,2760000,-205.0,151.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
287,PT02M37.00S,2022-01-18T04:33:11.8Z,2,REGULAR,rebound,defensive,[],202340,,,1610612747,46,37,2022-01-18T04:33:12Z,2770000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,286.0,1.0,1.0,0.0,,,,,,,,,,,,,,
288,PT02M26.00S,2022-01-18T04:33:22.9Z,2,REGULAR,2pt,Jump Shot,[],2544,9.379106438896187,83.33333333333334,1610612747,48,37,2022-01-18T04:45:24Z,2780000,-167.0,36.0,1,left,L. James 17' turnaround fadeaway Jump Shot (10 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,17.05,Made,,,,,,,,,10.0,,,,,,,,,
289,PT02M15.00S,2022-01-18T04:33:33.5Z,2,REGULAR,3pt,Jump Shot,[],201144,64.56964520367937,58.088235294117645,1610612762,48,40,2022-01-18T04:50:59Z,2790000,40.0,281.0,1,right,M. Conley 28' 3PT pullup (9 PTS) (D. Mitchell 1 AST),"[201144, 1628378]",1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,28.34,Made,,,,,,,,,9.0,D. Mitchell,1628378.0,1.0,,,,,,
291,PT02M14.00S,2022-01-18T04:33:40.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,48,40,2022-01-18T04:33:40Z,2810000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M00.00S,2022-01-18T04:36:46.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201566,7.933639947437584,50.73529411764706,1610612747,50,40,2022-01-18T04:36:52Z,2820000,-4.0,22.0,1,left,R. Westbrook driving DUNK (9 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.24,Made,,,,,,,,,9.0,,,,,,,,,
293,PT02M00.00S,2022-01-18T04:36:50.9Z,2,REGULAR,foul,personal,['1freethrow'],203497,,,1610612747,50,40,2022-01-18T04:37:23Z,2830000,,,0,,R. Gobert shooting personal FOUL (2 PF) (Westbrook 1 FT),"[203497, 201566]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,2714.0,,2.0,1.0,,,,,,,,,Westbrook,201566.0
295,PT02M00.00S,2022-01-18T04:37:26.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201566,,,1610612747,50,40,2022-01-18T04:37:35Z,2850000,,,0,,R. Westbrook technical FOUL (1 Tech),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,2714.0,,1.0,1.0,,,,,,,,,,
296,PT02M00.00S,2022-01-18T04:37:36.1Z,2,REGULAR,freethrow,1 of 1,[],202711,,,1610612747,50,41,2022-01-18T04:37:36Z,2860000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (3 PTS),[202711],1610612762.0,UTA,technical,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
297,PT02M00.00S,2022-01-18T04:38:08.9Z,2,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,51,41,2022-01-18T04:38:08Z,2870000,,,0,,R. Westbrook Free Throw 1 of 1 (10 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
298,PT01M49.00S,2022-01-18T04:38:21.0Z,2,REGULAR,turnover,bad pass,[],201144,,,1610612762,51,41,2022-01-18T04:38:26Z,2880000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 2730]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,1.0,,,,,,,Howard,2730.0,,,,
299,PT01M49.00S,2022-01-18T04:38:21.0Z,2,REGULAR,steal,,[],2730,,,1610612747,51,41,2022-01-18T04:38:23Z,2890000,,,0,,D. Howard STEAL (2 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M46.00S,2022-01-18T04:38:37.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202711,,,1610612747,51,41,2022-01-18T04:38:43Z,2910000,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Ariza 2 FT),"[202711, 2772]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1193.0,,2.0,0.0,,,,,,,,,Ariza,2772.0
303,PT01M46.00S,2022-01-18T04:38:55.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",2772,,,1610612747,52,41,2022-01-18T04:38:55Z,2930000,,,0,,T. Ariza Free Throw 1 of 2 (4 PTS),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
304,PT01M46.00S,2022-01-18T04:38:55.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",2772,,,1610612747,52,41,2022-01-18T04:39:14Z,2940000,,,0,,MISS T. Ariza Free Throw 2 of 2,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,Missed,,,,,,,,,,,,,,,,,,
305,PT01M43.00S,2022-01-18T04:38:58.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,52,41,2022-01-18T04:39:14Z,2950000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,304.0,7.0,6.0,1.0,,,,,,,,,,,,,,
306,PT01M31.00S,2022-01-18T04:39:27.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2772,,,1610612762,52,41,2022-01-18T04:39:35Z,2960000,,,0,,T. Ariza shooting personal FOUL (2 PF) (Gobert 2 FT),"[2772, 203497]",1610612747.0,LAL,shooting,,,Ariza,T. Ariza,,,,,,,,,,,2714.0,,2.0,0.0,,,,,,,,,Gobert,203497.0
308,PT01M31.00S,2022-01-18T04:40:00.5Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,52,42,2022-01-18T04:40:00Z,2980000,,,0,,R. Gobert Free Throw 1 of 2 (7 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
309,PT01M31.00S,2022-01-18T04:40:23.1Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,52,43,2022-01-18T04:40:23Z,2990000,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
310,PT01M12.00S,2022-01-18T04:40:46.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612747,52,43,2022-01-18T04:40:57Z,3000000,,,0,,R. O'Neale personal FOUL (1 PF) (James 2 FT),"[1626220, 2544]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,1193.0,,1.0,0.0,,,,,,,,,James,2544.0
312,PT01M12.00S,2022-01-18T04:41:13.7Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,52,43,2022-01-18T04:41:36Z,3020000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT01M12.00S,2022-01-18T04:41:13.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,52,43,2022-01-18T04:41:36Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,
314,PT01M12.00S,2022-01-18T04:41:13.7Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,52,43,2022-01-18T04:41:36Z,3040000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT01M11.00S,2022-01-18T04:41:14.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,52,43,2022-01-18T04:41:36Z,3050000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,
316,PT01M11.00S,2022-01-18T04:41:35.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2730,,,1610612762,52,43,2022-01-18T04:41:57Z,3060000,,,0,,D. Howard loose ball personal FOUL (1 PF) (Gobert 2 FT),"[2730, 203497]",1610612747.0,LAL,loose ball,,,Howard,D. Howard,,,,,,,,,,,2714.0,,1.0,0.0,,,,,,,,,Gobert,203497.0
318,PT01M11.00S,2022-01-18T04:41:59.8Z,2,REGULAR,instantreplay,request,[],0,,,1610612762,52,43,2022-01-18T04:43:30Z,3080000,,,0,,,[],,,stands,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,
319,PT01M11.00S,2022-01-18T04:43:43.0Z,2,REGULAR,substitution,out,[],2772,,,1610612762,52,43,2022-01-18T04:43:59Z,3090000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M11.00S,2022-01-18T04:43:43.0Z,2,REGULAR,substitution,in,[],1629659,,,1610612762,52,43,2022-01-18T04:43:59Z,3100000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M11.00S,2022-01-18T04:44:12.5Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,52,44,2022-01-18T04:44:12Z,3110000,,,0,,R. Gobert Free Throw 1 of 2 (9 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
322,PT01M11.00S,2022-01-18T04:44:12.5Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,52,44,2022-01-18T04:44:33Z,3120000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
323,PT01M09.00S,2022-01-18T04:44:14.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,52,44,2022-01-18T04:44:33Z,3130000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,,
324,PT00M55.10S,2022-01-18T04:44:48.7Z,2,REGULAR,turnover,out-of-bounds,[],1629659,,,1610612747,52,44,2022-01-18T04:44:54Z,3140000,,,0,,T. Horton-Tucker bad pass out-of-bounds TURNOVER (2 TO),[1629659],1610612747.0,LAL,bad pass,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,2714.0,2.0,,,,,,,,,,,,
325,PT00M47.70S,2022-01-18T04:45:04.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,74.68791064388962,71.81372549019608,1610612762,52,46,2022-01-18T04:45:09Z,3150000,109.0,185.0,1,right,D. Mitchell 21' pullup Jump Shot (6 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,21.51,Made,,,,,,,,,6.0,,,,,,,,,
326,PT00M27.50S,2022-01-18T04:45:27.6Z,2,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,52,46,2022-01-18T04:45:34Z,3160000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612747.0,LAL,bad pass,,,Westbrook,R. Westbrook,,,,,,,,,,,2714.0,1.0,,,,,,,,,,,,
327,PT00M03.00S,2022-01-18T04:46:04.1Z,2,REGULAR,turnover,lost ball,[],203497,,,1610612762,52,46,2022-01-18T04:46:10Z,3170000,,,0,,R. Gobert lost ball TURNOVER (3 TO),"[203497, 2730]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,3.0,,,,,,,Howard,2730.0,,,,
328,PT00M03.00S,2022-01-18T04:46:04.1Z,2,REGULAR,steal,,[],2730,,,1610612747,52,46,2022-01-18T04:46:06Z,3180000,,,0,,D. Howard STEAL (3 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M00.60S,2022-01-18T04:46:11.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202340,28.43298291721419,23.774509803921575,1610612747,52,46,2022-01-18T04:49:52Z,3190000,131.0,215.0,1,left,MISS A. Bradley 25' running 3PT,[202340],1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
330,PT00M00.10S,2022-01-18T04:46:11.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,52,46,2022-01-18T04:46:29Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2022-01-18T04:46:14.1Z,2,REGULAR,period,end,[],0,,,1610612747,52,46,2022-01-18T04:46:14Z,3210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-01-18T05:00:51.1Z,3,REGULAR,substitution,out,['startperiod'],1629659,,,1610612747,52,46,2022-01-18T05:01:17Z,3220000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-01-18T05:00:51.1Z,3,REGULAR,substitution,in,['startperiod'],2772,,,1610612747,52,46,2022-01-18T05:01:17Z,3230000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-01-18T05:01:35.8Z,3,REGULAR,period,start,[],0,,,1610612747,52,46,2022-01-18T05:01:35Z,3240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M43.00S,2022-01-18T05:01:51.9Z,3,REGULAR,2pt,Jump Shot,[],2544,85.3318002628121,69.11764705882354,1610612747,52,46,2022-01-18T05:02:16Z,3250000,96.0,85.0,1,right,MISS L. James 12' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,12.82,Missed,,,,,,,,,,,,,,,,,,
336,PT11M40.00S,2022-01-18T05:01:54.9Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612762,52,46,2022-01-18T05:01:58Z,3260000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,335.0,3.0,3.0,0.0,,,,,,,,,,,,,,
337,PT11M37.00S,2022-01-18T05:01:58.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203497,7.408015768725363,51.22549019607843,1610612762,52,48,2022-01-18T05:02:04Z,3270000,-6.0,17.0,1,left,R. Gobert cutting DUNK (11 PTS) (D. Mitchell 2 AST),"[203497, 1628378]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,1.82,Made,,,,,,,,,11.0,D. Mitchell,1628378.0,2.0,,,,,,
339,PT11M11.00S,2022-01-18T05:02:23.3Z,3,REGULAR,3pt,Jump Shot,[],2544,67.59198423127464,66.17647058823529,1610612747,52,48,2022-01-18T05:02:28Z,3290000,81.0,252.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
340,PT11M08.00S,2022-01-18T05:02:26.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,52,48,2022-01-18T05:02:28Z,3300000,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,339.0,8.0,7.0,1.0,,,,,,,,,,,,,,
341,PT11M03.00S,2022-01-18T05:02:31.7Z,3,REGULAR,3pt,Jump Shot,[],1628378,36.711563731931676,49.26470588235294,1610612762,52,48,2022-01-18T05:03:42Z,3310000,4.0,293.0,1,left,MISS D. Mitchell 29' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,29.26,Missed,,,,,,,,,,,,,,,,,,
342,PT11M00.00S,2022-01-18T05:02:34.7Z,3,REGULAR,rebound,defensive,[],2730,,,1610612747,52,48,2022-01-18T05:02:38Z,3320000,,,0,,D. Howard REBOUND (Off:0 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,341.0,3.0,3.0,0.0,,,,,,,,,,,,,,
343,PT10M44.00S,2022-01-18T05:02:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202340,92.16491458607096,49.754901960784316,1610612747,54,48,2022-01-18T05:03:36Z,3330000,-1.0,21.0,1,right,A. Bradley reverse Layup (5 PTS) (R. Westbrook 2 AST),"[202340, 201566]",1610612747.0,LAL,reverse,,,Bradley,A. Bradley,,,,,2.11,Made,,,,,,,,,5.0,R. Westbrook,201566.0,2.0,,,,,,
345,PT10M22.00S,2022-01-18T05:03:12.5Z,3,REGULAR,turnover,lost ball,[],201144,,,1610612762,54,48,2022-01-18T05:03:17Z,3350000,,,0,,M. Conley lost ball TURNOVER (2 TO),"[201144, 2544]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,2.0,,,,,,,James,2544.0,,,,
346,PT10M22.00S,2022-01-18T05:03:12.5Z,3,REGULAR,steal,,[],2544,,,1610612747,54,48,2022-01-18T05:03:14Z,3360000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
347,PT10M18.00S,2022-01-18T05:03:17.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,93.08475689881735,50.73529411764706,1610612747,56,48,2022-01-18T05:04:16Z,3370000,4.0,13.0,1,right,L. James running reverse Layup (12 PTS),[2544],1610612747.0,LAL,running reverse,,,James,L. James,,,,,1.3,Made,,,,,,,,,12.0,,,,,,,,,
348,PT10M04.00S,2022-01-18T05:03:44.4Z,3,REGULAR,2pt,Jump Shot,[],1628378,12.532851511169525,74.01960784313725,1610612762,56,48,2022-01-18T05:06:50Z,3380000,-120.0,65.0,1,left,MISS D. Mitchell 13' pullup Shot - blocked,"[1628378, 2730]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,13.67,Missed,,,,,,,,,,,,,,,Howard,2730.0,,
349,PT10M04.00S,2022-01-18T05:03:44.4Z,3,REGULAR,block,,[],2730,,,1610612762,56,48,2022-01-18T05:03:47Z,3390000,,,0,,D. Howard BLOCK (2 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
350,PT10M04.00S,2022-01-18T05:03:44.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,56,48,2022-01-18T05:03:49Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,
351,PT10M04.00S,2022-01-18T05:03:50.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,56,48,2022-01-18T05:03:50Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M55.00S,2022-01-18T05:04:08.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202711,26.19908015768725,16.911764705882348,1610612762,56,48,2022-01-18T05:04:15Z,3420000,165.0,194.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
353,PT09M52.00S,2022-01-18T05:04:11.1Z,3,REGULAR,rebound,defensive,[],2730,,,1610612747,56,48,2022-01-18T05:04:15Z,3430000,,,0,,D. Howard REBOUND (Off:0 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,352.0,4.0,4.0,0.0,,,,,,,,,,,,,,
354,PT09M43.00S,2022-01-18T05:04:19.5Z,3,REGULAR,3pt,Jump Shot,[],2772,94.3988173455979,96.07843137254902,1610612747,56,48,2022-01-18T05:04:23Z,3440000,230.0,0.0,1,right,MISS T. Ariza 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
355,PT09M40.00S,2022-01-18T05:04:22.4Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,56,48,2022-01-18T05:04:22Z,3450000,,,0,,D. Howard REBOUND (Off:1 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,354.0,5.0,4.0,1.0,,,,,,,,,,,,,,
356,PT09M38.00S,2022-01-18T05:04:24.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201566,69.03745072273324,27.450980392156865,1610612747,56,48,2022-01-18T05:04:31Z,3460000,-113.0,239.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
357,PT09M34.00S,2022-01-18T05:04:28.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,56,48,2022-01-18T05:04:31Z,3470000,,,0,,R. Gobert REBOUND (Off:1 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,356.0,9.0,8.0,1.0,,,,,,,,,,,,,,
358,PT09M24.00S,2022-01-18T05:04:41.2Z,3,REGULAR,foul,personal,['2freethrow'],2730,,,1610612762,56,48,2022-01-18T05:04:51Z,3480000,,,0,,D. Howard shooting personal FOUL (2 PF) (O'Neale 2 FT),"[2730, 1626220]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,1198.0,,2.0,0.0,,,,,,,,,O'Neale,1626220.0
360,PT09M24.00S,2022-01-18T05:05:09.7Z,3,REGULAR,freethrow,1 of 2,[],1626220,,,1610612762,56,49,2022-01-18T05:05:09Z,3500000,,,0,,R. O'Neale Free Throw 1 of 2 (9 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
361,PT09M24.00S,2022-01-18T05:05:24.1Z,3,REGULAR,freethrow,2 of 2,[],1626220,,,1610612762,56,50,2022-01-18T05:05:24Z,3510000,,,0,,R. O'Neale Free Throw 2 of 2 (10 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
362,PT09M12.00S,2022-01-18T05:05:41.4Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,56,50,2022-01-18T05:05:46Z,3520000,,,0,,L. James step out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,step,,,James,L. James,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,
363,PT09M06.00S,2022-01-18T05:05:56.9Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612762,56,50,2022-01-18T05:06:12Z,3530000,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Conley 2 FT),"[201566, 201144]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,1193.0,,2.0,1.0,,,,,,,,,Conley,201144.0
365,PT09M06.00S,2022-01-18T05:06:33.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201144,,,1610612762,56,51,2022-01-18T05:06:33Z,3550000,,,0,,M. Conley Free Throw 1 of 2 (10 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
366,PT09M06.00S,2022-01-18T05:06:44.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201144,,,1610612762,56,52,2022-01-18T05:06:44Z,3560000,,,0,,M. Conley Free Throw 2 of 2 (11 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
367,PT08M48.00S,2022-01-18T05:07:03.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,91.77069645203679,35.049019607843135,1610612747,56,52,2022-01-18T05:08:46Z,3570000,-75.0,25.0,1,right,MISS R. Westbrook 7' fadeaway Shot,[201566],1610612747.0,LAL,fadeaway,,,Westbrook,R. Westbrook,,,,,7.88,Missed,,,,,,,,,,,,,,,,,,
368,PT08M44.00S,2022-01-18T05:07:07.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,56,52,2022-01-18T05:07:08Z,3580000,,,0,,R. Gobert REBOUND (Off:1 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,367.0,10.0,9.0,1.0,,,,,,,,,,,,,,
