actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
188,PT09M31.00S,2021-12-08T03:40:12.5Z,2,REGULAR,foul,personal,['2freethrow'],2730,,,1610612738,38,35,2021-12-08T03:40:23Z,1880000,,,0,,D. Howard shooting personal FOUL (1 PF) (Schroder 2 FT),"[2730, 203471]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,200832.0,,,,,,,,,,,1.0,0.0,Schroder,203471.0,,,
190,PT09M31.00S,2021-12-08T03:40:43.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203471,,,1610612738,38,36,2021-12-08T03:40:43Z,1900000,,,0,,D. Schroder Free Throw 1 of 2 (1 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
191,PT09M31.00S,2021-12-08T03:40:44.7Z,2,REGULAR,substitution,out,[],201566,,,1610612738,38,36,2021-12-08T03:40:47Z,1910000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M31.00S,2021-12-08T03:40:44.7Z,2,REGULAR,substitution,in,[],1629659,,,1610612738,38,36,2021-12-08T03:40:47Z,1920000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M31.00S,2021-12-08T03:41:08.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203471,,,1610612738,38,37,2021-12-08T03:41:08Z,1930000,,,0,,D. Schroder Free Throw 2 of 2 (2 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
194,PT09M10.00S,2021-12-08T03:41:32.2Z,2,REGULAR,2pt,Jump Shot,[],2544,17.132063074901453,25.980392156862735,1610612747,40,37,2021-12-08T03:41:37Z,1940000,120.0,109.0,1,left,L. James 16' step back Jump Shot (18 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,16.19,Made,,,,,,,,,18.0,,,,,,,,,,
195,PT08M55.00S,2021-12-08T03:41:51.9Z,2,REGULAR,foul,offensive,[],203471,,,1610612738,40,37,2021-12-08T03:41:59Z,1950000,,,0,,D. Schroder offensive FOUL (1 PF),"[203471, 2544]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,200832.0,,,,,,,,,,,1.0,0.0,James,2544.0,,,
197,PT08M55.00S,2021-12-08T03:41:51.9Z,2,REGULAR,turnover,offensive foul,[],203471,,,1610612738,40,37,2021-12-08T03:41:51Z,1970000,,,0,,D. Schroder offensive foul TURNOVER (1 TO),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,200832.0,,,,1.0,,,,,,,,,,,,,
198,PT08M44.00S,2021-12-08T03:42:13.7Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,40,37,2021-12-08T03:42:17Z,1980000,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 203471]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,2.0,Schroder,203471.0,,,,,,,,,,,
199,PT08M44.00S,2021-12-08T03:42:13.7Z,2,REGULAR,steal,,[],203471,,,1610612738,40,37,2021-12-08T03:42:15Z,1990000,,,0,,D. Schroder STEAL (1 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M40.00S,2021-12-08T03:42:23.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,40,37,2021-12-08T03:42:23Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M40.00S,2021-12-08T03:42:35.0Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,40,37,2021-12-08T03:42:44Z,2010000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M40.00S,2021-12-08T03:42:35.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,40,37,2021-12-08T03:42:44Z,2020000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M40.00S,2021-12-08T03:42:35.0Z,2,REGULAR,substitution,out,[],202683,,,1610612738,40,37,2021-12-08T03:42:44Z,2030000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M40.00S,2021-12-08T03:42:35.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,40,37,2021-12-08T03:42:44Z,2040000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M40.00S,2021-12-08T03:42:35.0Z,2,REGULAR,substitution,in,[],203935,,,1610612738,40,37,2021-12-08T03:42:44Z,2050000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M40.00S,2021-12-08T03:42:35.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,40,37,2021-12-08T03:42:44Z,2060000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M31.00S,2021-12-08T03:43:00.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203471,77.71024967148489,37.00980392156863,1610612738,40,39,2021-12-08T03:43:04Z,2070000,-65.0,157.0,1,right,D. Schroder 16' pullup Jump Shot (4 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,16.99,Made,,,,,,,,,4.0,,,,,,,,,,
208,PT08M17.00S,2021-12-08T03:43:14.1Z,2,REGULAR,2pt,Jump Shot,[],2546,19.23455978975032,68.13725490196079,1610612747,42,39,2021-12-08T03:43:18Z,2080000,-91.0,128.0,1,left,C. Anthony 15' turnaround fadeaway Jump Shot (6 PTS),[2546],1610612747.0,LAL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,15.71,Made,,,,,,,,,6.0,,,,,,,,,,
209,PT08M02.00S,2021-12-08T03:43:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.90210249671485,44.11764705882353,1610612738,42,39,2021-12-08T03:44:09Z,2090000,-29.0,24.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 2730]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.77,Missed,,,,,,,,,,,,,,,,,Howard,2730.0,
210,PT08M02.00S,2021-12-08T03:43:42.8Z,2,REGULAR,block,,[],2730,,,1610612738,42,39,2021-12-08T03:43:46Z,2100000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M01.00S,2021-12-08T03:43:43.8Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,42,39,2021-12-08T03:43:47Z,2110000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,209.0,,3.0,2.0,1.0,,,,,,,,,,,,,,
212,PT08M01.00S,2021-12-08T03:43:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.95335085413929,49.754901960784316,1610612738,42,39,2021-12-08T03:43:51Z,2120000,-1.0,14.0,1,right,MISS J. Tatum putback Layup,[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,,
213,PT08M01.00S,2021-12-08T03:43:47.4Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,42,39,2021-12-08T03:43:51Z,2130000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,212.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT08M01.00S,2021-12-08T03:43:55.1Z,2,REGULAR,turnover,traveling,[],1629659,,,1610612747,42,39,2021-12-08T03:43:59Z,2140000,,,0,,T. Horton-Tucker traveling TURNOVER (1 TO),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,1162.0,,,,1.0,,,,,,,,,,,,,
215,PT08M01.00S,2021-12-08T03:44:04.6Z,2,REGULAR,substitution,out,[],201961,,,1610612738,42,39,2021-12-08T03:44:08Z,2150000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M01.00S,2021-12-08T03:44:04.6Z,2,REGULAR,substitution,in,[],202340,,,1610612738,42,39,2021-12-08T03:44:08Z,2160000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M50.00S,2021-12-08T03:44:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,93.34756898817345,50.73529411764706,1610612738,42,41,2021-12-08T03:44:24Z,2170000,4.0,10.0,1,right,M. Smart driving Layup (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.07,Made,,,,,,,,,2.0,,,,,,,,,,
218,PT07M39.00S,2021-12-08T03:44:31.2Z,2,REGULAR,3pt,Jump Shot,[],1629659,35.92312746386334,56.127450980392155,1610612747,42,41,2021-12-08T03:45:57Z,2180000,-31.0,285.0,1,left,MISS T. Horton-Tucker 28' pullup 3PT,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,28.68,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M37.00S,2021-12-08T03:44:34.5Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,42,41,2021-12-08T03:44:34Z,2190000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,218.0,,3.0,2.0,1.0,,,,,,,,,,,,,,
220,PT07M34.00S,2021-12-08T03:44:41.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,42,41,2021-12-08T03:44:41Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M28.00S,2021-12-08T03:45:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,10.561760840998687,50.49019607843137,1610612747,42,41,2021-12-08T03:47:37Z,2210000,-2.0,47.0,1,left,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1629057]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,4.69,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
224,PT07M28.00S,2021-12-08T03:45:02.7Z,2,REGULAR,block,,[],1629057,,,1610612747,42,41,2021-12-08T03:45:15Z,2215000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M26.00S,2021-12-08T03:45:04.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,42,41,2021-12-08T03:45:15Z,2220000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,221.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
223,PT07M25.00S,2021-12-08T03:45:13.1Z,2,REGULAR,foul,personal,['2freethrow'],2546,,,1610612738,42,41,2021-12-08T03:45:22Z,2230000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Tatum 2 FT),"[2546, 1628369]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,1162.0,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,
226,PT07M25.00S,2021-12-08T03:45:36.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,42,41,2021-12-08T03:45:36Z,2250000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
227,PT07M25.00S,2021-12-08T03:45:36.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,42,41,2021-12-08T03:45:36Z,2260000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,
228,PT07M25.00S,2021-12-08T03:45:39.9Z,2,REGULAR,substitution,out,[],2544,,,1610612738,42,41,2021-12-08T03:45:44Z,2270000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M25.00S,2021-12-08T03:45:39.9Z,2,REGULAR,substitution,in,[],203076,,,1610612738,42,41,2021-12-08T03:45:44Z,2280000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M25.00S,2021-12-08T03:45:51.7Z,2,REGULAR,substitution,out,[],2730,,,1610612738,42,41,2021-12-08T03:45:56Z,2290000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M25.00S,2021-12-08T03:45:51.7Z,2,REGULAR,substitution,in,[],201566,,,1610612738,42,41,2021-12-08T03:45:56Z,2300000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M25.00S,2021-12-08T03:46:02.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,42,42,2021-12-08T03:46:02Z,2310000,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,15.0,,,,,,,,,,
233,PT07M03.00S,2021-12-08T03:46:25.6Z,2,REGULAR,2pt,Jump Shot,[],202340,17.65768725361366,18.137254901960787,1610612747,42,42,2021-12-08T03:46:29Z,2320000,159.0,113.0,1,left,MISS A. Bradley 19' step back Shot,[202340],1610612747.0,LAL,step back,,,Bradley,A. Bradley,,,,,19.56,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M02.00S,2021-12-08T03:46:28.0Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,42,42,2021-12-08T03:46:28Z,2330000,,,0,,C. Anthony REBOUND (Off:2 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,233.0,,4.0,2.0,2.0,,,,,,,,,,,,,,
236,PT06M54.00S,2021-12-08T03:46:34.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],2546,21.862680683311424,74.01960784313725,1610612747,44,42,2021-12-08T03:46:39Z,2350000,-120.0,153.0,1,left,C. Anthony 19' Jump Shot (8 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,19.45,Made,,,,,,,,,8.0,,,,,,,,,,
237,PT06M40.00S,2021-12-08T03:46:50.0Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,44,42,2021-12-08T03:46:53Z,2360000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 2546]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,3.0,Anthony,2546.0,,,,,,,,,,,
238,PT06M40.00S,2021-12-08T03:46:50.0Z,2,REGULAR,steal,,[],2546,,,1610612747,44,42,2021-12-08T03:46:52Z,2370000,,,0,,C. Anthony STEAL (1 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M33.00S,2021-12-08T03:46:56.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202340,10.430354796320628,96.32352941176471,1610612747,47,42,2021-12-08T03:51:04Z,2380000,-232.0,46.0,1,left,A. Bradley 3PT  (5 PTS) (T. Horton-Tucker 2 AST),"[202340, 1629659]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.6,Made,,,,,,,,,5.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,
241,PT06M11.00S,2021-12-08T03:47:20.7Z,2,REGULAR,foul,personal,['2freethrow'],2546,,,1610612738,47,42,2021-12-08T03:51:10Z,2400000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Schroder 2 FT),"[2546, 203471]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,200832.0,,,,,,,,,,,2.0,0.0,Schroder,203471.0,,,
243,PT06M11.00S,2021-12-08T03:47:29.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,47,42,2021-12-08T03:47:29Z,2420000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M11.00S,2021-12-08T03:50:21.9Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,47,42,2021-12-08T03:50:36Z,2430000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M11.00S,2021-12-08T03:50:21.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612738,47,42,2021-12-08T03:50:36Z,2440000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M11.00S,2021-12-08T03:51:11.6Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,47,43,2021-12-08T03:51:11Z,2450000,,,0,,D. Schroder Free Throw 1 of 2 (5 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
247,PT06M11.00S,2021-12-08T03:51:28.6Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,47,44,2021-12-08T03:51:28Z,2460000,,,0,,D. Schroder Free Throw 2 of 2 (6 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
248,PT05M57.00S,2021-12-08T03:51:42.3Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,47,44,2021-12-08T03:51:46Z,2470000,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629057]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,1.0,Williams III,1629057.0,,,,,,,,,,,
249,PT05M57.00S,2021-12-08T03:51:42.3Z,2,REGULAR,steal,,[],1629057,,,1610612738,47,44,2021-12-08T03:51:44Z,2480000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M44.00S,2021-12-08T03:51:55.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,93.34756898817345,52.205882352941174,1610612738,47,46,2021-12-08T03:52:52Z,2490000,11.0,10.0,1,right,J. Tatum driving DUNK (17 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.49,Made,,,,,,,,,17.0,M. Smart,203935.0,4.0,,,,,,,
252,PT05M37.00S,2021-12-08T03:52:03.0Z,2,REGULAR,turnover,out-of-bounds,[],202340,,,1610612747,47,46,2021-12-08T03:52:07Z,2510000,,,0,,A. Bradley bad pass out-of-bounds TURNOVER (1 TO),[202340],1610612747.0,LAL,bad pass,,,Bradley,A. Bradley,,,,,,,,200832.0,,,,1.0,,,,,,,,,,,,,
253,PT05M19.00S,2021-12-08T03:52:35.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,85.06898817345598,56.127450980392155,1610612738,47,46,2021-12-08T03:52:40Z,2520000,31.0,88.0,1,right,MISS D. Schroder 9' turnaround fadeaway Shot - blocked,"[203471, 1629659]",1610612738.0,BOS,turnaround fadeaway,,,Schroder,D. Schroder,,,,,9.31,Missed,,,,,,,,,,,,,,,,,Horton-Tucker,1629659.0,
254,PT05M19.00S,2021-12-08T03:52:35.4Z,2,REGULAR,block,,[],1629659,,,1610612738,47,46,2021-12-08T03:52:39Z,2530000,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M16.00S,2021-12-08T03:52:38.4Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,47,46,2021-12-08T03:52:40Z,2540000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,253.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
256,PT05M15.00S,2021-12-08T03:52:40.3Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,47,46,2021-12-08T03:52:43Z,2550000,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 203076]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1.0,Davis,203076.0,,,,,,,,,,,
257,PT05M15.00S,2021-12-08T03:52:40.3Z,2,REGULAR,steal,,[],203076,,,1610612747,47,46,2021-12-08T03:53:06Z,2560000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M10.00S,2021-12-08T03:52:45.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",2546,30.66688567674113,31.862745098039213,1610612747,47,46,2021-12-08T03:52:52Z,2570000,91.0,236.0,1,left,MISS C. Anthony 25' running 3PT,[2546],1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M07.00S,2021-12-08T03:52:48.2Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,47,46,2021-12-08T03:52:52Z,2580000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,258.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
260,PT04M47.00S,2021-12-08T03:53:08.8Z,2,REGULAR,3pt,Jump Shot,[],1626196,69.1688567674113,18.627450980392155,1610612738,47,46,2021-12-08T03:53:15Z,2590000,-157.0,237.0,1,right,MISS J. Richardson 28' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,28.45,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M40.00S,2021-12-08T03:53:14.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,47,46,2021-12-08T03:53:14Z,2600000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,260.0,,1.0,0.0,1.0,,,,,,,,,,,,,,
262,PT04M40.00S,2021-12-08T03:53:14.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,47,46,2021-12-08T03:53:14Z,2610000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M39.00S,2021-12-08T03:53:15.5Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,47,46,2021-12-08T03:53:15Z,2620000,,,0,,C. Anthony REBOUND (Off:2 Def:3),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,262.0,,5.0,3.0,2.0,,,,,,,,,,,,,,
264,PT04M35.00S,2021-12-08T03:53:23.1Z,2,REGULAR,foul,personal,[],1626196,,,1610612747,47,46,2021-12-08T03:53:47Z,2630000,,,0,,J. Richardson personal FOUL (2 PF),"[1626196, 203076]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,200832.0,,,,,,,,,,,2.0,0.0,Davis,203076.0,,,
266,PT04M35.00S,2021-12-08T03:53:28.3Z,2,REGULAR,substitution,out,[],2546,,,1610612747,47,46,2021-12-08T03:53:35Z,2650000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M35.00S,2021-12-08T03:53:28.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612747,47,46,2021-12-08T03:53:35Z,2660000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M35.00S,2021-12-08T03:53:28.3Z,2,REGULAR,substitution,in,[],2544,,,1610612747,47,46,2021-12-08T03:53:35Z,2670000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M35.00S,2021-12-08T03:53:28.3Z,2,REGULAR,substitution,in,[],201143,,,1610612747,47,46,2021-12-08T03:53:35Z,2680000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M25.00S,2021-12-08T03:54:03.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,47,46,2021-12-08T03:54:03Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M21.00S,2021-12-08T03:54:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,7.145203679369246,45.58823529411765,1610612747,47,46,2021-12-08T03:54:14Z,2700000,22.0,15.0,1,left,MISS L. James turnaround bank Shot,[2544],1610612747.0,LAL,turnaround bank,,,James,L. James,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,,
272,PT04M19.00S,2021-12-08T03:54:12.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,47,46,2021-12-08T03:54:14Z,2710000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,271.0,,4.0,3.0,1.0,,,,,,,,,,,,,,
273,PT04M04.00S,2021-12-08T03:54:26.2Z,2,REGULAR,2pt,Jump Shot,[],201143,88.61695137976346,79.16666666666666,1610612738,47,48,2021-12-08T03:54:31Z,2720000,146.0,55.0,1,right,A. Horford 15' Jump Shot (2 PTS) (M. Smart 5 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,15.57,Made,,,,,,,,,2.0,M. Smart,203935.0,5.0,,,,,,,
