actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
181,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,out,['startperiod'],200765,,,1610612747,24,33,2021-12-24T04:12:52Z,1810000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,out,['startperiod'],1629659,,,1610612747,24,33,2021-12-24T04:12:52Z,1820000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612747,24,33,2021-12-24T04:12:52Z,1830000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,out,['startperiod'],203926,,,1610612747,24,33,2021-12-24T04:12:52Z,1840000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612747,24,33,2021-12-24T04:12:52Z,1850000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,24,33,2021-12-24T04:12:52Z,1860000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,in,['startperiod'],1628966,,,1610612747,24,33,2021-12-24T04:12:52Z,1870000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-12-24T04:12:34.4Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612747,24,33,2021-12-24T04:12:52Z,1880000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-12-24T04:12:43.0Z,2,REGULAR,period,start,[],0,,,1610612747,24,33,2021-12-24T04:12:53Z,1890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M40.00S,2021-12-24T04:13:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,88.09132720105124,46.32352941176471,1610612747,24,33,2021-12-24T04:13:06Z,1900000,-18.0,59.0,1,right,MISS L. James 6' driving floating Shot,[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,6.22,Missed,,,,,,,,,,,,,,,,,,
191,PT11M36.00S,2021-12-24T04:13:06.6Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,24,33,2021-12-24T04:13:06Z,1910000,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,190.0,2.0,1.0,1.0,,,,,,,,,,,,,,
192,PT11M36.00S,2021-12-24T04:13:05.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,94.40999984741211,50.0,1610612747,26,33,2021-12-24T04:13:05Z,1920000,0.0,0.0,1,right,L. James tip Layup (11 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,0.0,Made,,,,,,,,11.0,,,,,,,,,,
193,PT11M27.00S,2021-12-24T04:13:15.1Z,2,REGULAR,3pt,Jump Shot,[],1629022,23.176741130091983,12.990196078431367,1610612759,26,36,2021-12-24T04:13:20Z,1930000,185.0,165.0,1,left,L. Walker IV 24' 3PT  (10 PTS) (D. White 2 AST),"[1629022, 1628401]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,24.82,Made,,,,,,,,10.0,D. White,1628401.0,2.0,,,,,,,
195,PT11M13.00S,2021-12-24T04:13:28.5Z,2,REGULAR,3pt,Jump Shot,[],2544,65.62089356110381,48.0392156862745,1610612747,26,36,2021-12-24T04:13:32Z,1950000,-10.0,271.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,
196,PT11M11.00S,2021-12-24T04:13:30.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,26,36,2021-12-24T04:13:32Z,1960000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,
197,PT11M11.00S,2021-12-24T04:13:31.1Z,2,REGULAR,turnover,lost ball,[],1628401,,,1610612759,26,36,2021-12-24T04:13:34Z,1970000,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1629203]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,1.0,Jones,1629203.0,,,,,,,,,,,
198,PT11M11.00S,2021-12-24T04:13:31.1Z,2,REGULAR,steal,,[],1629203,,,1610612747,26,36,2021-12-24T04:13:32Z,1980000,,,0,,J. Jones STEAL (1 STL),[1629203],1610612747.0,LAL,,,,Jones,J. Jones,,,,,,,,,,,,,,,,,,,,,,,,
199,PT11M08.00S,2021-12-24T04:13:34.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629203,92.69053876478318,50.49019607843137,1610612747,28,36,2021-12-24T04:13:39Z,1990000,2.0,16.0,1,right,J. Jones Layup (2 PTS) (R. Westbrook 1 AST),"[1629203, 201566]",1610612747.0,LAL,,,,Jones,J. Jones,,,,,1.64,Made,,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,,,
201,PT10M55.00S,2021-12-24T04:13:47.6Z,2,REGULAR,3pt,Jump Shot,[],1629022,34.806176084099874,65.78584558823529,1610612759,28,36,2021-12-24T04:14:48Z,2010000,-79.0,275.0,1,left,MISS L. Walker IV 28' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,28.58,Missed,,,,,,,,,,,,,,,,,,
202,PT10M54.00S,2021-12-24T04:13:48.6Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,28,36,2021-12-24T04:13:56Z,2020000,,,0,,J. Landale REBOUND (Off:5 Def:0),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,201.0,5.0,0.0,5.0,,,,,,,,,,,,,,
203,PT10M52.00S,2021-12-24T04:13:50.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629111,5.174113009198422,50.0,1610612759,28,38,2021-12-24T04:13:59Z,2030000,0.0,-4.0,1,left,J. Landale cutting DUNK (6 PTS) (L. Walker IV 1 AST),"[1629111, 1629022]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,0.39,Made,,,,,,,,6.0,L. Walker IV,1629022.0,1.0,,,,,,,
205,PT10M31.00S,2021-12-24T04:14:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.95335085413929,45.34313725490197,1610612747,30,38,2021-12-24T04:14:13Z,2050000,-23.0,14.0,1,right,R. Westbrook driving Layup (7 PTS) (L. James 3 AST),"[201566, 2544]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.7,Made,,,,,,,,7.0,L. James,2544.0,3.0,,,,,,,
207,PT10M21.00S,2021-12-24T04:14:20.0Z,2,REGULAR,3pt,Jump Shot,[],1629111,30.009855453350852,74.26470588235294,1610612759,30,41,2021-12-24T04:14:24Z,2070000,-121.0,230.0,1,left,J. Landale 25' 3PT  (9 PTS) (T. Jones 1 AST),"[1629111, 1630200]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,25.97,Made,,,,,,,,9.0,T. Jones,1630200.0,1.0,,,,,,,
209,PT10M03.00S,2021-12-24T04:14:38.6Z,2,REGULAR,3pt,Jump Shot,[],2544,97.50328515111696,96.54564950980392,1610612747,30,41,2021-12-24T04:15:04Z,2090000,233.0,-29.0,1,right,MISS L. James step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,
210,PT10M00.00S,2021-12-24T04:14:41.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,30,41,2021-12-24T04:14:46Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,
211,PT10M00.00S,2021-12-24T04:14:47.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,30,41,2021-12-24T04:14:47Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M49.00S,2021-12-24T04:15:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612747,30,41,2021-12-24T04:15:21Z,2120000,,,0,,T. Jones shooting personal FOUL (2 PF) (Howard 2 FT),"[1630200, 2730]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Howard,2730.0
214,PT09M49.00S,2021-12-24T04:15:37.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],2730,,,1610612747,31,41,2021-12-24T04:16:01Z,2140000,,,0,,D. Howard Free Throw 1 of 2 (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
215,PT09M49.00S,2021-12-24T04:15:37.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],2730,,,1610612747,31,41,2021-12-24T04:16:01Z,2150000,,,0,,MISS D. Howard Free Throw 2 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT09M46.00S,2021-12-24T04:15:40.2Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,31,41,2021-12-24T04:16:01Z,2160000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,,,
217,PT09M34.00S,2021-12-24T04:16:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.013797634691201,43.38235294117647,1610612759,31,43,2021-12-24T04:16:15Z,2170000,33.0,13.0,1,left,D. White driving Layup (2 PTS),[1628401],1610612759.0,SAS,driving,,,White,D. White,,,,,3.57,Made,,,,,,,,2.0,,,,,,,,,,
218,PT09M18.00S,2021-12-24T04:16:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.34756898817345,49.50980392156863,1610612747,33,43,2021-12-24T04:16:31Z,2180000,-2.0,10.0,1,right,L. James driving finger roll Layup (13 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,1.03,Made,,,,,,,,13.0,,,,,,,,,,
219,PT09M16.00S,2021-12-24T04:16:35.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,33,43,2021-12-24T04:16:35Z,2190000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M16.00S,2021-12-24T04:19:12.9Z,2,REGULAR,substitution,out,[],1629203,,,1610612759,33,43,2021-12-24T04:19:23Z,2200000,,,0,,SUB out: J. Jones,[1629203],1610612747.0,LAL,,,,Jones,J. Jones,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M16.00S,2021-12-24T04:19:12.9Z,2,REGULAR,substitution,in,[],201961,,,1610612759,33,43,2021-12-24T04:19:23Z,2210000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M53.00S,2021-12-24T04:19:49.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,33.42641261498029,61.029411764705884,1610612759,33,46,2021-12-24T04:19:54Z,2220000,-55.0,262.0,1,left,D. White 26' 3PT  (5 PTS) (L. Walker IV 2 AST),"[1628401, 1629022]",1610612759.0,SAS,,,,White,D. White,,,,,26.74,Made,,,,,,,,5.0,L. Walker IV,1629022.0,2.0,,,,,,,
224,PT08M26.00S,2021-12-24T04:20:16.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,86.7772667542707,36.029411764705884,1610612747,35,46,2021-12-24T04:20:33Z,2240000,-70.0,72.0,1,right,L. James 10' turnaround fadeaway Jump Shot (15 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,10.02,Made,,,,,,,,15.0,,,,,,,,,,
225,PT08M14.00S,2021-12-24T04:20:28.0Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612759,35,46,2021-12-24T04:20:31Z,2250000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 2544]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,2.0,James,2544.0,,,,,,,,,,,
226,PT08M14.00S,2021-12-24T04:20:28.0Z,2,REGULAR,steal,,[],2544,,,1610612747,35,46,2021-12-24T04:20:29Z,2260000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M10.00S,2021-12-24T04:20:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,93.08475689881735,52.94117647058824,1610612747,37,46,2021-12-24T04:20:38Z,2270000,15.0,13.0,1,right,L. James running Layup (17 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,running,,,James,L. James,,,,,1.93,Made,,,,,,,,17.0,R. Westbrook,201566.0,2.0,,,,,,,
229,PT07M57.00S,2021-12-24T04:20:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,6.093955321944804,47.30392156862745,1610612759,37,48,2021-12-24T04:20:50Z,2290000,13.0,5.0,1,left,J. Landale cutting Layup (11 PTS) (D. White 3 AST),"[1629111, 1628401]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,1.43,Made,,,,,,,,11.0,D. White,1628401.0,3.0,,,,,,,
231,PT07M33.00S,2021-12-24T04:21:09.4Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,37,48,2021-12-24T04:21:14Z,2310000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628966]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,1.0,Bates-Diop,1628966.0,,,,,,,,,,,
232,PT07M33.00S,2021-12-24T04:21:09.4Z,2,REGULAR,steal,,[],1628966,,,1610612759,37,48,2021-12-24T04:21:11Z,2320000,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M31.00S,2021-12-24T04:21:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628966,6.619579500657039,47.30392156862745,1610612759,37,50,2021-12-24T04:21:17Z,2330000,13.0,10.0,1,left,K. Bates-Diop running Layup (3 PTS),[1628966],1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,1.66,Made,,,,,,,,3.0,,,,,,,,,,
234,PT07M31.00S,2021-12-24T04:21:17.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,37,50,2021-12-24T04:21:17Z,2340000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,out,[],202738,,,1610612747,37,50,2021-12-24T04:24:13Z,2350000,,,0,,SUB out: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,out,[],2730,,,1610612747,37,50,2021-12-24T04:24:13Z,2360000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,out,[],1630200,,,1610612747,37,50,2021-12-24T04:24:13Z,2370000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,out,[],1629111,,,1610612747,37,50,2021-12-24T04:24:13Z,2380000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,37,50,2021-12-24T04:24:13Z,2390000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,in,[],2546,,,1610612747,37,50,2021-12-24T04:24:13Z,2400000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,in,[],1627751,,,1610612747,37,50,2021-12-24T04:24:13Z,2410000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M31.00S,2021-12-24T04:24:01.5Z,2,REGULAR,substitution,in,[],1627749,,,1610612747,37,50,2021-12-24T04:24:13Z,2420000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M05.00S,2021-12-24T04:24:42.7Z,2,REGULAR,3pt,Jump Shot,[],2546,68.51182654402103,72.54901960784314,1610612747,37,50,2021-12-24T04:24:46Z,2440000,113.0,243.0,1,right,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,
245,PT07M04.00S,2021-12-24T04:24:44.3Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,37,50,2021-12-24T04:24:44Z,2450000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
246,PT07M01.00S,2021-12-24T04:24:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,19.365965834428394,49.50980392156863,1610612759,37,50,2021-12-24T04:25:36Z,2460000,2.0,130.0,1,left,MISS D. Murray 12' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.95,Missed,,,,,,,,,,,,,,,,,,
247,PT07M00.00S,2021-12-24T04:24:47.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,37,50,2021-12-24T04:24:58Z,2470000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,246.0,3.0,2.0,1.0,,,,,,,,,,,,,,
248,PT06M44.00S,2021-12-24T04:25:04.5Z,2,REGULAR,3pt,Jump Shot,[],2544,69.69448094612352,25.980392156862735,1610612747,40,50,2021-12-24T04:26:08Z,2480000,-120.0,232.0,1,right,L. James 26' 3PT pullup (20 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,26.16,Made,,,,,,,,20.0,,,,,,,,,,
249,PT06M42.00S,2021-12-24T04:25:18.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,40,50,2021-12-24T04:25:18Z,2490000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M42.00S,2021-12-24T04:26:12.2Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,40,50,2021-12-24T04:26:42Z,2500000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M42.00S,2021-12-24T04:26:12.2Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,40,50,2021-12-24T04:26:42Z,2510000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M42.00S,2021-12-24T04:26:12.2Z,2,REGULAR,substitution,in,[],203926,,,1610612759,40,50,2021-12-24T04:26:42Z,2520000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M42.00S,2021-12-24T04:26:12.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,40,50,2021-12-24T04:26:42Z,2530000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M23.00S,2021-12-24T04:27:10.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,40,50,2021-12-24T04:27:10Z,2540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M22.00S,2021-12-24T04:27:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,8.459264126149804,45.09803921568627,1610612759,40,52,2021-12-24T04:27:30Z,2550000,25.0,27.0,1,left,K. Bates-Diop Layup (5 PTS) (D. Murray 4 AST),"[1628966, 1627749]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,3.65,Made,,,,,,,,5.0,D. Murray,1627749.0,4.0,,,,,,,
257,PT06M22.00S,2021-12-24T04:27:25.9Z,2,REGULAR,foul,personal,['1freethrow'],201961,,,1610612759,40,52,2021-12-24T04:27:30Z,2570000,,,0,,W. Ellington shooting personal FOUL (1 PF) (Bates-Diop 1 FT),"[201961, 1628966]",1610612747.0,LAL,shooting,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Bates-Diop,1628966.0
259,PT06M22.00S,2021-12-24T04:27:47.6Z,2,REGULAR,freethrow,1 of 1,[],1628966,,,1610612759,40,53,2021-12-24T04:27:47Z,2590000,,,0,,K. Bates-Diop Free Throw 1 of 1 (6 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
260,PT06M11.00S,2021-12-24T04:28:03.3Z,2,REGULAR,foul,personal,[],1627749,,,1610612747,40,53,2021-12-24T04:28:22Z,2600000,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 201566]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Westbrook,201566.0
262,PT06M10.00S,2021-12-24T04:28:18.5Z,2,REGULAR,3pt,Jump Shot,[],201961,65.88370565045992,59.80392156862745,1610612747,40,53,2021-12-24T04:31:55Z,2620000,49.0,268.0,1,right,MISS W. Ellington 27' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,
263,PT06M07.00S,2021-12-24T04:28:21.5Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,40,53,2021-12-24T04:32:27Z,2630000,,,0,,C. Anthony REBOUND (Off:1 Def:0),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,262.0,1.0,0.0,1.0,,,,,,,,,,,,,,
287,PT06M06.00S,2021-12-24T04:28:21.7Z,2,REGULAR,turnover,bad pass,[],2546,,,1610612747,40,53,2021-12-24T04:32:48Z,2635000,,,0,,C. Anthony bad pass TURNOVER (3 TO),"[2546, 1627749]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,3.0,Murray,1627749.0,,,,,,,,,,,
288,PT06M06.00S,2021-12-24T04:28:21.7Z,2,REGULAR,steal,,[],1627749,,,1610612759,40,53,2021-12-24T04:32:48Z,2637500,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M05.00S,2021-12-24T04:28:24.9Z,2,REGULAR,foul,personal,[],201961,,,1610612759,40,53,2021-12-24T04:32:48Z,2640000,,,0,,W. Ellington take personal FOUL (2 PF),"[201961, 1627749]",1610612747.0,LAL,take,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Murray,1627749.0
266,PT05M53.00S,2021-12-24T04:28:47.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628966,5.436925098554539,49.50980392156863,1610612759,40,55,2021-12-24T04:32:48Z,2660000,2.0,-1.0,1,left,K. Bates-Diop cutting DUNK (8 PTS) (D. White 4 AST),"[1628966, 1628401]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,0.29,Made,,,,,,,,8.0,D. White,1628401.0,4.0,,,,,,,
268,PT05M48.00S,2021-12-24T04:28:59.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612747,40,55,2021-12-24T04:28:59Z,2680000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M40.00S,2021-12-24T04:30:50.5Z,2,REGULAR,foul,technical,['1freethrow'],1627749,,,1610612747,40,55,2021-12-24T04:30:55Z,2690000,,,0,,D. Murray defensive-3-second technical FOUL (1 Tech),[1627749],1610612759.0,SAS,defensive-3-second,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,202035.0,1.0,1.0,,
270,PT05M40.00S,2021-12-24T04:31:04.6Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,41,55,2021-12-24T04:31:04Z,2700000,,,0,,L. James technical Free Throw 1 of 1 (21 PTS),[2544],1610612747.0,LAL,technical,,,James,L. James,,,,,,Made,,,,,,,,21.0,,,,,,,,,,
271,PT05M31.00S,2021-12-24T04:31:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.08475689881735,52.94117647058824,1610612747,43,55,2021-12-24T04:31:27Z,2710000,15.0,13.0,1,right,T. Horton-Tucker reverse Layup (4 PTS) (L. James 4 AST),"[1629659, 2544]",1610612747.0,LAL,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,1.93,Made,,,,,,,,4.0,L. James,2544.0,4.0,,,,,,,
