actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
548,PT01M19.00S,2021-12-24T05:31:05.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,5.831143232588701,46.81372549019608,1610612747,89,98,2021-12-24T05:31:09Z,5420000,16.0,2.0,1,left,R. Westbrook running finger roll Layup (23 PTS),[201566],1610612747.0,LAL,running finger roll,,,Westbrook,R. Westbrook,,,,,1.61,Made,,,,,,,,23.0,,,,,,,,,,
549,PT01M00.00S,2021-12-24T05:31:25.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,65.88370565045992,50.0,1610612759,89,101,2021-12-24T05:32:00Z,5430000,0.0,268.0,1,right,D. White 26' 3PT pullup (16 PTS),[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,26.82,Made,,,,,,,,16.0,,,,,,,,,,
550,PT00M50.20S,2021-12-24T05:31:38.5Z,3,REGULAR,3pt,Jump Shot,[],201566,30.404073587385014,76.9607843137255,1610612747,92,101,2021-12-24T05:31:43Z,5440000,-135.0,233.0,1,left,R. Westbrook 26' 3PT pullup (26 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,26.94,Made,,,,,,,,26.0,,,,,,,,,,
551,PT00M37.20S,2021-12-24T05:31:54.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,92.95335085413929,54.411764705882355,1610612759,92,103,2021-12-24T05:31:58Z,5450000,22.0,14.0,1,right,K. Bates-Diop reverse Layup (19 PTS) (D. White 5 AST),"[1628966, 1628401]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,2.6,Made,,,,,,,,19.0,D. White,1628401.0,5.0,,,,,,,
553,PT00M30.80S,2021-12-24T05:32:31.2Z,3,REGULAR,substitution,out,[],2546,,,1610612747,92,103,2021-12-24T05:32:34Z,5470000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
554,PT00M30.80S,2021-12-24T05:32:31.2Z,3,REGULAR,substitution,in,[],201599,,,1610612747,92,103,2021-12-24T05:32:34Z,5480000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
555,PT00M28.40S,2021-12-24T05:33:01.8Z,3,REGULAR,jumpball,recovered,[],0,,,1610612747,92,103,2021-12-24T05:33:01Z,5490000,,,0,,Jump Ball T. Horton-Tucker vs. J. Poeltl: Tip to Team (LAL),"[1629659, 1627751]",1610612747.0,LAL,heldball,Team (LAL),,,,Horton-Tucker,1629659.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,
558,PT00M28.40S,2021-12-24T05:33:08.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,92,103,2021-12-24T05:33:08Z,5520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT00M28.40S,2021-12-24T05:33:15.0Z,3,REGULAR,substitution,out,[],201599,,,1610612747,92,103,2021-12-24T05:33:18Z,5530000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
560,PT00M28.40S,2021-12-24T05:33:15.0Z,3,REGULAR,substitution,in,[],2546,,,1610612747,92,103,2021-12-24T05:33:18Z,5540000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
561,PT00M13.50S,2021-12-24T05:33:41.6Z,3,REGULAR,3pt,Jump Shot,[],200765,30.465670170827863,89.68290441176471,1610612747,92,103,2021-12-24T05:33:49Z,5550000,-198.0,234.0,1,left,MISS R. Rondo 30' 3PT,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,30.67,Missed,,,,,,,,,,,,,,,,,,
562,PT00M09.70S,2021-12-24T05:33:45.4Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,92,103,2021-12-24T05:33:49Z,5560000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,561.0,3.0,3.0,0.0,,,,,,,,,,,,,,
563,PT00M04.10S,2021-12-24T05:33:52.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628966,92.82194480946123,50.245098039215684,1610612759,92,105,2021-12-24T05:33:56Z,5570000,1.0,15.0,1,right,K. Bates-Diop cutting DUNK (21 PTS) (D. White 6 AST),"[1628966, 1628401]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,1.5,Made,,,,,,,,21.0,D. White,1628401.0,6.0,,,,,,,
565,PT00M00.30S,2021-12-24T05:34:03.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629203,11.411793692509846,42.670036764705884,1610612747,92,105,2021-12-24T05:34:41Z,5590000,37.0,55.0,1,left,MISS J. Jones 6' turnaround Hook,[1629203],1610612747.0,LAL,turnaround,,,Jones,J. Jones,,,,,6.59,Missed,,,,,,,,,,,,,,,,,,
566,PT00M00.10S,2021-12-24T05:34:03.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,92,105,2021-12-24T05:34:41Z,5600000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,,
567,PT00M00.00S,2021-12-24T05:34:08.6Z,3,REGULAR,period,end,[],0,,,1610612747,92,105,2021-12-24T05:34:08Z,5610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT12M00.00S,2021-12-24T05:36:35.4Z,4,REGULAR,substitution,out,['startperiod'],200765,,,1610612747,92,105,2021-12-24T05:36:49Z,5620000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2021-12-24T05:36:35.4Z,4,REGULAR,substitution,out,['startperiod'],1629203,,,1610612747,92,105,2021-12-24T05:36:49Z,5630000,,,0,,SUB out: J. Jones,[1629203],1610612747.0,LAL,,,,Jones,J. Jones,,,,,,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2021-12-24T05:36:35.4Z,4,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,92,105,2021-12-24T05:36:49Z,5640000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2021-12-24T05:36:35.4Z,4,REGULAR,substitution,in,['startperiod'],201599,,,1610612747,92,105,2021-12-24T05:36:49Z,5650000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2021-12-24T05:36:56.4Z,4,REGULAR,period,start,[],0,,,1610612759,92,105,2021-12-24T05:36:56Z,5660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT11M42.00S,2021-12-24T05:37:13.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,91.50788436268068,55.3921568627451,1610612759,92,107,2021-12-24T05:37:21Z,5670000,27.0,27.0,1,right,D. White driving bank Jump Shot (18 PTS),[1628401],1610612759.0,SAS,driving bank,,,White,D. White,,,,,3.84,Made,,,,,,,,18.0,,,,,,,,,,
574,PT11M21.00S,2021-12-24T05:37:35.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.699737187910642,50.49019607843137,1610612747,94,107,2021-12-24T05:37:38Z,5680000,-2.0,1.0,1,left,D. Jordan DUNK (2 PTS) (T. Horton-Tucker 2 AST),"[201599, 1629659]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,0.27,Made,,,,,,,,2.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,
576,PT11M14.00S,2021-12-24T05:37:41.7Z,4,REGULAR,3pt,Jump Shot,[],1628401,69.1688567674113,71.81372549019608,1610612759,94,107,2021-12-24T05:38:29Z,5700000,109.0,237.0,1,right,MISS D. White 26' pullup 3PT,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,
577,PT11M12.00S,2021-12-24T05:37:43.7Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,94,107,2021-12-24T05:37:44Z,5710000,,,0,,R. Westbrook REBOUND (Off:0 Def:7),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,576.0,7.0,7.0,0.0,,,,,,,,,,,,,,
578,PT11M04.00S,2021-12-24T05:37:51.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.276609724047319,46.81372549019608,1610612747,94,107,2021-12-24T05:37:55Z,5720000,16.0,16.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,
579,PT11M04.00S,2021-12-24T05:37:51.4Z,4,REGULAR,rebound,offensive,[],201599,,,1610612747,94,107,2021-12-24T05:37:55Z,5730000,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,578.0,1.0,0.0,1.0,,,,,,,,,,,,,,
580,PT11M04.00S,2021-12-24T05:37:54.6Z,4,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612747,94,107,2021-12-24T05:38:12Z,5740000,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Jordan 2 FT),"[1627751, 201599]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,202035.0,4.0,0.0,Jordan,201599.0
582,PT11M04.00S,2021-12-24T05:38:28.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201599,,,1610612747,94,107,2021-12-24T05:38:28Z,5760000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,
583,PT11M04.00S,2021-12-24T05:38:28.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,94,107,2021-12-24T05:38:28Z,5770000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,
584,PT11M04.00S,2021-12-24T05:38:29.1Z,4,REGULAR,substitution,out,[],2546,,,1610612747,94,107,2021-12-24T05:38:36Z,5780000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
585,PT11M04.00S,2021-12-24T05:38:29.1Z,4,REGULAR,substitution,out,[],1630170,,,1610612747,94,107,2021-12-24T05:38:36Z,5790000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
586,PT11M04.00S,2021-12-24T05:38:29.1Z,4,REGULAR,substitution,out,[],1630200,,,1610612747,94,107,2021-12-24T05:38:36Z,5800000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
587,PT11M04.00S,2021-12-24T05:38:29.1Z,4,REGULAR,substitution,in,[],201961,,,1610612747,94,107,2021-12-24T05:38:36Z,5810000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
588,PT11M04.00S,2021-12-24T05:38:29.1Z,4,REGULAR,substitution,in,[],203926,,,1610612747,94,107,2021-12-24T05:38:36Z,5820000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
589,PT11M04.00S,2021-12-24T05:38:29.1Z,4,REGULAR,substitution,in,[],1629022,,,1610612747,94,107,2021-12-24T05:38:36Z,5830000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
590,PT11M04.00S,2021-12-24T05:38:57.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612747,95,107,2021-12-24T05:38:57Z,5840000,,,0,,D. Jordan Free Throw 2 of 2 (3 PTS),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
591,PT10M53.00S,2021-12-24T05:39:12.8Z,4,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612759,95,107,2021-12-24T05:39:17Z,5850000,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (White 2 FT),"[1629659, 1628401]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,White,1628401.0
593,PT10M53.00S,2021-12-24T05:39:39.8Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,95,108,2021-12-24T05:39:39Z,5870000,,,0,,D. White Free Throw 1 of 2 (19 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,19.0,,,,,,,,,,
594,PT10M53.00S,2021-12-24T05:40:00.0Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,95,109,2021-12-24T05:40:00Z,5880000,,,0,,D. White Free Throw 2 of 2 (20 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
595,PT10M39.00S,2021-12-24T05:40:15.5Z,4,REGULAR,3pt,Jump Shot,[],2544,31.32391590013141,26.225490196078425,1610612747,95,109,2021-12-24T05:40:20Z,5890000,119.0,242.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,
596,PT10M37.00S,2021-12-24T05:40:17.5Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,95,109,2021-12-24T05:40:20Z,5900000,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,595.0,3.0,1.0,2.0,,,,,,,,,,,,,,
597,PT10M28.00S,2021-12-24T05:40:26.8Z,4,REGULAR,3pt,Jump Shot,[],1628966,72.38009198423129,20.320159313725497,1610612759,95,112,2021-12-24T05:40:32Z,5910000,-148.0,207.0,1,right,K. Bates-Diop 25' 3PT  (24 PTS) (J. Poeltl 2 AST),"[1628966, 1627751]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,25.48,Made,,,,,,,,24.0,J. Poeltl,1627751.0,2.0,,,,,,,
599,PT10M18.00S,2021-12-24T05:40:39.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,95,112,2021-12-24T05:40:39Z,5930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT10M13.00S,2021-12-24T05:40:59.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,95,112,2021-12-24T05:40:59Z,5940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT10M09.00S,2021-12-24T05:41:14.8Z,4,REGULAR,2pt,Jump Shot,[],201566,11.432325886990796,79.63388480392157,1610612747,97,112,2021-12-24T05:41:35Z,5950000,-148.0,55.0,1,left,R. Westbrook 15' pullup bank Jump Shot (28 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,15.81,Made,,,,,,,,28.0,,,,,,,,,,
602,PT09M49.00S,2021-12-24T05:41:35.4Z,4,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,97,112,2021-12-24T05:41:40Z,5960000,,,0,,L. Walker IV bad pass out-of-bounds TURNOVER (1 TO),[1629022],1610612759.0,SAS,bad pass,,,Walker IV,L. Walker IV,,,,,,,,,,,1.0,,,,,,,,,202035.0,,,,
603,PT09M39.00S,2021-12-24T05:41:58.6Z,4,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,97,112,2021-12-24T05:42:06Z,5970000,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (5 TO),[201566],1610612747.0,LAL,lost ball,,,Westbrook,R. Westbrook,,,,,,,,,,,5.0,,,,,,,,,202027.0,,,,
604,PT09M39.00S,2021-12-24T05:42:03.1Z,4,REGULAR,substitution,out,[],1628401,,,1610612759,97,112,2021-12-24T05:42:06Z,5980000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
605,PT09M39.00S,2021-12-24T05:42:03.1Z,4,REGULAR,substitution,in,[],1627749,,,1610612759,97,112,2021-12-24T05:42:06Z,5990000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
606,PT09M27.00S,2021-12-24T05:42:24.7Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612759,97,112,2021-12-24T05:42:29Z,6000000,,,0,,R. Westbrook shooting personal FOUL (3 PF) (McDermott 2 FT),"[201566, 203926]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,203593.0,3.0,0.0,McDermott,203926.0
608,PT09M27.00S,2021-12-24T05:42:47.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203926,,,1610612759,97,113,2021-12-24T05:42:47Z,6020000,,,0,,D. McDermott Free Throw 1 of 2 (11 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
609,PT09M27.00S,2021-12-24T05:42:48.5Z,4,REGULAR,substitution,out,[],201566,,,1610612759,97,113,2021-12-24T05:42:53Z,6030000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
610,PT09M27.00S,2021-12-24T05:42:48.5Z,4,REGULAR,substitution,in,[],202738,,,1610612759,97,113,2021-12-24T05:42:53Z,6040000,,,0,,SUB in: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
611,PT09M27.00S,2021-12-24T05:43:08.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203926,,,1610612759,97,114,2021-12-24T05:43:08Z,6050000,,,0,,D. McDermott Free Throw 2 of 2 (12 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
612,PT09M13.00S,2021-12-24T05:43:34.6Z,4,REGULAR,foul,personal,[],1627751,,,1610612747,97,114,2021-12-24T05:43:47Z,6060000,,,0,,J. Poeltl personal FOUL (5 PF),"[1627751, 2544]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,203593.0,5.0,0.0,James,2544.0
614,PT09M13.00S,2021-12-24T05:43:43.5Z,4,REGULAR,foul,technical,['1freethrow'],2614,,,1610612747,97,114,2021-12-24T05:44:23Z,6080000,,,0,,TEAM foul technical,[2614],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,203593.0,,,,
615,PT09M13.00S,2021-12-24T05:44:10.2Z,4,REGULAR,freethrow,1 of 1,[],203926,,,1610612747,97,115,2021-12-24T05:44:10Z,6090000,,,0,,D. McDermott technical Free Throw 1 of 1 (13 PTS),[203926],1610612759.0,SAS,technical,,,McDermott,D. McDermott,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
616,PT09M13.00S,2021-12-24T05:44:25.0Z,4,REGULAR,substitution,out,[],1627751,,,1610612747,97,115,2021-12-24T05:44:31Z,6100000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
617,PT09M13.00S,2021-12-24T05:44:25.0Z,4,REGULAR,substitution,out,[],1628966,,,1610612747,97,115,2021-12-24T05:44:31Z,6110000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
618,PT09M13.00S,2021-12-24T05:44:25.0Z,4,REGULAR,substitution,in,[],1629111,,,1610612747,97,115,2021-12-24T05:44:31Z,6120000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
619,PT09M13.00S,2021-12-24T05:44:25.0Z,4,REGULAR,substitution,in,[],1629640,,,1610612747,97,115,2021-12-24T05:44:31Z,6130000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
620,PT09M07.00S,2021-12-24T05:44:45.0Z,4,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,97,115,2021-12-24T05:44:51Z,6140000,,,0,,L. James lost ball out-of-bounds TURNOVER (3 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,,,,,,,3.0,,,,,,,,,202035.0,,,,
621,PT08M55.00S,2021-12-24T05:45:04.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629022,79.68134034165571,55.88235294117647,1610612759,97,115,2021-12-24T05:45:07Z,6150000,29.0,138.0,1,right,MISS L. Walker IV 14' pullup Shot - blocked,"[1629022, 2544]",1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,14.16,Missed,,,,,,,,,,,,James,2544.0,,,,,
622,PT08M55.00S,2021-12-24T05:45:04.7Z,4,REGULAR,block,,[],2544,,,1610612759,97,115,2021-12-24T05:45:06Z,6160000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
623,PT08M53.00S,2021-12-24T05:45:06.7Z,4,REGULAR,rebound,defensive,[],201961,,,1610612747,97,115,2021-12-24T05:45:07Z,6170000,,,0,,W. Ellington REBOUND (Off:1 Def:2),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,621.0,3.0,2.0,1.0,,,,,,,,,,,,,,
624,PT08M53.00S,2021-12-24T05:45:09.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,6.4881734559789805,48.529411764705884,1610612747,99,115,2021-12-24T05:45:14Z,6180000,7.0,8.0,1,left,L. James running Layup (35 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,1.13,Made,,,,,,,,35.0,,,,,,,,,,
625,PT08M53.00S,2021-12-24T05:45:12.7Z,4,REGULAR,foul,personal,['1freethrow'],203926,,,1610612747,99,115,2021-12-24T05:46:38Z,6190000,,,0,,D. McDermott shooting personal FOUL (2 PF) (James 1 FT),"[203926, 2544]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,James,2544.0
627,PT08M53.00S,2021-12-24T05:45:39.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],2544,,,1610612747,99,115,2021-12-24T05:45:41Z,6210000,,,0,,MISS L. James Free Throw 1 of 1,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,
628,PT08M51.00S,2021-12-24T05:45:41.5Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,99,115,2021-12-24T05:45:41Z,6220000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,627.0,3.0,3.0,0.0,,,,,,,,,,,,,,
629,PT08M36.00S,2021-12-24T05:45:54.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,94.00459921156373,50.245098039215684,1610612759,99,117,2021-12-24T05:45:58Z,6230000,1.0,4.0,1,right,J. Landale cutting DUNK (13 PTS) (L. Walker IV 3 AST),"[1629111, 1629022]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,0.41,Made,,,,,,,,13.0,L. Walker IV,1629022.0,3.0,,,,,,,
631,PT08M27.00S,2021-12-24T05:46:04.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629659,5.568331143232584,50.245098039215684,1610612747,101,117,2021-12-24T05:46:08Z,6250000,-1.0,0.0,1,left,T. Horton-Tucker cutting DUNK (11 PTS) (L. James 5 AST),"[1629659, 2544]",1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,0.12,Made,,,,,,,,11.0,L. James,2544.0,5.0,,,,,,,
633,PT08M13.00S,2021-12-24T05:46:17.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.46977660972405,60.049019607843135,1610612759,101,117,2021-12-24T05:46:22Z,6270000,50.0,131.0,1,right,MISS D. Murray 14' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.04,Missed,,,,,,,,,,,,,,,,,,
634,PT08M09.00S,2021-12-24T05:46:21.8Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,101,117,2021-12-24T05:46:22Z,6280000,,,0,,L. James REBOUND (Off:2 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,633.0,8.0,6.0,2.0,,,,,,,,,,,,,,
635,PT07M57.00S,2021-12-24T05:46:33.9Z,4,REGULAR,turnover,bad pass,[],1629659,,,1610612747,101,117,2021-12-24T05:46:39Z,6290000,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 1629022]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1.0,Walker IV,1629022.0,,,,,,,,,,,
636,PT07M57.00S,2021-12-24T05:46:33.9Z,4,REGULAR,steal,,[],1629022,,,1610612759,101,117,2021-12-24T05:46:35Z,6300000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
637,PT07M52.00S,2021-12-24T05:46:38.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,87.43429697766098,47.549019607843135,1610612759,101,117,2021-12-24T05:46:49Z,6310000,-12.0,66.0,1,right,MISS K. Johnson 6' running Layup - blocked,"[1629640, 2544]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,6.67,Missed,,,,,,,,,,,,James,2544.0,,,,,
638,PT07M52.00S,2021-12-24T05:46:38.5Z,4,REGULAR,block,,[],2544,,,1610612759,101,117,2021-12-24T05:46:40Z,6320000,,,0,,L. James BLOCK (2 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
