actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
381,PT12M00.00S,2024-10-27T01:27:51.5Z,3,REGULAR,substitution,out,['startperiod'],1641763,,,1610612741,39,59,2024-10-27T01:28:12Z,3700000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2024-10-27T01:27:51.5Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612741,39,59,2024-10-27T01:28:12Z,3710000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2024-10-27T01:27:51.5Z,3,REGULAR,substitution,out,['startperiod'],1642349,,,1610612741,39,59,2024-10-27T01:28:12Z,3720000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2024-10-27T01:27:51.5Z,3,REGULAR,substitution,in,['startperiod'],1629632,,,1610612741,39,59,2024-10-27T01:28:12Z,3730000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2024-10-27T01:27:51.5Z,3,REGULAR,substitution,in,['startperiod'],1629652,,,1610612741,39,59,2024-10-27T01:28:12Z,3740000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2024-10-27T01:27:51.5Z,3,REGULAR,substitution,in,['startperiod'],1641717,,,1610612741,39,59,2024-10-27T01:28:12Z,3750000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2024-10-27T01:28:23.6Z,3,REGULAR,period,start,[],0,,,1610612741,39,59,2024-10-27T01:28:23Z,3760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT11M41.00S,2024-10-27T01:28:40.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,93.24901445466492,58.82352941176471,1610612741,39,59,2024-10-27T01:28:49Z,3770000,False,44.0,11.0,1,right,MISS J. Giddey driving Hook,[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
389,PT11M39.00S,2024-10-27T01:28:42.8Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,39,59,2024-10-27T01:28:49Z,3780000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:8),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,388.0,9.0,8.0,1.0,,,,,,,
390,PT11M36.00S,2024-10-27T01:28:46.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631096,6.783837056504599,50.73529411764706,1610612760,39,61,2024-10-27T01:28:55Z,3790000,False,-4.0,11.0,1,left,C. Holmgren running DUNK (13 PTS),[1631096],1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.19,Made,13.0,,,,,,,,,,,,,,,,,
391,PT11M27.00S,2024-10-27T01:28:55.4Z,3,REGULAR,3pt,Jump Shot,[],1629632,70.51576872536137,19.607843137254903,1610612741,39,61,2024-10-27T01:29:01Z,3800000,False,-152.0,225.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
392,PT11M23.00S,2024-10-27T01:28:59.4Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,39,61,2024-10-27T01:29:01Z,3810000,False,,,0,,J. Williams REBOUND (Off:2 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,391.0,5.0,3.0,2.0,,,,,,,
393,PT11M15.00S,2024-10-27T01:29:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,16.245072273324574,48.77450980392157,1610612760,39,61,2024-10-27T01:29:12Z,3820000,False,6.0,100.0,1,left,MISS J. Williams 10' Jump Shot,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,10.04,Missed,,,,,,,,,,,,,,,,,,
394,PT11M13.00S,2024-10-27T01:29:09.8Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,39,61,2024-10-27T01:29:12Z,3830000,False,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,393.0,4.0,3.0,1.0,,,,,,,
395,PT11M00.00S,2024-10-27T01:29:23.2Z,3,REGULAR,3pt,Jump Shot,[],1630581,72.88107752956637,19.11764705882353,1610612741,42,61,2024-10-27T01:29:30Z,3840000,False,-154.0,202.0,1,right,J. Giddey 25' 3PT  (11 PTS) (P. Williams 1 AST),"[1630581, 1630172]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.46,Made,11.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
397,PT10M35.00S,2024-10-27T01:29:47.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,6.258212877792378,96.32352941176471,1610612760,42,61,2024-10-27T01:29:52Z,3860000,False,-232.0,6.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
398,PT10M32.00S,2024-10-27T01:29:50.7Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,42,61,2024-10-27T01:29:52Z,3870000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,,,,,,,,397.0,1.0,1.0,0.0,,,,,,,
399,PT10M25.00S,2024-10-27T01:29:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,85.3646517739816,36.029411764705884,1610612741,44,61,2024-10-27T01:30:04Z,3880000,False,-70.0,85.0,1,right,N. Vučević 11' floating Jump Shot (14 PTS) (C. White 3 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Left,11.01,Made,14.0,C. White,1629632.0,3.0,,,,,,,,,,,,,,
401,PT10M05.00S,2024-10-27T01:30:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.601182654402102,50.73529411764706,1610612760,44,63,2024-10-27T01:30:23Z,3900000,False,-4.0,0.0,1,left,S. Gilgeous-Alexander driving Layup (19 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.37,Made,19.0,,,,,,,,,,,,,,,,,
402,PT10M01.00S,2024-10-27T01:30:21.4Z,3,REGULAR,turnover,bad pass,[],202696,,,1610612741,44,63,2024-10-27T01:30:26Z,3910000,False,,,0,,N. Vučević bad pass TURNOVER (3 TO),"[202696, 1641717]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,Wallace,1641717.0,,,,
403,PT10M01.00S,2024-10-27T01:30:21.4Z,3,REGULAR,steal,,[],1641717,,,1610612760,44,63,2024-10-27T01:30:23Z,3920000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT09M56.00S,2024-10-27T01:30:26.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,7.178055190538765,52.450980392156865,1610612760,44,63,2024-10-27T01:30:31Z,3930000,False,-12.0,15.0,1,left,MISS J. Williams Layup,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
405,PT09M54.00S,2024-10-27T01:30:28.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,44,63,2024-10-27T01:30:28Z,3940000,False,,,0,,N. Vučević REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,404.0,8.0,7.0,1.0,,,,,,,
406,PT09M53.00S,2024-10-27T01:30:29.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,93.77463863337714,4.411764705882353,1610612741,44,63,2024-10-27T01:30:35Z,3950000,False,-228.0,6.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
407,PT09M50.00S,2024-10-27T01:30:32.8Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,44,63,2024-10-27T01:30:35Z,3960000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,,,,406.0,2.0,2.0,0.0,,,,,,,
408,PT09M47.00S,2024-10-27T01:30:35.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,32.933639947437584,55.63725490196079,1610612760,44,63,2024-10-27T01:30:49Z,3970000,False,-28.0,257.0,1,left,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
409,PT09M41.00S,2024-10-27T01:30:41.1Z,3,REGULAR,rebound,offensive,[],1628983,,,1610612760,44,63,2024-10-27T01:30:41Z,3980000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,408.0,4.0,3.0,1.0,,,,,,,
410,PT09M38.00S,2024-10-27T01:30:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641717,6.915243101182654,49.50980392156863,1610612760,44,63,2024-10-27T01:30:52Z,3990000,False,2.0,13.0,1,left,MISS C. Wallace driving Layup - blocked,"[1641717, 202696]",1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,Vučević,202696.0
427,PT09M38.00S,2024-10-27T01:30:44.0Z,3,REGULAR,block,,[],202696,,,1610612760,44,63,2024-10-27T01:32:42Z,3995000,False,,,0,,N. Vučević BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT09M37.00S,2024-10-27T01:30:45.0Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,44,63,2024-10-27T01:30:52Z,4000000,False,,,0,,P. Williams REBOUND (Off:1 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,410.0,5.0,4.0,1.0,,,,,,,
412,PT09M32.00S,2024-10-27T01:30:51.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,69.59592641261499,69.85294117647058,1610612741,44,63,2024-10-27T01:30:59Z,4010000,False,99.0,233.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
413,PT09M28.00S,2024-10-27T01:30:55.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,44,63,2024-10-27T01:30:59Z,4020000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,412.0,5.0,4.0,1.0,,,,,,,
414,PT09M21.00S,2024-10-27T01:31:04.9Z,3,REGULAR,foul,personal,[],1629632,,,1610612760,44,63,2024-10-27T01:33:27Z,4030000,False,,,0,,C. White personal FOUL (3 PF),"[1629632, 1641717]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1630886.0,3.0,0.0,,,,,,,,Wallace,1641717.0,,
416,PT09M08.00S,2024-10-27T01:31:42.6Z,3,REGULAR,turnover,bad pass,[],1629652,,,1610612760,44,63,2024-10-27T01:31:46Z,4050000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1629632]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,1.0,White,1629632.0,,,,
417,PT09M08.00S,2024-10-27T01:31:42.6Z,3,REGULAR,steal,,[],1629632,,,1610612741,44,63,2024-10-27T01:31:44Z,4060000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
418,PT09M03.00S,2024-10-27T01:31:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,94.1688567674113,52.450980392156865,1610612741,44,63,2024-10-27T01:31:57Z,4070000,False,12.0,2.0,1,right,MISS J. Giddey running Layup,[1630581],1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
419,PT09M01.00S,2024-10-27T01:31:49.4Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,44,63,2024-10-27T01:31:57Z,4080000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:9),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,418.0,10.0,9.0,1.0,,,,,,,
420,PT08M53.00S,2024-10-27T01:31:57.7Z,3,REGULAR,3pt,Jump Shot,[],1641717,32.276609724047304,41.17647058823529,1610612760,44,63,2024-10-27T01:32:06Z,4090000,False,44.0,251.0,1,left,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
421,PT08M47.00S,2024-10-27T01:32:03.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,44,63,2024-10-27T01:32:06Z,4100000,False,,,0,,N. Vučević REBOUND (Off:1 Def:8),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,,420.0,9.0,8.0,1.0,,,,,,,
422,PT08M43.00S,2024-10-27T01:32:07.6Z,3,REGULAR,3pt,Jump Shot,[],1630581,70.25295663600527,23.774509803921568,1610612741,44,63,2024-10-27T01:33:15Z,4110000,False,-131.0,227.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
423,PT08M40.00S,2024-10-27T01:32:10.6Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,44,63,2024-10-27T01:32:16Z,4120000,False,,,0,,J. Williams REBOUND (Off:2 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,422.0,6.0,4.0,2.0,,,,,,,
424,PT08M34.00S,2024-10-27T01:32:17.0Z,3,REGULAR,2pt,Jump Shot,[],1631096,23.99802890932983,54.166666666666664,1610612760,44,65,2024-10-27T01:32:26Z,4130000,False,-21.0,173.0,1,left,C. Holmgren 17' pullup Jump Shot (15 PTS) (J. Williams 6 AST),"[1631096, 1631114]",1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,17.43,Made,15.0,J. Williams,1631114.0,6.0,,,,,,,,,,,,,,
426,PT08M33.00S,2024-10-27T01:32:22.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,44,65,2024-10-27T01:32:22Z,4150000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT08M16.00S,2024-10-27T01:35:31.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,81.42247043363994,37.254901960784316,1610612741,44,65,2024-10-27T01:35:38Z,4160000,False,-64.0,122.0,1,right,MISS P. Williams 13' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.77,Missed,,,,,,,,,,,,,,,,,,
429,PT08M14.00S,2024-10-27T01:35:33.9Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,44,65,2024-10-27T01:35:38Z,4170000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:10),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,428.0,11.0,10.0,1.0,,,,,,,
430,PT07M57.00S,2024-10-27T01:35:50.6Z,3,REGULAR,3pt,Jump Shot,[],1631096,30.17411300919842,68.38235294117648,1610612760,44,65,2024-10-27T01:35:56Z,4180000,False,-92.0,231.0,1,left,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
431,PT07M54.00S,2024-10-27T01:35:53.6Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,44,65,2024-10-27T01:35:56Z,4190000,False,,,0,,P. Williams REBOUND (Off:1 Def:5),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,430.0,6.0,5.0,1.0,,,,,,,
432,PT07M52.00S,2024-10-27T01:36:01.7Z,3,REGULAR,foul,personal,[],1631096,,,1610612741,44,65,2024-10-27T01:36:11Z,4200000,False,,,0,,C. Holmgren personal FOUL (2 PF),"[1631096, 202696]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1627534.0,2.0,1.0,,,,,,,,Vučević,202696.0,,
434,PT07M44.00S,2024-10-27T01:36:27.2Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,44,65,2024-10-27T01:36:34Z,4220000,False,,,0,,Z. LaVine bad pass TURNOVER (6 TO),"[203897, 1628983]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,6.0,Gilgeous-Alexander,1628983.0,,,,
435,PT07M44.00S,2024-10-27T01:36:27.2Z,3,REGULAR,steal,,[],1628983,,,1610612760,44,65,2024-10-27T01:36:29Z,4230000,False,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
436,PT07M34.00S,2024-10-27T01:36:38.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.389618922470433,62.00980392156863,1610612760,44,65,2024-10-27T01:36:43Z,4240000,False,-60.0,8.0,1,left,MISS S. Gilgeous-Alexander 6' Layup,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
437,PT07M31.00S,2024-10-27T01:36:41.2Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,44,65,2024-10-27T01:36:43Z,4250000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:7),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,436.0,7.0,7.0,0.0,,,,,,,
439,PT07M27.00S,2024-10-27T01:36:43.8Z,3,REGULAR,turnover,lost ball,[],203897,,,1610612741,44,65,2024-10-27T01:36:47Z,4270000,False,,,0,,Z. LaVine lost ball TURNOVER (7 TO),"[203897, 1641717]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,7.0,Wallace,1641717.0,,,,
440,PT07M27.00S,2024-10-27T01:36:43.8Z,3,REGULAR,steal,,[],1641717,,,1610612760,44,65,2024-10-27T01:36:46Z,4280000,False,,,0,,C. Wallace STEAL (3 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
441,PT07M19.00S,2024-10-27T01:36:52.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631114,5.338370565045992,66.91176470588235,1610612760,44,67,2024-10-27T01:37:41Z,4290000,False,-85.0,-2.0,1,left,J. Williams 8' driving floating Jump Shot (10 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,8.46,Made,10.0,,,,,,,,,,,,,,,,,
442,PT06M57.00S,2024-10-27T01:37:14.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,92.59198423127464,47.549019607843135,1610612741,46,67,2024-10-27T01:37:20Z,4300000,False,-12.0,17.0,1,right,N. Vučević driving Hook (16 PTS),[202696],1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.11,Made,16.0,,,,,,,,,,,,,,,,,
443,PT06M35.00S,2024-10-27T01:37:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,8.09789750328515,41.42156862745098,1610612760,46,67,2024-10-27T01:37:46Z,4310000,False,43.0,24.0,1,left,MISS C. Holmgren Layup,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
444,PT06M35.00S,2024-10-27T01:37:36.8Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,46,67,2024-10-27T01:37:46Z,4320000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:8),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,443.0,8.0,8.0,0.0,,,,,,,
446,PT06M28.00S,2024-10-27T01:37:43.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,94.43166885676742,2.941176470588235,1610612741,46,67,2024-10-27T01:40:22Z,4340000,False,-235.0,0.0,1,right,MISS C. White running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
447,PT06M25.00S,2024-10-27T01:37:46.2Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,46,67,2024-10-27T01:40:22Z,4350000,False,,,0,,N. Vučević REBOUND (Off:2 Def:8),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,,,,,,,,446.0,10.0,8.0,2.0,,,,,,,
448,PT06M23.00S,2024-10-27T01:37:48.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,70.64717477003943,75.0,1610612741,49,67,2024-10-27T01:37:52Z,4360000,False,125.0,223.0,1,right,J. Giddey 25' 3PT  (14 PTS) (N. Vučević 2 AST),"[1630581, 202696]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.6,Made,14.0,N. Vučević,202696.0,2.0,,,,,,,,,,,,,,
450,PT06M23.00S,2024-10-27T01:37:56.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,49,67,2024-10-27T01:37:56Z,4380000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M23.00S,2024-10-27T01:40:27.6Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,49,67,2024-10-27T01:40:37Z,4390000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M23.00S,2024-10-27T01:40:27.6Z,3,REGULAR,substitution,out,[],1629632,,,1610612760,49,67,2024-10-27T01:40:37Z,4400000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M23.00S,2024-10-27T01:40:27.6Z,3,REGULAR,substitution,in,[],1630245,,,1610612760,49,67,2024-10-27T01:40:37Z,4410000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M23.00S,2024-10-27T01:40:27.6Z,3,REGULAR,substitution,in,[],1628366,,,1610612760,49,67,2024-10-27T01:40:37Z,4420000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M09.00S,2024-10-27T01:41:02.7Z,3,REGULAR,3pt,Jump Shot,[],1628983,22.683968462549277,13.725490196078432,1610612760,49,67,2024-10-27T01:41:10Z,4430000,False,181.0,161.0,1,left,MISS S. Gilgeous-Alexander 24' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,24.23,Missed,,,,,,,,,,,,,,,,,,
456,PT06M04.00S,2024-10-27T01:41:07.7Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,49,67,2024-10-27T01:41:10Z,4440000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,455.0,3.0,3.0,0.0,,,,,,,
457,PT06M01.00S,2024-10-27T01:41:11.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203897,96.13994743758212,3.6764705882352944,1610612741,52,67,2024-10-27T01:41:26Z,4450000,False,-232.0,-16.0,1,right,Z. LaVine 3PT  (9 PTS) (A. Dosunmu 3 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,23.22,Made,9.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,,
