actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
459,PT05M50.00S,2024-10-27T01:41:21.7Z,3,REGULAR,2pt,Jump Shot,[],1629652,13.091327201051248,21.813725490196077,1610612760,52,67,2024-10-27T01:41:38Z,4470000,False,141.0,71.0,1,left,MISS L. Dort 15' Jump Shot,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,15.76,Missed,,,,,,,,,,,,,,,,,,
460,PT05M50.00S,2024-10-27T01:41:21.7Z,3,REGULAR,rebound,offensive,[],1631096,,,1610612760,52,67,2024-10-27T01:41:38Z,4480000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:10),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Right,,,,,,,,,,459.0,12.0,10.0,2.0,,,,,,,
461,PT05M47.00S,2024-10-27T01:41:25.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631096,5.590000152587891,50.0,1610612760,52,69,2024-10-27T01:41:25Z,4490000,False,0.0,0.0,1,left,C. Holmgren putback DUNK (17 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,0.0,Made,17.0,,,,,,,,,,,,,,,,,
462,PT05M38.00S,2024-10-27T01:41:34.0Z,3,REGULAR,3pt,Jump Shot,[],1628366,74.72076215505913,13.970588235294118,1610612741,52,69,2024-10-27T01:41:40Z,4500000,False,-180.0,185.0,1,right,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
463,PT05M38.00S,2024-10-27T01:41:34.0Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,52,69,2024-10-27T01:41:40Z,4510000,False,,,0,,C. Wallace REBOUND (Off:1 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,462.0,4.0,3.0,1.0,,,,,,,
464,PT05M27.00S,2024-10-27T01:41:45.3Z,3,REGULAR,turnover,lost ball,[],1631096,,,1610612760,52,69,2024-10-27T01:41:49Z,4520000,False,,,0,,C. Holmgren lost ball TURNOVER (2 TO),"[1631096, 203897]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,LaVine,203897.0,,,,
465,PT05M27.00S,2024-10-27T01:41:45.3Z,3,REGULAR,steal,,[],203897,,,1610612741,52,69,2024-10-27T02:46:09Z,4530000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
466,PT05M22.00S,2024-10-27T01:41:49.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.85479632063075,48.03921568627451,1610612741,54,69,2024-10-27T01:41:57Z,4540000,False,-10.0,15.0,1,right,Z. LaVine running Layup (11 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.77,Made,11.0,,,,,,,,,,,,,,,,,
467,PT05M05.00S,2024-10-27T01:42:06.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,5.863994743758213,51.71568627450981,1610612760,54,71,2024-10-27T01:42:12Z,4550000,False,-9.0,3.0,1,left,J. Williams cutting DUNK (12 PTS) (C. Wallace 2 AST),"[1631114, 1641717]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.9,Made,12.0,C. Wallace,1641717.0,2.0,,,,,,,,,,,,,,
469,PT04M42.00S,2024-10-27T01:42:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.59198423127464,50.0,1610612741,54,71,2024-10-27T01:42:34Z,4570000,False,0.0,17.0,1,right,MISS A. Dosunmu Layup - blocked,"[1630245, 1631096]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,Holmgren,1631096.0
470,PT04M42.00S,2024-10-27T01:42:29.9Z,3,REGULAR,block,,[],1631096,,,1610612741,54,71,2024-10-27T01:42:32Z,4580000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
471,PT04M39.00S,2024-10-27T01:42:32.9Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,54,71,2024-10-27T01:42:34Z,4590000,False,,,0,,P. Williams REBOUND (Off:2 Def:5),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,469.0,7.0,5.0,2.0,,,,,,,
472,PT04M38.00S,2024-10-27T01:42:33.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,74.45795006570303,17.647058823529413,1610612741,54,71,2024-10-27T01:42:40Z,4600000,False,-162.0,188.0,1,right,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
473,PT04M32.00S,2024-10-27T01:42:39.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,54,71,2024-10-27T01:42:39Z,4610000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,472.0,6.0,5.0,1.0,,,,,,,
474,PT04M29.00S,2024-10-27T01:42:42.7Z,3,REGULAR,2pt,Jump Shot,[],1631114,10.988830486202366,18.38235294117647,1610612760,54,73,2024-10-27T01:42:58Z,4620000,False,158.0,51.0,1,left,J. Williams 16' pullup Jump Shot (14 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,16.61,Made,14.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
475,PT04M15.00S,2024-10-27T01:42:56.3Z,3,REGULAR,2pt,Jump Shot,[],203897,72.09264126149803,52.450980392156865,1610612741,56,73,2024-10-27T01:43:04Z,4630000,False,12.0,210.0,1,right,Z. LaVine 21' pullup Jump Shot (13 PTS) (A. Dosunmu 4 AST),"[203897, 1630245]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,21.02,Made,13.0,A. Dosunmu,1630245.0,4.0,,,,,,,,,,,,,,
477,PT04M05.00S,2024-10-27T01:43:07.5Z,3,REGULAR,3pt,Jump Shot,[],1631114,29.911300919842315,23.52941176470588,1610612760,56,73,2024-10-27T01:43:11Z,4650000,False,132.0,229.0,1,left,MISS J. Williams 26' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
478,PT04M02.00S,2024-10-27T01:43:09.6Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,56,73,2024-10-27T01:43:09Z,4660000,False,,,0,,L. Ball REBOUND (Off:0 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,477.0,4.0,4.0,0.0,,,,,,,
479,PT03M56.00S,2024-10-27T01:43:15.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203897,95.87713534822602,95.58823529411765,1610612741,59,73,2024-10-27T01:44:10Z,4670000,False,228.0,-14.0,1,right,Z. LaVine 3PT  (16 PTS) (P. Williams 2 AST),"[203897, 1630172]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,22.83,Made,16.0,P. Williams,1630172.0,2.0,,,,,,,,,,,,,,
481,PT03M41.00S,2024-10-27T01:43:30.2Z,3,REGULAR,3pt,Jump Shot,[],1631114,29.122864651773984,20.588235294117645,1610612760,59,76,2024-10-27T01:43:36Z,4690000,False,147.0,221.0,1,left,J. Williams 26' 3PT  (17 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.57,Made,17.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
483,PT03M22.00S,2024-10-27T01:43:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,92.72339027595268,47.549019607843135,1610612741,59,76,2024-10-27T01:45:31Z,4710000,False,-12.0,16.0,1,right,MISS P. Williams driving finger roll Layup,[1630172],1610612741.0,CHI,driving finger roll,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
484,PT03M19.00S,2024-10-27T01:43:52.0Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,59,76,2024-10-27T01:43:52Z,4720000,False,,,0,,N. Vučević REBOUND (Off:3 Def:8),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,483.0,11.0,8.0,3.0,,,,,,,
485,PT03M19.00S,2024-10-27T01:43:52.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,59,76,2024-10-27T01:43:52Z,4730000,False,0.0,0.0,1,right,MISS N. Vučević tip Layup,[202696],1610612741.0,CHI,tip,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
486,PT03M19.00S,2024-10-27T01:43:52.7Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,59,76,2024-10-27T01:43:52Z,4740000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,485.0,7.0,6.0,1.0,,,,,,,
487,PT03M17.00S,2024-10-27T01:43:54.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,31.488173455978973,30.14705882352941,1610612760,59,76,2024-10-27T01:44:05Z,4750000,False,99.0,243.0,1,left,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
488,PT03M13.00S,2024-10-27T01:43:58.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,59,76,2024-10-27T01:44:05Z,4760000,False,,,0,,N. Vučević REBOUND (Off:3 Def:9),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,487.0,12.0,9.0,3.0,,,,,,,
489,PT03M07.00S,2024-10-27T01:44:04.8Z,3,REGULAR,turnover,lost ball,[],1630245,,,1610612741,59,76,2024-10-27T01:44:12Z,4770000,False,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 1628983]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,
490,PT03M07.00S,2024-10-27T01:44:04.8Z,3,REGULAR,steal,,[],1628983,,,1610612760,59,76,2024-10-27T01:44:06Z,4780000,False,,,0,,S. Gilgeous-Alexander STEAL (4 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
491,PT03M01.00S,2024-10-27T01:44:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612760,59,76,2024-10-27T01:44:24Z,4790000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630245, 1631096]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,1.0,0.0,,,,,,,,Holmgren,1631096.0,,
493,PT03M01.00S,2024-10-27T01:44:42.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631096,,,1610612760,59,77,2024-10-27T01:45:16Z,4810000,False,,,0,,C. Holmgren Free Throw 1 of 2 (18 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
494,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,out,[],203897,,,1610612760,59,77,2024-10-27T01:45:03Z,4820000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,out,[],202696,,,1610612760,59,77,2024-10-27T01:45:03Z,4830000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,out,[],1630172,,,1610612760,59,77,2024-10-27T01:45:03Z,4840000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,59,77,2024-10-27T01:45:03Z,4850000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,out,[],1641717,,,1610612760,59,77,2024-10-27T01:45:03Z,4860000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,in,[],1629632,,,1610612760,59,77,2024-10-27T01:45:03Z,4870000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,in,[],1630188,,,1610612760,59,77,2024-10-27T01:45:03Z,4880000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,in,[],1641763,,,1610612760,59,77,2024-10-27T01:45:03Z,4890000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,in,[],1627936,,,1610612760,59,77,2024-10-27T01:45:03Z,4900000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M01.00S,2024-10-27T01:44:42.9Z,3,REGULAR,substitution,in,[],1631172,,,1610612760,59,77,2024-10-27T01:45:03Z,4910000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M01.00S,2024-10-27T01:44:42.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631096,,,1610612760,59,77,2024-10-27T01:45:16Z,4920000,False,,,0,,MISS C. Holmgren Free Throw 2 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT02M58.00S,2024-10-27T01:44:45.2Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,59,77,2024-10-27T01:45:16Z,4930000,False,,,0,,L. Ball REBOUND (Off:0 Def:5),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,505.0,5.0,5.0,0.0,,,,,,,
507,PT02M38.00S,2024-10-27T01:45:30.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628366,85.10183968462549,51.470588235294116,1610612741,59,77,2024-10-27T01:45:37Z,4940000,False,7.0,88.0,1,right,MISS L. Ball 8' pullup Shot,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.78,Missed,,,,,,,,,,,,,,,,,,
508,PT02M36.00S,2024-10-27T01:45:32.4Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612741,59,77,2024-10-27T01:45:37Z,4950000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,507.0,4.0,3.0,1.0,,,,,,,
509,PT02M35.00S,2024-10-27T01:45:34.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,93.64323258869908,52.450980392156865,1610612741,59,77,2024-10-27T01:45:44Z,4960000,False,12.0,7.0,1,right,MISS J. Smith tip Layup - blocked,"[1630188, 1631096]",1610612741.0,CHI,tip,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,Holmgren,1631096.0
510,PT02M35.00S,2024-10-27T01:45:34.1Z,3,REGULAR,block,,[],1631096,,,1610612741,59,77,2024-10-27T01:45:36Z,4970000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
511,PT02M32.00S,2024-10-27T01:45:37.1Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,59,77,2024-10-27T01:45:44Z,4980000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:11),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,509.0,13.0,11.0,2.0,,,,,,,
512,PT02M25.00S,2024-10-27T01:45:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,10.85742444152431,47.30392156862745,1610612760,59,77,2024-10-27T01:45:48Z,4990000,False,13.0,50.0,1,left,MISS C. Holmgren Layup,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,
513,PT02M22.00S,2024-10-27T01:45:46.1Z,3,REGULAR,rebound,offensive,[],1631096,,,1610612760,59,77,2024-10-27T01:45:46Z,5000000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:11),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,512.0,14.0,11.0,3.0,,,,,,,
514,PT02M22.00S,2024-10-27T01:45:46.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,5.590000152587891,50.0,1610612760,59,77,2024-10-27T01:45:46Z,5010000,False,0.0,0.0,1,left,MISS C. Holmgren tip Layup,[1631096],1610612760.0,OKC,tip,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
515,PT02M22.00S,2024-10-27T01:45:46.7Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,59,77,2024-10-27T01:45:46Z,5020000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,514.0,2.0,2.0,0.0,,,,,,,
516,PT02M21.00S,2024-10-27T01:45:54.4Z,3,REGULAR,foul,offensive,[],1630245,,,1610612741,59,77,2024-10-27T01:46:07Z,5030000,False,,,0,,A. Dosunmu charge offensive FOUL (2 PF),"[1630245, 1627936]",1610612741.0,CHI,charge,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,2.0,0.0,,,,,,,,Caruso,1627936.0,,
518,PT02M21.00S,2024-10-27T01:45:54.4Z,3,REGULAR,turnover,offensive foul,[],1630245,,,1610612741,59,77,2024-10-27T01:45:54Z,5050000,False,,,0,,A. Dosunmu offensive foul TURNOVER (2 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,,,,2.0,,,,,,
519,PT02M21.00S,2024-10-27T01:46:04.2Z,3,REGULAR,substitution,out,[],1631096,,,1610612760,59,77,2024-10-27T01:46:09Z,5060000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT02M21.00S,2024-10-27T01:46:04.2Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,59,77,2024-10-27T01:46:09Z,5070000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT02M12.00S,2024-10-27T01:46:26.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,11.908672798948752,45.588235294117645,1610612760,59,77,2024-10-27T01:46:31Z,5080000,False,22.0,59.0,1,left,MISS S. Gilgeous-Alexander 6' driving floating bank Shot,[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
522,PT02M09.00S,2024-10-27T01:46:29.7Z,3,REGULAR,rebound,offensive,[],1630598,,,1610612760,59,77,2024-10-27T01:46:29Z,5090000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,521.0,3.0,2.0,1.0,,,,,,,
523,PT02M09.00S,2024-10-27T01:46:29.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630598,5.590000152587891,50.0,1610612760,59,79,2024-10-27T01:46:29Z,5100000,False,0.0,0.0,1,left,A. Wiggins tip Layup (6 PTS),[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
524,PT01M58.00S,2024-10-27T01:46:43.6Z,3,REGULAR,turnover,traveling,[],1629632,,,1610612741,59,79,2024-10-27T01:46:54Z,5110000,False,,,0,,C. White traveling TURNOVER (3 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,3.0,,,,,,
525,PT01M58.00S,2024-10-27T01:46:51.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612760,59,79,2024-10-27T01:47:00Z,5120000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,1627534.0,,,,,,,,,,,,,
526,PT01M44.00S,2024-10-27T01:47:15.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,5.995400788436268,48.28431372549019,1610612760,59,79,2024-10-27T01:47:20Z,5130000,False,9.0,4.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.94,Missed,,,,,,,,,,,,,,,,,,
527,PT01M40.00S,2024-10-27T01:47:19.7Z,3,REGULAR,rebound,offensive,[],1628983,,,1610612760,59,79,2024-10-27T01:47:20Z,5140000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,526.0,8.0,6.0,2.0,,,,,,,
528,PT01M40.00S,2024-10-27T01:47:18.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628983,5.590000152587891,50.0,1610612760,59,81,2024-10-27T01:47:18Z,5150000,False,0.0,0.0,1,left,S. Gilgeous-Alexander putback Layup (21 PTS),[1628983],1610612760.0,OKC,putback,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,0.0,Made,21.0,,,,,,,,,,,,,,,,,
529,PT01M33.00S,2024-10-27T01:47:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,94.69448094612353,52.94117647058824,1610612741,61,81,2024-10-27T01:47:35Z,5160000,False,15.0,-3.0,1,right,J. Phillips cutting Layup (5 PTS) (L. Ball 1 AST),"[1641763, 1628366]",1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1.49,Made,5.0,L. Ball,1628366.0,1.0,,,,,,,,,,,,,,
531,PT01M33.00S,2024-10-27T01:47:31.6Z,3,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612741,61,81,2024-10-27T01:47:55Z,5180000,False,,,0,,A. Wiggins shooting personal FOUL (4 PF) (Phillips 1 FT),"[1630598, 1641763]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,4.0,0.0,,,,,,,,Phillips,1641763.0,,
533,PT01M33.00S,2024-10-27T01:47:39.4Z,3,REGULAR,substitution,out,[],1628366,,,1610612741,61,81,2024-10-27T01:47:51Z,5200000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT01M33.00S,2024-10-27T01:47:39.4Z,3,REGULAR,substitution,out,[],1629652,,,1610612741,61,81,2024-10-27T01:47:51Z,5210000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT01M33.00S,2024-10-27T01:47:39.4Z,3,REGULAR,substitution,in,[],1630581,,,1610612741,61,81,2024-10-27T01:47:51Z,5220000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT01M33.00S,2024-10-27T01:47:39.4Z,3,REGULAR,substitution,in,[],1630198,,,1610612741,61,81,2024-10-27T01:47:51Z,5230000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
