actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
179,PT09M51.00S,2022-02-27T22:42:28.5Z,2,REGULAR,block,,[],1629057,,,1610612754,31,32,2022-02-27T22:42:30Z,1760000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M51.00S,2022-02-27T22:42:28.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,31,32,2022-02-27T22:42:34Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,
181,PT09M51.00S,2022-02-27T22:42:33.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,31,32,2022-02-27T22:42:33Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M50.00S,2022-02-27T22:42:43.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629052,31.750985545335087,55.392156862745104,1610612754,34,32,2022-02-27T22:42:48Z,1790000,-27.0,246.0,1,left,O. Brissett 24' 3PT  (4 PTS) (T. Haliburton 1 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,24.75,Made,,,,,4.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,
184,PT09M36.00S,2022-02-27T22:42:56.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,93.38042049934296,96.56862745098039,1610612738,34,32,2022-02-27T22:43:01Z,1810000,233.0,10.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
185,PT09M34.00S,2022-02-27T22:42:58.8Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,34,32,2022-02-27T22:43:01Z,1820000,,,0,,J. Smith REBOUND (Off:0 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,184.0,5.0,5.0,0.0,,,,,,,,,,,,,,
186,PT09M24.00S,2022-02-27T22:43:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,6.652431011826544,53.18627450980392,1610612754,34,32,2022-02-27T22:43:14Z,1830000,-16.0,10.0,1,left,MISS D. Washington Jr. driving finger roll Layup,[1630613],1610612754.0,IND,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,
187,PT09M22.00S,2022-02-27T22:43:10.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,34,32,2022-02-27T22:43:14Z,1840000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,186.0,6.0,4.0,2.0,,,,,,,,,,,,,,
188,PT09M18.00S,2022-02-27T22:43:18.5Z,2,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612738,34,32,2022-02-27T22:43:27Z,1850000,,,0,,M. Brogdon shooting personal FOUL (1 PF) (White 2 FT),"[1627763, 1628401]",1610612754.0,IND,shooting,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,1626300.0,1.0,0.0,White,1628401.0,,,,,
190,PT09M18.00S,2022-02-27T22:43:45.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,34,33,2022-02-27T22:43:45Z,1870000,,,0,,D. White Free Throw 1 of 2 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
191,PT09M18.00S,2022-02-27T22:43:46.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,34,33,2022-02-27T22:44:02Z,1880000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M18.00S,2022-02-27T22:43:46.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,34,33,2022-02-27T22:44:02Z,1890000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M18.00S,2022-02-27T22:44:10.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,34,34,2022-02-27T22:44:10Z,1900000,,,0,,D. White Free Throw 2 of 2 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
194,PT09M07.00S,2022-02-27T22:44:23.1Z,2,REGULAR,3pt,Jump Shot,[],1629052,19.398817345597898,3.6764705882352944,1610612754,34,34,2022-02-27T22:44:29Z,1910000,232.0,130.0,1,left,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
195,PT09M04.00S,2022-02-27T22:44:26.1Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,34,34,2022-02-27T22:44:29Z,1920000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT08M56.00S,2022-02-27T22:44:34.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.9388961892247,30.88235294117647,1610612738,34,34,2022-02-27T22:44:38Z,1930000,-96.0,239.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
197,PT08M53.00S,2022-02-27T22:44:37.4Z,2,REGULAR,rebound,defensive,[],1630613,,,1610612754,34,34,2022-02-27T22:44:38Z,1940000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT08M47.00S,2022-02-27T22:44:43.0Z,2,REGULAR,turnover,bad pass,[],1630613,,,1610612754,34,34,2022-02-27T22:44:52Z,1950000,,,0,,D. Washington Jr. bad pass TURNOVER (1 TO),"[1630613, 1628401]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,1.0,,,White,1628401.0
199,PT08M47.00S,2022-02-27T22:44:43.0Z,2,REGULAR,steal,,[],1628401,,,1610612738,34,34,2022-02-27T22:44:44Z,1960000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M46.00S,2022-02-27T22:44:46.4Z,2,REGULAR,foul,personal,[],1630613,,,1610612738,34,34,2022-02-27T22:44:56Z,1970000,,,0,,D. Washington Jr. take personal FOUL (1 PF),"[1630613, 1628401]",1610612754.0,IND,take,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,1155.0,1.0,0.0,White,1628401.0,,,,,
202,PT08M46.00S,2022-02-27T22:44:56.2Z,2,REGULAR,substitution,out,[],1630169,,,1610612738,34,34,2022-02-27T22:45:07Z,1990000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M46.00S,2022-02-27T22:44:56.2Z,2,REGULAR,substitution,out,[],1630613,,,1610612738,34,34,2022-02-27T22:45:07Z,2000000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M46.00S,2022-02-27T22:44:56.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,34,34,2022-02-27T22:45:07Z,2010000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M46.00S,2022-02-27T22:44:56.2Z,2,REGULAR,substitution,in,[],1630537,,,1610612738,34,34,2022-02-27T22:45:07Z,2020000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M46.00S,2022-02-27T22:44:56.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612738,34,34,2022-02-27T22:45:07Z,2030000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M46.00S,2022-02-27T22:44:56.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,34,34,2022-02-27T22:45:07Z,2040000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M37.00S,2022-02-27T22:45:22.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,71.04139290407359,22.058823529411764,1610612738,34,34,2022-02-27T22:45:28Z,2050000,-140.0,220.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,
209,PT08M34.00S,2022-02-27T22:45:25.9Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,34,34,2022-02-27T22:45:25Z,2060000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,208.0,1.0,0.0,1.0,,,,,,,,,,,,,,
210,PT08M31.00S,2022-02-27T22:45:28.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203935,89.56964520367937,2.941176470588235,1610612738,34,34,2022-02-27T22:48:29Z,2070000,-235.0,46.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.97,Missed,,,,,,,,,,,,,,,,,,
211,PT08M28.00S,2022-02-27T22:45:31.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,34,34,2022-02-27T22:45:32Z,2080000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,,
212,PT08M24.00S,2022-02-27T22:45:35.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630188,5.601182654402102,48.77450980392157,1610612754,36,34,2022-02-27T22:45:41Z,2090000,6.0,0.0,1,left,J. Smith running alley-oop DUNK (2 PTS) (C. Duarte 1 AST),"[1630188, 1630537]",1610612754.0,IND,running alley-oop,,,Smith,J. Smith,,,,,0.61,Made,,,,,2.0,C. Duarte,1630537.0,1.0,,,,,,,,,,
214,PT08M12.00S,2022-02-27T22:45:47.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,93.64323258869908,94.85294117647058,1610612738,36,37,2022-02-27T22:45:51Z,2110000,224.0,7.0,1,right,J. Tatum 3PT  (5 PTS) (P. Pritchard 1 AST),"[1628369, 1630202]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.44,Made,,,,,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,
216,PT07M51.00S,2022-02-27T22:46:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,8.229303547963205,44.6078431372549,1610612754,36,37,2022-02-27T22:46:12Z,2130000,27.0,25.0,1,left,MISS C. Duarte driving finger roll Layup,[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,3.67,Missed,,,,,,,,,,,,,,,,,,
217,PT07M49.00S,2022-02-27T22:46:10.7Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,36,37,2022-02-27T22:46:12Z,2140000,,,0,,J. Smith REBOUND (Off:1 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,216.0,6.0,5.0,1.0,,,,,,,,,,,,,,
218,PT07M49.00S,2022-02-27T22:46:11.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,7.835085413929041,52.94117647058824,1610612754,36,37,2022-02-27T22:46:15Z,2150000,-15.0,21.0,1,left,MISS J. Smith putback Layup - blocked,"[1630188, 1629684]",1610612754.0,IND,putback,,,Smith,J. Smith,,,,,2.57,Missed,,,,,,,,,,,,,,,Williams,1629684.0,,
219,PT07M49.00S,2022-02-27T22:46:11.8Z,2,REGULAR,block,,[],1629684,,,1610612754,36,37,2022-02-27T22:49:49Z,2160000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M45.00S,2022-02-27T22:46:15.8Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,36,37,2022-02-27T22:46:15Z,2170000,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,218.0,7.0,5.0,2.0,,,,,,,,,,,,,,
221,PT07M44.00S,2022-02-27T22:46:14.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,7.046649145860711,50.98039215686274,1610612754,38,37,2022-02-27T22:46:19Z,2180000,-5.0,14.0,1,left,J. Smith putback Layup (4 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,1.45,Made,,,,,4.0,,,,,,,,,,,,,
222,PT07M34.00S,2022-02-27T22:46:25.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.64323258869908,47.30392156862745,1610612738,38,39,2022-02-27T22:46:30Z,2190000,-13.0,7.0,1,right,R. Williams III alley-oop DUNK (6 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.53,Made,,,,,6.0,M. Smart,203935.0,1.0,,,,,,,,,,
224,PT07M07.00S,2022-02-27T22:46:52.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,15.982260183968464,54.65686274509803,1610612754,40,39,2022-02-27T22:46:57Z,2210000,-23.0,98.0,1,left,M. Brogdon 10' driving floating Jump Shot (12 PTS),[1627763],1610612754.0,IND,driving floating,,,Brogdon,M. Brogdon,,,,,10.04,Made,,,,,12.0,,,,,,,,,,,,,
225,PT06M50.00S,2022-02-27T22:47:09.6Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,40,39,2022-02-27T22:47:13Z,2220000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1627763]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,,,Brogdon,1627763.0
226,PT06M50.00S,2022-02-27T22:47:09.6Z,2,REGULAR,steal,,[],1627763,,,1610612754,40,39,2022-02-27T22:47:11Z,2230000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M47.00S,2022-02-27T22:47:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,6.652431011826544,51.9607843137255,1610612754,42,39,2022-02-27T22:47:19Z,2240000,-10.0,10.0,1,left,C. Duarte running finger roll Layup (6 PTS),[1630537],1610612754.0,IND,running finger roll,,,Duarte,C. Duarte,,,,,1.4,Made,,,,,6.0,,,,,,,,,,,,,
228,PT06M26.00S,2022-02-27T22:47:34.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,84.83902759526939,3.6764705882352944,1610612738,42,39,2022-02-27T22:47:38Z,2250000,-232.0,90.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,
229,PT06M23.00S,2022-02-27T22:47:37.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,42,39,2022-02-27T22:47:38Z,2260000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,228.0,3.0,3.0,0.0,,,,,,,,,,,,,,
230,PT06M15.00S,2022-02-27T22:47:45.5Z,2,REGULAR,3pt,Jump Shot,[],1627741,31.09395532194481,66.17647058823529,1610612754,42,39,2022-02-27T22:47:49Z,2270000,-81.0,240.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
231,PT06M12.00S,2022-02-27T22:47:48.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,42,39,2022-02-27T22:47:49Z,2280000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,,,
232,PT06M01.00S,2022-02-27T22:47:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.06636005256242,52.450980392156865,1610612738,42,41,2022-02-27T22:48:02Z,2290000,12.0,22.0,1,right,J. Tatum cutting Layup (7 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,2.53,Made,,,,,7.0,M. Smart,203935.0,2.0,,,,,,,,,,
234,PT06M01.00S,2022-02-27T22:48:04.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,41,2022-02-27T22:48:04Z,2310000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M01.00S,2022-02-27T22:50:32.8Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,42,41,2022-02-27T22:50:46Z,2320000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M01.00S,2022-02-27T22:50:32.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612754,42,41,2022-02-27T22:50:46Z,2330000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M01.00S,2022-02-27T22:50:32.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612754,42,41,2022-02-27T22:50:46Z,2340000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M01.00S,2022-02-27T22:50:32.8Z,2,REGULAR,substitution,in,[],1629048,,,1610612754,42,41,2022-02-27T22:50:46Z,2350000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M01.00S,2022-02-27T22:50:32.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612754,42,41,2022-02-27T22:50:46Z,2360000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M01.00S,2022-02-27T22:50:32.8Z,2,REGULAR,substitution,in,[],1628464,,,1610612754,42,41,2022-02-27T22:50:46Z,2370000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M48.00S,2022-02-27T22:51:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.521024967148489,54.41176470588235,1610612754,44,41,2022-02-27T22:51:13Z,2380000,-22.0,9.0,1,left,M. Brogdon driving finger roll Layup (14 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,2.38,Made,,,,,14.0,,,,,,,,,,,,,
242,PT05M24.00S,2022-02-27T22:51:33.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,91.01511169513797,96.32352941176471,1610612738,44,41,2022-02-27T22:51:39Z,2390000,232.0,32.0,1,right,MISS J. Tatum pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
243,PT05M20.00S,2022-02-27T22:51:37.4Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,44,41,2022-02-27T22:51:39Z,2400000,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,242.0,4.0,4.0,0.0,,,,,,,,,,,,,,
244,PT05M08.00S,2022-02-27T22:51:49.7Z,2,REGULAR,3pt,Jump Shot,[],1629052,30.831143232588698,31.127450980392158,1610612754,47,41,2022-02-27T22:51:54Z,2410000,94.0,237.0,1,left,O. Brissett 25' 3PT  (7 PTS) (G. Bitadze 1 AST),"[1629052, 1629048]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,25.54,Made,,,,,7.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,
247,PT04M50.00S,2022-02-27T22:52:07.9Z,2,REGULAR,3pt,Jump Shot,[],1628464,67.09921156373193,51.71568627450981,1610612738,47,44,2022-02-27T22:52:14Z,2440000,9.0,257.0,1,right,D. Theis 25' 3PT bank (5 PTS) (J. Brown 4 AST),"[1628464, 1627759]",1610612738.0,BOS,bank,,,Theis,D. Theis,,,,,25.69,Made,,,,,5.0,J. Brown,1627759.0,4.0,,,,,,,,,,
249,PT04M32.00S,2022-02-27T22:52:25.9Z,2,REGULAR,3pt,Jump Shot,[],1629052,28.203022339027594,82.1078431372549,1610612754,50,44,2022-02-27T22:52:30Z,2460000,-161.0,213.0,1,left,O. Brissett 26' 3PT  (10 PTS) (M. Brogdon 3 AST),"[1629052, 1627763]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,26.64,Made,,,,,10.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,
251,PT04M11.00S,2022-02-27T22:52:46.0Z,2,REGULAR,2pt,Jump Shot,[],203935,78.79434954007884,38.23529411764706,1610612738,50,46,2022-02-27T22:52:51Z,2480000,-59.0,147.0,1,right,M. Smart 15' driving floating Jump Shot (5 PTS) (J. Brown 5 AST),"[203935, 1627759]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,15.81,Made,,,,,5.0,J. Brown,1627759.0,5.0,,,,,,,,,,
253,PT04M00.00S,2022-02-27T22:52:58.4Z,2,REGULAR,3pt,Jump Shot,[],1629052,31.61957950065703,49.26470588235294,1610612754,53,46,2022-02-27T22:53:03Z,2500000,4.0,245.0,1,left,O. Brissett 24' 3PT  (13 PTS) (B. Hield 2 AST),"[1629052, 1627741]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,24.47,Made,,,,,13.0,B. Hield,1627741.0,2.0,,,,,,,,,,
255,PT03M35.00S,2022-02-27T22:53:23.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,94.03745072273325,96.07843137254902,1610612738,53,46,2022-02-27T22:53:27Z,2520000,230.0,4.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
256,PT03M32.00S,2022-02-27T22:53:26.4Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,53,46,2022-02-27T22:53:27Z,2530000,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,,
257,PT03M13.00S,2022-02-27T22:53:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630537,27.020367936925098,18.137254901960784,1610612754,56,46,2022-02-27T22:53:49Z,2540000,159.0,201.0,1,left,C. Duarte 25' 3PT pullup (9 PTS) (B. Hield 3 AST),"[1630537, 1627741]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,25.69,Made,,,,,9.0,B. Hield,1627741.0,3.0,,,,,,,,,,
259,PT03M13.00S,2022-02-27T22:53:51.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,56,46,2022-02-27T22:53:51Z,2560000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M13.00S,2022-02-27T22:56:21.0Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,56,46,2022-02-27T22:56:44Z,2570000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M13.00S,2022-02-27T22:56:21.0Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,56,46,2022-02-27T22:56:44Z,2580000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M13.00S,2022-02-27T22:56:21.0Z,2,REGULAR,substitution,in,[],1630169,,,1610612738,56,46,2022-02-27T22:56:44Z,2590000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M13.00S,2022-02-27T22:56:21.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,56,46,2022-02-27T22:56:44Z,2600000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M01.00S,2022-02-27T22:57:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627759,94.82588699080158,51.225490196078425,1610612738,56,48,2022-02-27T23:00:19Z,2625000,6.0,-4.0,1,right,J. Brown driving Layup (8 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,0.72,Made,,,,,8.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
282,PT03M01.00S,2022-02-27T22:57:18.0Z,2,REGULAR,violation,defensive goaltending,[],1629052,,,1610612738,56,48,2022-02-27T22:59:09Z,2627500,,,0,,O. Brissett defensive goaltending VIOLATION,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M49.00S,2022-02-27T22:57:21.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,22.946780551905388,88.48039215686273,1610612754,59,48,2022-02-27T22:58:54Z,2630000,-192.0,163.0,1,left,B. Hield 25' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,25.23,Made,,,,,5.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,
268,PT02M31.00S,2022-02-27T22:57:39.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.72339027595268,47.794117647058826,1610612738,59,50,2022-02-27T22:57:45Z,2650000,-11.0,16.0,1,right,R. Williams III alley-oop DUNK (8 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.93,Made,,,,,8.0,M. Smart,203935.0,3.0,,,,,,,,,,
