actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
273,PT04M15.00S,2021-11-25T00:59:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,92.19776609724047,45.34313725490196,1610612754,53,47,2021-11-25T00:59:25Z,2720000,-23.0,21.0,1,right,C. LeVert driving Layup (8 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,,,,,3.12,Made,,,,,,,,,8.0,,,,,,
274,PT04M13.00S,2021-11-25T00:59:30.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,53,47,2021-11-25T00:59:38Z,2730000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,
275,PT03M58.00S,2021-11-25T00:59:50.5Z,2,REGULAR,2pt,Jump Shot,[],2546,12.171484888304862,75.24509803921569,1610612747,53,47,2021-11-25T00:59:54Z,2740000,-126.0,62.0,1,left,MISS C. Anthony 14' Jump Shot,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,14.06,Missed,,,,,,,,,,,,,,,
276,PT03M55.00S,2021-11-25T00:59:53.5Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,53,47,2021-11-25T00:59:54Z,2750000,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,275.0,3.0,3.0,0.0,,,,,,,,,,,
277,PT03M43.00S,2021-11-25T01:00:05.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,87.46714848883047,56.61764705882353,1610612754,53,47,2021-11-25T01:00:09Z,2760000,33.0,65.0,1,right,MISS C. LeVert 7' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,,,,,7.32,Missed,,,,,,,,,,,,,,,
278,PT03M39.00S,2021-11-25T01:00:09.0Z,2,REGULAR,rebound,defensive,[],202340,,,1610612747,53,47,2021-11-25T01:00:09Z,2770000,,,0,,A. Bradley REBOUND (Off:1 Def:2),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,277.0,3.0,2.0,1.0,,,,,,,,,,,
279,PT03M33.00S,2021-11-25T01:00:14.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],201566,23.603810775295663,36.76470588235294,1610612747,53,49,2021-11-25T01:00:20Z,2780000,66.0,169.0,1,left,R. Westbrook 18' pullup Jump Shot (9 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,,18.19,Made,,,,,,,,,9.0,,,,,,
280,PT03M15.00S,2021-11-25T01:00:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629103,92.72339027595268,49.50980392156863,1610612754,55,49,2021-11-25T01:00:36Z,2790000,-2.0,16.0,1,right,K. Martin cutting Layup (2 PTS) (T. McConnell 3 AST),"[1629103, 204456]",1610612754.0,IND,cutting,,,Martin,K. Martin,,,,,,,,,1.61,Made,,,,,,,,,2.0,T. McConnell,204456.0,3.0,,,
282,PT03M05.00S,2021-11-25T01:00:45.4Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612747,55,49,2021-11-25T01:00:55Z,2810000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Westbrook 2 FT),"[204456, 201566]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,1627526.0,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,,,
284,PT03M05.00S,2021-11-25T01:01:14.9Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,55,49,2021-11-25T01:01:14Z,2830000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Missed,,,,,,,,,,,,,,,
285,PT03M05.00S,2021-11-25T01:01:14.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,55,49,2021-11-25T01:01:14Z,2840000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,
286,PT03M05.00S,2021-11-25T01:01:15.6Z,2,REGULAR,substitution,out,[],1630537,,,1610612747,55,49,2021-11-25T01:01:21Z,2850000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M05.00S,2021-11-25T01:01:15.6Z,2,REGULAR,substitution,out,[],201961,,,1610612747,55,49,2021-11-25T01:01:21Z,2860000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M05.00S,2021-11-25T01:01:15.6Z,2,REGULAR,substitution,out,[],201599,,,1610612747,55,49,2021-11-25T01:01:21Z,2870000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M05.00S,2021-11-25T01:01:15.6Z,2,REGULAR,substitution,in,[],1627763,,,1610612747,55,49,2021-11-25T01:01:21Z,2880000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M05.00S,2021-11-25T01:01:15.6Z,2,REGULAR,substitution,in,[],2544,,,1610612747,55,49,2021-11-25T01:01:21Z,2890000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M05.00S,2021-11-25T01:01:15.6Z,2,REGULAR,substitution,in,[],1628370,,,1610612747,55,49,2021-11-25T01:01:21Z,2900000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M05.00S,2021-11-25T01:01:36.5Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,55,50,2021-11-25T01:01:36Z,2910000,,,0,,R. Westbrook Free Throw 2 of 2 (10 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,,,,,,,,,10.0,,,,,,
293,PT02M46.00S,2021-11-25T01:01:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,83.78777923784494,47.30392156862745,1610612754,55,50,2021-11-25T01:02:01Z,2920000,-13.0,100.0,1,right,MISS C. LeVert 10' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,,,,,10.08,Missed,,,,,,,,,,,,,,,
294,PT02M44.00S,2021-11-25T01:01:58.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,55,50,2021-11-25T01:02:01Z,2930000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,
295,PT02M44.00S,2021-11-25T01:02:01.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,55,50,2021-11-25T01:02:01Z,2940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M37.00S,2021-11-25T01:02:12.9Z,2,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612747,55,50,2021-11-25T01:02:17Z,2950000,,,0,,M. Monk bad pass out-of-bounds TURNOVER (1 TO),[1628370],1610612747.0,LAL,bad pass,,,Monk,M. Monk,,,,,1.0,,,1179.0,,,,,,,,,,,,,,,,,
297,PT02M37.00S,2021-11-25T01:02:15.8Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,55,50,2021-11-25T01:02:23Z,2960000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M37.00S,2021-11-25T01:02:15.8Z,2,REGULAR,substitution,in,[],1627734,,,1610612754,55,50,2021-11-25T01:02:23Z,2970000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M18.00S,2021-11-25T01:02:50.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627734,87.72996057818659,50.49019607843137,1610612754,55,50,2021-11-25T01:07:03Z,2980000,2.0,63.0,1,right,MISS D. Sabonis 6' turnaround Shot,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,,,,,6.28,Missed,,,,,,,,,,,,,,,
300,PT02M17.00S,2021-11-25T01:02:51.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,55,50,2021-11-25T01:02:55Z,2990000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,
301,PT02M17.00S,2021-11-25T01:02:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612747,55,50,2021-11-25T01:03:01Z,3000000,,,0,,D. Sabonis loose ball personal FOUL (3 PF) (Westbrook 2 FT),"[1627734, 201566]",1610612754.0,IND,loose ball,,,Sabonis,D. Sabonis,,,,,,,,202026.0,,,,,,,3.0,0.0,Westbrook,201566.0,,,,,,,
303,PT02M17.00S,2021-11-25T01:03:22.7Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612747,55,50,2021-11-25T01:03:22Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M17.00S,2021-11-25T01:04:38.5Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,55,51,2021-11-25T01:04:38Z,3030000,,,0,,R. Westbrook Free Throw 1 of 2 (11 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,,,,,,,,,11.0,,,,,,
305,PT02M17.00S,2021-11-25T01:04:39.2Z,2,REGULAR,substitution,out,[],1627734,,,1610612747,55,51,2021-11-25T01:04:41Z,3040000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M17.00S,2021-11-25T01:04:39.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612747,55,51,2021-11-25T01:04:41Z,3050000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M17.00S,2021-11-25T01:05:24.0Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,55,52,2021-11-25T01:05:24Z,3060000,,,0,,R. Westbrook Free Throw 2 of 2 (12 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,,,,,,,,,12.0,,,,,,
308,PT02M07.00S,2021-11-25T01:05:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.85479632063075,45.83333333333333,1610612754,57,52,2021-11-25T01:05:40Z,3070000,-21.0,15.0,1,right,T. McConnell driving reverse Layup (8 PTS),[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,,,,,2.55,Made,,,,,,,,,8.0,,,,,,
309,PT01M58.00S,2021-11-25T01:05:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.863994743758213,49.50980392156863,1610612747,57,54,2021-11-25T01:05:53Z,3080000,2.0,3.0,1,left,L. James cutting finger roll Layup (14 PTS) (M. Monk 1 AST),"[2544, 1628370]",1610612747.0,LAL,cutting finger roll,,,James,L. James,,,,,,,,,0.36,Made,,,,,,,,,14.0,M. Monk,1628370.0,1.0,,,
311,PT01M48.00S,2021-11-25T01:05:55.8Z,2,REGULAR,turnover,discontinued dribble,[],1629103,,,1610612754,57,54,2021-11-25T01:06:03Z,3100000,,,0,,K. Martin discontinued dribble TURNOVER (1 TO),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,1.0,,,202026.0,,,,,,,,,,,,,,,,,
312,PT01M39.00S,2021-11-25T01:06:19.4Z,2,REGULAR,foul,offensive,[],2544,,,1610612747,57,54,2021-11-25T01:06:25Z,3110000,,,0,,L. James offensive FOUL (1 PF),"[2544, 1626167]",1610612747.0,LAL,,,,James,L. James,,,,,,,,202026.0,,,,,,,1.0,0.0,Turner,1626167.0,,,,,,,
314,PT01M39.00S,2021-11-25T01:06:19.4Z,2,REGULAR,turnover,offensive foul,[],2544,,,1610612747,57,54,2021-11-25T01:06:19Z,3130000,,,0,,L. James offensive foul TURNOVER (2 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,2.0,,,202026.0,,,,,,,,,,,,,,,,,
315,PT01M39.00S,2021-11-25T01:06:27.5Z,2,REGULAR,substitution,out,[],1629103,,,1610612754,57,54,2021-11-25T01:06:32Z,3140000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M39.00S,2021-11-25T01:06:27.5Z,2,REGULAR,substitution,in,[],203200,,,1610612754,57,54,2021-11-25T01:06:32Z,3150000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M39.00S,2021-11-25T01:06:39.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,57,54,2021-11-25T01:06:39Z,3160000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M39.00S,2021-11-25T01:06:43.2Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612754,57,54,2021-11-25T01:07:58Z,3170000,,,0,,,[],1610612747.0,LAL,stands,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,
319,PT01M27.00S,2021-11-25T01:08:46.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,66.96780551905388,59.31372549019608,1610612754,57,54,2021-11-25T01:08:51Z,3180000,47.0,258.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,26.22,Missed,,,,,,,,,,,,,,,
320,PT01M24.00S,2021-11-25T01:08:49.8Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,57,54,2021-11-25T01:08:51Z,3190000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,319.0,2.0,2.0,0.0,,,,,,,,,,,
321,PT01M16.00S,2021-11-25T01:09:02.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612747,57,54,2021-11-25T01:09:10Z,3200000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Anthony 2 FT),"[203200, 2546]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,202026.0,,,,,,,2.0,0.0,Anthony,2546.0,,,,,,,
323,PT01M16.00S,2021-11-25T01:09:25.6Z,2,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,57,55,2021-11-25T01:09:25Z,3220000,,,0,,C. Anthony Free Throw 1 of 2 (10 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,Made,,,,,,,,,10.0,,,,,,
324,PT01M16.00S,2021-11-25T01:09:43.7Z,2,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,57,56,2021-11-25T01:09:43Z,3230000,,,0,,C. Anthony Free Throw 2 of 2 (11 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,Made,,,,,,,,,11.0,,,,,,
325,PT00M56.90S,2021-11-25T01:10:05.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,66.44218134034165,27.941176470588236,1610612754,60,56,2021-11-25T01:10:09Z,3240000,-110.0,263.0,1,right,M. Brogdon 28' 3PT  (11 PTS) (T. McConnell 4 AST),"[1627763, 204456]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,28.51,Made,,,,,,,,,11.0,T. McConnell,204456.0,4.0,,,
327,PT00M51.70S,2021-11-25T01:10:15.5Z,2,REGULAR,2pt,Jump Shot,[],2544,21.23850197109067,63.970588235294116,1610612747,60,58,2021-11-25T01:10:43Z,3260000,-70.0,147.0,1,left,L. James 16' driving floating Jump Shot (16 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,,,,,16.29,Made,,,,,,,,,16.0,,,,,,
328,PT00M51.70S,2021-11-25T01:10:19.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627763,,,1610612747,60,58,2021-11-25T01:10:29Z,3270000,,,0,,M. Brogdon shooting personal FOUL (1 PF) (James 1 FT),"[1627763, 2544]",1610612754.0,IND,shooting,,,Brogdon,M. Brogdon,,,,,,,,1179.0,,,,,,,1.0,0.0,James,2544.0,,,,,,,
330,PT00M51.70S,2021-11-25T01:10:47.3Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,60,59,2021-11-25T01:10:47Z,3290000,,,0,,L. James Free Throw 1 of 1 (17 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,,,,,,,,,17.0,,,,,,
331,PT00M35.10S,2021-11-25T01:11:08.2Z,2,REGULAR,3pt,Jump Shot,[],1627763,68.9388961892247,73.0392156862745,1610612754,63,59,2021-11-25T01:14:28Z,3300000,115.0,239.0,1,right,M. Brogdon 26' 3PT step back (14 PTS),[1627763],1610612754.0,IND,step back,,,Brogdon,M. Brogdon,,,,,,,,,26.58,Made,,,,,,,,,14.0,,,,,,
332,PT00M24.50S,2021-11-25T01:11:22.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612747,63,59,2021-11-25T01:11:38Z,3310000,,,0,,M. Turner shooting personal FOUL (2 PF) (Anthony 2 FT),"[1626167, 2546]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,1627526.0,,,,,,,2.0,0.0,Anthony,2546.0,,,,,,,
334,PT00M24.50S,2021-11-25T01:11:59.6Z,2,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,63,60,2021-11-25T01:12:22Z,3330000,,,0,,C. Anthony Free Throw 1 of 2 (12 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,Made,,,,,,,,,12.0,,,,,,
335,PT00M24.50S,2021-11-25T01:12:00.6Z,2,REGULAR,substitution,out,[],1628370,,,1610612747,63,60,2021-11-25T01:12:04Z,3340000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M24.50S,2021-11-25T01:12:00.6Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,63,60,2021-11-25T01:12:04Z,3350000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M24.50S,2021-11-25T01:11:59.6Z,2,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,63,60,2021-11-25T01:12:22Z,3360000,,,0,,MISS C. Anthony Free Throw 2 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,Missed,,,,,,,,,,,,,,,
338,PT00M23.20S,2021-11-25T01:12:00.9Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,63,60,2021-11-25T01:12:22Z,3370000,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,337.0,4.0,3.0,1.0,,,,,,,,,,,
339,PT00M05.70S,2021-11-25T01:12:39.4Z,2,REGULAR,3pt,Jump Shot,[],203200,91.80354796320631,97.05882352941177,1610612754,66,60,2021-11-25T01:12:43Z,3380000,235.0,25.0,1,right,J. Holiday 3PT  (3 PTS) (C. LeVert 3 AST),"[203200, 1627747]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,23.66,Made,,,,,,,,,3.0,C. LeVert,1627747.0,3.0,,,
341,PT00M00.00S,2021-11-25T01:12:50.3Z,2,REGULAR,2pt,Jump Shot,[],1629659,13.87976346911958,12.990196078431374,1610612747,66,60,2021-11-25T01:12:55Z,3400000,185.0,78.0,1,left,MISS T. Horton-Tucker 20' fadeaway Shot,[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,20.08,Missed,,,,,,,,,,,,,,,
342,PT00M00.00S,2021-11-25T01:12:52.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,66,60,2021-11-25T01:12:52Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,
343,PT00M00.00S,2021-11-25T01:12:53.3Z,2,REGULAR,period,end,[],0,,,1610612747,66,60,2021-11-25T01:12:53Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-11-25T01:27:31.8Z,3,REGULAR,substitution,out,['startperiod'],204456,,,1610612747,66,60,2021-11-25T01:27:49Z,3430000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-25T01:27:31.8Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612747,66,60,2021-11-25T01:27:49Z,3440000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-11-25T01:27:31.8Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612747,66,60,2021-11-25T01:27:49Z,3450000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-25T01:27:31.8Z,3,REGULAR,substitution,in,['startperiod'],201599,,,1610612747,66,60,2021-11-25T01:27:49Z,3460000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-25T01:28:07.4Z,3,REGULAR,period,start,[],0,,,1610612754,66,60,2021-11-25T01:28:07Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M52.00S,2021-11-25T01:28:14.6Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612754,66,60,2021-11-25T01:28:17Z,3480000,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 2544]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,1.0,James,2544.0,,,,,,,,,,,,,,,,,,
350,PT11M52.00S,2021-11-25T01:28:14.6Z,3,REGULAR,steal,,[],2544,,,1610612747,66,60,2021-11-25T01:28:16Z,3490000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M47.00S,2021-11-25T01:28:19.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,93.77463863337714,46.568627450980394,1610612747,66,62,2021-11-25T01:28:26Z,3500000,-17.0,6.0,1,right,L. James running Layup (19 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,,,,,1.82,Made,,,,,,,,,19.0,,,,,,
352,PT11M30.00S,2021-11-25T01:28:36.9Z,3,REGULAR,turnover,lost ball,[],1627734,,,1610612754,66,62,2021-11-25T01:28:40Z,3510000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1629659]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,,,
353,PT11M30.00S,2021-11-25T01:28:36.9Z,3,REGULAR,steal,,[],1629659,,,1610612747,66,62,2021-11-25T01:35:10Z,3520000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M12.00S,2021-11-25T01:28:54.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201566,85.89027595269383,23.03921568627451,1610612747,66,62,2021-11-25T01:29:02Z,3530000,-135.0,80.0,1,right,MISS R. Westbrook 15' fadeaway bank Shot,[201566],1610612747.0,LAL,fadeaway bank,,,Westbrook,R. Westbrook,,,,,,,,,15.68,Missed,,,,,,,,,,,,,,,
355,PT11M08.00S,2021-11-25T01:28:58.9Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612754,66,62,2021-11-25T01:29:02Z,3540000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,354.0,1.0,1.0,0.0,,,,,,,,,,,
356,PT11M02.00S,2021-11-25T01:29:03.6Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612754,66,62,2021-11-25T01:29:07Z,3550000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1629659]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,1.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,,,
357,PT11M02.00S,2021-11-25T01:29:03.6Z,3,REGULAR,steal,,[],1629659,,,1610612747,66,62,2021-11-25T01:39:22Z,3560000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT10M51.00S,2021-11-25T01:29:18.8Z,3,REGULAR,foul,personal,[],1627747,,,1610612747,66,62,2021-11-25T01:29:26Z,3570000,,,0,,C. LeVert take personal FOUL (2 PF),"[1627747, 1629659]",1610612754.0,IND,take,,,LeVert,C. LeVert,,,,,,,,1627526.0,,,,,,,2.0,0.0,Horton-Tucker,1629659.0,,,,,,,
360,PT10M45.00S,2021-11-25T01:29:50.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],2544,65.1281208935611,55.88235294117647,1610612747,66,62,2021-11-25T01:29:55Z,3590000,29.0,275.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,27.69,Missed,,,,,,,,,,,,,,,
361,PT10M42.00S,2021-11-25T01:29:53.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,66,62,2021-11-25T01:29:55Z,3600000,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,360.0,5.0,3.0,2.0,,,,,,,,,,,
