actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
185,PT09M27.00S,2022-02-05T00:39:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,9.937582128777924,41.66666666666667,1610612754,38,44,2022-02-05T00:39:28Z,1850000,42.0,41.0,1,left,MISS J. Lamb driving floating bank Shot,[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,5.84,Missed,,,,,,,,,,,,,,,,,,
186,PT09M25.00S,2022-02-05T00:39:26.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,38,44,2022-02-05T00:39:28Z,1860000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,,
187,PT09M19.00S,2022-02-05T00:39:32.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,92.32917214191852,46.568627450980394,1610612741,38,46,2022-02-05T00:39:45Z,1870000,-17.0,20.0,1,right,D. DeRozan running finger roll Layup (12 PTS),[201942],1610612741.0,CHI,running finger roll,,,DeRozan,D. DeRozan,,,,,2.61,Made,12.0,,,,,,,,,,,,,,,,,
188,PT09M06.00S,2022-02-05T00:39:45.0Z,2,REGULAR,3pt,Jump Shot,[],203087,31.225361366622867,31.61764705882353,1610612754,38,46,2022-02-05T00:39:50Z,1880000,92.0,241.0,1,left,MISS J. Lamb 25' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
189,PT09M03.00S,2022-02-05T00:39:48.0Z,2,REGULAR,rebound,defensive,[],1629744,,,1610612741,38,46,2022-02-05T00:39:50Z,1890000,,,0,,M. Thomas REBOUND (Off:0 Def:2),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,
190,PT08M56.00S,2022-02-05T00:39:56.2Z,2,REGULAR,2pt,Jump Shot,[],201942,76.5604467805519,27.941176470588236,1610612741,38,46,2022-02-05T00:44:37Z,1900000,-110.0,168.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,20.08,Missed,,,,,,,,,,,,,,,,,,
192,PT08M52.00S,2022-02-05T00:40:00.2Z,2,REGULAR,rebound,defensive,[],202362,,,1610612754,38,46,2022-02-05T00:40:03Z,1920000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,
193,PT08M37.00S,2022-02-05T00:40:15.1Z,2,REGULAR,2pt,Jump Shot,[],203087,16.90210249671485,31.127450980392158,1610612754,38,46,2022-02-05T00:40:36Z,1930000,94.0,106.0,1,left,MISS J. Lamb 14' floating Shot,[203087],1610612754.0,IND,floating,,,Lamb,J. Lamb,,,,,14.22,Missed,,,,,,,,,,,,,,,,,,
194,PT08M35.00S,2022-02-05T00:40:17.1Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,38,46,2022-02-05T00:40:22Z,1940000,,,0,,T. Bradley REBOUND (Off:2 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,193.0,3.0,1.0,2.0,,,,,,,,,,,,,
195,PT08M35.00S,2022-02-05T00:40:21.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,38,46,2022-02-05T00:40:21Z,1950000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,out,[],1629617,,,1610612741,38,46,2022-02-05T00:43:30Z,1960000,,,0,,SUB out: R. Perry,[1629617],1610612754.0,IND,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,out,[],1630613,,,1610612741,38,46,2022-02-05T00:43:30Z,1970000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,out,[],202362,,,1610612741,38,46,2022-02-05T00:43:30Z,1980000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,out,[],1628470,,,1610612741,38,46,2022-02-05T00:43:30Z,1990000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,out,[],201942,,,1610612741,38,46,2022-02-05T00:43:30Z,2000000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,38,46,2022-02-05T00:43:30Z,2010000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,in,[],1627747,,,1610612741,38,46,2022-02-05T00:43:30Z,2020000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,in,[],1629052,,,1610612741,38,46,2022-02-05T00:43:30Z,2030000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,in,[],1630678,,,1610612741,38,46,2022-02-05T00:43:30Z,2040000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,in,[],1630537,,,1610612741,38,46,2022-02-05T00:43:30Z,2050000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,38,46,2022-02-05T00:43:30Z,2060000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M35.00S,2022-02-05T00:42:51.6Z,2,REGULAR,substitution,in,[],202696,,,1610612741,38,46,2022-02-05T00:43:30Z,2070000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M21.00S,2022-02-05T00:43:43.3Z,2,REGULAR,3pt,Jump Shot,[],1629744,67.09921156373193,56.372549019607845,1610612741,38,49,2022-02-05T00:43:48Z,2080000,32.0,257.0,1,right,M. Thomas 25' 3PT pullup (8 PTS) (N. Vucevic 1 AST),"[1629744, 202696]",1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,25.88,Made,8.0,,,,,N. Vucevic,202696.0,1.0,,,,,,,,,,
210,PT07M53.00S,2022-02-05T00:44:10.6Z,2,REGULAR,2pt,Jump Shot,[],1630537,12.828515111695138,79.65686274509804,1610612754,40,49,2022-02-05T00:44:16Z,2100000,-148.0,68.0,1,left,C. Duarte 16' step back Jump Shot (5 PTS),[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,16.32,Made,5.0,,,,,,,,,,,,,,,,,
211,PT07M31.00S,2022-02-05T00:44:36.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,40,49,2022-02-05T00:44:36Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M31.00S,2022-02-05T00:44:42.4Z,2,REGULAR,substitution,out,[],203087,,,1610612741,40,49,2022-02-05T00:44:47Z,2120000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M31.00S,2022-02-05T00:44:42.4Z,2,REGULAR,substitution,in,[],203200,,,1610612741,40,49,2022-02-05T00:44:47Z,2130000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M25.00S,2022-02-05T00:45:01.6Z,2,REGULAR,turnover,lost ball,[],1630245,,,1610612741,40,49,2022-02-05T00:45:07Z,2140000,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 203200]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,1.0,Holiday,203200.0,,
215,PT07M25.00S,2022-02-05T00:45:01.6Z,2,REGULAR,steal,,[],203200,,,1610612754,40,49,2022-02-05T00:45:17Z,2150000,,,0,,J. Holiday STEAL (2 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M06.00S,2022-02-05T00:45:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,6.389618922470433,54.65686274509803,1610612754,40,49,2022-02-05T00:45:24Z,2160000,-23.0,8.0,1,left,MISS C. Duarte driving finger roll Layup,[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
217,PT07M04.00S,2022-02-05T00:45:21.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,49,2022-02-05T00:45:24Z,2170000,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,216.0,7.0,5.0,2.0,,,,,,,,,,,,,
218,PT06M56.00S,2022-02-05T00:45:29.1Z,2,REGULAR,3pt,Jump Shot,[],1629744,92.32917214191852,96.81372549019608,1610612741,40,49,2022-02-05T00:45:34Z,2180000,234.0,20.0,1,right,MISS M. Thomas 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,
219,PT06M54.00S,2022-02-05T00:45:31.1Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,40,49,2022-02-05T00:45:34Z,2190000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT06M41.00S,2022-02-05T00:45:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,9.543363994743759,51.225490196078425,1610612754,42,49,2022-02-05T00:45:48Z,2200000,-6.0,37.0,1,left,T. Taylor Layup (7 PTS) (C. LeVert 4 AST),"[1630678, 1627747]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,3.77,Made,7.0,,,,,C. LeVert,1627747.0,4.0,,,,,,,,,,
222,PT06M27.00S,2022-02-05T00:45:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.85479632063075,53.431372549019606,1610612741,42,51,2022-02-05T00:46:03Z,2220000,17.0,15.0,1,right,A. Dosunmu driving finger roll Layup (4 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,2.26,Made,4.0,,,,,,,,,,,,,,,,,
223,PT06M20.00S,2022-02-05T00:46:06.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629052,7.835085413929041,56.86274509803921,1610612754,42,51,2022-02-05T00:46:21Z,2230000,-34.0,21.0,1,left,MISS O. Brissett driving floating bank Shot,[1629052],1610612754.0,IND,driving floating bank,,,Brissett,O. Brissett,,,,,4.03,Missed,,,,,,,,,,,,,,,,,,
224,PT06M17.00S,2022-02-05T00:46:09.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,42,51,2022-02-05T00:46:21Z,2240000,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,223.0,8.0,6.0,2.0,,,,,,,,,,,,,
225,PT06M10.00S,2022-02-05T00:46:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,89.17542706964521,42.8921568627451,1610612741,42,53,2022-02-05T00:46:26Z,2250000,-36.0,49.0,1,right,T. Brown Jr. 6' turnaround Jump Shot (5 PTS) (A. Dosunmu 7 AST),"[1628972, 1630245]",1610612741.0,CHI,turnaround,,,Brown Jr.,T. Brown Jr.,,,,,6.08,Made,5.0,,,,,A. Dosunmu,1630245.0,7.0,,,,,,,,,,
227,PT06M08.00S,2022-02-05T00:46:21.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,53,2022-02-05T00:46:21Z,2270000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M08.00S,2022-02-05T00:48:40.8Z,2,REGULAR,substitution,out,[],1630792,,,1610612754,42,53,2022-02-05T00:49:06Z,2280000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M08.00S,2022-02-05T00:48:40.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612754,42,53,2022-02-05T00:49:06Z,2290000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M47.00S,2022-02-05T00:49:36.7Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612754,42,53,2022-02-05T00:49:44Z,2300000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Brissett 2 FT),"[202696, 1629052]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,101284.0,1.0,0.0,Brissett,1629052.0,,,,,
232,PT05M47.00S,2022-02-05T00:50:03.0Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,43,53,2022-02-05T00:50:03Z,2320000,,,0,,O. Brissett Free Throw 1 of 2 (1 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
233,PT05M47.00S,2022-02-05T00:50:09.6Z,2,REGULAR,substitution,out,[],1628972,,,1610612754,43,53,2022-02-05T00:50:15Z,2330000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M47.00S,2022-02-05T00:50:09.6Z,2,REGULAR,substitution,in,[],201942,,,1610612754,43,53,2022-02-05T00:50:15Z,2340000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M47.00S,2022-02-05T00:50:19.1Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,43,53,2022-02-05T00:50:24Z,2350000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M47.00S,2022-02-05T00:50:19.1Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,43,53,2022-02-05T00:50:24Z,2360000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M47.00S,2022-02-05T00:50:37.9Z,2,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,44,53,2022-02-05T00:50:37Z,2370000,,,0,,O. Brissett Free Throw 2 of 2 (2 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
238,PT05M34.00S,2022-02-05T00:50:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.77463863337714,46.568627450980394,1610612741,44,53,2022-02-05T00:51:12Z,2380000,-17.0,6.0,1,right,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,
239,PT05M33.00S,2022-02-05T00:50:54.2Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,44,53,2022-02-05T00:51:12Z,2390000,,,0,,N. Vucevic REBOUND (Off:3 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,238.0,9.0,6.0,3.0,,,,,,,,,,,,,
240,PT05M33.00S,2022-02-05T00:51:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1630678,,,1610612741,44,53,2022-02-05T00:51:23Z,2400000,,,0,,T. Taylor shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1630678, 202696]",1610612754.0,IND,shooting,,,Taylor,T. Taylor,,,,,,,,,,,,,,,101284.0,1.0,0.0,Vucevic,202696.0,,,,,
242,PT05M33.00S,2022-02-05T00:51:25.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202696,,,1610612741,44,53,2022-02-05T00:51:25Z,2420000,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,
243,PT05M33.00S,2022-02-05T00:51:25.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,44,53,2022-02-05T00:51:25Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,
244,PT05M33.00S,2022-02-05T00:51:25.5Z,2,REGULAR,substitution,out,[],1629052,,,1610612741,44,53,2022-02-05T00:51:28Z,2440000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M33.00S,2022-02-05T00:51:25.5Z,2,REGULAR,substitution,in,[],1630537,,,1610612741,44,53,2022-02-05T00:51:28Z,2450000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M33.00S,2022-02-05T00:51:40.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202696,,,1610612741,44,54,2022-02-05T00:51:40Z,2460000,,,0,,N. Vucevic Free Throw 2 of 2 (14 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
247,PT05M24.00S,2022-02-05T00:51:52.1Z,2,REGULAR,2pt,Jump Shot,[],1627747,11.514454664914586,25.49019607843137,1610612754,46,54,2022-02-05T00:52:00Z,2470000,123.0,56.0,1,left,C. LeVert 13' fadeaway Jump Shot (24 PTS),[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,13.46,Made,24.0,,,,,,,,,,,,,,,,,
248,PT05M03.00S,2022-02-05T00:52:11.8Z,2,REGULAR,3pt,Jump Shot,[],1629744,85.49605781865965,95.58823529411765,1610612741,46,54,2022-02-05T00:52:17Z,2480000,228.0,84.0,1,right,MISS M. Thomas 24' 3PT - blocked,"[1629744, 203200]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,24.28,Missed,,,,,,,,,,,,,,,,,Holiday,203200.0
249,PT05M03.00S,2022-02-05T00:52:11.8Z,2,REGULAR,block,,[],203200,,,1610612741,46,54,2022-02-05T00:52:14Z,2490000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M00.00S,2022-02-05T00:52:14.8Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,46,54,2022-02-05T00:52:17Z,2500000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,248.0,2.0,2.0,0.0,,,,,,,,,,,,,
251,PT04M55.00S,2022-02-05T00:52:19.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627747,12.171484888304862,57.35294117647059,1610612754,48,54,2022-02-05T00:52:26Z,2510000,-37.0,62.0,1,left,C. LeVert 7' running pullup Jump Shot (26 PTS),[1627747],1610612754.0,IND,running pullup,,,LeVert,C. LeVert,,,,,7.2,Made,26.0,,,,,,,,,,,,,,,,,
252,PT04M40.00S,2022-02-05T00:52:35.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,87.46714848883047,37.745098039215684,1610612741,48,56,2022-02-05T00:52:44Z,2520000,-61.0,65.0,1,right,N. Vucevic 8' floating Jump Shot (16 PTS) (D. DeRozan 4 AST),"[202696, 201942]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,8.96,Made,16.0,,,,,D. DeRozan,201942.0,4.0,,,,,,,,,,
254,PT04M23.00S,2022-02-05T00:52:52.1Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612754,48,56,2022-02-05T00:52:56Z,2540000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1629750]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,1.0,Green,1629750.0,,
255,PT04M23.00S,2022-02-05T00:52:52.1Z,2,REGULAR,steal,,[],1629750,,,1610612741,48,56,2022-02-05T00:52:53Z,2550000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M05.00S,2022-02-05T00:53:12.0Z,2,REGULAR,foul,personal,[],1627747,,,1610612741,48,56,2022-02-05T00:53:21Z,2560000,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 202696]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,204059.0,1.0,0.0,Vucevic,202696.0,,,,,
258,PT04M05.00S,2022-02-05T00:53:20.7Z,2,REGULAR,substitution,out,[],1630537,,,1610612741,48,56,2022-02-05T00:53:29Z,2580000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M05.00S,2022-02-05T00:53:20.7Z,2,REGULAR,substitution,in,[],1630613,,,1610612741,48,56,2022-02-05T00:53:29Z,2590000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M54.00S,2022-02-05T00:53:51.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,72.35545335085413,35.049019607843135,1610612741,48,56,2022-02-05T00:53:55Z,2600000,-75.0,207.0,1,right,MISS D. DeRozan 22' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,22.05,Missed,,,,,,,,,,,,,,,,,,
261,PT03M50.00S,2022-02-05T00:53:55.1Z,2,REGULAR,rebound,defensive,[],1630613,,,1610612754,48,56,2022-02-05T00:53:55Z,2610000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,260.0,2.0,2.0,0.0,,,,,,,,,,,,,
262,PT03M44.00S,2022-02-05T00:54:01.2Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612754,48,56,2022-02-05T00:54:04Z,2620000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1630245]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,
263,PT03M44.00S,2022-02-05T00:54:01.2Z,2,REGULAR,steal,,[],1630245,,,1610612741,48,56,2022-02-05T00:54:02Z,2630000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M39.00S,2022-02-05T00:54:05.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,93.9060446780552,50.0,1610612741,48,58,2022-02-05T00:54:10Z,2640000,0.0,5.0,1,right,J. Green running DUNK (10 PTS) (A. Dosunmu 8 AST),"[1629750, 1630245]",1610612741.0,CHI,running,,,Green,J. Green,,,,,0.48,Made,10.0,,,,,A. Dosunmu,1630245.0,8.0,,,,,,,,,,
266,PT03M22.00S,2022-02-05T00:54:21.9Z,2,REGULAR,2pt,Jump Shot,[],203200,15.325229960578188,83.57843137254902,1610612754,48,58,2022-02-05T00:54:26Z,2660000,-168.0,92.0,1,left,MISS J. Holiday 19' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,
267,PT03M20.00S,2022-02-05T00:54:23.9Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612754,48,58,2022-02-05T00:54:26Z,2670000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,266.0,2.0,1.0,1.0,,,,,,,,,,,,,
268,PT03M19.00S,2022-02-05T00:54:25.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,6.521024967148489,52.69607843137255,1610612754,50,58,2022-02-05T00:54:29Z,2680000,-13.0,9.0,1,left,T. Craig putback Layup (5 PTS),[1628470],1610612754.0,IND,putback,,,Craig,T. Craig,,,,,1.61,Made,5.0,,,,,,,,,,,,,,,,,
269,PT02M54.00S,2022-02-05T00:54:49.5Z,2,REGULAR,3pt,Jump Shot,[],201942,72.09264126149803,81.12745098039215,1610612741,50,58,2022-02-05T00:54:54Z,2690000,156.0,210.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,
270,PT02M52.00S,2022-02-05T00:54:51.5Z,2,REGULAR,rebound,defensive,[],1630613,,,1610612754,50,58,2022-02-05T00:54:54Z,2700000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:3),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,269.0,3.0,3.0,0.0,,,,,,,,,,,,,
