actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
181,PT08M49.00S,2021-12-09T00:43:45.2Z,2,REGULAR,3pt,Jump Shot,[],1629052,91.93495400788436,95.83333333333334,1610612754,42,35,2021-12-09T00:43:51Z,1800000,229.0,23.0,1,right,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,23.04,,,,,,,,,,,,,
182,PT08M45.00S,2021-12-09T00:43:49.2Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,42,35,2021-12-09T00:43:51Z,1810000,,,0,,D. Rose REBOUND (Off:2 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,181.0,3.0,1.0,2.0,,,,,,,,,
183,PT08M43.00S,2021-12-09T00:43:51.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,6.652431011826544,50.49019607843137,1610612752,42,37,2021-12-09T00:44:02Z,1820000,-2.0,10.0,1,left,O. Toppin running DUNK (4 PTS) (D. Rose 3 AST),"[1630167, 201565]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,,,,,,Made,4.0,1.03,,,,,,,,D. Rose,201565.0,3.0,,,
185,PT08M43.00S,2021-12-09T00:43:58.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,37,2021-12-09T00:44:01Z,1840000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M29.00S,2021-12-09T00:46:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,90.88370565045992,47.549019607843135,1610612754,44,37,2021-12-09T00:47:04Z,1850000,-12.0,33.0,1,right,B. Wanamaker driving floating bank Jump Shot (2 PTS) (C. LeVert 3 AST),"[202954, 1627747]",1610612754.0,IND,driving floating bank,,,Wanamaker,B. Wanamaker,,,,,,,,,,Made,2.0,3.54,,,,,,,,C. LeVert,1627747.0,3.0,,,
188,PT08M08.00S,2021-12-09T00:47:24.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,44,37,2021-12-09T00:47:24Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M06.00S,2021-12-09T00:47:43.6Z,2,REGULAR,foul,personal,[],202954,,,1610612752,44,37,2021-12-09T00:48:07Z,1880000,,,0,,B. Wanamaker personal FOUL (1 PF),"[202954, 202692]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,1155.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,,
191,PT08M00.00S,2021-12-09T00:48:04.7Z,2,REGULAR,3pt,Jump Shot,[],202692,6.915243101182654,3.431372549019608,1610612752,44,37,2021-12-09T00:48:10Z,1900000,233.0,13.0,1,left,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Missed,,23.31,,,,,,,,,,,,,
192,PT07M57.00S,2021-12-09T00:48:07.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,44,37,2021-12-09T00:48:18Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,
193,PT07M57.00S,2021-12-09T00:48:10.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,44,37,2021-12-09T00:48:18Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M51.00S,2021-12-09T00:48:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202692,16.63929040735874,49.26470588235294,1610612752,44,37,2021-12-09T00:48:43Z,1930000,4.0,104.0,1,left,MISS A. Burks 10' driving finger roll Layup,[202692],1610612752.0,NYK,driving finger roll,,,Burks,A. Burks,,,,,,,,,,Missed,,10.4,,,,,,,,,,,,,
195,PT07M48.00S,2021-12-09T00:48:40.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,44,37,2021-12-09T00:48:56Z,1940000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,,,
196,PT07M48.00S,2021-12-09T00:48:44.0Z,2,REGULAR,foul,personal,[],1630193,,,1610612754,44,37,2021-12-09T00:48:53Z,1950000,,,0,,I. Quickley take personal FOUL (2 PF),"[1630193, 1627747]",1610612752.0,NYK,take,,,Quickley,I. Quickley,,,,,1155.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,,
201,PT07M30.00S,2021-12-09T00:49:38.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,91.93495400788436,45.588235294117645,1610612754,44,37,2021-12-09T00:50:49Z,2000000,-22.0,23.0,1,right,MISS B. Wanamaker Jump Shot - blocked,"[202954, 1629011]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,3.21,,,,,,,,,,,Robinson,1629011.0,
202,PT07M30.00S,2021-12-09T00:49:38.2Z,2,REGULAR,block,,[],1629011,,,1610612754,44,37,2021-12-09T00:49:40Z,2010000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M26.00S,2021-12-09T00:49:42.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,44,37,2021-12-09T00:50:49Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,
203,PT07M26.00S,2021-12-09T00:50:37.9Z,2,REGULAR,jumpball,recovered,[],0,,,1610612754,44,37,2021-12-09T00:51:07Z,2030000,,,0,,Jump Ball D. Sabonis vs. I. Quickley: Tip to Team (IND),"[1627734, 1630193]",1610612754.0,IND,heldball,Team (IND),,,,Sabonis,1627734.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,,,,,
207,PT07M22.00S,2021-12-09T00:50:41.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627747,86.28449408672799,50.98039215686274,1610612754,44,37,2021-12-09T00:53:50Z,2060000,5.0,76.0,1,right,MISS C. LeVert 7' turnaround Shot,[1627747],1610612754.0,IND,turnaround,,,LeVert,C. LeVert,,,,,,,,,,Missed,,7.66,,,,,,,,,,,,,
208,PT07M19.00S,2021-12-09T00:50:44.9Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,44,37,2021-12-09T00:50:53Z,2070000,,,0,,D. Sabonis REBOUND (Off:3 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,207.0,5.0,2.0,3.0,,,,,,,,,
209,PT07M16.00S,2021-12-09T00:50:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,92.46057818659659,54.166666666666664,1610612754,46,37,2021-12-09T00:50:57Z,2080000,21.0,18.0,1,right,D. Sabonis Layup (9 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,9.0,2.78,,,,,,,,,,,,,
210,PT07M16.00S,2021-12-09T00:50:54.5Z,2,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612754,46,37,2021-12-09T00:51:31Z,2090000,,,0,,M. Robinson shooting personal FOUL (3 PF) (Sabonis 1 FT),"[1629011, 1627734]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,1627961.0,3.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
213,PT07M16.00S,2021-12-09T00:51:01.9Z,2,REGULAR,substitution,in,[],203944,,,1610612754,46,37,2021-12-09T00:51:10Z,2120000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M16.00S,2021-12-09T00:51:01.9Z,2,REGULAR,substitution,out,[],1629011,,,1610612754,46,37,2021-12-09T00:52:44Z,2125000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M16.00S,2021-12-09T00:51:32.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1627734,,,1610612754,47,37,2021-12-09T00:51:32Z,2130000,,,0,,D. Sabonis Free Throw 1 of 1 (10 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
215,PT07M01.00S,2021-12-09T00:51:47.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,32.276609724047304,54.65686274509803,1610612752,47,37,2021-12-09T00:51:52Z,2140000,-23.0,251.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,25.2,,,,,,,,,,,,,
216,PT06M57.00S,2021-12-09T00:51:51.7Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,47,37,2021-12-09T00:51:52Z,2150000,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,215.0,2.0,1.0,1.0,,,,,,,,,
217,PT06M53.00S,2021-12-09T00:51:54.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,65.1281208935611,51.9607843137255,1610612754,50,37,2021-12-09T00:52:00Z,2160000,10.0,275.0,1,right,C. LeVert 27' 3PT running pullup (5 PTS),[1627747],1610612754.0,IND,running pullup,,,LeVert,C. LeVert,,,,,,,,,,Made,5.0,27.55,,,,,,,,,,,,,
218,PT06M47.00S,2021-12-09T00:52:09.0Z,2,REGULAR,foul,personal,[],1629052,,,1610612752,50,37,2021-12-09T00:52:16Z,2170000,,,0,,O. Brissett take personal FOUL (1 PF),"[1629052, 203944]",1610612754.0,IND,take,,,Brissett,O. Brissett,,,,,1830.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,,
223,PT06M47.00S,2021-12-09T00:52:48.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,50,37,2021-12-09T00:52:48Z,2210000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M47.00S,2021-12-09T00:55:04.2Z,2,REGULAR,substitution,out,[],202692,,,1610612752,50,37,2021-12-09T00:55:15Z,2220000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M47.00S,2021-12-09T00:55:04.2Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,50,37,2021-12-09T00:55:15Z,2230000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M40.00S,2021-12-09T00:55:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,5.995400788436268,56.61764705882353,1610612752,50,39,2021-12-09T00:55:23Z,2240000,-33.0,4.0,1,left,D. Rose driving finger roll Layup (8 PTS),[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,,,,,,Made,8.0,3.33,,,,,,,,,,,,,
227,PT06M24.00S,2021-12-09T00:55:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,79.84559789750328,61.274509803921575,1610612754,52,39,2021-12-09T00:55:42Z,2250000,56.0,137.0,1,right,C. LeVert 14' driving floating Jump Shot (7 PTS),[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,,,,,,Made,7.0,14.82,,,,,,,,,,,,,
228,PT06M06.00S,2021-12-09T00:55:52.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,18.610381077529567,44.85294117647059,1610612752,52,41,2021-12-09T00:55:57Z,2260000,26.0,122.0,1,left,I. Quickley 12' driving floating Jump Shot (4 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,,,,,,Made,4.0,12.51,,,,,,,,,,,,,
229,PT05M53.00S,2021-12-09T00:56:06.1Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612754,52,41,2021-12-09T00:56:11Z,2270000,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 203944]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,1.0,Randle,203944.0,,,,,,
230,PT05M53.00S,2021-12-09T00:56:06.1Z,2,REGULAR,steal,,[],203944,,,1610612752,52,41,2021-12-09T00:56:10Z,2280000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M52.00S,2021-12-09T00:56:13.4Z,2,REGULAR,foul,personal,[],202954,,,1610612752,52,41,2021-12-09T00:56:23Z,2290000,,,0,,B. Wanamaker take personal FOUL (2 PF),"[202954, 203944]",1610612754.0,IND,take,,,Wanamaker,B. Wanamaker,,,,,1155.0,2.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,,
233,PT05M52.00S,2021-12-09T00:56:21.3Z,2,REGULAR,substitution,out,[],202954,,,1610612752,52,41,2021-12-09T00:56:34Z,2310000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M52.00S,2021-12-09T00:56:21.3Z,2,REGULAR,substitution,out,[],1627747,,,1610612752,52,41,2021-12-09T00:56:34Z,2320000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M52.00S,2021-12-09T00:56:21.3Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,52,41,2021-12-09T00:56:34Z,2330000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M52.00S,2021-12-09T00:56:21.3Z,2,REGULAR,substitution,in,[],1630537,,,1610612752,52,41,2021-12-09T00:56:34Z,2340000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M52.00S,2021-12-09T00:56:21.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612752,52,41,2021-12-09T00:56:34Z,2350000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M52.00S,2021-12-09T00:56:21.3Z,2,REGULAR,substitution,in,[],203095,,,1610612752,52,41,2021-12-09T00:56:34Z,2360000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M44.00S,2021-12-09T00:56:41.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,7.5722733245729295,53.431372549019606,1610612752,52,43,2021-12-09T00:56:45Z,2370000,-17.0,19.0,1,left,J. Randle driving Layup (10 PTS) (D. Rose 4 AST),"[203944, 201565]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,,,Made,10.0,2.54,,,,,,,,D. Rose,201565.0,4.0,,,
241,PT05M32.00S,2021-12-09T00:56:53.6Z,2,REGULAR,2pt,Jump Shot,[],1629103,77.87450722733246,61.51960784313726,1610612754,52,43,2021-12-09T00:56:59Z,2390000,58.0,155.0,1,right,MISS K. Martin 16' pullup Shot,[1629103],1610612754.0,IND,pullup,,,Martin,K. Martin,,,,,,,,,,Missed,,16.58,,,,,,,,,,,,,
242,PT05M29.00S,2021-12-09T00:56:56.6Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,52,43,2021-12-09T00:56:57Z,2400000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,,
243,PT05M21.00S,2021-12-09T00:57:05.5Z,2,REGULAR,turnover,bad pass,[],203095,,,1610612752,52,43,2021-12-09T00:57:10Z,2410000,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 1629103]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,1.0,Martin,1629103.0,,,,,,
244,PT05M21.00S,2021-12-09T00:57:05.5Z,2,REGULAR,steal,,[],1629103,,,1610612754,52,43,2021-12-09T00:57:07Z,2420000,,,0,,K. Martin STEAL (1 STL),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M18.00S,2021-12-09T00:57:08.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629103,94.1688567674113,48.77450980392157,1610612754,54,43,2021-12-09T00:57:16Z,2430000,-6.0,2.0,1,right,K. Martin running DUNK (2 PTS),[1629103],1610612754.0,IND,running,,,Martin,K. Martin,,,,,,,,,,Made,2.0,0.65,,,,,,,,,,,,,
247,PT05M05.00S,2021-12-09T00:57:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,11.383048620236531,39.950980392156865,1610612752,54,43,2021-12-09T00:57:34Z,2450000,50.0,55.0,1,left,MISS D. Rose 7' driving finger roll Layup,[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,,,,,,Missed,,7.41,,,,,,,,,,,,,
248,PT05M04.00S,2021-12-09T00:57:24.2Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,54,43,2021-12-09T00:57:24Z,2460000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,247.0,4.0,3.0,1.0,,,,,,,,,
249,PT05M04.00S,2021-12-09T00:57:24.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,5.590000152587891,50.0,1610612752,54,43,2021-12-09T00:59:02Z,2470000,0.0,0.0,1,left,MISS J. Randle tip Layup,[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,,
250,PT05M04.00S,2021-12-09T00:57:24.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,54,43,2021-12-09T00:59:02Z,2480000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,,,
251,PT05M04.00S,2021-12-09T00:57:27.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612754,54,43,2021-12-09T00:57:35Z,2490000,,,0,,J. Randle loose ball personal FOUL (1 PF) (Sabonis 2 FT),"[203944, 1627734]",1610612752.0,NYK,loose ball,,,Randle,J. Randle,,,,,1155.0,1.0,1.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
253,PT05M04.00S,2021-12-09T00:57:59.8Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,55,43,2021-12-09T00:57:59Z,2510000,,,0,,D. Sabonis Free Throw 1 of 2 (11 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
254,PT05M04.00S,2021-12-09T00:58:00.5Z,2,REGULAR,substitution,out,[],201565,,,1610612754,55,43,2021-12-09T00:58:03Z,2520000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M04.00S,2021-12-09T00:58:00.5Z,2,REGULAR,substitution,in,[],202692,,,1610612754,55,43,2021-12-09T00:58:03Z,2530000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M04.00S,2021-12-09T00:57:59.8Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,55,43,2021-12-09T00:58:22Z,2540000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,,,,,,,,,,,,,,
257,PT05M03.00S,2021-12-09T00:58:00.8Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,55,43,2021-12-09T00:58:26Z,2550000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,256.0,5.0,4.0,1.0,,,,,,,,,
258,PT04M53.00S,2021-12-09T00:58:32.0Z,2,REGULAR,turnover,traveling,[],203944,,,1610612752,55,43,2021-12-09T00:58:37Z,2560000,,,0,,J. Randle traveling TURNOVER (3 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,1830.0,,,,,,,,,,,,3.0,,,,,,,,
259,PT04M53.00S,2021-12-09T00:58:39.5Z,2,REGULAR,substitution,out,[],1629052,,,1610612754,55,43,2021-12-09T00:58:44Z,2570000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M53.00S,2021-12-09T00:58:39.5Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,55,43,2021-12-09T00:58:44Z,2580000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M46.00S,2021-12-09T00:58:55.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612754,55,43,2021-12-09T00:59:01Z,2590000,,,0,,E. Fournier personal FOUL (1 PF) (Brogdon 2 FT),"[203095, 1627763]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,1830.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,,,
263,PT04M46.00S,2021-12-09T00:59:16.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627763,,,1610612754,56,43,2021-12-09T00:59:16Z,2610000,,,0,,M. Brogdon Free Throw 1 of 2 (11 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
264,PT04M46.00S,2021-12-09T00:59:28.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627763,,,1610612754,57,43,2021-12-09T00:59:28Z,2620000,,,0,,M. Brogdon Free Throw 2 of 2 (12 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
265,PT04M38.00S,2021-12-09T00:59:38.1Z,2,REGULAR,3pt,Jump Shot,[],203095,24.52365308804205,88.48039215686273,1610612752,57,43,2021-12-09T00:59:42Z,2630000,-192.0,178.0,1,left,MISS E. Fournier 26' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,,,,,,Missed,,26.21,,,,,,,,,,,,,
266,PT04M35.00S,2021-12-09T00:59:41.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,57,43,2021-12-09T00:59:42Z,2640000,,,0,,D. Sabonis REBOUND (Off:3 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,265.0,6.0,3.0,3.0,,,,,,,,,
267,PT04M26.00S,2021-12-09T00:59:49.6Z,2,REGULAR,2pt,Jump Shot,[],1630537,89.56964520367937,74.01960784313727,1610612754,59,43,2021-12-09T00:59:54Z,2650000,120.0,46.0,1,right,C. Duarte 12' driving floating bank Jump Shot (16 PTS),[1630537],1610612754.0,IND,driving floating bank,,,Duarte,C. Duarte,,,,,,,,,,Made,16.0,12.84,,,,,,,,,,,,,
268,PT04M12.00S,2021-12-09T01:00:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,16.770696452036795,42.64705882352941,1610612752,59,45,2021-12-09T01:00:08Z,2660000,37.0,105.0,1,left,A. Burks 11' driving floating Jump Shot (8 PTS),[202692],1610612752.0,NYK,driving floating,,,Burks,A. Burks,,,,,,,,,,Made,8.0,11.14,,,,,,,,,,,,,
269,PT03M56.00S,2021-12-09T01:00:21.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612754,59,45,2021-12-09T01:00:28Z,2670000,,,0,,J. Randle shooting personal FOUL (2 PF) (Duarte 2 FT),"[203944, 1630537]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,1627961.0,2.0,1.0,Duarte,1630537.0,,,,,,,,,,,,,,,,
271,PT03M56.00S,2021-12-09T01:00:56.2Z,2,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,59,45,2021-12-09T01:00:56Z,2690000,,,0,,MISS C. Duarte Free Throw 1 of 2,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Missed,,,,,,,,,,,,,,,
272,PT03M56.00S,2021-12-09T01:00:56.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,59,45,2021-12-09T01:00:56Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,
273,PT03M56.00S,2021-12-09T01:00:57.0Z,2,REGULAR,substitution,out,[],1629103,,,1610612754,59,45,2021-12-09T01:01:00Z,2710000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M56.00S,2021-12-09T01:00:57.0Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,59,45,2021-12-09T01:01:00Z,2720000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M56.00S,2021-12-09T01:01:16.7Z,2,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,60,45,2021-12-09T01:01:16Z,2730000,,,0,,C. Duarte Free Throw 2 of 2 (17 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
276,PT03M38.00S,2021-12-09T01:01:38.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.1268068331143235,50.0,1610612752,60,47,2021-12-09T01:01:41Z,2740000,0.0,5.0,1,left,O. Toppin alley-oop DUNK (6 PTS) (R. Barrett 2 AST),"[1630167, 1629628]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,,,,,,Made,6.0,0.51,,,,,,,,R. Barrett,1629628.0,2.0,,,
