actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
183,PT07M30.00S,2021-12-02T01:46:13.0Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,35,48,2021-12-02T01:46:37Z,1820000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT07M13.00S,2021-12-02T01:47:01.6Z,2,REGULAR,3pt,Jump Shot,[],203501,28.33442838370565,17.892156862745097,1610612742,35,48,2021-12-02T01:48:29Z,1830000,161.0,214.0,1,left,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
185,PT07M07.00S,2021-12-02T01:47:07.6Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,35,48,2021-12-02T01:47:08Z,1840000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,184.0,1.0,1.0,0.0,,,,,
186,PT07M00.00S,2021-12-02T01:47:14.6Z,2,REGULAR,3pt,Jump Shot,[],1628984,71.43561103810775,77.20588235294117,1610612740,35,48,2021-12-02T01:49:25Z,1850000,136.0,216.0,1,right,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
187,PT06M55.00S,2021-12-02T01:47:19.9Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,35,48,2021-12-02T01:47:19Z,1860000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,186.0,3.0,2.0,1.0,,,,,
188,PT06M52.00S,2021-12-02T01:47:34.7Z,2,REGULAR,foul,personal,[],1626246,,,1610612740,35,48,2021-12-02T01:47:40Z,1870000,,,0,,B. Marjanovic personal FOUL (1 PF),"[1626246, 202685]",1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,202037.0,,1.0,0.0,Valanciunas,202685.0,,,,,,,,,
190,PT06M52.00S,2021-12-02T01:47:42.6Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,35,48,2021-12-02T01:47:46Z,1890000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT06M52.00S,2021-12-02T01:47:42.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,35,48,2021-12-02T01:47:46Z,1900000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT06M46.00S,2021-12-02T01:47:56.0Z,2,REGULAR,turnover,lost ball,[],1628984,,,1610612740,35,48,2021-12-02T01:48:03Z,1910000,,,0,,D. Graham lost ball TURNOVER (2 TO),"[1628984, 203504]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,2.0,,,,,,,,,Burke,203504.0,,,
193,PT06M46.00S,2021-12-02T01:47:56.0Z,2,REGULAR,steal,,[],203504,,,1610612742,35,48,2021-12-02T01:50:48Z,1920000,,,0,,T. Burke STEAL (1 STL),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M45.00S,2021-12-02T01:48:02.0Z,2,REGULAR,turnover,out-of-bounds,[],203493,,,1610612742,35,48,2021-12-02T01:48:09Z,1930000,,,0,,R. Bullock lost ball out-of-bounds TURNOVER (1 TO),[203493],1610612742.0,DAL,lost ball,,,Bullock,R. Bullock,,,,,,,,,,,1627534.0,1.0,,,,,,,,,,,,,
195,PT06M45.00S,2021-12-02T01:48:08.7Z,2,REGULAR,substitution,out,[],203501,,,1610612740,35,48,2021-12-02T01:48:12Z,1940000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M45.00S,2021-12-02T01:48:08.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612740,35,48,2021-12-02T01:48:12Z,1950000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT06M38.00S,2021-12-02T01:48:30.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203107,72.61826544021025,78.92156862745098,1610612740,38,48,2021-12-02T01:48:35Z,1960000,145.0,205.0,1,right,T. Satoransky 25' 3PT  (3 PTS) (B. Ingram 1 AST),"[203107, 1627742]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,25.08,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,,
199,PT06M15.00S,2021-12-02T01:48:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,12.434296977660972,60.78431372549019,1610612742,38,50,2021-12-02T01:52:15Z,1980000,-54.0,64.0,1,left,B. Marjanovic 8' turnaround Jump Shot (2 PTS) (R. Bullock 1 AST),"[1626246, 203493]",1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,8.4,Made,2.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,,,
201,PT05M55.00S,2021-12-02T01:49:18.0Z,2,REGULAR,turnover,traveling,[],203107,,,1610612740,38,50,2021-12-02T01:49:23Z,2000000,,,0,,T. Satoransky traveling TURNOVER (1 TO),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,1627534.0,1.0,,,,,,,,,,,,,
202,PT05M55.00S,2021-12-02T01:49:21.1Z,2,REGULAR,substitution,out,[],1628984,,,1610612742,38,50,2021-12-02T01:49:28Z,2010000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT05M55.00S,2021-12-02T01:49:21.1Z,2,REGULAR,substitution,out,[],203504,,,1610612742,38,50,2021-12-02T01:49:28Z,2020000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT05M55.00S,2021-12-02T01:49:21.1Z,2,REGULAR,substitution,in,[],1630529,,,1610612742,38,50,2021-12-02T01:49:28Z,2030000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT05M55.00S,2021-12-02T01:49:21.1Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,38,50,2021-12-02T01:49:28Z,2040000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT05M45.00S,2021-12-02T01:49:45.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626246,15.982260183968464,48.28431372549019,1610612742,38,52,2021-12-02T01:49:54Z,2050000,9.0,98.0,1,left,B. Marjanovic 9' Jump Shot (4 PTS) (L. Doncic 7 AST),"[1626246, 1629029]",1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,9.81,Made,4.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,,,,,
208,PT05M45.00S,2021-12-02T01:49:48.3Z,2,REGULAR,foul,personal,['1freethrow'],202685,,,1610612742,38,52,2021-12-02T01:49:55Z,2070000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Marjanovic 1 FT),"[202685, 1626246]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,202037.0,,2.0,0.0,Marjanovic,1626246.0,,,,,,,,,
210,PT05M45.00S,2021-12-02T01:50:07.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626246,,,1610612742,38,52,2021-12-02T01:50:10Z,2090000,,,0,,MISS B. Marjanovic Free Throw 1 of 1,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
211,PT05M41.00S,2021-12-02T01:50:11.8Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,38,52,2021-12-02T01:50:10Z,2100000,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,210.0,1.0,0.0,1.0,,,,,
212,PT05M38.00S,2021-12-02T01:50:13.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626246,5.338370565045992,49.50980392156863,1610612742,38,54,2021-12-02T01:50:19Z,2110000,2.0,-2.0,1,left,B. Marjanovic cutting DUNK (6 PTS) (D. Finney-Smith 2 AST),"[1626246, 1627827]",1610612742.0,DAL,cutting,,,Marjanovic,B. Marjanovic,,,,,0.34,Made,6.0,D. Finney-Smith,1627827.0,2.0,,,,,,,,,,,,,,,
214,PT05M38.00S,2021-12-02T01:50:23.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,54,2021-12-02T01:50:23Z,2130000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT05M22.00S,2021-12-02T01:53:29.5Z,2,REGULAR,3pt,Jump Shot,[],202685,66.70499342969777,37.00980392156863,1610612740,38,54,2021-12-02T01:53:38Z,2140000,-65.0,260.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
216,PT05M19.00S,2021-12-02T01:53:32.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,38,54,2021-12-02T01:53:38Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,
217,PT05M19.00S,2021-12-02T01:53:36.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,38,54,2021-12-02T01:53:36Z,2160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M11.00S,2021-12-02T01:53:59.6Z,2,REGULAR,turnover,traveling,[],1630529,,,1610612740,38,54,2021-12-02T01:54:05Z,2170000,,,0,,H. Jones traveling TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,1830.0,1.0,,,,,,,,,,,,,
219,PT04M54.00S,2021-12-02T01:54:31.4Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,38,54,2021-12-02T01:54:40Z,2180000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 202685]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,3.0,,,,,,,,,Valanciunas,202685.0,,,
220,PT04M54.00S,2021-12-02T01:54:31.4Z,2,REGULAR,steal,,[],202685,,,1610612740,38,54,2021-12-02T01:55:08Z,2190000,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT04M44.00S,2021-12-02T01:54:40.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630529,78.26872536136662,81.37254901960785,1610612740,38,54,2021-12-02T01:54:47Z,2200000,157.0,152.0,1,right,MISS H. Jones 21' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,21.83,Missed,,,,,,,,,,,,,,,,,,,
222,PT04M43.00S,2021-12-02T01:54:42.9Z,2,REGULAR,rebound,offensive,[],203107,,,1610612740,38,54,2021-12-02T01:54:42Z,2210000,,,0,,T. Satoransky REBOUND (Off:1 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,221.0,2.0,1.0,1.0,,,,,
223,PT04M36.00S,2021-12-02T01:54:51.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627742,94.03745072273325,47.30392156862745,1610612740,40,54,2021-12-02T01:57:30Z,2220000,-13.0,4.0,1,right,B. Ingram driving finger roll Layup (13 PTS) (T. Satoransky 1 AST),"[1627742, 203107]",1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,1.39,Made,13.0,T. Satoransky,203107.0,1.0,,,,,,,,,,,,,,,
224,PT04M36.00S,2021-12-02T01:54:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626246,,,1610612740,40,54,2021-12-02T02:08:01Z,2230000,,,0,,B. Marjanovic shooting personal FOUL (2 PF) (Ingram 1 FT),"[1626246, 1627742]",1610612742.0,DAL,shooting,,,Marjanovic,B. Marjanovic,,,,,,,,,,,202037.0,,2.0,0.0,Ingram,1627742.0,,,,,,,,,
226,PT04M36.00S,2021-12-02T01:55:18.3Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1627742,,,1610612740,41,54,2021-12-02T02:08:10Z,2250000,,,0,,B. Ingram Free Throw 1 of 1 (14 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
227,PT04M16.00S,2021-12-02T01:55:40.8Z,2,REGULAR,3pt,Jump Shot,[],1627827,31.750985545335087,55.392156862745104,1610612742,41,57,2021-12-02T01:55:45Z,2260000,-27.0,246.0,1,left,D. Finney-Smith 24' 3PT  (3 PTS) (L. Doncic 8 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.75,Made,3.0,L. Doncic,1629029.0,8.0,,,,,,,,,,,,,,,
229,PT03M57.00S,2021-12-02T01:55:59.3Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,41,57,2021-12-02T01:56:05Z,2280000,,,0,,J. Valanciunas bad pass TURNOVER (2 TO),"[202685, 1627827]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,2.0,,,,,,,,,Finney-Smith,1627827.0,,,
230,PT03M57.00S,2021-12-02T01:55:59.3Z,2,REGULAR,steal,,[],1627827,,,1610612742,41,57,2021-12-02T02:09:27Z,2290000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT03M48.00S,2021-12-02T01:56:07.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626246,15.719448094612352,46.81372549019608,1610612742,41,57,2021-12-02T01:56:14Z,2300000,16.0,95.0,1,left,MISS B. Marjanovic 9' turnaround Shot,[1626246],1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,9.66,Missed,,,,,,,,,,,,,,,,,,,
232,PT03M45.00S,2021-12-02T01:56:12.6Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,41,57,2021-12-02T01:56:12Z,2310000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,231.0,1.0,0.0,1.0,,,,,
233,PT03M45.00S,2021-12-02T01:56:14.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,41,57,2021-12-02T01:56:14Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT03M45.00S,2021-12-02T01:56:16.2Z,2,REGULAR,substitution,out,[],203107,,,1610612742,41,57,2021-12-02T01:56:24Z,2330000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT03M45.00S,2021-12-02T01:56:16.2Z,2,REGULAR,substitution,out,[],1626246,,,1610612742,41,57,2021-12-02T01:56:24Z,2340000,,,0,,SUB out: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT03M45.00S,2021-12-02T01:56:16.2Z,2,REGULAR,substitution,in,[],1628984,,,1610612742,41,57,2021-12-02T01:56:24Z,2350000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT03M45.00S,2021-12-02T01:56:16.2Z,2,REGULAR,substitution,in,[],204001,,,1610612742,41,57,2021-12-02T01:56:24Z,2360000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT03M40.00S,2021-12-02T01:56:41.1Z,2,REGULAR,turnover,bad pass,[],203493,,,1610612742,41,57,2021-12-02T01:56:45Z,2370000,,,0,,R. Bullock bad pass TURNOVER (2 TO),"[203493, 1628984]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,2.0,,,,,,,,,Graham,1628984.0,,,
239,PT03M40.00S,2021-12-02T01:56:41.1Z,2,REGULAR,steal,,[],1628984,,,1610612740,41,57,2021-12-02T01:56:43Z,2380000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT03M33.00S,2021-12-02T01:56:48.6Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612740,41,57,2021-12-02T01:56:54Z,2390000,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1629029]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,2.0,,,,,,,,,Doncic,1629029.0,,,
241,PT03M33.00S,2021-12-02T01:56:48.6Z,2,REGULAR,steal,,[],1629029,,,1610612742,41,57,2021-12-02T01:56:50Z,2400000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT03M27.00S,2021-12-02T01:57:01.2Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,41,57,2021-12-02T01:57:06Z,2410000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (4 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,1830.0,4.0,,,,,,,,,,,,,
243,PT03M15.00S,2021-12-02T01:57:30.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202685,73.66951379763469,82.84313725490196,1610612740,41,57,2021-12-02T01:57:36Z,2420000,164.0,195.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
244,PT03M11.00S,2021-12-02T01:57:34.7Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,41,57,2021-12-02T01:57:36Z,2430000,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,243.0,2.0,1.0,1.0,,,,,
245,PT03M02.00S,2021-12-02T01:57:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,4.812746386333772,45.83333333333333,1610612742,41,59,2021-12-02T02:01:02Z,2440000,21.0,-7.0,1,left,L. Doncic driving finger roll Layup (20 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,2.2,Made,20.0,,,,,,,,,,,,,,,,,,
246,PT02M47.00S,2021-12-02T01:57:57.5Z,2,REGULAR,3pt,Jump Shot,[],1629638,73.53810775295663,15.686274509803921,1610612740,41,59,2021-12-02T01:58:04Z,2450000,-172.0,196.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
247,PT02M45.00S,2021-12-02T01:57:59.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,41,59,2021-12-02T01:58:04Z,2460000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,
248,PT02M45.00S,2021-12-02T01:58:04.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,41,59,2021-12-02T01:58:04Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT02M31.00S,2021-12-02T01:58:20.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,5.863994743758213,49.754901960784316,1610612742,41,61,2021-12-02T01:59:52Z,2480000,1.0,3.0,1,left,K. Porzingis alley-oop DUNK (9 PTS) (L. Doncic 9 AST),"[204001, 1629029]",1610612742.0,DAL,alley-oop,,,Porzingis,K. Porzingis,,,,,0.29,Made,9.0,L. Doncic,1629029.0,9.0,,,,,,,,,,,,,,,
251,PT02M11.00S,2021-12-02T01:58:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,81.2910643889619,39.21568627450981,1610612740,41,61,2021-12-02T02:02:26Z,2500000,-54.0,123.0,1,right,MISS D. Graham 13' driving floating Shot,[1628984],1610612740.0,NOP,driving floating,,,Graham,D. Graham,,,,,13.47,Missed,,,,,,,,,,,,,,,,,,,
252,PT02M09.00S,2021-12-02T01:58:42.3Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,41,61,2021-12-02T02:02:26Z,2510000,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,251.0,2.0,1.0,1.0,,,,,
253,PT02M07.00S,2021-12-02T01:58:44.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,86.02168199737189,4.411764705882353,1610612740,41,61,2021-12-02T01:58:49Z,2520000,-228.0,79.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,,
254,PT02M04.00S,2021-12-02T01:58:47.8Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,41,61,2021-12-02T01:58:49Z,2530000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,253.0,1.0,1.0,0.0,,,,,
256,PT02M01.00S,2021-12-02T01:59:06.6Z,2,REGULAR,foul,personal,[],1629638,,,1610612742,41,61,2021-12-02T01:59:33Z,2550000,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1628467]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,202037.0,,1.0,0.0,Kleber,1628467.0,,,,,,,,,
258,PT02M01.00S,2021-12-02T01:59:18.8Z,2,REGULAR,substitution,out,[],1629638,,,1610612742,41,61,2021-12-02T01:59:31Z,2570000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M01.00S,2021-12-02T01:59:18.8Z,2,REGULAR,substitution,out,[],203493,,,1610612742,41,61,2021-12-02T01:59:31Z,2580000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M01.00S,2021-12-02T01:59:18.8Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,41,61,2021-12-02T01:59:31Z,2590000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M01.00S,2021-12-02T01:59:18.8Z,2,REGULAR,substitution,in,[],202066,,,1610612742,41,61,2021-12-02T01:59:31Z,2600000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M01.00S,2021-12-02T01:59:18.8Z,2,REGULAR,substitution,in,[],203501,,,1610612742,41,61,2021-12-02T01:59:31Z,2610000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M01.00S,2021-12-02T01:59:18.8Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,41,61,2021-12-02T01:59:31Z,2620000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT01M49.00S,2021-12-02T01:59:37.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,5.469776609724048,49.754901960784316,1610612742,41,63,2021-12-02T01:59:44Z,2630000,1.0,-1.0,1,left,K. Porzingis alley-oop DUNK (11 PTS) (L. Doncic 10 AST),"[204001, 1629029]",1610612742.0,DAL,alley-oop,,,Porzingis,K. Porzingis,,,,,0.16,Made,11.0,L. Doncic,1629029.0,10.0,,,,,,,,,,,,,,,
266,PT01M38.00S,2021-12-02T01:59:51.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,72.48685939553219,47.30392156862745,1610612740,43,63,2021-12-02T01:59:58Z,2650000,-13.0,206.0,1,right,B. Ingram 20' Jump Shot (16 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,20.65,Made,16.0,,,,,,,,,,,,,,,,,,
267,PT01M38.00S,2021-12-02T01:59:54.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627827,,,1610612740,43,63,2021-12-02T02:00:10Z,2660000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Ingram 1 FT),"[1627827, 1627742]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,202037.0,,1.0,0.0,Ingram,1627742.0,,,,,,,,,
269,PT01M38.00S,2021-12-02T02:00:21.2Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,44,63,2021-12-02T02:00:21Z,2680000,,,0,,B. Ingram Free Throw 1 of 1 (17 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
270,PT01M21.00S,2021-12-02T02:00:43.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,44,63,2021-12-02T02:00:43Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
