actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
533,PT04M17.00S,2021-12-02T02:57:15.9Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612742,91,125,2021-12-02T02:57:21Z,5280000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,532.0,1.0,1.0,0.0,,,,,
534,PT04M13.00S,2021-12-02T02:57:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,81.02825229960578,56.372549019607845,1610612742,91,127,2021-12-02T03:05:17Z,5290000,32.0,126.0,1,right,J. Green 12' running pullup Jump Shot (2 PTS),[1630182],1610612742.0,DAL,running pullup,,,Green,J. Green,,,,,12.98,Made,2.0,,,,,,,,,,,,,,,,,,
535,PT04M00.00S,2021-12-02T02:57:34.0Z,4,REGULAR,2pt,Jump Shot,[],1630184,7.178055190538765,14.950980392156863,1610612740,93,127,2021-12-02T03:05:42Z,5300000,175.0,15.0,1,left,K. Lewis Jr. 17' pullup Jump Shot (11 PTS),[1630184],1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,17.58,Made,11.0,,,,,,,,,,,,,,,,,,
536,PT03M50.00S,2021-12-02T02:57:44.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203504,84.57621550591328,57.84313725490197,1610612742,93,129,2021-12-02T03:06:06Z,5310000,39.0,92.0,1,right,T. Burke 10' driving floating Jump Shot (9 PTS),[203504],1610612742.0,DAL,driving floating,,,Burke,T. Burke,,,,,10.05,Made,9.0,,,,,,,,,,,,,,,,,,
537,PT03M45.00S,2021-12-02T02:57:56.9Z,4,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,93,129,2021-12-02T02:58:10Z,5320000,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (1 TO),[1630230],1610612740.0,NOP,bad pass,,,Marshall,N. Marshall,,,,,,,,,,,1830.0,1.0,,,,,,,,,,,,,
538,PT03M45.00S,2021-12-02T02:57:59.9Z,4,REGULAR,substitution,out,[],203504,,,1610612742,93,129,2021-12-02T02:58:06Z,5330000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT03M45.00S,2021-12-02T02:57:59.9Z,4,REGULAR,substitution,out,[],1626246,,,1610612742,93,129,2021-12-02T02:58:06Z,5340000,,,0,,SUB out: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT03M45.00S,2021-12-02T02:57:59.9Z,4,REGULAR,substitution,in,[],1629650,,,1610612742,93,129,2021-12-02T02:58:06Z,5350000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT03M45.00S,2021-12-02T02:57:59.9Z,4,REGULAR,substitution,in,[],1630605,,,1610612742,93,129,2021-12-02T02:58:06Z,5360000,,,0,,SUB in: J. McLaughlin,[1630605],1610612742.0,DAL,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT03M29.00S,2021-12-02T02:58:23.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630647,83.52496714848883,16.666666666666664,1610612742,93,129,2021-12-02T03:06:53Z,5370000,-167.0,102.0,1,right,MISS E. Omoruyi 19' pullup Shot,[1630647],1610612742.0,DAL,pullup,,,Omoruyi,E. Omoruyi,,,,,19.56,Missed,,,,,,,,,,,,,,,,,,,
543,PT03M25.00S,2021-12-02T02:58:27.8Z,4,REGULAR,rebound,offensive,[],1629650,,,1610612742,93,129,2021-12-02T02:58:31Z,5380000,,,0,,M. Brown REBOUND (Off:1 Def:0),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,542.0,1.0,0.0,1.0,,,,,
544,PT03M23.00S,2021-12-02T02:58:28.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629650,94.30026281208936,50.245098039215684,1610612742,93,131,2021-12-02T02:58:38Z,5390000,1.0,1.0,1,right,M. Brown putback DUNK (2 PTS),[1629650],1610612742.0,DAL,putback,,,Brown,M. Brown,,,,,0.16,Made,2.0,,,,,,,,,,,,,,,,,,
545,PT03M10.00S,2021-12-02T02:58:41.2Z,4,REGULAR,3pt,Jump Shot,[],1630631,26.62614980289093,81.37254901960785,1610612740,96,131,2021-12-02T02:58:45Z,5400000,-157.0,198.0,1,left,J. Alvarado 25' 3PT  (3 PTS) (T. Murphy III 2 AST),"[1630631, 1630530]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,25.25,Made,3.0,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,,,
547,PT03M00.00S,2021-12-02T02:59:01.1Z,4,REGULAR,foul,offensive,[],1629650,,,1610612742,96,131,2021-12-02T03:07:53Z,5420000,,,0,,M. Brown offensive FOUL (1 PF),"[1629650, 1630631]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,202037.0,,1.0,0.0,Alvarado,1630631.0,,,,,,,,,
549,PT03M00.00S,2021-12-02T02:59:01.1Z,4,REGULAR,turnover,offensive foul,[],1629650,,,1610612742,96,131,2021-12-02T03:07:53Z,5440000,,,0,,M. Brown offensive foul TURNOVER (1 TO),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,202037.0,1.0,,,,,,,,,,,,,
550,PT02M45.00S,2021-12-02T02:59:24.1Z,4,REGULAR,foul,personal,['2freethrow'],1630647,,,1610612740,96,131,2021-12-02T03:07:53Z,5450000,,,0,,E. Omoruyi shooting personal FOUL (1 PF) (Marshall 2 FT),"[1630647, 1630230]",1610612742.0,DAL,shooting,,,Omoruyi,E. Omoruyi,,,,,,,,,,,1830.0,,1.0,0.0,Marshall,1630230.0,,,,,,,,,
552,PT02M45.00S,2021-12-02T02:59:53.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,96,131,2021-12-02T02:59:53Z,5470000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT02M45.00S,2021-12-02T03:02:24.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630230,,,1610612740,97,131,2021-12-02T03:02:24Z,5480000,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
554,PT02M45.00S,2021-12-02T03:02:34.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630230,,,1610612740,98,131,2021-12-02T03:02:34Z,5490000,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
555,PT02M33.00S,2021-12-02T03:02:52.9Z,4,REGULAR,foul,personal,[],1629637,,,1610612742,98,131,2021-12-02T03:03:01Z,5500000,,,0,,J. Hayes personal FOUL (1 PF),"[1629637, 1629650]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,1627534.0,,1.0,0.0,Brown,1629650.0,,,,,,,,,
557,PT02M25.00S,2021-12-02T03:03:20.0Z,4,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612742,98,131,2021-12-02T03:03:39Z,5520000,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Brown 2 FT),"[1630530, 1629650]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,1627534.0,,2.0,0.0,Brown,1629650.0,,,,,,,,,
559,PT02M25.00S,2021-12-02T03:03:44.8Z,4,REGULAR,freethrow,1 of 2,[],1629650,,,1610612742,98,132,2021-12-02T03:03:44Z,5540000,,,0,,M. Brown Free Throw 1 of 2 (3 PTS),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
560,PT02M25.00S,2021-12-02T03:03:44.8Z,4,REGULAR,freethrow,2 of 2,[],1629650,,,1610612742,98,132,2021-12-02T03:04:01Z,5550000,,,0,,MISS M. Brown Free Throw 2 of 2,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
561,PT02M23.00S,2021-12-02T03:03:46.8Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,98,132,2021-12-02T03:04:01Z,5560000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,560.0,1.0,1.0,0.0,,,,,
562,PT02M13.00S,2021-12-02T03:04:09.4Z,4,REGULAR,3pt,Jump Shot,[],1630530,27.283180026281208,81.37254901960785,1610612740,98,132,2021-12-02T03:04:15Z,5570000,-157.0,204.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
563,PT02M09.00S,2021-12-02T03:04:13.4Z,4,REGULAR,rebound,offensive,[],1630184,,,1610612740,98,132,2021-12-02T03:04:15Z,5580000,,,0,,K. Lewis Jr. REBOUND (Off:3 Def:0),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,562.0,3.0,0.0,3.0,,,,,
564,PT02M06.00S,2021-12-02T03:04:16.5Z,4,REGULAR,turnover,lost ball,[],1630230,,,1610612740,98,132,2021-12-02T03:04:20Z,5590000,,,0,,N. Marshall lost ball TURNOVER (2 TO),"[1630230, 1630182]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,2.0,,,,,,,,,Green,1630182.0,,,
565,PT02M06.00S,2021-12-02T03:04:16.5Z,4,REGULAR,steal,,[],1630182,,,1610612742,98,132,2021-12-02T03:04:19Z,5600000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M00.00S,2021-12-02T03:04:21.1Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630182,93.51182654402102,49.50980392156863,1610612742,98,134,2021-12-02T03:10:27Z,5610000,-2.0,8.0,1,right,J. Green running alley-oop DUNK (4 PTS) (E. Omoruyi 1 AST),"[1630182, 1630647]",1610612742.0,DAL,running alley-oop,,,Green,J. Green,,,,,0.89,Made,4.0,E. Omoruyi,1630647.0,1.0,,,,,,,,,,,,,,,
568,PT01M52.00S,2021-12-02T03:04:29.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630631,16.507884362680684,53.67647058823529,1610612740,100,134,2021-12-02T03:04:35Z,5630000,-18.0,103.0,1,left,J. Alvarado 10' pullup Jump Shot (5 PTS),[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,10.43,Made,5.0,,,,,,,,,,,,,,,,,,
569,PT01M42.00S,2021-12-02T03:04:46.7Z,4,REGULAR,3pt,Jump Shot,[],1628425,76.2976346911958,7.8431372549019605,1610612742,100,134,2021-12-02T03:04:52Z,5640000,-211.0,170.0,1,right,MISS S. Brown 27' 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
570,PT01M36.00S,2021-12-02T03:04:52.3Z,4,REGULAR,rebound,offensive,[],1630647,,,1610612742,100,134,2021-12-02T03:04:52Z,5650000,,,0,,E. Omoruyi REBOUND (Off:1 Def:0),[1630647],1610612742.0,DAL,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,569.0,1.0,0.0,1.0,,,,,
571,PT01M36.00S,2021-12-02T03:04:54.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628425,70.25295663600527,22.30392156862745,1610612742,100,137,2021-12-02T03:04:58Z,5660000,-138.0,227.0,1,right,S. Brown 26' 3PT  (8 PTS) (J. McLaughlin 1 AST),"[1628425, 1630605]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,26.6,Made,8.0,J. McLaughlin,1630605.0,1.0,,,,,,,,,,,,,,,
572,PT01M21.00S,2021-12-02T03:05:14.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612740,100,137,2021-12-02T03:05:38Z,5670000,,,0,,J. Green personal FOUL (1 PF) (Alvarado 2 FT),"[1630182, 1630631]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,202037.0,,1.0,0.0,Alvarado,1630631.0,,,,,,,,,
574,PT01M21.00S,2021-12-02T03:05:39.5Z,4,REGULAR,freethrow,1 of 2,[],1630631,,,1610612740,101,137,2021-12-02T03:05:39Z,5690000,,,0,,J. Alvarado Free Throw 1 of 2 (6 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
575,PT01M21.00S,2021-12-02T03:05:48.7Z,4,REGULAR,freethrow,2 of 2,[],1630631,,,1610612740,102,137,2021-12-02T03:05:48Z,5700000,,,0,,J. Alvarado Free Throw 2 of 2 (7 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
576,PT01M09.00S,2021-12-02T03:06:01.6Z,4,REGULAR,2pt,Jump Shot,[],1630605,71.96123521681997,49.26470588235294,1610612742,102,137,2021-12-02T03:06:09Z,5710000,-4.0,211.0,1,right,MISS J. McLaughlin 21' Jump Shot,[1630605],1610612742.0,DAL,,,,McLaughlin,J. McLaughlin,,,,,21.11,Missed,,,,,,,,,,,,,,,,,,,
577,PT01M09.00S,2021-12-02T03:06:01.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,102,137,2021-12-02T03:06:09Z,5720000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,
578,PT01M09.00S,2021-12-02T03:06:08.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,102,137,2021-12-02T03:06:08Z,5730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT00M56.20S,2021-12-02T03:06:26.2Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612740,102,137,2021-12-02T03:06:32Z,5740000,,,0,,N. Marshall bad pass TURNOVER (3 TO),"[1630230, 1628425]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,3.0,,,,,,,,,Brown,1628425.0,,,
581,PT00M56.20S,2021-12-02T03:06:26.2Z,4,REGULAR,steal,,[],1628425,,,1610612742,102,137,2021-12-02T03:06:31Z,5750000,,,0,,S. Brown STEAL (1 STL),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT00M51.40S,2021-12-02T03:06:38.9Z,4,REGULAR,turnover,lost ball,[],1629650,,,1610612742,102,137,2021-12-02T03:20:52Z,5760000,,,0,,M. Brown lost ball TURNOVER (2 TO),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,202037.0,2.0,,,,,,,,,,,,,
583,PT00M44.30S,2021-12-02T03:06:46.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,16.507884362680684,47.05882352941176,1610612740,102,137,2021-12-02T03:13:49Z,5770000,15.0,103.0,1,left,MISS J. Alvarado 10' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,,
584,PT00M42.40S,2021-12-02T03:06:48.0Z,4,REGULAR,rebound,offensive,[],1630631,,,1610612740,102,137,2021-12-02T03:06:48Z,5780000,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,583.0,1.0,0.0,1.0,,,,,
585,PT00M41.60S,2021-12-02T03:06:50.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630631,5.601182654402102,52.20588235294118,1610612740,102,137,2021-12-02T03:06:54Z,5790000,-11.0,0.0,1,left,MISS J. Alvarado Layup,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,1.1,Missed,,,,,,,,,,,,,,,,,,,
586,PT00M41.60S,2021-12-02T03:06:50.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,102,137,2021-12-02T03:06:54Z,5800000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,
587,PT00M41.60S,2021-12-02T03:06:54.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,102,137,2021-12-02T03:06:54Z,5810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M39.50S,2021-12-02T03:06:58.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,102,137,2021-12-02T03:16:06Z,5820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M39.50S,2021-12-02T03:07:03.4Z,4,REGULAR,turnover,bad pass,[],1628425,,,1610612742,102,137,2021-12-02T03:07:08Z,5830000,,,0,,S. Brown bad pass TURNOVER (2 TO),"[1628425, 1630631]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,2.0,,,,,,,,,Alvarado,1630631.0,,,
590,PT00M39.50S,2021-12-02T03:07:03.4Z,4,REGULAR,steal,,[],1630631,,,1610612740,102,137,2021-12-02T03:07:06Z,5840000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M39.50S,2021-12-02T03:07:08.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630530,6.389618922470433,49.754901960784316,1610612740,104,137,2021-12-02T03:07:14Z,5850000,1.0,8.0,1,left,T. Murphy III DUNK (2 PTS) (J. Alvarado 1 AST),"[1630530, 1630631]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,0.77,Made,2.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,,
594,PT00M28.80S,2021-12-02T03:07:46.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,93.64323258869908,51.225490196078425,1610612742,104,139,2021-12-02T03:07:54Z,5880000,6.0,7.0,1,right,M. Brown cutting DUNK (5 PTS) (J. Green 1 AST),"[1629650, 1630182]",1610612742.0,DAL,cutting,,,Brown,M. Brown,,,,,0.95,Made,5.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,,
596,PT00M28.80S,2021-12-02T03:07:53.5Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629650,,,1610612740,104,139,2021-12-02T03:08:10Z,5900000,,,0,,M. Brown technical FOUL (1 Tech),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,202037.0,,1.0,1.0,,,,,,,,,,,
597,PT00M28.80S,2021-12-02T03:08:16.2Z,4,REGULAR,freethrow,1 of 1,[],1630631,,,1610612740,104,139,2021-12-02T03:08:16Z,5910000,,,0,,MISS J. Alvarado technical Free Throw 1 of 1,[1630631],1610612740.0,NOP,technical,,,Alvarado,J. Alvarado,,,,,,Missed,,,,,,,,,,,,,,,,,,,
598,PT00M28.80S,2021-12-02T03:08:16.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,104,139,2021-12-02T03:08:16Z,5920000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,597.0,,,,,,,,
599,PT00M17.20S,2021-12-02T03:08:40.7Z,4,REGULAR,3pt,Jump Shot,[],1630530,13.61695137976347,95.34313725490196,1610612740,107,139,2021-12-02T03:08:45Z,5930000,-227.0,75.0,1,left,T. Murphy III 3PT  (5 PTS) (K. Lewis Jr. 1 AST),"[1630530, 1630184]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,23.89,Made,5.0,K. Lewis Jr.,1630184.0,1.0,,,,,,,,,,,,,,,
601,PT00M00.00S,2021-12-02T03:09:06.9Z,4,REGULAR,period,end,[],0,,,1610612742,107,139,2021-12-02T03:09:06Z,5950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M00.00S,2021-12-02T03:09:10.4Z,4,REGULAR,game,end,[],0,,,0,107,139,2021-12-02T03:09:10Z,5960000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
