actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
183,PT09M40.00S,2022-02-11T01:12:28.4Z,2,REGULAR,turnover,bad pass,[],1629622,,,1610612748,29,31,2022-02-11T01:12:33Z,1820000,,,0,,M. Strus bad pass TURNOVER (2 TO),"[1629622, 1628984]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,2.0,,,,,,,,,,,,,,,,,Graham,1628984.0
184,PT09M40.00S,2022-02-11T01:12:28.4Z,2,REGULAR,steal,,[],1628984,,,1610612740,29,31,2022-02-11T01:12:30Z,1830000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M36.00S,2022-02-11T01:12:32.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,70.51576872536137,21.568627450980394,1610612740,29,31,2022-02-11T01:18:27Z,1840000,-142.0,225.0,1,right,MISS C. McCollum 26' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,,,26.59,Missed,,,,,,,,,,,,,,,,
186,PT09M32.00S,2022-02-11T01:12:36.0Z,2,REGULAR,rebound,defensive,[],1630209,,,1610612748,29,31,2022-02-11T01:12:36Z,1850000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,,
187,PT09M25.00S,2022-02-11T01:12:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,5.075558475689881,53.18627450980392,1610612748,29,33,2022-02-11T01:19:06Z,1860000,-16.0,-5.0,1,left,O. Yurtseven alley-oop Layup (2 PTS) (K. Lowry 5 AST),"[1630209, 200768]",1610612748.0,MIA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,,,1.66,Made,2.0,K. Lowry,200768.0,5.0,,,,,,,,,,,,
189,PT09M15.00S,2022-02-11T01:12:55.6Z,2,REGULAR,foul,personal,[],1629216,,,1610612740,29,33,2022-02-11T01:13:02Z,1880000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1628984]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,1627962.0,,,,,,,,1.0,0.0,Graham,1628984.0,,,,,,,,
191,PT09M09.00S,2022-02-11T01:13:36.0Z,2,REGULAR,3pt,Jump Shot,[],202066,69.33311432325887,21.568627450980394,1610612740,29,33,2022-02-11T01:13:41Z,1900000,-142.0,236.0,1,right,MISS G. Temple 27' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,27.54,Missed,,,,,,,,,,,,,,,,
192,PT09M05.00S,2022-02-11T01:13:40.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,29,33,2022-02-11T01:13:41Z,1910000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,191.0,2.0,2.0,0.0,,,,
193,PT08M59.00S,2022-02-11T01:13:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,8.229303547963205,48.03921568627451,1610612748,29,35,2022-02-11T01:20:19Z,1920000,10.0,25.0,1,left,B. Adebayo driving floating bank Jump Shot (15 PTS) (K. Lowry 6 AST),"[1628389, 200768]",1610612748.0,MIA,driving floating bank,,,Adebayo,B. Adebayo,,,,,,,2.68,Made,15.0,K. Lowry,200768.0,6.0,,,,,,,,,,,,
195,PT08M51.00S,2022-02-11T01:13:55.2Z,2,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,29,35,2022-02-11T01:14:13Z,1940000,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (2 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,1830.0,2.0,,,,,,,,,,,,,,,,,,
196,PT08M48.00S,2022-02-11T01:14:10.0Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612748,29,35,2022-02-11T01:14:23Z,1950000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Yurtseven 2 FT),"[1629637, 1630209]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,1830.0,,,,,,,,1.0,0.0,Yurtseven,1630209.0,,,,,,,,
198,PT08M48.00S,2022-02-11T01:14:33.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630209,,,1610612748,29,35,2022-02-11T01:14:33Z,1970000,,,0,,MISS O. Yurtseven Free Throw 1 of 2,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,Missed,,,,,,,,,,,,,,,,
199,PT08M48.00S,2022-02-11T01:14:33.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,29,35,2022-02-11T01:14:33Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,
200,PT08M48.00S,2022-02-11T01:14:50.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630209,,,1610612748,29,36,2022-02-11T01:14:50Z,1990000,,,0,,O. Yurtseven Free Throw 2 of 2 (3 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
201,PT08M37.00S,2022-02-11T01:15:02.1Z,2,REGULAR,3pt,Jump Shot,[],1628984,90.22667542706965,3.431372549019608,1610612740,32,36,2022-02-11T01:15:07Z,2000000,-233.0,39.0,1,right,D. Graham 3PT  (5 PTS) (G. Temple 2 AST),"[1628984, 202066]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,23.61,Made,5.0,G. Temple,202066.0,2.0,,,,,,,,,,,,
203,PT08M25.00S,2022-02-11T01:15:14.2Z,2,REGULAR,3pt,Jump Shot,[],200768,10.463206307490145,97.05882352941177,1610612748,32,39,2022-02-11T01:21:55Z,2020000,-235.0,46.0,1,left,K. Lowry 3PT step back (8 PTS),[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,23.97,Made,8.0,,,,,,,,,,,,,,,
204,PT08M14.00S,2022-02-11T01:15:26.2Z,2,REGULAR,2pt,Jump Shot,[],1628984,76.2976346911958,54.166666666666664,1610612740,34,39,2022-02-11T01:15:32Z,2030000,21.0,170.0,1,right,D. Graham 17' step back Jump Shot (7 PTS),[1628984],1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,,,17.16,Made,7.0,,,,,,,,,,,,,,,
205,PT08M04.00S,2022-02-11T01:15:44.8Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,34,39,2022-02-11T01:15:53Z,2040000,,,0,,K. Lowry step out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,step,,,Lowry,K. Lowry,,,,,1830.0,1.0,,,,,,,,,,,,,,,,,,
206,PT08M04.00S,2022-02-11T01:15:48.4Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,34,39,2022-02-11T01:15:51Z,2050000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M04.00S,2022-02-11T01:15:48.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,34,39,2022-02-11T01:15:51Z,2060000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M50.00S,2022-02-11T01:16:10.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202066,95.48291721419186,95.09803921568627,1610612740,37,39,2022-02-11T01:16:15Z,2070000,225.0,-10.0,1,right,G. Temple 3PT  (3 PTS) (C. McCollum 2 AST),"[202066, 203468]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,22.57,Made,3.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,
210,PT07M26.00S,2022-02-11T01:16:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.389618922470433,56.372549019607845,1610612748,37,39,2022-02-11T01:23:37Z,2090000,-32.0,8.0,1,left,MISS B. Adebayo cutting Layup - blocked,"[1628389, 202066]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,3.28,Missed,,,,,,,,,,,,,Temple,202066.0,,
211,PT07M26.00S,2022-02-11T01:16:33.5Z,2,REGULAR,block,,[],202066,,,1610612748,37,39,2022-02-11T01:16:35Z,2100000,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M22.00S,2022-02-11T01:16:37.5Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,37,39,2022-02-11T01:16:37Z,2110000,,,0,,B. Adebayo REBOUND (Off:3 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,210.0,5.0,2.0,3.0,,,,
213,PT07M21.00S,2022-02-11T01:16:39.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200768,32.276609724047304,68.38235294117648,1610612748,37,42,2022-02-11T01:16:42Z,2120000,-92.0,251.0,1,left,K. Lowry 26' 3PT  (11 PTS) (B. Adebayo 1 AST),"[200768, 1628389]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,26.72,Made,11.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,
215,PT07M01.00S,2022-02-11T01:16:58.7Z,2,REGULAR,3pt,Jump Shot,[],202066,95.0886990801577,96.56862745098039,1610612740,37,42,2022-02-11T01:17:05Z,2140000,233.0,-6.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
216,PT06M58.00S,2022-02-11T01:17:01.7Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,37,42,2022-02-11T01:17:05Z,2150000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,215.0,2.0,1.0,1.0,,,,
217,PT06M58.00S,2022-02-11T01:17:04.8Z,2,REGULAR,foul,personal,[],200768,,,1610612740,37,42,2022-02-11T01:17:38Z,2160000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 202685]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,1626301.0,,,,,,,,1.0,0.0,Valanciunas,202685.0,,,,,,,,
219,PT06M58.00S,2022-02-11T01:17:32.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,37,42,2022-02-11T01:17:32Z,2180000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,37,42,2022-02-11T01:19:57Z,2190000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,out,[],200768,,,1610612740,37,42,2022-02-11T01:19:57Z,2200000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612740,37,42,2022-02-11T01:19:57Z,2210000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,out,[],1629622,,,1610612740,37,42,2022-02-11T01:19:57Z,2220000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,out,[],1630209,,,1610612740,37,42,2022-02-11T01:19:57Z,2230000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,37,42,2022-02-11T01:19:57Z,2240000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,in,[],1629130,,,1610612740,37,42,2022-02-11T01:19:57Z,2250000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,in,[],203473,,,1610612740,37,42,2022-02-11T01:19:57Z,2260000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,in,[],200782,,,1610612740,37,42,2022-02-11T01:19:57Z,2270000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M58.00S,2022-02-11T01:19:32.7Z,2,REGULAR,substitution,in,[],202710,,,1610612740,37,42,2022-02-11T01:19:57Z,2280000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M43.00S,2022-02-11T01:20:20.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202685,88.64980289093299,25.0,1610612740,39,42,2022-02-11T01:25:08Z,2290000,-125.0,54.0,1,right,J. Valanciunas 13' turnaround fadeaway Jump Shot (8 PTS),[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,,,13.62,Made,8.0,,,,,,,,,,,,,,,
231,PT06M27.00S,2022-02-11T01:20:37.4Z,2,REGULAR,3pt,Jump Shot,[],203473,27.283180026281208,20.34313725490196,1610612748,39,42,2022-02-11T01:20:42Z,2300000,148.0,204.0,1,left,MISS D. Dedmon 25' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,
232,PT06M22.00S,2022-02-11T01:20:42.4Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,39,42,2022-02-11T01:20:42Z,2310000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,231.0,3.0,2.0,1.0,,,,
233,PT06M07.00S,2022-02-11T01:20:55.9Z,2,REGULAR,3pt,Jump Shot,[],203468,78.9257555847569,7.598039215686274,1610612740,42,42,2022-02-11T01:21:01Z,2320000,-212.0,146.0,1,right,C. McCollum 25' 3PT  (10 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,25.72,Made,10.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,,,
235,PT05M41.00S,2022-02-11T01:21:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,8.360709592641262,37.00980392156863,1610612748,42,44,2022-02-11T01:41:46Z,2340000,65.0,26.0,1,left,D. Robinson 7' driving floating bank Jump Shot (2 PTS),[1629130],1610612748.0,MIA,driving floating bank,,,Robinson,D. Robinson,,,,,,,7.0,Made,2.0,,,,,,,,,,,,,,,
237,PT05M32.00S,2022-02-11T01:21:31.5Z,2,REGULAR,2pt,Jump Shot,[],203468,81.94809461235218,69.85294117647058,1610612740,42,44,2022-02-11T01:26:41Z,2360000,99.0,117.0,1,right,MISS C. McCollum 15' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,15.36,Missed,,,,,,,,,,,,,,,,
238,PT05M32.00S,2022-02-11T01:21:31.5Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,42,44,2022-02-11T01:21:38Z,2370000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,
239,PT05M19.00S,2022-02-11T01:21:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,7.966491458607096,50.49019607843137,1610612748,42,44,2022-02-11T01:21:49Z,2380000,-2.0,22.0,1,left,MISS D. Dedmon cutting Layup,[203473],1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,2.25,Missed,,,,,,,,,,,,,,,,
240,PT05M16.00S,2022-02-11T01:21:48.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,42,44,2022-02-11T01:21:49Z,2390000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,239.0,3.0,2.0,1.0,,,,
241,PT05M09.00S,2022-02-11T01:21:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.11760840998686,46.32352941176471,1610612740,42,44,2022-02-11T01:21:59Z,2400000,-18.0,12.0,1,right,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,2.21,Missed,,,,,,,,,,,,,,,,
242,PT05M09.00S,2022-02-11T01:21:55.9Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,42,44,2022-02-11T01:21:59Z,2410000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,241.0,4.0,2.0,2.0,,,,
243,PT05M09.00S,2022-02-11T01:21:59.4Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612740,42,44,2022-02-11T01:22:14Z,2420000,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Valanciunas 2 FT),"[203473, 202685]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1627962.0,,,,,,,,3.0,0.0,Valanciunas,202685.0,,,,,,,,
245,PT05M09.00S,2022-02-11T01:22:17.2Z,2,REGULAR,foul,technical,['1freethrow'],203473,,,1610612740,42,44,2022-02-11T01:22:26Z,2440000,,,0,,D. Dedmon technical FOUL (1 Tech),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1627962.0,,,,,,,,3.0,1.0,,,,,,,,,,
246,PT05M09.00S,2022-02-11T01:22:27.0Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,43,44,2022-02-11T01:22:27Z,2450000,,,0,,B. Ingram technical Free Throw 1 of 1 (8 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
247,PT05M09.00S,2022-02-11T01:22:59.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,44,44,2022-02-11T01:22:59Z,2460000,,,0,,J. Valanciunas Free Throw 1 of 2 (9 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
248,PT05M09.00S,2022-02-11T01:23:01.6Z,2,REGULAR,substitution,out,[],203468,,,1610612740,44,44,2022-02-11T01:23:19Z,2470000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M09.00S,2022-02-11T01:23:01.6Z,2,REGULAR,substitution,out,[],202066,,,1610612740,44,44,2022-02-11T01:23:19Z,2480000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M09.00S,2022-02-11T01:23:01.6Z,2,REGULAR,substitution,out,[],203473,,,1610612740,44,44,2022-02-11T01:23:19Z,2490000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M09.00S,2022-02-11T01:23:01.6Z,2,REGULAR,substitution,in,[],1629109,,,1610612740,44,44,2022-02-11T01:23:19Z,2500000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M09.00S,2022-02-11T01:23:01.6Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,44,44,2022-02-11T01:23:19Z,2510000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M09.00S,2022-02-11T01:23:01.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612740,44,44,2022-02-11T01:23:19Z,2520000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M09.00S,2022-02-11T01:23:24.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,45,44,2022-02-11T01:23:24Z,2530000,,,0,,J. Valanciunas Free Throw 2 of 2 (10 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
255,PT04M57.00S,2022-02-11T01:23:42.1Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,45,44,2022-02-11T01:24:02Z,2540000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1630529]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,1.0,,,,,,,,,,,,,,,,,Jones,1630529.0
256,PT04M57.00S,2022-02-11T01:23:42.1Z,2,REGULAR,steal,,[],1630529,,,1610612740,45,44,2022-02-11T01:23:44Z,2550000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M52.00S,2022-02-11T01:23:46.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,92.32917214191852,51.225490196078425,1610612740,47,44,2022-02-11T01:23:57Z,2560000,6.0,20.0,1,right,H. Jones running DUNK (5 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,,,2.05,Made,5.0,,,,,,,,,,,,,,,
258,PT04M36.00S,2022-02-11T01:24:09.9Z,2,REGULAR,turnover,bad pass,[],200782,,,1610612748,47,44,2022-02-11T01:24:14Z,2570000,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 1629109]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,1.0,,,,,,,,,,,,,,,,,Clark,1629109.0
259,PT04M36.00S,2022-02-11T01:24:09.9Z,2,REGULAR,steal,,[],1629109,,,1610612740,47,44,2022-02-11T01:24:12Z,2580000,,,0,,G. Clark STEAL (2 STL),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M24.00S,2022-02-11T01:24:21.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,74.06373193166885,84.06862745098039,1610612740,47,44,2022-02-11T01:24:25Z,2590000,170.0,191.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,25.61,Missed,,,,,,,,,,,,,,,,
261,PT04M22.00S,2022-02-11T01:24:23.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,47,44,2022-02-11T01:24:25Z,2600000,,,0,,B. Adebayo REBOUND (Off:3 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,260.0,6.0,3.0,3.0,,,,
262,PT04M17.00S,2022-02-11T01:24:28.8Z,2,REGULAR,3pt,Jump Shot,[],1629216,2.9730617608409986,95.09803921568627,1610612748,47,44,2022-02-11T01:24:36Z,2610000,-225.0,-25.0,1,left,MISS G. Vincent 3PT - blocked,"[1629216, 1630529]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,22.68,Missed,,,,,,,,,,,,,Jones,1630529.0,,
263,PT04M17.00S,2022-02-11T01:24:28.8Z,2,REGULAR,block,,[],1630529,,,1610612748,47,44,2022-02-11T01:24:32Z,2620000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M17.00S,2022-02-11T01:24:28.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,47,44,2022-02-11T01:24:36Z,2630000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,,
265,PT04M17.00S,2022-02-11T01:24:36.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,47,44,2022-02-11T01:24:36Z,2640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M17.00S,2022-02-11T01:24:42.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,47,44,2022-02-11T01:24:42Z,2650000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M17.00S,2022-02-11T01:26:54.2Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,47,44,2022-02-11T01:27:14Z,2660000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M17.00S,2022-02-11T01:26:54.2Z,2,REGULAR,substitution,out,[],200782,,,1610612748,47,44,2022-02-11T01:27:14Z,2670000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M17.00S,2022-02-11T01:26:54.2Z,2,REGULAR,substitution,in,[],200768,,,1610612748,47,44,2022-02-11T01:27:14Z,2680000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M17.00S,2022-02-11T01:26:54.2Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,47,44,2022-02-11T01:27:14Z,2690000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
