actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
264,PT02M06.00S,2021-11-20T01:54:51.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,88.25558475689881,47.549019607843135,1610612746,39,50,2021-11-20T01:54:59Z,2620000,-12.0,58.0,1,right,I. Zubac Jump Shot (6 PTS) (P. George 3 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,5.92,Made,6.0,,,,,,,,P. George,202331.0,3.0,,,,,,,
265,PT01M55.00S,2021-11-20T01:55:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,4.5499342969776615,45.09803921568628,1610612740,41,50,2021-11-20T01:55:07Z,2630000,25.0,-10.0,1,left,N. Alexander-Walker driving Layup (8 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,2.64,Made,8.0,,,,,,,,,,,,,,,,,
266,PT01M41.00S,2021-11-20T01:55:23.2Z,2,REGULAR,foul,personal,[],1629638,,,1610612746,41,50,2021-11-20T01:55:34Z,2640000,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 202704]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Jackson,202704.0,,
268,PT01M33.00S,2021-11-20T01:55:45.1Z,2,REGULAR,2pt,Jump Shot,[],202704,73.53810775295663,35.53921568627451,1610612746,41,50,2021-11-20T01:55:51Z,2660000,-72.0,196.0,1,right,MISS R. Jackson 20' Jump Shot,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,20.91,Missed,,,,,,,,,,,,,,,,,,
269,PT01M29.00S,2021-11-20T01:55:49.1Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,41,50,2021-11-20T01:55:51Z,2670000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,,,
270,PT01M11.00S,2021-11-20T01:56:06.8Z,2,REGULAR,3pt,Jump Shot,[],1629638,3.630091984231275,96.32352941176471,1610612740,41,50,2021-11-20T01:56:11Z,2680000,-232.0,-18.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,
271,PT01M08.00S,2021-11-20T01:56:09.2Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,41,50,2021-11-20T01:56:09Z,2690000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,270.0,6.0,5.0,1.0,,,,,,,,,,,,,
272,PT01M05.00S,2021-11-20T01:56:13.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202704,93.9060446780552,52.69607843137255,1610612746,41,52,2021-11-20T01:56:50Z,2700000,13.0,5.0,1,right,R. Jackson running reverse Layup (4 PTS) (I. Zubac 3 AST),"[202704, 1627826]",1610612746.0,LAC,running reverse,,,Jackson,R. Jackson,,,,,1.43,Made,4.0,,,,,,,,I. Zubac,1627826.0,3.0,,,,,,,
273,PT00M58.00S,2021-11-20T01:56:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612740,41,52,2021-11-20T01:56:38Z,2710000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Hayes 2 FT),"[1627826, 1629637]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Hayes,1629637.0,,
276,PT00M58.00S,2021-11-20T01:56:42.2Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,42,52,2021-11-20T01:56:42Z,2730000,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
277,PT00M58.00S,2021-11-20T01:56:46.5Z,2,REGULAR,substitution,out,[],1627742,,,1610612740,42,52,2021-11-20T01:56:57Z,2740000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
278,PT00M58.00S,2021-11-20T01:56:46.5Z,2,REGULAR,substitution,in,[],202066,,,1610612740,42,52,2021-11-20T01:56:57Z,2750000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
279,PT00M58.00S,2021-11-20T01:57:05.7Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,43,52,2021-11-20T01:57:05Z,2760000,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
280,PT00M46.50S,2021-11-20T01:57:21.6Z,2,REGULAR,3pt,Jump Shot,[],202331,69.59592641261499,73.0392156862745,1610612746,43,55,2021-11-20T01:57:26Z,2770000,115.0,233.0,1,right,P. George 26' 3PT  (12 PTS) (E. Bledsoe 2 AST),"[202331, 202339]",1610612746.0,LAC,,,,George,P. George,,,,,26.02,Made,12.0,,,,,,,,E. Bledsoe,202339.0,2.0,,,,,,,
282,PT00M32.10S,2021-11-20T01:57:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629638,25.312089356110377,84.06862745098039,1610612740,43,55,2021-11-20T01:57:43Z,2790000,-170.0,185.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
283,PT00M29.70S,2021-11-20T01:57:41.9Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,43,55,2021-11-20T01:57:43Z,2800000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,
284,PT00M28.00S,2021-11-20T01:57:43.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202331,72.7496714848883,79.41176470588235,1610612746,43,55,2021-11-20T01:57:51Z,2810000,147.0,204.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,
285,PT00M24.10S,2021-11-20T01:57:47.5Z,2,REGULAR,rebound,offensive,[],201587,,,1610612746,43,55,2021-11-20T01:57:47Z,2820000,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,284.0,1.0,0.0,1.0,,,,,,,,,,,,,
286,PT00M11.30S,2021-11-20T01:58:01.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202331,72.7496714848883,79.90196078431373,1610612746,43,55,2021-11-20T01:59:55Z,2830000,150.0,204.0,1,right,MISS P. George 25' 3PT - blocked,"[202331, 1630529]",1610612746.0,LAC,,,,George,P. George,,,,,25.27,Missed,,,,,,,,,,,,,,,,,Jones,1630529.0
287,PT00M11.30S,2021-11-20T01:58:01.3Z,2,REGULAR,block,,[],1630529,,,1610612746,43,55,2021-11-20T01:58:04Z,2840000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
288,PT00M11.20S,2021-11-20T01:58:01.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,43,55,2021-11-20T01:59:55Z,2850000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,
289,PT00M11.20S,2021-11-20T01:58:13.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,43,55,2021-11-20T01:58:21Z,2860000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,1198.0,,,,,,
290,PT00M11.20S,2021-11-20T01:58:18.9Z,2,REGULAR,substitution,out,[],202066,,,1610612740,43,55,2021-11-20T01:58:25Z,2870000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M11.20S,2021-11-20T01:58:18.9Z,2,REGULAR,substitution,out,[],1627826,,,1610612740,43,55,2021-11-20T01:58:25Z,2880000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M11.20S,2021-11-20T01:58:18.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,43,55,2021-11-20T01:58:25Z,2890000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M11.20S,2021-11-20T01:58:18.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612740,43,55,2021-11-20T01:58:25Z,2900000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M01.00S,2021-11-20T01:58:45.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630184,33.722076215505915,33.57843137254902,1610612740,43,55,2021-11-20T01:58:54Z,2910000,82.0,264.0,1,left,MISS K. Lewis Jr. 27' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,27.69,Missed,,,,,,,,,,,,,,,,,,
295,PT00M01.00S,2021-11-20T01:58:45.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,43,55,2021-11-20T01:58:54Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,
296,PT00M00.00S,2021-11-20T01:58:55.0Z,2,REGULAR,period,end,[],0,,,1610612740,43,55,2021-11-20T01:58:55Z,2930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,43,55,2021-11-20T02:14:11Z,2940000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,43,55,2021-11-20T02:14:11Z,2950000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,out,['startperiod'],1630184,,,1610612740,43,55,2021-11-20T02:14:11Z,2960000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,out,['startperiod'],1629611,,,1610612740,43,55,2021-11-20T02:14:11Z,2970000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,43,55,2021-11-20T02:14:11Z,2980000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,43,55,2021-11-20T02:14:11Z,2990000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,in,['startperiod'],203107,,,1610612740,43,55,2021-11-20T02:14:11Z,3000000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-11-20T02:13:51.5Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612740,43,55,2021-11-20T02:14:11Z,3010000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-11-20T02:14:02.4Z,3,REGULAR,period,start,[],0,,,1610612740,43,55,2021-11-20T02:14:12Z,3020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M38.00S,2021-11-20T02:14:23.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,94.1688567674113,50.245098039215684,1610612740,45,55,2021-11-20T02:14:32Z,3030000,1.0,2.0,1,right,J. Valanciunas cutting DUNK (13 PTS) (T. Satoransky 2 AST),"[202685, 203107]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,0.26,Made,13.0,,,,,,,,T. Satoransky,203107.0,2.0,,,,,,,
310,PT11M11.00S,2021-11-20T02:14:49.5Z,3,REGULAR,3pt,Jump Shot,[],202704,24.78646517739816,83.33333333333334,1610612746,45,55,2021-11-20T02:14:56Z,3050000,-167.0,180.0,1,left,MISS R. Jackson 24' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,
311,PT11M09.00S,2021-11-20T02:14:51.5Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,45,55,2021-11-20T02:14:56Z,3060000,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,310.0,6.0,6.0,0.0,,,,,,,,,,,,,
312,PT11M04.00S,2021-11-20T02:14:57.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,69.07030223390277,67.40196078431373,1610612740,48,55,2021-11-20T02:16:26Z,3070000,87.0,238.0,1,right,B. Ingram 25' 3PT pullup (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,25.36,Made,8.0,,,,,,,,,,,,,,,,,
313,PT10M38.00S,2021-11-20T02:15:22.4Z,3,REGULAR,2pt,Jump Shot,[],202339,20.45006570302234,24.754901960784316,1610612746,48,55,2021-11-20T02:15:30Z,3080000,126.0,140.0,1,left,MISS E. Bledsoe 18' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,18.83,Missed,,,,,,,,,,,,,,,,,,
314,PT10M36.00S,2021-11-20T02:15:24.4Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612740,48,55,2021-11-20T02:15:30Z,3090000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,313.0,3.0,3.0,0.0,,,,,,,,,,,,,
315,PT10M30.00S,2021-11-20T02:15:31.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202685,70.90998685939553,77.69607843137256,1610612740,51,55,2021-11-20T02:15:39Z,3100000,138.0,221.0,1,right,J. Valanciunas 26' 3PT  (16 PTS) (J. Hart 2 AST),"[202685, 1628404]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.07,Made,16.0,,,,,,,,J. Hart,1628404.0,2.0,,,,,,,
317,PT10M15.00S,2021-11-20T02:15:47.0Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,51,55,2021-11-20T02:17:11Z,3120000,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 1628404]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,3.0,Hart,1628404.0,,,,,,,,,,
318,PT10M15.00S,2021-11-20T02:15:47.0Z,3,REGULAR,steal,,[],1628404,,,1610612740,51,55,2021-11-20T02:15:49Z,3130000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
319,PT10M11.00S,2021-11-20T02:15:50.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,93.77463863337714,51.71568627450981,1610612740,53,55,2021-11-20T02:17:17Z,3140000,9.0,6.0,1,right,J. Hart running Layup (6 PTS),[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,1.05,Made,6.0,,,,,,,,,,,,,,,,,
320,PT09M52.00S,2021-11-20T02:16:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,15.719448094612352,59.80392156862745,1610612746,53,57,2021-11-20T02:16:19Z,3150000,-49.0,95.0,1,left,P. George 10' Jump Shot (14 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,10.72,Made,14.0,,,,,,,,,,,,,,,,,
321,PT09M33.00S,2021-11-20T02:16:28.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,87.86136662286465,49.754901960784316,1610612740,53,57,2021-11-20T02:16:34Z,3160000,-1.0,62.0,1,right,MISS T. Satoransky 6' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,6.16,Missed,,,,,,,,,,,,,,,,,,
322,PT09M30.00S,2021-11-20T02:16:31.0Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,53,57,2021-11-20T02:16:31Z,3170000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,321.0,3.0,3.0,0.0,,,,,,,,,,,,,
323,PT09M20.00S,2021-11-20T02:16:45.4Z,3,REGULAR,foul,personal,[],1628404,,,1610612746,53,57,2021-11-20T02:16:54Z,3180000,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 202331]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,George,202331.0,,
325,PT09M12.00S,2021-11-20T02:17:13.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,6.1268068331143235,53.431372549019606,1610612746,53,59,2021-11-20T02:17:19Z,3200000,-17.0,5.0,1,left,P. George driving Layup (16 PTS) (I. Zubac 4 AST),"[202331, 1627826]",1610612746.0,LAC,driving,,,George,P. George,,,,,1.79,Made,16.0,,,,,,,,I. Zubac,1627826.0,4.0,,,,,,,
327,PT08M57.00S,2021-11-20T02:17:28.8Z,3,REGULAR,3pt,Jump Shot,[],1627742,67.62483574244416,30.88235294117647,1610612740,56,59,2021-11-20T02:17:33Z,3220000,-96.0,252.0,1,right,B. Ingram 26' 3PT  (11 PTS) (J. Hart 3 AST),"[1627742, 1628404]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.93,Made,11.0,,,,,,,,J. Hart,1628404.0,3.0,,,,,,,
329,PT08M43.00S,2021-11-20T02:17:41.5Z,3,REGULAR,3pt,Jump Shot,[],202331,31.61957950065703,45.588235294117645,1610612746,56,59,2021-11-20T02:17:46Z,3240000,22.0,245.0,1,left,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,
330,PT08M39.00S,2021-11-20T02:17:45.5Z,3,REGULAR,rebound,defensive,[],203107,,,1610612740,56,59,2021-11-20T02:24:17Z,3250000,,,0,,T. Satoransky REBOUND (Off:1 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,329.0,3.0,2.0,1.0,,,,,,,,,,,,,
331,PT08M35.00S,2021-11-20T02:17:49.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628404,76.69185282522996,90.93137254901961,1610612740,56,59,2021-11-20T02:17:54Z,3260000,205.0,167.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,
332,PT08M32.00S,2021-11-20T02:17:52.5Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,56,59,2021-11-20T02:17:54Z,3270000,,,0,,I. Zubac REBOUND (Off:1 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,331.0,7.0,6.0,1.0,,,,,,,,,,,,,
333,PT08M27.00S,2021-11-20T02:18:06.8Z,3,REGULAR,foul,personal,[],203107,,,1610612746,56,59,2021-11-20T02:18:16Z,3280000,,,0,,T. Satoransky personal FOUL (2 PF),"[203107, 202339]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Bledsoe,202339.0,,
335,PT08M20.00S,2021-11-20T02:18:24.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.521024967148489,48.28431372549019,1610612746,56,61,2021-11-20T02:18:29Z,3300000,9.0,9.0,1,left,I. Zubac cutting DUNK (8 PTS) (P. George 4 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,1.23,Made,8.0,,,,,,,,P. George,202331.0,4.0,,,,,,,
337,PT07M57.00S,2021-11-20T02:18:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203107,93.9060446780552,51.9607843137255,1610612740,58,61,2021-11-20T02:18:57Z,3320000,10.0,5.0,1,right,T. Satoransky reverse Layup (4 PTS) (J. Valanciunas 1 AST),"[203107, 202685]",1610612740.0,NOP,reverse,,,Satoransky,T. Satoransky,,,,,1.09,Made,4.0,,,,,,,,J. Valanciunas,202685.0,1.0,,,,,,,
339,PT07M45.00S,2021-11-20T02:18:59.8Z,3,REGULAR,3pt,Jump Shot,[],202704,21.895532194480946,10.294117647058822,1610612746,58,61,2021-11-20T02:19:11Z,3340000,199.0,153.0,1,left,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
340,PT07M42.00S,2021-11-20T02:19:02.8Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,58,61,2021-11-20T02:19:11Z,3350000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,339.0,4.0,4.0,0.0,,,,,,,,,,,,,
341,PT07M31.00S,2021-11-20T02:19:13.5Z,3,REGULAR,3pt,Jump Shot,[],202685,73.53810775295663,83.08823529411765,1610612740,58,61,2021-11-20T02:19:20Z,3360000,165.0,196.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
342,PT07M26.00S,2021-11-20T02:19:18.5Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,58,61,2021-11-20T02:23:50Z,3370000,,,0,,E. Bledsoe REBOUND (Off:0 Def:4),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,341.0,4.0,4.0,0.0,,,,,,,,,,,,,
343,PT07M19.00S,2021-11-20T02:19:25.7Z,3,REGULAR,3pt,Jump Shot,[],201587,7.5722733245729295,95.34313725490196,1610612746,58,61,2021-11-20T02:19:30Z,3380000,-227.0,19.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,22.75,Missed,,,,,,,,,,,,,,,,,,
344,PT07M15.00S,2021-11-20T02:19:29.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,58,61,2021-11-20T02:19:30Z,3390000,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,343.0,7.0,5.0,2.0,,,,,,,,,,,,,
345,PT07M07.00S,2021-11-20T02:19:40.1Z,3,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,58,61,2021-11-20T02:19:46Z,3400000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (4 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,,,,,,,,4.0,,,,,,1148.0,,,,,,
346,PT06M46.00S,2021-11-20T02:20:17.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,58,61,2021-11-20T02:20:17Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M46.00S,2021-11-20T02:20:23.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,58,61,2021-11-20T02:20:23Z,3420000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT06M46.00S,2021-11-20T02:23:05.3Z,3,REGULAR,substitution,out,[],1629638,,,1610612746,58,61,2021-11-20T02:23:10Z,3430000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
349,PT06M46.00S,2021-11-20T02:23:05.3Z,3,REGULAR,substitution,in,[],1630529,,,1610612746,58,61,2021-11-20T02:23:10Z,3440000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
350,PT06M41.00S,2021-11-20T02:23:26.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202331,27.54599211563732,30.637254901960787,1610612746,58,61,2021-11-20T02:23:40Z,3450000,97.0,206.0,1,left,MISS P. George 22' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
351,PT06M40.00S,2021-11-20T02:23:32.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,58,61,2021-11-20T02:23:32Z,3460000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,
352,PT06M40.00S,2021-11-20T02:23:34.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,58,61,2021-11-20T02:23:34Z,3470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT06M28.00S,2021-11-20T02:23:49.2Z,3,REGULAR,3pt,Jump Shot,[],1627742,67.09921156373193,30.392156862745097,1610612740,61,61,2021-11-20T02:23:55Z,3480000,-98.0,257.0,1,right,B. Ingram 27' 3PT pullup (14 PTS) (J. Hart 4 AST),"[1627742, 1628404]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,27.49,Made,14.0,,,,,,,,J. Hart,1628404.0,4.0,,,,,,,
