actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
279,PT06M02.00S,2022-01-12T01:56:32.4Z,2,REGULAR,substitution,in,[],1629109,,,1610612750,46,46,2022-01-12T01:57:18Z,2770000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M02.00S,2022-01-12T01:56:32.4Z,2,REGULAR,substitution,in,[],1630631,,,1610612750,46,46,2022-01-12T01:57:18Z,2780000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M02.00S,2022-01-12T01:56:32.4Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,46,46,2022-01-12T01:57:18Z,2790000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M50.00S,2022-01-12T01:57:41.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,7.440867279894875,37.745098039215684,1610612750,46,48,2022-01-12T02:08:58Z,2800000,61.0,17.0,1,left,K. Towns 6' driving Hook (11 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,6.37,Made,11.0,,,,,,,,,,,,,,,
284,PT05M35.00S,2022-01-12T01:57:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,93.77463863337714,52.94117647058824,1610612740,48,48,2022-01-12T01:58:41Z,2820000,15.0,6.0,1,right,J. Hayes cutting Layup (4 PTS) (B. Ingram 3 AST),"[1629637, 1627742]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,1.59,Made,4.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,
286,PT05M35.00S,2022-01-12T01:58:02.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630162,,,1610612740,48,48,2022-01-12T01:58:08Z,2840000,,,0,,A. Edwards shooting personal FOUL (2 PF) (Hayes 1 FT),"[1630162, 1629637]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,1627961.0,2.0,0.0,Hayes,1629637.0,,,,,,,
288,PT05M35.00S,2022-01-12T01:58:27.4Z,2,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,49,48,2022-01-12T01:58:27Z,2860000,,,0,,J. Hayes Free Throw 1 of 1 (5 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
289,PT05M18.00S,2022-01-12T01:58:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,16.507884362680684,48.77450980392157,1610612750,49,48,2022-01-12T02:22:30Z,2870000,6.0,103.0,1,left,MISS D. Russell 10' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,10.29,Missed,,,,,,,,,,,,,,,,
290,PT05M16.00S,2022-01-12T01:58:47.1Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,49,48,2022-01-12T01:58:49Z,2880000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,289.0,1.0,1.0,0.0,,,
291,PT05M13.00S,2022-01-12T01:58:50.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629637,93.38042049934296,49.754901960784316,1610612740,51,48,2022-01-12T02:22:40Z,2890000,-1.0,10.0,1,right,J. Hayes cutting DUNK (7 PTS) (N. Alexander-Walker 3 AST),"[1629637, 1629638]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,0.98,Made,7.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,
293,PT04M58.00S,2022-01-12T01:59:04.6Z,2,REGULAR,3pt,Jump Shot,[],1630162,32.802233902759525,46.568627450980394,1610612750,51,51,2022-01-12T01:59:09Z,2910000,17.0,256.0,1,left,A. Edwards 25' 3PT  (3 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,25.64,Made,3.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,
295,PT04M37.00S,2022-01-12T01:59:26.9Z,2,REGULAR,3pt,Jump Shot,[],1630631,68.67608409986859,12.745098039215685,1610612740,51,51,2022-01-12T01:59:44Z,2930000,-186.0,242.0,1,right,MISS J. Alvarado 30' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,30.53,Missed,,,,,,,,,,,,,,,,
296,PT04M33.00S,2022-01-12T01:59:30.2Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,51,51,2022-01-12T01:59:30Z,2940000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,295.0,1.0,1.0,0.0,,,
297,PT04M19.00S,2022-01-12T01:59:44.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,10.068988173455978,94.85294117647058,1610612750,51,54,2022-01-12T01:59:49Z,2950000,-224.0,42.0,1,left,M. Beasley 3PT  (9 PTS) (A. Edwards 4 AST),"[1627736, 1630162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,22.82,Made,9.0,A. Edwards,1630162.0,4.0,,,,,,,,,,,,
299,PT04M00.00S,2022-01-12T02:00:03.2Z,2,REGULAR,3pt,Jump Shot,[],1629109,94.1688567674113,95.34313725490196,1610612740,54,54,2022-01-12T02:00:09Z,2970000,227.0,2.0,1,right,G. Clark 3PT  (6 PTS) (B. Ingram 4 AST),"[1629109, 1627742]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,22.67,Made,6.0,B. Ingram,1627742.0,4.0,,,,,,,,,,,,
301,PT03M42.00S,2022-01-12T02:00:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.601182654402102,48.03921568627451,1610612750,54,56,2022-01-12T02:22:48Z,2990000,10.0,0.0,1,left,A. Edwards driving Layup (5 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,0.98,Made,5.0,,,,,,,,,,,,,,,
302,PT03M26.00S,2022-01-12T02:00:37.3Z,2,REGULAR,2pt,Jump Shot,[],1627742,81.94809461235218,75.73529411764706,1610612740,54,56,2022-01-12T02:13:36Z,3000000,129.0,117.0,1,right,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,17.41,Missed,,,,,,,,,,,,,,,,
303,PT03M23.00S,2022-01-12T02:00:40.3Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,54,56,2022-01-12T02:00:42Z,3010000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,302.0,2.0,2.0,0.0,,,
304,PT03M20.00S,2022-01-12T02:00:44.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627736,6.783837056504599,49.50980392156863,1610612750,54,56,2022-01-12T02:22:58Z,3020000,2.0,11.0,1,left,MISS M. Beasley running DUNK,[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,1.16,Missed,,,,,,,,,,,,,,,,
305,PT03M17.00S,2022-01-12T02:00:47.4Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,54,56,2022-01-12T02:22:58Z,3030000,,,0,,G. Clark REBOUND (Off:0 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,304.0,1.0,1.0,0.0,,,
306,PT03M12.00S,2022-01-12T02:00:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629637,93.64323258869908,49.50980392156863,1610612740,56,56,2022-01-12T02:00:57Z,3040000,-2.0,7.0,1,right,J. Hayes cutting Layup (9 PTS) (J. Alvarado 2 AST),"[1629637, 1630631]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,0.77,Made,9.0,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,
308,PT02M53.00S,2022-01-12T02:01:10.3Z,2,REGULAR,3pt,Jump Shot,[],1630162,19.793035479632064,92.15686274509804,1610612750,56,56,2022-01-12T02:14:38Z,3060000,-211.0,134.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,24.96,Missed,,,,,,,,,,,,,,,,
309,PT02M50.00S,2022-01-12T02:01:13.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,56,56,2022-01-12T02:01:20Z,3070000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,
310,PT02M50.00S,2022-01-12T02:01:18.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,56,56,2022-01-12T02:01:18Z,3080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M50.00S,2022-01-12T02:01:22.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,56,56,2022-01-12T02:01:22Z,3090000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,out,[],1629109,,,1610612750,56,56,2022-01-12T02:03:59Z,3100000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,out,[],1630631,,,1610612750,56,56,2022-01-12T02:03:59Z,3110000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,56,56,2022-01-12T02:03:59Z,3120000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,56,56,2022-01-12T02:03:59Z,3130000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,in,[],1628984,,,1610612750,56,56,2022-01-12T02:03:59Z,3140000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,in,[],1628404,,,1610612750,56,56,2022-01-12T02:03:59Z,3150000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,56,56,2022-01-12T02:03:59Z,3160000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M50.00S,2022-01-12T02:03:36.6Z,2,REGULAR,substitution,in,[],201976,,,1610612750,56,56,2022-01-12T02:03:59Z,3170000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M43.00S,2022-01-12T02:04:23.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,30.042706964520367,75.49019607843137,1610612750,56,56,2022-01-12T02:04:29Z,3180000,-127.0,230.0,1,left,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
321,PT02M41.00S,2022-01-12T02:04:25.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,56,56,2022-01-12T02:04:29Z,3190000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,
322,PT02M41.00S,2022-01-12T02:04:29.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,56,56,2022-01-12T02:04:29Z,3200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M19.00S,2022-01-12T02:05:03.0Z,2,REGULAR,foul,offensive,[],1627742,,,1610612740,56,56,2022-01-12T02:23:05Z,3210000,,,0,,B. Ingram offensive FOUL (1 PF),"[1627742, 1629020]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,201638.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,
325,PT02M19.00S,2022-01-12T02:05:03.0Z,2,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,56,56,2022-01-12T02:05:03Z,3230000,,,0,,B. Ingram offensive foul TURNOVER (2 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,2.0,,,,,,,,,201638.0,,,,,,,,,,,
326,PT02M01.00S,2022-01-12T02:05:39.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201976,5.732588699080158,53.92156862745098,1610612750,56,56,2022-01-12T02:16:56Z,3240000,-20.0,1.0,1,left,MISS P. Beverley cutting Layup,[201976],1610612750.0,MIN,cutting,,,Beverley,P. Beverley,,,,,,,,1.96,Missed,,,,,,,,,,,,,,,,
327,PT01M57.00S,2022-01-12T02:05:42.1Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,56,56,2022-01-12T02:05:42Z,3250000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,326.0,2.0,2.0,0.0,,,
328,PT01M54.00S,2022-01-12T02:05:46.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,93.24901445466492,50.73529411764706,1610612740,58,56,2022-01-12T02:23:18Z,3260000,4.0,11.0,1,right,J. Hayes reverse DUNK (11 PTS) (B. Ingram 5 AST),"[1629637, 1627742]",1610612740.0,NOP,reverse,,,Hayes,J. Hayes,,,,,,,,1.16,Made,11.0,B. Ingram,1627742.0,5.0,,,,,,,,,,,,
330,PT01M41.00S,2022-01-12T02:06:09.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,58,56,2022-01-12T02:06:09Z,3280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M30.00S,2022-01-12T02:06:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,30.436925098554536,61.274509803921575,1610612750,58,59,2022-01-12T02:07:16Z,3290000,-56.0,234.0,1,left,A. Edwards 24' 3PT  (8 PTS) (K. Towns 3 AST),"[1630162, 1626157]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,24.03,Made,8.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,
333,PT01M06.00S,2022-01-12T02:06:50.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,93.9060446780552,50.245098039215684,1610612740,60,59,2022-01-12T02:23:26Z,3310000,1.0,5.0,1,right,B. Ingram driving DUNK (14 PTS) (J. Hart 3 AST),"[1627742, 1628404]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,0.49,Made,14.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,
335,PT00M55.90S,2022-01-12T02:07:07.0Z,2,REGULAR,foul,personal,[],1629637,,,1610612750,60,59,2022-01-12T02:07:10Z,3330000,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 1626157]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,1627961.0,2.0,0.0,Towns,1626157.0,,,,,,,
337,PT00M48.90S,2022-01-12T02:07:35.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,20.581471747700395,9.803921568627452,1610612750,60,59,2022-01-12T02:18:50Z,3350000,201.0,141.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,24.55,Missed,,,,,,,,,,,,,,,,
338,PT00M45.00S,2022-01-12T02:07:39.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,60,59,2022-01-12T02:07:39Z,3360000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,337.0,1.0,1.0,0.0,,,
339,PT00M40.70S,2022-01-12T02:07:43.7Z,2,REGULAR,3pt,Jump Shot,[],1628404,79.71419185282524,8.088235294117647,1610612740,63,59,2022-01-12T02:07:51Z,3370000,-210.0,138.0,1,right,J. Hart 25' 3PT  (7 PTS) (N. Alexander-Walker 4 AST),"[1628404, 1629638]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,25.11,Made,7.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,,,,,
341,PT00M28.10S,2022-01-12T02:08:00.5Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,63,59,2022-01-12T02:08:04Z,3390000,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 1629638]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,3.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,,,,
342,PT00M28.10S,2022-01-12T02:08:00.5Z,2,REGULAR,steal,,[],1629638,,,1610612740,63,59,2022-01-12T02:08:02Z,3400000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M23.60S,2022-01-12T02:08:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,91.80354796320631,47.794117647058826,1610612740,65,59,2022-01-12T02:08:10Z,3410000,-11.0,25.0,1,right,J. Hart cutting Layup (9 PTS) (N. Alexander-Walker 5 AST),"[1628404, 1629638]",1610612740.0,NOP,cutting,,,Hart,J. Hart,,,,,,,,2.69,Made,9.0,N. Alexander-Walker,1629638.0,5.0,,,,,,,,,,,,
345,PT00M02.90S,2022-01-12T02:08:30.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,29.25427069645204,14.705882352941178,1610612750,65,59,2022-01-12T02:20:12Z,3430000,176.0,222.0,1,left,MISS A. Edwards 28' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,28.4,Missed,,,,,,,,,,,,,,,,
346,PT00M02.90S,2022-01-12T02:08:30.0Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,65,59,2022-01-12T02:08:35Z,3440000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,345.0,1.0,0.0,1.0,,,
347,PT00M00.00S,2022-01-12T02:08:34.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630183,19.136005256241788,30.88235294117647,1610612750,65,59,2022-01-12T02:08:38Z,3450000,96.0,127.0,1,left,MISS J. McDaniels 15' floating Shot,[1630183],1610612750.0,MIN,floating,,,McDaniels,J. McDaniels,,,,,,,,15.93,Missed,,,,,,,,,,,,,,,,
348,PT00M00.00S,2022-01-12T02:08:36.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,65,59,2022-01-12T02:08:36Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,,
349,PT00M00.00S,2022-01-12T02:08:36.9Z,2,REGULAR,period,end,[],0,,,1610612750,65,59,2022-01-12T02:08:37Z,3470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-01-12T02:23:16.5Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612750,65,59,2022-01-12T02:23:56Z,3480000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-01-12T02:23:16.5Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612750,65,59,2022-01-12T02:23:56Z,3490000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-01-12T02:23:16.5Z,3,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,65,59,2022-01-12T02:23:56Z,3500000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-01-12T02:23:16.5Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612750,65,59,2022-01-12T02:23:56Z,3510000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-01-12T02:23:16.5Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612750,65,59,2022-01-12T02:23:56Z,3520000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-01-12T02:23:16.5Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,65,59,2022-01-12T02:23:56Z,3530000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-01-12T02:24:01.0Z,3,REGULAR,period,start,[],0,,,1610612750,65,59,2022-01-12T02:24:01Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M40.00S,2022-01-12T02:24:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,93.38042049934296,46.32352941176471,1610612750,65,59,2022-01-12T02:24:25Z,3550000,-18.0,10.0,1,right,MISS J. Vanderbilt reverse Layup,[1629020],1610612750.0,MIN,reverse,,,Vanderbilt,J. Vanderbilt,,,,,,,,2.08,Missed,,,,,,,,,,,,,,,,
358,PT11M37.00S,2022-01-12T02:24:22.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,65,59,2022-01-12T02:24:25Z,3560000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,357.0,5.0,4.0,1.0,,,
359,PT11M35.00S,2022-01-12T02:24:25.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,5.338370565045992,45.34313725490196,1610612740,67,59,2022-01-12T02:26:16Z,3570000,23.0,-2.0,1,left,J. Hart running Layup (11 PTS),[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,,,,2.34,Made,11.0,,,,,,,,,,,,,,,
360,PT11M24.00S,2022-01-12T02:24:42.0Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612750,67,59,2022-01-12T02:24:54Z,3580000,,,0,,J. Hart shooting personal FOUL (2 PF) (Vanderbilt 2 FT),"[1628404, 1629020]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,,,1627529.0,2.0,0.0,Vanderbilt,1629020.0,,,,,,,
362,PT11M24.00S,2022-01-12T02:25:00.3Z,3,REGULAR,freethrow,1 of 2,[],1629020,,,1610612750,67,59,2022-01-12T02:25:00Z,3600000,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,Missed,,,,,,,,,,,,,,,,
363,PT11M24.00S,2022-01-12T02:25:00.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,67,59,2022-01-12T02:25:00Z,3610000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,362.0,,,,,,
364,PT11M24.00S,2022-01-12T02:25:13.6Z,3,REGULAR,freethrow,2 of 2,[],1629020,,,1610612750,67,60,2022-01-12T02:25:13Z,3620000,,,0,,J. Vanderbilt Free Throw 2 of 2 (8 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
365,PT11M12.00S,2022-01-12T02:25:26.7Z,3,REGULAR,3pt,Jump Shot,[],1628404,22.28975032851511,90.93137254901961,1610612740,67,60,2022-01-12T02:25:31Z,3630000,-205.0,157.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,,
366,PT11M09.00S,2022-01-12T02:25:29.7Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,67,60,2022-01-12T02:25:31Z,3640000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,365.0,2.0,2.0,0.0,,,
367,PT11M06.00S,2022-01-12T02:25:32.5Z,3,REGULAR,turnover,lost ball,[],201976,,,1610612750,67,60,2022-01-12T02:25:36Z,3650000,,,0,,P. Beverley lost ball TURNOVER (2 TO),"[201976, 1628984]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,2.0,Graham,1628984.0,,,,,,,,,,,,,,,,,,
368,PT11M06.00S,2022-01-12T02:25:32.5Z,3,REGULAR,steal,,[],1628984,,,1610612740,67,60,2022-01-12T02:25:34Z,3660000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT11M05.00S,2022-01-12T02:25:37.5Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612740,67,60,2022-01-12T02:25:53Z,3670000,,,0,,K. Towns shooting personal FOUL (1 PF) (Ingram 2 FT),"[1626157, 1627742]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,1627529.0,1.0,0.0,Ingram,1627742.0,,,,,,,
