actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
270,PT03M22.00S,2021-12-29T01:54:47.9Z,2,REGULAR,substitution,out,[],1629637,,,1610612739,41,50,2021-12-29T01:54:55Z,2700000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M22.00S,2021-12-29T01:54:47.9Z,2,REGULAR,substitution,out,[],1630698,,,1610612739,41,50,2021-12-29T01:54:55Z,2710000,,,0,,SUB out: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M22.00S,2021-12-29T01:54:47.9Z,2,REGULAR,substitution,in,[],1629109,,,1610612739,41,50,2021-12-29T01:54:55Z,2720000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M22.00S,2021-12-29T01:54:47.9Z,2,REGULAR,substitution,in,[],201937,,,1610612739,41,50,2021-12-29T01:54:55Z,2730000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M22.00S,2021-12-29T01:55:09.4Z,2,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,41,51,2021-12-29T01:55:09Z,2740000,,,0,,K. Love Free Throw 2 of 2 (14 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
275,PT03M08.00S,2021-12-29T01:55:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.85479632063075,44.6078431372549,1610612740,41,51,2021-12-29T01:55:37Z,2750000,-27.0,15.0,1,right,MISS H. Jones cutting Layup - blocked,"[1630529, 201937]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,3.07,Missed,,,,,,,,,,,,,Rubio,201937.0,,,,,
276,PT03M08.00S,2021-12-29T01:55:27.8Z,2,REGULAR,block,,[],201937,,,1610612740,41,51,2021-12-29T01:55:30Z,2760000,,,0,,R. Rubio BLOCK (1 BLK),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M08.00S,2021-12-29T01:55:27.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,41,51,2021-12-29T01:55:37Z,2770000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,
278,PT03M08.00S,2021-12-29T01:55:33.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,41,51,2021-12-29T01:55:33Z,2780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M04.00S,2021-12-29T01:55:46.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630529,66.96780551905388,51.470588235294116,1610612740,44,51,2021-12-29T01:55:52Z,2790000,7.0,258.0,1,right,H. Jones 25' 3PT  (15 PTS) (G. Temple 2 AST),"[1630529, 202066]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,25.81,Made,,,,,,,,15.0,G. Temple,202066.0,2.0,,,,,,,,
281,PT02M46.00S,2021-12-29T01:56:04.8Z,2,REGULAR,2pt,Jump Shot,[],201937,17.69053876478318,73.0392156862745,1610612739,44,51,2021-12-29T01:56:11Z,2810000,-115.0,114.0,1,left,MISS R. Rubio 16' fadeaway Shot,[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,16.19,Missed,,,,,,,,,,,,,,,,,,,
282,PT02M42.00S,2021-12-29T01:56:08.8Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,44,51,2021-12-29T01:56:11Z,2820000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,281.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
283,PT02M37.00S,2021-12-29T01:56:14.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202685,94.03745072273325,49.754901960784316,1610612740,46,51,2021-12-29T01:57:02Z,2830000,-1.0,4.0,1,right,J. Valanciunas DUNK (7 PTS) (H. Jones 2 AST),"[202685, 1630529]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,0.37,Made,,,,,,,,7.0,H. Jones,1630529.0,2.0,,,,,,,,
285,PT02M36.00S,2021-12-29T01:56:22.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,46,51,2021-12-29T01:56:22Z,2850000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M20.00S,2021-12-29T01:59:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,4.944152431011826,54.166666666666664,1610612739,46,51,2021-12-29T01:59:39Z,2860000,-21.0,-6.0,1,left,MISS L. Markkanen cutting Layup,[1628374],1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,,
287,PT02M18.00S,2021-12-29T01:59:37.5Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,46,51,2021-12-29T01:59:39Z,2870000,,,0,,G. Clark REBOUND (Off:0 Def:2),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,286.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
288,PT01M56.00S,2021-12-29T02:00:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,93.24901445466492,42.64705882352941,1610612740,46,51,2021-12-29T02:00:21Z,2880000,-37.0,11.0,1,right,MISS D. Graham Layup,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M56.00S,2021-12-29T02:00:01.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,46,51,2021-12-29T02:00:21Z,2890000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,
290,PT01M56.00S,2021-12-29T02:00:19.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,46,51,2021-12-29T02:00:40Z,2925000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,
291,PT01M56.00S,2021-12-29T02:00:25.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612739,46,51,2021-12-29T02:00:59Z,2927500,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M56.00S,2021-12-29T02:00:25.2Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,46,51,2021-12-29T02:00:59Z,2928750,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M44.00S,2021-12-29T02:00:39.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,19.92444152431012,47.549019607843135,1610612739,46,51,2021-12-29T02:00:44Z,2930000,12.0,135.0,1,left,MISS E. Mobley 13' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,13.54,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M42.00S,2021-12-29T02:00:41.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,46,51,2021-12-29T02:00:44Z,2940000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
295,PT01M35.00S,2021-12-29T02:00:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.03745072273325,51.225490196078425,1610612740,46,51,2021-12-29T02:01:02Z,2950000,6.0,4.0,1,right,MISS H. Jones Layup,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,0.7,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M33.00S,2021-12-29T02:00:49.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,46,51,2021-12-29T02:00:49Z,2960000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,295.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
297,PT01M22.00S,2021-12-29T02:01:00.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,13.354139290407357,36.029411764705884,1610612739,46,51,2021-12-29T02:01:08Z,2970000,70.0,73.0,1,left,MISS R. Rubio 10' turnaround fadeaway Shot,[201937],1610612739.0,CLE,turnaround fadeaway,,,Rubio,R. Rubio,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,,
298,PT01M19.00S,2021-12-29T02:01:03.6Z,2,REGULAR,rebound,offensive,[],201567,,,1610612739,46,51,2021-12-29T02:01:03Z,2980000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,297.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
299,PT01M17.00S,2021-12-29T02:01:08.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630596,12.828515111695138,51.470588235294116,1610612739,46,53,2021-12-29T02:01:13Z,2990000,-7.0,68.0,1,left,E. Mobley 6' turnaround Jump Shot (11 PTS) (K. Love 1 AST),"[1630596, 201567]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,6.85,Made,,,,,,,,11.0,K. Love,201567.0,1.0,,,,,,,,
301,PT01M17.00S,2021-12-29T02:01:11.5Z,2,REGULAR,foul,personal,['1freethrow'],202685,,,1610612739,46,53,2021-12-29T02:01:20Z,3010000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Mobley 1 FT),"[202685, 1630596]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,1628168.0,,,1.0,0.0,Mobley,1630596.0,
303,PT01M17.00S,2021-12-29T02:01:37.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630596,,,1610612739,46,54,2021-12-29T02:01:37Z,3030000,,,0,,E. Mobley Free Throw 1 of 1 (12 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,12.0,,,,,,,,,,,
304,PT01M03.00S,2021-12-29T02:01:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.9862023653088,53.92156862745098,1610612740,46,54,2021-12-29T02:01:59Z,3040000,20.0,13.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M01.00S,2021-12-29T02:01:56.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,46,54,2021-12-29T02:01:59Z,3050000,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,304.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
306,PT00M52.80S,2021-12-29T02:02:07.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,4.944152431011826,52.94117647058824,1610612739,46,56,2021-12-29T02:02:13Z,3060000,-15.0,-6.0,1,left,R. Rubio driving reverse Layup (16 PTS),[201937],1610612739.0,CLE,driving reverse,,,Rubio,R. Rubio,,,,,1.59,Made,,,,,,,,16.0,,,,,,,,,,,
307,PT00M49.00S,2021-12-29T02:02:19.8Z,2,REGULAR,foul,offensive,[],202066,,,1610612740,46,56,2021-12-29T02:02:27Z,3070000,,,0,,G. Temple charge offensive FOUL (1 PF),"[202066, 201567]",1610612740.0,NOP,charge,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,1628168.0,,,1.0,0.0,Love,201567.0,
309,PT00M49.00S,2021-12-29T02:02:19.8Z,2,REGULAR,turnover,offensive foul,[],202066,,,1610612740,46,56,2021-12-29T02:02:19Z,3090000,,,0,,G. Temple offensive foul TURNOVER (2 TO),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,2.0,,,,,,,1628168.0,,,,,,,
310,PT00M35.10S,2021-12-29T02:03:00.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,14.799605781865965,50.245098039215684,1610612739,46,58,2021-12-29T02:04:21Z,3100000,-1.0,87.0,1,left,E. Mobley 8' floating Jump Shot (14 PTS) (R. Rubio 7 AST),"[1630596, 201937]",1610612739.0,CLE,floating,,,Mobley,E. Mobley,,,,,8.66,Made,,,,,,,,14.0,R. Rubio,201937.0,7.0,,,,,,,,
312,PT00M15.50S,2021-12-29T02:03:22.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,92.9862023653088,50.0,1610612740,48,58,2021-12-29T02:03:29Z,3120000,0.0,13.0,1,right,H. Jones cutting DUNK (17 PTS) (D. Graham 3 AST),"[1630529, 1628984]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,1.34,Made,,,,,,,,17.0,D. Graham,1628984.0,3.0,,,,,,,,
314,PT00M05.20S,2021-12-29T02:03:36.0Z,2,REGULAR,3pt,Jump Shot,[],201937,19.004599211563733,93.87254901960785,1610612739,48,58,2021-12-29T02:03:40Z,3140000,-219.0,126.0,1,left,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
315,PT00M01.20S,2021-12-29T02:03:40.0Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,48,58,2021-12-29T02:03:40Z,3150000,,,0,,G. Temple REBOUND (Off:0 Def:3),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,314.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
316,PT00M00.00S,2021-12-29T02:03:48.8Z,2,REGULAR,period,end,[],0,,,1610612740,48,58,2021-12-29T02:03:48Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-12-29T02:18:35.1Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612740,48,58,2021-12-29T02:18:49Z,3170000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-12-29T02:18:35.1Z,3,REGULAR,substitution,out,['startperiod'],1627756,,,1610612740,48,58,2021-12-29T02:18:49Z,3180000,,,0,,SUB out: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-12-29T02:18:35.1Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612740,48,58,2021-12-29T02:18:49Z,3190000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-12-29T02:18:35.1Z,3,REGULAR,substitution,in,['startperiod'],1630171,,,1610612740,48,58,2021-12-29T02:18:49Z,3200000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-12-29T02:18:56.2Z,3,REGULAR,period,start,[],0,,,1610612739,48,58,2021-12-29T02:18:56Z,3210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M36.00S,2021-12-29T02:19:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201937,93.51182654402102,47.549019607843135,1610612739,48,60,2021-12-29T02:19:25Z,3220000,-12.0,8.0,1,right,R. Rubio driving Layup (18 PTS),[201937],1610612739.0,CLE,driving,,,Rubio,R. Rubio,,,,,1.5,Made,,,,,,,,18.0,,,,,,,,,,,
323,PT11M27.00S,2021-12-29T02:19:27.9Z,3,REGULAR,3pt,Jump Shot,[],1629109,28.07161629434954,17.401960784313726,1610612740,48,60,2021-12-29T02:19:33Z,3230000,163.0,211.0,1,left,MISS G. Clark 26' 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
324,PT11M26.00S,2021-12-29T02:19:30.6Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,48,60,2021-12-29T02:19:30Z,3240000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,323.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
325,PT11M26.00S,2021-12-29T02:19:33.3Z,3,REGULAR,foul,personal,['2freethrow'],201937,,,1610612740,48,60,2021-12-29T02:19:38Z,3250000,,,0,,R. Rubio shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[201937, 202685]",1610612739.0,CLE,shooting,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,1628168.0,,,1.0,0.0,Valanciunas,202685.0,
327,PT11M26.00S,2021-12-29T02:19:56.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,48,60,2021-12-29T02:20:15Z,3270000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
328,PT11M26.00S,2021-12-29T02:19:56.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,48,60,2021-12-29T02:20:15Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,
329,PT11M26.00S,2021-12-29T02:19:56.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,48,60,2021-12-29T02:20:15Z,3290000,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M23.00S,2021-12-29T02:19:59.8Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,48,60,2021-12-29T02:20:15Z,3300000,,,0,,E. Mobley REBOUND (Off:0 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,329.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
331,PT11M05.00S,2021-12-29T02:20:31.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,86.02168199737189,45.83333333333333,1610612739,48,62,2021-12-29T02:21:26Z,3310000,-21.0,79.0,1,right,E. Mobley 8' Hook (16 PTS) (I. Okoro 3 AST),"[1630596, 1630171]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,8.16,Made,,,,,,,,16.0,I. Okoro,1630171.0,3.0,,,,,,,,
333,PT10M45.00S,2021-12-29T02:20:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,16.63929040735874,47.05882352941176,1610612740,48,62,2021-12-29T02:21:02Z,3330000,15.0,104.0,1,left,MISS J. Valanciunas 10' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
334,PT10M45.00S,2021-12-29T02:20:52.6Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612739,48,62,2021-12-29T02:21:02Z,3340000,,,0,,L. Markkanen REBOUND (Off:1 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,333.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
335,PT10M45.00S,2021-12-29T02:21:00.7Z,3,REGULAR,foul,personal,[],202685,,,1610612739,48,62,2021-12-29T02:21:12Z,3350000,,,0,,J. Valanciunas loose ball personal FOUL (2 PF),"[202685, 1628374]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,202049.0,,,2.0,0.0,Markkanen,1628374.0,
337,PT10M30.00S,2021-12-29T02:21:24.5Z,3,REGULAR,3pt,Jump Shot,[],201937,92.46057818659659,3.431372549019608,1610612739,48,62,2021-12-29T02:21:29Z,3370000,-233.0,18.0,1,right,MISS R. Rubio 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
338,PT10M27.00S,2021-12-29T02:21:27.5Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,48,62,2021-12-29T02:21:29Z,3380000,,,0,,H. Jones REBOUND (Off:0 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,337.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
339,PT10M21.00S,2021-12-29T02:21:32.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,6.258212877792378,53.67647058823529,1610612740,50,62,2021-12-29T02:22:51Z,3390000,-18.0,6.0,1,left,H. Jones running Layup (19 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,1.94,Made,,,,,,,,19.0,,,,,,,,,,,
340,PT10M13.00S,2021-12-29T02:21:46.3Z,3,REGULAR,foul,personal,[],202066,,,1610612739,50,62,2021-12-29T02:21:52Z,3400000,,,0,,G. Temple personal FOUL (2 PF),"[202066, 1628374]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,1628168.0,,,2.0,0.0,Markkanen,1628374.0,
342,PT10M03.00S,2021-12-29T02:22:18.6Z,3,REGULAR,2pt,Jump Shot,[],1628374,78.79434954007884,33.33333333333333,1610612739,50,64,2021-12-29T02:22:26Z,3420000,-83.0,147.0,1,right,L. Markkanen 16' Jump Shot (8 PTS) (D. Wade 1 AST),"[1628374, 1629731]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,16.88,Made,,,,,,,,8.0,D. Wade,1629731.0,1.0,,,,,,,,
344,PT09M35.00S,2021-12-29T02:22:46.2Z,3,REGULAR,3pt,Jump Shot,[],1629109,16.113666228646515,5.88235294117647,1610612740,53,64,2021-12-29T02:22:52Z,3440000,221.0,99.0,1,left,G. Clark 24' 3PT  (9 PTS) (G. Temple 3 AST),"[1629109, 202066]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,24.18,Made,,,,,,,,9.0,G. Temple,202066.0,3.0,,,,,,,,
346,PT09M20.00S,2021-12-29T02:23:08.9Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612739,53,64,2021-12-29T02:23:27Z,3460000,,,0,,H. Jones shooting personal FOUL (3 PF) (Okoro 2 FT),"[1630529, 1630171]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,1626301.0,,,3.0,0.0,Okoro,1630171.0,
348,PT09M20.00S,2021-12-29T02:23:37.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,53,64,2021-12-29T02:23:37Z,3480000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M20.00S,2021-12-29T02:23:41.9Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612739,53,64,2021-12-29T02:25:01Z,3490000,,,0,,,[],1610612740.0,NOP,stands,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,
350,PT09M20.00S,2021-12-29T02:26:31.5Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,53,65,2021-12-29T02:26:45Z,3500000,,,0,,I. Okoro Free Throw 1 of 2 (3 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
351,PT09M20.00S,2021-12-29T02:26:31.5Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,53,65,2021-12-29T02:26:45Z,3510000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
352,PT09M18.00S,2021-12-29T02:26:33.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,53,65,2021-12-29T02:26:45Z,3520000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,351.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
353,PT09M08.00S,2021-12-29T02:26:58.0Z,3,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612740,53,65,2021-12-29T02:27:07Z,3530000,,,0,,D. Wade shooting personal FOUL (1 PF) (Jones 2 FT),"[1629731, 1630529]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,1626301.0,,,1.0,0.0,Jones,1630529.0,
355,PT09M08.00S,2021-12-29T02:27:19.3Z,3,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,54,65,2021-12-29T02:27:19Z,3550000,,,0,,H. Jones Free Throw 1 of 2 (20 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,,,,20.0,,,,,,,,,,,
356,PT09M08.00S,2021-12-29T02:27:34.0Z,3,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,55,65,2021-12-29T02:27:34Z,3560000,,,0,,H. Jones Free Throw 2 of 2 (21 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,,,,21.0,,,,,,,,,,,
357,PT08M53.00S,2021-12-29T02:27:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.24901445466492,53.431372549019606,1610612739,55,67,2021-12-29T02:27:54Z,3570000,17.0,11.0,1,right,I. Okoro cutting Layup (5 PTS) (L. Markkanen 2 AST),"[1630171, 1628374]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,2.04,Made,,,,,,,,5.0,L. Markkanen,1628374.0,2.0,,,,,,,,
359,PT08M26.00S,2021-12-29T02:28:17.4Z,3,REGULAR,3pt,Jump Shot,[],1629109,16.63929040735874,94.11764705882352,1610612740,55,67,2021-12-29T02:28:22Z,3590000,-221.0,104.0,1,left,MISS G. Clark 24' 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
360,PT08M23.00S,2021-12-29T02:28:20.4Z,3,REGULAR,rebound,defensive,[],201937,,,1610612739,55,67,2021-12-29T02:28:22Z,3600000,,,0,,R. Rubio REBOUND (Off:1 Def:6),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,359.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
