actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
184,PT09M20.00S,2021-12-11T01:44:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,16.770696452036795,49.754901960784316,1610612765,26,41,2021-12-11T01:49:48Z,1790000,1.0,105.0,1,left,C. Joseph 10' pullup Jump Shot (2 PTS),[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,10.51,Made,2.0,,,,,,,,,,,,,,,,,,
185,PT08M56.00S,2021-12-11T01:44:38.1Z,2,REGULAR,turnover,lost ball,[],202685,,,1610612740,26,41,2021-12-11T01:45:15Z,1800000,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 202709]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,1.0,Joseph,202709.0,,,
186,PT08M56.00S,2021-12-11T01:44:38.1Z,2,REGULAR,steal,,[],202709,,,1610612765,26,41,2021-12-11T01:44:42Z,1810000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M50.00S,2021-12-11T01:44:44.2Z,2,REGULAR,turnover,lost ball,[],202709,,,1610612765,26,41,2021-12-11T01:45:19Z,1820000,,,0,,C. Joseph lost ball TURNOVER (1 TO),"[202709, 202066]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,1.0,Temple,202066.0,,,
188,PT08M50.00S,2021-12-11T01:44:44.2Z,2,REGULAR,steal,,[],202066,,,1610612740,26,41,2021-12-11T01:44:47Z,1830000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M46.00S,2021-12-11T01:44:48.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,91.27792378449409,50.73529411764706,1610612740,28,41,2021-12-11T01:51:03Z,1840000,4.0,29.0,1,right,J. Hart driving Layup (8 PTS) (G. Temple 1 AST),"[1628404, 202066]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.97,Made,8.0,G. Temple,202066.0,1.0,,,,,,,,,,,,,,,
191,PT08M32.00S,2021-12-11T01:45:02.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628977,8.886333771353483,48.529411764705884,1610612765,28,43,2021-12-11T01:51:08Z,1860000,7.0,31.0,1,left,H. Diallo DUNK (2 PTS) (C. Joseph 1 AST),"[1628977, 202709]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,3.19,Made,2.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,,
193,PT08M12.00S,2021-12-11T01:45:22.7Z,2,REGULAR,3pt,Jump Shot,[],1628984,72.35545335085413,80.88235294117648,1610612740,28,43,2021-12-11T01:46:00Z,1880000,154.0,207.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M12.00S,2021-12-11T01:45:22.7Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612740,28,43,2021-12-11T01:46:00Z,1890000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,193.0,,,,,,1.0,0.0,1.0,,,,,,
195,PT08M06.00S,2021-12-11T01:45:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,94.40999984741211,50.0,1610612740,28,43,2021-12-11T01:45:28Z,1900000,0.0,0.0,1,right,MISS N. Alexander-Walker tip Layup,[1629638],1610612740.0,NOP,tip,,,Alexander-Walker,N. Alexander-Walker,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M05.00S,2021-12-11T01:45:28.8Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,28,43,2021-12-11T01:45:28Z,1910000,,,0,,H. Diallo REBOUND (Off:1 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,195.0,,,,,,4.0,3.0,1.0,,,,,,
198,PT08M03.00S,2021-12-11T01:45:57.5Z,2,REGULAR,foul,personal,[],1629638,,,1610612765,28,43,2021-12-11T01:56:54Z,1930000,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1628367]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,202056.0,1.0,0.0,Jackson,1628367.0,,,,,,,,,
204,PT08M03.00S,2021-12-11T01:45:58.9Z,2,REGULAR,substitution,out,[],202066,,,1610612765,28,43,2021-12-11T01:47:44Z,1945000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M03.00S,2021-12-11T01:45:58.9Z,2,REGULAR,substitution,in,[],1630529,,,1610612765,28,43,2021-12-11T01:47:44Z,1947500,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M48.00S,2021-12-11T01:46:13.4Z,2,REGULAR,3pt,Jump Shot,[],1628977,26.363337713534822,12.990196078431374,1610612765,28,43,2021-12-11T01:53:12Z,1950000,185.0,195.0,1,left,MISS H. Diallo 26' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,,
201,PT07M44.00S,2021-12-11T01:46:17.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,28,43,2021-12-11T01:53:12Z,1960000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,200.0,,,,,,2.0,1.0,1.0,,,,,,
202,PT07M42.00S,2021-12-11T01:46:18.3Z,2,REGULAR,3pt,Jump Shot,[],1629638,66.83639947437582,30.392156862745097,1610612740,28,43,2021-12-11T01:46:34Z,1970000,-98.0,259.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,27.71,Missed,,,,,,,,,,,,,,,,,,,
203,PT07M41.00S,2021-12-11T01:46:31.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,28,43,2021-12-11T01:46:31Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,
206,PT07M36.00S,2021-12-11T01:46:47.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629638,82.07950065703022,73.52941176470588,1610612740,30,43,2021-12-11T01:56:32Z,2010000,118.0,116.0,1,right,N. Alexander-Walker 16' pullup Jump Shot (2 PTS),[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,16.52,Made,2.0,,,,,,,,,,,,,,,,,,
207,PT07M17.00S,2021-12-11T01:47:06.5Z,2,REGULAR,3pt,Jump Shot,[],1628977,22.815374507227332,6.862745098039216,1610612765,30,43,2021-12-11T01:47:12Z,2020000,216.0,162.0,1,left,MISS H. Diallo 26' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,,
208,PT07M13.00S,2021-12-11T01:47:10.5Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,30,43,2021-12-11T01:47:12Z,2030000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,207.0,,,,,,1.0,1.0,0.0,,,,,,
209,PT07M07.00S,2021-12-11T01:47:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.01511169513797,55.14705882352941,1610612740,32,43,2021-12-11T01:56:57Z,2040000,26.0,32.0,1,right,J. Hart driving Layup (10 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,4.1,Made,10.0,,,,,,,,,,,,,,,,,,
211,PT06M46.00S,2021-12-11T01:47:46.1Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612765,32,43,2021-12-11T01:48:03Z,2060000,,,0,,H. Jones shooting personal FOUL (2 PF) (Diallo 2 FT),"[1630529, 1628977]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,,202056.0,2.0,0.0,Diallo,1628977.0,,,,,,,,,
213,PT06M46.00S,2021-12-11T01:48:15.8Z,2,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,32,44,2021-12-11T01:48:15Z,2080000,,,0,,H. Diallo Free Throw 1 of 2 (3 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
214,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,out,[],1628404,,,1610612765,32,44,2021-12-11T01:48:37Z,2090000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,out,[],1628402,,,1610612765,32,44,2021-12-11T01:48:37Z,2100000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,32,44,2021-12-11T01:48:37Z,2110000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,out,[],202709,,,1610612765,32,44,2021-12-11T01:48:37Z,2120000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612765,32,44,2021-12-11T01:48:37Z,2130000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,32,44,2021-12-11T01:48:37Z,2140000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,32,44,2021-12-11T01:48:37Z,2150000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M46.00S,2021-12-11T01:48:20.7Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,32,44,2021-12-11T01:48:37Z,2160000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M46.00S,2021-12-11T01:48:48.0Z,2,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,32,45,2021-12-11T01:48:48Z,2170000,,,0,,H. Diallo Free Throw 2 of 2 (4 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
223,PT06M31.00S,2021-12-11T01:49:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,85.10183968462549,45.09803921568628,1610612740,32,45,2021-12-11T01:49:12Z,2180000,-25.0,88.0,1,right,MISS H. Jones 9' Layup,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,9.09,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M28.00S,2021-12-11T01:49:08.5Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,32,45,2021-12-11T01:50:21Z,2190000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,223.0,,,,,,1.0,1.0,0.0,,,,,,
228,PT06M26.00S,2021-12-11T01:49:12.8Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,32,45,2021-12-11T01:49:41Z,2200000,,,0,,C. Cunningham step out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,step,,,Cunningham,C. Cunningham,,,,,,,,,,,,1662.0,,,,,,,,1.0,,,,,
229,PT06M26.00S,2021-12-11T01:49:25.1Z,2,REGULAR,substitution,out,[],1628977,,,1610612740,32,45,2021-12-11T01:49:28Z,2210000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M26.00S,2021-12-11T01:49:25.1Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,32,45,2021-12-11T01:49:28Z,2220000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M16.00S,2021-12-11T01:49:45.9Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612740,32,45,2021-12-11T01:59:12Z,2230000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Jones 2 FT),"[1630165, 1630529]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,1662.0,2.0,0.0,Jones,1630529.0,,,,,,,,,
233,PT06M16.00S,2021-12-11T01:50:14.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630529,,,1610612740,32,45,2021-12-11T01:50:47Z,2250000,,,0,,MISS H. Jones Free Throw 1 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M16.00S,2021-12-11T01:50:14.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,32,45,2021-12-11T01:50:47Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,
236,PT06M16.00S,2021-12-11T01:50:14.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630529,,,1610612740,33,45,2021-12-11T01:50:47Z,2280000,,,0,,H. Jones Free Throw 2 of 2 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
237,PT05M55.00S,2021-12-11T01:50:58.5Z,2,REGULAR,2pt,Jump Shot,[],1628367,13.61695137976347,78.92156862745098,1610612765,33,45,2021-12-11T01:51:15Z,2290000,-145.0,75.0,1,left,MISS J. Jackson 16' step back Shot,[1628367],1610612765.0,DET,step back,,,Jackson,J. Jackson,,,,,16.31,Missed,,,,,,,,,,,,,,,,,,,
238,PT05M51.00S,2021-12-11T01:51:02.5Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,33,45,2021-12-11T01:51:15Z,2300000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,237.0,,,,,,3.0,2.0,1.0,,,,,,
239,PT05M43.00S,2021-12-11T01:51:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.51182654402102,53.18627450980392,1610612740,35,45,2021-12-11T01:51:18Z,2310000,16.0,8.0,1,right,J. Valanciunas Layup (5 PTS) (N. Alexander-Walker 2 AST),"[202685, 1629638]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1.8,Made,5.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,,
241,PT05M30.00S,2021-12-11T01:51:23.4Z,2,REGULAR,2pt,Jump Shot,[],1630595,18.347568988173457,76.9607843137255,1610612765,35,45,2021-12-11T01:51:29Z,2330000,-135.0,120.0,1,left,MISS C. Cunningham 18' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,18.05,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M28.00S,2021-12-11T01:51:25.4Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,35,45,2021-12-11T01:51:29Z,2340000,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,241.0,,,,,,2.0,2.0,0.0,,,,,,
243,PT05M23.00S,2021-12-11T01:51:31.2Z,2,REGULAR,turnover,lost ball,[],1629638,,,1610612740,35,45,2021-12-11T01:51:44Z,2350000,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 1628367]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1.0,Jackson,1628367.0,,,
244,PT05M23.00S,2021-12-11T01:51:31.2Z,2,REGULAR,steal,,[],1628367,,,1610612765,35,45,2021-12-11T01:51:35Z,2360000,,,0,,J. Jackson STEAL (1 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M14.00S,2021-12-11T01:51:39.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630165,11.777266754270697,36.029411764705884,1610612765,35,47,2021-12-11T01:51:48Z,2370000,70.0,58.0,1,left,K. Hayes 9' pullup Jump Shot (4 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,9.1,Made,4.0,,,,,,,,,,,,,,,,,,
246,PT05M01.00S,2021-12-11T01:51:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.14651773981603,45.34313725490196,1610612740,37,47,2021-12-11T01:51:57Z,2380000,-23.0,31.0,1,right,J. Valanciunas Layup (7 PTS) (D. Graham 2 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,3.85,Made,7.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,,
248,PT04M46.00S,2021-12-11T01:52:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.57030223390276,43.65042892156863,1610612765,37,49,2021-12-11T01:52:20Z,2400000,32.0,9.0,1,left,C. Cunningham finger roll Layup (9 PTS),[1630595],1610612765.0,DET,finger roll,,,Cunningham,C. Cunningham,,,,,3.3,Made,9.0,,,,,,,,,,,,,,,,,,
249,PT04M38.00S,2021-12-11T01:52:15.6Z,2,REGULAR,3pt,Jump Shot,[],1627742,90.62089356110381,96.32352941176471,1610612740,40,49,2021-12-11T01:52:24Z,2410000,232.0,36.0,1,right,B. Ingram 3PT  (16 PTS) (H. Jones 2 AST),"[1627742, 1630529]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,23.43,Made,16.0,H. Jones,1630529.0,2.0,,,,,,,,,,,,,,,
251,PT04M19.00S,2021-12-11T01:52:37.3Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612765,40,49,2021-12-11T01:52:50Z,2430000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Cunningham 2 FT),"[1629638, 1630595]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,200832.0,2.0,0.0,Cunningham,1630595.0,,,,,,,,,
253,PT04M19.00S,2021-12-11T01:52:58.8Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,40,50,2021-12-11T01:52:58Z,2450000,,,0,,C. Cunningham Free Throw 1 of 2 (10 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
254,PT04M19.00S,2021-12-11T01:53:00.2Z,2,REGULAR,substitution,out,[],1628984,,,1610612765,40,50,2021-12-11T01:53:12Z,2460000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M19.00S,2021-12-11T01:53:00.2Z,2,REGULAR,substitution,out,[],1628367,,,1610612765,40,50,2021-12-11T01:53:12Z,2470000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M19.00S,2021-12-11T01:53:00.2Z,2,REGULAR,substitution,in,[],203107,,,1610612765,40,50,2021-12-11T01:53:12Z,2480000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M19.00S,2021-12-11T01:53:00.2Z,2,REGULAR,substitution,in,[],203924,,,1610612765,40,50,2021-12-11T01:53:12Z,2490000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M19.00S,2021-12-11T01:53:19.3Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,40,51,2021-12-11T01:53:19Z,2500000,,,0,,C. Cunningham Free Throw 2 of 2 (11 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
259,PT04M04.00S,2021-12-11T01:53:35.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,84.1819973718791,44.11764705882353,1610612740,42,51,2021-12-11T01:53:42Z,2510000,-29.0,96.0,1,right,J. Valanciunas 10' Hook (9 PTS) (H. Jones 3 AST),"[202685, 1630529]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,10.06,Made,9.0,H. Jones,1630529.0,3.0,,,,,,,,,,,,,,,
261,PT03M58.00S,2021-12-11T01:53:42.6Z,2,REGULAR,3pt,Jump Shot,[],1630595,17.69053876478318,3.1862745098039214,1610612765,42,51,2021-12-11T02:10:17Z,2530000,234.0,114.0,1,left,MISS C. Cunningham 26' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
262,PT03M54.00S,2021-12-11T01:53:46.1Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612765,42,51,2021-12-11T01:53:46Z,2540000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,261.0,,,,,,2.0,1.0,1.0,,,,,,
263,PT03M52.00S,2021-12-11T01:53:48.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,8.360709592641262,53.67647058823529,1610612765,42,51,2021-12-11T01:53:53Z,2550000,-18.0,26.0,1,left,MISS S. Bey Layup,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,3.19,Missed,,,,,,,,,,,,,,,,,,,
264,PT03M49.00S,2021-12-11T01:53:51.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,42,51,2021-12-11T01:53:53Z,2560000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,263.0,,,,,,5.0,3.0,2.0,,,,,,
265,PT03M39.00S,2021-12-11T01:54:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.80354796320631,48.28431372549019,1610612740,44,51,2021-12-11T01:54:08Z,2570000,-9.0,25.0,1,right,J. Valanciunas reverse Layup (11 PTS) (H. Jones 4 AST),"[202685, 1630529]",1610612740.0,NOP,reverse,,,Valanciunas,J. Valanciunas,,,,,2.6,Made,11.0,H. Jones,1630529.0,4.0,,,,,,,,,,,,,,,
267,PT03M32.00S,2021-12-11T01:54:18.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,44,51,2021-12-11T01:54:18Z,2590000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M32.00S,2021-12-11T01:56:38.5Z,2,REGULAR,substitution,out,[],1629638,,,1610612765,44,51,2021-12-11T01:56:55Z,2600000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M32.00S,2021-12-11T01:56:38.5Z,2,REGULAR,substitution,in,[],1628404,,,1610612765,44,51,2021-12-11T01:56:55Z,2610000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M16.00S,2021-12-11T01:57:26.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.30946123521682,54.166666666666664,1610612765,44,51,2021-12-11T01:57:31Z,2620000,-21.0,16.0,1,left,MISS J. Grant Layup,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M12.00S,2021-12-11T01:57:30.4Z,2,REGULAR,rebound,offensive,[],203924,,,1610612765,44,51,2021-12-11T01:57:31Z,2630000,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,270.0,,,,,,2.0,1.0,1.0,,,,,,
272,PT03M12.00S,2021-12-11T01:57:30.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,5.590000152587891,50.0,1610612765,44,53,2021-12-11T01:57:30Z,2640000,0.0,0.0,1,left,J. Grant tip Layup (7 PTS),[203924],1610612765.0,DET,tip,,,Grant,J. Grant,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,,
273,PT02M57.00S,2021-12-11T01:57:45.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,77.34888304862024,50.73529411764706,1610612740,44,53,2021-12-11T02:03:40Z,2650000,4.0,160.0,1,right,MISS B. Ingram 16' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,16.04,Missed,,,,,,,,,,,,,,,,,,,
274,PT02M55.00S,2021-12-11T01:57:47.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,44,53,2021-12-11T01:57:51Z,2660000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,273.0,,,,,,2.0,2.0,0.0,,,,,,
275,PT02M41.00S,2021-12-11T01:58:01.5Z,2,REGULAR,3pt,Jump Shot,[],1630191,26.757555847568987,19.11764705882353,1610612765,44,53,2021-12-11T01:58:07Z,2670000,154.0,199.0,1,left,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
