actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
177,PT10M36.00S,2022-02-18T01:40:14.7Z,2,REGULAR,foul,personal,[],1628425,,,1610612740,27,48,2022-02-18T01:40:26Z,1740000,,,0,,S. Brown personal FOUL (1 PF),"[1628425, 203503]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,1193.0,1.0,0.0,Snell,203503.0,,,,,,,,,,,,,,,,
179,PT10M36.00S,2022-02-18T01:40:34.0Z,2,REGULAR,substitution,out,[],203915,,,1610612740,27,48,2022-02-18T01:40:41Z,1760000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M36.00S,2022-02-18T01:40:34.0Z,2,REGULAR,substitution,in,[],1630182,,,1610612740,27,48,2022-02-18T01:40:41Z,1770000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M32.00S,2022-02-18T01:40:50.1Z,2,REGULAR,2pt,Jump Shot,[],1628984,77.61169513797634,55.63725490196079,1610612740,29,48,2022-02-18T01:40:56Z,1780000,28.0,158.0,1,right,D. Graham 16' pullup Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[1628984, 202685]",1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,,,,16.05,Made,,,,,2.0,,,,,J. Valanciunas,202685.0,1.0,
183,PT10M11.00S,2022-02-18T01:41:10.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,5.995400788436268,49.01960784313725,1610612742,29,50,2022-02-18T01:41:43Z,1800000,5.0,4.0,1,left,M. Kleber driving DUNK (7 PTS) (J. Brunson 3 AST),"[1628467, 1628973]",1610612742.0,DAL,driving,,,Kleber,M. Kleber,,,,,,,,,,,0.63,Made,,,,,7.0,,,,,J. Brunson,1628973.0,3.0,
185,PT09M55.00S,2022-02-18T01:41:30.2Z,2,REGULAR,foul,personal,['2freethrow'],202722,,,1610612740,29,50,2022-02-18T01:41:41Z,1820000,,,0,,D. Bertans shooting personal FOUL (1 PF) (Graham 2 FT),"[202722, 1628984]",1610612742.0,DAL,shooting,,,Bertans,D. Bertans,,,,,1193.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,,
187,PT09M55.00S,2022-02-18T01:41:56.2Z,2,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,30,50,2022-02-18T01:41:56Z,1840000,,,0,,D. Graham Free Throw 1 of 2 (3 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
188,PT09M55.00S,2022-02-18T01:42:13.5Z,2,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,31,50,2022-02-18T01:42:13Z,1850000,,,0,,D. Graham Free Throw 2 of 2 (4 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
189,PT09M41.00S,2022-02-18T01:42:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,6.915243101182654,51.470588235294116,1610612742,31,52,2022-02-18T01:42:32Z,1860000,-7.0,13.0,1,left,M. Kleber alley-oop Layup (9 PTS) (J. Brunson 4 AST),"[1628467, 1628973]",1610612742.0,DAL,alley-oop,,,Kleber,M. Kleber,,,,,,,,,,,1.45,Made,,,,,9.0,,,,,J. Brunson,1628973.0,4.0,
191,PT09M29.00S,2022-02-18T01:42:40.7Z,2,REGULAR,3pt,Jump Shot,[],203468,81.553876478318,96.32352941176471,1610612740,34,52,2022-02-18T01:42:46Z,1880000,232.0,121.0,1,right,C. McCollum 26' 3PT fadeaway (8 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,,,,,,,26.13,Made,,,,,8.0,,,,,J. Valanciunas,202685.0,2.0,
193,PT09M14.00S,2022-02-18T01:42:55.6Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612742,34,52,2022-02-18T01:42:59Z,1900000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 202066]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,1.0,,,,,,,,,,Temple,202066.0,,,,
194,PT09M14.00S,2022-02-18T01:42:55.6Z,2,REGULAR,steal,,[],202066,,,1610612740,34,52,2022-02-18T01:49:05Z,1910000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M02.00S,2022-02-18T01:43:07.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,75.77201051248358,11.27450980392157,1610612740,37,52,2022-02-18T01:48:09Z,1950000,-194.0,175.0,1,right,D. Graham 26' 3PT  (7 PTS) (C. McCollum 2 AST),"[1628984, 203468]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,26.11,Made,,,,,7.0,,,,,C. McCollum,203468.0,2.0,
200,PT08M46.00S,2022-02-18T01:43:24.0Z,2,REGULAR,2pt,Jump Shot,[],1628973,5.995400788436268,28.921568627450984,1610612742,37,54,2022-02-18T01:43:30Z,1970000,105.0,4.0,1,left,J. Brunson 10' pullup Jump Shot (12 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,,10.55,Made,,,,,12.0,,,,,,,,
201,PT08M30.00S,2022-02-18T01:43:39.5Z,2,REGULAR,3pt,Jump Shot,[],1628984,71.17279894875165,11.029411764705882,1610612740,37,54,2022-02-18T01:43:44Z,1980000,-195.0,218.0,1,right,MISS D. Graham 29' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,29.28,Missed,,,,,,,,,,,,,
202,PT08M26.00S,2022-02-18T01:43:43.5Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,37,54,2022-02-18T01:43:44Z,1990000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,
203,PT08M13.00S,2022-02-18T01:44:00.9Z,2,REGULAR,turnover,out-of-bounds,[],1628467,,,1610612742,37,54,2022-02-18T01:44:07Z,2000000,,,0,,M. Kleber bad pass out-of-bounds TURNOVER (1 TO),[1628467],1610612742.0,DAL,bad pass,,,Kleber,M. Kleber,,,,,1193.0,,,,,1.0,,,,,,,,,,,,,,,
204,PT08M13.00S,2022-02-18T01:44:04.9Z,2,REGULAR,substitution,out,[],202066,,,1610612740,37,54,2022-02-18T01:44:23Z,2010000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M13.00S,2022-02-18T01:44:04.9Z,2,REGULAR,substitution,out,[],1628467,,,1610612740,37,54,2022-02-18T01:44:23Z,2020000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M13.00S,2022-02-18T01:44:04.9Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,37,54,2022-02-18T01:44:23Z,2040000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M13.00S,2022-02-18T01:44:04.9Z,2,REGULAR,substitution,in,[],203939,,,1610612740,37,54,2022-02-18T01:44:23Z,2050000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M13.00S,2022-02-18T01:44:04.9Z,2,REGULAR,substitution,in,[],203915,,,1610612740,37,54,2022-02-18T01:44:23Z,2060000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M13.00S,2022-02-18T01:44:04.9Z,2,REGULAR,substitution,out,[],1628425,,,1610612740,37,54,2022-02-18T01:46:31Z,2065000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M04.00S,2022-02-18T01:44:25.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,73.40670170827858,82.35294117647058,1610612740,37,54,2022-02-18T01:44:29Z,2070000,162.0,197.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,25.53,Missed,,,,,,,,,,,,,
211,PT08M02.00S,2022-02-18T01:44:27.7Z,2,REGULAR,rebound,offensive,[],203468,,,1610612740,37,54,2022-02-18T01:44:27Z,2080000,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,210.0,1.0,0.0,1.0,,,,,,,,,
212,PT07M58.00S,2022-02-18T01:44:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,87.20433639947439,48.529411764705884,1610612740,39,54,2022-02-18T01:44:42Z,2090000,-7.0,68.0,1,right,J. Valanciunas 6' cutting Layup (12 PTS) (C. McCollum 3 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,6.82,Made,,,,,12.0,,,,,C. McCollum,203468.0,3.0,
214,PT07M40.00S,2022-02-18T01:44:48.3Z,2,REGULAR,3pt,Jump Shot,[],202722,3.630091984231275,96.81372549019608,1610612742,39,54,2022-02-18T01:44:52Z,2110000,-234.0,-18.0,1,left,MISS D. Bertans 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,23.48,Missed,,,,,,,,,,,,,
215,PT07M36.00S,2022-02-18T01:44:52.3Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,39,54,2022-02-18T01:44:52Z,2120000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,
216,PT07M34.00S,2022-02-18T01:45:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,89.56964520367937,41.911764705882355,1610612740,39,54,2022-02-18T01:45:12Z,2130000,-40.0,46.0,1,right,MISS C. McCollum 6' driving Layup - blocked,"[203468, 1630182]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,,,,,,,6.08,Missed,,,,,,Green,1630182.0,,,,,,
217,PT07M34.00S,2022-02-18T01:45:01.5Z,2,REGULAR,block,,[],1630182,,,1610612740,39,54,2022-02-18T01:46:40Z,2140000,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M34.00S,2022-02-18T01:45:01.5Z,2,REGULAR,rebound,offensive,[],203468,,,1610612740,39,54,2022-02-18T01:45:12Z,2150000,,,0,,C. McCollum REBOUND (Off:2 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,216.0,2.0,0.0,2.0,,,,,,,,,
219,PT07M34.00S,2022-02-18T01:45:15.6Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,39,54,2022-02-18T01:45:18Z,2160000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M34.00S,2022-02-18T01:45:15.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,39,54,2022-02-18T01:45:18Z,2170000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M24.00S,2022-02-18T01:45:38.8Z,2,REGULAR,jumpball,recovered,[],1630529,,,1610612740,39,54,2022-02-18T01:46:57Z,2180000,,,0,,Jump Ball C. McCollum vs. J. Green: Tip to H. Jones,"[1630529, 203468, 1630182]",1610612740.0,NOP,heldball,H. Jones,1630529.0,Jones,H. Jones,McCollum,203468.0,Green,1630182.0,,,,,,,,,,,,,,,,,,,,,
224,PT07M24.00S,2022-02-18T01:45:42.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203503,74.32654402102497,10.53921568627451,1610612740,42,54,2022-02-18T01:45:48Z,2210000,-197.0,189.0,1,right,T. Snell 27' 3PT  (3 PTS) (H. Jones 2 AST),"[203503, 1630529]",1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,27.31,Made,,,,,3.0,,,,,H. Jones,1630529.0,2.0,
226,PT07M24.00S,2022-02-18T01:46:03.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,42,54,2022-02-18T01:46:03Z,2230000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M24.00S,2022-02-18T01:48:07.2Z,2,REGULAR,substitution,out,[],202722,,,1610612742,42,54,2022-02-18T01:48:22Z,2240000,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M24.00S,2022-02-18T01:48:07.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,42,54,2022-02-18T01:48:22Z,2250000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M09.00S,2022-02-18T01:48:55.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.113666228646515,53.92156862745098,1610612742,42,54,2022-02-18T01:51:34Z,2260000,-20.0,99.0,1,left,MISS J. Brunson 10' turnaround fadeaway Shot,[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,,,,,,,10.09,Missed,,,,,,,,,,,,,
231,PT07M04.00S,2022-02-18T01:49:00.9Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,42,54,2022-02-18T01:51:34Z,2270000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,230.0,3.0,1.0,2.0,,,,,,,,,
232,PT06M53.00S,2022-02-18T01:49:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,4.944152431011826,45.09803921568628,1610612742,42,56,2022-02-18T01:49:16Z,2280000,25.0,-6.0,1,left,D. Powell cutting Layup (6 PTS) (J. Brunson 5 AST),"[203939, 1628973]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,,,,,,2.52,Made,,,,,6.0,,,,,J. Brunson,1628973.0,5.0,
234,PT06M34.00S,2022-02-18T01:49:30.3Z,2,REGULAR,2pt,Jump Shot,[],203468,75.1149802890933,52.69607843137255,1610612740,42,56,2022-02-18T01:52:22Z,2300000,13.0,181.0,1,right,MISS C. McCollum 18' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,,,,,,,18.19,Missed,,,,,,,,,,,,,
235,PT06M31.00S,2022-02-18T01:49:33.3Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,42,56,2022-02-18T01:49:39Z,2310000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,,,,,,,,
236,PT06M22.00S,2022-02-18T01:49:42.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,14.536793692509855,47.549019607843135,1610612742,42,58,2022-02-18T01:52:45Z,2320000,12.0,84.0,1,left,S. Dinwiddie 8' driving floating Jump Shot (3 PTS),[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,8.5,Made,,,,,3.0,,,,,,,,
237,PT06M11.00S,2022-02-18T01:49:53.0Z,2,REGULAR,3pt,Jump Shot,[],203468,68.80749014454665,24.509803921568626,1610612740,45,58,2022-02-18T01:52:55Z,2330000,-127.0,241.0,1,right,C. McCollum 27' 3PT pullup (11 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,,,,27.24,Made,,,,,11.0,,,,,,,,
238,PT05M46.00S,2022-02-18T01:50:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630182,24.655059132720105,84.31372549019608,1610612742,45,58,2022-02-18T01:50:27Z,2340000,-172.0,179.0,1,left,MISS J. Green 24' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,24.82,Missed,,,,,,,,,,,,,
239,PT05M40.00S,2022-02-18T01:50:25.5Z,2,REGULAR,rebound,defensive,[],203503,,,1610612740,45,58,2022-02-18T01:50:27Z,2350000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,238.0,2.0,2.0,0.0,,,,,,,,,
240,PT05M26.00S,2022-02-18T01:50:59.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,45,58,2022-02-18T01:50:59Z,2360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M26.00S,2022-02-18T01:50:59.7Z,2,REGULAR,substitution,out,[],203468,,,1610612740,45,58,2022-02-18T01:51:07Z,2370000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M26.00S,2022-02-18T01:50:59.7Z,2,REGULAR,substitution,out,[],202685,,,1610612740,45,58,2022-02-18T01:51:07Z,2380000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M26.00S,2022-02-18T01:50:59.7Z,2,REGULAR,substitution,out,[],1628973,,,1610612740,45,58,2022-02-18T01:51:07Z,2390000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M26.00S,2022-02-18T01:50:59.7Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,45,58,2022-02-18T01:51:07Z,2400000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M26.00S,2022-02-18T01:50:59.7Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,45,58,2022-02-18T01:51:07Z,2410000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M26.00S,2022-02-18T01:50:59.7Z,2,REGULAR,substitution,in,[],1629029,,,1610612740,45,58,2022-02-18T01:51:07Z,2420000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M22.00S,2022-02-18T01:51:11.4Z,2,REGULAR,2pt,Jump Shot,[],1627742,78.26872536136662,37.254901960784316,1610612740,45,58,2022-02-18T01:54:28Z,2430000,-64.0,152.0,1,right,MISS B. Ingram 16' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,,,,16.46,Missed,,,,,,,,,,,,,
248,PT05M20.00S,2022-02-18T01:51:13.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,45,58,2022-02-18T01:51:17Z,2440000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,247.0,6.0,6.0,0.0,,,,,,,,,
249,PT05M14.00S,2022-02-18T01:51:19.9Z,2,REGULAR,3pt,Jump Shot,[],1629029,33.722076215505915,46.81372549019608,1610612742,45,61,2022-02-18T01:51:26Z,2450000,16.0,264.0,1,left,L. Doncic 26' 3PT step back (22 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,26.5,Made,,,,,22.0,,,,,,,,
250,PT04M59.00S,2022-02-18T01:51:36.8Z,2,REGULAR,foul,personal,[],1629029,,,1610612740,45,61,2022-02-18T01:51:43Z,2460000,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1630529]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,1193.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,,
252,PT04M51.00S,2022-02-18T01:52:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203503,90.48948751642575,50.49019607843137,1610612740,47,61,2022-02-18T01:52:09Z,2480000,2.0,37.0,1,right,T. Snell cutting finger roll Layup (5 PTS) (B. Ingram 4 AST),"[203503, 1627742]",1610612740.0,NOP,cutting finger roll,,,Snell,T. Snell,,,,,,,,,,,3.7,Made,,,,,5.0,,,,,B. Ingram,1627742.0,4.0,
254,PT04M40.00S,2022-02-18T01:52:11.7Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612742,47,61,2022-02-18T01:52:15Z,2500000,,,0,,L. Doncic lost ball TURNOVER (2 TO),"[1629029, 1629637]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,2.0,,,,,,,,,,Hayes,1629637.0,,,,
255,PT04M40.00S,2022-02-18T01:52:11.7Z,2,REGULAR,steal,,[],1629637,,,1610612740,47,61,2022-02-18T01:52:14Z,2510000,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M36.00S,2022-02-18T01:52:15.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629637,94.30026281208936,49.50980392156863,1610612740,49,61,2022-02-18T01:55:25Z,2520000,-2.0,1.0,1,right,J. Hayes running DUNK (10 PTS) (D. Graham 1 AST),"[1629637, 1628984]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,,,,,,,0.27,Made,,,,,10.0,,,,,D. Graham,1628984.0,1.0,
258,PT04M21.00S,2022-02-18T01:52:30.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,37.53285151116951,78.43137254901961,1610612742,49,61,2022-02-18T01:52:36Z,2540000,-142.0,300.0,1,left,MISS L. Doncic 33' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,33.23,Missed,,,,,,,,,,,,,
259,PT04M16.00S,2022-02-18T01:52:35.5Z,2,REGULAR,rebound,defensive,[],203503,,,1610612740,49,61,2022-02-18T01:52:36Z,2550000,,,0,,T. Snell REBOUND (Off:0 Def:3),[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,258.0,3.0,3.0,0.0,,,,,,,,,
260,PT04M03.00S,2022-02-18T01:52:48.3Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612740,49,61,2022-02-18T01:52:52Z,2560000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1627827]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,1.0,,,,,,,,,,Finney-Smith,1627827.0,,,,
261,PT04M03.00S,2022-02-18T01:52:48.3Z,2,REGULAR,steal,,[],1627827,,,1610612742,49,61,2022-02-18T01:52:50Z,2570000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M53.00S,2022-02-18T01:52:58.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,28.597240473061763,16.666666666666664,1610612742,49,64,2022-02-18T01:53:05Z,2580000,167.0,216.0,1,left,D. Finney-Smith 27' 3PT  (9 PTS) (L. Doncic 5 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,27.31,Made,,,,,9.0,,,,,L. Doncic,1629029.0,5.0,
264,PT03M43.00S,2022-02-18T01:53:15.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,49,64,2022-02-18T01:53:15Z,2600000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M43.00S,2022-02-18T01:55:34.4Z,2,REGULAR,substitution,out,[],203503,,,1610612740,49,64,2022-02-18T01:55:45Z,2610000,,,0,,SUB out: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M43.00S,2022-02-18T01:55:34.4Z,2,REGULAR,substitution,out,[],1630182,,,1610612740,49,64,2022-02-18T01:55:45Z,2620000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M43.00S,2022-02-18T01:55:34.4Z,2,REGULAR,substitution,in,[],203468,,,1610612740,49,64,2022-02-18T01:55:45Z,2630000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M43.00S,2022-02-18T01:55:34.4Z,2,REGULAR,substitution,in,[],1628467,,,1610612740,49,64,2022-02-18T01:55:45Z,2640000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M37.00S,2022-02-18T01:56:09.7Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612740,49,64,2022-02-18T01:56:19Z,2650000,,,0,,D. Powell shooting personal FOUL (1 PF) (Hayes 2 FT),"[203939, 1629637]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,2003.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
271,PT03M37.00S,2022-02-18T01:56:33.5Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,50,64,2022-02-18T01:56:33Z,2670000,,,0,,J. Hayes Free Throw 1 of 2 (11 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
272,PT03M37.00S,2022-02-18T01:56:49.4Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,51,64,2022-02-18T01:56:49Z,2680000,,,0,,J. Hayes Free Throw 2 of 2 (12 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
