actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
181,PT09M33.00S,2022-02-15T01:40:59.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,38,22,2022-02-15T01:55:16Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,
182,PT09M33.00S,2022-02-15T01:41:04.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,38,22,2022-02-15T01:42:26Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M25.00S,2022-02-15T01:41:33.7Z,2,REGULAR,2pt,Layup,['2ndchance'],201152,6.783837056504599,33.088235294117645,1610612761,38,24,2022-02-15T01:55:20Z,1800000,85.0,11.0,1,left,T. Young 8' Layup (2 PTS) (P. Siakam 1 AST),"[201152, 1627783]",1610612761.0,TOR,,,,Young,T. Young,,,,,8.54,Made,,,,,2.0,,,P. Siakam,1627783.0,1.0,,,,,,,,
185,PT09M10.00S,2022-02-15T01:41:48.7Z,2,REGULAR,3pt,Jump Shot,[],203503,68.41327201051249,71.32352941176471,1610612740,41,24,2022-02-15T01:42:49Z,1820000,107.0,244.0,1,right,T. Snell 26' 3PT  (6 PTS) (J. Alvarado 2 AST),"[203503, 1630631]",1610612740.0,NOP,,,,Snell,T. Snell,,,,,26.66,Made,,,,,6.0,,,J. Alvarado,1630631.0,2.0,,,,,,,,
187,PT08M55.00S,2022-02-15T01:42:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201152,19.398817345597898,64.2156862745098,1610612761,41,24,2022-02-15T01:58:16Z,1840000,-71.0,130.0,1,left,MISS T. Young 14' floating Shot,[201152],1610612761.0,TOR,floating,,,Young,T. Young,,,,,14.8,Missed,,,,,,,,,,,,,,,,,,
188,PT08M55.00S,2022-02-15T01:42:03.0Z,2,REGULAR,rebound,offensive,[],201152,,,1610612761,41,24,2022-02-15T01:42:52Z,1850000,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,187.0,1.0,0.0,1.0,,,,,,,,,,,,,,
189,PT08M44.00S,2022-02-15T01:42:15.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,14.536793692509855,51.71568627450981,1610612761,41,24,2022-02-15T01:59:04Z,1860000,-9.0,84.0,1,left,MISS P. Siakam 8' driving Layup - blocked,"[1627783, 202685]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,8.45,Missed,,,,,,Valanciunas,202685.0,,,,,,,,,,,
190,PT08M44.00S,2022-02-15T01:42:15.9Z,2,REGULAR,block,,[],202685,,,1610612761,41,24,2022-02-15T01:42:19Z,1870000,,,0,,J. Valanciunas BLOCK (2 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M44.00S,2022-02-15T01:42:15.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,41,24,2022-02-15T01:42:57Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,
193,PT08M41.00S,2022-02-15T01:42:34.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630173,18.610381077529567,73.2843137254902,1610612761,41,24,2022-02-15T01:43:04Z,1890000,-116.0,122.0,1,left,MISS P. Achiuwa 16' Jump Shot,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,16.89,Missed,,,,,,,,,,,,,,,,,,
194,PT08M40.00S,2022-02-15T01:42:35.3Z,2,REGULAR,rebound,offensive,[],201152,,,1610612761,41,24,2022-02-15T01:44:03Z,1900000,,,0,,T. Young REBOUND (Off:2 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,193.0,2.0,0.0,2.0,,,,,,,,,,,,,,
195,PT08M40.00S,2022-02-15T01:42:41.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,41,24,2022-02-15T01:43:08Z,1910000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,1628951.0,,,,,,,
196,PT08M23.00S,2022-02-15T01:43:07.9Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,41,24,2022-02-15T01:43:26Z,1920000,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 1628384]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0
197,PT08M23.00S,2022-02-15T01:43:07.9Z,2,REGULAR,steal,,[],1628384,,,1610612761,41,24,2022-02-15T01:43:10Z,1930000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M13.00S,2022-02-15T01:43:17.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,15.982260183968464,20.833333333333336,1610612761,41,24,2022-02-15T01:43:33Z,1940000,146.0,98.0,1,left,MISS S. Barnes 17' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,17.55,Missed,,,,,,,,,,,,,,,,,,
199,PT08M11.00S,2022-02-15T01:43:19.3Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,41,24,2022-02-15T01:43:19Z,1950000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT08M08.00S,2022-02-15T01:43:22.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630631,88.78120893561103,51.470588235294116,1610612740,41,24,2022-02-15T01:59:56Z,1960000,7.0,53.0,1,right,MISS J. Alvarado running Layup - blocked,"[1630631, 1628384]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,5.35,Missed,,,,,,Anunoby,1628384.0,,,,,,,,,,,
201,PT08M08.00S,2022-02-15T01:43:22.6Z,2,REGULAR,block,,[],1628384,,,1610612740,41,24,2022-02-15T01:43:25Z,1970000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M06.00S,2022-02-15T01:43:24.6Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,41,24,2022-02-15T01:43:41Z,1980000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT08M06.00S,2022-02-15T01:43:30.0Z,2,REGULAR,foul,personal,[],203468,,,1610612761,41,24,2022-02-15T02:00:28Z,1990000,,,0,,C. McCollum take personal FOUL (1 PF),"[203468, 1630173]",1610612740.0,NOP,take,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Achiuwa,1630173.0,,,
205,PT08M06.00S,2022-02-15T01:43:36.9Z,2,REGULAR,substitution,out,[],1630631,,,1610612761,41,24,2022-02-15T01:43:44Z,2010000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M06.00S,2022-02-15T01:43:36.9Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,41,24,2022-02-15T01:43:44Z,2020000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M06.00S,2022-02-15T01:43:36.9Z,2,REGULAR,substitution,in,[],1630529,,,1610612761,41,24,2022-02-15T01:43:44Z,2030000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M06.00S,2022-02-15T01:43:36.9Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,41,24,2022-02-15T01:43:44Z,2040000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M53.00S,2022-02-15T01:44:02.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,19.92444152431012,6.61764705882353,1610612761,41,27,2022-02-15T01:44:09Z,2050000,217.0,135.0,1,left,O. Anunoby 25' 3PT  (3 PTS) (T. Young 1 AST),"[1628384, 201152]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.54,Made,,,,,3.0,,,T. Young,201152.0,1.0,,,,,,,,
211,PT07M32.00S,2022-02-15T01:44:23.5Z,2,REGULAR,2pt,Jump Shot,[],203468,88.25558475689881,78.92156862745098,1610612740,43,27,2022-02-15T01:44:29Z,2070000,145.0,58.0,1,right,C. McCollum 15' step back Jump Shot (9 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,15.58,Made,,,,,9.0,,,,,,,,,,,,,
212,PT07M20.00S,2022-02-15T01:44:37.4Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612761,43,27,2022-02-15T01:44:50Z,2080000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Boucher 2 FT),"[202685, 1628449]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Boucher,1628449.0,,,
214,PT07M20.00S,2022-02-15T01:45:01.4Z,2,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,43,28,2022-02-15T01:45:33Z,2100000,,,0,,C. Boucher Free Throw 1 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
215,PT07M20.00S,2022-02-15T01:45:02.3Z,2,REGULAR,substitution,out,[],202685,,,1610612761,43,28,2022-02-15T01:45:13Z,2110000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M20.00S,2022-02-15T01:45:02.3Z,2,REGULAR,substitution,out,[],203503,,,1610612761,43,28,2022-02-15T01:45:13Z,2120000,,,0,,SUB out: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M20.00S,2022-02-15T01:45:02.3Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,43,28,2022-02-15T01:45:13Z,2130000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M20.00S,2022-02-15T01:45:02.3Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,43,28,2022-02-15T01:45:13Z,2140000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M20.00S,2022-02-15T01:45:02.3Z,2,REGULAR,substitution,in,[],1629637,,,1610612761,43,28,2022-02-15T01:45:13Z,2150000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M20.00S,2022-02-15T01:45:02.3Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,43,28,2022-02-15T01:45:13Z,2160000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M20.00S,2022-02-15T01:45:01.4Z,2,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,43,28,2022-02-15T01:45:33Z,2170000,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT07M18.00S,2022-02-15T01:45:03.4Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,43,28,2022-02-15T01:45:33Z,2180000,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,221.0,4.0,4.0,0.0,,,,,,,,,,,,,,
223,PT07M02.00S,2022-02-15T01:45:45.9Z,2,REGULAR,3pt,Jump Shot,[],202066,90.3580814717477,97.79411764705883,1610612740,43,28,2022-02-15T01:45:52Z,2190000,239.0,38.0,1,right,MISS G. Temple 24' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,
224,PT06M59.00S,2022-02-15T01:45:48.9Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,43,28,2022-02-15T01:45:52Z,2200000,,,0,,T. Young REBOUND (Off:2 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,223.0,3.0,1.0,2.0,,,,,,,,,,,,,,
225,PT06M57.00S,2022-02-15T01:45:53.6Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612761,43,28,2022-02-15T01:46:02Z,2210000,,,0,,C. McCollum shooting personal FOUL (2 PF) (VanVleet 2 FT),"[203468, 1627832]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,VanVleet,1627832.0,,,
227,PT06M57.00S,2022-02-15T01:46:06.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,43,28,2022-02-15T01:46:06Z,2230000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M57.00S,2022-02-15T01:48:15.3Z,2,REGULAR,substitution,out,[],203468,,,1610612761,43,28,2022-02-15T01:48:36Z,2240000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M57.00S,2022-02-15T01:48:15.3Z,2,REGULAR,substitution,in,[],1628984,,,1610612761,43,28,2022-02-15T01:48:36Z,2250000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M57.00S,2022-02-15T01:49:04.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612761,43,29,2022-02-15T01:49:04Z,2260000,,,0,,F. VanVleet Free Throw 1 of 2 (8 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
231,PT06M57.00S,2022-02-15T01:49:17.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612761,43,30,2022-02-15T01:49:17Z,2270000,,,0,,F. VanVleet Free Throw 2 of 2 (9 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
232,PT06M49.00S,2022-02-15T01:49:28.1Z,2,REGULAR,3pt,Jump Shot,[],1628984,72.88107752956637,83.33333333333334,1610612740,43,30,2022-02-15T01:49:52Z,2280000,167.0,202.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
233,PT06M44.00S,2022-02-15T01:49:33.1Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,43,30,2022-02-15T01:49:52Z,2290000,,,0,,F. VanVleet REBOUND (Off:2 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,232.0,3.0,1.0,2.0,,,,,,,,,,,,,,
234,PT06M29.00S,2022-02-15T01:49:47.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,23.340998685939553,87.5,1610612761,43,30,2022-02-15T01:49:55Z,2300000,-188.0,167.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
235,PT06M26.00S,2022-02-15T01:49:50.7Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,43,30,2022-02-15T01:49:55Z,2310000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,,,,,
236,PT06M24.00S,2022-02-15T01:50:01.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,43,30,2022-02-15T01:50:01Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M24.00S,2022-02-15T01:50:03.6Z,2,REGULAR,substitution,out,[],201152,,,1610612740,43,30,2022-02-15T01:50:09Z,2330000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M24.00S,2022-02-15T01:50:03.6Z,2,REGULAR,substitution,in,[],1629018,,,1610612740,43,30,2022-02-15T01:50:09Z,2340000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M15.00S,2022-02-15T01:50:17.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,86.07095926412615,56.395526960784316,1610612740,43,30,2022-02-15T02:01:13Z,2350000,32.0,78.0,1,right,MISS J. Hayes 8' floating Shot,[1629637],1610612740.0,NOP,floating,,,Hayes,J. Hayes,,,,,8.47,Missed,,,,,,,,,,,,,,,,,,
240,PT06M12.00S,2022-02-15T01:50:20.0Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,43,30,2022-02-15T01:50:33Z,2360000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,239.0,2.0,2.0,0.0,,,,,,,,,,,,,,
241,PT06M05.00S,2022-02-15T01:50:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,16.770696452036795,54.90196078431373,1610612761,43,30,2022-02-15T01:50:43Z,2370000,-25.0,105.0,1,left,MISS P. Siakam 10' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,10.79,Missed,,,,,,,,,,,,,,,,,,
242,PT06M03.00S,2022-02-15T01:50:33.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,43,30,2022-02-15T01:50:33Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,
243,PT06M03.00S,2022-02-15T01:50:37.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,43,30,2022-02-15T01:50:37Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M57.00S,2022-02-15T01:50:49.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,37.27003942181341,35.294117647058826,1610612761,43,30,2022-02-15T01:50:57Z,2400000,74.0,298.0,1,left,MISS F. VanVleet 30' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,30.67,Missed,,,,,,,,,,,,,,,,,,
245,PT05M54.00S,2022-02-15T01:50:52.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,43,30,2022-02-15T01:50:57Z,2410000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,244.0,5.0,5.0,0.0,,,,,,,,,,,,,,
246,PT05M46.00S,2022-02-15T01:51:00.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,84.70762155059133,76.22549019607843,1610612740,45,30,2022-02-15T02:02:25Z,2420000,131.0,91.0,1,right,B. Ingram 15' turnaround fadeaway Jump Shot (6 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,15.97,Made,,,,,6.0,,,,,,,,,,,,,
247,PT05M27.00S,2022-02-15T01:51:20.2Z,2,REGULAR,2pt,Jump Shot,[],1629018,21.50131406044678,66.91176470588235,1610612761,45,30,2022-02-15T02:02:56Z,2430000,-85.0,150.0,1,left,MISS G. Trent Jr. 17' bank Shot,[1629018],1610612761.0,TOR,bank,,,Trent Jr.,G. Trent Jr.,,,,,17.19,Missed,,,,,,,,,,,,,,,,,,
248,PT05M22.00S,2022-02-15T01:51:25.2Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,45,30,2022-02-15T01:51:30Z,2440000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,247.0,3.0,2.0,1.0,,,,,,,,,,,,,,
249,PT05M22.00S,2022-02-15T01:51:24.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,45,32,2022-02-15T01:51:24Z,2450000,0.0,0.0,1,left,C. Boucher tip Layup (3 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Made,,,,,3.0,,,,,,,,,,,,,
250,PT05M06.00S,2022-02-15T01:51:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,90.3580814717477,46.32352941176471,1610612740,47,32,2022-02-15T02:03:30Z,2460000,-18.0,38.0,1,right,H. Jones driving Layup (7 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,4.23,Made,,,,,7.0,,,,,,,,,,,,,
251,PT04M48.00S,2022-02-15T01:51:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,10.463206307490145,52.20588235294118,1610612761,47,32,2022-02-15T01:52:10Z,2470000,-11.0,46.0,1,left,MISS P. Siakam Layup - blocked,"[1627783, 1627742]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,4.72,Missed,,,,,,Ingram,1627742.0,,,,,,,,,,,
252,PT04M48.00S,2022-02-15T01:51:58.0Z,2,REGULAR,block,,[],1627742,,,1610612761,47,32,2022-02-15T01:52:01Z,2480000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M48.00S,2022-02-15T01:51:58.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,47,32,2022-02-15T01:52:10Z,2490000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,
254,PT04M48.00S,2022-02-15T01:52:24.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,47,32,2022-02-15T01:52:24Z,2500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M48.00S,2022-02-15T01:52:32.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,47,32,2022-02-15T01:52:32Z,2510000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M48.00S,2022-02-15T01:53:12.7Z,2,REGULAR,substitution,out,[],202066,,,1610612740,47,32,2022-02-15T01:55:00Z,2520000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M48.00S,2022-02-15T01:53:12.7Z,2,REGULAR,substitution,out,[],1627783,,,1610612740,47,32,2022-02-15T01:55:00Z,2530000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M48.00S,2022-02-15T01:53:12.7Z,2,REGULAR,substitution,in,[],203468,,,1610612740,47,32,2022-02-15T01:55:00Z,2540000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M48.00S,2022-02-15T01:53:12.7Z,2,REGULAR,substitution,in,[],203920,,,1610612740,47,32,2022-02-15T01:55:00Z,2550000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M26.00S,2022-02-15T01:55:37.7Z,2,REGULAR,3pt,Jump Shot,[],203468,78.53153745072274,8.088235294117647,1610612740,47,32,2022-02-15T01:55:44Z,2560000,-210.0,149.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,
261,PT04M24.00S,2022-02-15T01:55:39.7Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,47,32,2022-02-15T01:55:44Z,2570000,,,0,,K. Birch REBOUND (Off:2 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,260.0,4.0,2.0,2.0,,,,,,,,,,,,,,
262,PT04M16.00S,2022-02-15T01:55:49.2Z,2,REGULAR,3pt,Jump Shot,[],1628449,21.50131406044678,89.2156862745098,1610612761,47,32,2022-02-15T01:55:57Z,2580000,-196.0,150.0,1,left,MISS C. Boucher 24' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,
263,PT04M12.00S,2022-02-15T01:55:53.6Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,47,32,2022-02-15T01:55:53Z,2590000,,,0,,K. Birch REBOUND (Off:3 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,262.0,5.0,2.0,3.0,,,,,,,,,,,,,,
264,PT04M12.00S,2022-02-15T01:55:55.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612761,47,32,2022-02-15T01:56:07Z,2600000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Boucher 2 FT),"[1629637, 1628449]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Boucher,1628449.0,,,
266,PT04M12.00S,2022-02-15T01:56:13.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,47,33,2022-02-15T01:56:13Z,2620000,,,0,,C. Boucher Free Throw 1 of 2 (4 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
267,PT04M12.00S,2022-02-15T01:56:26.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,47,34,2022-02-15T01:56:26Z,2630000,,,0,,C. Boucher Free Throw 2 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
