actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
446,PT02M17.00S,2022-02-15T02:41:26.1Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,90,66,2022-02-15T02:41:42Z,4400000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M17.00S,2022-02-15T02:41:26.1Z,3,REGULAR,substitution,in,[],203503,,,1610612761,90,66,2022-02-15T02:41:42Z,4410000,,,0,,SUB in: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M17.00S,2022-02-15T02:41:26.1Z,3,REGULAR,substitution,in,[],1628384,,,1610612761,90,66,2022-02-15T02:41:42Z,4420000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M17.00S,2022-02-15T02:41:26.1Z,3,REGULAR,substitution,in,[],1630173,,,1610612761,90,66,2022-02-15T02:41:42Z,4430000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M09.00S,2022-02-15T02:42:13.5Z,3,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,90,66,2022-02-15T02:42:23Z,4440000,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,2002.0,,,,,1.0,,
451,PT01M54.00S,2022-02-15T02:42:28.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203503,12.565703022339028,4.411764705882353,1610612740,90,66,2022-02-15T02:42:35Z,4450000,228.0,66.0,1,left,MISS T. Snell 3PT,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
452,PT01M50.00S,2022-02-15T02:42:32.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,90,66,2022-02-15T02:42:35Z,4460000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,451.0,2.0,2.0,0.0,,,,,,,,,,,,,,
453,PT01M42.00S,2022-02-15T02:42:40.3Z,3,REGULAR,3pt,Jump Shot,[],1629018,77.34888304862024,90.44117647058823,1610612761,90,69,2022-02-15T02:42:52Z,4470000,202.0,160.0,1,right,G. Trent Jr. 25' 3PT  (6 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,25.81,Made,,,,,6.0,,,,,,,,,,,,,
454,PT01M29.00S,2022-02-15T02:42:53.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.1268068331143235,52.69607843137255,1610612740,92,69,2022-02-15T02:46:13Z,4480000,-13.0,5.0,1,left,J. Hayes DUNK (14 PTS) (B. Ingram 7 AST),"[1629637, 1627742]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,1.44,Made,,,,,14.0,,,B. Ingram,1627742.0,7.0,,,,,,,,
456,PT01M04.00S,2022-02-15T02:43:18.2Z,3,REGULAR,2pt,Jump Shot,[],1627832,74.72076215505913,37.5,1610612761,92,69,2022-02-15T02:43:27Z,4500000,-62.0,185.0,1,right,MISS F. VanVleet 19' Jump Shot,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,19.54,Missed,,,,,,,,,,,,,,,,,,
457,PT01M00.00S,2022-02-15T02:43:22.2Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,92,69,2022-02-15T02:43:27Z,4510000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,
458,PT00M40.10S,2022-02-15T02:43:42.3Z,3,REGULAR,3pt,Jump Shot,[],1628984,9.806176084099869,95.09803921568627,1610612740,92,69,2022-02-15T02:43:50Z,4520000,-225.0,40.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,
459,PT00M36.50S,2022-02-15T02:43:45.9Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,92,69,2022-02-15T02:43:50Z,4530000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,,
460,PT00M32.10S,2022-02-15T02:43:51.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,71.82982917214193,18.38235294117647,1610612761,92,69,2022-02-15T02:47:47Z,4540000,-158.0,212.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
461,PT00M30.50S,2022-02-15T02:43:52.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,92,69,2022-02-15T02:43:58Z,4550000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,
462,PT00M30.50S,2022-02-15T02:43:59.9Z,3,REGULAR,foul,personal,[],1629637,,,1610612761,92,69,2022-02-15T02:44:10Z,4560000,,,0,,J. Hayes loose ball personal FOUL (3 PF),"[1629637, 1628449]",1610612740.0,NOP,loose ball,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Boucher,1628449.0,,,
464,PT00M26.00S,2022-02-15T02:44:27.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,68.01905387647832,74.50980392156863,1610612761,92,69,2022-02-15T02:45:38Z,4580000,123.0,248.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,
465,PT00M23.00S,2022-02-15T02:44:30.3Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,92,69,2022-02-15T02:44:30Z,4590000,,,0,,B. Ingram REBOUND (Off:0 Def:11),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,464.0,11.0,11.0,0.0,,,,,,,,,,,,,,
466,PT00M18.80S,2022-02-15T02:44:34.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203503,5.863994743758213,54.166666666666664,1610612740,94,69,2022-02-15T02:48:40Z,4600000,-21.0,3.0,1,left,T. Snell running Layup (8 PTS) (B. Ingram 8 AST),"[203503, 1627742]",1610612740.0,NOP,running,,,Snell,T. Snell,,,,,2.1,Made,,,,,8.0,,,B. Ingram,1627742.0,8.0,,,,,,,,
468,PT00M00.00S,2022-02-15T02:44:56.3Z,3,REGULAR,2pt,Jump Shot,[],1627832,74.58935611038108,62.5,1610612761,94,69,2022-02-15T02:46:12Z,4620000,62.0,186.0,1,right,MISS F. VanVleet 19' Jump Shot - blocked,"[1627832, 1627742]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,19.66,Missed,,,,,,Ingram,1627742.0,,,,,,,,,,,
469,PT00M00.00S,2022-02-15T02:44:56.3Z,3,REGULAR,block,,[],1627742,,,1610612761,94,69,2022-02-15T02:44:59Z,4630000,,,0,,B. Ingram BLOCK (2 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M00.00S,2022-02-15T02:44:56.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,94,69,2022-02-15T02:46:12Z,4640000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,
471,PT00M00.00S,2022-02-15T02:45:14.6Z,3,REGULAR,period,end,[],0,,,1610612761,94,69,2022-02-15T02:45:14Z,4650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1628984,,,1610612761,94,69,2022-02-15T02:47:35Z,4660000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1629109,,,1610612761,94,69,2022-02-15T02:47:35Z,4670000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612761,94,69,2022-02-15T02:47:35Z,4680000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,94,69,2022-02-15T02:47:35Z,4690000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,94,69,2022-02-15T02:47:35Z,4700000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,94,69,2022-02-15T02:47:35Z,4710000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,94,69,2022-02-15T02:47:35Z,4720000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612761,94,69,2022-02-15T02:47:35Z,4730000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],1630631,,,1610612761,94,69,2022-02-15T02:47:35Z,4740000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],202066,,,1610612761,94,69,2022-02-15T02:47:35Z,4750000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,94,69,2022-02-15T02:47:35Z,4760000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],201152,,,1610612761,94,69,2022-02-15T02:47:35Z,4770000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],1630625,,,1610612761,94,69,2022-02-15T02:47:35Z,4780000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2022-02-15T02:47:17.0Z,4,REGULAR,substitution,in,['startperiod'],1630551,,,1610612761,94,69,2022-02-15T02:47:35Z,4790000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-02-15T02:47:44.2Z,4,REGULAR,period,start,[],0,,,1610612761,94,69,2022-02-15T02:47:44Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M36.00S,2022-02-15T02:48:06.8Z,4,REGULAR,turnover,lost ball,[],201152,,,1610612761,94,69,2022-02-15T02:48:14Z,4810000,,,0,,T. Young lost ball TURNOVER (1 TO),"[201152, 1630631]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0
491,PT11M36.00S,2022-02-15T02:48:06.8Z,4,REGULAR,steal,,[],1630631,,,1610612740,94,69,2022-02-15T02:48:09Z,4820000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
492,PT11M17.00S,2022-02-15T02:48:26.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203503,8.623521681997373,95.83333333333334,1610612740,94,69,2022-02-15T02:48:32Z,4830000,-229.0,29.0,1,left,MISS T. Snell 3PT,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,
493,PT11M12.00S,2022-02-15T02:48:31.0Z,4,REGULAR,rebound,defensive,[],1630551,,,1610612761,94,69,2022-02-15T02:48:32Z,4840000,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,492.0,1.0,1.0,0.0,,,,,,,,,,,,,,
494,PT11M06.00S,2022-02-15T02:48:37.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,81.94809461235218,40.68627450980392,1610612761,94,69,2022-02-15T02:53:20Z,4850000,-47.0,117.0,1,right,MISS D. Banton 12' turnaround Shot,[1630625],1610612761.0,TOR,turnaround,,,Banton,D. Banton,,,,,12.61,Missed,,,,,,,,,,,,,,,,,,
495,PT11M05.00S,2022-02-15T02:48:38.3Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,94,69,2022-02-15T02:52:06Z,4860000,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,494.0,5.0,3.0,2.0,,,,,,,,,,,,,,
496,PT11M05.00S,2022-02-15T02:48:54.0Z,4,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612761,94,69,2022-02-15T02:49:01Z,4870000,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Boucher 2 FT),"[1630631, 1628449]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Boucher,1628449.0,,,
498,PT11M05.00S,2022-02-15T02:49:03.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,94,69,2022-02-15T02:49:03Z,4890000,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,
499,PT11M05.00S,2022-02-15T02:49:03.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,94,69,2022-02-15T02:49:03Z,4900000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,
500,PT11M05.00S,2022-02-15T02:49:14.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,94,70,2022-02-15T02:49:14Z,4910000,,,0,,C. Boucher Free Throw 2 of 2 (13 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
501,PT10M46.00S,2022-02-15T02:49:35.4Z,4,REGULAR,turnover,lost ball,[],1630631,,,1610612740,94,70,2022-02-15T02:49:44Z,4920000,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 201152]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,1.0,Young,201152.0
502,PT10M46.00S,2022-02-15T02:49:35.4Z,4,REGULAR,steal,,[],201152,,,1610612761,94,70,2022-02-15T02:49:39Z,4930000,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M36.00S,2022-02-15T02:49:45.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630625,66.3107752956636,42.8921568627451,1610612761,94,70,2022-02-15T02:49:50Z,4940000,-36.0,264.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
504,PT10M35.00S,2022-02-15T02:49:46.4Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,94,70,2022-02-15T02:49:50Z,4950000,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,503.0,4.0,2.0,2.0,,,,,,,,,,,,,,
505,PT10M35.00S,2022-02-15T02:49:56.0Z,4,REGULAR,foul,personal,[],203503,,,1610612761,94,70,2022-02-15T02:50:12Z,4960000,,,0,,T. Snell personal FOUL (3 PF),"[203503, 1627783]",1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Siakam,1627783.0,,,
507,PT10M31.00S,2022-02-15T02:50:14.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,94,70,2022-02-15T02:50:14Z,4980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT10M23.00S,2022-02-15T02:50:32.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,86.94152431011827,56.372549019607845,1610612761,94,70,2022-02-15T02:50:43Z,4990000,32.0,70.0,1,right,MISS P. Siakam 7' floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,7.71,Missed,,,,,,,,,,,,,,,,,,
509,PT10M21.00S,2022-02-15T02:50:34.5Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,94,70,2022-02-15T03:01:21Z,5000000,,,0,,P. Siakam REBOUND (Off:3 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,508.0,5.0,2.0,3.0,,,,,,,,,,,,,,
512,PT10M20.00S,2022-02-15T02:50:45.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,87.33574244415243,52.69607843137255,1610612761,94,72,2022-02-15T03:01:34Z,5030000,13.0,67.0,1,right,P. Siakam 6' putback Layup (16 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,6.79,Made,,,,,16.0,,,,,,,,,,,,,
513,PT10M09.00S,2022-02-15T02:50:52.2Z,4,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,94,72,2022-02-15T02:59:06Z,5040000,,,0,,J. Alvarado bad pass out-of-bounds TURNOVER (2 TO),[1630631],1610612740.0,NOP,bad pass,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,2.0,,
514,PT09M58.00S,2022-02-15T02:51:06.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,94,72,2022-02-15T02:51:06Z,5050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M58.00S,2022-02-15T02:51:19.7Z,4,REGULAR,substitution,out,[],203503,,,1610612761,94,72,2022-02-15T02:51:24Z,5060000,,,0,,SUB out: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M58.00S,2022-02-15T02:51:19.7Z,4,REGULAR,substitution,in,[],1629109,,,1610612761,94,72,2022-02-15T02:51:24Z,5070000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M55.00S,2022-02-15T02:51:47.3Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612761,94,72,2022-02-15T02:52:20Z,5090000,,,0,,TOR 5-second-violation Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,
519,PT09M55.00S,2022-02-15T02:51:54.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,94,72,2022-02-15T02:51:54Z,5100000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M42.00S,2022-02-15T02:55:00.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202066,27.808804204993432,15.441176470588236,1610612740,97,72,2022-02-15T02:55:07Z,5110000,173.0,209.0,1,left,G. Temple 27' 3PT  (6 PTS) (C. McCollum 4 AST),"[202066, 203468]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,27.11,Made,,,,,6.0,,,C. McCollum,203468.0,4.0,,,,,,,,
522,PT09M30.00S,2022-02-15T02:55:12.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201152,91.27792378449409,47.794117647058826,1610612761,97,74,2022-02-15T02:55:25Z,5130000,-11.0,29.0,1,right,T. Young driving finger roll Layup (4 PTS),[201152],1610612761.0,TOR,driving finger roll,,,Young,T. Young,,,,,3.15,Made,,,,,4.0,,,,,,,,,,,,,
523,PT09M10.00S,2022-02-15T02:55:31.9Z,4,REGULAR,3pt,Jump Shot,[],203468,31.35676741130092,70.34313725490196,1610612740,97,74,2022-02-15T02:55:46Z,5140000,-102.0,242.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
524,PT09M07.00S,2022-02-15T02:55:34.9Z,4,REGULAR,rebound,offensive,[],1629637,,,1610612740,97,74,2022-02-15T02:55:46Z,5150000,,,0,,J. Hayes REBOUND (Off:2 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,523.0,3.0,1.0,2.0,,,,,,,,,,,,,,
526,PT09M03.00S,2022-02-15T02:55:39.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202066,15.719448094612352,3.431372549019608,1610612740,100,74,2022-02-15T02:55:49Z,5170000,233.0,95.0,1,left,G. Temple 25' 3PT step back (9 PTS) (G. Clark 1 AST),"[202066, 1629109]",1610612740.0,NOP,step back,,,Temple,G. Temple,,,,,25.16,Made,,,,,9.0,,,G. Clark,1629109.0,1.0,,,,,,,,
528,PT08M54.00S,2022-02-15T02:55:51.8Z,4,REGULAR,foul,personal,[],202066,,,1610612761,100,74,2022-02-15T02:56:30Z,5190000,,,0,,G. Temple personal FOUL (1 PF),"[202066, 1628449]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Boucher,1628449.0,,,
530,PT08M54.00S,2022-02-15T02:56:02.7Z,4,REGULAR,substitution,out,[],1629637,,,1610612761,100,74,2022-02-15T02:56:09Z,5210000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M54.00S,2022-02-15T02:56:02.7Z,4,REGULAR,substitution,out,[],1630631,,,1610612761,100,74,2022-02-15T02:56:09Z,5220000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M54.00S,2022-02-15T02:56:02.7Z,4,REGULAR,substitution,out,[],1630551,,,1610612761,100,74,2022-02-15T02:56:09Z,5230000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M54.00S,2022-02-15T02:56:02.7Z,4,REGULAR,substitution,in,[],202685,,,1610612761,100,74,2022-02-15T02:56:09Z,5240000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M54.00S,2022-02-15T02:56:02.7Z,4,REGULAR,substitution,in,[],1630529,,,1610612761,100,74,2022-02-15T02:56:09Z,5250000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M54.00S,2022-02-15T02:56:02.7Z,4,REGULAR,substitution,in,[],1630201,,,1610612761,100,74,2022-02-15T02:56:09Z,5260000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M41.00S,2022-02-15T02:56:29.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.40932982917214,50.0,1610612761,100,76,2022-02-15T02:56:36Z,5270000,0.0,28.0,1,right,P. Siakam driving finger roll Layup (18 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,2.83,Made,,,,,18.0,,,,,,,,,,,,,
537,PT08M21.00S,2022-02-15T02:56:51.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,100,76,2022-02-15T02:56:51Z,5280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M12.00S,2022-02-15T02:57:14.9Z,4,REGULAR,2pt,Jump Shot,[],202066,19.92444152431012,26.47058823529412,1610612740,102,76,2022-02-15T02:57:22Z,5290000,118.0,135.0,1,left,G. Temple 17' floating Jump Shot (11 PTS) (C. McCollum 5 AST),"[202066, 203468]",1610612740.0,NOP,floating,,,Temple,G. Temple,,,,,17.89,Made,,,,,11.0,,,C. McCollum,203468.0,5.0,,,,,,,,
540,PT07M59.00S,2022-02-15T02:57:30.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,102,76,2022-02-15T02:57:30Z,5310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M47.00S,2022-02-15T02:57:55.3Z,4,REGULAR,3pt,Jump Shot,[],201152,85.49605781865965,2.941176470588235,1610612761,102,76,2022-02-15T02:58:01Z,5320000,-235.0,84.0,1,right,MISS T. Young 24' 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
