actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
184,PT08M44.00S,2021-12-09T01:43:35.9Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612740,38,44,2021-12-09T01:43:40Z,1810000,,,0,,J. Hart lost ball TURNOVER (4 TO),"[1628404, 203210]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,4.0,Green,203210.0,,,,,,,
185,PT08M44.00S,2021-12-09T01:43:35.9Z,2,REGULAR,steal,,[],203210,,,1610612743,38,44,2021-12-09T01:43:37Z,1820000,,,0,,J. Green STEAL (1 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M38.00S,2021-12-09T01:43:45.5Z,2,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,38,44,2021-12-09T01:43:51Z,1830000,,,0,,W. Barton bad pass out-of-bounds TURNOVER (1 TO),[203115],1610612743.0,DEN,bad pass,,,Barton,W. Barton,,,,,,,,,,,203177.0,,,,,1.0,,,,,,,,,
187,PT08M38.00S,2021-12-09T01:43:54.8Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,38,44,2021-12-09T01:44:01Z,1840000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M38.00S,2021-12-09T01:43:54.8Z,2,REGULAR,substitution,in,[],202685,,,1610612740,38,44,2021-12-09T01:44:01Z,1850000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M22.00S,2021-12-09T01:44:15.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202066,72.88107752956637,15.686274509803921,1610612740,38,44,2021-12-09T01:44:21Z,1860000,-172.0,202.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M18.00S,2021-12-09T01:44:19.7Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,38,44,2021-12-09T01:44:21Z,1870000,,,0,,J. Valanciunas REBOUND (Off:2 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,189.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
191,PT08M14.00S,2021-12-09T01:44:30.4Z,2,REGULAR,turnover,out-of-bounds,[],1630184,,,1610612740,38,44,2021-12-09T01:44:50Z,1880000,,,0,,K. Lewis Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630184],1610612740.0,NOP,bad pass,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,203177.0,,,,,1.0,,,,,,,,,
192,PT08M14.00S,2021-12-09T01:44:57.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,38,44,2021-12-09T01:44:57Z,1890000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M14.00S,2021-12-09T01:47:14.1Z,2,REGULAR,substitution,out,[],1630184,,,1610612743,38,44,2021-12-09T01:47:30Z,1900000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M14.00S,2021-12-09T01:47:14.1Z,2,REGULAR,substitution,out,[],202066,,,1610612743,38,44,2021-12-09T01:47:30Z,1910000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M14.00S,2021-12-09T01:47:14.1Z,2,REGULAR,substitution,in,[],1628984,,,1610612743,38,44,2021-12-09T01:47:30Z,1920000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M14.00S,2021-12-09T01:47:14.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612743,38,44,2021-12-09T01:47:30Z,1930000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M14.00S,2021-12-09T01:47:39.0Z,2,REGULAR,substitution,out,[],1628432,,,1610612743,38,44,2021-12-09T01:47:43Z,1940000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M14.00S,2021-12-09T01:47:39.0Z,2,REGULAR,substitution,in,[],203932,,,1610612743,38,44,2021-12-09T01:47:43Z,1950000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M00.00S,2021-12-09T01:48:04.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203932,17.69053876478318,4.901960784313726,1610612743,38,44,2021-12-09T01:48:09Z,1960000,225.0,114.0,1,left,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
200,PT07M56.00S,2021-12-09T01:48:08.2Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,38,44,2021-12-09T01:48:09Z,1970000,,,0,,J. Green REBOUND (Off:2 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,199.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
201,PT07M56.00S,2021-12-09T01:48:10.3Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612743,38,44,2021-12-09T01:48:34Z,1980000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Green 2 FT),"[1629638, 203210]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Green,203210.0,,,
203,PT07M56.00S,2021-12-09T01:48:34.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203210,,,1610612743,38,45,2021-12-09T01:48:35Z,2000000,,,0,,J. Green Free Throw 1 of 2 (5 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
204,PT07M56.00S,2021-12-09T01:48:50.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203210,,,1610612743,38,46,2021-12-09T01:48:50Z,2010000,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,6.0,,,,,,,,,,,,,
205,PT07M40.00S,2021-12-09T01:49:06.0Z,2,REGULAR,2pt,Jump Shot,[],1629638,83.78777923784494,68.13725490196079,1610612740,38,46,2021-12-09T01:49:32Z,2020000,91.0,100.0,1,right,MISS N. Alexander-Walker 13' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,13.49,Missed,,,,,,,,,,,,,,,,,,,
206,PT07M38.00S,2021-12-09T01:49:08.0Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,38,46,2021-12-09T01:49:12Z,2030000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
207,PT07M24.00S,2021-12-09T01:49:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,5.863994743758213,45.83333333333333,1610612743,38,48,2021-12-09T01:49:28Z,2040000,21.0,3.0,1,left,B. Hyland driving Layup (7 PTS),[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,2.1,Made,,,,,,7.0,,,,,,,,,,,,,
208,PT07M13.00S,2021-12-09T01:49:35.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,38,48,2021-12-09T01:49:35Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M13.00S,2021-12-09T01:49:37.5Z,2,REGULAR,substitution,out,[],1628404,,,1610612740,38,48,2021-12-09T01:49:52Z,2060000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M13.00S,2021-12-09T01:49:37.5Z,2,REGULAR,substitution,out,[],1630538,,,1610612740,38,48,2021-12-09T01:49:52Z,2070000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M13.00S,2021-12-09T01:49:37.5Z,2,REGULAR,substitution,out,[],203115,,,1610612740,38,48,2021-12-09T01:49:52Z,2080000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M13.00S,2021-12-09T01:49:37.5Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,38,48,2021-12-09T01:49:52Z,2090000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M13.00S,2021-12-09T01:49:37.5Z,2,REGULAR,substitution,in,[],1628420,,,1610612740,38,48,2021-12-09T01:49:52Z,2100000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M13.00S,2021-12-09T01:49:37.5Z,2,REGULAR,substitution,in,[],201145,,,1610612740,38,48,2021-12-09T01:49:52Z,2110000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M03.00S,2021-12-09T01:50:10.9Z,2,REGULAR,3pt,Jump Shot,[],1628984,93.11760840998686,4.6568627450980395,1610612740,38,48,2021-12-09T01:50:16Z,2120000,-227.0,12.0,1,right,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M59.00S,2021-12-09T01:50:14.9Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,38,48,2021-12-09T01:50:16Z,2130000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
217,PT06M46.00S,2021-12-09T01:50:27.8Z,2,REGULAR,3pt,Jump Shot,[],1628420,7.966491458607096,96.32352941176471,1610612743,38,48,2021-12-09T01:50:33Z,2140000,-232.0,22.0,1,left,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M42.00S,2021-12-09T01:50:31.8Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,38,48,2021-12-09T01:50:33Z,2150000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,217.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
219,PT06M40.00S,2021-12-09T01:50:47.7Z,2,REGULAR,foul,offensive,[],1627742,,,1610612740,38,48,2021-12-09T01:50:56Z,2160000,,,0,,B. Ingram charge offensive FOUL (1 PF),"[1627742, 1630267]",1610612740.0,NOP,charge,,,Ingram,B. Ingram,,,,,,,,,,,101283.0,,,,,,,,1.0,0.0,Campazzo,1630267.0,,,
221,PT06M40.00S,2021-12-09T01:50:47.7Z,2,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,38,48,2021-12-09T01:50:47Z,2180000,,,0,,B. Ingram offensive foul TURNOVER (2 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,101283.0,,,,,2.0,,,,,,,,,
222,PT06M40.00S,2021-12-09T01:50:53.7Z,2,REGULAR,substitution,out,[],203210,,,1610612743,38,48,2021-12-09T01:51:03Z,2190000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M40.00S,2021-12-09T01:50:53.7Z,2,REGULAR,substitution,in,[],203999,,,1610612743,38,48,2021-12-09T01:51:03Z,2200000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M25.00S,2021-12-09T01:51:15.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630267,24.917871222076215,50.73529411764706,1610612743,38,50,2021-12-09T01:51:23Z,2210000,-4.0,182.0,1,left,F. Campazzo 18' pullup Jump Shot (4 PTS) (N. Jokic 6 AST),"[1630267, 203999]",1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,18.17,Made,,,,,,4.0,N. Jokic,203999.0,6.0,,,,,,,,,,
226,PT06M05.00S,2021-12-09T01:51:34.6Z,2,REGULAR,3pt,Jump Shot,[],202685,67.62483574244416,50.73529411764706,1610612740,41,50,2021-12-09T01:51:39Z,2230000,4.0,252.0,1,right,J. Valanciunas 25' 3PT  (11 PTS) (N. Alexander-Walker 1 AST),"[202685, 1629638]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.18,Made,,,,,,11.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,
228,PT05M44.00S,2021-12-09T01:51:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,17.427726675427067,39.46078431372549,1610612743,41,52,2021-12-09T01:52:02Z,2250000,53.0,111.0,1,left,N. Jokic 12' Jump Shot (15 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,12.31,Made,,,,,,15.0,A. Gordon,203932.0,1.0,,,,,,,,,,
230,PT05M33.00S,2021-12-09T01:52:11.3Z,2,REGULAR,foul,personal,[],203999,,,1610612740,41,52,2021-12-09T01:52:17Z,2270000,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 202685]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,203177.0,,,,,,,,2.0,0.0,Valanciunas,202685.0,,,
232,PT05M28.00S,2021-12-09T01:52:34.2Z,2,REGULAR,3pt,Jump Shot,[],1628984,66.44218134034165,22.54901960784314,1610612740,41,52,2021-12-09T01:53:31Z,2290000,-137.0,263.0,1,right,MISS D. Graham 29' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,29.66,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M22.00S,2021-12-09T01:52:40.2Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,41,52,2021-12-09T01:52:39Z,2300000,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
234,PT05M17.00S,2021-12-09T01:52:44.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,77.87450722733246,8.823529411764707,1610612740,41,52,2021-12-09T01:52:49Z,2310000,-206.0,155.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M13.00S,2021-12-09T01:52:48.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,41,52,2021-12-09T01:52:49Z,2320000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,234.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
236,PT05M05.00S,2021-12-09T01:52:56.5Z,2,REGULAR,3pt,Jump Shot,[],203932,6.915243101182654,4.166666666666666,1610612743,41,52,2021-12-09T01:53:02Z,2330000,229.0,13.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M01.00S,2021-12-09T01:53:00.5Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,41,52,2021-12-09T01:53:02Z,2340000,,,0,,H. Jones REBOUND (Off:1 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,236.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
238,PT04M52.00S,2021-12-09T01:53:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.67214191852825,46.81372549019608,1610612740,43,52,2021-12-09T01:53:14Z,2350000,-16.0,26.0,1,right,H. Jones cutting Layup (5 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,3.03,Made,,,,,,5.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,
240,PT04M41.00S,2021-12-09T01:53:19.9Z,2,REGULAR,3pt,Jump Shot,[],1630267,5.075558475689881,96.81372549019608,1610612743,43,55,2021-12-09T01:53:27Z,2370000,-234.0,-5.0,1,left,F. Campazzo 3PT  (7 PTS) (N. Jokic 7 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,23.41,Made,,,,,,7.0,N. Jokic,203999.0,7.0,,,,,,,,,,
242,PT04M19.00S,2021-12-09T01:53:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.77463863337714,52.69607843137255,1610612740,45,55,2021-12-09T01:53:50Z,2390000,13.0,6.0,1,right,J. Valanciunas driving Layup (13 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,1.48,Made,,,,,,13.0,,,,,,,,,,,,,
243,PT04M11.00S,2021-12-09T01:53:51.4Z,2,REGULAR,3pt,Jump Shot,[],1630267,33.85348226018397,45.09803921568628,1610612743,45,55,2021-12-09T01:53:56Z,2400000,25.0,266.0,1,left,MISS F. Campazzo 26' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
244,PT04M08.00S,2021-12-09T01:53:54.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,45,55,2021-12-09T01:53:56Z,2410000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
245,PT03M56.00S,2021-12-09T01:54:05.9Z,2,REGULAR,2pt,Jump Shot,[],1630529,94.08672798948751,84.58180147058823,1610612740,47,55,2021-12-09T01:55:12Z,2420000,173.0,3.0,1,right,H. Jones 17' Jump Shot (7 PTS) (J. Valanciunas 2 AST),"[1630529, 202685]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,17.29,Made,,,,,,7.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,
247,PT03M44.00S,2021-12-09T01:54:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,18.74178712220762,49.26470588235294,1610612743,47,57,2021-12-09T01:54:25Z,2440000,4.0,124.0,1,left,N. Jokic 12' floating Jump Shot (17 PTS) (F. Campazzo 2 AST),"[203999, 1630267]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,12.38,Made,,,,,,17.0,F. Campazzo,1630267.0,2.0,,,,,,,,,,
248,PT03M39.00S,2021-12-09T01:54:33.3Z,2,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612740,47,57,2021-12-09T01:57:48Z,2450000,,,0,,D. Graham lost ball out-of-bounds TURNOVER (1 TO),[1628984],1610612740.0,NOP,lost ball,,,Graham,D. Graham,,,,,,,,,,,101283.0,,,,,1.0,,,,,,,,,
249,PT03M39.00S,2021-12-09T01:54:38.8Z,2,REGULAR,substitution,out,[],1629638,,,1610612743,47,57,2021-12-09T01:54:50Z,2460000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M39.00S,2021-12-09T01:54:38.8Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,47,57,2021-12-09T01:54:50Z,2470000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M39.00S,2021-12-09T01:54:38.8Z,2,REGULAR,substitution,in,[],1628404,,,1610612743,47,57,2021-12-09T01:54:50Z,2480000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M39.00S,2021-12-09T01:54:38.8Z,2,REGULAR,substitution,in,[],203115,,,1610612743,47,57,2021-12-09T01:54:50Z,2490000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M25.00S,2021-12-09T01:54:57.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203115,15.325229960578188,17.15686274509804,1610612743,47,57,2021-12-09T01:57:26Z,2500000,164.0,92.0,1,left,MISS W. Barton 18' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,18.8,Missed,,,,,,,,,,,,,,,,,,,
255,PT03M21.00S,2021-12-09T01:55:01.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,47,57,2021-12-09T01:55:02Z,2510000,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,254.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
256,PT03M13.00S,2021-12-09T01:55:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.93495400788436,50.98039215686274,1610612740,49,57,2021-12-09T01:55:19Z,2520000,5.0,23.0,1,right,J. Valanciunas Layup (15 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.38,Made,,,,,,15.0,,,,,,,,,,,,,
257,PT02M50.00S,2021-12-09T01:55:32.9Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,49,57,2021-12-09T01:55:38Z,2530000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1628984]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,2.0,Graham,1628984.0,,,,,,,
258,PT02M50.00S,2021-12-09T01:55:32.9Z,2,REGULAR,steal,,[],1628984,,,1610612740,49,57,2021-12-09T01:55:36Z,2540000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M44.00S,2021-12-09T01:55:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630529,94.03745072273325,53.431372549019606,1610612740,51,57,2021-12-09T01:55:45Z,2550000,17.0,4.0,1,right,H. Jones reverse Layup (9 PTS) (D. Graham 1 AST),"[1630529, 1628984]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,1.76,Made,,,,,,9.0,D. Graham,1628984.0,1.0,,,,,,,,,,
261,PT02M30.00S,2021-12-09T01:55:58.7Z,2,REGULAR,foul,personal,[],1628404,,,1610612743,51,57,2021-12-09T01:56:05Z,2570000,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 203932]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,203177.0,,,,,,,,3.0,0.0,Gordon,203932.0,,,
263,PT02M24.00S,2021-12-09T01:56:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,19.004599211563733,39.950980392156865,1610612743,51,57,2021-12-09T01:56:27Z,2590000,50.0,126.0,1,left,MISS W. Barton 13' Jump Shot,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,13.57,Missed,,,,,,,,,,,,,,,,,,,
264,PT02M21.00S,2021-12-09T01:56:26.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,51,57,2021-12-09T01:56:27Z,2600000,,,0,,J. Valanciunas REBOUND (Off:2 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,263.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
265,PT02M17.00S,2021-12-09T01:56:30.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,93.77463863337714,46.32352941176471,1610612740,51,57,2021-12-09T01:56:37Z,2610000,-18.0,6.0,1,right,MISS H. Jones DUNK - blocked,"[1630529, 201145]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1.94,Missed,,,,,,,,,,,,,,,,,Green,201145.0,
266,PT02M17.00S,2021-12-09T01:56:30.8Z,2,REGULAR,block,,[],201145,,,1610612740,51,57,2021-12-09T01:56:33Z,2620000,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M13.00S,2021-12-09T01:56:34.8Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612740,51,57,2021-12-09T01:56:37Z,2630000,,,0,,J. Hart REBOUND (Off:2 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,265.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
268,PT02M03.00S,2021-12-09T01:56:44.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,93.11760840998686,56.127450980392155,1610612740,51,57,2021-12-09T01:56:49Z,2640000,31.0,12.0,1,right,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
269,PT02M01.00S,2021-12-09T01:56:46.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,51,57,2021-12-09T01:56:49Z,2650000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
270,PT01M56.00S,2021-12-09T01:56:54.8Z,2,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,51,57,2021-12-09T01:57:02Z,2660000,,,0,,N. Jokic lost ball out-of-bounds TURNOVER (3 TO),[203999],1610612743.0,DEN,lost ball,,,Jokic,N. Jokic,,,,,,,,,,,101283.0,,,,,3.0,,,,,,,,,
271,PT01M45.00S,2021-12-09T01:57:24.2Z,2,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,51,57,2021-12-09T01:57:32Z,2670000,,,0,,H. Jones step out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,step,,,Jones,H. Jones,,,,,,,,,,,101283.0,,,,,1.0,,,,,,,,,
